,USDJPY,USDJPY,USDJPY,USDJPY,USDJPY,USDJPY,USDJPY
,0,1,2,3,4,5,6
2011-01-16,82.28658,82.42966,82.42863,82.25809,82.552895,82.24719,82.40017
2011-01-17,83.141785,83.0748,83.10648,83.091965,83.02338,83.01801,82.946335
2011-01-18,83.05182,83.05237,83.0445,83.01554,82.95494,82.913704,82.90931
2011-01-19,83.0468,83.05177,83.01525,82.94616,82.91526,82.91035,82.89406
2011-01-20,83.05012,83.01111,82.9471,82.90978,82.91175,82.90485,82.82778
2011-01-21,83.02128,82.94738,82.919044,82.91613,82.90666,82.8271,82.80228
2011-01-23,82.94748,82.91805,82.90622,82.90636,82.83549,82.804794,82.785484
2011-01-24,82.90651,82.90751,82.89906,82.82917,82.81051,82.780495,82.77278
2011-01-25,82.92059,82.90543,82.83873,82.81215,82.782104,82.781586,82.76931
2011-01-26,82.87115,82.84219,82.79754,82.77869,82.77629,82.76148,82.72574
2011-01-27,82.83701,82.80586,82.78271,82.76789,82.76577,82.726944,82.691
2011-01-28,82.807274,82.79191,82.76924,82.740715,82.7245,82.699875,82.68327
2011-01-30,82.77934,82.774666,82.77046,82.70336,82.67342,82.679825,82.64767
2011-01-31,82.77588,82.749084,82.708496,82.69089,82.679436,82.61603,82.63126
2011-02-01,82.765236,82.73323,82.69328,82.653336,82.66002,82.623665,82.5041
2011-02-02,82.71853,82.6763,82.673225,82.637985,82.61519,82.50527,82.36989
2011-02-03,82.69026,82.68318,82.66605,82.603516,82.51501,82.35741,82.31488
2011-02-04,82.69444,82.66685,82.617294,82.50961,82.37732,82.33756,82.35824
2011-02-06,82.610146,82.59338,82.52274,82.38425,82.32359,82.35546,82.45511
2011-02-07,82.61447,82.50621,82.35558,82.30733,82.358795,82.44638,82.521805
2011-02-08,82.514565,82.38002,82.31209,82.342705,82.441666,82.51046,82.61268
2011-02-09,82.364334,82.303764,82.35462,82.47379,82.5176,82.597275,82.653625
2011-02-10,82.32813,82.3654,82.45004,82.51078,82.57987,82.657005,82.688095
2011-02-11,82.385445,82.46654,82.51515,82.58188,82.61561,82.675095,82.69278
2011-02-13,82.45751,82.5165,82.61623,82.64441,82.669106,82.715866,82.66911
2011-02-14,82.53648,82.61902,82.64905,82.64988,82.67615,82.71861,82.68058
2011-02-15,82.61195,82.625755,82.652626,82.68872,82.70761,82.675,82.701385
2011-02-16,82.63048,82.65142,82.69673,82.681244,82.675545,82.655426,82.68368
2011-02-17,82.67537,82.67002,82.67921,82.692024,82.70941,82.71552,82.6864
2011-02-18,82.65877,82.68206,82.68082,82.67277,82.680756,82.735535,82.70056
2011-02-20,82.70981,82.67909,82.6982,82.685,82.67422,82.67313,82.64968
2011-02-21,82.717735,82.68418,82.67814,82.71239,82.666504,82.68176,82.617004
2011-02-22,82.71695,82.69205,82.6795,82.6708,82.67966,82.60662,82.56555
2011-02-23,82.708824,82.685814,82.685036,82.66314,82.622116,82.54419,82.51055
2011-02-24,82.69376,82.67104,82.661835,82.58792,82.50868,82.52212,82.45656
2011-02-25,82.66443,82.624405,82.63148,82.535065,82.47969,82.456055,82.34847
2011-02-27,82.629,82.59159,82.5235,82.49377,82.44681,82.358444,82.35809
2011-02-28,82.5962,82.5317,82.52196,82.469124,82.34383,82.34973,82.39212
2011-03-01,82.57713,82.48053,82.43652,82.358864,82.35807,82.37552,82.322685
2011-03-02,82.50391,82.4385,82.33203,82.352196,82.37932,82.29176,82.30871
2011-03-03,82.45529,82.36213,82.40537,82.367935,82.290985,82.2977,82.30134
2011-03-04,82.39517,82.33291,82.34666,82.337975,82.30019,82.30427,82.3264
2011-03-06,82.32432,82.36918,82.27625,82.2995,82.30653,82.31715,82.395874
2011-03-07,82.380165,82.31979,82.31188,82.28516,82.332596,82.37686,82.33537
2011-03-08,82.33838,82.30731,82.31335,82.33501,82.37674,82.32314,82.31159
2011-03-09,82.32666,82.322105,82.30874,82.397095,82.315704,82.30884,82.29904
2011-03-10,82.31461,82.330475,82.401764,82.29543,82.32314,82.317245,82.311844
2011-03-11,82.30495,82.3404,82.298355,82.30979,82.28308,82.30489,82.298004
2011-03-13,82.346886,82.29057,82.31224,82.3305,82.30083,82.31188,82.31169
2011-03-14,82.326866,82.2979,82.29837,82.27304,82.2868,82.29973,82.29729
2011-03-15,82.291245,82.32594,82.31239,82.31331,82.30038,82.31196,82.31182
2011-03-16,82.30452,82.33554,82.29804,82.27672,82.29015,82.30034,82.29695
2011-03-17,82.29029,82.31944,82.31221,82.28753,82.29815,82.28974,82.26846
2011-03-18,82.304306,82.29822,82.297066,82.275314,82.329285,82.23108,82.26201
2011-03-20,82.2889,82.27721,82.31115,82.27865,82.22004,82.236786,82.1926
2011-03-21,82.289665,82.3207,82.295876,82.2735,82.282394,82.20906,82.161575
2011-03-22,82.30722,82.31845,82.257965,82.27345,82.19436,82.18902,82.06798
2011-03-23,82.30422,82.28136,82.310295,82.14198,82.14766,81.99865,81.86969
2011-03-24,82.27928,82.28058,82.207504,82.156105,82.05821,81.83236,81.823395
2011-03-25,82.28038,82.1771,82.201126,82.00153,81.85723,81.86909,81.89361
2011-03-27,82.26985,82.13748,82.013535,81.906204,81.894936,81.835594,81.86588
2011-03-28,82.17053,81.98771,82.07061,81.86582,81.87253,81.86744,81.88273
2011-03-29,82.06808,81.89753,81.84837,81.8482,81.82374,81.885826,81.85598
2011-03-30,82.03013,81.87942,81.82572,81.91222,81.8735,81.83824,81.86375
2011-03-31,81.85725,81.83878,81.86696,81.910545,81.91979,81.86547,81.862885
2011-04-01,81.87048,81.912125,81.866325,81.86004,81.89179,81.83191,81.862404
2011-04-03,81.89519,81.86857,81.85836,81.86253,81.83079,81.88565,81.854965
2011-04-04,81.8746,81.85617,81.88984,81.89581,81.86342,81.86864,81.98868
2011-04-05,81.85718,81.87282,81.86806,81.91845,81.94328,81.97351,82.10703
2011-04-06,81.93312,81.86016,81.849724,81.919754,81.9637,82.15816,82.17947
2011-04-07,81.9321,81.87163,81.88425,81.98865,82.13079,82.21275,82.21508
2011-04-08,81.85429,81.87828,81.964676,82.15773,82.20029,82.23683,82.289375
2011-04-10,81.8791,81.989456,82.183136,82.19386,82.18927,82.33597,82.329094
2011-04-11,81.997246,82.16886,82.194725,82.183914,82.27393,82.293144,82.39655
2011-04-12,82.09711,82.248314,82.274216,82.27139,82.3237,82.445816,82.65424
2011-04-13,82.17033,82.26032,82.31349,82.29992,82.397026,82.586395,82.67154
2011-04-14,82.244774,82.25221,82.292465,82.39853,82.616875,82.63928,82.60683
2011-04-15,82.28895,82.31518,82.47569,82.642914,82.69386,82.64091,82.59962
2011-04-17,82.32988,82.40674,82.64895,82.62215,82.68902,82.65806,82.69753
2011-04-18,82.401184,82.640335,82.63157,82.6388,82.66724,82.68186,82.53535
2011-04-19,82.58785,82.69159,82.66412,82.62118,82.56824,82.53004,82.553604
2011-04-20,82.668304,82.68269,82.6362,82.56894,82.465744,82.55022,82.52541
2011-04-21,82.63393,82.63942,82.63519,82.44698,82.41694,82.56259,82.53649
2011-04-24,82.67288,82.56843,82.53008,82.56422,82.43761,82.57658,82.485016
2011-04-25,82.68656,82.52946,82.47722,82.444305,82.589935,82.53002,82.60016
2011-04-26,82.628876,82.54424,82.59851,82.568954,82.54847,82.55291,82.57275
2011-04-27,82.51824,82.57825,82.60797,82.47272,82.51701,82.576004,82.48128
2011-04-28,82.43025,82.540054,82.465836,82.4482,82.45643,82.390816,82.555984
2011-04-29,82.4221,82.5368,82.44312,82.58362,82.55461,82.44256,82.52326
2011-05-01,82.47253,82.59225,82.47738,82.54092,82.598564,82.54264,82.52863
2011-05-02,82.58913,82.51764,82.467575,82.50768,82.559906,82.618416,82.46002
2011-05-03,82.59069,82.46132,82.58924,82.53952,82.45842,82.50923,82.60404
2011-05-04,82.50679,82.46843,82.42629,82.50394,82.51882,82.42025,82.48463
2011-05-05,82.56372,82.53899,82.61396,82.589355,82.5123,82.41347,82.46657
2011-05-06,82.49982,82.55109,82.35916,82.561005,82.52288,82.460266,82.55636
2011-05-08,82.558395,82.5356,82.471375,82.589516,82.4763,82.55921,82.55985
2011-05-09,82.59113,82.56522,82.55433,82.48149,82.585724,82.63301,82.144035
2011-05-10,82.459335,82.54668,82.54394,82.45867,82.54106,82.07004,82.110275
2011-05-11,82.49753,82.5295,82.61196,82.53815,82.177284,82.10857,81.90647
2011-05-12,82.53035,82.588425,82.47355,82.2133,82.11501,81.92614,81.88016
2011-05-13,82.572784,82.54616,82.10016,82.07595,81.92786,81.88334,81.622444
2011-05-15,82.56447,82.12974,82.08515,81.94417,81.86969,81.66693,81.643814
2011-05-16,82.12019,82.01881,81.90777,81.89264,81.66382,81.65042,81.638725
2011-05-17,82.1247,81.93219,81.87561,81.678314,81.63407,81.62528,81.66607
2011-05-18,81.913666,81.887,81.63102,81.589554,81.62277,81.601555,81.61508
2011-05-19,81.85722,81.653824,81.64299,81.62694,81.64867,81.67441,81.607895
2011-05-20,81.65728,81.623146,81.63313,81.62425,81.584854,81.61094,81.610115
2011-05-22,81.63304,81.67295,81.64849,81.636055,81.636314,81.599106,81.57541
2011-05-23,81.60382,81.58553,81.602905,81.653694,81.63562,81.60888,81.47291
2011-05-24,81.679565,81.63247,81.60906,81.62013,81.59205,81.44281,81.45119
2011-05-25,81.6138,81.66017,81.603836,81.5504,81.448395,81.39754,81.341965
2011-05-26,81.59699,81.57986,81.60731,81.43523,81.366554,81.38699,81.32813
2011-05-27,81.665184,81.56681,81.46215,81.424385,81.36561,81.350266,81.32666
2011-05-29,81.58299,81.43457,81.43793,81.33954,81.3305,81.3155,81.28566
2011-05-30,81.45699,81.41272,81.3377,81.37355,81.3132,81.31724,81.25438
2011-05-31,81.433,81.335014,81.38434,81.31877,81.27363,81.202065,81.06928
2011-06-01,81.376465,81.35948,81.348976,81.24617,81.271324,81.11006,81.0273
2011-06-02,81.3718,81.338455,81.32649,81.2116,81.092384,80.96366,80.97094
2011-06-03,81.31661,81.32323,81.26905,81.03673,80.98169,80.92712,80.929405
2011-06-05,81.32311,81.27619,81.113594,80.98769,80.98315,80.96004,80.93397
2011-06-06,81.235466,81.0764,81.03465,80.981094,80.935486,80.901726,80.864494
2011-06-07,81.07717,80.98918,80.965645,80.94494,80.89103,80.86136,80.91525
2011-06-08,80.972466,81.00929,80.93945,80.92932,80.90849,80.8542,80.871315
2011-06-09,80.97121,80.94687,80.9305,80.91966,80.85542,80.82837,80.81622
2011-06-10,80.97566,80.91177,80.94345,80.82725,80.85376,80.826614,80.83774
2011-06-12,80.90852,80.888374,80.82431,80.85347,80.79813,80.724144,80.80148
2011-06-13,80.85752,80.91403,80.83289,80.843025,80.81016,80.79962,80.808075
2011-06-14,80.84229,80.918,80.88657,80.798965,80.8174,80.81293,80.817604
2011-06-15,80.91294,80.850426,80.79439,80.829254,80.8422,80.83137,80.82743
2011-06-16,80.82243,80.8279,80.78904,80.837,80.83966,80.80513,80.81185
2011-06-17,80.82998,80.79736,80.82893,80.77906,80.84234,80.83658,80.82539
2011-06-19,80.84095,80.81151,80.83404,80.83996,80.8157,80.80487,80.722206
2011-06-20,80.83505,80.843094,80.82378,80.78922,80.81466,80.79067,80.68037
2011-06-21,80.79539,80.82225,80.818436,80.77338,80.76502,80.74245,80.66666
2011-06-22,80.80378,80.82095,80.82643,80.764656,80.6719,80.70286,80.707466
2011-06-23,80.807205,80.82074,80.77908,80.68555,80.69577,80.72087,80.681274
2011-06-24,80.82107,80.77061,80.70646,80.65579,80.67107,80.643555,80.689835
2011-06-26,80.7656,80.69899,80.624146,80.69422,80.66684,80.69469,80.61405
2011-06-27,80.74594,80.67364,80.66839,80.678734,80.70194,80.630486,80.58396
2011-06-28,80.65144,80.6682,80.70002,80.68736,80.63046,80.59665,80.58613
2011-06-29,80.65145,80.670906,80.727684,80.59712,80.57918,80.5322,80.65193
2011-06-30,80.675674,80.6496,80.57474,80.564644,80.563,80.54094,80.60776
2011-07-01,80.75797,80.549774,80.582565,80.5769,80.61943,80.59792,80.613754
2011-07-03,80.59077,80.62394,80.58359,80.60132,80.631615,80.61483,80.59521
2011-07-04,80.55876,80.60835,80.613434,80.59869,80.57815,80.59444,80.61545
2011-07-05,80.578354,80.55149,80.58452,80.57335,80.57896,80.69733,80.603195
2011-07-06,80.62894,80.57834,80.58867,80.60794,80.57866,80.594505,80.54599
2011-07-07,80.53834,80.58042,80.589645,80.604904,80.622375,80.548225,80.50539
2011-07-08,80.64368,80.62581,80.62364,80.575615,80.60753,80.4932,80.46573
2011-07-10,80.56377,80.52426,80.57939,80.55437,80.44068,80.45935,80.41646
2011-07-11,80.60739,80.61607,80.505455,80.50362,80.52838,80.479706,80.43228
2011-07-12,80.57541,80.47559,80.41512,80.45145,80.44503,80.41899,80.42291
2011-07-13,80.57262,80.53234,80.4425,80.46719,80.448,80.42702,80.39389
2011-07-14,80.54143,80.45063,80.450775,80.452774,80.31472,80.40913,80.39267
2011-07-15,80.45668,80.452835,80.43307,80.39003,80.41065,80.38496,80.41166
2011-07-17,80.42028,80.4182,80.44245,80.38102,80.40152,80.44055,80.40972
2011-07-18,80.42689,80.3584,80.394,80.38895,80.40027,80.39274,80.38724
2011-07-19,80.402565,80.42228,80.424736,80.38686,80.40507,80.34443,80.40502
2011-07-20,80.394745,80.37994,80.38102,80.42436,80.37465,80.34429,80.36739
2011-07-21,80.415375,80.37595,80.44387,80.40964,80.40813,80.35167,80.33974
2011-07-22,80.41115,80.42433,80.37103,80.40601,80.330444,80.376205,80.29945
2011-07-24,80.39756,80.391365,80.42971,80.39265,80.42243,80.30775,80.245544
2011-07-25,80.39213,80.368225,80.341125,80.38403,80.24454,80.233765,80.17534
2011-07-26,80.3554,80.32263,80.38104,80.275764,80.262535,80.243835,80.1839
2011-07-27,80.37142,80.34795,80.29068,80.25546,80.2413,80.12106,80.17611
2011-07-28,80.36152,80.28759,80.283,80.2502,80.12777,80.18929,79.55059
2011-07-29,80.27173,80.23624,80.2139,80.11167,80.17143,79.52391,79.094284
2011-07-31,80.30371,80.205696,80.21146,80.10363,79.57364,79.124115,79.13017
2011-08-01,80.18864,80.185936,80.12825,79.60587,79.38586,79.05956,79.18022
2011-08-02,80.17769,80.15245,79.55886,79.205185,79.122665,79.21142,79.04554
2011-08-03,80.1094,79.572426,79.2948,79.071304,79.07505,79.067696,79.02464
2011-08-04,79.54961,79.21495,79.16079,79.03215,79.035034,79.022415,78.95598
2011-08-05,79.079025,79.143486,79.06539,79.09592,79.03759,78.98588,79.03418
2011-08-07,79.09243,79.043,79.01705,79.02958,79.06705,79.01869,78.84245
2011-08-08,79.13242,79.01273,78.98245,79.022804,79.03954,78.87595,78.60111
2011-08-09,79.0607,79.06304,79.069786,78.99017,78.82746,78.60445,78.52415
2011-08-10,79.033905,79.0113,79.04757,78.84381,78.63346,78.55084,78.45183
2011-08-11,78.99958,79.04377,78.826744,78.608376,78.47862,78.5019,78.38215
2011-08-12,79.06736,78.834656,78.626884,78.51037,78.47286,78.36644,78.25223
2011-08-14,78.825035,78.625885,78.52064,78.430916,78.35945,78.227234,78.142296
2011-08-15,78.64015,78.50787,78.44878,78.36853,78.22635,78.133736,77.99703
2011-08-16,78.49705,78.484085,78.35595,78.248314,78.15571,77.97515,77.847565
2011-08-17,78.461525,78.387886,78.24868,78.16607,77.96467,77.84793,77.760345
2011-08-18,78.35716,78.29201,78.15098,78.00426,77.86571,77.77302,77.652466
2011-08-19,78.23522,78.13922,78.007385,77.843605,77.76805,77.64908,77.50804
2011-08-21,78.10218,77.96802,77.89128,77.76701,77.67181,77.54467,77.29736
2011-08-22,77.99715,77.82559,77.74876,77.6487,77.53633,77.31649,77.26315
2011-08-23,77.86024,77.78341,77.654495,77.534935,77.33973,77.280785,77.25201
2011-08-24,77.76505,77.67788,77.50775,77.40249,77.32572,77.29002,77.275696
2011-08-25,77.63479,77.51349,77.305664,77.25933,77.256935,77.2217,77.24844
2011-08-26,77.490074,77.44847,77.354614,77.25082,77.24515,77.198845,77.075195
2011-08-28,77.28223,77.266716,77.244545,77.20152,77.19699,77.083595,76.87802
2011-08-29,77.26791,77.29309,77.269875,77.2254,77.1607,76.959366,76.88702
2011-08-30,77.27222,77.2654,77.21223,77.118706,76.92554,76.86244,76.89703
2011-08-31,77.223335,77.23293,77.09807,76.88479,76.847664,76.79943,76.857605
2011-09-01,77.20429,77.11349,76.938774,76.87259,76.84073,76.85704,76.83364
2011-09-02,77.100555,76.91083,76.89735,76.92743,76.81047,76.84032,76.799324
2011-09-04,76.94776,76.86311,76.85888,76.83084,76.85258,76.90419,76.84605
2011-09-05,76.840004,76.867676,76.79846,76.84734,76.836845,76.82925,76.813034
2011-09-06,76.894325,76.85871,76.84,76.806755,76.826805,76.864716,76.82168
2011-09-07,76.8358,76.81327,76.81058,76.799675,76.834076,76.838486,76.82006
2011-09-08,76.84085,76.88209,76.84469,76.8379,76.868744,76.842064,76.83948
2011-09-09,76.81754,76.84317,76.78391,76.850006,76.882645,76.83415,76.81956
2011-09-11,76.820404,76.82306,76.828064,76.81058,76.865685,76.81313,76.7765
2011-09-12,76.818756,76.82443,76.83085,76.80805,76.79716,76.80725,76.818886
2011-09-13,76.88075,76.88724,76.86419,76.83735,76.81264,76.80791,76.791504
2011-09-14,76.806366,76.8265,76.79669,76.81705,76.840935,76.791794,76.80457
2011-09-15,76.82268,76.806694,76.77471,76.78124,76.77845,76.77475,76.78436
2011-09-16,76.860756,76.85091,76.81711,76.78957,76.7831,76.80318,76.790306
2011-09-18,76.8074,76.80202,76.813896,76.77113,76.763596,76.78653,76.77126
2011-09-19,76.73959,76.79648,76.757,76.79224,76.75368,76.73548,76.76231
2011-09-20,76.82178,76.78551,76.77624,76.74924,76.76691,76.76044,76.76154
2011-09-21,76.7862,76.79781,76.766655,76.78012,76.744194,76.78267,76.7568
2011-09-22,76.76969,76.75895,76.77083,76.78505,76.75867,76.766846,76.77627
2011-09-23,76.76027,76.7767,76.79576,76.76545,76.79583,76.73992,76.76322
2011-09-25,76.76841,76.761055,76.78667,76.73963,76.75145,76.75646,76.74722
2011-09-26,76.75279,76.7622,76.79033,76.7136,76.74835,76.725876,76.77578
2011-09-27,76.78219,76.777725,76.74299,76.73135,76.70633,76.75881,76.7695
2011-09-28,76.7493,76.73919,76.72403,76.717,76.73836,76.76822,76.745476
2011-09-29,76.75137,76.74396,76.74732,76.77511,76.781296,76.73963,76.748215
2011-09-30,76.75964,76.75217,76.74917,76.768,76.79582,76.764496,76.77353
2011-10-02,76.74618,76.75995,76.79292,76.75296,76.77295,76.74601,76.78888
2011-10-03,76.75818,76.777374,76.77289,76.7906,76.77052,76.77169,76.74913
2011-10-04,76.79684,76.784706,76.79629,76.78132,76.761314,76.73441,76.74014
2011-10-05,76.76118,76.777954,76.770294,76.758095,76.747215,76.72854,76.732185
2011-10-06,76.768974,76.7729,76.76042,76.77437,76.72314,76.75633,76.73898
2011-10-07,76.76004,76.772285,76.76549,76.7129,76.724495,76.703316,76.781296
2011-10-09,76.77397,76.73098,76.729706,76.76959,76.72521,76.7445,76.782234
2011-10-10,76.781105,76.757935,76.75995,76.78262,76.76405,76.75251,76.75592
2011-10-11,76.72873,76.763824,76.78306,76.77855,76.74482,76.7796,76.78093
2011-10-12,76.76621,76.78386,76.72389,76.73049,76.77316,76.7665,76.79709
2011-10-13,76.70539,76.72893,76.7727,76.7251,76.78809,76.74226,76.779884
2011-10-14,76.7731,76.72356,76.737015,76.73558,76.7551,76.76468,76.795135
2011-10-16,76.76418,76.72931,76.76058,76.751564,76.71981,76.76102,76.743546
2011-10-17,76.77779,76.7667,76.7677,76.78791,76.735214,76.73057,76.73101
2011-10-18,76.74655,76.77784,76.772385,76.788086,76.7714,76.7837,76.734795
2011-10-19,76.77045,76.75753,76.72795,76.730255,76.73471,76.71713,76.70189
2011-10-20,76.757416,76.79173,76.73904,76.76342,76.738495,76.758286,76.73956
2011-10-21,76.75199,76.790146,76.729034,76.74347,76.72641,76.72929,76.71386
2011-10-23,76.744,76.73476,76.69883,76.73568,76.721855,76.69912,76.69502
2011-10-24,76.74903,76.749855,76.7492,76.7305,76.689804,76.67561,76.66249
2011-10-25,76.7144,76.6895,76.69493,76.73012,76.66348,76.657265,76.65767
2011-10-26,76.71197,76.72497,76.695595,76.68576,76.6804,76.67087,76.71368
2011-10-27,76.72338,76.695526,76.681465,76.660324,76.66598,76.69426,76.67384
2011-10-28,76.693954,76.680664,76.666664,76.65905,76.638504,76.676895,76.728645
2011-10-30,76.68875,76.649216,76.64694,76.67461,76.71888,76.72582,76.72231
2011-10-31,76.6745,76.65502,76.690125,76.67431,76.73748,76.71518,76.75215
2011-11-01,76.673676,76.66762,76.69349,76.740135,76.73019,76.73737,76.77195
2011-11-02,76.67606,76.64899,76.72391,76.72108,76.71683,76.765,76.74526
2011-11-03,76.66779,76.7308,76.722626,76.716805,76.73458,76.73505,76.75446
2011-11-04,76.72413,76.72425,76.73842,76.7612,76.77911,76.764,76.76577
2011-11-06,76.70484,76.74946,76.756966,76.70915,76.76325,76.77122,76.816124
2011-11-07,76.73172,76.75119,76.78887,76.75933,76.76682,76.80757,76.87041
2011-11-08,76.73526,76.74698,76.74786,76.76678,76.82716,76.881966,76.89752
2011-11-09,76.77177,76.766266,76.7748,76.82315,76.85765,76.87839,76.89096
2011-11-10,76.7548,76.76742,76.84217,76.86338,76.88476,76.89959,76.91141
2011-11-11,76.80479,76.83327,76.88352,76.896576,76.86195,76.90644,76.97254
2011-11-13,76.81257,76.882805,76.86636,76.88164,76.91742,76.98566,76.98518
2011-11-14,76.88446,76.90266,76.90914,76.89981,76.98429,77.00477,76.998955
2011-11-15,76.89937,76.85999,76.90569,76.99467,76.98543,76.978745,76.991005
2011-11-16,76.895645,76.913895,76.97594,76.99969,77.00728,76.97654,76.95062
2011-11-17,76.911385,76.97912,76.99682,76.97935,76.99879,77.00049,76.99827
2011-11-18,76.98436,76.99261,76.99968,76.981895,76.98774,76.978355,77.00604
2011-11-20,76.98996,76.984375,76.98222,76.99498,76.99019,76.99598,76.9976
2011-11-21,76.99947,76.995964,76.97819,76.9898,77.01587,77.01316,77.006966
2011-11-22,76.98806,76.98458,76.9792,76.9875,77.00701,77.013374,77.03493
2011-11-23,76.97524,77.01398,77.01881,77.01995,77.028336,77.02141,77.019875
2011-11-24,77.00619,76.996605,77.01995,77.02062,77.01783,77.02894,77.01427
2011-11-25,76.98945,77.005844,77.00811,77.03144,77.010956,77.04047,77.134674
2011-11-27,77.02664,77.01007,77.01351,77.033295,77.026474,77.13685,77.15947
2011-11-28,77.0478,77.03003,77.015015,77.0524,77.188416,77.2177,77.19753
2011-11-29,77.01319,77.02059,77.029175,77.18618,77.20801,77.234474,77.29316
2011-11-30,77.023994,77.03429,77.16256,77.19337,77.22259,77.29699,77.53154
2011-12-01,77.0339,77.17127,77.17573,77.20025,77.31283,77.538284,77.57356
2011-12-02,77.17061,77.17717,77.20133,77.30812,77.53269,77.588326,77.66899
2011-12-04,77.146515,77.21839,77.28253,77.55288,77.580154,77.598885,77.60269
2011-12-05,77.20731,77.3152,77.559746,77.600334,77.676895,77.637764,77.61726
2011-12-06,77.314865,77.57212,77.57355,77.642624,77.653854,77.71014,77.65675
2011-12-07,77.552284,77.623405,77.673996,77.6498,77.75992,77.69614,77.682144
2011-12-08,77.55623,77.63259,77.635086,77.70904,77.65254,77.68941,77.658745
2011-12-09,77.66188,77.61919,77.628586,77.62727,77.67661,77.675964,77.70801
2011-12-11,77.62625,77.58593,77.61458,77.67118,77.64446,77.67684,77.6517
2011-12-12,77.64219,77.66133,77.62361,77.68866,77.702354,77.70567,77.66664
2011-12-13,77.632645,77.658226,77.64427,77.603905,77.64146,77.65682,77.66554
2011-12-14,77.693665,77.665596,77.6758,77.66145,77.64941,77.66927,77.68796
2011-12-15,77.682686,77.6729,77.65657,77.66252,77.66002,77.66227,77.68673
2011-12-16,77.679886,77.67715,77.625336,77.67645,77.67997,77.70257,77.667625
2011-12-18,77.7065,77.7034,77.677574,77.677315,77.68651,77.68288,77.698814
2011-12-19,77.66471,77.67716,77.67988,77.74824,77.66979,77.67251,77.708305
2011-12-20,77.713905,77.73963,77.63106,77.68571,77.688446,77.70548,77.73172
2011-12-21,77.674736,77.68451,77.713394,77.70874,77.669815,77.70602,77.785866
2011-12-22,77.633385,77.70566,77.69739,77.68868,77.747604,77.72567,77.78649
2011-12-23,77.63769,77.66653,77.687195,77.68604,77.74342,77.713356,77.76146
2011-12-27,77.70612,77.64607,77.68023,77.78889,77.725494,77.76294,77.71658
2011-12-28,77.68317,77.701454,77.72643,77.79408,77.725006,77.797935,77.71583
2011-12-29,77.72202,77.74482,77.76106,77.77869,77.728195,77.706665,77.792175
2011-12-30,77.73022,77.731476,77.73017,77.73405,77.747826,77.71357,77.72835
2012-01-02,77.721886,77.71762,77.70348,77.81381,77.729744,77.73358,77.730034
2012-01-03,77.73065,77.80387,77.732895,77.73793,77.72164,77.752205,77.70959
2012-01-04,77.77927,77.7334,77.72745,77.72186,77.750595,77.74655,77.76225
2012-01-05,77.73359,77.81288,77.73022,77.76468,77.71589,77.75482,77.73741
2012-01-06,77.726616,77.80223,77.69491,77.78111,77.68922,77.76856,77.73427
2012-01-08,77.75726,77.71329,77.7215,77.761246,77.71426,77.75741,77.70991
2012-01-09,77.73153,77.721794,77.780876,77.79727,77.81843,77.71791,77.70416
2012-01-10,77.733894,77.697556,77.72767,77.72626,77.790504,77.745865,77.80196
2012-01-11,77.71353,77.78533,77.75133,77.7202,77.69444,77.678566,77.69301
2012-01-12,77.71524,77.708664,77.78582,77.67071,77.68683,77.66438,77.66561
2012-01-13,77.78942,77.78902,77.7198,77.734116,77.685905,77.65099,77.62011
2012-01-15,77.76689,77.69127,77.73257,77.70424,77.66201,77.659996,77.56898
2012-01-16,77.7093,77.73633,77.73244,77.663185,77.5698,77.58096,77.567535
2012-01-17,77.73128,77.69871,77.67393,77.58946,77.6145,77.55507,77.28079
2012-01-18,77.66957,77.693146,77.62249,77.59086,77.57416,77.2623,77.152176
2012-01-19,77.67067,77.64502,77.609474,77.58982,77.26748,77.16577,77.11813
2012-01-20,77.65321,77.592674,77.5608,77.277916,77.09076,77.14185,77.10482
2012-01-22,77.61776,77.571495,77.25638,77.09303,77.07761,77.132805,77.17508
2012-01-23,77.59573,77.25786,77.11964,77.09093,77.09721,77.11364,77.06641
2012-01-24,77.276726,77.09835,77.12201,77.09321,77.10781,77.06177,77.03088
2012-01-25,77.106544,77.1043,77.09924,77.07954,77.09796,77.004234,77.00435
2012-01-26,77.12616,77.09466,77.18103,77.09812,76.999504,76.97602,76.994064
2012-01-27,77.1214,77.10361,77.09042,76.99693,77.031815,77.005035,76.954834
2012-01-29,77.09621,77.11615,77.06685,77.00508,77.02374,76.95853,76.96936
2012-01-30,77.0945,77.07585,77.00394,76.98027,76.96396,76.93762,76.905655
2012-01-31,76.99982,76.98038,77.05127,76.92624,76.930466,76.87529,76.929695
2012-02-01,77.04658,76.95754,76.92491,76.913826,76.895294,76.88314,76.9077
2012-02-02,76.99747,76.955475,76.92359,76.88874,76.88924,76.89612,76.87615
2012-02-03,76.89746,76.98979,76.91831,76.906944,76.87553,76.87806,76.83944
2012-02-05,76.95775,76.90889,76.88788,76.856964,76.86943,76.8868,76.8538
2012-02-06,76.87575,76.91604,76.87522,76.843376,76.85619,76.86208,76.872856
2012-02-07,76.88923,76.86317,76.85005,76.87639,76.900055,76.84947,76.82164
2012-02-08,76.87644,76.89342,76.84418,76.805405,76.84576,76.865326,76.85128
2012-02-09,76.85537,76.88145,76.84625,76.840866,76.86189,76.86469,76.87038
2012-02-10,76.87366,76.87337,76.846016,76.857056,76.861626,76.847176,76.87262
