,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD
2013-12-10,5375.6416,5374.987,5371.0737,5364.543,5353.0327,5352.249,5342.885
2013-12-11,5375.039,5371.0386,5364.455,5353.0083,5352.2207,5342.877,5336.556
2013-12-12,5370.9253,5364.662,5353.043,5352.321,5343.0483,5336.5,5335.708
2013-12-13,5364.6206,5352.928,5352.278,5342.945,5336.541,5335.8115,5331.081
2013-12-15,5352.8975,5352.2954,5342.8994,5336.554,5335.8364,5331.096,5330.704
2013-12-16,5352.2305,5342.885,5336.4883,5335.784,5331.104,5330.7065,5314.656
2013-12-17,5342.9014,5336.6567,5335.8477,5331.1567,5330.7744,5314.7256,5294.762
2013-12-18,5336.564,5335.8384,5331.1055,5330.7686,5314.777,5294.6636,5287.0977
2013-12-19,5335.77,5331.119,5330.687,5315.1055,5294.795,5287.2495,5287.124
2013-12-20,5330.99,5330.758,5314.7563,5294.9253,5287.2554,5287.143,5287.118
2013-12-22,5330.7183,5314.882,5294.8,5287.2266,5287.057,5287.1064,5287.0703
2013-12-23,5315.364,5295.1216,5287.109,5287.0645,5287.155,5287.1353,5287.1235
2013-12-24,5294.902,5287.1357,5287.1343,5287.104,5287.117,5287.15,5287.118
2013-12-26,5287.219,5287.135,5287.0825,5287.072,5287.1875,5287.069,5270.7646
2013-12-27,5287.1343,5287.0723,5287.0874,5287.179,5287.101,5271.255,5269.7314
2013-12-29,5287.106,5287.0806,5287.1353,5287.137,5271.2163,5269.7983,5269.7773
2013-12-30,5287.1323,5287.1357,5287.0825,5271.1655,5269.8203,5269.7407,5269.778
2013-12-31,5287.143,5287.1074,5271.0034,5269.77,5269.7856,5269.776,5269.7427
2014-01-01,5287.134,5271.436,5269.7783,5269.8296,5269.715,5269.848,5269.777
2014-01-02,5271.382,5269.777,5269.841,5269.7827,5269.749,5269.8135,5269.8496
2014-01-03,5269.7935,5269.794,5269.761,5269.776,5269.8213,5269.7407,5269.8145
2014-01-05,5269.7793,5269.7656,5269.7446,5269.8306,5269.7866,5269.775,5269.742
2014-01-06,5269.74,5269.7856,5269.825,5269.7876,5269.714,5269.849,5269.7764
2014-01-07,5269.7446,5269.7593,5269.841,5269.707,5269.749,5269.8135,5263.115
2014-01-08,5269.802,5269.7817,5269.7607,5269.76,5269.8213,5263.057,5262.533
2014-01-09,5269.8047,5269.756,5269.7437,5269.7915,5262.954,5262.4814,5251.547
2014-01-10,5269.7617,5269.78,5269.825,5263.0557,5262.4346,5251.492,5242.9756
2014-01-12,5269.773,5269.7544,5263.027,5262.486,5251.4824,5243.1167,5251.0503
2014-01-13,5269.782,5262.939,5262.5293,5251.395,5242.9683,5251.4336,5251.1475
2014-01-14,5263.099,5262.465,5251.47,5242.822,5251.407,5251.229,5251.231
2014-01-15,5262.5776,5251.508,5242.867,5251.178,5251.225,5251.208,5259.914
2014-01-16,5251.5146,5242.9316,5251.0854,5251.0605,5251.18,5260.011,5263.057
2014-01-17,5242.87,5251.279,5251.078,5251.1206,5259.954,5263.044,5263.0312
2014-01-19,5251.1177,5251.151,5251.1343,5260.0225,5262.9766,5263.005,5263.021
2014-01-20,5251.126,5251.1904,5260.0376,5263.0493,5263.124,5263.003,5262.989
2014-01-21,5251.168,5260.029,5263.0576,5263.098,5262.964,5263.051,5263.012
2014-01-22,5260.004,5263.032,5263.003,5263.0366,5263.0874,5263.003,5263.003
2014-01-23,5262.9395,5263.113,5263.057,5263.076,5263.0596,5263.0234,5262.964
2014-01-24,5262.9976,5262.9683,5263.052,5263.011,5262.9795,5263.045,5262.9683
2014-01-26,5263.0654,5263.129,5263.003,5263.0664,5263.125,5263.002,5263.0605
2014-01-27,5263.032,5263.0054,5263.0576,5263.0366,5262.9624,5263.0034,5263.0957
2014-01-28,5262.994,5263.032,5263.052,5263.077,5263.0874,5263.0244,5263.0444
2014-01-29,5262.9985,5263.114,5263.003,5263.0557,5263.0596,5263.0566,5263.039
2014-01-30,5263.054,5262.968,5263.0576,5263.004,5262.9785,5263.012,5263.154
2014-01-31,5262.997,5263.13,5263.052,5263.05,5263.125,5263.083,5259.7114
2014-02-02,5263.0435,5263.0054,5263.0024,5263.1025,5262.9624,5259.7954,5254.3555
2014-02-03,5263.0728,5263.032,5263.058,5263.056,5259.7964,5254.362,5237.9365
2014-02-04,5262.9956,5263.114,5263.052,5259.7695,5254.315,5237.821,5229.3267
2014-02-05,5263.1226,5262.968,5259.8237,5254.3525,5237.9956,5229.392,5224.7905
2014-02-06,5263.0024,5259.705,5254.2153,5237.7983,5229.223,5224.81,5221.445
2014-02-07,5259.7476,5254.257,5238.371,5229.163,5224.732,5221.3423,5224.821
2014-02-09,5254.2925,5237.8535,5229.4043,5224.7524,5221.366,5224.681,5224.794
2014-02-10,5237.8833,5229.3677,5224.8066,5221.305,5224.729,5224.808,5224.7207
2014-02-11,5229.3945,5224.678,5221.462,5224.7295,5224.762,5224.7817,5224.756
2014-02-12,5224.7725,5221.406,5224.8604,5224.7217,5224.7905,5224.701,5224.829
2014-02-13,5221.3267,5224.7437,5224.8604,5224.7188,5224.764,5224.8457,5224.794
2014-02-14,5224.775,5224.7817,5224.7686,5224.8335,5224.8574,5224.685,5224.72
2014-02-16,5224.7397,5224.7627,5224.649,5224.783,5224.8027,5224.808,5224.756
2014-02-17,5224.8,5224.7446,5224.6465,5224.784,5224.69,5224.7817,5224.829
2014-02-18,5224.77,5224.7896,5224.739,5224.832,5224.7764,5224.7007,5224.794
2014-02-19,5224.728,5224.783,5224.859,5224.767,5224.8057,5224.8467,5224.72
2014-02-20,5224.742,5224.824,5224.8613,5224.78,5224.7153,5224.6846,5229.3247
2014-02-21,5224.788,5224.7656,5224.769,5224.745,5224.765,5229.1855,5238.4805
2014-02-23,5224.76,5224.823,5224.6484,5224.717,5229.2563,5238.666,5254.3906
2014-02-24,5224.7285,5224.7705,5224.646,5229.309,5238.515,5254.8037,5254.305
2014-02-25,5224.788,5224.766,5229.299,5238.5815,5254.643,5254.3,5254.2983
2014-02-26,5224.804,5229.196,5238.5005,5254.7183,5254.296,5254.2974,5259.757
2014-02-27,5229.2905,5238.6562,5254.5615,5254.259,5254.346,5259.896,5270.6123
2014-02-28,5238.461,5254.8555,5254.297,5254.2207,5259.632,5270.7334,5270.905
2014-03-02,5254.9814,5254.3013,5254.323,5259.782,5270.694,5271.0405,5283.272
2014-03-03,5254.2905,5254.311,5259.708,5270.6357,5270.958,5283.648,5300.388
2014-03-04,5254.277,5259.706,5270.876,5270.9946,5283.232,5299.1963,5340.762
2014-03-05,5259.7227,5270.5645,5270.9316,5283.4116,5300.3013,5340.5527,5353.8984
2014-03-06,5270.6685,5270.9395,5283.2485,5299.731,5340.7427,5353.769,5363.574
2014-03-07,5270.932,5283.324,5300.551,5340.7036,5353.8955,5363.5933,5365.928
2014-03-09,5283.2417,5299.927,5340.9287,5353.8726,5363.5825,5366.0176,5366.1094
2014-03-10,5300.206,5340.6777,5353.7905,5363.7417,5365.927,5366.0503,5366.0864
2014-03-11,5340.627,5353.789,5363.6675,5365.964,5366.1025,5366.04,5366.0156
2014-03-12,5354.033,5363.6143,5365.989,5366.1514,5366.05,5366.0776,5366.1436
2014-03-13,5363.4023,5365.9917,5366.0625,5366.0635,5366.0366,5366.0645,5366.0005
2014-03-14,5365.9146,5366.1445,5366.07,5366.0977,5366.0723,5366.12,5366.111
2014-03-16,5366.0327,5366.0835,5366.093,5366.0254,5366.062,5366.0825,5366.0874
2014-03-17,5366.0186,5366.061,5366.079,5365.994,5366.062,5366.0083,5366.013
2014-03-18,5366.09,5366.0845,5366.095,5366.0664,5366.063,5366.0376,5366.146
2014-03-19,5366.1045,5366.0605,5366.064,5366.0557,5366.057,5366.1,5365.998
2014-03-20,5366.0312,5366.0845,5366.0527,5366.015,5366.077,5366.0645,5366.113
2014-03-21,5366.017,5366.06,5366.0693,5366.0586,5366.1035,5366.0835,5366.088
2014-03-23,5366.0903,5366.0845,5366.085,5366.153,5366.0347,5366.051,5366.0117
2014-03-24,5366.1045,5366.06,5366.068,5366.1016,5366.073,5366.0713,5366.1484
2014-03-25,5366.0303,5366.085,5366.033,5366.0967,5366.0967,5366.081,5375.7725
2014-03-26,5366.0146,5366.06,5366.059,5366.1626,5366.078,5375.5747,5377.2026
2014-03-27,5366.0913,5366.0854,5366.082,5366.098,5375.5186,5377.2627,5378.445
2014-03-28,5366.1064,5366.06,5366.074,5375.909,5377.2246,5378.409,5386.658
2014-03-30,5366.0303,5366.0854,5375.841,5377.2383,5378.4385,5386.4346,5393.329
2014-03-31,5366.014,5375.5117,5377.265,5378.333,5386.367,5393.546,5393.413
2014-04-01,5375.7617,5377.264,5378.4556,5386.55,5393.45,5393.435,5393.4614
2014-04-02,5377.2915,5378.382,5386.386,5393.397,5393.4595,5393.4126,5393.4565
2014-04-03,5378.3994,5386.5093,5393.3604,5393.522,5393.4663,5393.41,5393.408
2014-04-04,5386.485,5393.424,5393.401,5393.3657,5393.4355,5393.4697,5393.462
2014-04-06,5393.366,5393.503,5393.515,5393.4854,5393.4585,5393.502,5393.4565
2014-04-07,5393.517,5393.45,5393.4307,5393.4595,5393.4663,5393.4644,5393.408
2014-04-08,5393.463,5393.455,5393.465,5393.38,5393.4307,5393.4717,5389.6753
2014-04-09,5393.446,5393.503,5393.453,5393.523,5393.443,5389.6675,5389.736
2014-04-10,5393.506,5393.45,5393.499,5393.3643,5389.616,5389.63,5389.6943
2014-04-11,5393.4326,5393.4556,5393.431,5389.702,5389.7515,5389.6797,5389.617
2014-04-13,5393.562,5393.504,5389.5903,5389.662,5389.5933,5389.6865,5389.695
2014-04-14,5393.47,5389.597,5389.705,5389.6587,5389.715,5389.5737,5386.418
2014-04-15,5389.7437,5389.66,5389.662,5389.644,5389.6885,5386.443,5386.444
2014-04-16,5389.6885,5389.6704,5389.672,5389.676,5386.428,5386.4375,5386.4194
2014-04-17,5389.6304,5389.736,5389.748,5386.414,5386.464,5386.4795,5386.444
2014-04-20,5389.7183,5389.6865,5386.418,5386.485,5386.4404,5386.407,5386.4194
2014-04-21,5389.6855,5386.4272,5386.386,5386.4497,5386.4243,5386.409,5389.65
2014-04-22,5386.438,5386.47,5386.5063,5386.3765,5386.466,5389.636,5394.701
2014-04-23,5386.4424,5386.4526,5386.481,5386.412,5389.7295,5394.6064,5398.6396
2014-04-24,5386.3945,5386.395,5386.4106,5389.698,5394.6924,5398.546,5401.612
2014-04-25,5386.427,5386.4414,5389.714,5394.6826,5398.4985,5401.607,5402.3457
2014-04-27,5386.453,5389.6772,5394.608,5398.489,5401.5527,5402.3726,5405.597
2014-04-28,5389.7573,5394.6953,5398.605,5401.6245,5402.356,5405.597,5407.224
2014-04-29,5394.689,5398.6035,5401.5693,5402.4053,5405.5776,5407.293,5408.3364
2014-04-30,5398.621,5401.566,5402.4067,5405.611,5407.192,5408.412,5414.18
2014-05-01,5401.5215,5402.39,5405.504,5407.227,5408.3926,5414.2007,5415.2495
2014-05-02,5402.239,5405.614,5407.252,5408.4136,5414.333,5415.2886,5420.026
2014-05-04,5405.543,5407.2275,5408.4478,5414.334,5415.2466,5419.965,5436.5312
2014-05-05,5407.3096,5408.413,5414.1685,5415.324,5420.053,5436.5474,5437.3086
2014-05-06,5408.4185,5414.189,5415.176,5420.0044,5436.006,5437.318,5438.069
2014-05-07,5414.369,5415.32,5420.108,5436.6206,5437.331,5437.9614,5442.085
2014-05-08,5415.3247,5420.0166,5436.4146,5437.324,5438.003,5442.0796,5444.035
2014-05-09,5419.926,5436.5664,5437.3,5437.995,5442.096,5444.028,5444.2817
2014-05-11,5436.8174,5437.286,5438.1006,5442.074,5444.12,5444.337,5446.905
2014-05-12,5437.2983,5438.0093,5442.091,5444.061,5444.245,5446.8623,5448.812
2014-05-13,5437.9785,5442.106,5444.069,5444.3096,5446.845,5448.791,5448.7896
2014-05-14,5442.1143,5444.0337,5444.325,5446.786,5448.7876,5448.7715,5448.767
2014-05-15,5443.9766,5444.299,5446.89,5448.7754,5448.767,5448.7705,5448.754
2014-05-16,5444.3306,5446.796,5448.731,5448.7554,5448.74,5448.7715,5450.925
2014-05-18,5446.809,5448.738,5448.7686,5448.788,5448.75,5450.954,5451.4424
2014-05-19,5448.8013,5448.757,5448.699,5448.74,5450.9663,5451.4033,5451.4946
2014-05-20,5448.753,5448.7256,5448.744,5450.9893,5451.449,5451.547,5452.935
2014-05-21,5448.807,5448.7246,5451.01,5451.419,5451.518,5452.9355,5456.492
2014-05-22,5448.802,5450.943,5451.474,5451.463,5453.004,5456.5527,5458.0586
2014-05-23,5451.016,5451.498,5451.4624,5452.909,5456.5244,5458.027,5463.506
2014-05-25,5451.5107,5451.513,5452.8936,5456.552,5458.0513,5463.351,5471.848
2014-05-26,5451.4307,5452.9985,5456.5195,5458.044,5463.5815,5471.842,5486.355
2014-05-27,5452.891,5456.607,5458.0054,5463.3794,5472.085,5486.513,5487.807
2014-05-28,5456.553,5458.0195,5463.4736,5471.8804,5486.4995,5487.7925,5487.8076
2014-05-29,5457.9707,5463.484,5471.8228,5486.3003,5487.8066,5487.749,5487.801
2014-05-30,5463.535,5471.7715,5486.2144,5487.8076,5487.8145,5487.847,5485.726
2014-06-02,5472.045,5486.253,5487.7607,5487.8037,5487.8193,5485.7993,5479.7173
2014-06-03,5486.573,5487.7803,5487.791,5487.859,5485.795,5479.6113,5471.902
2014-06-04,5487.8315,5487.854,5487.8184,5485.739,5479.739,5471.957,5471.8335
2014-06-05,5487.7837,5487.8193,5485.7437,5479.6963,5471.907,5471.903,5467.7695
2014-06-06,5487.7944,5485.7695,5479.7754,5471.971,5471.9,5467.8354,5463.261
2014-06-08,5485.8125,5479.7847,5471.8604,5471.8276,5467.751,5463.243,5458.034
2014-06-09,5479.72,5472.0356,5471.8813,5467.8423,5463.2876,5457.9873,5456.5264
2014-06-10,5471.9243,5471.865,5467.8496,5463.2466,5458.148,5456.467,5456.526
2014-06-11,5471.896,5467.829,5463.2656,5458.0786,5456.4966,5456.4727,5456.491
2014-06-12,5467.8154,5463.3447,5458.0156,5456.5317,5456.471,5456.513,5456.5356
2014-06-13,5463.2847,5458.055,5456.517,5456.504,5456.5327,5456.4946,5456.4663
2014-06-15,5457.9893,5456.4673,5456.47,5456.4233,5456.5386,5456.4727,5456.5015
2014-06-16,5456.5176,5456.516,5456.525,5456.568,5456.473,5456.5024,5456.5747
2014-06-17,5456.5117,5456.506,5456.5195,5456.4077,5456.47,5456.469,5451.5176
2014-06-18,5456.5063,5456.4956,5456.47,5456.531,5456.502,5451.388,5451.505
2014-06-19,5456.481,5456.474,5456.5254,5456.5044,5451.4917,5451.514,5451.429
2014-06-20,5456.5127,5456.5015,5456.5195,5451.4863,5451.4146,5451.487,5446.945
2014-06-22,5456.5015,5456.5137,5451.4146,5451.458,5451.561,5446.9243,5443.8843
2014-06-23,5456.4814,5451.503,5451.4375,5451.3877,5446.7705,5443.9,5442.808
2014-06-24,5451.5947,5451.427,5451.4653,5446.8657,5443.9004,5442.7773,5440.4004
2014-06-25,5451.445,5451.5723,5446.839,5443.9434,5442.792,5440.356,5424.203
2014-06-26,5451.5073,5446.9414,5443.9307,5442.7573,5440.4062,5424.041,5420.1875
2014-06-27,5446.936,5443.9067,5442.778,5440.4536,5424.108,5420.2314,5421.4795
2014-06-29,5443.959,5442.8115,5440.376,5423.9497,5420.2456,5421.555,5427.5454
2014-06-30,5442.762,5440.388,5423.647,5420.1084,5421.5264,5427.72,5427.6167
2014-07-01,5440.477,5424.7827,5420.116,5421.443,5427.6514,5427.6206,5427.604
2014-07-02,5424.1533,5420.1436,5421.589,5427.6177,5427.61,5427.652,5427.595
2014-07-03,5420.1387,5421.4937,5427.662,5427.5605,5427.6157,5427.587,5427.638
2014-07-04,5421.463,5427.574,5427.5894,5427.6084,5427.664,5427.584,5421.5186
2014-07-06,5427.545,5427.644,5427.6123,5427.5825,5427.61,5421.5244,5414.3433
2014-07-07,5427.66,5427.62,5427.6777,5427.6436,5421.4556,5414.382,5414.223
2014-07-08,5427.6343,5427.557,5427.599,5421.5293,5414.24,5414.1846,5414.1797
2014-07-09,5427.5547,5427.6,5421.5757,5414.327,5414.211,5414.132,5414.238
2014-07-10,5427.6973,5421.4175,5414.088,5414.246,5414.1377,5414.2007,5414.2373
2014-07-11,5421.3906,5414.224,5414.195,5414.192,5414.1724,5414.206,5414.179
2014-07-13,5414.248,5414.243,5414.159,5414.1973,5414.2456,5414.16,5414.2236
2014-07-14,5414.211,5414.163,5414.219,5414.246,5414.211,5414.259,5414.225
2014-07-15,5414.219,5414.1465,5414.138,5414.192,5414.1377,5414.217,5414.199
2014-07-16,5414.1577,5414.227,5414.1807,5414.1973,5414.1724,5414.223,5421.3354
2014-07-17,5414.177,5414.244,5414.1997,5414.247,5414.2466,5421.503,5421.566
2014-07-18,5414.1826,5414.163,5414.1973,5414.192,5421.3984,5421.479,5421.5645
2014-07-20,5414.1343,5414.1465,5414.1616,5421.472,5421.5327,5421.5337,5421.5166
2014-07-21,5414.1543,5414.228,5421.405,5421.5625,5421.478,5421.5283,5427.597
2014-07-22,5414.2065,5421.394,5421.5063,5421.533,5421.4634,5427.6436,5443.5713
2014-07-23,5421.378,5421.439,5421.52,5421.464,5427.7534,5443.4395,5450.7124
2014-07-24,5421.5107,5421.554,5421.486,5427.651,5443.563,5450.902,5460.709
2014-07-25,5421.4917,5421.501,5427.741,5443.5024,5450.953,5460.689,5467.285
2014-07-27,5421.535,5427.709,5443.505,5450.767,5460.7466,5467.263,5473.0186
2014-07-28,5427.6147,5443.568,5450.8945,5460.71,5467.3525,5472.887,5473.9375
2014-07-29,5443.484,5450.74,5460.6143,5467.1235,5472.8857,5473.951,5475.5054
2014-07-30,5450.887,5460.807,5467.293,5472.8384,5473.869,5475.2983,5475.3545
2014-07-31,5460.602,5467.2476,5472.9126,5473.9272,5475.3706,5475.333,5475.1924
2014-08-01,5467.276,5472.9424,5473.912,5475.365,5475.333,5475.407,5475.428
2014-08-03,5472.92,5473.925,5475.317,5475.3394,5475.3877,5475.3716,5475.475
2014-08-04,5473.899,5475.3594,5475.3,5475.3184,5475.3555,5475.2983,5475.213
2014-08-05,5475.3423,5475.4233,5475.387,5475.3574,5475.3667,5475.333,5475.27
2014-08-06,5475.3965,5475.3774,5475.41,5475.3965,5475.347,5475.407,5475.5073
2014-08-07,5475.4165,5475.348,5475.298,5475.323,5475.3564,5475.3716,5475.355
2014-08-08,5475.335,5475.346,5475.3887,5475.3564,5475.3706,5475.2983,5475.1914
2014-08-10,5475.319,5475.3286,5475.3667,5475.34,5475.3867,5475.334,5476.263
2014-08-11,5475.4004,5475.3535,5475.3555,5475.365,5475.346,5476.2725,5477.455
2014-08-12,5475.417,5475.288,5475.301,5475.395,5476.3315,5477.341,5477.37
2014-08-13,5475.335,5475.3765,5475.334,5476.24,5477.3955,5477.3325,5477.347
2014-08-14,5475.319,5475.368,5476.2715,5477.3745,5477.3755,5477.406,5480.625
2014-08-15,5475.4004,5476.3296,5477.416,5477.3667,5477.3667,5480.6733,5487.734
2014-08-17,5476.2915,5477.3477,5477.436,5477.359,5480.667,5487.576,5488.1885
2014-08-18,5477.402,5477.3364,5477.354,5480.5957,5487.623,5488.178,5489.7817
2014-08-19,5477.418,5477.367,5480.6196,5487.7505,5488.1387,5489.708,5494.45
2014-08-20,5477.3364,5480.6265,5487.683,5488.2354,5489.7812,5494.5923,5502.0503
2014-08-21,5480.5933,5487.729,5488.223,5489.63,5494.5654,5501.8203,5513.1226
2014-08-22,5487.7197,5488.1445,5489.732,5494.591,5501.778,5513.446,5515.8833
2014-08-24,5488.0405,5489.6553,5494.6064,5501.8633,5513.309,5515.849,5516.3164
2014-08-25,5489.6963,5494.49,5501.782,5513.1504,5515.9473,5516.344,5520.637
2014-08-26,5494.6084,5501.7915,5513.388,5515.8535,5516.3745,5520.577,5521.0376
2014-08-27,5501.889,5513.217,5515.91,5516.256,5520.672,5521.0957,5525.75
2014-08-28,5513.066,5515.931,5516.38,5520.756,5521.0103,5525.8364,5534.64
2014-08-29,5515.9077,5516.307,5520.609,5521.13,5525.7764,5534.6406,5536.4062
2014-08-31,5516.358,5520.6655,5521.039,5525.7427,5534.623,5536.334,5539.2227
2014-09-01,5520.6323,5521.0713,5525.7456,5534.9033,5536.271,5539.279,5549.993
2014-09-02,5521.0405,5525.6714,5534.811,5536.359,5539.2886,5549.884,5550.397
2014-09-03,5525.7686,5534.645,5536.3345,5539.2827,5549.729,5550.4053,5566.678
2014-09-04,5534.7812,5536.411,5539.2593,5549.7188,5550.402,5566.29,5577.109
2014-09-05,5536.3843,5539.242,5549.844,5550.3916,5566.473,5577.04,5577.6274
2014-09-07,5539.2324,5549.9414,5550.425,5566.699,5577.0737,5577.587,5577.0303
2014-09-08,5549.9233,5550.367,5566.7446,5577.1616,5577.635,5577.029,5577.0537
2014-09-09,5550.3945,5566.76,5577.0425,5577.5845,5577.0146,5577.0796,5577.0576
2014-09-10,5566.3335,5577.1445,5577.6494,5577.0107,5577.072,5577.0557,5577.058
2014-09-11,5577.146,5577.598,5577.0684,5577.0474,5577.071,5576.9863,5577.0635
2014-09-12,5577.5986,5577.047,5577.0635,5577.082,5577.071,5577.1074,5577.0737
2014-09-14,5577.0034,5577.0107,5577.019,5577.039,5577.0137,5576.976,5577.056
2014-09-15,5577.0376,5577.0225,5577.069,5577.0327,5577.01,5577.0464,5577.0425
2014-09-16,5577.0273,5577.073,5577.0635,5577.1377,5577.0474,5577.053,5577.021
2014-09-17,5577.0737,5577.029,5577.019,5577.083,5577.042,5577.085,5576.989
2014-09-18,5577.0376,5577.0757,5577.0693,5577.0776,5577.034,5577.064,5577.0713
2014-09-19,5576.97,5577.0205,5577.0645,5577.1006,5577.0684,5577.0757,5577.092
2014-09-21,5577.003,5577.077,5577.018,5577.029,5577.01,5577.1143,5576.997
2014-09-22,5577.0713,5577.029,5577.0693,5577.021,5577.0063,5577.029,5577.0215
2014-09-23,5577.0386,5577.0205,5577.0645,5576.9883,5577.049,5576.9863,5577.0728
2014-09-24,5576.969,5577.0063,5577.018,5577.0093,5577.042,5577.034,5577.043
2014-09-25,5577.002,5577.0205,5577.0703,5576.999,5577.034,5577.039,5576.988
2014-09-26,5577.072,5577.075,5577.0645,5576.9595,5577.0728,5577.0586,5577.064
2014-09-28,5577.038,5577.03,5577.017,5577.0474,5577.0107,5577.024,5560.9033
2014-09-29,5576.9673,5577.031,5577.0703,5577.0894,5577.0117,5561.0015,5525.7905
2014-09-30,5577.001,5577.039,5577.0654,5577.0415,5561.346,5525.6055,5505.299
2014-10-01,5577.0723,5577.038,5577.017,5560.5664,5525.7,5505.354,5478.099
2014-10-02,5577.038,5577.0757,5561.1084,5525.45,5505.1733,5477.944,5456.1514
2014-10-03,5576.967,5561.054,5525.7686,5505.3306,5477.9487,5456.199,5429.511
2014-10-05,5560.9707,5525.6104,5505.168,5478.069,5456.329,5429.36,5418.442
2014-10-06,5525.6494,5505.551,5477.8457,5456.08,5429.62,5418.4365,5406.3867
2014-10-07,5505.43,5478.0176,5456.1606,5429.395,5418.404,5406.763,5388.4854
2014-10-08,5478.0586,5456.1265,5429.3857,5418.4326,5406.795,5388.412,5383.511
2014-10-09,5456.3374,5429.5503,5418.3916,5406.5596,5388.538,5383.523,5380.6787
2014-10-10,5429.5273,5418.503,5406.4844,5388.56,5383.457,5380.662,5369.212
2014-10-12,5418.463,5406.47,5388.489,5383.5635,5380.729,5368.622,5345.42
2014-10-13,5406.6284,5388.3345,5383.5073,5380.7407,5368.8843,5344.9863,5325.296
2014-10-14,5388.594,5383.3276,5380.668,5368.701,5345.0557,5325.0225,5303.462
2014-10-15,5383.5884,5380.7207,5369.0728,5345.2876,5325.2188,5303.5913,5301.896
2014-10-16,5380.682,5368.9126,5345.1045,5325.49,5303.3696,5301.966,5301.9805
2014-10-17,5369.035,5345.043,5325.17,5303.368,5301.967,5301.967,5301.962
2014-10-19,5345.224,5325.1772,5303.4927,5301.964,5301.932,5301.9663,5301.9053
2014-10-20,5325.402,5303.3003,5301.9897,5301.9297,5301.9688,5301.9233,5302.0083
2014-10-21,5303.2573,5301.9727,5301.9517,5301.968,5301.9653,5301.95,5301.8906
2014-10-22,5301.9497,5301.9517,5301.9106,5301.9644,5301.929,5301.9424,5301.982
2014-10-23,5301.994,5301.953,5301.93,5301.9287,5301.9697,5301.9736,5301.961
2014-10-24,5301.9404,5301.949,5301.939,5301.9683,5301.9653,5301.9785,5301.8994
2014-10-26,5301.965,5301.95,5301.9795,5301.965,5301.9277,5301.9204,5302.013
2014-10-27,5301.9653,5302.007,5301.9434,5301.9272,5301.97,5301.931,5301.885
2014-10-28,5301.967,5301.9336,5301.948,5301.969,5301.9653,5301.936,5301.984
2014-10-29,5301.979,5301.9023,5301.9424,5301.9653,5301.9263,5301.941,5301.963
2014-10-30,5301.9497,5301.961,5301.949,5301.9263,5301.9707,5301.951,5301.8945
2014-10-31,5301.956,5302.009,5301.992,5301.9707,5301.9663,5301.9688,5302.016
2014-11-02,5301.9517,5301.9805,5301.9517,5301.9663,5301.926,5301.945,5301.88
2014-11-03,5301.9683,5301.9214,5301.9565,5301.9253,5301.9717,5301.975,5301.9854
2014-11-04,5301.9497,5301.95,5301.9624,5301.971,5301.968,5301.9785,5303.5435
2014-11-05,5301.892,5302.0117,5301.924,5301.9663,5301.925,5303.5493,5309.703
2014-11-06,5301.9297,5301.982,5301.936,5301.9243,5303.6045,5309.7725,5324.5176
2014-11-07,5301.9023,5301.919,5301.9834,5303.602,5309.763,5323.9453,5351.904
2014-11-09,5301.9243,5301.949,5303.5327,5309.6387,5324.3813,5351.7637,5375.2363
2014-11-10,5301.929,5303.59,5309.687,5324.2666,5351.8457,5375.092,5397.7236
2014-11-11,5303.561,5309.6235,5324.155,5351.938,5375.2354,5397.571,5417.13
2014-11-12,5309.701,5324.689,5351.9263,5375.163,5397.7666,5416.974,5429.831
2014-11-13,5324.162,5352.0986,5375.222,5397.554,5417.21,5429.6924,5429.7554
2014-11-14,5351.9155,5375.4487,5397.671,5417.2324,5429.8286,5429.768,5429.743
2014-11-16,5375.1963,5397.599,5417.053,5429.7544,5429.792,5429.794,5429.721
2014-11-17,5397.6367,5417.055,5429.8164,5429.7656,5429.7856,5429.778,5429.8086
2014-11-18,5417.0103,5429.8,5429.7246,5429.727,5429.803,5429.787,5429.7764
2014-11-19,5429.786,5429.7617,5429.754,5429.737,5429.746,5429.8193,5429.7974
2014-11-20,5429.7485,5429.7725,5429.7793,5429.752,5429.7393,5429.747,5429.7617
2014-11-21,5429.738,5429.747,5429.7715,5429.7637,5429.713,5429.7144,5429.7847
2014-11-23,5429.743,5429.7896,5429.757,5429.7583,5429.73,5429.7544,5429.734
2014-11-24,5429.7485,5429.7974,5429.7437,5429.755,5429.72,5429.7593,5429.7104
2014-11-25,5429.804,5429.7817,5429.7354,5429.755,5429.686,5429.7144,5429.7456
2014-11-26,5429.767,5429.739,5429.724,5429.7544,5429.7617,5429.8013,5429.768
2014-11-27,5429.7803,5429.7715,5429.7734,5429.7593,5429.798,5429.761,5429.753
2014-11-28,5429.7705,5429.763,5429.7744,5429.726,5429.749,5429.8247,5429.759
2014-11-30,5429.723,5429.7065,5429.738,5429.773,5429.798,5429.7207,5429.741
2014-12-01,5429.7656,5429.748,5429.7866,5429.721,5429.734,5429.744,5429.747
2014-12-02,5429.757,5429.7676,5429.787,5429.7227,5429.852,5429.7085,5429.754
2014-12-03,5429.757,5429.7725,5429.776,5429.7646,5429.734,5429.7524,5423.458
2014-12-04,5429.709,5429.7817,5429.7363,5429.759,5429.802,5423.2944,5408.4346
