,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR
2015-10-05,3179.5637,3167.5012,3174.1052,3179.707,3179.5928,3181.8438,3181.8918
2015-10-06,3167.7996,3173.9377,3179.7188,3179.6704,3181.8257,3181.8372,3173.962
2015-10-07,3174.1182,3179.6504,3179.6572,3181.8665,3181.8418,3173.992,3182.0007
2015-10-08,3179.5496,3179.62,3181.864,3181.8538,3173.914,3181.9236,3181.9702
2015-10-09,3179.608,3181.7834,3181.8867,3173.9731,3181.9146,3181.7876,3187.6836
2015-10-11,3181.9119,3181.849,3174.0027,3181.8647,3181.8982,3187.6345,3187.6099
2015-10-12,3181.8289,3173.93,3181.9634,3181.8188,3187.6118,3187.6353,3187.619
2015-10-13,3174.0251,3181.9924,3181.8647,3187.624,3187.658,3187.6423,3174.2876
2015-10-14,3181.993,3181.8853,3187.4658,3187.6484,3187.595,3173.722,3187.0088
2015-10-15,3181.8853,3187.525,3187.5522,3187.6492,3173.595,3188.011,3187.6553
2015-10-16,3187.6536,3187.62,3187.6106,3173.6797,3188.2942,3187.6013,3187.611
2015-10-18,3187.622,3187.605,3173.7737,3188.1587,3187.5703,3187.6367,3187.579
2015-10-19,3187.5542,3173.756,3188.0808,3187.5718,3187.5686,3187.5764,3187.5837
2015-10-20,3174.4565,3187.9873,3187.6565,3187.6694,3187.5735,3187.5925,3174.1665
2015-10-21,3186.7234,3187.6924,3187.5881,3187.5747,3187.5952,3173.7783,3187.755
2015-10-22,3187.6199,3187.5999,3187.6047,3187.591,3173.6106,3188.155,3192.4033
2015-10-23,3187.564,3187.5742,3187.6584,3173.6597,3188.1333,3192.4233,3192.4246
2015-10-25,3187.6018,3187.5786,3173.5771,3188.3005,3192.443,3192.3677,3192.3958
2015-10-26,3187.6128,3173.6553,3188.1292,3192.447,3192.4514,3192.3972,3192.438
2015-10-27,3173.5803,3188.2703,3192.4111,3192.4128,3192.4438,3192.4253,3192.4792
2015-10-28,3188.1733,3192.4626,3192.3647,3192.3335,3192.4998,3192.4165,3195.5874
2015-10-29,3192.4243,3192.382,3192.4346,3192.3613,3192.4626,3195.5486,3204.9812
2015-10-30,3192.4324,3192.4058,3192.457,3192.4082,3195.6343,3205.0933,3215.996
2015-11-01,3192.4023,3192.4568,3192.4128,3195.7424,3204.9941,3215.9395,3227.369
2015-11-02,3192.8086,3192.857,3195.8567,3205.253,3216.0867,3227.771,3233.9995
2015-11-03,3191.622,3194.981,3204.0876,3214.8477,3226.326,3232.5547,3232.8867
2015-11-04,3196.352,3205.3423,3216.3901,3227.6362,3233.9841,3233.9,3235.494
2015-11-05,3205.8777,3216.8643,3228.3633,3234.5388,3234.2007,3235.484,3243.527
2015-11-06,3215.2334,3226.7593,3232.7405,3232.7388,3234.0786,3242.0122,3248.4133
2015-11-08,3227.7153,3233.8743,3233.7517,3235.8333,3243.3735,3249.3186,3252.6816
2015-11-09,3234.5447,3234.4817,3235.4258,3243.1978,3249.4543,3252.6233,3260.9717
2015-11-10,3234.7217,3235.8674,3244.2053,3250.0134,3253.2961,3261.6987,3261.1501
2015-11-11,3234.945,3242.8628,3249.0693,3252.4724,3260.3103,3259.9614,3263.7903
2015-11-12,3242.7512,3249.3577,3252.7153,3260.3325,3260.674,3264.3413,3285.187
2015-11-13,3249.508,3252.7876,3260.6958,3260.273,3264.3987,3291.251,3328.6106
2015-11-15,3252.8296,3260.6084,3260.397,3263.7463,3294.2236,3333.2239,3360.0715
2015-11-16,3260.0757,3260.4434,3265.2969,3296.3208,3333.831,3359.9954,3389.5
2015-11-17,3261.3354,3264.397,3292.6768,3332.771,3360.3206,3386.6895,3390.0107
2015-11-18,3269.819,3299.4233,3335.6587,3359.7195,3389.993,3389.7944,3402.5293
2015-11-19,3303.151,3341.4692,3362.0684,3390.284,3393.312,3402.2383,3403.468
2015-11-20,3335.1245,3359.184,3385.5334,3388.3687,3400.992,3402.4685,3403.6348
2015-11-22,3360.125,3382.5693,3389.8938,3402.1282,3403.3003,3403.4114,3405.4868
2015-11-23,3379.8381,3389.9365,3402.2139,3403.2527,3403.7634,3405.6365,3408.503
2015-11-24,3389.8938,3401.813,3403.169,3403.6003,3405.372,3408.2297,3408.2512
2015-11-25,3401.3472,3402.9275,3403.0852,3405.0488,3407.9807,3407.8855,3410.671
2015-11-26,3403.2515,3403.3262,3405.3442,3408.1025,3408.0845,3410.6743,3415.1672
2015-11-27,3403.815,3405.4521,3408.2256,3408.2844,3410.9526,3415.1055,3415.8347
2015-11-29,3405.4185,3407.9521,3408.0933,3410.6145,3415.1157,3415.6157,3415.609
2015-11-30,3408.0872,3408.0176,3410.673,3415.1758,3415.5972,3415.554,3415.5166
2015-12-01,3407.8542,3410.4976,3414.877,3415.381,3415.4888,3415.4136,3415.473
2015-12-02,3410.8655,3415.255,3415.6584,3415.7173,3415.7537,3415.7617,3415.728
2015-12-03,3415.3835,3415.6777,3415.601,3415.6982,3415.6562,3415.6096,3415.6113
2015-12-04,3415.601,3415.5464,3415.7573,3415.5862,3415.5005,3415.5762,3415.5952
2015-12-06,3415.7588,3415.665,3415.725,3415.6184,3415.6133,3415.6855,3415.747
2015-12-07,3415.7217,3415.6646,3415.6409,3415.6572,3415.6614,3415.6333,3415.617
2015-12-08,3415.6194,3415.5505,3415.6733,3415.535,3415.5317,3415.634,3415.6255
2015-12-09,3415.5825,3415.455,3415.5845,3415.505,3415.454,3415.482,3415.5125
2015-12-10,3415.566,3415.7024,3415.6497,3415.5962,3415.6406,3415.5793,3405.7915
2015-12-11,3415.4763,3415.4219,3415.5786,3415.372,3415.3757,3405.1672,3404.0298
2015-12-13,3416.1714,3416.2297,3416.1226,3416.0908,3406.027,3404.6724,3403.6199
2015-12-14,3415.6064,3415.4678,3415.4597,3405.134,3404.204,3403.1226,3386.419
2015-12-15,3415.4053,3415.4446,3404.9822,3403.999,3403.0278,3382.1775,3359.8384
2015-12-16,3415.7334,3405.1318,3403.956,3403.0405,3382.096,3360.2102,3359.865
2015-12-17,3404.4756,3403.568,3402.5425,3380.6743,3359.3435,3359.297,3356.7356
2015-12-18,3403.5127,3402.0,3378.3025,3359.0452,3358.885,3356.1128,3334.9893
2015-12-20,3401.9395,3375.6675,3359.1042,3359.053,3356.3887,3331.5752,3319.2156
2015-12-21,3373.961,3357.8499,3357.1597,3355.2124,3330.5317,3318.1123,3310.6384
2015-12-22,3362.5867,3362.2947,3358.926,3335.41,3322.0603,3314.6404,3294.9316
2015-12-23,3360.0874,3357.387,3333.8665,3320.4072,3313.1023,3293.5315,3294.3184
2015-12-24,3355.0916,3331.5786,3318.0554,3310.7363,3291.9712,3293.874,3291.435
2015-12-27,3333.3928,3321.0107,3313.4631,3293.8462,3295.3496,3293.6821,3286.1638
2015-12-28,3320.8406,3313.4702,3293.9194,3295.8147,3293.177,3286.1418,3274.2275
2015-12-29,3313.1213,3293.656,3294.8604,3293.5369,3285.6704,3273.4038,3268.476
2015-12-30,3293.5845,3295.0984,3293.6006,3285.9062,3273.803,3268.505,3266.8557
2015-12-31,3293.4858,3293.0264,3284.9983,3272.6123,3267.4485,3266.0447,3266.03
2016-01-03,3292.5884,3284.205,3271.949,3266.8103,3265.4788,3265.2903,3258.7727
2016-01-04,3285.6963,3274.166,3268.5725,3267.1677,3267.173,3260.579,3260.0815
2016-01-05,3274.214,3268.7942,3267.4392,3267.6545,3261.1296,3260.0789,3257.1287
2016-01-06,3269.0972,3267.9082,3267.639,3260.8748,3260.912,3257.179,3246.5078
2016-01-07,3265.7983,3265.8694,3259.9006,3258.8188,3255.4126,3244.5095,3227.5642
2016-01-08,3266.5122,3259.8647,3259.5767,3256.0132,3244.8435,3226.4487,3218.724
2016-01-10,3259.6719,3259.7593,3256.1455,3244.9053,3226.6162,3218.8447,3216.61
2016-01-11,3259.7927,3256.0654,3244.8154,3226.2727,3218.6882,3216.6802,3210.92
2016-01-12,3256.1936,3245.1099,3222.4473,3218.8591,3216.7246,3210.8564,3190.3628
2016-01-13,3245.1309,3222.5266,3218.8228,3216.7612,3210.908,3189.5325,3165.805
2016-01-14,3227.7812,3218.876,3216.777,3210.8296,3193.6184,3168.7627,3161.1301
2016-01-15,3219.025,3216.786,3210.931,3196.2722,3172.901,3161.1826,3161.1287
2016-01-17,3216.7861,3210.8643,3197.341,3174.4373,3161.2927,3161.2104,3147.4084
2016-01-18,3210.9214,3197.0662,3175.189,3161.237,3161.1611,3147.4424,3115.553
2016-01-19,3197.2476,3174.7332,3161.2253,3161.207,3148.6758,3115.835,3081.4958
2016-01-20,3175.1016,3161.0293,3161.1775,3148.842,3116.973,3081.93,3059.4685
2016-01-21,3161.2058,3161.186,3149.2043,3117.5188,3084.295,3059.443,3049.8027
2016-01-22,3161.204,3148.931,3117.8303,3085.34,3058.94,3049.8113,3047.5137
2016-01-24,3148.8105,3117.3928,3085.8208,3058.8235,3050.906,3047.563,3037.252
2016-01-25,3117.4229,3085.033,3058.72,3050.8777,3047.5354,3037.3198,3022.6113
2016-01-26,3085.1868,3058.9187,3050.8164,3047.5115,3038.0046,3022.7373,3017.9167
2016-01-27,3058.901,3050.99,3047.4507,3038.2202,3023.3223,3017.88,3017.424
2016-01-28,3050.9758,3047.4243,3038.5308,3023.5073,3017.918,3017.433,3016.4924
2016-01-29,3047.42,3038.2776,3023.6384,3017.895,3017.3994,3016.5037,3016.5203
2016-01-31,3038.2927,3023.476,3017.8914,3017.403,3016.488,3016.5295,3015.7158
2016-02-01,3023.5198,3017.9407,3017.425,3016.5486,3016.5317,3015.702,3004.9443
2016-02-02,3017.9146,3017.4631,3016.496,3016.5,3015.757,3005.391,2998.6104
2016-02-03,3017.3445,3016.5308,3016.5403,3015.702,3005.0864,2998.6475,2998.5645
2016-02-04,3016.5107,3016.5237,3015.7393,3005.4907,2998.6804,2998.5894,2998.5657
2016-02-05,3016.5176,3015.7424,3005.4653,2998.5803,2998.567,2998.5884,2987.8271
2016-02-07,3015.7034,3005.4463,2998.5896,2998.5923,2998.5686,2987.826,2965.3086
2016-02-08,3005.458,2998.582,2998.5757,2998.582,2988.31,2965.415,2956.6987
2016-02-09,2998.5906,2998.5913,2998.5476,2987.7632,2966.0962,2956.65,2956.768
2016-02-10,2998.5647,2998.5874,2988.2036,2965.7388,2956.644,2956.7905,2956.767
2016-02-11,2998.5884,2988.0774,2966.0713,2956.6318,2956.7666,2956.798,2946.2524
2016-02-12,2987.738,2965.8118,2956.6453,2956.806,2956.7812,2946.0552,2925.724
2016-02-14,2965.7383,2956.634,2956.7664,2956.7937,2946.243,2925.8384,2911.662
2016-02-15,2956.6416,2956.7764,2956.7988,2946.06,2926.123,2911.518,2906.742
2016-02-16,2956.7786,2956.8047,2946.2788,2926.1145,2911.517,2906.7825,2905.3723
2016-02-17,2956.7712,2946.2217,2926.2117,2911.4133,2906.788,2905.3396,2906.7415
2016-02-18,2946.385,2926.0706,2911.609,2906.828,2905.4224,2906.7463,2906.1362
2016-02-19,2926.1357,2911.4446,2906.8604,2905.3381,2906.7456,2906.142,2905.4558
2016-02-21,2911.4475,2906.8616,2905.3591,2906.806,2906.16,2905.3748,2896.2717
2016-02-22,2906.8474,2905.3796,2906.7356,2906.1118,2905.3403,2895.98,2896.32
2016-02-23,2905.377,2906.7898,2906.1348,2905.4233,2895.959,2896.375,2884.7212
2016-02-24,2906.7158,2906.1667,2905.3604,2896.0317,2896.3901,2884.7166,2894.6008
2016-02-25,2906.102,2905.4053,2895.96,2896.3508,2885.0857,2894.4873,2896.3457
2016-02-26,2905.363,2895.929,2896.3677,2885.221,2894.7244,2896.3967,2896.3694
2016-02-28,2896.0344,2896.3215,2885.3425,2894.8958,2896.3337,2896.3237,2905.2139
2016-02-29,2896.3574,2885.067,2894.95,2896.3442,2896.3225,2905.3682,2905.401
2016-03-01,2885.203,2894.6965,2896.3616,2896.3484,2905.2222,2905.4185,2896.588
2016-03-02,2894.9001,2896.3586,2896.3096,2905.2031,2905.3748,2896.49,2905.22
2016-03-03,2896.3518,2896.3545,2905.1719,2905.3538,2896.4553,2905.1335,2905.4136
2016-03-04,2896.29,2905.3953,2905.379,2896.5498,2905.1277,2905.388,2905.411
2016-03-06,2905.2058,2905.394,2896.3792,2905.3855,2905.381,2905.4104,2905.4155
2016-03-07,2905.3142,2896.4536,2905.104,2905.3713,2905.351,2905.4436,2905.4185
2016-03-08,2896.554,2905.115,2905.3828,2905.3977,2905.3389,2905.3718,2896.5957
2016-03-09,2905.3862,2905.3955,2905.3606,2905.3774,2905.3806,2896.6108,2905.2522
2016-03-10,2905.3745,2905.387,2905.332,2905.3992,2896.5679,2905.204,2905.3933
2016-03-11,2905.3613,2905.3547,2905.3745,2896.611,2905.1218,2905.3486,2905.3325
2016-03-13,2905.396,2905.4092,2896.6033,2905.164,2905.399,2905.4065,2905.3623
2016-03-14,2905.378,2896.5862,2905.1323,2905.36,2905.3562,2905.385,2905.4233
2016-03-15,2896.5896,2905.1108,2905.382,2905.426,2905.3535,2905.3687,2905.3938
2016-03-16,2905.1646,2905.3494,2905.3381,2905.3076,2905.3896,2905.4067,2906.1472
2016-03-17,2905.3625,2905.418,2905.3787,2905.4424,2905.383,2906.1443,2912.5815
2016-03-18,2905.4307,2905.409,2905.3772,2905.3408,2906.1655,2912.6672,2921.147
2016-03-20,2905.313,2905.3806,2905.3933,2906.17,2912.622,2921.1548,2921.6165
2016-03-21,2905.4492,2905.3735,2906.2122,2912.5996,2920.9744,2921.61,2921.5984
2016-03-22,2905.3486,2906.1401,2912.6758,2921.045,2921.628,2921.5486,2921.6118
2016-03-23,2906.109,2912.6638,2921.0203,2921.6353,2921.5522,2921.582,2925.3362
2016-03-24,2912.6016,2920.9688,2921.6177,2921.5693,2921.5906,2925.3389,2925.8318
2016-03-27,2921.0784,2921.5396,2921.623,2921.56,2925.3684,2925.8064,2933.7764
2016-03-28,2921.5496,2921.585,2921.6052,2925.3745,2925.862,2933.6772,2933.6702
2016-03-29,2921.582,2921.6216,2925.3508,2925.8035,2933.791,2933.6995,2933.6677
2016-03-30,2921.5757,2925.1958,2925.8083,2933.8188,2933.6924,2933.6716,2933.6638
2016-03-31,2925.3086,2925.8171,2933.6655,2933.6807,2933.7297,2933.663,2933.7112
2016-04-01,2925.9497,2933.8892,2933.7341,2933.7207,2933.6836,2933.6807,2933.7139
2016-04-03,2933.6724,2933.6675,2933.7163,2933.69,2933.7021,2933.7488,2933.6738
2016-04-04,2933.6846,2933.672,2933.6653,2933.7026,2933.7131,2933.7178,2933.6956
2016-04-05,2933.6545,2933.715,2933.7368,2933.664,2933.7048,2933.6526,2933.664
2016-04-06,2933.6953,2933.715,2933.7512,2933.6865,2933.6992,2933.6843,2933.6743
2016-04-07,2933.758,2933.713,2933.6792,2933.7024,2933.6807,2933.75,2933.6206
2016-04-08,2933.6665,2933.6729,2933.6782,2933.6484,2933.6624,2933.7234,2945.169
2016-04-10,2933.7188,2933.6843,2933.7393,2933.7,2933.7349,2945.563,2945.2705
2016-04-11,2933.729,2933.736,2933.7114,2933.6892,2945.2898,2945.3665,2945.336
2016-04-12,2933.6646,2933.6836,2933.7073,2945.2856,2945.2566,2945.2683,2933.819
2016-04-13,2933.6597,2933.6724,2945.4575,2945.2612,2945.1597,2933.7214,2933.6677
2016-04-14,2933.6418,2945.2266,2945.3347,2945.2585,2933.6567,2933.6873,2945.2095
2016-04-15,2945.2383,2945.2688,2945.2017,2933.4436,2933.7014,2945.3633,2945.282
2016-04-17,2945.3113,2945.2563,2933.7957,2933.6877,2945.5884,2945.2932,2945.2095
2016-04-18,2945.2786,2933.5574,2933.7053,2945.3247,2945.2844,2945.2913,2945.339
2016-04-19,2933.859,2933.7163,2945.5085,2945.259,2945.224,2945.2776,2933.8074
2016-04-20,2933.7083,2945.5283,2945.307,2945.2598,2945.2751,2933.9219,2933.7065
2016-04-21,2945.5308,2945.2417,2945.2646,2945.2615,2933.648,2933.7302,2945.5317
2016-04-22,2945.2454,2945.2698,2945.2554,2933.638,2933.6648,2945.4036,2945.2446
2016-04-24,2945.2698,2945.2368,2933.7761,2933.5945,2945.1108,2945.2905,2945.1943
2016-04-25,2945.3286,2933.7932,2933.688,2945.0583,2945.2124,2945.2827,2945.2568
2016-04-26,2933.8477,2933.7344,2945.2297,2945.26,2945.2666,2945.227,2933.5923
2016-04-27,2933.73,2945.3027,2945.2673,2945.2053,2945.2651,2933.6257,2933.7197
2016-04-28,2945.3372,2945.1917,2945.252,2945.249,2933.6152,2933.737,2935.9846
2016-04-29,2945.2703,2945.1987,2945.2505,2933.3682,2933.63,2935.9927,2933.665
2016-05-01,2945.2456,2945.3203,2933.4165,2933.6606,2935.943,2933.709,2925.349
2016-05-02,2945.2532,2933.8066,2933.6619,2935.9321,2933.7656,2925.1328,2921.575
2016-05-03,2933.5505,2933.6628,2935.9138,2933.6501,2925.4043,2921.66,2906.83
2016-05-04,2933.7375,2935.8943,2933.714,2925.2402,2921.5942,2906.7678,2919.4714
2016-05-05,2935.9653,2933.6777,2925.2764,2921.5396,2907.0205,2919.5002,2926.0774
2016-05-06,2933.7383,2925.2651,2921.5808,2906.8003,2919.6091,2926.0396,2926.1628
2016-05-08,2925.2776,2921.587,2906.8652,2919.5044,2926.276,2926.156,2922.5793
2016-05-09,2921.5618,2907.047,2919.62,2926.0315,2926.217,2922.5212,2919.2883
2016-05-10,2906.9214,2919.789,2926.248,2926.1646,2922.4949,2919.2327,2919.3335
2016-05-11,2919.588,2926.2432,2926.1746,2922.526,2919.329,2919.2358,2919.2688
2016-05-12,2926.175,2926.1777,2922.442,2919.244,2919.3174,2919.318,2922.519
2016-05-13,2926.1174,2922.6025,2919.3354,2919.2407,2919.3088,2922.5107,2922.5227
2016-05-15,2922.5845,2919.33,2919.3123,2919.3213,2922.4895,2922.5798,2922.5503
2016-05-16,2919.361,2919.3442,2919.364,2922.5117,2922.4714,2922.452,2922.632
2016-05-17,2919.3345,2919.3352,2922.5508,2922.5835,2922.543,2922.6592,2922.6663
2016-05-18,2919.2646,2922.531,2922.4832,2922.457,2922.6667,2922.5967,2922.6692
2016-05-19,2922.5605,2922.4666,2922.5906,2922.6501,2922.676,2922.648,2926.1523
2016-05-20,2922.5386,2922.4998,2922.6953,2922.6663,2922.6584,2926.1191,2927.216
2016-05-22,2922.525,2922.6758,2922.653,2922.6619,2926.1416,2927.2659,2927.21
2016-05-23,2922.621,2922.625,2922.6458,2926.2312,2927.2427,2927.24,2927.1816
2016-05-24,2922.668,2922.6643,2926.2148,2927.2014,2927.1938,2927.173,2926.2126
2016-05-25,2922.662,2926.2124,2927.2097,2927.19,2927.203,2926.1914,2927.225
2016-05-26,2926.2024,2927.2258,2927.2815,2927.2698,2926.172,2927.1838,2927.121
2016-05-27,2927.232,2927.1868,2927.2515,2926.1973,2927.2278,2927.2778,2927.1199
2016-05-29,2927.2002,2927.188,2926.2036,2927.1953,2927.2275,2927.2297,2927.2026
2016-05-30,2927.308,2926.1492,2927.2183,2927.234,2927.228,2927.2786,2927.3113
2016-05-31,2926.2075,2927.2148,2927.2842,2927.2239,2927.2266,2927.2249,2926.2148
2016-06-01,2927.2358,2927.2163,2927.2534,2927.2175,2927.2278,2926.1743,2927.2317
2016-06-02,2927.193,2927.254,2927.187,2927.251,2926.1787,2927.213,2927.208
2016-06-03,2927.2065,2927.2068,2927.2188,2926.192,2927.2258,2927.2578,2927.2305
2016-06-05,2927.2585,2927.2517,2926.1606,2927.244,2927.2256,2927.2395,2927.208
2016-06-06,2927.2573,2926.2156,2927.213,2927.1873,2927.224,2927.2278,2926.1875
2016-06-07,2926.2053,2927.25,2927.2756,2927.1938,2927.2432,2926.195,2924.058
2016-06-08,2927.2231,2927.2073,2927.2405,2927.22,2926.1648,2923.9473,2924.0542
2016-06-09,2927.2166,2927.2505,2927.1685,2926.187,2924.0068,2924.0732,2922.6558
2016-06-10,2927.218,2927.2402,2926.176,2923.9485,2924.1104,2922.6448,2922.537
2016-06-12,2927.2644,2926.1396,2923.9985,2924.0757,2922.6565,2922.549,2922.521
2016-06-13,2926.1265,2923.9949,2924.0671,2922.6758,2922.5098,2922.4797,2922.5251
2016-06-14,2923.9976,2924.0142,2922.6313,2922.5103,2922.4814,2922.508,2922.4824
2016-06-15,2923.997,2922.7363,2922.603,2922.5747,2922.5308,2922.573,2922.6365
2016-06-16,2922.668,2922.5093,2922.5293,2922.542,2922.5205,2922.631,2922.6233
2016-06-17,2922.5742,2922.5051,2922.6116,2922.4768,2922.7024,2922.6409,2922.716
2016-06-19,2922.4756,2922.5435,2922.521,2922.6414,2922.6382,2922.6594,2924.044
2016-06-20,2922.5232,2922.4973,2922.66,2922.675,2922.757,2924.0464,2924.0195
2016-06-21,2922.5168,2922.7385,2922.6755,2922.6768,2923.9365,2924.0178,2924.0042
2016-06-22,2922.7625,2922.6658,2922.6863,2924.0083,2923.9597,2924.0022,2923.9658
2016-06-23,2922.7097,2922.7502,2924.0452,2924.0469,2924.0657,2924.0078,2923.998
2016-06-24,2922.6272,2923.9663,2924.002,2924.0488,2924.106,2924.0464,2923.9873
2016-06-26,2924.0708,2924.0195,2924.0479,2924.0188,2924.0034,2924.0486,2924.0002
2016-06-27,2923.9927,2924.012,2924.0735,2923.9802,2923.9841,2923.9912,2924.012
2016-06-28,2924.0552,2923.9836,2924.046,2923.9788,2924.0,2923.9875,2921.4521
2016-06-29,2923.9988,2924.0361,2923.976,2924.0286,2924.0493,2921.5032,2921.4844
2016-06-30,2924.0586,2924.0295,2923.9937,2924.0176,2921.4976,2921.5022,2906.5151
2016-07-01,2924.0518,2923.9856,2924.0117,2921.532,2921.4846,2907.0247,2865.5806
2016-07-03,2923.9956,2924.029,2921.523,2921.4846,2906.6973,2866.1484,2860.2935
2016-07-04,2923.997,2921.5085,2921.5322,2906.606,2865.9253,2860.3062,2847.9001
2016-07-05,2921.5269,2921.5444,2906.7021,2865.8008,2860.3032,2848.25,2842.7957
2016-07-06,2921.5269,2906.878,2865.7993,2860.3245,2848.021,2842.795,2845.646
2016-07-07,2906.5977,2866.0461,2860.4036,2848.534,2842.7676,2845.6562,2845.6033
2016-07-08,2865.6643,2860.379,2847.8276,2842.726,2845.6038,2845.645,2845.6445
2016-07-10,2860.2612,2847.8188,2842.861,2845.637,2845.5996,2845.6074,2845.6404
2016-07-11,2847.9883,2842.809,2845.6543,2845.6187,2845.666,2845.649,2845.6018
2016-07-12,2842.7764,2845.5603,2845.6396,2845.641,2845.6848,2845.6448,2842.83
2016-07-13,2845.6204,2845.666,2845.591,2845.6213,2845.626,2842.8003,2845.6296
2016-07-14,2845.6355,2845.5903,2845.6257,2845.6458,2842.7566,2845.654,2845.6628
2016-07-15,2845.6165,2845.621,2845.689,2842.7695,2845.5625,2845.6194,2845.6526
2016-07-17,2845.6355,2845.614,2842.7578,2845.623,2845.6301,2845.6667,2845.6323
2016-07-18,2845.6162,2842.738,2845.5513,2845.6885,2845.5564,2845.6653,2845.661
2016-07-19,2842.7683,2845.6016,2845.5994,2845.66,2845.6384,2845.6267,2842.7668
2016-07-20,2845.6,2845.6377,2845.6558,2845.6003,2845.6636,2842.7786,2845.6362
2016-07-21,2845.6733,2845.6292,2845.627,2845.6294,2842.7874,2845.6497,2845.603
2016-07-22,2845.6868,2845.623,2845.6382,2842.6865,2845.607,2845.6516,2859.6084
2016-07-24,2845.6204,2845.6577,2842.8318,2845.6873,2845.6409,2859.1963,2864.3645
2016-07-25,2845.607,2842.8323,2845.6316,2845.6646,2859.301,2864.3604,2865.968
2016-07-26,2842.7727,2845.646,2845.6372,2859.0215,2864.3823,2865.9138,2865.871
2016-07-27,2845.6387,2845.6353,2859.1384,2864.246,2865.872,2865.867,2879.4885
2016-07-28,2845.6646,2859.1558,2864.4033,2865.9128,2865.946,2879.452,2894.5647
2016-07-29,2859.7642,2864.3538,2865.9177,2865.9658,2879.126,2894.503,2902.8474
2016-07-31,2864.3655,2865.9473,2865.912,2879.128,2894.1624,2902.9294,2902.8801
2016-08-01,2865.9026,2865.8718,2879.0605,2894.067,2902.992,2902.8877,2902.8757
2016-08-02,2866.2246,2881.915,2896.6082,2903.273,2903.1836,2903.1997,2903.209
2016-08-03,2887.7761,2906.3945,2902.574,2902.6746,2902.614,2902.5337,2914.4854
2016-08-04,2908.1785,2902.8435,2903.2126,2903.181,2903.1108,2915.0095,2917.1147
2016-08-05,2902.7812,2902.707,2902.7292,2902.7405,2915.1975,2916.8687,2918.0325
2016-08-07,2903.3184,2903.4094,2903.3184,2915.041,2917.4429,2918.5186,2925.215
2016-08-08,2901.5674,2901.3787,2913.6255,2915.7417,2916.9854,2923.8652,2925.3005
2016-08-09,2903.5276,2915.1025,2917.882,2918.7725,2925.562,2926.8218,2926.6633
2016-08-10,2915.29,2917.2937,2918.2744,2924.7332,2926.3496,2926.332,2946.2922
2016-08-11,2916.2598,2917.9297,2924.3105,2925.3784,2925.5276,2943.2898,2945.9438
2016-08-12,2918.1914,2924.8782,2926.1616,2926.221,2944.4814,2945.7478,2950.696
2016-08-14,2925.071,2926.549,2926.7566,2945.0586,2946.5618,2950.198,2952.0166
2016-08-15,2925.4797,2925.619,2943.0366,2945.5422,2948.0442,2950.911,2952.2993
2016-08-16,2926.7217,2945.2534,2946.0046,2950.7324,2951.3386,2955.094,2955.116
2016-08-17,2945.7935,2947.8047,2951.8308,2953.3584,2955.929,2956.0474,2957.179
2016-08-18,2945.4604,2950.2546,2950.8447,2954.4502,2954.5493,2955.0518,2962.4768
2016-08-19,2950.1946,2951.1394,2954.489,2954.3225,2955.3877,2962.5173,2964.555
2016-08-21,2952.3289,2954.4275,2954.4302,2956.6846,2963.3394,2964.537,2966.074
2016-08-22,2953.4084,2953.3147,2955.5264,2961.6963,2963.598,2965.0884,2966.1692
2016-08-23,2953.5884,2954.548,2961.5447,2963.6863,2964.6184,2965.6248,2965.5078
2016-08-24,2955.302,2962.4866,2964.6357,2965.2737,2966.27,2966.2065,2971.3123
2016-08-25,2962.376,2963.845,2965.0305,2965.9941,2965.9724,2970.7832,2971.9827
2016-08-26,2965.076,2965.8694,2966.7502,2966.8223,2971.7625,2972.687,2977.581
2016-08-28,2965.0938,2966.1091,2966.168,2971.2532,2972.126,2976.8796,2977.7454
2016-08-29,2966.385,2966.4048,2971.5786,2972.2456,2977.2583,2977.938,2982.422
2016-08-30,2966.5159,2972.0427,2972.5264,2977.579,2978.2324,2982.7542,2982.5447
2016-08-31,2970.9468,2972.0005,2976.5781,2977.307,2981.7754,2981.8943,2983.8875
2016-09-01,2973.2625,2977.5002,2978.8887,2982.9102,2982.638,2984.6882,2986.2117
2016-09-02,2977.2952,2978.1926,2982.7246,2982.5603,2984.6091,2986.0278,2986.5232
2016-09-04,2977.1753,2981.8735,2981.732,2983.814,2985.447,2986.017,2985.9155
2016-09-05,2982.8513,2982.8806,2984.7,2986.5635,2986.6047,2986.5894,2986.9246
2016-09-06,2982.0095,2983.821,2985.2275,2985.6472,2985.6765,2986.9724,2986.8386
2016-09-07,2984.844,2986.579,2986.8328,2986.8682,2987.0823,2986.991,2992.0317
2016-09-08,2985.6646,2986.5283,2986.4893,2987.1091,2987.195,2991.6,2992.2417
2016-09-09,2986.0989,2986.144,2986.4724,2986.5684,2991.1753,2991.6353,2991.656
2016-09-11,2986.35,2986.5356,2986.4438,2991.6584,2991.8281,2991.8857,2991.6355
2016-09-12,2987.8152,2987.7703,2992.5107,2992.928,2992.8508,2992.7869,2992.7925
2016-09-13,2987.1433,2990.6038,2992.3242,2992.3691,2992.3403,2992.2588,2992.3074
2016-09-14,2990.8833,2992.4487,2992.341,2992.2385,2992.2046,2992.3958,2992.2944
2016-09-15,2992.162,2992.3638,2992.3826,2992.3335,2992.3538,2992.2932,2992.454
