,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR
2012-11-30,2490.9878,2490.9377,2490.9038,2490.576,2490.9724,2490.8809,2494.5242
2012-12-02,2490.9333,2490.9358,2490.3945,2490.8608,2490.933,2494.4229,2501.6082
2012-12-03,2490.9255,2490.4395,2490.9004,2490.943,2494.457,2501.6343,2508.797
2012-12-04,2490.4504,2490.9526,2490.9243,2494.4207,2501.4875,2508.7668,2508.7878
2012-12-05,2490.9834,2490.9592,2494.4348,2501.6738,2508.7007,2508.7651,2514.8503
2012-12-06,2490.864,2494.4834,2501.373,2508.8179,2508.8235,2514.8179,2516.9756
2012-12-07,2494.451,2501.7024,2508.7756,2508.8362,2514.6694,2517.0042,2517.105
2012-12-09,2501.5776,2508.7646,2508.8108,2514.6863,2517.0251,2517.1418,2518.383
2012-12-10,2508.8186,2508.8618,2514.8123,2516.9119,2517.0872,2518.439,2529.0532
2012-12-11,2508.8293,2514.726,2516.9578,2517.0845,2518.419,2528.949,2518.646
2012-12-12,2514.7744,2516.995,2517.0845,2518.3945,2528.939,2518.633,2529.1746
2012-12-13,2517.0254,2517.0845,2518.4473,2529.0635,2518.6074,2529.2002,2529.9016
2012-12-14,2517.1123,2518.4724,2529.1848,2518.732,2529.1462,2529.9646,2536.1477
2012-12-16,2518.4133,2529.0469,2518.7107,2529.2776,2529.9587,2536.2705,2538.7295
2012-12-17,2528.9949,2518.6206,2529.109,2529.902,2536.274,2538.5815,2543.6233
2012-12-18,2518.7214,2529.301,2529.939,2536.2605,2538.7937,2543.738,2543.7065
2012-12-19,2529.2043,2529.882,2536.2834,2538.677,2543.6912,2543.567,2543.555
2012-12-20,2529.9988,2536.2612,2538.6907,2543.672,2543.6387,2543.6917,2543.7158
2012-12-21,2536.1558,2538.6914,2543.6108,2543.6099,2543.7114,2543.68,2546.6914
2012-12-23,2538.6013,2543.689,2543.7,2543.6562,2543.624,2546.7632,2563.2375
2012-12-24,2543.7202,2543.6096,2543.6274,2543.6914,2546.714,2562.6592,2572.0642
2012-12-26,2543.6394,2543.6006,2543.643,2546.7527,2562.2617,2572.1055,2571.9631
2012-12-27,2543.6636,2543.6719,2546.6724,2562.4868,2571.953,2571.9248,2582.7388
2012-12-28,2543.6536,2546.7185,2562.8384,2571.8438,2572.0298,2582.561,2583.1133
2012-12-30,2546.6975,2562.4902,2571.8489,2571.9438,2582.641,2583.0413,2586.515
2012-12-31,2563.1682,2571.8206,2571.92,2582.6448,2583.0693,2586.3218,2586.4243
2013-01-02,2571.8887,2571.9453,2582.7595,2583.0525,2586.4531,2586.4426,2591.1272
2013-01-03,2571.9238,2582.7112,2582.9707,2586.3694,2586.4065,2591.0403,2597.0479
2013-01-04,2582.7312,2583.0168,2586.3699,2586.4456,2591.1292,2597.2344,2600.9653
2013-01-06,2583.1301,2586.3938,2586.3438,2591.1233,2597.1765,2600.904,2602.5532
2013-01-07,2586.4873,2586.4429,2591.1697,2597.125,2600.9346,2602.3887,2613.3555
2013-01-08,2586.4253,2591.131,2597.1887,2600.8298,2602.437,2613.245,2613.2925
2013-01-09,2591.1248,2597.117,2600.8372,2602.418,2613.2007,2613.3862,2624.8354
2013-01-10,2597.272,2600.8374,2602.358,2612.9658,2613.2512,2624.8787,2625.2102
2013-01-11,2600.8367,2602.371,2612.8955,2613.352,2624.7456,2625.2688,2626.9014
2013-01-13,2602.3433,2613.0942,2613.2898,2624.8433,2625.3113,2626.813,2628.176
2013-01-14,2613.1724,2613.2905,2624.8352,2625.4016,2626.8164,2628.124,2632.7979
2013-01-15,2613.3198,2624.9316,2625.2715,2626.8015,2628.1648,2632.7786,2632.7556
2013-01-16,2624.8027,2625.2842,2626.8484,2628.156,2632.8032,2632.808,2641.788
2013-01-17,2625.2913,2626.8496,2628.2153,2632.8694,2632.7485,2641.6396,2644.0234
2013-01-18,2626.8867,2628.2344,2632.7085,2632.7336,2641.7375,2644.0776,2655.2444
2013-01-20,2628.1072,2632.7568,2632.7942,2641.5183,2644.0793,2655.0188,2655.6738
2013-01-21,2632.7014,2632.7883,2641.561,2644.0293,2655.26,2655.698,2657.6917
2013-01-22,2632.6814,2641.805,2644.0735,2655.2063,2655.7068,2657.7107,2657.7427
2013-01-23,2641.4785,2644.0679,2655.213,2655.6304,2657.677,2657.7104,2673.6592
2013-01-24,2644.0798,2655.1077,2655.7144,2657.6973,2657.7744,2673.4822,2689.8765
2013-01-25,2655.2131,2655.674,2657.677,2657.77,2673.6577,2689.8323,2689.8223
2013-01-27,2655.7104,2657.728,2657.7546,2673.9336,2689.8557,2689.9253,2691.9895
2013-01-28,2657.749,2657.7505,2674.0237,2689.7673,2689.8704,2691.9272,2692.1733
2013-01-29,2657.6743,2673.3743,2689.7612,2689.8044,2691.948,2692.2166,2692.2053
2013-01-30,2673.886,2689.9143,2689.8516,2691.9592,2692.2385,2692.2202,2692.2092
2013-01-31,2689.8884,2689.8872,2691.9744,2692.1418,2692.254,2692.2097,2692.1516
2013-02-01,2689.8748,2691.9148,2692.2073,2692.2493,2692.1855,2692.2363,2692.144
2013-02-03,2691.9978,2692.166,2692.1636,2692.2266,2692.1702,2692.1677,2692.208
2013-02-04,2692.2505,2692.2258,2692.2021,2692.1565,2692.243,2692.2017,2692.188
2013-02-05,2692.1838,2692.2202,2692.2097,2692.284,2692.2573,2692.1836,2692.2288
2013-02-06,2692.2104,2692.1646,2692.1558,2692.138,2692.181,2692.1729,2692.2148
2013-02-07,2692.1147,2692.196,2692.1572,2692.2493,2692.167,2692.2163,2692.214
2013-02-08,2692.2444,2692.2437,2692.2046,2692.2275,2692.244,2692.2126,2692.2485
2013-02-10,2692.216,2692.2258,2692.2075,2692.1543,2692.2593,2692.1672,2692.1426
2013-02-11,2692.2737,2692.266,2692.221,2692.2866,2692.1833,2692.173,2692.2305
2013-02-12,2692.1707,2692.1653,2692.1584,2692.138,2692.168,2692.1682,2689.7131
2013-02-13,2692.1755,2692.195,2692.1946,2692.2495,2692.241,2689.715,2689.7136
2013-02-14,2692.25,2692.159,2692.233,2692.225,2689.6777,2689.7837,2689.3916
2013-02-15,2692.1113,2692.1877,2692.2139,2689.7087,2689.7896,2689.3064,2674.1091
2013-02-17,2692.2446,2692.245,2689.692,2689.7336,2689.3306,2673.7593,2652.791
2013-02-18,2692.2092,2689.744,2689.766,2689.2983,2674.17,2652.8467,2650.1782
2013-02-19,2689.7559,2689.7383,2689.2512,2674.272,2652.7764,2650.1807,2643.7598
2013-02-20,2689.6782,2689.289,2673.9846,2652.8552,2650.1746,2643.8909,2646.8335
2013-02-21,2689.284,2673.791,2652.8135,2650.1943,2643.8967,2646.8381,2643.8716
2013-02-22,2674.187,2652.9338,2650.2417,2643.875,2646.9067,2643.8354,2643.7285
2013-02-24,2652.8508,2650.1936,2643.8254,2646.8066,2643.8696,2643.7192,2639.755
2013-02-25,2650.1958,2643.8906,2646.922,2643.8586,2643.757,2639.7715,2632.0571
2013-02-26,2643.896,2646.8665,2643.8228,2643.7222,2639.8464,2631.822,2628.2302
2013-02-27,2646.934,2643.8845,2643.7407,2639.8303,2631.7954,2628.2158,2628.155
2013-02-28,2643.7808,2643.6917,2639.8901,2631.989,2628.1328,2628.1638,2628.2246
2013-03-01,2643.791,2639.7612,2632.0623,2628.1277,2628.146,2628.0854,2628.184
2013-03-03,2639.6157,2631.9536,2627.972,2628.065,2628.2173,2628.216,2628.0466
2013-03-04,2631.915,2628.4824,2628.5344,2628.4646,2628.4778,2628.6006,2628.5476
2013-03-05,2628.0427,2628.275,2628.252,2628.0835,2628.126,2628.2053,2627.0361
2013-03-06,2628.1611,2628.117,2628.0981,2628.0515,2627.9807,2627.004,2628.0972
2013-03-07,2628.16,2628.1807,2628.21,2628.1633,2627.154,2628.215,2628.114
2013-03-08,2628.2258,2628.1704,2628.1653,2627.1328,2628.1716,2628.1958,2628.1802
2013-03-10,2628.1357,2628.126,2627.0547,2628.0793,2628.2146,2628.1572,2628.1362
2013-03-11,2628.1233,2627.0657,2628.032,2628.1807,2628.2725,2628.1084,2628.2166
2013-03-12,2627.0852,2628.2698,2628.2227,2628.262,2628.1477,2628.1929,2627.2524
2013-03-13,2628.0308,2628.1257,2628.1226,2628.1348,2628.1765,2626.9797,2626.9856
2013-03-14,2628.0269,2628.0564,2628.1057,2628.0454,2627.053,2627.0486,2625.7942
2013-03-15,2628.2104,2628.17,2628.074,2627.1272,2627.0696,2625.851,2625.77
2013-03-17,2628.1567,2628.2654,2627.097,2627.096,2625.7769,2625.8098,2624.7424
2013-03-18,2628.196,2627.0142,2627.0312,2625.7673,2625.898,2624.584,2624.5237
2013-03-19,2627.181,2627.1226,2625.7546,2625.7166,2624.6665,2624.6794,2624.618
2013-03-20,2627.0776,2625.6157,2625.6902,2624.4739,2624.538,2624.5173,2624.5286
2013-03-21,2625.7883,2625.8364,2624.5994,2624.545,2624.5862,2624.6494,2619.635
2013-03-22,2625.8687,2624.6306,2624.683,2624.771,2624.7056,2619.6235,2619.1514
2013-03-24,2624.5566,2624.4924,2624.6387,2624.4692,2619.5276,2619.029,2618.2488
2013-03-25,2624.509,2624.6821,2624.7715,2619.572,2619.045,2618.119,2618.1245
2013-03-26,2624.4697,2624.5945,2619.5984,2619.0232,2617.9856,2617.9265,2617.715
2013-03-27,2624.5566,2619.546,2619.1152,2618.4902,2618.047,2617.8518,2617.9287
2013-03-28,2619.8423,2619.0999,2618.4307,2618.1653,2617.9866,2618.0078,2618.0212
2013-03-31,2619.2695,2618.4492,2618.0867,2618.0208,2617.97,2617.9849,2614.2905
2013-04-01,2618.6753,2618.3472,2618.1934,2617.9893,2617.759,2614.605,2614.251
2013-04-02,2618.653,2617.5078,2617.984,2617.7014,2614.8416,2614.323,2614.4016
2013-04-03,2619.4028,2619.1562,2619.2522,2615.7473,2615.3635,2615.3103,2612.2979
2013-04-04,2617.7397,2617.7183,2614.2688,2613.8494,2613.9941,2610.7708,2610.595
2013-04-05,2617.494,2615.1318,2613.8682,2613.9277,2611.1199,2610.9414,2595.056
2013-04-07,2615.643,2614.3,2614.5903,2611.6514,2611.9966,2596.769,2606.15
2013-04-08,2613.9827,2613.7888,2610.5325,2610.546,2595.9255,2605.2446,2604.8174
2013-04-09,2614.2668,2611.778,2611.6665,2594.4797,2605.1174,2605.8147,2590.5752
2013-04-10,2611.3853,2611.4744,2594.0637,2604.3762,2605.65,2590.7996,2586.7617
2013-04-11,2607.1812,2590.6738,2598.4978,2601.8733,2586.5703,2583.137,2583.551
2013-04-12,2594.5972,2602.4595,2605.0989,2590.0378,2586.574,2586.572,2585.2888
2013-04-14,2604.8813,2604.5723,2590.0093,2585.7488,2585.9817,2584.8525,2582.226
2013-04-15,2605.5383,2590.7913,2587.432,2587.4553,2586.3176,2583.446,2578.355
2013-04-16,2592.2058,2588.9106,2588.7954,2586.164,2584.135,2579.594,2576.1042
2013-04-17,2588.4937,2588.8066,2586.8188,2584.1106,2579.0886,2575.914,2561.3506
2013-04-18,2587.0872,2585.6184,2583.508,2578.401,2575.5132,2560.2097,2575.7551
2013-04-19,2585.3103,2582.9292,2577.9922,2574.991,2560.709,2574.7852,2574.529
2013-04-21,2582.817,2577.9534,2574.7332,2559.9373,2574.2397,2574.0732,2574.0854
2013-04-22,2577.0479,2573.6997,2559.643,2572.5984,2573.986,2574.1035,2574.2422
2013-04-23,2575.0818,2560.126,2570.812,2575.2766,2575.1462,2575.2368,2559.9663
2013-04-24,2558.7073,2571.2341,2573.7551,2574.021,2574.0745,2558.7544,2559.509
2013-04-25,2574.926,2573.895,2574.1199,2574.1294,2562.0837,2560.2727,2575.0874
2013-04-26,2574.0544,2574.2563,2574.0776,2559.275,2559.5073,2574.4072,2558.898
2013-04-28,2574.1428,2574.2505,2559.46,2559.8489,2571.1003,2559.583,2559.8726
2013-04-29,2574.362,2560.217,2561.1433,2572.6074,2559.949,2561.0837,2560.939
2013-04-30,2560.2507,2561.027,2573.5315,2560.345,2560.9502,2561.1372,2559.6384
2013-05-01,2556.9172,2569.8174,2557.2568,2557.1694,2557.1938,2553.9885,2554.5283
2013-05-02,2573.2336,2558.5667,2558.5134,2558.619,2557.775,2557.741,2558.5762
2013-05-03,2558.8323,2559.6733,2559.6953,2556.0815,2556.0234,2559.4397,2559.6694
2013-05-05,2560.212,2560.059,2557.9346,2557.8025,2560.13,2560.1548,2560.0728
2013-05-06,2553.623,2552.26,2552.1885,2554.1396,2553.8364,2553.7124,2567.793
2013-05-07,2560.7737,2560.6614,2561.2942,2561.4822,2561.2878,2575.2905,2575.993
2013-05-08,2559.6594,2560.5369,2560.5107,2560.5046,2574.759,2575.2112,2576.671
2013-05-09,2560.3303,2560.4385,2560.3347,2574.7998,2574.9353,2576.1716,2577.712
2013-05-10,2561.1096,2561.1719,2575.289,2575.5864,2576.8928,2578.364,2578.5923
2013-05-12,2561.1968,2575.7876,2575.1934,2576.3032,2578.4827,2578.4285,2578.2502
2013-05-13,2575.1284,2574.6206,2576.106,2577.4844,2577.6057,2577.4377,2586.339
2013-05-14,2573.4282,2574.8352,2576.3535,2576.4526,2576.3044,2585.0278,2585.1694
2013-05-15,2575.962,2577.7422,2577.9036,2577.7307,2586.3428,2586.467,2603.3423
2013-05-16,2578.0146,2577.792,2577.5864,2586.4873,2586.4316,2605.883,2625.895
2013-05-17,2577.4805,2577.5115,2586.27,2586.2917,2605.5337,2626.418,2634.0854
2013-05-19,2577.4202,2585.8462,2586.0884,2604.9136,2625.5415,2634.0571,2644.3123
2013-05-20,2586.676,2586.6265,2603.16,2623.5256,2634.3296,2644.6143,2661.1965
2013-05-21,2586.416,2601.2588,2622.1062,2634.4133,2644.3342,2659.7358,2663.997
2013-05-22,2600.5774,2621.359,2634.0872,2644.2214,2659.6567,2663.782,2673.4868
2013-05-23,2620.9773,2634.3418,2644.5317,2658.466,2663.722,2673.346,2674.9626
2013-05-24,2634.4365,2644.5706,2657.6707,2663.98,2673.6223,2675.2024,2689.6665
2013-05-26,2644.4941,2657.8335,2663.92,2673.6072,2675.2153,2689.913,2715.7021
2013-05-27,2658.3052,2664.0754,2673.6096,2675.115,2689.7158,2715.9617,2734.707
2013-05-28,2664.2817,2673.6406,2675.1199,2689.4092,2715.7915,2734.5916,2734.178
2013-05-29,2673.6267,2674.966,2689.3308,2715.4949,2734.4993,2733.8892,2747.3662
2013-05-30,2674.9534,2689.2942,2715.2139,2734.4834,2733.8457,2747.2188,2750.4014
2013-05-31,2689.1833,2715.4993,2734.5151,2734.0024,2747.5518,2750.6487,2750.5566
2013-06-02,2715.142,2734.5938,2734.046,2747.0479,2750.65,2750.5498,2750.4617
2013-06-03,2734.5117,2733.9463,2747.2053,2750.565,2750.5278,2750.4954,2750.5002
2013-06-04,2734.2017,2747.5745,2750.4172,2750.4673,2750.5393,2750.4753,2750.5215
2013-06-05,2747.3728,2750.4695,2750.4219,2750.4756,2750.5085,2750.5073,2750.399
2013-06-06,2750.4111,2750.3325,2750.3455,2750.45,2750.457,2750.3696,2750.4446
2013-06-07,2750.497,2750.5664,2750.587,2750.61,2750.5796,2750.481,2750.459
2013-06-09,2750.5774,2750.6108,2750.5413,2750.6433,2750.5974,2750.5051,2750.5835
2013-06-10,2750.517,2750.5024,2750.6172,2750.6172,2750.5288,2750.5022,2750.5234
2013-06-11,2750.475,2750.4856,2750.5208,2750.6458,2750.5544,2750.5469,2750.537
2013-06-12,2750.4631,2750.5107,2750.4856,2750.493,2750.437,2750.4182,2750.3892
2013-06-13,2750.4216,2750.4106,2750.3552,2750.4785,2750.383,2750.505,2750.3757
2013-06-14,2750.479,2750.5972,2750.5847,2750.5657,2750.5703,2750.5469,2750.471
2013-06-16,2750.6423,2750.5134,2750.4668,2750.5059,2750.5964,2750.6301,2750.4795
2013-06-17,2750.5225,2750.4875,2750.505,2750.5789,2750.5146,2750.6023,2735.4436
2013-06-18,2750.5103,2750.5586,2750.5024,2750.466,2750.5417,2735.2388,2718.6736
2013-06-19,2750.4775,2750.4998,2750.4863,2750.4382,2735.384,2718.569,2718.856
2013-06-20,2750.4912,2750.3948,2750.4998,2735.2231,2718.5642,2718.682,2704.2043
2013-06-21,2750.5466,2750.5142,2735.4656,2718.626,2718.9592,2704.0012,2698.9329
2013-06-23,2750.495,2735.3425,2718.619,2718.9226,2703.858,2698.9963,2695.6711
2013-06-24,2735.121,2718.878,2718.827,2703.7268,2699.0728,2695.568,2693.6094
2013-06-25,2718.902,2718.8845,2704.727,2698.8804,2695.6562,2693.5447,2687.8364
2013-06-26,2718.8494,2704.0674,2698.7566,2695.6287,2693.4478,2687.7422,2687.8557
2013-06-27,2704.0232,2698.846,2695.5486,2693.4875,2687.9175,2687.79,2676.1475
2013-06-28,2698.9944,2695.5176,2693.6099,2687.8235,2687.7952,2676.3914,2675.3271
2013-06-30,2695.558,2693.4658,2687.8523,2687.7964,2676.3262,2675.498,2667.2327
2013-07-01,2693.3606,2687.7744,2687.7642,2676.3223,2675.3345,2667.023,2650.9478
2013-07-02,2687.9758,2688.0046,2676.1833,2675.5425,2667.4373,2645.5054,2624.65
2013-07-03,2688.316,2676.5662,2675.983,2667.73,2646.2517,2625.411,2637.203
2013-07-04,2674.5625,2673.1333,2665.6543,2644.8945,2622.5703,2637.7842,2640.0059
2013-07-05,2674.884,2667.052,2648.09,2624.9082,2637.824,2641.9194,2641.8384
2013-07-07,2666.2263,2647.5122,2624.3962,2636.1067,2640.6477,2640.5183,2640.689
2013-07-08,2647.8955,2625.2683,2636.1072,2639.8394,2640.0752,2640.2756,2640.174
2013-07-09,2626.4163,2636.7507,2641.7947,2641.624,2641.5383,2641.6504,2624.4387
2013-07-10,2642.5142,2641.8853,2641.9568,2641.7585,2642.1133,2627.35,2642.2632
2013-07-11,2642.5308,2642.725,2642.7578,2642.6936,2627.6848,2639.789,2642.6248
2013-07-12,2642.9531,2642.8054,2643.056,2627.1963,2640.983,2642.85,2643.102
2013-07-14,2642.798,2642.7166,2626.794,2640.4744,2642.5366,2642.713,2642.6104
2013-07-15,2641.5156,2625.247,2638.6587,2641.4766,2641.529,2641.706,2641.6106
2013-07-16,2624.3848,2638.088,2641.8987,2641.8887,2641.8647,2641.865,2624.2095
2013-07-17,2642.5813,2642.126,2641.864,2641.5354,2641.7334,2628.567,2642.6526
2013-07-18,2641.4905,2641.4395,2641.462,2641.6519,2625.3628,2640.1091,2641.4038
2013-07-19,2640.8904,2641.0015,2641.0264,2624.5942,2640.2693,2640.932,2640.9863
2013-07-21,2641.1277,2640.852,2624.7869,2639.175,2640.917,2641.0583,2640.8914
2013-07-22,2642.2205,2625.8044,2639.775,2642.3892,2642.2146,2642.0693,2642.211
2013-07-23,2625.637,2637.6794,2642.8884,2643.1885,2643.1472,2643.1194,2625.612
2013-07-24,2642.78,2642.2847,2642.6062,2642.3843,2642.213,2628.7454,2642.7715
2013-07-25,2642.1313,2641.922,2641.9788,2642.0566,2625.9587,2640.678,2642.0464
2013-07-26,2642.4397,2642.321,2642.3538,2626.1812,2640.8357,2642.3638,2642.293
2013-07-28,2641.9282,2641.3967,2626.1836,2638.7095,2641.369,2641.6611,2641.626
2013-07-29,2642.3987,2627.5884,2642.3774,2642.3906,2642.615,2642.425,2654.4055
2013-07-30,2629.0066,2642.2727,2642.4958,2642.568,2642.5354,2653.872,2654.1545
2013-07-31,2641.9648,2641.9575,2641.6238,2641.718,2653.6401,2653.4126,2664.0156
2013-08-01,2642.3623,2642.1868,2642.1301,2654.3984,2653.8755,2664.0837,2672.32
2013-08-02,2642.5425,2642.1836,2654.308,2654.109,2664.25,2672.2,2674.2893
2013-08-04,2642.12,2653.7346,2653.7485,2663.6135,2671.7124,2674.3162,2680.208
2013-08-05,2653.8186,2653.8125,2663.4885,2671.6138,2674.4321,2680.5996,2683.857
2013-08-06,2653.7993,2663.5188,2671.825,2674.4148,2680.7703,2683.9128,2683.8035
2013-08-07,2663.4375,2671.7522,2674.2166,2680.6868,2683.7253,2683.7854,2686.015
2013-08-08,2671.6719,2674.36,2680.506,2683.8604,2683.8826,2686.0854,2697.7292
2013-08-09,2674.511,2680.674,2683.9338,2683.8704,2686.1182,2697.7368,2709.5068
2013-08-11,2680.8274,2683.9956,2684.0464,2686.0679,2697.4019,2709.26,2722.5342
2013-08-12,2683.9636,2684.0264,2686.082,2697.6167,2709.627,2722.6038,2734.0916
2013-08-13,2683.96,2686.0671,2697.586,2709.426,2722.9004,2734.0947,2734.376
2013-08-14,2685.896,2697.3828,2709.2788,2722.7876,2734.2686,2734.2412,2738.519
2013-08-15,2697.509,2709.4885,2722.5234,2734.419,2734.2751,2738.5806,2745.9587
2013-08-16,2709.2876,2722.8975,2734.0493,2734.3718,2738.5762,2745.9478,2748.0522
2013-08-18,2723.1445,2734.4805,2734.361,2738.6074,2746.1826,2748.028,2749.0583
2013-08-19,2734.3687,2734.4229,2738.6123,2746.1104,2748.159,2749.0444,2755.7214
2013-08-20,2734.312,2738.8574,2746.042,2748.043,2749.0845,2755.6472,2755.732
2013-08-21,2738.6287,2746.0603,2748.0015,2748.9426,2755.6975,2755.5593,2761.8545
2013-08-22,2745.876,2748.004,2748.914,2755.6443,2755.6978,2761.7996,2764.4675
2013-08-23,2747.985,2749.013,2755.7085,2755.7683,2761.9043,2764.5923,2764.61
2013-08-25,2749.0916,2755.7612,2755.7012,2761.8193,2764.65,2764.5576,2764.6309
2013-08-26,2755.699,2755.7322,2761.7996,2764.4868,2764.5437,2764.565,2764.534
2013-08-27,2755.6907,2761.7004,2764.5076,2764.4944,2764.491,2764.5627,2764.5579
2013-08-28,2761.9382,2764.5237,2764.475,2764.5059,2764.4116,2764.5505,2767.9202
2013-08-29,2764.4868,2764.4263,2764.42,2764.5793,2764.4146,2767.9172,2767.879
2013-08-30,2764.4326,2764.4705,2764.5405,2764.601,2767.893,2767.9849,2768.0159
2013-09-01,2764.5593,2764.5344,2764.5894,2767.94,2767.9883,2767.977,2767.9795
2013-09-02,2764.4863,2764.5427,2767.982,2767.9436,2767.9817,2767.943,2782.0647
2013-09-03,2764.4998,2768.0508,2767.901,2767.891,2767.9614,2781.698,2781.4565
2013-09-04,2767.96,2768.0322,2767.8818,2767.8735,2782.0432,2781.4338,2783.4324
2013-09-05,2767.9167,2767.9805,2767.961,2781.7275,2781.4624,2783.4395,2787.8088
2013-09-06,2767.9634,2767.9277,2782.0312,2781.4712,2783.4155,2787.856,2789.708
2013-09-08,2767.9575,2781.7942,2781.3904,2783.4138,2787.7852,2789.626,2797.1228
2013-09-09,2782.0847,2781.4705,2783.5085,2787.9033,2789.7305,2797.0398,2797.5676
2013-09-10,2781.5005,2783.3555,2787.8918,2789.7483,2796.9727,2797.481,2789.659
2013-09-11,2783.3418,2787.9067,2789.6362,2796.994,2797.4612,2789.6326,2797.675
2013-09-12,2787.8894,2789.6226,2797.014,2797.452,2789.5652,2797.6003,2797.4954
2013-09-13,2789.7397,2797.061,2797.4968,2789.7566,2797.3652,2797.5115,2797.4934
2013-09-15,2797.0107,2797.5396,2789.6423,2797.6484,2797.5618,2797.5405,2807.5347
2013-09-16,2797.5576,2789.7795,2797.5789,2797.6292,2797.596,2807.6643,2807.4954
2013-09-17,2789.5933,2797.5334,2797.4932,2797.5366,2807.5881,2807.553,2797.3792
2013-09-18,2797.311,2797.5825,2797.4626,2807.5398,2807.532,2797.4756,2807.6775
2013-09-19,2797.5063,2797.4976,2807.685,2807.6082,2797.4365,2807.5906,2807.518
2013-09-20,2797.5083,2807.5125,2807.5508,2797.545,2807.6895,2807.568,2807.5808
2013-09-22,2807.5635,2807.5059,2797.705,2807.5137,2807.5579,2807.498,2807.5762
2013-09-23,2807.6384,2797.4854,2807.3743,2807.4958,2807.492,2807.5332,2807.5227
2013-09-24,2797.6343,2807.5618,2807.501,2807.6033,2807.5127,2807.6033,2797.4587
2013-09-25,2807.2075,2807.5054,2807.5413,2807.474,2807.5251,2797.4192,2807.6897
2013-09-26,2807.5808,2807.557,2807.5378,2807.5806,2797.6726,2807.6335,2807.5576
2013-09-27,2807.5215,2807.6318,2807.5542,2797.5205,2807.3552,2807.5464,2815.1948
2013-09-29,2807.511,2807.5745,2797.5188,2807.468,2807.5994,2815.2136,2815.312
2013-09-30,2807.4934,2797.5378,2807.664,2807.5515,2815.1868,2815.3794,2831.3594
2013-10-01,2797.3909,2807.53,2807.625,2815.2512,2815.409,2830.9775,2840.413
2013-10-02,2807.5195,2807.4863,2815.2285,2815.3723,2830.9924,2840.6897,2856.8389
2013-10-03,2807.5354,2815.2817,2815.3533,2831.2483,2840.512,2855.7795,2858.9084
2013-10-04,2815.1804,2815.4546,2831.4185,2840.3916,2857.0718,2858.9736,2860.424
2013-10-06,2815.3425,2831.6746,2840.5679,2856.6604,2859.0195,2860.4443,2876.1443
2013-10-07,2831.3687,2840.445,2855.8518,2858.9058,2860.3506,2875.8357,2887.0557
2013-10-08,2840.4326,2856.3745,2858.9197,2860.3787,2876.4443,2886.9292,2887.106
2013-10-09,2857.1077,2858.9438,2860.4263,2876.7832,2887.0132,2887.0562,2892.1736
2013-10-10,2858.9924,2860.3584,2875.8623,2887.0647,2887.0325,2892.1975,2897.6719
2013-10-11,2860.4265,2876.3372,2887.1753,2887.1353,2892.24,2897.594,2898.292
2013-10-13,2876.46,2887.0771,2887.1355,2892.1804,2897.5107,2898.4026,2899.1296
2013-10-14,2887.0544,2887.0032,2892.1807,2897.6055,2898.324,2899.1812,2901.838
2013-10-15,2887.0886,2892.1223,2897.5957,2898.2903,2899.2874,2901.7573,2901.788
2013-10-16,2892.1318,2897.5132,2898.3054,2899.2034,2901.7,2901.8364,2904.3438
2013-10-17,2897.5593,2898.2205,2899.2083,2901.7976,2901.841,2904.348,2904.7734
2013-10-18,2898.345,2899.204,2901.8376,2901.7468,2904.3484,2904.855,2905.9265
2013-10-20,2899.2805,2901.8333,2901.8162,2904.3906,2904.7976,2905.9094,2907.7898
2013-10-21,2901.822,2901.795,2904.348,2904.8396,2905.9187,2907.7925,2908.2559
2013-10-22,2901.812,2904.3572,2904.827,2905.9353,2907.818,2908.233,2908.2344
2013-10-23,2904.3015,2904.7898,2905.8557,2907.7588,2908.2954,2908.223,2908.393
2013-10-24,2904.8552,2905.923,2907.7917,2908.2708,2908.247,2908.3528,2908.6091
2013-10-25,2905.919,2907.8389,2908.2705,2908.3027,2908.3508,2908.6357,2910.3916
2013-10-27,2907.8528,2908.146,2908.248,2908.3655,2908.6436,2910.4312,2910.4517
2013-10-28,2908.2427,2908.2449,2908.3472,2908.5552,2910.439,2910.5352,2910.474
2013-10-29,2908.2627,2908.319,2908.552,2910.4714,2910.5974,2910.4292,2908.7046
2013-10-30,2908.3906,2908.6182,2910.4417,2910.4473,2910.3616,2908.5854,2910.4836
2013-10-31,2908.5774,2910.48,2910.424,2910.365,2908.6428,2910.3745,2925.5159
2013-11-01,2910.357,2910.4595,2910.5105,2908.662,2910.4194,2925.9114,2957.3015
2013-11-03,2910.424,2910.3936,2908.5496,2910.4062,2926.127,2957.3486,2962.9893
2013-11-04,2910.361,2908.5796,2910.5286,2926.5588,2957.9902,2962.9995,2976.2947
2013-11-05,2908.7004,2910.4475,2926.0876,2958.1948,2962.9243,2976.3643,2985.5605
2013-11-06,2910.4531,2925.579,2957.6724,2962.8782,2976.6702,2985.7378,2995.1257
2013-11-07,2926.5999,2957.1223,2962.927,2976.7302,2985.5737,2995.09,2997.7644
2013-11-08,2958.1208,2962.9653,2976.3555,2985.568,2995.065,2997.7844,3010.9207
2013-11-10,2963.0037,2975.9734,2985.6516,2995.1008,2997.7556,3011.0898,3015.02
2013-11-11,2976.441,2985.635,2995.104,2997.709,3010.9995,3015.0657,3015.573
