,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD
,0,1,2,3,4,5,6
2011-01-16,0.7577389,0.7612855,0.7640914,0.7600053,0.7582036,0.7625073,0.75470394
2011-01-17,0.7642472,0.76448697,0.76321757,0.7665936,0.7639656,0.7672025,0.7663182
2011-01-18,0.74733806,0.74764764,0.7521719,0.74999976,0.75507134,0.748609,0.7488924
2011-01-19,0.75749993,0.758306,0.7529194,0.75698805,0.7561405,0.7565521,0.755132
2011-01-20,0.7576618,0.7593657,0.75442743,0.75541943,0.7515596,0.7597893,0.7599862
2011-01-21,0.7570211,0.7547213,0.75937486,0.7549204,0.75758916,0.757018,0.76034534
2011-01-23,0.7482947,0.7599198,0.75045377,0.7488253,0.7507429,0.7515927,0.75168186
2011-01-24,0.7564564,0.7630941,0.75880456,0.75730586,0.75890887,0.7576369,0.7617426
2011-01-25,0.7585093,0.7568846,0.75611687,0.75879145,0.7510663,0.7562162,0.7543761
2011-01-26,0.75697255,0.7596816,0.75586325,0.7552924,0.76120806,0.7570541,0.7601087
2011-01-27,0.75760925,0.7548967,0.75665134,0.7566899,0.7591101,0.7571062,0.75712734
2011-01-28,0.7527101,0.7525029,0.7546201,0.75498277,0.75485486,0.75628614,0.7561825
2011-01-30,0.7509239,0.7480168,0.75452334,0.7571723,0.7545738,0.74803954,0.74817324
2011-01-31,0.75909066,0.75733817,0.7628518,0.7613933,0.7628319,0.7637076,0.7669693
2011-02-01,0.7588631,0.7590988,0.75960183,0.7591046,0.7605231,0.7606467,0.7583921
2011-02-02,0.75787383,0.7622077,0.76097554,0.76203287,0.7650221,0.76409453,0.7630138
2011-02-03,0.7620076,0.76023006,0.7650734,0.76415026,0.76192397,0.7637818,0.76584274
2011-02-04,0.7596116,0.7603434,0.7629646,0.76186275,0.7606316,0.7618843,0.7613872
2011-02-06,0.7595897,0.7619219,0.76262295,0.7600336,0.75886965,0.7602857,0.7585257
2011-02-07,0.7573477,0.76018393,0.75710934,0.7604907,0.75771546,0.7581718,0.7585709
2011-02-08,0.7639396,0.76323617,0.76328695,0.7623074,0.76254565,0.7635121,0.76492286
2011-02-09,0.761942,0.7656861,0.76600957,0.7653418,0.7632521,0.763074,0.76503676
2011-02-10,0.76142985,0.762751,0.7599589,0.7648772,0.759982,0.7582732,0.7555111
2011-02-11,0.7649512,0.7604189,0.76247954,0.7638796,0.757033,0.7608373,0.76171947
2011-02-13,0.76047266,0.76048386,0.76188046,0.7601545,0.7567102,0.75764185,0.75457
2011-02-14,0.75936043,0.7609602,0.7595773,0.75881433,0.7598303,0.75770164,0.75758195
2011-02-15,0.76070917,0.7589378,0.75667876,0.75997984,0.7549362,0.7572228,0.75661945
2011-02-16,0.75770783,0.7563087,0.7575934,0.757888,0.7553901,0.7573809,0.7555105
2011-02-17,0.76364815,0.7639326,0.7624868,0.76351756,0.76035917,0.7611944,0.7636233
2011-02-18,0.759341,0.7600015,0.76080555,0.7596158,0.7567578,0.7600304,0.7544592
2011-02-20,0.7569302,0.75738525,0.75991535,0.76053625,0.758891,0.7624591,0.76087034
2011-02-21,0.76180696,0.763651,0.7590609,0.76190275,0.76330453,0.76232207,0.76386076
2011-02-22,0.76162946,0.76618505,0.7620435,0.7592325,0.76478106,0.7637942,0.7560402
2011-02-23,0.75753295,0.75519204,0.7557207,0.757126,0.75766975,0.74962556,0.7522865
2011-02-24,0.7568778,0.75850034,0.7568052,0.7592566,0.7553842,0.7511203,0.7533367
2011-02-25,0.75915927,0.75985277,0.7574878,0.7584989,0.75957996,0.7558969,0.75623
2011-02-27,0.76266664,0.7596042,0.75707793,0.7570539,0.75834167,0.75430346,0.75215405
2011-02-28,0.76114106,0.7576412,0.75694805,0.7531872,0.75211287,0.75645685,0.75629485
2011-03-01,0.7576624,0.7558311,0.75698864,0.75387514,0.7499983,0.7484045,0.7503332
2011-03-02,0.7566738,0.758109,0.7540678,0.7546165,0.75800496,0.7524876,0.75284564
2011-03-03,0.7565274,0.7540202,0.75496006,0.749751,0.7500936,0.75076795,0.7482417
2011-03-04,0.7524816,0.7514053,0.75325453,0.75013214,0.748959,0.7464376,0.74551547
2011-03-06,0.75326216,0.75287104,0.7495641,0.75230294,0.7493626,0.7469568,0.74976325
2011-03-07,0.75106895,0.7522001,0.75146264,0.75093174,0.7477533,0.7481084,0.7476148
2011-03-08,0.752619,0.7489166,0.74962175,0.7474811,0.7452932,0.74787384,0.74236417
2011-03-09,0.75102854,0.74814546,0.7488293,0.7459483,0.7453678,0.74508125,0.7423519
2011-03-10,0.7483016,0.745733,0.7469159,0.7415974,0.7430921,0.73804146,0.73879886
2011-03-11,0.7511153,0.7464687,0.7435602,0.7448296,0.742214,0.7378045,0.74274814
2011-03-13,0.7475029,0.74592125,0.74398565,0.7406931,0.74134505,0.73815227,0.7384723
2011-03-14,0.7462925,0.7471705,0.741509,0.744207,0.7377511,0.7396398,0.7359686
2011-03-15,0.746382,0.74364924,0.7406935,0.7379872,0.736282,0.7367182,0.7324644
2011-03-16,0.74216306,0.74319124,0.7364805,0.7341525,0.7340802,0.73279285,0.73143935
2011-03-17,0.74077404,0.7352909,0.7386861,0.7355275,0.73703754,0.7331457,0.7272548
2011-03-18,0.7363596,0.73262006,0.73872113,0.7357394,0.7341027,0.7277174,0.72784376
2011-03-20,0.7364987,0.7304223,0.7374246,0.731208,0.7273687,0.7296593,0.7291688
2011-03-21,0.737887,0.73807895,0.7351634,0.73088527,0.7300751,0.72983944,0.73076975
2011-03-22,0.7352993,0.7343446,0.72364783,0.751944,0.7431123,0.7303169,0.73529595
2011-03-23,0.73380125,0.72677463,0.7289063,0.7244646,0.72800815,0.7277696,0.72381365
2011-03-24,0.7274388,0.72859466,0.72759795,0.7264687,0.7264521,0.72700834,0.728943
2011-03-25,0.72937644,0.72658944,0.72576785,0.72706836,0.7282127,0.726688,0.72878116
2011-03-27,0.72705156,0.72600734,0.7249311,0.72579277,0.72634864,0.7267435,0.72713965
2011-03-28,0.7270479,0.728343,0.7277665,0.7262713,0.7258365,0.72642756,0.7267481
2011-03-29,0.72745943,0.72697496,0.72761774,0.7265594,0.7295257,0.72886574,0.726482
2011-03-30,0.7262436,0.7242644,0.72611415,0.7290064,0.7283991,0.72532564,0.72576827
2011-03-31,0.7274138,0.7256806,0.7275706,0.72635245,0.72771865,0.72689545,0.7274131
2011-04-01,0.7282673,0.7242713,0.72632766,0.72678053,0.72628284,0.72727954,0.72478753
2011-04-03,0.72750604,0.72818685,0.7285087,0.72820467,0.7277867,0.72632074,0.7270232
2011-04-04,0.72804713,0.73128796,0.7242149,0.72815657,0.72341275,0.7253808,0.72941875
2011-04-05,0.726799,0.7285408,0.7278714,0.72797143,0.7277111,0.7284387,0.72676814
2011-04-06,0.72700334,0.7282301,0.72678685,0.7246991,0.7288046,0.7271282,0.72654843
2011-04-07,0.7248585,0.72932005,0.7267517,0.7284987,0.7289428,0.7259411,0.72842014
2011-04-08,0.72538865,0.727923,0.72936004,0.7298819,0.7283366,0.72624755,0.7323212
2011-04-10,0.7276852,0.7267269,0.7279257,0.72938395,0.7288959,0.7286832,0.73389786
2011-04-11,0.7276598,0.72469896,0.72768396,0.72783804,0.727893,0.7314625,0.73349154
2011-04-12,0.7361213,0.7341808,0.7363558,0.7281834,0.7252971,0.7427639,0.72218245
2011-04-13,0.7256421,0.72818404,0.72904396,0.7321987,0.7258606,0.7332859,0.7326743
2011-04-14,0.7266114,0.72839653,0.72871524,0.7349963,0.7338463,0.7374704,0.7387225
2011-04-15,0.7267214,0.7302643,0.7341045,0.73129916,0.7356703,0.7346393,0.73946285
2011-04-17,0.73167455,0.7301774,0.7341254,0.73279434,0.7342899,0.7367312,0.736367
2011-04-18,0.7288249,0.73300016,0.73542655,0.73738384,0.73615074,0.7337685,0.73398626
2011-04-19,0.73353827,0.73443615,0.73697513,0.73722726,0.7367054,0.73716193,0.73991126
2011-04-20,0.7311866,0.73366714,0.73528165,0.73255944,0.73866177,0.7381008,0.7446611
2011-04-21,0.7361772,0.73691225,0.73439634,0.73668057,0.7365346,0.7379152,0.7386905
2011-04-24,0.7376997,0.7328033,0.7408111,0.7398442,0.7389883,0.7384634,0.7428225
2011-04-25,0.73640686,0.7418855,0.7407865,0.74099314,0.74206525,0.7421034,0.74690557
2011-04-26,0.74017465,0.7432797,0.74503493,0.74180233,0.7449273,0.7472785,0.7460157
2011-04-27,0.74834675,0.7411314,0.74186236,0.74112713,0.744254,0.74727386,0.7520088
2011-04-28,0.7436658,0.74315226,0.7523294,0.74610794,0.7497026,0.7504705,0.7489884
2011-04-29,0.7385646,0.743839,0.74566066,0.74716306,0.74966764,0.74574226,0.75087905
2011-05-01,0.74295586,0.7521335,0.7460382,0.7499896,0.74677885,0.75180507,0.7494335
2011-05-02,0.7512528,0.75333893,0.7519047,0.75534093,0.7538222,0.7569124,0.7613284
2011-05-03,0.7450722,0.74497414,0.74834514,0.7527219,0.75406736,0.75541306,0.75618124
2011-05-04,0.7485753,0.7471868,0.75326484,0.7557275,0.7562049,0.75859785,0.7583329
2011-05-05,0.7497041,0.75455403,0.7557471,0.7618432,0.75983846,0.7595656,0.75707453
2011-05-06,0.75410664,0.7562084,0.7556394,0.7492546,0.7602432,0.7592523,0.76058245
2011-05-08,0.753469,0.7554176,0.75443304,0.75033915,0.74992585,0.7573184,0.75861645
2011-05-09,0.7555483,0.7511068,0.7559563,0.75964046,0.75920796,0.7602823,0.7631976
2011-05-10,0.7577294,0.75566006,0.7564845,0.7589661,0.7563637,0.7584537,0.76029956
2011-05-11,0.7634512,0.7659131,0.75669503,0.7563124,0.7636714,0.7609533,0.7634718
2011-05-12,0.7513044,0.7616689,0.7594936,0.75513685,0.75953984,0.7575327,0.75867635
2011-05-13,0.76666605,0.7612326,0.7582586,0.76334924,0.76562214,0.76299024,0.7635863
2011-05-15,0.7555849,0.7575338,0.75877666,0.7569511,0.7577809,0.75599605,0.7593016
2011-05-16,0.76020336,0.7647307,0.7600162,0.76103145,0.7598926,0.76188254,0.76260066
2011-05-17,0.7623924,0.7617933,0.7561915,0.75976074,0.75864565,0.75838804,0.7587999
2011-05-18,0.7609168,0.7570367,0.7645758,0.76193976,0.7637442,0.7589168,0.76603025
2011-05-19,0.762296,0.75975305,0.76132,0.76028705,0.7609978,0.7614039,0.76338434
2011-05-20,0.763816,0.7655517,0.7667187,0.76588905,0.76411194,0.7658562,0.7659364
2011-05-22,0.75925934,0.7645,0.76199245,0.76199174,0.7618906,0.7626331,0.76194745
2011-05-23,0.76173055,0.7618234,0.76138747,0.76152515,0.7623812,0.7627957,0.7630293
2011-05-24,0.76248884,0.7604891,0.76481664,0.76167023,0.7623673,0.7637249,0.7632884
2011-05-25,0.76315093,0.762184,0.7598765,0.76266307,0.7640419,0.76418316,0.7628738
2011-05-26,0.7655109,0.7625536,0.76515484,0.7645066,0.76416427,0.7625674,0.763664
2011-05-27,0.76616013,0.76400125,0.7646512,0.7639425,0.76465905,0.76542175,0.7653437
2011-05-29,0.76279837,0.76223624,0.7655554,0.76357937,0.7661844,0.7647821,0.7621511
2011-05-30,0.7630408,0.7628052,0.7640878,0.7637254,0.7633419,0.7641072,0.7638605
2011-05-31,0.7636584,0.7616886,0.76320004,0.7643045,0.7653955,0.7629549,0.7634161
2011-06-01,0.76396537,0.7644694,0.764688,0.7654164,0.76556426,0.7659528,0.768926
2011-06-02,0.76380324,0.7640169,0.76458496,0.76515925,0.7654785,0.7663746,0.7650205
2011-06-03,0.7645781,0.7648644,0.7658869,0.76523685,0.7656908,0.7679598,0.7665257
2011-06-05,0.7638484,0.7642806,0.7629823,0.7645316,0.7702967,0.76926994,0.7678496
2011-06-06,0.7638327,0.76440966,0.76504993,0.7638264,0.7648056,0.7662585,0.77087855
2011-06-07,0.76485825,0.76340234,0.7673991,0.76615,0.76559865,0.77026796,0.7709152
2011-06-08,0.7685315,0.76603997,0.76832163,0.7677126,0.77171093,0.7710418,0.77617216
2011-06-09,0.7656467,0.7685847,0.7710576,0.77024794,0.77241266,0.7761432,0.77881783
2011-06-10,0.7644521,0.7659724,0.77007645,0.7711625,0.77183473,0.77830875,0.77937895
2011-06-12,0.76580155,0.771649,0.77035964,0.77256334,0.7788671,0.77913296,0.7888003
2011-06-13,0.77007586,0.7719306,0.77149355,0.7786814,0.77973235,0.788792,0.788558
2011-06-14,0.77216846,0.7731678,0.77804345,0.7785452,0.78759015,0.78933305,0.7917156
2011-06-15,0.7718227,0.77738404,0.7807862,0.7881355,0.7898946,0.7904687,0.79201424
2011-06-16,0.77926373,0.7791626,0.7890117,0.79031694,0.79277134,0.7935492,0.7925523
2011-06-17,0.7820294,0.7898972,0.78842497,0.7933235,0.79340756,0.79175377,0.7941592
2011-06-19,0.784068,0.79055315,0.79220784,0.7896726,0.79153347,0.7927351,0.79241997
2011-06-20,0.7885456,0.7912713,0.7917359,0.7912631,0.79147375,0.7945198,0.79248714
2011-06-21,0.7924888,0.78942764,0.7922703,0.79438937,0.79141116,0.79277784,0.7948231
2011-06-22,0.79090434,0.795094,0.79315305,0.7942407,0.7948197,0.79591453,0.79397035
2011-06-23,0.7921935,0.792205,0.7918032,0.79197985,0.79180646,0.7933307,0.7944498
2011-06-24,0.794099,0.79193413,0.7960672,0.7878307,0.7920828,0.7929164,0.79114234
2011-06-26,0.79393387,0.7950357,0.7945486,0.79475284,0.7932446,0.7941886,0.7983122
2011-06-27,0.794652,0.7966007,0.79655284,0.79410505,0.79636717,0.7974137,0.79620206
2011-06-28,0.7953628,0.79906166,0.7960081,0.7950424,0.796698,0.79910594,0.7975724
2011-06-29,0.79558194,0.7975906,0.79645526,0.7953872,0.7963607,0.79730886,0.79741323
2011-06-30,0.7975731,0.7959467,0.79589224,0.7968606,0.79757506,0.7973075,0.79848814
2011-07-01,0.7957503,0.79435146,0.79408777,0.79246604,0.7981708,0.7950188,0.79720825
2011-07-03,0.7964069,0.79583186,0.7924228,0.7987734,0.7975133,0.79794973,0.7979803
2011-07-04,0.7995155,0.8008225,0.7988272,0.8008084,0.8008398,0.79977536,0.80103254
2011-07-05,0.7947092,0.792521,0.79495907,0.7971282,0.7947266,0.79682606,0.7953429
2011-07-06,0.7970629,0.79689,0.7959383,0.79674864,0.7976355,0.7958873,0.79727197
2011-07-07,0.79633355,0.7985946,0.7953228,0.7975589,0.7977259,0.7965508,0.79784334
2011-07-08,0.7957432,0.7966907,0.79798734,0.7962277,0.7964475,0.7953186,0.7987758
2011-07-10,0.79569125,0.79594046,0.7956132,0.7967416,0.79550064,0.79529405,0.79555583
2011-07-11,0.79581106,0.79734,0.79562443,0.7974161,0.7951579,0.7956767,0.795676
2011-07-12,0.7968625,0.79615414,0.7965642,0.7952573,0.7972729,0.7958805,0.79732764
2011-07-13,0.79678744,0.79637325,0.79418707,0.79592055,0.7962408,0.79642355,0.7965963
2011-07-14,0.7960353,0.7972219,0.79678226,0.79797566,0.79824126,0.7965367,0.79853666
2011-07-15,0.796994,0.79697573,0.79536796,0.797655,0.7964298,0.79768085,0.7976352
2011-07-17,0.79816604,0.79618716,0.79717004,0.79404116,0.7972722,0.79831696,0.79774666
2011-07-18,0.7953894,0.79513824,0.7966488,0.797441,0.7950487,0.7949412,0.7973387
2011-07-19,0.8018364,0.8009988,0.7980987,0.79983366,0.79614747,0.7978028,0.79965556
2011-07-20,0.79582024,0.7964615,0.79743254,0.7964791,0.79437023,0.79560405,0.7966149
2011-07-21,0.7988348,0.7973889,0.7979183,0.7970122,0.7975929,0.7963034,0.79680705
2011-07-22,0.79640305,0.7953541,0.7958374,0.796768,0.7957491,0.7955063,0.7975951
2011-07-24,0.79719114,0.7980002,0.7980691,0.79742575,0.7975209,0.7972706,0.798406
2011-07-25,0.79659605,0.7978933,0.79746723,0.79711425,0.7976577,0.7985771,0.8008285
2011-07-26,0.7973795,0.7965982,0.79736793,0.79781425,0.79802823,0.79828084,0.80199707
2011-07-27,0.7977712,0.79838014,0.7987959,0.79965615,0.800149,0.8008071,0.80220664
2011-07-28,0.7992563,0.79753304,0.79963636,0.8016275,0.8003775,0.7992085,0.8007758
2011-07-29,0.7997269,0.7979648,0.7977723,0.8007932,0.8022908,0.804284,0.8028934
2011-07-31,0.8003373,0.7996012,0.80117106,0.7999531,0.80369735,0.8034049,0.8036828
2011-08-01,0.7996995,0.8012824,0.80090827,0.8023033,0.8036885,0.8062258,0.8074219
2011-08-02,0.8012455,0.7997538,0.8009263,0.80376244,0.8070632,0.80574656,0.80872655
2011-08-03,0.80190575,0.80250233,0.8027701,0.80685693,0.8071586,0.80771744,0.8090228
2011-08-04,0.8023782,0.80585265,0.80702806,0.8074874,0.80855376,0.80912423,0.81154776
2011-08-05,0.8034872,0.8064413,0.80674034,0.8087213,0.80810565,0.8096541,0.8108805
2011-08-07,0.80668783,0.8090171,0.80853516,0.8093599,0.81103444,0.81150264,0.8121985
2011-08-08,0.80818975,0.80821824,0.8097005,0.81051505,0.8110262,0.81106544,0.81254697
2011-08-09,0.80879277,0.8108485,0.81081164,0.81020075,0.81354284,0.8146007,0.81438494
2011-08-10,0.8083043,0.8100328,0.8120319,0.81172955,0.8116387,0.8119559,0.8125716
2011-08-11,0.8096203,0.8114874,0.8126538,0.81158555,0.8142668,0.8154147,0.81624603
2011-08-12,0.81269455,0.8127066,0.81320345,0.81377685,0.8146152,0.8180319,0.8186989
2011-08-14,0.81253767,0.8115594,0.8128139,0.8136219,0.8132071,0.81540996,0.8142661
2011-08-15,0.80893135,0.80873746,0.8141885,0.8114728,0.81580853,0.8158667,0.81625676
2011-08-16,0.8144524,0.8167062,0.817416,0.8181913,0.8173027,0.8179778,0.81691813
2011-08-17,0.8145578,0.81734043,0.81693876,0.8172074,0.8155043,0.8183772,0.817708
2011-08-18,0.8167546,0.8177333,0.8176453,0.81725836,0.81874955,0.81892765,0.817314
2011-08-19,0.8176301,0.8169751,0.8188725,0.8191458,0.81588507,0.8186333,0.8186327
2011-08-21,0.8128269,0.81543267,0.8143189,0.81483644,0.8160237,0.8160886,0.813802
2011-08-22,0.81786656,0.8197973,0.81946963,0.81945634,0.8201655,0.8195536,0.8211738
2011-08-23,0.81854665,0.8195386,0.8193584,0.81738627,0.8189971,0.8230657,0.82161057
2011-08-24,0.8203126,0.8184136,0.8205594,0.818272,0.82268894,0.8209448,0.8190827
2011-08-25,0.81673336,0.8190362,0.8189527,0.81994355,0.8195505,0.82188547,0.8199707
2011-08-26,0.8170327,0.8157707,0.8131887,0.8201469,0.82084644,0.8211472,0.81838787
2011-08-28,0.82058513,0.81659454,0.81917655,0.81648636,0.8182049,0.8181318,0.8193586
2011-08-29,0.81998795,0.81235147,0.8147986,0.81600904,0.8211379,0.816555,0.8187473
2011-08-30,0.815624,0.81982875,0.81692874,0.82015836,0.8185992,0.82217216,0.8217392
2011-08-31,0.819131,0.8198806,0.8189504,0.8240328,0.8214518,0.82541275,0.82131183
2011-09-01,0.81921995,0.82020533,0.8187695,0.8200633,0.82094145,0.8236033,0.8200681
2011-09-02,0.823323,0.82419,0.8240253,0.8182103,0.8216504,0.82190794,0.8245243
2011-09-04,0.8241929,0.82240987,0.8246018,0.8228067,0.8268361,0.8242097,0.82532394
2011-09-05,0.8234549,0.8204856,0.82259834,0.82218,0.82234395,0.82236385,0.82624125
2011-09-06,0.8210324,0.8196919,0.82007796,0.82060957,0.82333755,0.8192682,0.82292324
2011-09-07,0.81958944,0.81905735,0.8206877,0.82277787,0.8198341,0.8210046,0.81780994
2011-09-08,0.82441115,0.8221554,0.82185423,0.8225898,0.8234031,0.8196893,0.8211412
2011-09-09,0.8236486,0.82199645,0.8207216,0.820546,0.82225746,0.8222077,0.8219329
2011-09-11,0.82268655,0.8202772,0.8231606,0.8166235,0.8189086,0.8209536,0.816996
2011-09-12,0.820223,0.8208896,0.8227503,0.82234466,0.81901443,0.82135,0.81748706
2011-09-13,0.82029486,0.8237088,0.8202649,0.8203311,0.8215762,0.8190111,0.82080346
2011-09-14,0.81833076,0.8180605,0.8181602,0.81791294,0.816349,0.8167176,0.81717217
2011-09-15,0.8201798,0.82148767,0.81892073,0.81887794,0.81797874,0.8187976,0.8185061
2011-09-16,0.8219204,0.82120985,0.8215395,0.82153904,0.8196924,0.8215124,0.818928
2011-09-18,0.8185613,0.81743455,0.8156781,0.8159659,0.81467825,0.8156657,0.81602216
2011-09-19,0.81830084,0.81982636,0.81993526,0.81924105,0.8161533,0.81818825,0.8197658
2011-09-20,0.82015383,0.8201486,0.81897527,0.81911623,0.817999,0.82079685,0.81954885
2011-09-21,0.81690705,0.8181471,0.8161185,0.815892,0.8177266,0.8145697,0.81563383
2011-09-22,0.8190062,0.8213457,0.819968,0.82048106,0.81692123,0.81985104,0.8208101
2011-09-23,0.8184215,0.81818527,0.818436,0.8192105,0.8174794,0.8183749,0.8186611
2011-09-25,0.8182539,0.8153185,0.8172269,0.8178158,0.8197472,0.81315684,0.81421864
2011-09-26,0.81846404,0.81766546,0.8162978,0.8185259,0.8158769,0.8160561,0.8147875
2011-09-27,0.81635654,0.8167011,0.8152622,0.8163074,0.81710076,0.8158221,0.81411934
2011-09-28,0.8178492,0.81520665,0.818568,0.81384945,0.81467754,0.8167425,0.81640923
2011-09-29,0.8168656,0.819597,0.8173524,0.8160308,0.81627274,0.8166316,0.81850517
2011-09-30,0.81514317,0.8148055,0.8165105,0.81777716,0.81715846,0.8145191,0.8156781
2011-10-02,0.81494635,0.8162025,0.81676304,0.8170372,0.8154457,0.81539845,0.8150314
2011-10-03,0.8162668,0.8147642,0.8150151,0.8153093,0.8143097,0.8158697,0.811955
2011-10-04,0.81433934,0.8138426,0.813748,0.81490076,0.8142342,0.81348664,0.8103477
2011-10-05,0.8177577,0.8147478,0.81230044,0.8135731,0.8112483,0.81143546,0.81009376
2011-10-06,0.8161925,0.81492615,0.8150717,0.81202066,0.81264096,0.8106586,0.81033504
2011-10-07,0.8162368,0.8149667,0.81145334,0.8114361,0.81100196,0.81142217,0.8118063
2011-10-09,0.8130164,0.813731,0.81381476,0.8134503,0.8109993,0.81084317,0.8116039
2011-10-10,0.8129023,0.8086219,0.8111307,0.8105065,0.8110783,0.8103189,0.8083489
2011-10-11,0.8108553,0.81162834,0.81144977,0.8101032,0.8091351,0.80939424,0.80902267
2011-10-12,0.8113718,0.8104326,0.8102896,0.8099262,0.81096035,0.8085249,0.8082304
2011-10-13,0.8120596,0.80936396,0.8088417,0.80861413,0.81056976,0.8087813,0.80803096
2011-10-14,0.8106092,0.80793476,0.8081336,0.8076401,0.808257,0.80992234,0.80635226
2011-10-16,0.81120306,0.80508816,0.81033206,0.8073075,0.8089608,0.80729127,0.8063742
2011-10-17,0.8119966,0.8089967,0.80964863,0.8068305,0.8050799,0.80391395,0.8045758
2011-10-18,0.80916524,0.80998635,0.8073733,0.8064077,0.8068351,0.8062204,0.80632627
2011-10-19,0.80826294,0.8084079,0.80768573,0.8088795,0.8053553,0.8031508,0.8075334
2011-10-20,0.80852216,0.80943775,0.80875367,0.81031907,0.8115496,0.80844647,0.80979
2011-10-21,0.80055165,0.8075925,0.8037371,0.80583537,0.80279124,0.8048897,0.8043649
2011-10-23,0.80473244,0.8087866,0.80541694,0.8075279,0.8063464,0.804698,0.804041
2011-10-24,0.804657,0.8085476,0.8054985,0.8047818,0.80622077,0.8095019,0.8041539
2011-10-25,0.8042689,0.80391014,0.8037667,0.80525684,0.8038455,0.80688655,0.8055054
2011-10-26,0.8019568,0.8045987,0.8046491,0.80719316,0.8066641,0.8055758,0.81068915
2011-10-27,0.8054382,0.8043726,0.8056435,0.8022512,0.8061284,0.80291486,0.8054967
2011-10-28,0.8046809,0.80760276,0.8036519,0.80569446,0.80786467,0.80844104,0.80397487
2011-10-30,0.8052028,0.80822,0.80759966,0.80717146,0.80715114,0.8062725,0.80482644
2011-10-31,0.80767375,0.8067872,0.80704486,0.8057415,0.80613583,0.8035647,0.8048047
2011-11-01,0.80691445,0.8051964,0.8060282,0.80553186,0.8045088,0.8037189,0.805545
2011-11-02,0.8054845,0.8051488,0.8050777,0.8047209,0.80416524,0.80484915,0.8068826
2011-11-03,0.8034245,0.80454445,0.803965,0.80356777,0.80510914,0.8040201,0.8019225
2011-11-04,0.8079845,0.8052508,0.803781,0.80444425,0.80409783,0.8033968,0.8077049
2011-11-06,0.8031477,0.80536914,0.8019138,0.8050271,0.8005615,0.80387515,0.8027903
2011-11-07,0.8050895,0.80531603,0.8059724,0.80665934,0.8071501,0.8057512,0.80319226
2011-11-08,0.8053647,0.80505085,0.8056737,0.8053531,0.8058471,0.80458796,0.80737484
2011-11-09,0.8085501,0.80499065,0.8054023,0.8066543,0.8066932,0.8072375,0.80495405
2011-11-10,0.80563676,0.80446255,0.8060266,0.80488926,0.8044337,0.8038735,0.8032712
2011-11-11,0.8054751,0.80530465,0.80727094,0.80650485,0.8037535,0.80557996,0.80424154
2011-11-13,0.80648404,0.80671966,0.80520356,0.8073274,0.8057456,0.80410695,0.80434585
2011-11-14,0.8010807,0.8055819,0.80480385,0.80597174,0.80447876,0.80067915,0.8046834
2011-11-15,0.8085385,0.8074596,0.8051888,0.8082366,0.80561066,0.8044641,0.8047779
2011-11-16,0.80597013,0.80576015,0.8069955,0.8046013,0.80785036,0.80600345,0.8060419
2011-11-17,0.80732226,0.8072153,0.8065942,0.8052268,0.807245,0.8056617,0.805303
2011-11-18,0.80468935,0.8077352,0.8074879,0.80537677,0.808158,0.80582595,0.80799663
2011-11-20,0.8096995,0.80789304,0.8087203,0.80797267,0.80930007,0.8086916,0.80741
2011-11-21,0.80644643,0.80448073,0.8046248,0.8073076,0.8066943,0.8063047,0.8058336
2011-11-22,0.80601954,0.8052439,0.80613005,0.80484855,0.80451465,0.8055946,0.80397725
2011-11-23,0.8048941,0.8059863,0.80583775,0.80721235,0.80421185,0.80295575,0.8035957
2011-11-24,0.8032284,0.8055182,0.80521953,0.8060459,0.803914,0.80161566,0.7983533
2011-11-25,0.8044266,0.8076957,0.8057157,0.80497885,0.8023977,0.80067223,0.80065995
2011-11-27,0.80610734,0.8036878,0.80290246,0.80182314,0.80037475,0.7984338,0.7979456
2011-11-28,0.8052308,0.8045632,0.8036177,0.8016567,0.7990731,0.79843175,0.7935645
2011-11-29,0.8041059,0.8031647,0.7990966,0.79949355,0.7984711,0.79356766,0.79300857
2011-11-30,0.80236346,0.79995054,0.79878473,0.7984671,0.7949256,0.7935104,0.794841
2011-12-01,0.79960465,0.79954946,0.79748714,0.7931328,0.7919353,0.79243857,0.7925119
2011-12-02,0.7975304,0.7966841,0.7929741,0.79289573,0.79313755,0.79320323,0.79150224
2011-12-04,0.79634273,0.79373634,0.7925113,0.79115856,0.7928853,0.79218113,0.79225856
2011-12-05,0.7937081,0.7927525,0.79295945,0.79255843,0.79170877,0.79096425,0.7910392
2011-12-06,0.79451394,0.7923547,0.7927782,0.7924113,0.7912146,0.7919903,0.79137295
2011-12-07,0.79266465,0.793525,0.7905978,0.79237723,0.79026353,0.7895608,0.7891885
2011-12-08,0.7950635,0.791489,0.7927441,0.79224515,0.7897482,0.78959346,0.78902704
2011-12-09,0.7930586,0.79271626,0.79020053,0.78980696,0.7903921,0.78903717,0.7899877
2011-12-11,0.79117745,0.79048187,0.7912468,0.7893845,0.78755033,0.78870964,0.7882495
2011-12-12,0.7893424,0.78797114,0.7882247,0.78640497,0.78444874,0.7858832,0.78581935
2011-12-13,0.78952944,0.7891069,0.78906167,0.78840274,0.78846276,0.7888731,0.78569883
2011-12-14,0.7895245,0.78724456,0.78671384,0.7878556,0.7841246,0.7854824,0.787662
2011-12-15,0.7870826,0.7856978,0.785972,0.7882053,0.7855423,0.7835145,0.7861211
