,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD
2013-11-21,3357.0615,3358.4907,3367.3848,3372.9246,3373.26,3374.3914,3376.1316
2013-11-22,3358.5168,3367.6877,3372.92,3373.2725,3374.483,3376.1836,3376.265
2013-11-24,3367.512,3372.9697,3373.2388,3374.45,3376.1975,3376.2356,3376.9846
2013-11-25,3372.8884,3373.2422,3374.45,3376.1375,3376.266,3376.9778,3377.283
2013-11-26,3373.2214,3374.4697,3376.1277,3376.2446,3377.013,3377.2812,3377.8315
2013-11-27,3374.4424,3376.168,3376.2437,3377.0298,3377.3215,3377.8428,3382.0933
2013-11-28,3376.1504,3376.2202,3376.9854,3377.3496,3377.8838,3382.125,3382.26
2013-11-29,3376.226,3377.028,3377.37,3377.835,3382.111,3382.251,3382.632
2013-12-01,3377.0442,3377.2996,3377.838,3382.1143,3382.2334,3382.6328,3383.1462
2013-12-02,3377.299,3377.8276,3382.0967,3382.2495,3382.608,3383.0974,3385.1917
2013-12-03,3377.8652,3382.053,3382.2163,3382.6538,3383.0935,3385.21,3386.6196
2013-12-04,3382.1248,3382.2173,3382.6636,3383.1106,3385.2224,3386.6162,3396.7427
2013-12-05,3382.2358,3382.658,3383.1094,3385.1401,3386.6323,3396.7173,3405.7405
2013-12-06,3382.6318,3383.1216,3385.1494,3386.6365,3396.5994,3405.5137,3410.0068
2013-12-08,3383.076,3385.1606,3386.573,3396.6184,3405.58,3410.0674,3415.1265
2013-12-09,3385.158,3386.6096,3397.012,3405.5989,3410.1057,3415.146,3415.8674
2013-12-10,3386.5938,3396.5574,3405.5132,3410.19,3415.1199,3415.8423,3425.9114
2013-12-11,3397.049,3405.566,3410.1338,3415.2312,3415.8374,3425.8696,3430.937
2013-12-12,3405.5298,3410.1025,3415.0605,3415.8848,3426.1877,3430.9536,3439.7832
2013-12-13,3410.0027,3415.0908,3415.841,3426.0037,3430.9333,3439.7004,3449.176
2013-12-15,3415.1426,3415.838,3426.2593,3430.97,3439.8079,3449.0632,3460.7144
2013-12-16,3415.8728,3425.914,3430.8574,3439.5645,3449.2273,3460.6646,3466.4053
2013-12-17,3425.9604,3430.913,3439.802,3448.8738,3460.7993,3466.3225,3468.008
2013-12-18,3430.8657,3439.6157,3449.1575,3460.7852,3466.454,3468.0098,3470.5215
2013-12-19,3439.607,3448.9424,3460.8516,3466.33,3468.0442,3470.4622,3471.3647
2013-12-20,3448.8928,3460.787,3466.4177,3467.9656,3470.562,3471.3313,3478.4985
2013-12-22,3460.6099,3466.333,3467.9932,3470.5278,3471.404,3478.3103,3478.9263
2013-12-23,3466.3745,3468.0293,3470.5884,3471.3958,3478.6055,3478.9282,3480.373
2013-12-24,3468.04,3470.5435,3471.395,3478.396,3478.9731,3480.4368,3480.8606
2013-12-26,3470.5369,3471.3606,3478.3657,3478.9458,3480.4216,3480.843,3481.4817
2013-12-27,3471.3845,3478.4583,3478.9539,3480.3367,3480.8213,3481.4612,3485.7964
2013-12-29,3478.4263,3478.8923,3480.417,3480.8103,3481.4307,3485.7466,3489.0056
2013-12-30,3478.9534,3480.4163,3480.8716,3481.4648,3485.742,3488.918,3493.189
2013-12-31,3480.4312,3480.8533,3481.472,3485.8093,3488.9683,3493.1426,3493.3618
2014-01-01,3480.8667,3481.4436,3485.7803,3488.9985,3493.124,3493.333,3496.1084
2014-01-02,3481.4834,3485.7375,3489.0208,3493.1597,3493.3223,3496.1372,3501.016
2014-01-03,3485.7478,3489.04,3493.1917,3493.3708,3496.045,3501.0234,3511.312
2014-01-05,3489.042,3493.1826,3493.3328,3496.0327,3501.0083,3511.382,3514.1748
2014-01-06,3493.1936,3493.366,3496.0771,3501.1287,3511.3538,3514.1404,3515.81
2014-01-07,3493.2815,3496.1418,3500.9678,3511.3716,3514.1338,3515.8167,3517.918
2014-01-08,3496.0974,3501.006,3511.443,3514.088,3515.7854,3517.9004,3524.9194
2014-01-09,3501.117,3511.4792,3514.0205,3515.8145,3517.903,3524.7485,3534.0186
2014-01-10,3511.4258,3514.1296,3515.8015,3517.896,3524.911,3534.1748,3537.669
2014-01-12,3514.1072,3515.834,3517.9014,3524.9395,3534.2458,3537.6882,3539.9072
2014-01-13,3515.8174,3517.9473,3525.0413,3534.1082,3537.7205,3539.96,3542.3145
2014-01-14,3517.9612,3525.034,3534.2686,3537.779,3539.9778,3542.274,3547.0012
2014-01-15,3524.8635,3534.263,3537.7498,3539.9597,3542.314,3547.0066,3549.2822
2014-01-16,3534.0525,3537.666,3539.9148,3542.368,3546.9814,3549.2454,3553.2744
2014-01-17,3537.6926,3539.885,3542.371,3546.998,3549.291,3553.2324,3556.08
2014-01-19,3539.9172,3542.3176,3547.002,3549.2627,3553.1777,3556.0574,3556.9412
2014-01-20,3542.3223,3546.9126,3549.2664,3553.2285,3556.0786,3556.9138,3557.7632
2014-01-21,3547.0083,3549.2952,3553.2327,3556.0974,3556.8586,3557.7927,3557.8198
2014-01-22,3549.232,3553.2583,3556.1013,3556.8403,3557.783,3557.851,3557.8318
2014-01-23,3553.2993,3556.0583,3556.887,3557.773,3557.802,3557.7302,3557.7744
2014-01-24,3556.0664,3556.8562,3557.8267,3557.8008,3557.783,3557.7637,3557.7632
2014-01-26,3556.9248,3557.814,3557.7915,3557.7686,3557.8027,3557.7913,3557.8213
2014-01-27,3557.8237,3557.8328,3557.7974,3557.78,3557.783,3557.798,3557.8323
2014-01-28,3557.722,3557.7947,3557.7917,3557.7808,3557.8027,3557.7927,3557.7737
2014-01-29,3557.8354,3557.8335,3557.794,3557.7908,3557.783,3557.7644,3557.7622
2014-01-30,3557.748,3557.8022,3557.799,3557.793,3557.8027,3557.7922,3557.8206
2014-01-31,3557.7666,3557.772,3557.7925,3557.7935,3557.783,3557.8018,3556.8882
2014-02-02,3557.824,3557.7996,3557.801,3557.7993,3557.8027,3556.9229,3556.0142
2014-02-03,3557.721,3557.7761,3557.787,3557.7942,3556.8906,3556.087,3553.1863
2014-02-04,3557.8362,3557.7947,3557.791,3556.8752,3556.0854,3553.1685,3553.2964
2014-02-05,3557.7476,3557.8064,3556.8643,3556.0898,3553.2295,3553.1667,3553.206
2014-02-06,3557.7666,3556.853,3556.0781,3553.2537,3553.2388,3553.2327,3553.226
2014-02-07,3556.8716,3556.0552,3553.2256,3553.2395,3553.2744,3553.3198,3553.2842
2014-02-09,3556.0818,3553.2402,3553.2449,3553.257,3553.2346,3553.3215,3553.1787
2014-02-10,3553.2695,3553.268,3553.2266,3553.239,3553.2388,3553.2542,3553.2966
2014-02-11,3553.2488,3553.2195,3553.2449,3553.257,3553.2744,3553.168,3556.033
2014-02-12,3553.209,3553.2097,3553.2266,3553.239,3553.2346,3556.0444,3556.8533
2014-02-13,3553.2092,3553.2913,3553.2449,3553.257,3556.021,3556.8638,3557.796
2014-02-14,3553.2546,3553.2048,3553.2266,3556.0867,3556.8699,3557.784,3558.748
2014-02-16,3553.21,3553.208,3556.0999,3556.8923,3557.8232,3558.7266,3567.5913
2014-02-17,3553.2317,3556.1016,3556.925,3557.8005,3558.7017,3567.9465,3579.642
2014-02-18,3556.054,3556.894,3557.8074,3558.7324,3567.8428,3578.7834,3582.6357
2014-02-19,3556.8958,3557.7988,3558.6826,3567.533,3578.641,3582.611,3589.1375
2014-02-20,3557.7878,3558.7112,3567.4646,3579.8608,3582.7202,3589.2285,3593.5188
2014-02-21,3558.7073,3567.4907,3580.0378,3582.6228,3589.0464,3593.6072,3596.1262
2014-02-23,3567.5015,3580.0789,3582.6445,3589.2112,3593.5764,3596.1306,3599.1714
2014-02-24,3579.7546,3582.6458,3589.1606,3593.5044,3596.1216,3599.144,3601.291
2014-02-25,3582.684,3589.148,3593.5247,3596.1572,3599.1504,3601.2996,3603.0125
2014-02-26,3589.05,3593.5737,3596.1155,3599.1533,3601.3086,3603.0347,3609.946
2014-02-27,3593.5425,3596.169,3599.0486,3601.2458,3603.027,3609.9482,3619.281
2014-02-28,3596.2173,3599.111,3601.354,3603.0889,3609.88,3619.0508,3620.3357
2014-03-02,3599.227,3601.316,3603.068,3610.0107,3618.7776,3620.2966,3630.6238
2014-03-03,3601.2349,3603.0513,3609.933,3618.7896,3620.3442,3630.516,3641.8088
2014-03-04,3603.0867,3609.9639,3618.7725,3620.319,3630.6548,3641.4075,3659.0835
2014-03-05,3609.9988,3619.0054,3620.404,3630.5952,3642.0215,3659.0654,3660.5166
2014-03-06,3619.0266,3620.3213,3630.4175,3641.6626,3659.157,3660.5322,3663.3635
2014-03-07,3620.3594,3630.4277,3641.3494,3659.0808,3660.4758,3663.3396,3663.4766
2014-03-09,3630.3486,3641.262,3659.0483,3660.5044,3663.429,3663.474,3664.1604
2014-03-10,3641.2268,3659.1152,3660.5051,3663.4001,3663.5596,3664.1792,3664.158
2014-03-11,3659.0117,3660.4705,3663.3308,3663.5261,3664.2175,3664.227,3664.1816
2014-03-12,3660.5344,3663.4119,3663.527,3664.147,3664.1587,3664.2039,3664.175
2014-03-13,3663.3784,3663.512,3664.2073,3664.1638,3664.1658,3664.1558,3665.0774
2014-03-14,3663.4683,3664.1948,3664.1614,3664.2175,3664.1724,3665.0103,3665.9502
2014-03-16,3664.0972,3664.1804,3664.191,3664.1204,3665.106,3665.9668,3670.728
2014-03-17,3664.1367,3664.1858,3664.1865,3665.0354,3665.9656,3670.6792,3676.7913
2014-03-18,3664.1597,3664.168,3665.0347,3665.9807,3670.7646,3676.808,3676.8647
2014-03-19,3664.208,3665.0623,3665.9956,3670.6355,3676.911,3676.8225,3676.8464
2014-03-20,3665.07,3665.9336,3670.6733,3676.8455,3676.833,3676.8389,3676.7903
2014-03-21,3665.9692,3670.6682,3676.8284,3676.8125,3676.8298,3676.8662,3676.8918
2014-03-23,3670.6768,3676.9033,3676.7937,3676.818,3676.8335,3676.8572,3676.7795
2014-03-24,3676.8564,3676.8572,3676.8364,3676.7986,3676.8188,3676.8281,3676.8662
2014-03-25,3676.842,3676.8127,3676.8364,3676.834,3676.811,3676.8335,3676.8472
2014-03-26,3676.8457,3676.8396,3676.8318,3676.8318,3676.8188,3676.82,3676.7903
2014-03-27,3676.8276,3676.8105,3676.8298,3676.8342,3676.8076,3676.8203,3676.8936
2014-03-28,3676.8018,3676.859,3676.7922,3676.819,3676.818,3676.8127,3676.7788
2014-03-30,3676.8103,3676.8123,3676.8215,3676.816,3676.8567,3676.861,3676.8672
2014-03-31,3676.823,3676.813,3676.819,3676.835,3676.7869,3676.8286,3676.848
2014-04-01,3676.856,3676.8384,3676.8525,3676.7996,3676.8247,3676.8066,3664.9587
2014-04-02,3676.8281,3676.858,3676.8477,3676.7856,3676.829,3665.4275,3665.0378
2014-04-03,3676.7974,3676.8132,3676.837,3676.8438,3665.046,3665.158,3663.4937
2014-04-04,3676.833,3676.8064,3676.7896,3665.6064,3665.0706,3663.5024,3656.0474
2014-04-06,3676.8474,3676.834,3665.0737,3665.1492,3663.532,3656.058,3654.0942
2014-04-07,3676.7957,3665.3245,3665.1272,3663.46,3656.057,3654.1394,3647.118
2014-04-08,3664.8296,3665.0479,3663.4766,3655.9675,3654.1716,3647.116,3645.968
2014-04-09,3665.0283,3663.5042,3656.072,3654.1445,3647.133,3645.9736,3641.0732
2014-04-10,3663.556,3655.9841,3654.0476,3647.1257,3645.9697,3641.1562,3629.355
2014-04-11,3655.9436,3654.1309,3647.1099,3645.9758,3641.1797,3629.296,3622.8906
2014-04-13,3654.0828,3647.2297,3645.9946,3641.1772,3629.0667,3623.0332,3620.4543
2014-04-14,3647.1404,3645.987,3641.0974,3628.9524,3622.9604,3620.493,3620.013
2014-04-15,3645.91,3641.136,3629.2822,3622.997,3620.4863,3620.0193,3608.7212
2014-04-16,3641.0994,3629.2424,3622.9917,3620.5312,3619.9302,3608.6736,3602.987
2014-04-17,3628.9192,3622.9885,3620.5076,3620.0051,3608.6572,3603.0347,3591.6
2014-04-20,3622.8765,3620.4675,3619.9104,3608.6013,3603.0828,3591.9417,3585.4343
2014-04-21,3620.5,3619.9595,3608.7205,3603.0361,3591.375,3585.2898,3577.9421
2014-04-22,3619.947,3608.559,3603.0842,3591.7144,3585.4434,3578.096,3576.2886
2014-04-23,3608.615,3603.0518,3591.1143,3585.3972,3578.0369,3576.3318,3570.5476
2014-04-24,3603.0913,3591.463,3585.3855,3578.0034,3576.3464,3570.6128,3570.1924
2014-04-25,3591.5,3585.4539,3578.0974,3576.2832,3570.5535,3570.17,3566.2085
2014-04-27,3585.3755,3578.0654,3576.309,3570.4678,3570.1943,3566.209,3566.1824
2014-04-28,3578.0278,3576.304,3570.497,3570.2197,3566.1963,3566.2043,3566.1736
2014-04-29,3576.3416,3570.5571,3570.232,3566.117,3566.1934,3566.1582,3566.1545
2014-04-30,3570.537,3570.2185,3566.2322,3566.1602,3566.209,3566.1812,3566.1968
2014-05-01,3570.1875,3566.2188,3566.1516,3566.1782,3566.1675,3566.192,3566.1978
2014-05-02,3566.1858,3566.213,3566.1777,3566.2114,3566.173,3566.1904,3562.1196
2014-05-04,3566.192,3566.1475,3566.2031,3566.1265,3566.1477,3562.0737,3559.2578
2014-05-05,3566.1895,3566.1758,3566.185,3566.1926,3562.002,3559.3284,3557.7117
2014-05-06,3566.1816,3566.148,3566.1765,3562.0334,3559.3447,3557.7554,3555.1697
2014-05-07,3566.1934,3566.2092,3561.994,3559.283,3557.741,3555.1199,3555.1064
2014-05-08,3566.165,3562.115,3559.3193,3557.7078,3555.1619,3555.1494,3555.1543
2014-05-09,3562.0774,3559.3208,3557.716,3555.079,3555.1577,3555.1562,3555.1565
2014-05-11,3559.3572,3557.7205,3555.0771,3555.0776,3555.1506,3555.1545,3555.124
2014-05-12,3557.7874,3555.1536,3555.0754,3555.144,3555.1895,3555.1328,3555.1238
2014-05-13,3555.149,3555.1462,3555.141,3555.2295,3555.1768,3555.1096,3555.1243
2014-05-14,3555.1904,3555.099,3555.227,3555.2314,3555.0784,3555.147,3555.1233
2014-05-15,3555.1672,3555.1482,3555.2292,3555.1655,3555.1653,3555.148,3557.7188
2014-05-16,3555.1663,3555.2214,3555.1626,3555.0793,3555.168,3557.7559,3559.3599
2014-05-18,3555.1614,3555.1843,3555.0754,3555.0767,3557.6963,3559.3643,3562.0862
2014-05-19,3555.1724,3555.182,3555.074,3557.7197,3559.3164,3562.0947,3562.3162
2014-05-20,3555.1497,3555.117,3557.6885,3559.328,3562.1094,3562.2622,3570.0261
2014-05-21,3555.1365,3557.774,3559.3398,3562.0874,3562.309,3569.9832,3574.7095
2014-05-22,3557.739,3559.3945,3562.0854,3562.2808,3570.048,3574.6892,3576.313
2014-05-23,3559.292,3562.1748,3562.3235,3570.081,3574.7102,3576.346,3576.471
2014-05-25,3562.0913,3562.3083,3570.1187,3574.7026,3576.3074,3576.4333,3578.5044
2014-05-26,3562.3047,3569.9634,3574.696,3576.3481,3576.4827,3578.504,3580.2698
2014-05-27,3569.9639,3574.7744,3576.3113,3576.4175,3578.501,3580.2295,3585.0535
2014-05-28,3574.7095,3576.2896,3576.448,3578.4949,3580.3032,3585.0215,3585.729
2014-05-29,3576.3535,3576.4766,3578.4475,3580.2637,3584.9214,3585.7207,3586.6257
2014-05-30,3576.432,3578.4878,3580.3206,3584.9407,3585.8025,3586.629,3586.7017
2014-06-02,3578.5078,3580.3137,3584.9744,3585.7607,3586.6206,3586.6982,3589.5583
2014-06-03,3580.2578,3584.97,3585.7305,3586.6792,3586.6804,3589.5352,3594.4558
2014-06-04,3584.9587,3585.715,3586.644,3586.6982,3589.5488,3594.4004,3603.7654
2014-06-05,3585.7378,3586.6643,3586.674,3589.5447,3594.4045,3603.443,3605.1182
2014-06-06,3586.6047,3586.6562,3589.5134,3594.351,3603.4778,3605.136,3611.9934
2014-06-08,3586.6565,3589.581,3594.4302,3603.3374,3605.1296,3612.103,3617.6804
2014-06-09,3589.5962,3594.406,3603.4067,3605.1292,3612.1213,3617.6416,3629.1711
2014-06-10,3594.422,3603.5864,3605.1296,3611.8586,3617.5527,3629.2373,3653.1516
2014-06-11,3603.3015,3605.1292,3611.9585,3617.7202,3629.1748,3653.0503,3669.2957
2014-06-12,3605.1252,3612.1323,3617.5706,3628.8884,3653.1167,3669.1023,3685.439
2014-06-13,3612.1313,3617.679,3629.3376,3652.8542,3669.2407,3685.4878,3695.531
2014-06-15,3617.6125,3629.196,3652.957,3669.0732,3685.4414,3695.2104,3712.3477
2014-06-16,3629.0996,3653.2903,3669.085,3685.5276,3695.4216,3712.209,3725.085
2014-06-17,3652.967,3669.419,3685.4958,3694.9924,3712.437,3725.0356,3725.4407
2014-06-18,3669.0479,3685.538,3695.2878,3712.1353,3725.1125,3725.4128,3726.5498
2014-06-19,3685.4622,3695.5625,3712.3137,3725.0952,3725.3962,3726.5825,3731.4775
2014-06-20,3695.1975,3712.686,3725.1248,3725.3713,3726.541,3731.338,3733.9685
2014-06-22,3712.2173,3725.0635,3725.3823,3726.5034,3731.434,3733.987,3743.4363
2014-06-23,3725.1135,3725.4053,3726.5781,3731.3633,3733.9673,3743.0593,3766.1284
2014-06-24,3725.3914,3726.5803,3731.375,3733.9084,3742.7817,3765.8186,3773.559
2014-06-25,3726.5166,3731.4001,3733.9617,3743.259,3765.8188,3773.582,3773.9375
2014-06-26,3731.3462,3733.9434,3743.2578,3765.8428,3773.6052,3773.9229,3782.7654
2014-06-27,3733.9048,3743.449,3765.8835,3773.5984,3773.8967,3782.527,3783.805
2014-06-29,3743.3154,3766.1711,3773.6404,3773.9224,3782.8157,3783.8044,3785.122
2014-06-30,3765.7944,3773.58,3773.9368,3782.718,3783.8445,3785.1252,3788.1082
2014-07-01,3773.5989,3773.9355,3782.6777,3783.8145,3785.0715,3788.1191,3792.1938
2014-07-02,3773.9321,3782.7363,3783.775,3785.0808,3788.1086,3792.2212,3792.7065
2014-07-03,3782.7607,3783.7922,3785.1306,3788.105,3792.2412,3792.6934,3793.9895
2014-07-04,3783.772,3785.1006,3788.1545,3792.1946,3792.6646,3794.004,3794.9724
2014-07-06,3785.095,3788.0657,3792.22,3792.6606,3794.055,3795.0015,3794.9983
2014-07-07,3788.114,3792.1628,3792.6755,3794.037,3794.989,3795.0166,3797.4312
2014-07-08,3792.1472,3792.6953,3794.0498,3794.9912,3795.0283,3797.4377,3797.9773
2014-07-09,3792.7097,3794.0413,3795.0156,3795.0452,3797.396,3797.962,3798.8826
2014-07-10,3794.0403,3795.034,3795.0728,3797.4087,3797.9336,3798.8425,3800.4175
2014-07-11,3795.0227,3795.0417,3797.4746,3797.912,3798.9236,3800.3643,3801.3223
2014-07-13,3795.026,3797.371,3797.957,3798.8242,3800.4084,3801.3171,3811.5076
2014-07-14,3797.4353,3797.9463,3798.8853,3800.3752,3801.355,3811.3926,3817.9011
2014-07-15,3797.9155,3798.892,3800.4126,3801.3276,3811.148,3817.936,3828.2097
2014-07-16,3798.8604,3800.3967,3801.3547,3811.4712,3817.8787,3828.0288,3840.146
2014-07-17,3800.3567,3801.3765,3811.5994,3817.8782,3827.812,3839.9312,3850.277
2014-07-18,3801.369,3811.4119,3817.867,3827.7812,3840.0977,3850.5645,3871.9019
2014-07-20,3811.5964,3817.9705,3828.2227,3839.9368,3850.3718,3872.0454,3873.6287
2014-07-21,3817.941,3828.2783,3840.118,3850.527,3871.9106,3873.621,3877.6074
2014-07-22,3828.1868,3840.1443,3850.5715,3871.935,3873.6382,3877.4944,3885.586
2014-07-23,3840.19,3850.5742,3871.9395,3873.6218,3877.6016,3885.4849,3889.0386
2014-07-24,3850.2153,3871.903,3873.6238,3877.6418,3885.5686,3889.127,3894.8142
2014-07-25,3872.055,3873.6765,3877.5032,3885.5872,3889.0737,3894.833,3896.2764
2014-07-27,3873.6025,3877.6084,3885.4001,3889.1536,3894.795,3896.2456,3901.4426
2014-07-28,3877.5432,3885.674,3889.002,3894.7776,3896.3037,3901.2988,3901.3308
2014-07-29,3885.474,3889.0745,3894.7295,3896.3142,3901.3032,3901.3445,3901.3499
2014-07-30,3888.9995,3894.8062,3896.3005,3901.482,3901.364,3901.3386,3901.3303
2014-07-31,3894.7566,3896.245,3901.317,3901.3184,3901.3345,3901.332,3901.3325
2014-08-01,3896.3223,3901.3208,3901.3403,3901.326,3901.335,3901.3313,3901.3298
2014-08-03,3901.481,3901.3696,3901.3667,3901.3748,3901.3362,3901.3384,3901.3296
2014-08-04,3901.326,3901.336,3901.3657,3901.3423,3901.348,3901.331,3901.359
2014-08-05,3901.3289,3901.3394,3901.3638,3901.347,3901.3354,3901.3298,3901.3164
2014-08-06,3901.3516,3901.3696,3901.3682,3901.3262,3901.3684,3901.335,3901.3826
2014-08-07,3901.3567,3901.3352,3901.3567,3901.371,3901.337,3901.3347,3902.752
2014-08-08,3901.31,3901.3386,3901.361,3901.378,3901.325,3902.7144,3905.0938
2014-08-10,3901.375,3901.3706,3901.3342,3901.3313,3902.7637,3905.0085,3905.7566
2014-08-11,3901.3164,3901.3352,3901.3699,3902.7432,3905.0115,3905.7651,3913.9163
2014-08-12,3901.3376,3901.3381,3902.7856,3905.0447,3905.7725,3913.5369,3913.819
2014-08-13,3901.3767,3902.7769,3905.0413,3905.7148,3913.7751,3913.8735,3915.8188
2014-08-14,3902.739,3905.071,3905.7544,3913.8958,3913.8582,3915.8184,3918.1743
2014-08-15,3905.0605,3905.7463,3913.6726,3913.8384,3915.7944,3918.1511,3920.9307
2014-08-17,3905.7217,3913.7507,3913.8464,3915.828,3918.1458,3920.96,3925.688
2014-08-18,3913.7576,3913.8416,3915.8118,3918.199,3920.959,3925.7546,3925.9253
2014-08-19,3913.9058,3915.8066,3918.125,3920.9585,3925.702,3925.8923,3928.94
2014-08-20,3915.853,3918.1445,3920.9329,3925.7576,3925.899,3928.9758,3930.4824
2014-08-21,3918.1482,3920.9863,3925.8616,3925.895,3928.9673,3930.5798,3942.1255
2014-08-22,3920.9768,3925.8289,3925.9302,3928.848,3930.4956,3941.572,3952.232
2014-08-24,3925.8096,3925.8142,3928.9094,3930.5732,3942.0847,3952.2358,3955.1133
2014-08-25,3925.8906,3928.9185,3930.5522,3941.5596,3952.2354,3955.1663,3955.6812
2014-08-26,3928.9946,3930.482,3941.7295,3952.286,3955.104,3955.6816,3957.2725
2014-08-27,3930.5784,3942.1318,3952.221,3955.1223,3955.6765,3957.2825,3960.8945
2014-08-28,3941.689,3952.242,3955.113,3955.6436,3957.3247,3961.0142,3965.4495
2014-08-29,3952.251,3955.124,3955.682,3957.269,3961.013,3965.429,3968.7825
2014-08-31,3955.129,3955.706,3957.2744,3960.9614,3965.3708,3968.7969,3975.5059
2014-09-01,3955.6785,3957.2788,3960.9731,3965.3975,3968.7842,3975.5652,3975.9885
2014-09-02,3957.2927,3960.9866,3965.4539,3968.8064,3975.488,3975.9734,3987.8162
2014-09-03,3960.9192,3965.347,3968.7957,3975.5115,3975.9502,3987.574,4007.5525
2014-09-04,3965.391,3968.8037,3975.5789,3975.9905,3987.5862,4007.4106,4021.4697
2014-09-05,3968.7627,3975.57,3975.9788,3987.753,4007.369,4021.675,4037.351
2014-09-07,3975.5144,3975.9746,3987.265,4007.4014,4021.5981,4037.3013,4043.6235
2014-09-08,3976.0796,3987.469,4007.3213,4021.5435,4037.399,4043.5986,4050.5747
2014-09-09,3987.379,4007.1453,4021.5046,4037.462,4043.6362,4050.5752,4054.9915
2014-09-10,4007.231,4021.3083,4037.3308,4043.6443,4050.4868,4055.007,4055.0693
2014-09-11,4021.5032,4037.5215,4043.5842,4050.562,4055.128,4055.0564,4055.0754
2014-09-12,4037.3489,4043.5544,4050.546,4055.093,4055.0461,4055.0574,4065.088
2014-09-14,4043.6028,4050.4185,4054.9185,4055.044,4055.0388,4065.1338,4067.199
2014-09-15,4050.5913,4055.0688,4055.0615,4055.0337,4065.1833,4067.149,4067.4404
2014-09-16,4054.9792,4055.0762,4055.0613,4065.188,4067.1104,4067.4912,4068.7817
2014-09-17,4055.0696,4055.0725,4065.0576,4067.1316,4067.4922,4068.7534,4068.726
2014-09-18,4055.07,4065.161,4067.1418,4067.477,4068.7573,4068.6824,4068.708
2014-09-19,4065.1284,4067.1433,4067.4524,4068.7676,4068.767,4068.688,4068.761
2014-09-21,4067.1357,4067.463,4068.7683,4068.7642,4068.7878,4068.721,4068.7402
2014-09-22,4067.452,4068.763,4068.7517,4068.732,4068.7532,4068.723,4068.7268
2014-09-23,4068.745,4068.7856,4068.7397,4068.7686,4068.7397,4068.7842,4068.7622
2014-09-24,4068.7449,4068.7634,4068.7651,4068.7644,4068.788,4068.75,4068.7478
2014-09-25,4068.7144,4068.7222,4068.7393,4068.732,4068.7788,4068.7227,4068.71
2014-09-26,4068.7222,4068.7512,4068.7104,4068.769,4068.7388,4068.8018,4068.7473
2014-09-28,4068.7231,4068.8071,4068.7502,4068.7651,4068.7573,4068.7668,4068.752
2014-09-29,4068.7083,4068.786,4068.7974,4068.732,4068.775,4068.7424,4068.7627
2014-09-30,4068.7598,4068.758,4068.728,4068.769,4068.7412,4068.7507,4068.752
2014-10-01,4068.7646,4068.7441,4068.7666,4068.7656,4068.754,4068.748,4068.7458
2014-10-02,4068.7886,4068.736,4068.7651,4068.731,4068.75,4068.719,4067.4995
2014-10-03,4068.7883,4068.7114,4068.7966,4068.769,4068.751,4067.4429,4067.0989
2014-10-05,4068.7385,4068.7527,4068.7505,4068.766,4067.4307,4067.1504,4062.534
2014-10-06,4068.7144,4068.7659,4068.7769,4067.4656,4067.1812,4062.5295,4059.9604
2014-10-07,4068.8054,4068.7139,4067.5308,4067.1777,4062.535,4059.9941,4055.0486
2014-10-08,4068.7449,4067.4683,4067.1328,4062.5825,4059.9578,4054.9844,4046.1584
2014-10-09,4067.419,4067.149,4062.5034,4059.9873,4055.1716,4045.8289,4044.1736
2014-10-10,4067.1318,4062.4944,4059.9006,4055.0757,4046.118,4044.254,4043.991
2014-10-12,4062.567,4059.8904,4055.1301,4046.2134,4044.1797,4044.017,4043.7976
2014-10-13,4059.9558,4055.1338,4046.2007,4044.1804,4044.0125,4043.8215,4041.4082
2014-10-14,4055.1296,4046.2231,4044.2192,4043.996,4043.7664,4041.4146,4040.993
2014-10-15,4046.2278,4044.2852,4043.9675,4043.8967,4041.3481,4040.9663,4030.234
2014-10-16,4044.213,4044.0269,4043.7815,4041.3555,4041.01,4030.212,4025.1626
2014-10-17,4044.043,4043.8394,4041.3447,4040.9824,4030.2153,4025.0781,4018.3313
2014-10-19,4043.7957,4041.385,4041.0923,4030.1582,4025.1165,4018.4243,4018.0974
2014-10-20,4041.3337,4041.0215,4030.2507,4025.0962,4018.3826,4018.107,4008.1885
2014-10-21,4040.984,4030.1785,4024.9883,4018.377,4018.0928,4008.1118,4008.6682
2014-10-22,4030.2134,4025.1123,4018.2117,4018.1594,4008.1948,4008.7166,4008.5674
2014-10-23,4025.1997,4018.3584,4018.1233,4008.3928,4008.6228,4008.683,4008.6802
2014-10-24,4018.3962,4018.095,4008.3186,4008.6597,4008.5957,4008.59,4008.5935
2014-10-26,4018.1172,4008.2249,4008.6353,4008.6206,4008.6404,4008.5493,4008.612
2014-10-27,4008.2642,4008.6538,4008.629,4008.624,4008.598,4008.5828,4008.669
2014-10-28,4008.6523,4008.627,4008.6184,4008.6584,4008.6016,4008.6768,4008.5654
2014-10-29,4008.62,4008.6025,4008.6074,4008.6196,4008.5525,4008.7178,4008.6802
2014-10-30,4008.5981,4008.598,4008.6282,4008.623,4008.6006,4008.684,4008.5918
2014-10-31,4008.6145,4008.6443,4008.6504,4008.6584,4008.6042,4008.5884,4008.6108
2014-11-02,4008.6191,4008.6667,4008.6255,4008.6196,4008.6006,4008.547,4008.6697
2014-11-03,4008.632,4008.6084,4008.65,4008.623,4008.6655,4008.5803,4008.564
