,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY
2014-03-28,170.12175,170.22469,170.20161,170.33148,170.35385,170.43729,170.43925
2014-03-30,170.16687,170.23619,170.3816,170.32013,170.22385,170.2938,170.356
2014-03-31,170.27313,170.27849,170.35919,170.41296,170.38211,170.31648,170.48738
2014-04-01,170.36664,170.32059,170.38887,170.42574,170.36826,170.40024,170.43318
2014-04-02,170.3282,170.40039,170.3857,170.34462,170.38943,170.41165,170.36198
2014-04-03,170.40521,170.2508,170.36371,170.42192,170.39781,170.47552,170.45078
2014-04-04,170.37392,170.42545,170.39316,170.42177,170.47765,170.45935,170.52142
2014-04-06,170.38698,170.37509,170.38646,170.41508,170.46933,170.45241,170.42683
2014-04-07,170.4069,170.41498,170.46756,170.41617,170.4643,170.42351,170.43118
2014-04-08,170.398,170.4326,170.45525,170.41467,170.46112,170.46616,170.406
2014-04-09,170.42113,170.39868,170.39453,170.41573,170.38698,170.41449,170.39204
2014-04-10,170.44293,170.43095,170.47128,170.4142,170.40372,170.3982,170.4064
2014-04-11,170.40439,170.40816,170.46532,170.3957,170.41994,170.40286,170.46158
2014-04-13,170.3761,170.39525,170.39963,170.42297,170.41525,170.42514,170.44223
2014-04-14,170.43633,170.39862,170.40648,170.42052,170.42798,170.41731,170.42906
2014-04-15,170.37332,170.39267,170.40987,170.43176,170.44012,170.4448,170.43556
2014-04-16,170.37425,170.41586,170.43327,170.42697,170.44576,170.40399,170.41824
2014-04-17,170.37386,170.44125,170.47284,170.45108,170.40738,170.45206,170.46445
2014-04-20,170.45367,170.41754,170.45396,170.4428,170.41333,170.45703,170.4428
2014-04-21,170.40892,170.42569,170.41231,170.40915,170.45474,170.41449,170.42795
2014-04-22,170.42465,170.45886,170.43217,170.4381,170.43488,170.4319,170.82599
2014-04-23,170.46317,170.43034,170.47598,170.43158,170.41153,170.85176,170.9321
2014-04-24,170.44041,170.43674,170.45508,170.42612,170.83028,170.98297,171.1055
2014-04-25,170.39508,170.44217,170.40915,170.82854,170.95361,171.12282,171.17271
2014-04-27,170.42259,170.41473,170.85652,170.99747,171.07965,171.1397,171.2172
2014-04-28,170.47823,170.80258,171.02528,171.12343,171.11757,171.21591,171.53827
2014-04-29,170.84438,170.95282,171.09335,171.17543,171.22234,171.51038,171.60344
2014-04-30,170.96892,171.09973,171.18785,171.21573,171.48975,171.62373,171.72032
2014-05-01,171.08267,171.13113,171.2015,171.5278,171.67401,171.73805,171.73502
2014-05-02,171.19092,171.21387,171.48586,171.65948,171.69418,171.73811,171.80936
2014-05-04,171.1904,171.55109,171.61786,171.72026,171.72585,171.81712,171.8387
2014-05-05,171.4989,171.67879,171.68391,171.75453,171.81947,171.9133,171.87093
2014-05-06,171.60648,171.71085,171.83516,171.87027,171.90234,171.9001,171.92189
2014-05-07,171.73306,171.73334,171.86055,171.91402,171.85405,171.88354,171.8854
2014-05-08,171.76027,171.81438,171.88698,171.88031,171.84764,171.85698,171.96446
2014-05-09,171.84573,171.8734,171.81203,171.84889,171.88603,171.96304,171.97853
2014-05-11,171.83932,171.90222,171.8846,171.9066,171.97403,171.96146,171.91193
2014-05-12,171.86305,171.85188,171.91176,171.99237,171.96112,171.8941,171.86816
2014-05-13,171.83788,171.87589,171.9487,171.97919,171.90932,171.89218,171.84744
2014-05-14,171.86722,171.95396,171.91258,171.90732,171.84286,171.79384,171.70944
2014-05-15,171.96025,171.9732,171.87827,171.8826,171.83908,171.73935,171.76735
2014-05-16,172.00864,171.91881,171.8832,171.79251,171.7515,171.75015,171.79951
2014-05-18,171.92796,171.84348,171.85002,171.78201,171.73895,171.78691,171.70645
2014-05-19,171.89749,171.83955,171.74435,171.74301,171.78569,171.75685,171.76176
2014-05-20,171.84648,171.74672,171.76285,171.77754,171.7513,171.73494,171.73781
2014-05-21,171.73528,171.7307,171.74385,171.76994,171.79376,171.77591,171.76822
2014-05-22,171.73828,171.78886,171.7632,171.73071,171.754,171.74657,171.76004
2014-05-23,171.76979,171.82509,171.74344,171.76848,171.7611,171.75597,171.75455
2014-05-25,171.7342,171.72852,171.76353,171.77081,171.74936,171.76375,171.74374
2014-05-26,171.73749,171.78146,171.74313,171.73007,171.73636,171.7353,171.73645
2014-05-27,171.77113,171.75096,171.76393,171.76851,171.78436,171.74686,171.74359
2014-05-28,171.73315,171.78433,171.74277,171.76181,171.7946,171.7399,171.75041
2014-05-29,171.73677,171.75008,171.76425,171.72162,171.7067,171.67838,171.66931
2014-05-30,171.77238,171.79271,171.74245,171.73814,171.6795,171.7138,171.69789
2014-06-02,171.73224,171.74896,171.7409,171.73865,171.68779,171.71321,171.69305
2014-06-03,171.7361,171.70348,171.68214,171.71762,171.69336,171.70996,171.6636
2014-06-04,171.7237,171.71132,171.70001,171.71432,171.70433,171.69379,171.69855
2014-06-05,171.68317,171.70857,171.7259,171.68694,171.71178,171.71454,171.74887
2014-06-06,171.6841,171.73189,171.71051,171.6966,171.70456,171.76671,171.64409
2014-06-08,171.66437,171.72334,171.65938,171.73862,171.72614,171.60318,171.69272
2014-06-09,171.6816,171.65665,171.6725,171.73773,171.62228,171.67769,171.69978
2014-06-10,171.72667,171.73874,171.76108,171.74266,171.68192,171.67337,171.71959
2014-06-11,171.75574,171.72935,171.70433,171.67337,171.65875,171.71275,171.66388
2014-06-12,171.68927,171.68132,171.60425,171.66371,171.6348,171.66505,171.67557
2014-06-13,171.62221,171.67169,171.71751,171.67992,171.70097,171.66116,171.65622
2014-06-15,171.6472,171.63316,171.62904,171.67323,171.62892,171.69461,171.66527
2014-06-16,171.7015,171.66623,171.64828,171.6298,171.65964,171.61974,171.63995
2014-06-17,171.67554,171.65881,171.59123,171.68987,171.66861,171.64998,171.65909
2014-06-18,171.61943,171.65257,171.5994,171.69582,171.64973,171.64337,171.67093
2014-06-19,171.6463,171.6839,171.63052,171.65355,171.66989,171.65388,171.68005
2014-06-20,171.70422,171.67307,171.6499,171.61517,171.70529,171.67995,171.66296
2014-06-22,171.67654,171.62994,171.70811,171.63101,171.70523,171.67476,171.63023
2014-06-23,171.61703,171.66682,171.60197,171.70543,171.6809,171.72093,171.72418
2014-06-24,171.64555,171.6586,171.72183,171.66882,171.72542,171.70297,171.77415
2014-06-25,171.70663,171.65176,171.62846,171.67401,171.74934,171.79135,171.92053
2014-06-26,171.67737,171.68622,171.67917,171.76389,171.79555,171.96591,172.1098
2014-06-27,171.61484,171.6742,171.76265,171.83224,171.99474,172.0683,172.16882
2014-06-29,171.64482,171.77734,171.78104,171.97948,172.1248,172.16386,172.34627
2014-06-30,171.75198,171.80803,171.94278,172.18553,172.26456,172.39354,172.61789
2014-07-01,171.82013,171.98843,172.14224,172.24005,172.36668,172.63367,172.63893
2014-07-02,171.99234,172.0883,172.19598,172.37393,172.59639,172.67331,172.90881
2014-07-03,172.15837,172.20712,172.32838,172.64464,172.72598,172.91165,172.90894
2014-07-04,172.16855,172.35414,172.61818,172.62077,172.88397,172.93977,172.9983
2014-07-06,172.36337,172.58905,172.67049,172.90958,172.973,172.96957,173.00732
2014-07-07,172.6007,172.66641,172.90779,172.93925,173.00049,173.03061,173.03189
2014-07-08,172.6827,172.85255,172.92224,173.01192,173.00249,172.99974,173.1163
2014-07-09,172.88461,172.97868,173.04225,173.01608,173.00008,173.1059,173.18433
2014-07-10,172.97585,172.95792,173.02782,172.9941,173.03278,173.20639,173.19475
2014-07-11,172.98991,172.98251,173.04463,173.05891,173.19597,173.20184,173.1848
2014-07-13,173.0332,172.99242,173.04193,173.19202,173.22878,173.21703,173.40903
2014-07-14,173.05042,173.03706,173.18715,173.22339,173.21303,173.36882,173.41866
2014-07-15,173.04173,173.17093,173.17892,173.21902,173.40117,173.3858,173.36928
2014-07-16,173.05885,173.18996,173.23824,173.36975,173.41856,173.316,173.35866
2014-07-17,173.19447,173.21378,173.40929,173.39706,173.39278,173.44249,173.41035
2014-07-18,173.21785,173.33492,173.4198,173.36014,173.41486,173.31726,173.42148
2014-07-20,173.39006,173.4021,173.36807,173.36124,173.35196,173.34435,173.36742
2014-07-21,173.37503,173.3744,173.357,173.39183,173.38861,173.33812,173.36922
2014-07-22,173.3904,173.40271,173.411,173.38728,173.38397,173.41626,173.31114
2014-07-23,173.37471,173.38042,173.45644,173.3835,173.3749,173.3652,173.41452
2014-07-24,173.3908,173.4209,173.42383,173.41194,173.36858,173.35426,173.41986
2014-07-25,173.37436,173.42139,173.3109,173.36787,173.39674,173.40762,173.42441
2014-07-27,173.39116,173.38829,173.33424,173.36728,173.38916,173.44199,173.42622
2014-07-28,173.37401,173.40242,173.37602,173.40018,173.43741,173.46466,173.4233
2014-07-29,173.3915,173.35915,173.39085,173.39433,173.4191,173.37238,173.31883
2014-07-30,173.3737,173.3986,173.42253,173.45537,173.39447,173.36192,173.19559
2014-07-31,173.39183,173.42322,173.42749,173.42026,173.30742,173.19322,173.15057
2014-08-01,173.44035,173.4591,173.4238,173.40047,173.20747,173.24521,173.12837
2014-08-03,173.41435,173.41273,173.31839,173.2072,173.13411,173.15205,173.16194
2014-08-04,173.41273,173.38483,173.17593,173.1654,173.20723,173.18274,173.18478
2014-08-05,173.38034,173.26472,173.17097,173.19315,173.19353,173.15291,173.10156
2014-08-06,173.20592,173.18185,173.1267,173.152,173.17986,173.18369,173.18883
2014-08-07,173.20532,173.16626,173.16008,173.15327,173.11438,173.15376,173.15503
2014-08-08,173.1161,173.10693,173.18286,173.06857,173.11894,173.18465,173.10518
2014-08-10,173.0929,173.10303,173.09995,173.16963,173.10306,173.14468,173.1371
2014-08-11,173.17885,173.18686,173.18692,173.13208,173.15,173.06606,173.04199
2014-08-12,173.15436,173.16281,173.15327,173.14659,173.05296,173.03511,173.03009
2014-08-13,173.18442,173.19035,173.12932,173.07127,173.0669,173.04541,172.95377
2014-08-14,173.14688,173.17212,173.0631,173.05682,173.03734,172.99237,172.96677
2014-08-15,173.09723,173.09174,173.06204,173.03674,172.98114,172.94237,172.91574
2014-08-17,173.12413,173.06094,173.03107,172.98364,172.91446,172.92004,172.89445
2014-08-18,173.06158,173.077,172.94783,172.95528,172.93695,172.86514,172.84229
2014-08-19,173.05528,172.99751,172.96507,172.93535,172.85846,172.81538,172.77345
2014-08-20,172.99048,172.93555,172.89299,172.86241,172.86185,172.77615,172.71788
2014-08-21,172.99626,172.9064,172.85876,172.86734,172.78763,172.71957,172.59808
2014-08-22,172.9349,172.88976,172.81729,172.81749,172.74367,172.59755,172.4121
2014-08-24,172.87553,172.86374,172.83257,172.73395,172.55782,172.3876,172.43977
2014-08-25,172.8223,172.78365,172.78609,172.55739,172.42908,172.4196,172.3941
2014-08-26,172.7841,172.77036,172.5791,172.46272,172.38724,172.37785,172.34811
2014-08-27,172.79515,172.54263,172.51833,172.42085,172.3782,172.3484,172.37003
2014-08-28,172.56934,172.44641,172.4362,172.35712,172.40465,172.37433,172.4181
2014-08-29,172.51433,172.40395,172.38503,172.34952,172.40318,172.40007,172.39516
2014-08-31,172.41905,172.36078,172.42442,172.39525,172.37592,172.37865,172.31471
2014-09-01,172.37009,172.33554,172.37155,172.38893,172.39763,172.31842,172.244
2014-09-02,172.38464,172.3586,172.38658,172.41078,172.33662,172.22786,172.20752
2014-09-03,172.42393,172.38394,172.42665,172.26352,172.29843,172.23366,172.16484
2014-09-04,172.37129,172.40988,172.3272,172.31786,172.2002,172.19734,172.12947
2014-09-05,172.38628,172.30898,172.21292,172.27267,172.17114,172.13116,172.13258
2014-09-07,172.3095,172.26363,172.21371,172.196,172.13173,172.16093,172.16315
2014-09-08,172.21257,172.1987,172.15425,172.12883,172.13469,172.1272,172.12871
2014-09-09,172.19745,172.17854,172.13274,172.16533,172.16489,172.1305,172.13196
2014-09-10,172.13222,172.10968,172.13579,172.14513,172.13063,172.16246,172.1646
2014-09-11,172.09563,172.13937,172.16376,172.1448,172.13393,172.1264,172.12782
2014-09-12,172.15666,172.15729,172.13219,172.17368,172.16634,172.12987,172.1313
2014-09-14,172.13422,172.10696,172.13527,172.15018,172.12968,172.16382,172.16599
2014-09-15,172.16269,172.15237,172.16539,172.10344,172.1332,172.12553,172.20966
2014-09-16,172.13069,172.13809,172.13142,172.14989,172.16771,172.22165,172.2554
2014-09-17,172.13362,172.12865,172.13454,172.14282,172.21109,172.27911,172.22433
2014-09-18,172.16385,172.1222,172.16669,172.17018,172.25656,172.23892,172.35059
2014-09-19,172.12949,172.1515,172.20708,172.24898,172.22559,172.38785,172.36298
2014-09-21,172.1328,172.21036,172.25018,172.31029,172.40688,172.42868,172.42632
2014-09-22,172.22795,172.1928,172.23209,172.39299,172.43082,172.43443,172.43608
2014-09-23,172.23567,172.42123,172.40157,172.36304,172.40555,172.44955,172.72394
2014-09-24,172.23012,172.34222,172.40906,172.403,172.45691,172.75458,172.82399
2014-09-25,172.40968,172.39973,172.4262,172.43536,172.73012,172.81284,173.28722
2014-09-26,172.41425,172.44008,172.45233,172.72864,172.81622,173.26318,173.40889
2014-09-28,172.41478,172.42357,172.72438,172.79712,173.27156,173.35207,173.68927
2014-09-29,172.45384,172.73665,172.77817,173.21086,173.3619,173.69707,173.93115
2014-09-30,172.75432,172.82758,173.2201,173.36302,173.68164,173.93832,174.01468
2014-10-01,172.85109,173.27344,173.31905,173.71194,173.89212,174.01266,174.18716
2014-10-02,173.2642,173.3764,173.67966,173.87552,174.02968,174.22714,174.23665
2014-10-03,173.37064,173.67831,173.88693,174.00357,174.20363,174.20824,174.26637
2014-10-05,173.69902,173.95233,174.03787,174.19084,174.24799,174.38669,174.35294
2014-10-06,173.96112,174.05342,174.22293,174.23634,174.27559,174.40207,174.29247
2014-10-07,174.02829,174.25389,174.2785,174.32466,174.27551,174.26337,174.24805
2014-10-08,174.15002,174.33017,174.31294,174.2926,174.29486,174.36737,174.29626
2014-10-09,174.26884,174.2903,174.25813,174.29381,174.28587,174.30768,174.33365
2014-10-10,174.30136,174.28943,174.27625,174.32628,174.28511,174.32103,174.26811
2014-10-12,174.31989,174.28143,174.32533,174.29272,174.31161,174.30794,174.29037
2014-10-13,174.27646,174.28601,174.29727,174.26704,174.2998,174.32138,174.33502
2014-10-14,174.31331,174.28023,174.31071,174.31151,174.31744,174.30759,174.28264
2014-10-15,174.3098,174.32715,174.32187,174.31412,174.28735,174.32176,174.30276
2014-10-16,174.27509,174.27692,174.29393,174.28549,174.33675,174.30722,174.31595
2014-10-17,174.31421,174.30386,174.30852,174.32787,174.3146,174.32211,174.26749
2014-10-19,174.31046,174.29158,174.31685,174.29298,174.27011,174.30685,174.29086
2014-10-20,174.27376,174.28052,174.29448,174.26782,174.28636,174.32245,174.33969
2014-10-21,174.31503,174.31476,174.3076,174.31456,174.30916,174.3065,174.28708
2014-10-22,174.31108,174.34433,174.31644,174.31735,174.31935,174.3228,174.16394
2014-10-23,174.27258,174.3308,174.25352,174.28743,174.31023,174.25378,174.27727
2014-10-24,174.31584,174.28725,174.29259,174.33168,174.1775,174.33017,174.2543
2014-10-26,174.31166,174.27803,174.29463,174.27892,174.32138,174.32452,174.28165
2014-10-27,174.27147,174.30695,174.24104,174.34431,174.38377,174.29279,174.32594
2014-10-28,174.31653,174.27142,174.31776,174.37749,174.42523,174.33243,174.28348
2014-10-29,174.24074,174.23149,174.23541,174.29845,174.22679,174.2947,174.32413
2014-10-30,174.28255,174.24915,174.2738,174.38004,174.37596,174.33083,174.28496
2014-10-31,174.22914,174.31653,174.26636,174.29327,174.26163,174.29596,174.32286
2014-11-02,174.2897,174.32008,174.29239,174.3027,174.33708,174.32976,174.28606
2014-11-03,174.35042,174.41284,174.25496,174.3735,174.3033,174.29684,174.32196
2014-11-04,174.26178,174.27295,174.35303,174.29689,174.34143,174.3289,174.28687
2014-11-05,174.27148,174.24222,174.41946,174.30505,174.30774,174.29749,174.32123
2014-11-06,174.34326,174.29547,174.41393,174.3697,174.323,174.32825,174.2874
2014-11-07,174.26575,174.29962,174.31111,174.29915,174.31653,174.29794,174.32068
2014-11-09,174.27402,174.31905,174.22845,174.30652,174.28906,174.32773,174.28787
2014-11-10,174.33931,174.31085,174.26248,174.36732,174.32773,174.29834,174.32028
2014-11-11,174.26804,174.27914,174.40631,174.30063,174.29857,174.32736,174.28825
2014-11-12,174.32993,174.32649,174.22379,174.30748,174.33469,174.2987,174.31992
2014-11-13,174.28694,174.25198,174.26895,174.3656,174.30464,174.3271,174.28857
2014-11-14,174.34018,174.3039,174.35136,174.30162,174.33905,174.29895,174.32921
2014-11-16,174.28111,174.29727,174.3198,174.3082,174.30852,174.31413,174.62196
2014-11-17,174.29356,174.31905,174.34706,174.36449,174.33403,174.64203,178.4871
2014-11-18,174.30847,174.37585,174.2662,174.29733,174.66719,178.54155,180.07906
2014-11-19,174.29985,174.33359,174.39487,174.58272,178.53938,180.07877,181.40646
2014-11-20,174.34843,174.35504,174.611,178.54701,180.04411,181.46603,181.6276
2014-11-21,174.33328,174.62236,178.55716,180.09357,181.44542,181.6336,181.71301
2014-11-23,174.62852,178.5418,180.03003,181.43175,181.61371,181.68828,181.78369
2014-11-24,178.54745,180.0296,181.44217,181.6324,181.66986,181.81828,181.99615
2014-11-25,180.06065,181.47067,181.65146,181.66922,181.75674,182.02104,182.08789
2014-11-26,181.4685,181.67099,181.72717,181.73795,182.0361,182.09502,182.14508
2014-11-27,181.65103,181.69472,181.77876,182.02946,182.08746,182.15346,182.25383
2014-11-28,181.67168,181.76718,182.02174,182.0393,182.10399,182.2457,182.31537
2014-11-30,181.79099,182.03862,182.07623,182.11377,182.25899,182.33049,182.55418
2014-12-01,182.01701,182.08466,182.11687,182.26747,182.33905,182.51823,182.66385
2014-12-02,182.08028,182.13321,182.26077,182.35205,182.47842,182.70294,182.67444
2014-12-03,182.10487,182.27307,182.36057,182.54448,182.66641,182.77966,182.88493
2014-12-04,182.2375,182.2899,182.54358,182.67871,182.75371,182.8637,183.70027
2014-12-05,182.31331,182.5113,182.6876,182.76363,182.85286,183.76437,184.37198
2014-12-07,182.49113,182.67151,182.73409,182.88597,183.75642,184.37682,184.50133
2014-12-08,182.66467,182.72382,182.9078,183.73607,184.36633,184.4891,184.54137
2014-12-09,182.68517,182.89476,183.74957,184.391,184.4871,184.53738,185.12433
2014-12-10,182.89758,183.69897,184.36353,184.46338,184.53148,185.1055,185.09236
2014-12-11,183.70229,184.39194,184.51271,184.47859,185.12834,185.09082,185.128
2014-12-12,184.30937,184.46054,184.50572,185.0833,185.12534,185.12544,185.12471
2014-12-14,184.46413,184.54848,185.11215,185.11554,185.09282,185.16153,185.35837
2014-12-15,184.51909,185.13719,185.10498,185.11288,185.1295,185.3377,185.35408
2014-12-16,185.132,185.10182,185.09276,185.13611,185.30992,185.41061,185.53693
2014-12-17,185.12778,185.10388,185.11606,185.2091,185.39262,185.47025,185.48907
2014-12-18,185.15608,185.10492,185.35493,185.3433,185.43413,185.53357,185.58424
2014-12-19,185.11243,185.24365,185.40541,185.43816,185.51604,185.62488,185.64612
2014-12-21,185.27829,185.31314,185.37804,185.53065,185.62259,185.66666,185.86327
2014-12-22,185.35092,185.33647,185.5306,185.5902,185.60703,185.87938,186.00565
2014-12-23,185.50676,185.55496,185.61107,185.65353,185.87198,186.04001,186.1191
2014-12-24,185.50714,185.60559,185.642,185.88025,186.0245,186.17947,186.24945
2014-12-25,185.62527,185.68037,185.87027,186.01381,186.10704,186.27885,186.26242
2014-12-26,185.63214,185.80696,186.04094,186.09543,186.24496,186.26506,186.37747
2014-12-28,185.85112,186.06573,186.1291,186.29193,186.23666,186.38452,186.3892
2014-12-29,186.01668,186.16457,186.27461,186.27435,186.34494,186.42445,186.41675
2014-12-30,186.12404,186.27628,186.27095,186.3287,186.4078,186.42558,186.40608
2014-12-31,186.2298,186.27852,186.35228,186.42212,186.3987,186.42404,186.42863
2015-01-01,186.28116,186.3541,186.41353,186.39165,186.391,186.40196,186.3949
2015-01-02,186.35794,186.40599,186.38269,186.39824,186.40778,186.41263,186.42168
2015-01-04,186.38658,186.41374,186.39346,186.40387,186.40924,186.38855,186.41316
2015-01-05,186.39001,186.3854,186.43596,186.3992,186.36702,186.40193,186.39995
2015-01-06,186.4235,186.39687,186.39958,186.4723,186.4325,186.41315,186.39035
2015-01-07,186.38571,186.43837,186.40771,186.46211,186.41766,186.38785,186.37567
2015-01-08,186.38931,186.4045,186.41446,186.38469,186.3728,186.40193,186.41716
2015-01-09,186.42477,186.37996,186.3804,186.39432,186.42735,186.41365,186.38559
2015-01-11,186.38478,186.42546,186.39227,186.4671,186.39284,186.36009,186.20158
2015-01-12,186.38863,186.39288,186.3595,186.45703,186.38315,186.24501,186.1214
2015-01-13,186.42601,186.4032,186.45367,186.37465,186.26994,186.12503,185.94125
2015-01-14,186.3839,186.41158,186.34247,186.22997,186.08716,185.90291,185.86067
2015-01-15,186.42706,186.35641,186.17838,186.09769,186.06978,185.89896,185.79677
2015-01-16,186.41032,186.23119,186.16548,185.9182,185.90295,185.80128,185.01663
2015-01-18,186.20213,186.10544,185.87088,185.87494,185.74454,185.08784,184.36223
2015-01-19,186.13611,185.89616,185.87589,185.84148,185.10172,184.34824,184.1142
2015-01-20,185.90596,185.8051,185.73842,185.01544,184.35904,184.06544,183.60889
2015-01-21,185.87737,185.79672,185.055,184.3898,183.95708,183.67186,182.73105
2015-01-22,185.77968,185.13744,184.36311,184.07909,183.6179,182.83292,180.48273
2015-01-23,185.03825,184.31694,184.031,183.65536,182.766,180.54146,180.35493
2015-01-25,184.3303,184.10036,183.65157,182.8013,180.52667,180.36272,180.14925
2015-01-26,184.03996,183.57158,182.73427,180.53392,180.40608,180.20418,180.12843
2015-01-27,183.62392,182.7891,180.53131,180.31618,180.2224,180.14767,179.54465
2015-01-28,182.79877,180.5285,180.359,180.20079,180.18393,179.58813,179.45047
2015-01-29,180.49118,180.35336,180.24097,180.12958,179.54623,179.52727,179.4732
2015-01-30,180.35008,180.2005,180.075,179.51303,179.50197,179.42447,179.00171
2015-02-01,180.15062,180.13188,179.57805,179.53627,179.45508,178.98872,178.99933
2015-02-02,180.14043,179.56401,179.56816,179.45651,178.97185,178.9447,178.98654
2015-02-03,179.57208,179.53442,179.42053,178.9864,178.96303,178.94893,178.95357
2015-02-04,179.51222,179.4601,178.9691,178.97366,179.00574,178.98949,178.95068
2015-02-05,179.49869,178.91837,178.97145,178.99902,178.99835,178.94402,178.90234
2015-02-06,178.97073,179.00902,178.96497,178.943,178.99164,178.94838,178.95241
2015-02-08,178.99712,178.97209,178.91205,178.93748,178.97475,178.99033,178.94995
2015-02-09,178.93892,178.97968,178.9974,179.01207,178.96223,178.9432,178.90936
2015-02-10,178.93329,179.01392,178.93076,179.03175,179.00006,178.94778,178.99004
2015-02-11,179.01045,178.98299,178.9937,178.96712,178.99094,178.99112,178.98843
2015-02-12,179.03075,178.9895,179.00723,178.95674,178.97446,178.94263,178.99873
2015-02-13,178.96405,178.9351,178.93639,178.98734,179.005,178.94736,178.93852
2015-02-15,178.95337,178.9528,179.00568,178.973,179.0037,178.99187,178.98135
2015-02-16,178.98477,178.958,178.96425,179.00113,178.97739,178.94215,179.03036
2015-02-17,178.9701,178.91248,178.94958,178.93936,179.00569,178.94705,178.9398
2015-02-18,178.99889,179.01299,179.05457,178.93355,178.9511,178.9925,178.97528
2015-02-19,178.93565,178.9721,178.98213,179.01503,178.97449,178.94171,178.96988
2015-02-20,178.92976,178.98047,179.06458,179.03625,179.01004,178.9467,179.31001
2015-02-22,179.01292,179.01778,178.97339,178.96622,178.99324,179.29979,179.56429
2015-02-23,179.03455,178.98404,178.9699,178.95506,179.40297,179.42871,180.57938
2015-02-24,178.96321,178.99101,178.9624,179.4901,179.45775,180.55148,180.69138
2015-02-25,178.9519,178.93245,179.34444,179.45901,180.6304,180.67564,181.26306
2015-02-26,178.9853,179.42113,179.51923,180.61313,180.67703,181.23949,181.68791
2015-02-27,179.40247,179.4577,180.62117,180.66974,181.24612,181.6783,182.23796
2015-03-01,179.52771,180.57156,180.66237,181.31326,181.69183,182.28523,182.69691
2015-03-02,180.59296,180.66139,181.3321,181.69054,182.26721,182.71138,182.70917
2015-03-03,180.61122,181.2739,181.72609,182.233,182.70624,182.66338,182.75812
2015-03-04,181.25975,181.73749,182.27795,182.67346,182.75911,182.72176,182.80157
2015-03-05,181.68648,182.24953,182.71368,182.78094,182.72658,182.77283,182.8383
2015-03-06,182.25932,182.72737,182.68842,182.73103,182.80466,182.83371,182.84436
2015-03-08,182.70763,182.71582,182.66205,182.72235,182.81845,182.80887,182.85612
2015-03-09,182.77354,182.73523,182.82916,182.82515,182.82495,182.89705,182.86397
2015-03-10,182.65984,182.77562,182.87407,182.8535,182.78902,182.86113,182.82849
2015-03-11,182.83368,182.87204,182.74284,182.84549,182.84457,182.88187,182.83804
2015-03-12,182.82726,182.89166,182.81747,182.88577,182.85306,182.83571,182.84436
2015-03-13,182.8576,182.87546,182.8699,182.83574,182.80792,182.80637,182.85646
2015-03-15,182.84337,182.84583,182.84546,182.83577,182.8272,182.8437,182.86452
2015-03-16,182.87132,182.80632,182.8683,182.82379,182.83778,182.83765,182.82784
2015-03-17,182.80984,182.90953,182.83704,182.85007,182.89009,182.82722,182.83769
2015-03-18,182.80403,182.83409,182.81587,182.84245,182.85707,182.85818,182.84427
2015-03-19,182.88509,182.80786,182.87175,182.82846,182.87053,182.84369,182.85677
2015-03-20,182.90625,182.88847,182.84543,182.85728,182.88374,182.87206,182.86499
2015-03-22,182.83656,182.8433,182.86983,182.88896,182.8422,182.8096,182.779
2015-03-23,182.82541,182.86697,182.83644,182.82811,182.85895,182.75627,182.73737
2015-03-24,182.85814,182.80374,182.81401,182.85435,182.7502,182.6643,182.25647
2015-03-25,182.84293,182.91263,182.87326,182.79651,182.74176,182.35779,182.18382
2015-03-26,182.87274,182.8332,182.7707,182.59871,182.31682,182.17998,181.96663
2015-03-27,182.80734,182.79103,182.77083,182.3502,182.21657,182.02965,181.80426
2015-03-29,182.74986,182.65536,182.31909,182.25162,181.97601,181.83536,180.84567
2015-03-30,182.69872,182.32181,182.1699,181.9869,181.818,180.97765,179.66187
2015-03-31,182.34224,182.26498,181.99051,181.84172,180.99391,179.60587,179.44849
2015-04-01,182.28502,182.05443,181.83255,180.9356,179.70677,179.59392,179.28084
2015-04-02,181.96852,181.87611,180.94012,179.71483,179.62581,179.25711,179.20241
2015-04-05,181.76355,180.96635,179.5879,179.67572,179.34358,179.19656,179.01271
2015-04-06,180.90927,179.56886,179.4945,179.34335,179.22006,178.97386,178.97267
2015-04-07,179.65643,179.6146,179.40314,179.08093,179.00179,178.9514,178.82445
2015-04-08,179.55447,179.33707,179.19223,179.03017,178.95198,178.83716,178.79283
2015-04-09,179.33696,179.22781,179.01796,178.9807,178.88518,178.75278,178.81651
2015-04-10,179.12534,179.07916,178.88895,178.79793,178.76598,178.68582,178.65196
2015-04-12,179.0556,178.95634,178.76825,178.69916,178.7602,178.57979,178.45782
2015-04-13,178.9632,178.78448,178.71487,178.75853,178.6534,178.4755,178.13643
2015-04-14,178.80591,178.7154,178.73035,178.71783,178.42116,178.10956,178.0183
2015-04-15,178.73494,178.67648,178.68956,178.45624,178.12305,177.97542,177.9855
2015-04-16,178.70383,178.7036,178.42409,178.1756,178.0106,177.95149,177.94864
2015-04-17,178.75954,178.46768,178.16028,177.98436,177.96887,177.96025,177.96825
2015-04-19,178.45741,178.16208,177.99863,177.88588,177.97527,177.96304,177.91525
2015-04-20,178.1359,178.05638,177.95538,177.95537,177.96979,177.93692,178.00711
2015-04-21,178.01118,177.96555,177.95549,177.97508,177.9654,177.95154,177.95404
2015-04-22,177.9854,177.99893,177.95555,177.92047,178.0052,177.9593,177.92542
