,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD
2013-10-30,1.666832,1.6653824,1.6663437,1.6547623,1.6687241,1.6692657,1.6625748
2013-10-31,1.6842651,1.6530533,1.6654739,1.6447754,1.6655426,1.6635666,1.6641617
2013-11-01,1.6563873,1.6688385,1.6651306,1.6532135,1.6630859,1.6677856,1.6651535
2013-11-03,1.6563263,1.6709824,1.6652298,1.6770401,1.6725388,1.672432,1.6739044
2013-11-04,1.6645126,1.6708527,1.6559143,1.6596985,1.6669693,1.6743164,1.6646271
2013-11-05,1.6564178,1.672432,1.6653519,1.6626205,1.6784134,1.6701965,1.6755829
2013-11-06,1.6645813,1.6716461,1.6644516,1.6564865,1.675827,1.6603012,1.6694031
2013-11-07,1.6610947,1.6605606,1.677597,1.6650314,1.6786346,1.6702576,1.6642914
2013-11-08,1.6620407,1.6654663,1.6660004,1.6748047,1.66259,1.6683884,1.6697159
2013-11-10,1.6571579,1.6736145,1.6550903,1.6707306,1.6702194,1.6791153,1.66436
2013-11-11,1.656807,1.6614838,1.6639175,1.6656189,1.6620941,1.6634369,1.6640091
2013-11-12,1.6544724,1.6669846,1.6654282,1.6652527,1.6760254,1.664978,1.675003
2013-11-13,1.6592941,1.6688004,1.6631622,1.6686783,1.6630554,1.6682663,1.6726303
2013-11-14,1.6629028,1.6646423,1.6673965,1.687645,1.6705093,1.6705475,1.6631012
2013-11-15,1.6630936,1.6699295,1.6613083,1.6693649,1.6673737,1.6749573,1.6671219
2013-11-17,1.6721115,1.6584396,1.6648636,1.676094,1.6813126,1.6593933,1.6634979
2013-11-18,1.6758728,1.6642303,1.6602402,1.669136,1.6768494,1.6667786,1.6668854
2013-11-19,1.6699829,1.6727753,1.6786804,1.6802826,1.6684952,1.6765671,1.6741028
2013-11-20,1.6635284,1.6609344,1.6706848,1.6723633,1.684372,1.6841507,1.6834183
2013-11-21,1.6756744,1.6783447,1.6627502,1.672081,1.6760254,1.6621704,1.6813583
2013-11-22,1.6756744,1.6858673,1.663681,1.678421,1.6800613,1.6860733,1.6725616
2013-11-24,1.6634674,1.6848984,1.6639938,1.666069,1.6932068,1.6769714,1.6916428
2013-11-25,1.6680679,1.671875,1.6711731,1.6702194,1.6729431,1.6784592,1.6823654
2013-11-26,1.6847458,1.6780548,1.6722565,1.67202,1.6760788,1.6870956,1.6802597
2013-11-27,1.6749039,1.6716766,1.7006912,1.679512,1.6817017,1.6840439,1.6814194
2013-11-28,1.6710052,1.7004623,1.6707764,1.6787109,1.6799698,1.6710663,1.6731949
2013-11-29,1.7064514,1.6729202,1.691658,1.6947327,1.690155,1.6840515,1.6766129
2013-12-01,1.6835175,1.680748,1.7126999,1.6717072,1.6823425,1.6840515,1.6833649
2013-12-02,1.6805954,1.6535034,1.7025452,1.6880951,1.6832275,1.7003632,1.6826401
2013-12-03,1.7042084,1.686058,1.683136,1.6733856,1.6869888,1.6886139,1.6819992
2013-12-04,1.6707535,1.6840591,1.6838913,1.6685791,1.6821365,1.7096481,1.6872559
2013-12-05,1.6762924,1.6849213,1.6874466,1.6834183,1.7032928,1.7030182,1.6759872
2013-12-06,1.6792603,1.6869125,1.6858139,1.7009048,1.6817932,1.6882706,1.6826401
2013-12-08,1.6865005,1.6830826,1.6853104,1.6840057,1.6963654,1.6853943,1.6945877
2013-12-09,1.6852798,1.6854172,1.6884079,1.6860352,1.7106857,1.6942215,1.7094879
2013-12-10,1.685379,1.6828918,1.6860199,1.6880417,1.6934967,1.7021942,1.7096252
2013-12-11,1.6846161,1.6840363,1.6864395,1.6950607,1.70327,1.6996231,1.7057648
2013-12-12,1.6847458,1.6874924,1.6979599,1.7032318,1.7119904,1.71064,1.7114487
2013-12-13,1.6836319,1.6943512,1.6991348,1.7091751,1.7079315,1.7132034,1.7186584
2013-12-15,1.6959686,1.697586,1.7072372,1.7082977,1.7201004,1.7235107,1.7243423
2013-12-16,1.7010345,1.7034149,1.7089233,1.7142563,1.7297516,1.7231293,1.7206802
2013-12-17,1.704834,1.7097015,1.7165451,1.717247,1.7236862,1.7303009,1.7288208
2013-12-18,1.7066956,1.7097931,1.7274551,1.7291794,1.7234802,1.7293854,1.7268219
2013-12-19,1.711647,1.723732,1.7216492,1.7283783,1.7299194,1.7318192,1.7239761
2013-12-20,1.7264252,1.7203827,1.7238846,1.7225266,1.7327652,1.7340927,1.7142792
2013-12-22,1.7290726,1.7225342,1.7287369,1.7264786,1.7322998,1.7064819,1.7528534
2013-12-23,1.7292709,1.7218094,1.7287903,1.6998749,1.7514801,1.7242355,1.7155304
2013-12-24,1.727272,1.7352295,1.7263107,1.7163773,1.6518555,1.7216568,1.7285233
2013-12-26,1.7245941,1.7391663,1.7331619,1.7308578,1.7490234,1.7443161,1.7278976
2013-12-27,1.7310867,1.6997681,1.7160339,1.7619171,1.7194214,1.7527618,1.7307205
2013-12-29,1.7599335,1.687233,1.6842728,1.7626877,1.737709,1.7292709,1.7475739
2013-12-30,1.7382507,1.7379456,1.7134628,1.7147217,1.7344437,1.7403183,1.7214508
2013-12-31,1.713211,1.730957,1.7614594,1.7138748,1.7471619,1.7488937,1.754219
2014-01-01,1.7335739,1.7369843,1.7354355,1.7111435,1.72406,1.757019,1.7589493
2014-01-02,1.7550507,1.7299423,1.7339172,1.7509537,1.7201157,1.740982,1.7217026
2014-01-03,1.728508,1.7330399,1.7381592,1.7397919,1.7086563,1.7637634,1.7447968
2014-01-05,1.7494507,1.7504272,1.7390518,1.7482986,1.727005,1.7271194,1.7493668
2014-01-06,1.7247925,1.7275238,1.7261353,1.7318497,1.7541656,1.7597275,1.7442169
2014-01-07,1.7548676,1.7541122,1.7621231,1.7599945,1.7321014,1.730133,1.7316208
2014-01-08,1.7304916,1.7294312,1.7249603,1.736496,1.7552643,1.7518768,1.7399673
2014-01-09,1.7489014,1.7568893,1.7605286,1.7447128,1.7486267,1.7492676,1.7519455
2014-01-10,1.7414322,1.7306671,1.7367859,1.7527008,1.7451477,1.749382,1.7515488
2014-01-12,1.7444534,1.7493439,1.7428207,1.7330322,1.7475204,1.7483139,1.7702942
2014-01-13,1.7400436,1.7505875,1.7398529,1.7445679,1.7475204,1.7525558,1.7401962
2014-01-14,1.7395935,1.7556458,1.7362976,1.7522354,1.7512054,1.7465515,1.7488403
2014-01-15,1.745285,1.7361984,1.7388,1.7569809,1.7472916,1.7382889,1.7614365
2014-01-16,1.7477036,1.7408829,1.742485,1.7478333,1.7425003,1.7484283,1.7537689
2014-01-17,1.757698,1.7444305,1.744957,1.7526398,1.7485123,1.7458267,1.7558212
2014-01-19,1.7736511,1.7471085,1.7554703,1.7455826,1.7488708,1.7594376,1.7561035
2014-01-20,1.752243,1.7574081,1.7510223,1.7559586,1.7566986,1.7663269,1.7604294
2014-01-21,1.7521973,1.7401581,1.7595596,1.7590637,1.7604752,1.7597122,1.7632446
2014-01-22,1.7503128,1.7531204,1.7583313,1.7627487,1.7651978,1.7628098,1.7632217
2014-01-23,1.7528915,1.761055,1.7531586,1.7666397,1.7634354,1.7637863,1.7649002
2014-01-24,1.7562943,1.759758,1.7553024,1.761795,1.7654724,1.7613907,1.7787323
2014-01-26,1.7581711,1.759346,1.7562027,1.7675934,1.7685623,1.7784042,1.7861099
2014-01-27,1.7633133,1.7610703,1.7664948,1.7633286,1.7808075,1.784729,1.7857285
2014-01-28,1.7643509,1.7600479,1.7640305,1.7733917,1.7898407,1.7899551,1.7856903
2014-01-29,1.7629623,1.7686691,1.7741318,1.7888718,1.7838898,1.790451,1.7882614
2014-01-30,1.7644806,1.7780457,1.7776871,1.7868118,1.780777,1.7918854,1.7949142
2014-01-31,1.7708893,1.7892914,1.7924728,1.7936707,1.7811279,1.7970734,1.7884903
2014-02-02,1.781311,1.7804718,1.7863083,1.792923,1.7928848,1.7957077,1.8089752
2014-02-03,1.7882919,1.7797318,1.7954636,1.7957764,1.7888641,1.8065643,1.8106842
2014-02-04,1.793251,1.796196,1.7954865,1.7835693,1.7887421,1.7939911,1.8093185
2014-02-05,1.7941742,1.7947006,1.790184,1.7937851,1.7643356,1.7900162,1.809227
2014-02-06,1.7920456,1.7916336,1.7864914,1.7971191,1.7933273,1.797966,1.8017426
2014-02-07,1.8041611,1.7823257,1.799797,1.8146667,1.7926025,1.8015671,1.8134995
2014-02-09,1.7983017,1.7930908,1.8037643,1.7960968,1.8109741,1.8209839,1.8035278
2014-02-10,1.8071136,1.798317,1.7918396,1.7947311,1.8119507,1.8033066,1.8063202
2014-02-11,1.8126907,1.8062286,1.7971497,1.7974014,1.8234024,1.8039017,1.7922287
2014-02-12,1.7987442,1.7976379,1.8049011,1.8082962,1.8075485,1.7884674,1.8157654
2014-02-13,1.8101044,1.8131485,1.7752457,1.8046036,1.7939377,1.8165054,1.8014908
2014-02-14,1.7922516,1.7974396,1.8254318,1.8095474,1.8106537,1.7972794,1.8304138
2014-02-16,1.8086548,1.8209534,1.8141403,1.8090286,1.8157196,1.8260727,1.8023148
2014-02-17,1.8057022,1.7964554,1.8205948,1.8360748,1.802887,1.7948456,1.8241501
2014-02-18,1.8077774,1.8084869,1.8042221,1.7953873,1.8415756,1.8229065,1.8271637
2014-02-19,1.8173981,1.8138962,1.8420715,1.8209457,1.8000793,1.8196487,1.8130722
2014-02-20,1.813179,1.8164673,1.8175735,1.8153839,1.8017731,1.8148956,1.8285294
2014-02-21,1.8034058,1.8113937,1.8205948,1.8224106,1.821312,1.8297882,1.8170547
2014-02-23,1.8222733,1.8163376,1.8250504,1.8226929,1.8240356,1.8285065,1.819809
2014-02-24,1.8258362,1.8405762,1.8299332,1.831047,1.832367,1.8266907,1.8285446
2014-02-25,1.8193588,1.8172913,1.8364487,1.826889,1.8273926,1.8305588,1.836235
2014-02-26,1.8076782,1.8305359,1.8328018,1.8119202,1.8326111,1.835823,1.8369598
2014-02-27,1.8248749,1.8183365,1.8319778,1.832367,1.8215256,1.8325043,1.8364487
2014-02-28,1.8296585,1.8366089,1.8355637,1.8426971,1.8390198,1.840889,1.838417
2014-03-02,1.8285522,1.8320541,1.8398666,1.8305511,1.8239365,1.839447,1.8233871
2014-03-03,1.8410721,1.8326035,1.8355789,1.8304138,1.8317108,1.8504486,1.8437042
2014-03-04,1.8329468,1.8336945,1.8356857,1.8359985,1.830864,1.8430481,1.8363571
2014-03-05,1.8182831,1.86203,1.8371124,1.7954407,1.8420563,1.8434143,1.8260193
2014-03-06,1.8389435,1.835556,1.8153076,1.8561478,1.8381348,1.8410568,1.8527298
2014-03-07,1.8419647,1.8468704,1.8386841,1.8258133,1.8415756,1.8419952,1.8199234
2014-03-09,1.8387756,1.8349991,1.8401566,1.8159027,1.8261414,1.8447418,1.861412
2014-03-10,1.8378372,1.8309784,1.8463821,1.845604,1.8524704,1.8587265,1.8241959
2014-03-11,1.8543701,1.8400574,1.8319244,1.8531876,1.8415527,1.8459244,1.8582458
2014-03-12,1.840477,1.851471,1.8399582,1.843277,1.8405762,1.8345871,1.8469696
2014-03-13,1.8403015,1.853157,1.8467865,1.8412781,1.8304825,1.7939453,1.8419495
2014-03-14,1.839859,1.8213348,1.8261871,1.8451004,1.8786545,1.8203888,1.8460922
2014-03-16,1.8223114,1.8507462,1.8356781,1.8538895,1.8529892,1.8518448,1.8541107
2014-03-17,1.853569,1.8395844,1.8213501,1.8333893,1.8458023,1.8461533,1.8594513
2014-03-18,1.8004074,1.8484344,1.8422699,1.841919,1.8402634,1.8575821,1.8783035
2014-03-19,1.8830795,1.8522186,1.8393631,1.8621826,1.8551102,1.8183289,1.8242035
2014-03-20,1.8324051,1.8374786,1.8533478,1.83844,1.8436584,1.8583298,1.8066101
2014-03-21,1.841301,1.8371124,1.8343048,1.8572311,1.887703,1.8550491,1.82621
2014-03-23,1.8381348,1.8421783,1.8780823,1.8847198,1.8689575,1.8310776,1.8776321
2014-03-24,1.861763,1.8156662,1.8709183,1.8314667,1.8420792,1.849762,1.8134232
2014-03-25,1.8487473,1.8807755,1.8668594,1.8600922,1.8572311,1.8272324,1.8292007
2014-03-26,1.8469925,1.8306656,1.8323517,1.8616638,1.8425903,1.838089,1.8798523
2014-03-27,1.8594284,1.8568268,1.8572693,1.8296204,1.838028,1.85952,1.821785
2014-03-28,1.8078995,1.8638306,1.8464661,1.8386002,1.849884,1.838089,1.8468933
2014-03-30,1.8385696,1.8322601,1.8553696,1.8548889,1.8406677,1.8540573,1.8447495
2014-03-31,1.8424072,1.8656921,1.8467331,1.8611908,1.8399429,1.8503723,1.8449554
2014-04-01,1.8450851,1.8375778,1.8473129,1.8414536,1.8406143,1.8443375,1.8525772
2014-04-02,1.859581,1.8529739,1.8551178,1.8542175,1.8565979,1.8448563,1.8476486
2014-04-03,1.8426971,1.8445129,1.8529892,1.8466644,1.8445435,1.8429871,1.8415527
2014-04-04,1.844223,1.8429489,1.8416595,1.8391495,1.8480988,1.8420105,1.8383865
2014-04-06,1.8430405,1.8494568,1.8404236,1.8468323,1.8445663,1.8400803,1.8434601
2014-04-07,1.838623,1.8467712,1.846199,1.8477249,1.8414383,1.8452454,1.8426132
2014-04-08,1.8439865,1.8357239,1.8423767,1.8411942,1.8427277,1.8432236,1.8444519
2014-04-09,1.8498459,1.8495331,1.8426361,1.8486862,1.8489075,1.8391647,1.840828
2014-04-10,1.8512115,1.848877,1.8412857,1.8497314,1.8388748,1.8466644,1.8400879
2014-04-11,1.851471,1.8429489,1.8405151,1.8418579,1.8439789,1.8413162,1.8408127
2014-04-13,1.8411179,1.8435287,1.8383102,1.8437958,1.8377838,1.8471527,1.8406677
2014-04-14,1.8449173,1.8443146,1.8407669,1.8380508,1.8417892,1.8476715,1.8558426
2014-04-15,1.8411636,1.8445129,1.8400345,1.8359146,1.8417892,1.8428574,1.8413162
2014-04-16,1.8449173,1.8454208,1.8423386,1.8397675,1.8469009,1.8397598,1.8434677
2014-04-17,1.8470459,1.8387756,1.8373871,1.8411331,1.8383636,1.8395844,1.8435135
2014-04-20,1.8358154,1.838623,1.8437347,1.8414459,1.8392029,1.8451996,1.8406677
2014-04-21,1.8315506,1.851532,1.839447,1.8411179,1.8417206,1.8391724,1.8383026
2014-04-22,1.8358536,1.8427277,1.8316803,1.8414917,1.8543625,1.8438339,1.839119
2014-04-23,1.8453064,1.8462219,1.8489227,1.8523178,1.8309937,1.8325729,1.8447647
2014-04-24,1.835022,1.8416138,1.8373337,1.8399124,1.8428879,1.8487778,1.8383102
2014-04-25,1.8420868,1.8409958,1.8311691,1.8475266,1.8444214,1.8422546,1.8443985
2014-04-27,1.8411865,1.8418579,1.8427048,1.8381882,1.8388672,1.840805,1.8419495
2014-04-28,1.8464279,1.8422394,1.8536606,1.8360062,1.8448868,1.8367844,1.8651886
2014-04-29,1.8492126,1.8423691,1.842308,1.8420029,1.7857819,1.8988953,1.857399
2014-04-30,1.8454514,1.8423691,1.8433914,1.8391724,1.8476715,1.8027191,1.7676849
2014-05-01,1.8436966,1.8476944,1.8724899,1.8475494,1.8437119,1.8368073,1.8273773
2014-05-02,1.8466415,1.8371582,1.8467178,1.8387222,1.8519287,1.8708801,1.8432922
2014-05-04,1.8455963,1.8370743,1.8626404,1.7773438,1.8355865,1.8390732,1.8446655
2014-05-05,1.8501892,1.8714676,1.7960968,1.8430862,1.8609848,1.8390274,1.8395615
2014-05-06,1.785492,1.8059387,1.8156586,1.8373184,1.8572159,1.8417206,1.8394928
2014-05-07,1.8651276,1.8417435,1.8529205,1.8398895,1.8463211,1.84301,1.8394928
2014-05-08,1.854805,1.8395004,1.8410187,1.8334656,1.8390045,1.835434,1.8394928
2014-05-09,1.8037109,1.7739639,1.8399048,1.816925,1.8161774,1.8393402,1.8382645
2014-05-11,1.8411331,1.8699112,1.839447,1.8336868,1.8378906,1.8169174,1.840538
2014-05-12,1.8398361,1.8381958,1.8408661,1.842865,1.8528824,1.826149,1.8402176
2014-05-13,1.8401718,1.8513565,1.8399048,1.8129501,1.8502731,1.8400497,1.8380737
2014-05-14,1.8383713,1.8328247,1.8427963,1.8222198,1.8358078,1.8398895,1.8407288
2014-05-15,1.8392792,1.8369522,1.8583908,1.8505402,1.8465118,1.8392715,1.8404694
2014-05-16,1.8403244,1.854393,1.8179321,1.8267746,1.8387299,1.8467102,1.820076
2014-05-18,1.8192673,1.8408127,1.8417282,1.833313,1.8395691,1.8407593,1.8484192
2014-05-19,1.8450699,1.8273926,1.8527222,1.8351364,1.8422852,1.858017,1.8431091
2014-05-20,1.8590927,1.845253,1.8432541,1.842392,1.8418274,1.8428421,1.8425598
2014-05-21,1.8413849,1.8404922,1.8405151,1.8334045,1.8413773,1.8402557,1.8406296
2014-05-22,1.8312149,1.8428192,1.842186,1.847702,1.840477,1.8427048,1.8461533
2014-05-23,1.8501205,1.845459,1.8446655,1.8191681,1.8421555,1.8423843,1.8403244
2014-05-25,1.848381,1.842041,1.8422699,1.8317642,1.8424149,1.8402481,1.8427734
2014-05-26,1.8413544,1.8402328,1.8417511,1.8463821,1.8418274,1.8427734,1.8469086
2014-05-27,1.8412857,1.8434601,1.8421326,1.8579102,1.8439331,1.8198929,1.8486099
2014-05-28,1.8433533,1.8417816,1.8431091,1.8231354,1.850357,1.8362045,1.8409195
2014-05-29,1.841095,1.8419724,1.8421326,1.8418427,1.8329468,1.8385086,1.8354187
2014-05-30,1.8413544,1.8400955,1.8397064,1.8400345,1.8308258,1.8382874,1.8337173
2014-06-02,1.8436127,1.8431778,1.8352737,1.8360443,1.8546448,1.8354111,1.8375473
2014-06-03,1.8409195,1.8406754,1.8321381,1.8379898,1.8403473,1.8349228,1.8385925
2014-06-04,1.8393784,1.834671,1.8373108,1.8354797,1.8430634,1.8373947,1.8358383
2014-06-05,1.846077,1.8368988,1.8429031,1.8381958,1.8305359,1.8098373,1.8083267
2014-06-06,1.8371658,1.8294678,1.8215256,1.8344803,1.8287964,1.8662949,1.8519211
2014-06-08,1.8465424,1.8422852,1.8310852,1.8427505,1.8399048,1.8472061,1.8549194
2014-06-09,1.8246841,1.8219528,1.8310165,1.8328781,1.8357086,1.8253403,1.8401031
2014-06-10,1.8309174,1.8093033,1.8320236,1.8187485,1.8207855,1.8503494,1.8297043
2014-06-11,1.8518295,1.8568115,1.8556976,1.8517914,1.8565063,1.8480606,1.8353043
2014-06-12,1.8882675,1.815361,1.8416901,1.8390884,1.8158264,1.8356323,1.8240356
2014-06-13,1.8304825,1.834755,1.8214035,1.8484802,1.8348312,1.8331833,1.848114
2014-06-15,1.826294,1.845192,1.8374786,1.8276978,1.8318329,1.8339386,1.8283844
2014-06-16,1.8304138,1.8249512,1.8340988,1.8308029,1.8282776,1.8279877,1.8076324
2014-06-17,1.83992,1.8358917,1.8363266,1.8341675,1.8265839,1.8320465,1.8327408
2014-06-18,1.8463821,1.8349075,1.8517761,1.8312378,1.8354187,1.8485107,1.8359451
2014-06-19,1.8173523,1.8154526,1.8376999,1.8302383,1.8217239,1.7789688,1.8168488
2014-06-20,1.8306198,1.834732,1.8342209,1.8506317,1.8306656,1.850769,1.851387
2014-06-22,1.8374405,1.827591,1.8379059,1.8290787,1.8293228,1.8427734,1.835701
2014-06-23,1.8354645,1.832634,1.8613815,1.8417053,1.8344193,1.8318329,1.8324051
2014-06-24,1.834198,1.8295364,1.8209076,1.8280563,1.8336716,1.8303223,1.8322525
2014-06-25,1.8582382,1.8312454,1.8374786,1.8359299,1.8321304,1.82444,1.8283768
2014-06-26,1.8114014,1.828682,1.822113,1.8321381,1.8302078,1.8312683,1.8341141
2014-06-27,1.8374863,1.8231888,1.8303986,1.8226318,1.8243256,1.8307266,1.8303528
2014-06-29,1.8383789,1.8359299,1.8314743,1.8330154,1.8219833,1.8367615,1.8222961
2014-06-30,1.8315201,1.8325424,1.8324814,1.82547,1.8326797,1.8310394,1.8307343
2014-07-01,1.8358154,1.83255,1.8284836,1.8315582,1.8310852,1.8299713,1.8189392
2014-07-02,1.830513,1.8363037,1.8354874,1.8312607,1.822464,1.833931,1.8477097
2014-07-03,1.8325958,1.8345642,1.8241043,1.8339996,1.8445587,1.8244934,1.8150635
2014-07-04,1.8332748,1.8347778,1.8208923,1.833847,1.8059311,1.8129425,1.8470306
2014-07-06,1.8350754,1.8230743,1.8350296,1.8333511,1.849411,1.8177948,1.8440247
2014-07-07,1.8166351,1.8580093,1.8209457,1.8261185,1.8147659,1.8323059,1.8315735
2014-07-08,1.8373566,1.791359,1.8020706,1.8247375,1.8307877,1.8175735,1.827652
2014-07-09,1.825592,1.8555756,1.801239,1.8335266,1.8548965,1.8335648,1.8196793
2014-07-10,1.8389053,1.8392868,1.8091049,1.8313065,1.8309326,1.8200836,1.8221283
2014-07-11,1.812973,1.8458862,1.866066,1.8243256,1.8218231,1.829071,1.8243637
2014-07-13,1.8369827,1.8375702,1.8060074,1.8430557,1.8258362,1.8356171,1.8276978
2014-07-14,1.8284378,1.832901,1.8129044,1.8328705,1.8363724,1.8251953,1.8414993
2014-07-15,1.8322983,1.8320999,1.8625259,1.8294144,1.8127975,1.8247452,1.836647
2014-07-16,1.8206863,1.8395157,1.8085175,1.819252,1.8332291,1.8297043,1.8272934
2014-07-17,1.8332596,1.8350372,1.8140106,1.8276138,1.8327713,1.8342133,1.8314819
2014-07-18,1.8272018,1.8273621,1.8603363,1.8283157,1.8265686,1.838234,1.8229141
2014-07-20,1.8372116,1.8417587,1.8101425,1.8326874,1.8432846,1.8211823,1.8342056
2014-07-21,1.8278503,1.834671,1.8154907,1.8267136,1.8365936,1.8383331,1.8360901
2014-07-22,1.8368454,1.8301163,1.85923,1.8347015,1.8347931,1.8315506,1.8216705
2014-07-23,1.8215485,1.8327637,1.8113632,1.8243713,1.8257675,1.8380203,1.8395538
2014-07-24,1.822792,1.8386612,1.816452,1.8399277,1.8320389,1.8409805,1.8182373
2014-07-25,1.8364792,1.824028,1.8393936,1.8366547,1.8211746,1.8180313,1.8315964
2014-07-27,1.831337,1.8367233,1.820961,1.8345184,1.8368149,1.8293076,1.8286667
2014-07-28,1.8382187,1.8368454,1.8283081,1.8276215,1.8390503,1.8203583,1.8217239
2014-07-29,1.8393021,1.8382416,1.830368,1.8245697,1.8217468,1.8189163,1.8298111
2014-07-30,1.8191376,1.8330612,1.8316193,1.8354492,1.8319016,1.8299942,1.836853
2014-07-31,1.8352737,1.8277664,1.8330688,1.841919,1.8227463,1.8244781,1.8350906
2014-08-01,1.8431396,1.8175049,1.8315201,1.8203278,1.8445969,1.8366089,1.8250198
2014-08-03,1.8189468,1.8363342,1.8254547,1.8317337,1.8343735,1.8276825,1.8338394
2014-08-04,1.8295898,1.8216553,1.8327255,1.8359833,1.8265686,1.829071,1.8309631
2014-08-05,1.8188629,1.8233414,1.8360901,1.8306885,1.8313217,1.8242188,1.8297272
2014-08-06,1.8370819,1.8346634,1.8317032,1.8419571,1.8344955,1.8031235,1.8214417
2014-08-07,1.8335571,1.8314972,1.8348083,1.8357239,1.8280945,1.811058,1.8535767
2014-08-08,1.830452,1.8438873,1.8395157,1.8283234,1.8074646,1.8685379,1.8243561
2014-08-10,1.8383942,1.8330154,1.8252869,1.8530197,1.861969,1.8078995,1.8453827
2014-08-11,1.8310242,1.8406525,1.8362198,1.7910156,1.8044205,1.8147354,1.8361206
2014-08-12,1.8306885,1.8194733,1.8135681,1.8567505,1.8605652,1.8651199,1.8364868
2014-08-13,1.8508072,1.8529663,1.8711853,1.8492203,1.8460541,1.8106613,1.8365555
2014-08-14,1.801506,1.8238602,1.8111877,1.7974014,1.8398209,1.8163452,1.8352585
2014-08-15,1.8142242,1.8452759,1.8176956,1.8545685,1.840332,1.8628082,1.8297119
2014-08-17,1.8700943,1.8173065,1.8672333,1.8485031,1.8343811,1.8095093,1.8408737
2014-08-18,1.8111343,1.8266983,1.8089676,1.800621,1.8289795,1.8517456,1.8304596
2014-08-19,1.8174438,1.840126,1.8125,1.8530884,1.832756,1.83461,1.8385849
2014-08-20,1.8676529,1.8369598,1.8350677,1.8405228,1.8274765,1.815567,1.8280029
2014-08-21,1.8357391,1.8394394,1.8365631,1.8264465,1.8332672,1.8374939,1.8507309
2014-08-22,1.8339005,1.8288193,1.8365402,1.829361,1.8488998,1.8361511,1.8119965
2014-08-24,1.8407669,1.8348694,1.8347244,1.8344269,1.8370819,1.83181,1.8229904
2014-08-25,1.8396912,1.8189774,1.8334427,1.8321381,1.843277,1.8239212,1.8276215
2014-08-26,1.8249207,1.8398819,1.828186,1.8298111,1.8380966,1.8317871,1.8293152
2014-08-27,1.8342133,1.8276443,1.8283768,1.8341217,1.8298569,1.8310394,1.828804
2014-08-28,1.8277664,1.8266678,1.8337173,1.8320541,1.8292694,1.8285294,1.8276978
2014-08-29,1.8285065,1.8271484,1.8315735,1.8307724,1.8269577,1.8254929,1.8290863
2014-08-31,1.8281326,1.8318176,1.8279037,1.8279495,1.8252716,1.8314209,1.8263474
2014-09-01,1.8326492,1.8296814,1.8266754,1.8235397,1.8265152,1.8236771,1.8219299
2014-09-02,1.8318939,1.8318329,1.8251877,1.8222504,1.8245163,1.819397,1.8122101
2014-09-03,1.8298416,1.8249283,1.8184128,1.8235931,1.8269043,1.8197937,1.8352585
2014-09-04,1.8236542,1.8202438,1.8182144,1.8224487,1.8467102,1.8259583,1.8191376
2014-09-05,1.827446,1.824585,1.8240128,1.8192368,1.8123856,1.8140488,1.811348
2014-09-07,1.8272018,1.826416,1.8097,1.8182144,1.8082504,1.8119888,1.8189621
2014-09-08,1.8240204,1.821991,1.8131256,1.8113022,1.8148651,1.8177872,1.8137894
2014-09-09,1.8162613,1.8177414,1.8268509,1.8163986,1.8184586,1.818924,1.8122101
2014-09-10,1.8176575,1.8164368,1.8194199,1.8044434,1.829628,1.820282,1.8062515
2014-09-11,1.8175888,1.8230057,1.8074112,1.8127518,1.8118744,1.8143463,1.8110962
2014-09-12,1.8156586,1.8150864,1.8095627,1.816803,1.8125458,1.8074112,1.8001251
2014-09-14,1.818039,1.8132095,1.8106766,1.8188858,1.8078995,1.8079758,1.7975235
2014-09-15,1.8057785,1.8155212,1.8194199,1.8092804,1.8057709,1.8049622,1.8009262
2014-09-16,1.7953873,1.8218231,1.813797,1.8041611,1.7944717,1.8071442,1.7920151
2014-09-17,1.8325958,1.8156204,1.8119354,1.8046951,1.7999725,1.7968826,1.8036346
2014-09-18,1.8104553,1.8057709,1.8015594,1.7996597,1.8052902,1.7995834,1.80233
2014-09-19,1.8126526,1.805336,1.8122177,1.8043671,1.810669,1.7813721,1.8039093
2014-09-21,1.8032303,1.807869,1.8046265,1.8053284,1.8042831,1.8043671,1.7917252
2014-09-22,1.8000183,1.8056107,1.8120422,1.8041534,1.8114243,1.803566,1.8100586
2014-09-23,1.8068008,1.8133087,1.7931976,1.8040848,1.7936172,1.8021317,1.8003387
2014-09-24,1.8050232,1.8124237,1.8047562,1.8028412,1.8056183,1.8035965,1.8044815
2014-09-25,1.8081284,1.7883072,1.8049927,1.8018646,1.7931747,1.8008423,1.8167801
2014-09-26,1.8054657,1.8052902,1.8071594,1.8062668,1.8058167,1.8074417,1.8052444
2014-09-28,1.8049622,1.8061142,1.7932663,1.8031769,1.80439,1.8156815,1.8089981
2014-09-29,1.8051376,1.7997284,1.790863,1.7999191,1.7923965,1.8050079,1.8214417
2014-09-30,1.8073273,1.7999649,1.7986069,1.7992249,1.8085556,1.8034897,1.8030624
2014-10-01,1.8062592,1.804718,1.8143082,1.8016357,1.7992172,1.8043976,1.7918549
2014-10-02,1.7977829,1.7920456,1.8518524,1.8056412,1.8102646,1.8029022,1.7954407
2014-10-03,1.869545,1.8160324,1.7340851,1.8212967,1.7892914,1.8027649,1.7827072
2014-10-05,1.8160782,1.7854156,1.8029022,1.7983322,1.8008041,1.7975464,1.7889328
