,AUDCAD,AUDCAD,AUDCAD,AUDCAD,AUDCAD,AUDCAD,AUDCAD
2012-11-18,1.029212,1.030218,1.0306747,1.0322756,1.0333028,1.0340416,1.0341297
2012-11-19,1.0299077,1.0316219,1.0331635,1.0323881,1.0351446,1.0325651,1.0320418
2012-11-20,1.0305252,1.0321147,1.0330023,1.032012,1.0315931,1.0346521,1.0326078
2012-11-21,1.0336456,1.0345886,1.0358545,1.0329344,1.0362309,1.0344656,1.0345722
2012-11-22,1.0336169,1.0345683,1.0308061,1.0346513,1.0338268,1.0346162,1.03568
2012-11-23,1.0340197,1.0327884,1.0326903,1.0334291,1.0340202,1.0353566,1.0345073
2012-11-25,1.0330592,1.0360006,1.0363929,1.0359054,1.0345062,1.0342445,1.037712
2012-11-26,1.0318224,1.0340757,1.0306237,1.0348493,1.0317805,1.0341475,1.0359108
2012-11-27,1.0338708,1.0338461,1.0331212,1.0356965,1.0384126,1.0325997,1.0371914
2012-11-28,1.0346372,1.0352519,1.0341449,1.0355123,1.0353241,1.036102,1.036267
2012-11-29,1.0356168,1.0350274,1.0370302,1.0349457,1.0377665,1.0361809,1.0370698
2012-11-30,1.0354749,1.0357659,1.03585,1.0361898,1.0342528,1.0347054,1.0369055
2012-12-02,1.0350999,1.033635,1.0338926,1.0347242,1.0375693,1.0378356,1.036706
2012-12-03,1.0357726,1.0359378,1.0390577,1.0347114,1.034929,1.0370939,1.037389
2012-12-04,1.0374445,1.0345594,1.0348746,1.0368837,1.0361629,1.0361146,1.0367675
2012-12-05,1.035424,1.0369899,1.0363092,1.036837,1.037667,1.0367898,1.036657
2012-12-06,1.0346252,1.035671,1.0372047,1.0365553,1.0365521,1.0362127,1.0364826
2012-12-07,1.0358881,1.0362058,1.0375757,1.036801,1.0372715,1.0380487,1.037202
2012-12-09,1.0353453,1.0377551,1.0367868,1.0361396,1.0335641,1.0374546,1.0372047
2012-12-10,1.0374699,1.0359381,1.0360024,1.0370784,1.0378798,1.0369124,1.0364623
2012-12-11,1.0362787,1.0361807,1.0347543,1.0363348,1.0369761,1.0369207,1.0372548
2012-12-12,1.0378357,1.0360632,1.0373371,1.0371786,1.0386631,1.0370665,1.0378145
2012-12-13,1.0354129,1.0355983,1.0369449,1.0360773,1.035774,1.0365782,1.0370362
2012-12-14,1.0423068,1.0363089,1.0372889,1.0358636,1.0371971,1.0364194,1.0376096
2012-12-16,1.0345942,1.0352736,1.0356712,1.0363159,1.0398868,1.0377021,1.037463
2012-12-17,1.0392013,1.0369393,1.0371745,1.037386,1.0366478,1.0373495,1.0374341
2012-12-18,1.0371948,1.0373975,1.0361692,1.0375983,1.0369663,1.0377856,1.035679
2012-12-19,1.0365938,1.0372196,1.0429387,1.0372702,1.0369617,1.0360075,1.0376213
2012-12-20,1.0380502,1.0371346,1.037946,1.037045,1.0377839,1.0371604,1.0366455
2012-12-21,1.0374365,1.0376428,1.0365603,1.0368618,1.0378625,1.0369027,1.0361698
2012-12-23,1.0372821,1.0379127,1.0372828,1.0349228,1.0356624,1.0359514,1.037318
2012-12-24,1.036248,1.0331728,1.0353565,1.038929,1.0367324,1.0370374,1.0355481
2012-12-26,1.0353688,1.0362202,1.036726,1.0371937,1.0352653,1.0357571,1.0399591
2012-12-27,1.0368636,1.0372856,1.0373002,1.035729,1.03459,1.0367966,1.0362301
2012-12-28,1.0367402,1.036099,1.0367792,1.0360845,1.0349915,1.0359274,1.035132
2012-12-30,1.0382823,1.038007,1.0375528,1.0346988,1.0353962,1.036036,1.0348537
2012-12-31,1.0368938,1.0361999,1.035074,1.0360671,1.0357288,1.0363066,1.0366186
2013-01-02,1.0363436,1.0363991,1.035882,1.0352569,1.0365496,1.0359575,1.0355257
2013-01-03,1.0363188,1.0359081,1.0360504,1.0361605,1.034905,1.036393,1.0349598
2013-01-04,1.0375526,1.0348426,1.0354326,1.0354091,1.0354927,1.0370628,1.035257
2013-01-06,1.0349808,1.0367233,1.0348612,1.0357893,1.035467,1.0363464,1.0355837
2013-01-07,1.0360228,1.0350571,1.0371494,1.0354404,1.0346501,1.0349355,1.0359284
2013-01-08,1.0348785,1.0363307,1.0338082,1.0348481,1.0359769,1.0342854,1.0348806
2013-01-09,1.034281,1.0371836,1.0369976,1.0351851,1.0359273,1.0358025,1.0307579
2013-01-10,1.0372741,1.0360627,1.0350633,1.036793,1.0369326,1.0365952,1.0349975
2013-01-11,1.0374547,1.0361515,1.0363494,1.0360103,1.0360646,1.0356452,1.0349728
2013-01-13,1.0329825,1.0328671,1.0341457,1.0353222,1.0356746,1.0362163,1.0337275
2013-01-14,1.0367043,1.0376079,1.035012,1.0347008,1.0382546,1.0361888,1.0372803
2013-01-15,1.0368226,1.0346934,1.0370923,1.0356858,1.0363934,1.0349216,1.0360922
2013-01-16,1.0352643,1.0362617,1.0356252,1.0362693,1.0364745,1.0375636,1.037281
2013-01-17,1.0358346,1.0340123,1.0360419,1.0364158,1.03682,1.0367609,1.0366498
2013-01-18,1.0368822,1.0371345,1.0363401,1.0352443,1.0360689,1.0367745,1.0361027
2013-01-20,1.0361339,1.0358703,1.0363475,1.0348749,1.0364279,1.0372065,1.0372462
2013-01-21,1.0369425,1.0369225,1.03591,1.0356998,1.0359644,1.0348378,1.037492
2013-01-22,1.037103,1.0351976,1.0359535,1.0360148,1.0361671,1.0387439,1.0374802
2013-01-23,1.0360969,1.0372705,1.0373764,1.0386822,1.0359653,1.037628,1.0378517
2013-01-24,1.0361454,1.0356846,1.0368608,1.0359367,1.03734,1.0377651,1.0376935
2013-01-25,1.0371342,1.0358465,1.0367916,1.0368766,1.0374236,1.0383054,1.0368037
2013-01-27,1.0375861,1.0379226,1.0381091,1.0377293,1.0371137,1.0378091,1.0383353
2013-01-28,1.0377179,1.0375526,1.037024,1.0379062,1.0379798,1.0379536,1.0373874
2013-01-29,1.0375669,1.039468,1.0376831,1.0375243,1.0374008,1.0370767,1.0385954
2013-01-30,1.0367771,1.0382481,1.0365994,1.0377498,1.0391564,1.0387174,1.0393986
2013-01-31,1.0356137,1.0387965,1.037553,1.0373081,1.037744,1.0387084,1.0388852
2013-02-01,1.0390555,1.03736,1.0369806,1.0379844,1.0391138,1.0384171,1.0374689
2013-02-03,1.0353315,1.0380006,1.0376651,1.0378678,1.037621,1.0389801,1.0385139
2013-02-04,1.0374234,1.0392193,1.0396298,1.0381653,1.038442,1.037948,1.0389194
2013-02-05,1.0379575,1.0388913,1.0389023,1.0373449,1.0385615,1.039095,1.0399623
2013-02-06,1.039501,1.0393918,1.0374137,1.0371754,1.0387549,1.0379894,1.038149
2013-02-07,1.0388174,1.0383067,1.0371199,1.0401713,1.0381596,1.0386553,1.0381469
2013-02-08,1.0409809,1.0394642,1.0365548,1.0391402,1.0385909,1.0384424,1.040335
2013-02-10,1.0372722,1.0411574,1.0401736,1.0399619,1.0362291,1.0376554,1.0378318
2013-02-11,1.0398359,1.0367216,1.0365298,1.0375667,1.0381569,1.0368621,1.0405669
2013-02-12,1.0362654,1.0396695,1.0401808,1.0405524,1.0393587,1.0377605,1.0397983
2013-02-13,1.0395131,1.0392779,1.0396051,1.0388763,1.0386019,1.0396111,1.0395126
2013-02-14,1.0371847,1.0383456,1.0390769,1.0393633,1.0381229,1.0391376,1.0398955
2013-02-15,1.0382302,1.039564,1.037514,1.0382333,1.0369693,1.038871,1.0396447
2013-02-17,1.0385458,1.0381622,1.0404756,1.038494,1.0410068,1.040621,1.038966
2013-02-18,1.0383267,1.0399444,1.0401635,1.0387039,1.0406145,1.0402547,1.0409739
2013-02-19,1.039357,1.0389495,1.0391651,1.0399723,1.0404842,1.0390829,1.0408878
2013-02-20,1.0404711,1.0403277,1.0386564,1.0397854,1.0384977,1.0400178,1.038219
2013-02-21,1.039034,1.040163,1.0403681,1.0376722,1.0388994,1.0404592,1.04055
2013-02-22,1.0389302,1.0396504,1.0412478,1.0391774,1.039828,1.0397372,1.0413243
2013-02-24,1.039462,1.0407851,1.0410604,1.040148,1.041721,1.0416057,1.041078
2013-02-25,1.040672,1.0403827,1.0398239,1.040791,1.0414578,1.0422763,1.0446926
2013-02-26,1.0412221,1.0364151,1.0419545,1.0409851,1.041719,1.0438933,1.0426627
2013-02-27,1.0388191,1.04104,1.0408885,1.0431753,1.044465,1.0450579,1.0451787
2013-02-28,1.0411097,1.042129,1.0420779,1.0432603,1.0441647,1.044221,1.0468223
2013-03-01,1.041309,1.0428834,1.044105,1.0450673,1.0435508,1.0441711,1.0428241
2013-03-03,1.0419717,1.0432603,1.0443625,1.0462391,1.0435313,1.0446639,1.0445309
2013-03-04,1.044122,1.0447952,1.0437882,1.0457528,1.044645,1.04519,1.0456808
2013-03-05,1.0443668,1.0430256,1.04603,1.0440391,1.0453509,1.0432045,1.0441687
2013-03-06,1.044888,1.0453925,1.0464914,1.03972,1.0455189,1.0458426,1.0461414
2013-03-07,1.0445187,1.0447575,1.0463976,1.0480545,1.0447541,1.0447587,1.0454321
2013-03-08,1.0451962,1.0462762,1.0455623,1.0424209,1.0466051,1.0433702,1.0453787
2013-03-10,1.0459658,1.0436985,1.0455018,1.0461023,1.0442142,1.0456054,1.0447323
2013-03-11,1.0444577,1.0454357,1.0439289,1.0470834,1.0453422,1.0447792,1.0485065
2013-03-12,1.0451723,1.0447831,1.0445331,1.044944,1.0458686,1.0460774,1.0480254
2013-03-13,1.0459807,1.0463412,1.0461175,1.0450943,1.0454473,1.0485399,1.0475732
2013-03-14,1.0443957,1.0437012,1.0420762,1.0468184,1.0463098,1.0493332,1.0469629
2013-03-15,1.0451448,1.0454067,1.0455672,1.0472133,1.0486629,1.0508325,1.0484111
2013-03-17,1.0461888,1.0463493,1.0467674,1.0501802,1.0501088,1.0489689,1.049442
2013-03-18,1.0456829,1.0469432,1.047525,1.0507348,1.048755,1.0488108,1.053567
2013-03-19,1.0481799,1.0481958,1.0493469,1.0502017,1.0477551,1.0561354,1.0519514
2013-03-20,1.0475031,1.0511363,1.0499465,1.0472025,1.0504392,1.054196,1.0508476
2013-03-21,1.0481651,1.0485076,1.0510955,1.0490538,1.0518208,1.0527468,1.0485867
2013-03-22,1.0501398,1.0489045,1.0507686,1.0515426,1.0543559,1.0527525,1.0516286
2013-03-24,1.0500035,1.0527976,1.0521469,1.0545983,1.0571274,1.0542363,1.0551178
2013-03-25,1.0498488,1.0552077,1.0538666,1.0564224,1.0536938,1.0549163,1.0552274
2013-03-26,1.051031,1.0547996,1.052032,1.0526565,1.0536153,1.0551807,1.0562758
2013-03-27,1.0535693,1.0525771,1.0527073,1.0544205,1.053522,1.0566905,1.0576465
2013-03-28,1.0533707,1.0521079,1.0533208,1.0534317,1.0565639,1.0565006,1.056668
2013-03-31,1.0508612,1.054532,1.0537891,1.0556054,1.0564092,1.0572481,1.0562685
2013-04-01,1.053961,1.0557005,1.0565293,1.0569594,1.0587536,1.0584831,1.0586885
2013-04-02,1.0547789,1.0568132,1.0575317,1.0598049,1.0567224,1.0591577,1.0579915
2013-04-03,1.0568644,1.0572633,1.0581195,1.0605309,1.0602437,1.0568211,1.0544301
2013-04-04,1.0557948,1.0603042,1.0574758,1.05996,1.058244,1.0596652,1.0586642
2013-04-05,1.056303,1.058393,1.0581423,1.0579112,1.0590538,1.0599548,1.0592684
2013-04-07,1.0572013,1.0581806,1.0574522,1.0590115,1.0576502,1.0577093,1.0604513
2013-04-08,1.0572196,1.0551505,1.0579033,1.0588412,1.059037,1.0618721,1.0615463
2013-04-09,1.0587554,1.0543447,1.0574659,1.0539794,1.0559459,1.05968,1.0591415
2013-04-10,1.0564647,1.0610411,1.055668,1.0596342,1.0608038,1.0588386,1.0608777
2013-04-11,1.058429,1.0631952,1.0594072,1.0617814,1.0598991,1.0594403,1.0610847
2013-04-12,1.0595565,1.0596707,1.0573297,1.0600204,1.0605807,1.0588762,1.0590818
2013-04-14,1.059257,1.058437,1.0620254,1.0594075,1.058958,1.0628765,1.060415
2013-04-15,1.0574124,1.0612195,1.0613668,1.0600135,1.0604777,1.0608276,1.0610242
2013-04-16,1.0622214,1.0614781,1.0601413,1.0611625,1.0610746,1.0628022,1.059017
2013-04-17,1.0588588,1.0619568,1.0605049,1.0596567,1.0591087,1.0623658,1.0603527
2013-04-18,1.0622244,1.0591073,1.0613563,1.0607013,1.0604198,1.0602025,1.0609632
2013-04-19,1.0621406,1.0593355,1.0624275,1.058377,1.0610209,1.0589042,1.0589523
2013-04-21,1.0601177,1.0618403,1.0601015,1.0600652,1.0590432,1.0625657,1.0584571
2013-04-22,1.0603427,1.0607773,1.0612466,1.0607765,1.0603615,1.0588075,1.0561491
2013-04-23,1.060406,1.059142,1.0606291,1.0588956,1.0609654,1.0599341,1.0592048
2013-04-24,1.0610082,1.0620397,1.0612988,1.0615746,1.0605923,1.0590558,1.0604845
2013-04-25,1.0617802,1.0605407,1.0598109,1.0576234,1.0586594,1.0604334,1.0603533
2013-04-26,1.0603336,1.0583866,1.0599825,1.0568314,1.0600734,1.0606256,1.057091
2013-04-28,1.0591563,1.0615852,1.0590212,1.0603822,1.0583668,1.0590109,1.0610058
2013-04-29,1.0601203,1.0595125,1.061402,1.0580438,1.0569818,1.0583175,1.057371
2013-04-30,1.0601286,1.059689,1.0592744,1.0586195,1.0600494,1.0585127,1.0573614
2013-05-01,1.0596902,1.0587516,1.0585284,1.0571841,1.0584365,1.0572336,1.0596659
2013-05-02,1.0600522,1.0578845,1.0582516,1.0603356,1.0579624,1.0566615,1.0576904
2013-05-03,1.0591692,1.0586694,1.0583689,1.0575168,1.0563223,1.0575575,1.0576334
2013-05-05,1.0597762,1.0583777,1.0582741,1.0580238,1.0565556,1.0562181,1.0554414
2013-05-06,1.058994,1.0569738,1.0582565,1.0570135,1.0560657,1.0551537,1.0546354
2013-05-07,1.0574442,1.058126,1.056823,1.0557837,1.0550106,1.0543305,1.0539191
2013-05-08,1.0564365,1.0573957,1.0578334,1.0556077,1.0554435,1.0538108,1.0544753
2013-05-09,1.0582566,1.0581012,1.0547194,1.0543959,1.0539472,1.0544477,1.0528877
2013-05-10,1.0551043,1.0540475,1.0556375,1.0553331,1.0530586,1.0537508,1.0522778
2013-05-12,1.0553744,1.0542729,1.0542619,1.0529846,1.0533001,1.0497668,1.0508246
2013-05-13,1.0553579,1.054109,1.053169,1.0532255,1.0529851,1.0520611,1.0496475
2013-05-14,1.0552483,1.0534916,1.0522954,1.0535712,1.0534316,1.0483487,1.0467808
2013-05-15,1.0540196,1.0539583,1.0525503,1.0496659,1.0480164,1.0472198,1.0462816
2013-05-16,1.0527081,1.0509272,1.0514939,1.0470833,1.0458262,1.0454252,1.0452206
2013-05-17,1.0533535,1.0503274,1.0505255,1.047437,1.0477978,1.0440366,1.0378141
2013-05-19,1.0510908,1.0483876,1.0482647,1.0455087,1.0419118,1.0383441,1.0377793
2013-05-20,1.0503364,1.048022,1.0467039,1.0456655,1.039983,1.037694,1.0366699
2013-05-21,1.0466133,1.0454947,1.0440824,1.0400304,1.037919,1.0363121,1.033047
2013-05-22,1.046463,1.0445986,1.038605,1.0367119,1.0372127,1.0346234,1.0337493
2013-05-23,1.0444432,1.0392233,1.0364604,1.0362282,1.0342815,1.0311759,1.0232413
2013-05-24,1.0397884,1.037036,1.0354682,1.0338421,1.0328358,1.0250056,1.0216019
2013-05-26,1.0375848,1.0374675,1.0338864,1.0324578,1.0215452,1.0215417,1.0203745
2013-05-27,1.0359651,1.0331607,1.031878,1.022945,1.0221503,1.0204792,1.0121429
2013-05-28,1.033653,1.0322853,1.0238723,1.0213789,1.020487,1.011659,1.0121751
2013-05-29,1.0324174,1.0239006,1.0214201,1.0205514,1.0120373,1.0108864,1.0082016
2013-05-30,1.0268044,1.0217177,1.0214697,1.0134552,1.009124,1.0079201,1.0084393
2013-05-31,1.0241722,1.0196462,1.0112512,1.010904,1.0103166,1.0069574,1.0072964
2013-06-02,1.0189623,1.0123243,1.0098888,1.0079371,1.0058137,1.0068523,1.006094
2013-06-03,1.0102233,1.0110986,1.0094763,1.0026879,1.0084891,1.0037107,1.0051477
2013-06-04,1.0110505,1.0116374,1.006283,1.0044338,1.0045983,1.0034028,1.0044682
2013-06-05,1.0106776,1.0084226,1.0065379,1.0068834,1.0076628,1.0039161,1.0021564
2013-06-06,1.0057123,1.0068417,1.0064219,1.00389,1.0046388,1.0031543,1.0019132
2013-06-07,1.0087104,1.0055729,1.0050293,1.0031085,1.0038254,1.0019757,1.0017651
2013-06-09,1.0057824,1.004735,1.0041362,1.0034728,1.0029956,0.9998172,0.9992823
2013-06-10,1.0030962,1.0030857,1.0034696,1.0021453,1.0004857,1.0020943,1.0016723
2013-06-11,1.003418,1.0028024,1.0026112,1.0022056,0.9990578,0.9995326,0.9991681
2013-06-12,1.0027642,1.0022376,1.0016193,1.0014957,0.99841046,0.9958092,0.99656427
2013-06-13,1.0018892,1.0016718,1.000321,1.0002992,0.99911034,0.99557894,0.99545836
2013-06-14,1.0040493,1.002337,1.0005345,1.0007608,0.9964869,0.9981054,0.99927056
2013-06-16,1.001606,1.0019033,1.0002375,0.9986247,0.997568,0.9995893,0.99552715
2013-06-17,1.0021596,1.0012397,0.9988121,0.99811804,0.99655485,0.995607,0.9956572
2013-06-18,1.0023137,0.9970613,0.992867,0.99841714,0.9973794,0.9955375,0.9952872
2013-06-19,0.99824286,0.99801767,1.0019737,0.99683094,0.99320066,0.9970398,0.99432445
2013-06-20,0.9995173,0.9994857,0.99888456,0.9980343,0.9958098,0.9941966,0.9893596
2013-06-21,0.9980462,0.9970658,0.9966682,0.9945221,0.9939897,0.9932544,0.98683196
2013-06-23,0.99730766,0.9973768,0.9949035,0.9924443,0.99170387,0.98799276,0.9800918
2013-06-24,0.9939017,0.99327993,0.9953543,0.99346906,0.9871932,0.9832108,0.9750848
2013-06-25,0.9947046,0.9951275,0.99190354,0.9875684,0.98004997,0.9759632,0.9765394
2013-06-26,0.99505925,0.9915706,0.987288,0.98217297,0.9760616,0.9750334,0.9761817
2013-06-27,0.99241847,0.98817146,0.9813566,0.9759772,0.97726864,0.9740794,0.972482
2013-06-28,0.9895117,0.9826722,0.9761876,0.97682524,0.9721097,0.973488,0.9710617
2013-06-30,0.9812656,0.97565836,0.9759442,0.9745916,0.9774481,0.9746523,0.9714276
2013-07-01,0.97503567,0.97896093,0.973644,0.97266245,0.97289824,0.9742648,0.971192
2013-07-02,0.97394717,0.9746778,0.97076,0.9714157,0.9758401,0.96908164,0.9687573
2013-07-03,0.9741875,0.9753747,0.9719566,0.9714385,0.9727031,0.96921945,0.96900856
2013-07-04,0.9712213,0.9736519,0.9724126,0.9701985,0.9709711,0.96994805,0.96684897
2013-07-05,0.9707496,0.97397864,0.97094595,0.97093123,0.9699336,0.9703909,0.9624928
2013-07-07,0.97182465,0.9704145,0.96991026,0.96935356,0.970255,0.9678444,0.96623874
2013-07-08,0.9711005,0.9694061,0.96906364,0.97085273,0.96949303,0.96502423,0.9655212
2013-07-09,0.97316986,0.9706756,0.96711296,0.9683602,0.96621644,0.9680898,0.96612036
2013-07-10,0.9710309,0.96951234,0.968746,0.97055817,0.96600485,0.9641808,0.9629413
2013-07-11,0.9670962,0.966877,0.9650117,0.96836734,0.96248317,0.96554995,0.9641892
2013-07-12,0.9686129,0.96497625,0.96829176,0.96357894,0.96584904,0.96290535,0.962255
2013-07-14,0.96676266,0.96669936,0.96638966,0.96420324,0.9631052,0.96452034,0.96495146
2013-07-15,0.96602273,0.96537703,0.96563715,0.96347207,0.9643632,0.96339834,0.96127963
2013-07-16,0.9667521,0.96570337,0.9653106,0.964273,0.9635365,0.9647274,0.9647113
2013-07-17,0.96517503,0.9661454,0.9652777,0.9654689,0.9615304,0.9637017,0.95908207
2013-07-18,0.9653572,0.96412027,0.9642831,0.9644636,0.9625196,0.96159095,0.9620614
2013-07-19,0.9643715,0.9607762,0.9630662,0.964794,0.9631636,0.961939,0.9613314
2013-07-21,0.9620302,0.9641527,0.96323514,0.9630463,0.96203154,0.9609698,0.96291333
2013-07-22,0.9648512,0.96185434,0.9620039,0.96308476,0.96111447,0.9631566,0.96208864
2013-07-23,0.9620288,0.96216726,0.96251583,0.9614019,0.96388125,0.95855165,0.9583749
2013-07-24,0.96197355,0.9629853,0.9636731,0.9625982,0.9588582,0.9611635,0.9606437
2013-07-25,0.96297693,0.9607961,0.96157,0.96031606,0.959114,0.9590178,0.95838726
2013-07-26,0.9627277,0.9609027,0.9612452,0.9589607,0.9596561,0.95910335,0.95568407
2013-07-28,0.9619843,0.9587075,0.96144164,0.96153486,0.95853925,0.95495427,0.9562555
2013-07-29,0.961133,0.9604156,0.960444,0.9582733,0.95743847,0.9559183,0.9556414
2013-07-30,0.96265495,0.9597324,0.9572216,0.9573897,0.9570878,0.957941,0.9553671
2013-07-31,0.96046734,0.95701724,0.9559009,0.9583633,0.95559394,0.9551343,0.95413184
2013-08-01,0.9586047,0.956666,0.9558723,0.957198,0.9555556,0.95396686,0.95480436
2013-08-02,0.95714706,0.9565033,0.9558156,0.9553864,0.9553472,0.9556214,0.9534867
2013-08-04,0.9545889,0.9553449,0.9553605,0.9547285,0.9547981,0.9520831,0.9506613
2013-08-05,0.9534843,0.95564055,0.9553696,0.9548744,0.9564333,0.9548433,0.9518409
2013-08-06,0.95414513,0.9540641,0.9543653,0.95648843,0.95451224,0.9551745,0.9510367
2013-08-07,0.9528124,0.95275867,0.953301,0.9525956,0.95493865,0.95251817,0.9467125
2013-08-08,0.9538516,0.95440924,0.95218354,0.95245874,0.951172,0.94968456,0.9475759
2013-08-09,0.9572619,0.95290244,0.9534171,0.95236415,0.94919634,0.94798136,0.9489696
2013-08-11,0.9513018,0.9544879,0.950719,0.95268524,0.9479816,0.9474429,0.94510484
2013-08-12,0.95399487,0.95358014,0.94961846,0.94917685,0.94672656,0.94508094,0.94399536
2013-08-13,0.9527343,0.9504836,0.9479606,0.94543946,0.9471518,0.9467093,0.9451951
2013-08-14,0.9513402,0.947936,0.9464298,0.94775844,0.94587195,0.94551516,0.94673204
2013-08-15,0.94752204,0.95110667,0.9451544,0.9486258,0.9469732,0.94670975,0.94535244
2013-08-16,0.9468642,0.94510007,0.94812936,0.9447016,0.9458653,0.94498086,0.94576204
2013-08-18,0.94437563,0.9479438,0.94881195,0.9453399,0.9453951,0.94684875,0.94511867
2013-08-19,0.94598734,0.94734,0.9456322,0.94723153,0.9456376,0.9435179,0.94664407
2013-08-20,0.94649696,0.94678074,0.9438502,0.9430997,0.9464201,0.9414178,0.9468522
2013-08-21,0.9461744,0.9442749,0.94328165,0.94649124,0.945981,0.94722843,0.9487672
2013-08-22,0.94521224,0.94539607,0.94803643,0.9450476,0.9454135,0.9445743,0.9453912
2013-08-23,0.94501615,0.9460653,0.94370973,0.9431907,0.9460052,0.94316816,0.94411284
2013-08-25,0.94326967,0.9446017,0.9457413,0.9480575,0.94580114,0.9469507,0.9445306
2013-08-26,0.9439444,0.9452133,0.9457338,0.9455858,0.94417685,0.94361234,0.9418881
2013-08-27,0.9442854,0.943758,0.9445839,0.9436766,0.9442761,0.9430435,0.94326246
2013-08-28,0.94569236,0.9449569,0.94305384,0.9443817,0.94414085,0.94192636,0.9420335
2013-08-29,0.9457935,0.9455055,0.9442777,0.94386894,0.941733,0.94457513,0.9429388
2013-08-30,0.9447496,0.9428446,0.9440152,0.94257903,0.9442599,0.9425019,0.9429109
2013-09-01,0.94427514,0.94407666,0.94299245,0.9434418,0.9428894,0.94140005,0.94485605
2013-09-02,0.9431956,0.94153893,0.94371843,0.9431616,0.94427556,0.9410752,0.94286865
2013-09-03,0.9421437,0.94538325,0.9436685,0.9439726,0.94285345,0.9474927,0.94087756
2013-09-04,0.9433275,0.943478,0.945572,0.94149226,0.9443112,0.9460763,0.94361436
2013-09-05,0.94393456,0.9422748,0.9416387,0.94457823,0.9428179,0.9443746,0.9433508
2013-09-06,0.9432838,0.944236,0.94374037,0.9431147,0.9443467,0.9419375,0.9399831
2013-09-08,0.94391036,0.94426465,0.94373745,0.941621,0.9427825,0.94335806,0.9433112
2013-09-09,0.9432401,0.9432022,0.9435123,0.9436563,0.9448587,0.9449265,0.94480157
2013-09-10,0.9438819,0.9436685,0.9440273,0.94237757,0.9449574,0.94515043,0.94449425
2013-09-11,0.9431932,0.9439485,0.9446987,0.944655,0.9443985,0.94517577,0.94641554
2013-09-12,0.94384885,0.94394577,0.94419,0.9458104,0.9450892,0.9473952,0.94790125
2013-09-13,0.94889843,0.94402075,0.9459379,0.9449864,0.9469568,0.9463746,0.9484255
2013-09-15,0.94260323,0.94486666,0.9464774,0.94736475,0.9478738,0.9473884,0.94946975
2013-09-16,0.94610333,0.9451333,0.94627035,0.94687057,0.9471526,0.9488871,0.9490702
2013-09-17,0.94547355,0.9467097,0.9479408,0.94711244,0.94928,0.94836664,0.9474704
2013-09-18,0.94589937,0.94680077,0.94725096,0.94950485,0.94763464,0.95000327,0.9504656
2013-09-19,0.9476026,0.94853556,0.9492198,0.94889325,0.9516984,0.9496767,0.9528555
2013-09-20,0.94602925,0.94807017,0.9495739,0.9499203,0.949622,0.9520055,0.9539295
2013-09-22,0.9473399,0.94855094,0.94940054,0.9514635,0.95489514,0.9541526,0.9595274
2013-09-23,0.9486733,0.9496745,0.9488029,0.9526536,0.955523,0.95380956,0.95759606
2013-09-24,0.9495957,0.95047116,0.9552932,0.956305,0.95634973,0.95677793,0.95667505
2013-09-25,0.95142376,0.95278484,0.95546794,0.9580059,0.95746255,0.9559306,0.95738506
2013-09-26,0.95428646,0.9547565,0.95092905,0.9594438,0.95758307,0.9601872,0.96225613
2013-09-27,0.95602024,0.953041,0.9567175,0.95444185,0.9603587,0.9586793,0.9607059
2013-09-29,0.95638096,0.95442677,0.95477164,0.95709866,0.95882714,0.96235836,0.9609685
2013-09-30,0.95548564,0.9560292,0.95858085,0.96061754,0.9604161,0.95985854,0.95664716
2013-10-01,0.95398164,0.9606657,0.9581171,0.95774305,0.9656985,0.9602266,0.961058
2013-10-02,0.95824325,0.9591999,0.96005744,0.96138966,0.9572054,0.9633632,0.9625291
2013-10-03,0.9577992,0.9635959,0.9625042,0.96280324,0.95933735,0.9616511,0.96511054
2013-10-04,0.9594351,0.96219486,0.9611279,0.9609382,0.9605646,0.96196294,0.96348655
2013-10-06,0.9607401,0.95985407,0.960068,0.9609173,0.9635711,0.96079326,0.9632262
2013-10-07,0.9596584,0.962074,0.96076846,0.96166486,0.95670336,0.9601109,0.9650737
2013-10-08,0.9605749,0.96393657,0.95935,0.9625946,0.96231115,0.96313274,0.9654449
2013-10-09,0.96456885,0.9618804,0.9654985,0.9622208,0.9625374,0.9650557,0.9662198
2013-10-10,0.9660133,0.9636347,0.96266806,0.9625118,0.9653109,0.9658561,0.96617645
2013-10-11,0.96149874,0.96329254,0.96337485,0.9653717,0.96564084,0.96662647,0.9677094
2013-10-13,0.96304655,0.9631773,0.9649374,0.9658861,0.9664576,0.9664916,0.968112
2013-10-14,0.96366775,0.9638934,0.96546566,0.9672941,0.9666163,0.966378,0.96958697
2013-10-15,0.96471345,0.96720785,0.9660188,0.96550155,0.9671519,0.96681947,0.96901083
2013-10-16,0.96630603,0.96732724,0.9677115,0.96874654,0.9682574,0.96938753,0.96913546
2013-10-17,0.9671602,0.96784866,0.96882373,0.9679682,0.9685979,0.9685577,0.9706691
2013-10-18,0.96712494,0.9680747,0.9686261,0.9684097,0.9693704,0.96806574,0.9700191
2013-10-20,0.9685706,0.969552,0.9693352,0.9691538,0.9706994,0.9719532,0.9699946
2013-10-21,0.9685706,0.9693446,0.96906257,0.96912813,0.9715092,0.97004056,0.97254336
2013-10-22,0.9677329,0.96902955,0.97208756,0.96959555,0.97128576,0.9709625,0.9694029
