,ZARJPY,ZARJPY,ZARJPY,ZARJPY,ZARJPY,ZARJPY,ZARJPY
2013-02-19,10.2263565,10.215401,10.232338,10.241547,10.258789,10.344597,10.379814
2013-02-20,10.2170105,10.2308655,10.243721,10.262909,10.358612,10.37101,10.40741
2013-02-21,10.2085495,10.256729,10.265694,10.3482895,10.376297,10.387123,10.401001
2013-02-22,10.249199,10.253288,10.341515,10.377274,10.411407,10.399193,10.403481
2013-02-24,10.246223,10.3532715,10.396965,10.3905945,10.402184,10.440376,10.41922
2013-02-25,10.333328,10.388557,10.411293,10.413879,10.409142,10.415146,10.415352
2013-02-26,10.383888,10.402382,10.426659,10.41317,10.404968,10.40744,10.410736
2013-02-27,10.415222,10.399742,10.405029,10.418976,10.405319,10.41008,10.402145
2013-02-28,10.396263,10.369064,10.376518,10.386009,10.404015,10.408852,10.397324
2013-03-01,10.39296,10.424126,10.403931,10.411835,10.403236,10.420403,10.380608
2013-03-03,10.405388,10.368843,10.411942,10.399155,10.395363,10.391563,10.468666
2013-03-04,10.398041,10.389984,10.395416,10.402641,10.400581,10.40918,10.404762
2013-03-05,10.403259,10.405724,10.394623,10.394707,10.406456,10.39975,10.456177
2013-03-06,10.405334,10.397675,10.421448,10.412773,10.417366,10.460121,10.47271
2013-03-07,10.403938,10.394989,10.4049225,10.403923,10.445343,10.4659195,10.468605
2013-03-08,10.406784,10.39093,10.411873,10.431679,10.466896,10.46431,10.447762
2013-03-10,10.402542,10.428001,10.459282,10.449417,10.458992,10.472099,10.456131
2013-03-11,10.427078,10.451675,10.450287,10.467072,10.484673,10.44323,10.463699
2013-03-12,10.452217,10.466385,10.468567,10.457657,10.462173,10.467606,10.472343
2013-03-13,10.448624,10.474602,10.470917,10.47657,10.477402,10.462318,10.474129
2013-03-14,10.453117,10.464973,10.475243,10.466438,10.456245,10.475708,10.464066
2013-03-15,10.46579,10.472923,10.474892,10.481316,10.479248,10.469986,10.45607
2013-03-17,10.454201,10.452209,10.49398,10.473663,10.471291,10.460556,10.437859
2013-03-18,10.480896,10.461807,10.394676,10.456696,10.437103,10.426666,10.4138565
2013-03-19,10.456451,10.464455,10.478165,10.446648,10.424576,10.428429,10.429329
2013-03-20,10.461777,10.464027,10.447113,10.448036,10.414017,10.421524,10.411781
2013-03-21,10.474861,10.44487,10.430382,10.426224,10.407181,10.433083,10.417854
2013-03-22,10.450714,10.424591,10.428528,10.424728,10.409332,10.41288,10.325714
2013-03-24,10.468613,10.417839,10.419624,10.408417,10.379829,10.351707,10.384338
2013-03-25,10.427116,10.426353,10.407257,10.394951,10.380333,10.362007,10.343597
2013-03-26,10.430229,10.417519,10.414101,10.361786,10.380539,10.354813,10.319046
2013-03-27,10.412483,10.379074,10.392662,10.374245,10.325897,10.31279,10.296333
2013-03-28,10.368187,10.424164,10.361763,10.346657,10.30957,10.323372,10.305756
2013-03-31,10.392212,10.376678,10.346954,10.334053,10.317368,10.301186,10.296265
2013-04-01,10.37455,10.339378,10.303726,10.314018,10.283569,10.304359,10.3055725
2013-04-02,10.347893,10.352013,10.319183,10.288147,10.285797,10.315079,10.29615
2013-04-03,10.329086,10.307335,10.297005,10.312859,10.3318405,10.316109,10.30558
2013-04-04,10.324867,10.30909,10.292847,10.288147,10.299034,10.299011,10.2960205
2013-04-05,10.297676,10.290298,10.290703,10.312988,10.305016,10.296875,10.30558
2013-04-07,10.298378,10.302811,10.284912,10.287834,10.308998,10.280746,10.2960205
2013-04-08,10.297173,10.302811,10.294922,10.312988,10.307388,10.288956,10.30558
2013-04-09,10.307854,10.303001,10.305214,10.287834,10.30043,10.302788,10.30542
2013-04-10,10.30452,10.303131,10.297775,10.313057,10.294525,10.308922,10.339546
2013-04-11,10.307709,10.303139,10.305786,10.287834,10.304901,10.3153305,10.346085
2013-04-12,10.297966,10.303329,10.292831,10.313599,10.301781,10.362335,10.388451
2013-04-14,10.307709,10.303329,10.3137665,10.347145,10.323967,10.409042,10.406036
2013-04-15,10.297836,10.303329,10.348099,10.311226,10.410934,10.39373,10.401649
2013-04-16,10.299171,10.283287,10.319908,10.397667,10.419907,10.439995,10.417351
2013-04-17,10.382729,10.37294,10.377563,10.3980255,10.42765,10.436516,10.456627
2013-04-18,10.347397,10.384842,10.417084,10.414101,10.424614,10.433052,10.456436
2013-04-19,10.370491,10.398727,10.425476,10.438133,10.440788,10.451759,10.449112
2013-04-21,10.427002,10.421104,10.43425,10.436356,10.423294,10.430656,10.442886
2013-04-22,10.431923,10.4320755,10.424889,10.417786,10.441704,10.432785,10.56926
2013-04-23,10.447334,10.4347,10.43483,10.454369,10.442001,10.5661545,10.645462
2013-04-24,10.431747,10.43177,10.42469,10.440399,10.553879,10.659767,10.67762
2013-04-25,10.463409,10.4255905,10.4350815,10.601891,10.614258,10.674156,10.696037
2013-04-26,10.491074,10.414299,10.5634,10.657478,10.666992,10.636414,10.714363
2013-04-28,10.436218,10.595955,10.677895,10.680832,10.706451,10.697815,10.713295
2013-04-29,10.575912,10.675171,10.596199,10.740166,10.700134,10.68795,10.766663
2013-04-30,10.646751,10.66082,10.653389,10.740425,10.686447,10.717072,10.73513
2013-05-01,10.658127,10.728607,10.700127,10.730446,10.750084,10.72702,10.735481
2013-05-02,10.63694,10.689674,10.7200165,10.722076,10.769928,10.747139,10.782143
2013-05-03,10.705322,10.755226,10.721603,10.756592,10.786392,10.771408,10.748268
2013-05-05,10.7146225,10.697586,10.735542,10.762688,10.770302,10.791985,10.793663
2013-05-06,10.721718,10.765472,10.771553,10.759018,10.779709,10.795349,10.819084
2013-05-07,10.75869,10.738152,10.80455,10.810951,10.813591,10.798698,10.84874
2013-05-08,10.752434,10.783348,10.795189,10.806755,10.819061,10.861542,10.848419
2013-05-09,10.810486,10.793762,10.803627,10.832558,10.856911,10.847351,10.837746
2013-05-10,10.792671,10.808548,10.819336,10.822769,10.843666,10.840271,10.860085
2013-05-12,10.787804,10.821182,10.81675,10.822281,10.854271,10.868881,10.909927
2013-05-13,10.821709,10.833763,10.854012,10.883102,10.863197,10.913185,10.915916
2013-05-14,10.825867,10.835739,10.861313,10.853867,10.917038,10.933075,10.926102
2013-05-15,10.8320465,10.889915,10.863815,10.896851,10.930618,10.922546,10.914375
2013-05-16,10.850937,10.846291,10.907997,10.933746,10.902252,10.939499,10.910812
2013-05-17,10.860672,10.907883,10.933151,10.93158,10.936493,10.910912,10.886185
2013-05-19,10.915642,10.927849,10.937683,10.943832,10.903114,10.879601,10.847191
2013-05-20,10.921532,10.925079,10.905464,10.919136,10.887161,10.862663,10.836296
2013-05-21,10.930901,10.970558,10.911667,10.89267,10.888626,10.872597,10.866829
2013-05-22,10.904648,10.914558,10.922066,10.833038,10.860359,10.818481,10.854912
2013-05-23,10.91156,10.903717,10.865181,10.854195,10.849075,10.848816,10.823723
2013-05-24,10.905624,10.830879,10.857178,10.840538,10.847588,10.821266,10.837173
2013-05-26,10.857803,10.859459,10.850418,10.843887,10.830719,10.84021,10.855255
2013-05-27,10.87291,10.857918,10.843613,10.845894,10.828011,10.832642,10.821869
2013-05-28,10.885841,10.8487625,10.812347,10.846558,10.848816,10.8403015,10.829483
2013-05-29,10.846725,10.860756,10.833687,10.83065,10.855743,10.83622,10.850105
2013-05-30,10.838829,10.839752,10.828285,10.813492,10.850121,10.8302,10.829781
2013-05-31,10.838829,10.871468,10.848991,10.833862,10.830978,10.837112,10.833778
2013-06-02,10.838638,10.811424,10.843452,10.868797,10.799698,10.834412,10.830353
2013-06-03,10.83857,10.839989,10.8387375,10.823021,10.851318,10.817154,10.811035
2013-06-04,10.83844,10.816826,10.825119,10.828972,10.81604,10.821533,10.772934
2013-06-05,10.83844,10.842621,10.851883,10.803574,10.799805,10.784836,10.786179
2013-06-06,10.83844,10.8426895,10.808662,10.773865,10.794098,10.777939,10.753372
2013-06-07,10.83831,10.842964,10.802956,10.786942,10.784363,10.771614,10.750374
2013-06-09,10.78495,10.770958,10.770592,10.788956,10.775375,10.722313,10.632919
2013-06-10,10.840454,10.767624,10.795448,10.78553,10.736725,10.62571,10.587166
2013-06-11,10.819565,10.787941,10.768501,10.754623,10.631256,10.58506,10.537384
2013-06-12,10.793312,10.785828,10.758202,10.628006,10.587051,10.504692,10.502342
2013-06-13,10.806938,10.735504,10.648346,10.565041,10.517723,10.514511,10.475601
2013-06-14,10.75518,10.627647,10.5844345,10.546425,10.505028,10.460129,10.306503
2013-06-16,10.63044,10.592728,10.527985,10.5127945,10.464951,10.319977,10.219902
2013-06-17,10.596619,10.529366,10.509918,10.484085,10.304398,10.234985,10.113235
2013-06-18,10.517593,10.5021515,10.500557,10.328377,10.221802,10.1381,10.077927
2013-06-19,10.516708,10.447937,10.322914,10.213791,10.112778,10.038986,9.993156
2013-06-20,10.477188,10.325058,10.231209,10.130638,10.057846,9.99395,9.9616165
2013-06-21,10.317345,10.210495,10.134338,10.085869,10.005745,9.969765,9.922386
2013-06-23,10.236252,10.119942,10.066078,10.008911,9.97757,9.937363,9.852257
2013-06-24,10.140518,10.040863,10.021118,9.959259,9.911079,9.828636,9.860664
2013-06-25,10.053734,9.988785,9.942657,9.9384,9.867958,9.887238,9.839607
2013-06-26,9.982674,9.967384,9.935425,9.849098,9.830368,9.867874,9.826805
2013-06-27,9.929962,9.903015,9.876045,9.851814,9.834816,9.865952,9.854095
2013-06-28,9.95472,9.837296,9.880692,9.862907,9.849068,9.846733,9.832268
2013-06-30,9.84166,9.838722,9.849129,9.848129,9.848877,9.827255,9.85894
2013-07-01,9.8437195,9.857559,9.854279,9.8637085,9.848877,9.86396,9.861984
2013-07-02,9.865196,9.836647,9.829842,9.829361,9.848877,9.853378,9.862663
2013-07-03,9.840752,9.838333,9.847771,9.856071,9.848808,9.828247,9.851677
2013-07-04,9.843262,9.85865,9.855408,9.88974,9.848679,9.838669,9.90477
2013-07-05,9.866425,9.835686,9.869339,9.863258,9.848679,9.856934,9.873695
2013-07-07,9.840172,9.837746,9.863518,9.821808,9.848549,9.8291855,9.822563
2013-07-08,9.842796,9.85968,9.856636,9.866882,9.848297,9.867195,9.830231
2013-07-09,9.867065,9.8349,9.827797,9.883232,9.848106,9.856422,9.888496
2013-07-10,9.839577,9.837288,9.866501,9.843346,9.848106,9.827263,9.82148
2013-07-11,9.842155,9.86058,9.85508,9.847504,9.847916,9.865654,9.860649
2013-07-12,9.867905,9.83432,9.825607,9.869827,9.847847,9.854233,9.842064
2013-07-14,9.838753,9.8500595,9.864952,9.844666,9.847656,9.825256,9.831818
2013-07-15,9.841652,9.864624,9.81974,9.847176,9.8474655,9.864357,9.811935
2013-07-16,9.868874,9.834427,9.869377,9.870544,9.8474655,9.873047,9.905609
2013-07-17,9.837845,9.933609,9.86351,9.844086,9.869759,9.863724,9.884857
2013-07-18,9.840744,9.881416,9.855553,9.885269,9.92408,9.933075,9.900978
2013-07-19,9.869331,9.851982,9.858032,9.891319,9.901398,9.903122,9.915306
2013-07-21,9.837196,9.853783,9.913132,9.915634,9.920471,9.942596,9.929321
2013-07-22,9.87233,9.9067,9.858429,9.9309845,9.926857,9.926445,9.946915
2013-07-23,9.910774,9.913742,9.918724,9.93866,9.963951,9.920883,9.950966
2013-07-24,9.903023,9.919853,9.924896,9.935387,9.917992,9.948402,9.941803
2013-07-25,9.910919,9.913635,9.932365,9.933701,9.913689,9.942436,9.990463
2013-07-26,9.927139,9.932053,9.947266,9.956352,9.9268265,9.981499,9.948402
2013-07-28,9.893921,9.926872,9.937103,9.970764,9.989105,9.940605,9.957947
2013-07-29,9.937851,9.916527,9.966698,9.976677,9.958092,9.98317,9.96843
2013-07-30,9.961792,9.941673,9.943825,9.969902,9.980385,9.98317,9.993523
2013-07-31,9.9303055,9.979973,9.9752655,9.976677,9.983192,10.007034,10.028275
2013-08-01,9.966888,9.9806595,9.9752655,9.979919,9.981468,9.991478,9.983215
2013-08-02,9.962624,9.961945,9.988579,9.991104,9.993813,9.991074,9.9874115
2013-08-04,9.962067,9.982269,10.008842,9.993019,9.991844,10.001656,9.9832535
2013-08-05,9.97525,9.970764,9.973885,9.992386,10.007256,9.977135,9.972481
2013-08-06,9.970276,9.987091,9.966644,9.994507,10.019615,9.994812,10.002876
2013-08-07,9.986664,9.997063,9.976776,9.990433,9.999863,9.972427,9.984985
2013-08-08,9.98777,9.988556,9.975594,9.988617,10.00193,10.00309,9.960365
2013-08-09,10.000214,9.988869,10.013123,9.999428,9.970299,9.994034,9.975105
2013-08-11,9.997047,9.99778,10.015121,10.035263,9.9867325,9.972679,9.964661
2013-08-12,9.988373,9.988304,9.988907,9.97921,9.967979,9.950233,9.98275
2013-08-13,9.991066,9.945564,9.982109,9.971725,9.93679,9.94722,9.98275
2013-08-14,9.957787,9.982857,9.97271,9.964912,9.969055,9.982941,9.970459
2013-08-15,9.990227,9.948807,9.950233,9.947311,9.958183,9.960106,9.948082
2013-08-16,9.967987,9.958298,9.9689865,9.97184,9.967957,9.950218,9.965645
2013-08-18,9.955132,9.989342,9.959053,9.946846,9.966782,9.948685,9.929375
2013-08-19,9.960281,9.981636,9.971336,9.964119,9.952553,9.939896,9.930786
2013-08-20,9.968193,9.956871,9.98719,9.968689,9.924004,9.92836,9.941559
2013-08-21,9.96505,9.935936,9.972511,9.926437,9.933861,9.929565,9.9077
2013-08-22,9.951057,9.96489,9.932533,9.934631,9.936859,9.914604,9.881752
2013-08-23,9.974052,9.930969,9.928215,9.940758,9.911415,9.88475,9.853691
2013-08-25,9.930786,9.93882,9.932213,9.914223,9.87571,9.848427,9.845825
2013-08-26,9.925934,9.932655,9.915482,9.865585,9.853676,9.8283615,9.831795
2013-08-27,9.934898,9.903946,9.879066,9.8387375,9.816124,9.827644,9.817078
2013-08-28,9.916916,9.862732,9.84771,9.831604,9.83316,9.809723,9.808006
2013-08-29,9.874809,9.850517,9.841576,9.832832,9.826729,9.7979355,9.773209
2013-08-30,9.854134,9.841927,9.83094,9.828728,9.815094,9.790268,9.768036
2013-09-01,9.838966,9.83976,9.816994,9.808479,9.780815,9.775185,9.75486
2013-09-02,9.820946,9.807114,9.806206,9.788216,9.7798,9.761986,9.754341
2013-09-03,9.798233,9.797646,9.77491,9.782112,9.774719,9.737549,9.7476425
2013-09-04,9.780693,9.784897,9.762268,9.758026,9.747238,9.75135,9.762741
2013-09-05,9.791809,9.747559,9.74659,9.741516,9.740524,9.739365,9.756531
2013-09-06,9.781227,9.739761,9.756805,9.743195,9.772781,9.756401,9.74807
2013-09-08,9.736076,9.757256,9.733292,9.759254,9.746071,9.754906,9.742386
2013-09-09,9.740967,9.743828,9.755356,9.741127,9.738785,9.738594,9.749336
2013-09-10,9.7447815,9.759621,9.755997,9.742935,9.771744,9.757172,9.734764
2013-09-11,9.757042,9.73275,9.742958,9.760414,9.745293,9.755676,9.768372
2013-09-12,9.760765,9.772018,9.755608,9.740807,9.746193,9.737999,9.764496
2013-09-13,9.741333,9.720131,9.755363,9.7428665,9.738655,9.75769,9.745987
2013-09-15,9.7506485,9.757111,9.756821,9.761459,9.773621,9.755875,9.764709
2013-09-16,9.745491,9.772865,9.748665,9.740089,9.748642,9.75148,9.796745
2013-09-17,9.745575,9.720795,9.73452,9.741783,9.782707,9.782135,9.788101
2013-09-18,9.737076,9.7582855,9.755943,9.784042,9.787079,9.796326,9.7986145
2013-09-19,9.746147,9.771378,9.780479,9.775894,9.784134,9.750687,9.787651
2013-09-20,9.73278,9.75724,9.761169,9.768814,9.774307,9.760529,9.798683
2013-09-22,9.763222,9.7877655,9.787224,9.771332,9.789696,9.740341,9.787331
2013-09-23,9.771263,9.79628,9.787125,9.784164,9.772751,9.762039,9.755508
2013-09-24,9.752731,9.787376,9.801338,9.76519,9.791847,9.780991,9.791313
2013-09-25,9.786514,9.796349,9.789185,9.800941,9.760292,9.766632,9.734596
2013-09-26,9.774399,9.786995,9.791283,9.734154,9.773796,9.743729,9.808861
2013-09-27,9.753891,9.796669,9.773148,9.733887,9.755531,9.784248,9.7543335
2013-09-29,9.807465,9.751671,9.774696,9.782455,9.739059,9.776695,9.7806015
2013-09-30,9.729332,9.729652,9.736694,9.748993,9.762848,9.750305,9.760628
2013-10-01,9.781265,9.766487,9.765923,9.769699,9.776329,9.772453,9.734245
2013-10-02,9.742256,9.785797,9.76889,9.784935,9.753159,9.767746,9.807434
2013-10-03,9.784843,9.761154,9.751297,9.756477,9.773033,9.742218,9.780746
2013-10-04,9.753296,9.79187,9.756409,9.75441,9.765945,9.786545,9.818634
2013-10-06,9.771423,9.737114,9.791641,9.774185,9.748253,9.78772,9.792549
2013-10-07,9.75,9.746925,9.75975,9.747284,9.798248,9.796783,9.846909
2013-10-08,9.7519455,9.772911,9.752113,9.764099,9.813293,9.84864,9.873222
2013-10-09,9.772781,9.790588,9.800827,9.811485,9.873314,9.863998,9.881622
2013-10-10,9.749298,9.762062,9.784599,9.86364,9.877853,9.904129,9.907951
2013-10-11,9.754303,9.797462,9.861099,9.859253,9.87735,9.909203,9.907417
2013-10-13,9.789932,9.844437,9.893013,9.889572,9.893402,9.908829,9.894463
2013-10-14,9.849869,9.878334,9.890259,9.887779,9.911102,9.935875,9.923073
2013-10-15,9.885521,9.8916855,9.927322,9.92955,9.954216,9.929321,9.94577
2013-10-16,9.888565,9.884674,9.935295,9.906105,9.9151535,9.92952,9.9283905
2013-10-17,9.894844,9.894028,9.9207,9.917709,9.925819,9.968178,9.953087
2013-10-18,9.909355,9.904114,9.915733,9.940659,9.959183,9.938026,9.928551
2013-10-20,9.905701,9.931694,9.94249,9.944435,9.928101,9.945831,9.944618
2013-10-21,9.940544,9.931831,9.953194,9.959419,9.921577,9.9326935,9.934868
2013-10-22,9.93206,9.945175,9.942291,9.924866,9.9318695,9.9254,9.936768
2013-10-23,9.9338,9.932999,9.936874,9.936668,9.9292755,9.950058,9.915726
2013-10-24,9.952377,9.931366,9.950371,9.928192,9.908974,9.923836,9.93425
2013-10-25,9.941093,9.93084,9.964333,9.919182,9.921509,9.909569,9.926102
2013-10-27,9.930061,9.935699,9.932465,9.909325,9.927444,9.899483,9.897812
2013-10-28,9.928116,9.893341,9.917191,9.904274,9.943962,9.899673,9.923088
2013-10-29,9.922188,9.946877,9.910881,9.924156,9.905777,9.909103,9.918983
2013-10-30,9.921341,9.924545,9.896896,9.917496,9.87645,9.906357,9.88913
2013-10-31,9.93647,9.919212,9.891029,9.8726425,9.897667,9.889603,9.896843
2013-11-01,9.901459,9.937515,9.900299,9.874191,9.859909,9.880417,9.884415
2013-11-03,9.902649,9.915855,9.906822,9.897804,9.8815155,9.888176,9.850632
2013-11-04,9.898796,9.886139,9.91053,9.885109,9.87059,9.860397,9.815842
2013-11-05,9.900276,9.882034,9.905998,9.878586,9.852814,9.804398,9.819946
2013-11-06,9.91394,9.884071,9.877197,9.855782,9.8072815,9.828178,9.819771
2013-11-07,9.8793335,9.883499,9.843964,9.81263,9.812241,9.811859,9.814674
2013-11-08,9.889168,9.863083,9.822678,9.822792,9.807434,9.808182,9.819771
2013-11-10,9.8656845,9.810356,9.817505,9.821899,9.807594,9.825859,9.814354
2013-11-11,9.811432,9.824806,9.818169,9.820282,9.8162155,9.829796,9.848
2013-11-12,9.821808,9.817909,9.801971,9.814575,9.80925,9.817474,9.849663
2013-11-13,9.820465,9.802467,9.810959,9.820534,9.837418,9.839149,9.850578
2013-11-14,9.810524,9.809334,9.814751,9.823891,9.838387,9.854019,9.865662
2013-11-15,9.821938,9.826416,9.838852,9.823135,9.856117,9.858627,9.861557
2013-11-17,9.820595,9.830093,9.836662,9.87236,9.853928,9.867073,9.862114
2013-11-18,9.844826,9.838684,9.863487,9.855156,9.866035,9.889023,9.898056
2013-11-19,9.841789,9.846832,9.854019,9.868301,9.863609,9.870331,9.893845
2013-11-20,9.838669,9.868477,9.797066,9.861588,9.859154,9.888931,9.855637
2013-11-21,9.858177,9.842728,9.857552,9.880417,9.924355,9.839409,9.88002
2013-11-22,9.835999,9.871063,9.895393,9.891037,9.884682,9.886841,9.888153
2013-11-24,9.85482,9.869064,9.899704,9.896606,9.857101,9.905479,9.892868
2013-11-25,9.899216,9.879791,9.870293,9.873367,9.908524,9.868256,9.877739
2013-11-26,9.883186,9.894127,9.865158,9.898239,9.895233,9.870323,9.899246
2013-11-27,9.899429,9.886269,9.898933,9.878265,9.908913,9.906906,9.907066
2013-11-28,9.882721,9.888855,9.917572,9.897011,9.895363,9.879135,9.918648
2013-11-29,9.877106,9.90506,9.889206,9.901398,9.909042,9.858665,9.835403
2013-12-01,9.88179,9.90284,9.901932,9.909401,9.895363,9.869606,9.861649
2013-12-02,9.872696,9.864243,9.879677,9.897408,9.87381,9.852608,9.823044
2013-12-03,9.87841,9.86161,9.894806,9.884094,9.870567,9.831184,9.835564
2013-12-04,9.917236,9.888618,9.860275,9.872337,9.831306,9.854332,9.829597
2013-12-05,9.8934555,9.893654,9.8456955,9.828079,9.833992,9.833626,9.834587
2013-12-06,9.889313,9.869049,9.837769,9.839058,9.835838,9.875641,9.838394
2013-12-08,9.861046,9.858864,9.82814,9.849693,9.825432,9.832886,9.83931
2013-12-09,9.830719,9.8471985,9.858879,9.818451,9.857735,9.8508,9.84285
2013-12-10,9.830803,9.852295,9.857964,9.843254,9.840027,9.8508,9.8675995
2013-12-11,9.8370285,9.844414,9.831123,9.870789,9.842621,9.850876,9.868866
2013-12-12,9.843681,9.850159,9.861519,9.844917,9.851799,9.909157,9.897751
2013-12-13,9.83696,9.8424835,9.845543,9.848381,9.877953,9.894714,9.911697
2013-12-15,9.843872,9.850998,9.865982,9.891205,9.893631,9.912193,9.92292
2013-12-16,9.851555,9.858475,9.880005,9.901276,9.918602,9.956093,9.946098
2013-12-17,9.856331,9.881767,9.905403,9.920456,9.901772,9.939522,9.941681
2013-12-18,9.867813,9.888657,9.92292,9.895378,9.9505005,9.940758,9.955414
2013-12-19,9.910049,9.946068,9.9347,9.966919,9.957985,9.9557495,9.953995
2013-12-20,9.903046,9.901695,9.936279,9.947365,9.97821,9.967361,9.948654
2013-12-22,9.950386,9.932869,9.932289,9.986107,9.978722,9.985611,9.9737015
2013-12-23,9.932251,9.941132,9.938583,9.964287,9.974022,9.999603,10.003113
2013-12-24,9.939598,9.929054,9.963127,9.971313,9.966461,9.964256,9.955093
2013-12-26,9.9350815,9.950058,9.970848,10.004089,9.980141,9.998718,10.000183
2013-12-27,9.936409,9.965897,9.999474,9.97776,9.99514,9.959267,10.001045
2013-12-29,9.968002,9.96479,9.969383,9.96843,10.003487,9.996094,9.973152
2013-12-30,9.968811,9.949715,10.002441,10.024185,9.9763565,9.986748,9.999519
2013-12-31,9.984116,9.950577,9.949455,9.988808,9.999596,9.985725,9.990181
2014-01-01,9.994705,10.007469,9.991592,9.994614,9.9956665,9.998116,9.991638
2014-01-02,9.971603,9.995476,10.004814,9.990791,10.0043335,9.984322,10.002708
2014-01-03,10.014236,10.00325,9.999077,9.989731,9.987968,9.999825,9.967262
2014-01-05,9.972931,10.004578,9.993874,10.004478,9.990723,9.982201,9.965721
2014-01-06,9.970589,10.00695,9.980766,9.996811,9.959618,9.928322,9.957092
2014-01-07,9.983635,10.001137,9.98587,9.999229,9.976746,9.974579,9.949493
2014-01-08,9.975182,10.021088,9.9700775,9.958237,9.96991,9.960396,9.9425125
2014-01-09,9.987923,9.964287,10.009636,9.9678955,9.960869,9.943047,9.94677
2014-01-10,10.008942,9.979111,9.953133,9.962616,9.949242,9.953033,9.93615
2014-01-12,9.930717,9.98082,9.968109,9.946396,9.951675,9.9328,9.93615
2014-01-13,9.957443,9.961456,9.937012,9.948441,9.935127,9.94342,9.944862
2014-01-14,9.966362,9.9572525,9.933968,9.914963,9.938103,9.935486,9.94355
2014-01-15,9.949989,9.93647,9.941856,9.933472,9.934128,9.949272,9.933006
2014-01-16,9.951424,9.914703,9.941139,9.933525,9.93438,9.938416,9.898048
2014-01-17,9.935303,9.924835,9.933838,9.909523,9.94323,9.898094,9.862587
2014-01-19,9.942146,9.92981,9.942413,9.939911,9.898888,9.871048,9.861839
2014-01-20,9.934326,9.9366455,9.938416,9.898987,9.86113,9.846123,9.80983
2014-01-21,9.935158,9.939232,9.899902,9.883957,9.851364,9.798973,9.814064
2014-01-22,9.9431,9.913292,9.858551,9.857208,9.7982025,9.803497,9.774773
2014-01-23,9.913376,9.87455,9.856201,9.828674,9.810799,9.780579,9.792839
2014-01-24,9.872734,9.860504,9.797211,9.798752,9.790489,9.79557,9.766968
2014-01-26,9.839508,9.806885,9.806625,9.785011,9.791771,9.760445,9.720657
2014-01-27,9.820351,9.80851,9.777992,9.761589,9.776482,9.745224,9.726051
2014-01-28,9.811874,9.801605,9.789986,9.779778,9.72464,9.7202835,9.710541
2014-01-29,9.806435,9.778305,9.766243,9.730156,9.732079,9.69754,9.616142
2014-01-30,9.784271,9.777,9.745148,9.712257,9.703499,9.622597,9.602661
2014-01-31,9.763451,9.728737,9.714836,9.697159,9.620163,9.608406,9.600731
2014-02-02,9.733894,9.712982,9.720215,9.6212845,9.602066,9.57782,9.583939
2014-02-03,9.7295,9.690796,9.61763,9.603714,9.602219,9.619469,9.579437
2014-02-04,9.696281,9.638466,9.603455,9.6165695,9.581558,9.593788,9.590088
2014-02-05,9.637451,9.606178,9.596245,9.58136,9.5931015,9.596138,9.5563965
2014-02-06,9.592979,9.59697,9.602821,9.573853,9.582237,9.559311,9.560585
2014-02-07,9.574707,9.559677,9.574768,9.595978,9.575401,9.544991,9.514465
2014-02-09,9.602135,9.57402,9.580673,9.555107,9.575485,9.553856,9.441605
2014-02-10,9.589798,9.60791,9.5644,9.580139,9.54895,9.443649,9.338394
2014-02-11,9.576935,9.578438,9.576103,9.558113,9.432877,9.335236,9.337219
2014-02-12,9.574181,9.579849,9.536392,9.44664,9.346207,9.325531,9.325493
2014-02-13,9.553787,9.54496,9.448868,9.32563,9.362343,9.340698,9.323143
2014-02-14,9.540237,9.426109,9.333023,9.342026,9.299873,9.319199,9.31411
2014-02-16,9.438515,9.32016,9.301613,9.332039,9.331177,9.314423,9.318665
2014-02-17,9.322433,9.336487,9.362366,9.332039,9.294273,9.308907,9.308739
2014-02-18,9.326874,9.325829,9.342072,9.29908,9.298622,9.292305,9.317863
2014-02-19,9.33326,9.318741,9.30455,9.29953,9.303429,9.300278,9.318489
2014-02-20,9.326683,9.313835,9.289879,9.306679,9.295937,9.289001,9.309219
2014-02-21,9.307068,9.29715,9.305801,9.299332,9.293007,9.2914505,9.324387
2014-02-23,9.296707,9.294304,9.293289,9.306808,9.314568,9.323517,9.301552
2014-02-24,9.29776,9.305344,9.309814,9.299072,9.297684,9.298042,9.334389
2014-02-25,9.3022,9.305138,9.296326,9.307007,9.2967,9.301422,9.292732
2014-02-26,9.309555,9.308189,9.299416,9.298691,9.306107,9.298935,9.322601
2014-02-27,9.308922,9.294952,9.295937,9.307327,9.304131,9.291359,9.298027
2014-02-28,9.302971,9.290268,9.30941,9.316879,9.286255,9.303665,9.298042
2014-03-02,9.296059,9.296204,9.292755,9.289131,9.289803,9.299965,9.30986
2014-03-03,9.297226,9.294792,9.310295,9.31675,9.31176,9.30809,9.300697
2014-03-04,9.2966385,9.306435,9.29631,9.289131,9.302635,9.290115,9.313644
2014-03-05,9.297157,9.297379,9.299942,9.31649,9.301819,9.288933,9.322479
2014-03-06,9.297028,9.306648,9.313698,9.289192,9.307899,9.31971,9.330742
2014-03-07,9.297226,9.301613,9.308182,9.309303,9.328201,9.293381,9.325195
2014-03-09,9.297157,9.295021,9.311607,9.318176,9.343788,9.31675,9.334755
2014-03-10,9.297607,9.312836,9.337189,9.3181,9.331146,9.344025,9.382027
2014-03-11,9.308151,9.3224945,9.311874,9.352554,9.323372,9.376015,9.378334
