,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK
2013-02-26,8.636785,8.605618,8.602871,8.583006,8.589063,8.585347,8.579484
2013-02-27,8.580846,8.561757,8.594972,8.58314,8.5688095,8.578928,8.567136
2013-02-28,8.604851,8.606168,8.583652,8.570129,8.559002,8.567237,8.561219
2013-03-01,8.600697,8.594442,8.573261,8.57488,8.568007,8.55549,8.48747
2013-03-03,8.594975,8.578732,8.585091,8.568188,8.568066,8.559797,8.472741
2013-03-04,8.577373,8.572033,8.557328,8.571022,8.474222,8.527484,8.510866
2013-03-05,8.572645,8.574513,8.558404,8.478964,8.485224,8.493753,8.467318
2013-03-06,8.566343,8.552101,8.475243,8.506732,8.481907,8.5210705,8.439359
2013-03-07,8.55661,8.510618,8.550198,8.475269,8.483328,8.409239,8.483075
2013-03-08,8.491613,8.533337,8.448459,8.455095,8.459463,8.486873,8.496446
2013-03-10,8.558634,8.522674,8.480814,8.484425,8.449923,8.450777,8.442611
2013-03-11,8.5066185,8.470064,8.457799,8.471985,8.3826475,8.437398,8.404412
2013-03-12,8.451649,8.413152,8.478925,8.455045,8.504188,8.429044,8.4209175
2013-03-13,8.416012,8.495228,8.503947,8.442584,8.438274,8.427843,8.427002
2013-03-14,8.522754,8.451843,8.457498,8.450558,8.454024,8.4513,8.43968
2013-03-15,8.454424,8.422992,8.443962,8.447644,8.44353,8.441897,8.422995
2013-03-17,8.45867,8.424176,8.4534855,8.3822975,8.438345,8.440826,8.39755
2013-03-18,8.435568,8.453127,8.444394,8.453494,8.444634,8.400009,8.40746
2013-03-19,8.4504175,8.435658,8.430658,8.409556,8.424234,8.403683,8.402608
2013-03-20,8.430115,8.447449,8.407003,8.436018,8.412354,8.410198,8.402177
2013-03-21,8.437789,8.403088,8.421664,8.416008,8.413111,8.403785,8.391727
2013-03-22,8.427022,8.432669,8.418216,8.418435,8.408852,8.393717,8.378225
2013-03-24,8.430769,8.420919,8.409258,8.397125,8.384343,8.382416,8.380024
2013-03-25,8.414534,8.416051,8.410829,8.395053,8.372776,8.38415,8.374056
2013-03-26,8.399556,8.40248,8.401191,8.367491,8.373878,8.368829,8.357289
2013-03-27,8.405868,8.383962,8.382805,8.370587,8.375157,8.364115,8.358103
2013-03-28,8.384515,8.37431,8.370116,8.365872,8.340457,8.358003,8.372768
2013-03-31,8.384489,8.377483,8.379659,8.358204,8.376065,8.374923,8.38015
2013-04-01,8.367624,8.361679,8.379228,8.376091,8.332765,8.359721,8.342658
2013-04-02,8.373823,8.377517,8.357671,8.367752,8.373633,8.359751,8.3692465
2013-04-03,8.369407,8.364278,8.373636,8.383988,8.360376,8.359787,8.348627
2013-04-04,8.35573,8.363709,8.362199,8.345696,8.356323,8.352421,8.355263
2013-04-05,8.34495,8.357715,8.365941,8.352989,8.349745,8.367073,8.381202
2013-04-07,8.365631,8.354176,8.344566,8.345058,8.355703,8.379573,8.338309
2013-04-08,8.356501,8.34961,8.353072,8.3757105,8.337921,8.360036,8.365317
2013-04-09,8.349056,8.361371,8.3640785,8.344614,8.357032,8.315914,8.3746605
2013-04-10,8.362219,8.375919,8.356331,8.353934,8.365923,8.354002,8.353422
2013-04-11,8.360692,8.339952,8.354559,8.333112,8.352877,8.343462,8.349058
2013-04-12,8.347088,8.330996,8.356031,8.343953,8.330966,8.350016,8.347779
2013-04-14,8.335581,8.355179,8.362626,8.363411,8.349445,8.3519745,8.337414
2013-04-15,8.365419,8.338052,8.334516,8.342666,8.348403,8.346274,8.35663
2013-04-16,8.34623,8.353711,8.334251,8.347365,8.345895,8.33615,8.356291
2013-04-17,8.357857,8.351703,8.35595,8.350947,8.375165,8.350731,8.377431
2013-04-18,8.348954,8.364037,8.342147,8.374262,8.3430805,8.359197,8.36185
2013-04-19,8.395955,8.356026,8.341246,8.334775,8.354863,8.364603,8.350244
2013-04-21,8.352581,8.3536415,8.355696,8.377651,8.367101,8.349173,8.357309
2013-04-22,8.361062,8.358105,8.377498,8.378905,8.365671,8.341336,8.371889
2013-04-23,8.367674,8.36764,8.350159,8.38331,8.369446,8.379686,8.369568
2013-04-24,8.339634,8.344233,8.334528,8.350222,8.341589,8.365867,8.369113
2013-04-25,8.378577,8.35387,8.383447,8.355417,8.370346,8.364772,8.380167
2013-04-26,8.370707,8.368085,8.373198,8.370351,8.366136,8.365742,8.374529
2013-04-28,8.3696165,8.366048,8.357096,8.367817,8.370269,8.384678,8.393079
2013-04-29,8.362642,8.343145,8.368011,8.373485,8.386142,8.410593,8.40451
2013-04-30,8.373181,8.369003,8.369229,8.386928,8.402593,8.398083,8.416059
2013-05-01,8.368718,8.380714,8.381308,8.383597,8.405631,8.4057045,8.414227
2013-05-02,8.369967,8.386363,8.403889,8.399006,8.408127,8.408522,8.407965
2013-05-03,8.3822155,8.399498,8.405886,8.40649,8.40513,8.414262,8.475339
2013-05-05,8.399488,8.404959,8.410583,8.401111,8.410596,8.47648,8.514463
2013-05-06,8.40157,8.417493,8.421846,8.418405,8.474306,8.503202,8.500246
2013-05-07,8.403322,8.41988,8.422289,8.46526,8.506093,8.456488,8.524084
2013-05-08,8.417817,8.418755,8.465496,8.486565,8.537025,8.528522,8.5271635
2013-05-09,8.410765,8.466904,8.516517,8.511794,8.530845,8.52867,8.529755
2013-05-10,8.47262,8.499511,8.522534,8.528641,8.526626,8.517418,8.530063
2013-05-12,8.518123,8.513869,8.541899,8.51301,8.522478,8.546314,8.53011
2013-05-13,8.49717,8.521227,8.519373,8.525673,8.532908,8.563765,8.531197
2013-05-14,8.534666,8.535252,8.531163,8.530261,8.543362,8.530363,8.535826
2013-05-15,8.5182295,8.528132,8.534943,8.525959,8.549127,8.533264,8.53007
2013-05-16,8.526432,8.528592,8.536713,8.529701,8.54741,8.568593,8.538151
2013-05-17,8.537708,8.535961,8.535917,8.542416,8.536057,8.551161,8.531085
2013-05-19,8.531798,8.592793,8.532013,8.550732,8.53042,8.558955,8.551962
2013-05-20,8.546541,8.534414,8.533409,8.551855,8.548556,8.527043,8.555325
2013-05-21,8.519098,8.53608,8.554388,8.53723,8.543332,8.540552,8.542336
2013-05-22,8.54235,8.554606,8.547068,8.561657,8.554551,8.56749,8.554875
2013-05-23,8.53496,8.541482,8.546713,8.540092,8.54638,8.552726,8.563276
2013-05-24,8.54434,8.553395,8.5531435,8.551956,8.535881,8.554381,8.564139
2013-05-26,8.526548,8.556678,8.532057,8.547692,8.549758,8.5652485,8.565641
2013-05-27,8.531985,8.547566,8.557301,8.550944,8.547683,8.575941,8.574947
2013-05-28,8.557923,8.553273,8.558626,8.564075,8.567905,8.560914,8.560544
2013-05-29,8.552396,8.55146,8.583558,8.567041,8.551967,8.541733,8.5819645
2013-05-30,8.55983,8.567264,8.569522,8.565298,8.574412,8.584641,8.579837
2013-05-31,8.557074,8.555314,8.560034,8.567676,8.563147,8.571377,8.583305
2013-06-02,8.555983,8.555026,8.582375,8.56842,8.572902,8.57082,8.562758
2013-06-03,8.579124,8.5714655,8.572699,8.539498,8.557889,8.585498,8.574021
2013-06-04,8.549276,8.582458,8.560074,8.57135,8.583843,8.56871,8.569633
2013-06-05,8.574619,8.582454,8.581364,8.567764,8.557277,8.569181,8.608917
2013-06-06,8.56421,8.602415,8.5814,8.5834675,8.563124,8.588888,8.561236
2013-06-07,8.586696,8.601797,8.592196,8.593001,8.589362,8.58981,8.587149
2013-06-09,8.556427,8.587212,8.561377,8.572854,8.587368,8.594546,8.614024
2013-06-10,8.577884,8.586142,8.594224,8.589828,8.576879,8.618233,8.604807
2013-06-11,8.5763035,8.555236,8.580757,8.562204,8.594516,8.589219,8.569887
2013-06-12,8.578098,8.578621,8.57611,8.5815115,8.605001,8.628332,8.6194105
2013-06-13,8.565313,8.599146,8.6115,8.577378,8.60626,8.60327,8.583512
2013-06-14,8.591113,8.58621,8.567937,8.610204,8.613657,8.586255,8.611123
2013-06-16,8.586093,8.563428,8.599006,8.58948,8.608469,8.583631,8.583797
2013-06-17,8.599781,8.591716,8.595408,8.584971,8.58401,8.619932,8.584547
2013-06-18,8.581578,8.593255,8.609436,8.576935,8.589184,8.62043,8.625877
2013-06-19,8.576259,8.601912,8.594685,8.612107,8.59484,8.602247,8.619116
2013-06-20,8.598065,8.598804,8.622706,8.620634,8.599591,8.601605,8.605954
2013-06-21,8.580316,8.596828,8.596333,8.581341,8.60564,8.619533,8.61683
2013-06-23,8.606916,8.603296,8.604024,8.603648,8.610846,8.603351,8.614876
2013-06-24,8.58964,8.626845,8.59849,8.60762,8.611799,8.6115885,8.616368
2013-06-25,8.605747,8.606026,8.602118,8.607555,8.611772,8.612396,8.617702
2013-06-26,8.601743,8.5976925,8.59489,8.616962,8.631698,8.620664,8.625003
2013-06-27,8.612911,8.607208,8.612358,8.617299,8.613603,8.614481,8.621957
2013-06-28,8.607517,8.6061325,8.622895,8.614478,8.625639,8.620636,8.642357
2013-06-30,8.621645,8.624038,8.621721,8.625764,8.636349,8.640346,8.632563
2013-07-01,8.615692,8.617108,8.620312,8.649872,8.661134,8.645846,8.656671
2013-07-02,8.615667,8.621457,8.649746,8.65649,8.646047,8.658292,8.663013
2013-07-03,8.620097,8.651718,8.637626,8.643795,8.665929,8.663223,8.658692
2013-07-04,8.640565,8.666522,8.653654,8.655187,8.666977,8.675209,8.678436
2013-07-05,8.65622,8.667238,8.661658,8.669632,8.657571,8.675788,8.676681
2013-07-07,8.647487,8.672849,8.667981,8.65693,8.670016,8.687763,8.690353
2013-07-08,8.664211,8.670602,8.678229,8.676858,8.690616,8.680004,8.691048
2013-07-09,8.665354,8.665973,8.677133,8.69381,8.682891,8.68582,8.697204
2013-07-10,8.673826,8.674095,8.689927,8.686154,8.688638,8.692517,8.684347
2013-07-11,8.677665,8.676187,8.687665,8.695569,8.688332,8.679898,8.716508
2013-07-12,8.678701,8.685321,8.715415,8.689475,8.689675,8.688177,8.727118
2013-07-14,8.686495,8.686384,8.687795,8.716701,8.730497,8.680621,8.676443
2013-07-15,8.706455,8.716168,8.679715,8.716636,8.706133,8.684966,8.72404
2013-07-16,8.680371,8.674587,8.681969,8.71976,8.711038,8.682458,8.679064
2013-07-17,8.717489,8.709576,8.706554,8.716215,8.668267,8.701717,8.72418
2013-07-18,8.729581,8.687692,8.712125,8.711069,8.696388,8.714102,8.697137
2013-07-19,8.718041,8.706581,8.703839,8.704147,8.693823,8.698709,8.691998
2013-07-21,8.70602,8.710353,8.693461,8.690748,8.686456,8.697001,8.699308
2013-07-22,8.704932,8.686974,8.69267,8.700417,8.692463,8.692254,8.693062
2013-07-23,8.692751,8.70673,8.672445,8.697326,8.696078,8.6978035,8.688342
2013-07-24,8.688347,8.698255,8.694514,8.694943,8.6923275,8.687487,8.697431
2013-07-25,8.693729,8.697112,8.691015,8.695108,8.696213,8.696278,8.69089
2013-07-26,8.70296,8.70138,8.694475,8.702107,8.6921835,8.7003,8.702302
2013-07-28,8.69507,8.69014,8.690884,8.700819,8.696362,8.668174,8.702099
2013-07-29,8.69503,8.683254,8.694606,8.691562,8.692032,8.694346,8.684011
2013-07-30,8.677709,8.694781,8.690743,8.684894,8.662254,8.721496,8.686087
2013-07-31,8.702406,8.697829,8.694742,8.700474,8.732138,8.68079,8.714965
2013-08-01,8.68024,8.69204,8.700787,8.70841,8.731098,8.720422,8.722467
2013-08-02,8.696829,8.702995,8.688429,8.6955595,8.676385,8.711143,8.719401
2013-08-04,8.667432,8.700131,8.69968,8.748683,8.737435,8.705546,8.694667
2013-08-05,8.713521,8.712382,8.71065,8.681204,8.681926,8.705181,8.691222
2013-08-06,8.687498,8.708957,8.669393,8.67495,8.669816,8.695606,8.685578
2013-08-07,8.689144,8.739395,8.693985,8.676701,8.692617,8.746406,8.682605
2013-08-08,8.709101,8.626567,8.704121,8.686775,8.720198,8.675199,8.673154
2013-08-09,8.668967,8.688243,8.653873,8.690373,8.672512,8.669043,8.6860485
2013-08-11,8.697861,8.689207,8.690926,8.695567,8.693143,8.667351,8.66073
2013-08-12,8.685088,8.685289,8.690569,8.679965,8.6889,8.696105,8.646428
2013-08-13,8.687641,8.702977,8.695413,8.680584,8.661435,8.700462,8.682532
2013-08-14,8.704196,8.68447,8.680819,8.660844,8.7001705,8.65506,8.680132
2013-08-15,8.666503,8.694709,8.694681,8.677981,8.676732,8.693243,8.684792
2013-08-16,8.675071,8.6711035,8.661013,8.691442,8.67453,8.664605,8.682595
2013-08-18,8.696103,8.657962,8.698785,8.6816635,8.663604,8.6872835,8.679974
2013-08-19,8.657917,8.701291,8.649373,8.664976,8.6909685,8.684635,8.685139
2013-08-20,8.694737,8.655553,8.668438,8.706772,8.645457,8.697404,8.682705
2013-08-21,8.677269,8.700575,8.69241,8.667243,8.693968,8.695877,8.679804
2013-08-22,8.695661,8.673116,8.6697035,8.684844,8.67938,8.676858,8.685518
2013-08-23,8.678911,8.6745,8.697104,8.663339,8.643362,8.670932,8.704773
2013-08-25,8.654615,8.683982,8.712303,8.690876,8.673415,8.698329,8.691499
2013-08-26,8.652412,8.651432,8.693241,8.610756,8.660192,8.676224,8.673207
2013-08-27,8.661892,8.638461,8.673868,8.648016,8.684242,8.67725,8.670526
2013-08-28,8.696103,8.653114,8.629222,8.634833,8.665461,8.708551,8.687043
2013-08-29,8.61353,8.670636,8.698498,8.697967,8.6954775,8.695187,8.657957
2013-08-30,8.672148,8.690447,8.677229,8.694273,8.691654,8.686011,8.677767
2013-09-01,8.687886,8.686419,8.697877,8.691644,8.690948,8.707397,8.707951
2013-09-02,8.692983,8.683282,8.692531,8.6904,8.679188,8.698768,8.699851
2013-09-03,8.686624,8.692604,8.696123,8.706611,8.701225,8.696405,8.698376
2013-09-04,8.703173,8.701261,8.704669,8.715558,8.699345,8.70566,8.699725
2013-09-05,8.676451,8.679194,8.707294,8.696317,8.708863,8.698316,8.685286
2013-09-06,8.70104,8.694819,8.702654,8.696256,8.7049,8.708671,8.679038
2013-09-08,8.696988,8.694578,8.702157,8.706972,8.702747,8.716571,8.70243
2013-09-09,8.695384,8.69989,8.702253,8.698103,8.691614,8.688179,8.7034445
2013-09-10,8.702325,8.706139,8.71346,8.701082,8.716138,8.711943,8.702861
2013-09-11,8.696664,8.706966,8.704171,8.706255,8.70136,8.711066,8.700516
2013-09-12,8.698342,8.694889,8.714064,8.701687,8.693931,8.686949,8.701563
2013-09-13,8.702403,8.720987,8.694759,8.72706,8.704183,8.698839,8.735854
2013-09-15,8.707661,8.704389,8.692228,8.687539,8.692491,8.694919,8.682175
2013-09-16,8.707507,8.699496,8.692857,8.699297,8.699684,8.694384,8.690069
2013-09-17,8.70152,8.694619,8.699979,8.691614,8.70467,8.682464,8.688005
2013-09-18,8.700591,8.693494,8.697608,8.684555,8.694071,8.689682,8.704748
2013-09-19,8.702748,8.6966095,8.703508,8.674631,8.684644,8.722971,8.704149
2013-09-20,8.695986,8.684048,8.683829,8.684658,8.701682,8.695745,8.699948
2013-09-22,8.677234,8.68674,8.700404,8.691933,8.707214,8.694897,8.684717
2013-09-23,8.714776,8.716337,8.696304,8.679668,8.691512,8.68017,8.702974
2013-09-24,8.6853075,8.70209,8.697129,8.705457,8.689788,8.7163515,8.707575
2013-09-25,8.713627,8.691891,8.6883135,8.6932535,8.711142,8.70973,8.670404
2013-09-26,8.694877,8.678728,8.69561,8.677075,8.696366,8.678816,8.694117
2013-09-27,8.700439,8.701007,8.703363,8.707994,8.688563,8.701054,8.682936
2013-09-29,8.702532,8.7137575,8.694737,8.704301,8.685426,8.692813,8.680005
2013-09-30,8.674908,8.687942,8.673629,8.678299,8.682261,8.695962,8.688108
2013-10-01,8.685367,8.68898,8.714911,8.69639,8.693785,8.673771,8.676917
2013-10-02,8.696587,8.715645,8.695427,8.680208,8.672551,8.690473,8.674217
2013-10-03,8.671804,8.690947,8.6755295,8.674269,8.675804,8.683173,8.716625
2013-10-04,8.680036,8.693416,8.690822,8.692771,8.69589,8.688583,8.690133
2013-10-06,8.679156,8.684072,8.673986,8.676976,8.696947,8.713594,8.691045
2013-10-07,8.677781,8.667113,8.68742,8.693219,8.696526,8.682538,8.704195
2013-10-08,8.670691,8.685112,8.681026,8.680173,8.687532,8.687738,8.682683
2013-10-09,8.685902,8.687877,8.663733,8.671318,8.680335,8.679659,8.688077
2013-10-10,8.694576,8.702189,8.682987,8.686108,8.689544,8.687646,8.6859045
2013-10-11,8.688941,8.678091,8.670508,8.693957,8.711318,8.692041,8.6908245
2013-10-13,8.700986,8.708152,8.696024,8.681597,8.66706,8.707597,8.701574
2013-10-14,8.678948,8.686434,8.664369,8.691367,8.678396,8.671158,8.714671
2013-10-15,8.688816,8.690777,8.705034,8.677876,8.675772,8.666814,8.686288
2013-10-16,8.69266,8.688813,8.689349,8.684827,8.698473,8.718082,8.684441
2013-10-17,8.687137,8.6719475,8.681689,8.681416,8.696076,8.691008,8.682303
2013-10-18,8.699384,8.737952,8.691525,8.681972,8.676136,8.703422,8.696473
2013-10-20,8.684556,8.71185,8.6821995,8.693729,8.674728,8.690227,8.674964
2013-10-21,8.688352,8.693595,8.699859,8.689966,8.684939,8.699434,8.705392
2013-10-22,8.726619,8.687241,8.698915,8.691728,8.704375,8.706829,8.707471
2013-10-23,8.674099,8.672656,8.692734,8.704382,8.71018,8.714863,8.710964
2013-10-24,8.680742,8.683287,8.6969385,8.711507,8.708738,8.714118,8.717242
2013-10-25,8.692754,8.703536,8.711429,8.695617,8.712046,8.720088,8.73018
2013-10-27,8.711635,8.698223,8.709254,8.710547,8.714641,8.724606,8.72093
2013-10-28,8.702647,8.713577,8.723928,8.713673,8.725384,8.741923,8.774508
2013-10-29,8.712227,8.707266,8.706401,8.727908,8.755885,8.720127,8.701616
2013-10-30,8.716382,8.719564,8.731578,8.727881,8.705977,8.755179,8.736164
2013-10-31,8.723625,8.721072,8.741493,8.751777,8.75514,8.756065,8.756067
2013-11-01,8.732013,8.756267,8.755981,8.789894,8.735311,8.740524,8.767272
2013-11-03,8.736709,8.731702,8.745588,8.761966,8.760003,8.780424,8.732016
2013-11-04,8.74906,8.693146,8.768643,8.758213,8.752369,8.747389,8.750413
2013-11-05,8.695873,8.724964,8.719551,8.791766,8.751037,8.782478,8.777411
2013-11-06,8.763534,8.75083,8.746357,8.757977,8.770685,8.798199,8.774417
2013-11-07,8.75296,8.7744665,8.759145,8.76279,8.792771,8.759841,8.774147
2013-11-08,8.735428,8.7313,8.748085,8.767178,8.783902,8.784353,8.777751
2013-11-10,8.748049,8.777137,8.75556,8.760035,8.769491,8.786084,8.779221
2013-11-11,8.763806,8.766001,8.770814,8.79035,8.778505,8.781538,8.793659
2013-11-12,8.778052,8.768941,8.756836,8.775956,8.775377,8.772045,8.7674465
2013-11-13,8.777424,8.76723,8.779101,8.807983,8.747157,8.786579,8.773012
2013-11-14,8.784286,8.764149,8.780476,8.768235,8.779776,8.76825,8.789491
2013-11-15,8.773602,8.775453,8.790806,8.784107,8.781055,8.783855,8.777626
2013-11-17,8.817965,8.771493,8.781823,8.779591,8.7894125,8.7738495,8.78619
2013-11-18,8.782019,8.750108,8.786458,8.794035,8.785015,8.788148,8.7828455
2013-11-19,8.771116,8.777582,8.793597,8.782103,8.790032,8.785132,8.785506
2013-11-20,8.777373,8.77165,8.784407,8.7930355,8.787848,8.801935,8.809042
2013-11-21,8.803033,8.7891,8.786491,8.782171,8.806454,8.775639,8.797592
2013-11-22,8.784461,8.788139,8.777844,8.797938,8.792531,8.7989235,8.790447
2013-11-24,8.782263,8.7909355,8.785249,8.787248,8.801846,8.799763,8.800045
2013-11-25,8.813913,8.796515,8.7947035,8.796023,8.806939,8.793661,8.8151455
2013-11-26,8.799232,8.79918,8.802663,8.804588,8.785475,8.812452,8.816757
2013-11-27,8.796236,8.797523,8.791063,8.802951,8.827011,8.82296,8.813839
2013-11-28,8.792135,8.811371,8.809985,8.818598,8.816868,8.816477,8.863011
2013-11-29,8.790433,8.8069315,8.799168,8.805255,8.828009,8.853904,8.857274
2013-12-01,8.803036,8.806013,8.814727,8.827595,8.852338,8.873688,8.847459
2013-12-02,8.792013,8.825004,8.81043,8.861521,8.870353,8.900201,8.872528
2013-12-03,8.810121,8.82864,8.8596945,8.858015,8.87817,8.880072,8.890209
2013-12-04,8.816205,8.862968,8.859595,8.882867,8.884265,8.888047,8.877201
2013-12-05,8.862434,8.8591,8.883472,8.879201,8.890659,8.900136,8.910152
2013-12-06,8.863958,8.864188,8.883541,8.887381,8.87778,8.923948,8.901953
2013-12-08,8.868412,8.885767,8.890442,8.887811,8.895493,8.894379,8.906604
2013-12-09,8.883003,8.890006,8.877286,8.881269,8.921982,8.912498,8.930725
2013-12-10,8.887834,8.883054,8.870199,8.912034,8.893003,8.897814,8.887881
2013-12-11,8.861546,8.924212,8.8779955,8.899012,8.923487,8.911028,8.917016
2013-12-12,8.885433,8.877238,8.91576,8.920351,8.893508,8.906703,8.916805
2013-12-13,8.890433,8.897057,8.861078,8.934697,8.929579,8.918785,8.919586
2013-12-15,8.905261,8.894371,8.902929,8.911892,8.919305,8.92261,8.958179
2013-12-16,8.892199,8.89435,8.921526,8.918977,8.923589,8.919118,8.934773
2013-12-17,8.932034,8.910163,8.917389,8.924849,8.928158,8.956388,8.927942
2013-12-18,8.921458,8.923315,8.926193,8.94717,8.931238,8.947421,8.947778
2013-12-19,8.946479,8.937609,8.936935,8.93512,8.930239,8.935006,8.949798
2013-12-20,8.929736,8.928813,8.923019,8.929024,8.950868,8.949455,8.95368
2013-12-22,8.928775,8.904562,8.9369955,8.95213,8.947095,8.956551,8.953239
2013-12-23,8.928807,8.935928,8.929094,8.947229,8.939532,8.944627,8.945633
2013-12-24,8.935799,8.939737,8.948217,8.954354,8.956833,8.950832,8.953667
2013-12-26,8.93773,8.962597,8.932742,8.939893,8.940883,8.950068,8.937241
2013-12-27,8.920441,8.960899,8.964536,8.959491,8.956332,8.943249,8.935925
2013-12-29,8.945194,8.955618,8.940561,8.94348,8.943892,8.951482,8.930521
2013-12-30,8.965863,8.960597,8.94028,8.935258,8.942269,8.92298,8.913935
2013-12-31,8.951507,8.946208,8.935174,8.937211,8.927776,8.91886,8.899014
2014-01-01,8.945428,8.942608,8.937427,8.929222,8.934391,8.898055,8.958428
2014-01-02,8.9348345,8.938051,8.9277725,8.935866,8.937676,8.937776,8.897037
2014-01-03,8.944162,8.943362,8.951598,8.868486,8.944221,8.909264,8.951993
2014-01-05,8.924862,8.922689,8.946912,8.9222765,8.919222,8.9329605,8.917077
2014-01-06,8.932478,8.889175,8.928381,8.917295,8.925802,8.908471,8.931901
2014-01-07,8.937486,8.914599,8.922842,8.9523,8.9248085,8.938286,8.917381
2014-01-08,8.91688,8.931125,8.919201,8.923276,8.92956,8.926224,8.927467
2014-01-09,8.936049,8.915149,8.9326515,8.922679,8.94321,8.915579,8.911053
2014-01-10,8.955966,8.918681,8.917893,8.907478,8.914578,8.924949,8.92675
2014-01-12,8.926829,8.949082,8.923953,8.921417,8.922884,8.911268,8.925661
2014-01-13,8.91707,8.926415,8.927529,8.91428,8.90897,8.922527,8.907317
2014-01-14,8.931435,8.915926,8.912289,8.917189,8.917547,8.911048,8.928855
2014-01-15,8.914977,8.918963,8.922041,8.9217415,8.914331,8.912141,8.906741
2014-01-16,8.918999,8.909319,8.907202,8.916031,8.92367,8.913831,8.90318
2014-01-17,8.913788,8.9108515,8.928236,8.919985,8.896967,8.907005,8.863533
2014-01-19,8.920441,8.905003,8.922723,8.914291,8.913595,8.893569,8.891751
2014-01-20,8.917611,8.927399,8.90834,8.910307,8.899903,8.862954,8.89668
2014-01-21,8.914502,8.916216,8.919319,8.886907,8.907591,8.890237,8.895824
2014-01-22,8.912596,8.906936,8.897501,8.883766,8.887304,8.893774,8.862679
2014-01-23,8.910428,8.8972645,8.894042,8.890126,8.869803,8.890481,8.841834
2014-01-24,8.915426,8.871623,8.876782,8.858606,8.880823,8.858742,8.862529
2014-01-26,8.924318,8.902231,8.881633,8.882443,8.886155,8.878983,8.836953
2014-01-27,8.894829,8.860719,8.8785925,8.865614,8.867859,8.847699,8.858214
2014-01-28,8.866389,8.879833,8.870212,8.8731785,8.875869,8.859348,8.859852
2014-01-29,8.869099,8.876616,8.880072,8.858708,8.857531,8.855208,8.828313
2014-01-30,8.839064,8.8678465,8.861491,8.8420515,8.885626,8.832399,8.865245
2014-01-31,8.862007,8.856629,8.875176,8.857839,8.822855,8.834334,8.841757
2014-02-02,8.869942,8.865325,8.850437,8.849641,8.860557,8.850374,8.834093
2014-02-03,8.854895,8.848042,8.848665,8.844005,8.844009,8.838015,8.841502
2014-02-04,8.8303585,8.845128,8.841104,8.850515,8.828171,8.822019,8.845137
2014-02-05,8.865215,8.863888,8.847138,8.8243265,8.8505535,8.834882,8.851441
2014-02-06,8.837729,8.816704,8.810782,8.833351,8.818364,8.8331,8.824098
2014-02-07,8.824533,8.837035,8.847386,8.824078,8.819477,8.824913,8.827657
2014-02-09,8.821098,8.849041,8.8208685,8.833203,8.824666,8.822717,8.839605
2014-02-10,8.813908,8.843408,8.843315,8.842311,8.833566,8.8175335,8.827341
2014-02-11,8.841422,8.81803,8.845272,8.825953,8.837314,8.824762,8.806322
2014-02-12,8.826817,8.823312,8.7999,8.829202,8.811555,8.834557,8.825379
2014-02-13,8.839953,8.836257,8.828501,8.835308,8.812763,8.807227,8.822637
2014-02-14,8.850292,8.821569,8.835269,8.834988,8.823482,8.803446,8.8258915
2014-02-16,8.817331,8.831713,8.82926,8.832987,8.806652,8.821535,8.822513
2014-02-17,8.85548,8.778112,8.816519,8.822616,8.821793,8.821144,8.826016
2014-02-18,8.82366,8.823701,8.802675,8.828804,8.829103,8.82031,8.822385
2014-02-19,8.821089,8.827941,8.835738,8.827567,8.825573,8.835023,8.826151
2014-02-20,8.8264475,8.818899,8.819237,8.833577,8.82739,8.818873,8.822252
2014-02-21,8.828235,8.816837,8.815823,8.8115015,8.829024,8.84554,8.810478
2014-02-23,8.822201,8.834838,8.825141,8.8188,8.840999,8.819309,8.876794
2014-02-24,8.821315,8.803229,8.847954,8.822504,8.835309,8.825367,8.8559475
2014-02-25,8.8265915,8.835817,8.821955,8.807739,8.866138,8.823098,8.825374
2014-02-26,8.827951,8.827969,8.82318,8.825406,8.852343,8.833061,8.830076
2014-02-27,8.900521,8.826671,8.832595,8.8333645,8.839116,8.853222,8.861371
2014-02-28,8.81357,8.8159275,8.822892,8.82794,8.825567,8.834048,8.827295
2014-03-02,8.815649,8.823898,8.840748,8.847594,8.863903,8.857036,8.834851
2014-03-03,8.835764,8.855252,8.830186,8.802435,8.833373,8.832571,8.84699
2014-03-04,8.844084,8.860855,8.853396,8.808922,8.848549,8.840265,8.832524
2014-03-05,8.820848,8.817885,8.859859,8.850885,8.820602,8.85702,8.847094
2014-03-06,8.84458,8.852229,8.854178,8.877323,8.847824,8.836005,8.828926
2014-03-07,8.843633,8.852108,8.82497,8.828782,8.847096,8.856434,8.871983
2014-03-09,8.8528595,8.853372,8.849474,8.84806,8.833973,8.862071,8.863268
2014-03-10,8.845618,8.833759,8.864696,8.84343,8.840877,8.860205,8.852419
2014-03-11,8.834334,8.849799,8.844524,8.866366,8.850403,8.858421,8.844833
2014-03-12,8.850903,8.854227,8.862204,8.850344,8.831376,8.8341465,8.857855
2014-03-13,8.841568,8.859881,8.876659,8.8503475,8.858349,8.859871,8.847846
2014-03-14,8.842831,8.837437,8.854056,8.853664,8.8473835,8.838297,8.856004
2014-03-16,8.838249,8.853252,8.840789,8.835522,8.85112,8.863901,8.851724
2014-03-17,8.85252,8.834443,8.845434,8.854183,8.8574505,8.853633,8.839077
2014-03-18,8.84456,8.848501,8.8622675,8.860533,8.839611,8.861041,8.848116
