,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF
2014-03-31,311.3767,311.34296,311.31845,311.3058,311.3188,311.1946,310.9568
2014-04-01,311.34747,311.30893,311.33627,311.35956,311.20825,310.98676,311.00873
2014-04-02,311.302,311.34738,311.31815,311.14618,311.0018,311.00708,310.97873
2014-04-03,311.28394,311.34375,311.18225,310.97592,310.9698,310.99683,310.993
2014-04-04,311.30862,311.1633,310.99576,310.99185,311.01077,310.94067,310.965
2014-04-06,311.2115,311.0007,311.00516,311.0267,310.95966,310.95676,310.9821
2014-04-07,311.01968,310.98392,310.9779,310.97842,310.94308,310.98108,311.0331
2014-04-08,310.97464,310.9517,310.99066,310.96143,310.988,310.9713,310.99683
2014-04-09,310.9978,311.01096,310.96527,310.9901,310.98428,310.98532,310.88446
2014-04-10,310.98447,310.98914,311.0213,310.97565,311.01578,310.92728,310.44073
2014-04-11,311.01892,310.99225,311.02682,311.00885,310.91464,310.46753,309.7078
2014-04-13,310.965,310.9737,310.95218,310.9102,310.49817,309.7363,309.31772
2014-04-14,310.993,310.94498,310.90775,310.50955,309.75183,309.34598,309.3783
2014-04-15,310.9819,310.9041,310.5434,309.7385,309.29834,309.354,308.5034
2014-04-16,310.90463,310.49237,309.69098,309.3234,309.32776,308.4949,308.11066
2014-04-17,310.4902,309.75018,309.31894,309.33255,308.54578,308.086,307.91385
2014-04-20,309.75812,309.40164,309.36902,308.51483,308.0282,307.91577,307.9452
2014-04-21,309.33255,309.3427,308.53214,308.0959,307.94897,307.91806,307.92603
2014-04-22,309.3813,308.5045,308.12842,307.9993,307.95386,307.93716,307.86957
2014-04-23,308.51245,308.09622,307.9199,307.87943,307.90808,307.94507,307.9098
2014-04-24,308.1236,307.91516,307.94598,307.8261,307.91452,307.9073,307.9841
2014-04-25,307.88568,307.89185,307.94083,307.86902,307.909,307.92316,307.55634
2014-04-27,307.92804,307.9531,307.9236,307.99152,307.92462,307.4774,307.39343
2014-04-28,307.91873,307.92422,307.91684,308.04578,307.51907,307.49445,307.3881
2014-04-29,307.911,307.95074,307.94595,307.5988,307.4127,307.28076,307.35333
2014-04-30,307.9497,307.9145,307.50897,307.3819,307.3099,307.38068,307.25867
2014-05-01,307.9361,307.50677,307.3751,307.3863,307.32495,307.3348,307.30466
2014-05-02,307.50894,307.4093,307.36154,307.3494,307.351,307.2779,307.2739
2014-05-04,307.41296,307.37476,307.3648,307.38727,307.30072,307.27286,307.19543
2014-05-05,307.2991,307.47223,307.36377,307.3014,307.23975,307.23453,307.08557
2014-05-06,307.3288,307.3952,307.29395,307.2334,307.21753,307.099,307.06137
2014-05-07,307.34137,307.3211,307.27362,307.19714,307.13586,307.0412,307.07504
2014-05-08,307.3013,307.296,307.21674,307.19882,307.11133,307.08945,306.99503
2014-05-09,307.29047,307.20612,307.08066,307.09637,307.0883,307.01532,307.07205
2014-05-11,307.2233,307.12784,307.10785,307.05365,307.04663,307.05542,306.83954
2014-05-12,307.0967,307.11243,307.04285,307.05478,307.00858,306.78223,306.64258
2014-05-13,307.0808,307.04446,307.1277,306.9977,306.88016,306.6731,306.60916
2014-05-14,307.10242,307.02,306.99582,306.76245,306.6515,306.594,306.59964
2014-05-15,307.03687,307.00848,306.80408,306.66373,306.6222,306.58466,306.61853
2014-05-16,307.01578,306.81403,306.66693,306.5871,306.55182,306.62976,306.60693
2014-05-18,306.81506,306.6103,306.60574,306.59,306.59366,306.63953,306.5714
2014-05-19,306.6431,306.59854,306.6036,306.59457,306.57974,306.59207,306.5966
2014-05-20,306.6058,306.57864,306.58072,306.5677,306.60687,306.58188,306.64487
2014-05-21,306.59915,306.61908,306.63736,306.60895,306.5924,306.63174,306.62796
2014-05-22,306.63083,306.62296,306.60944,306.61563,306.632,306.6425,306.58527
2014-05-23,306.6155,306.65402,306.6135,306.61615,306.5627,306.59027,305.61856
2014-05-25,306.5915,306.59555,306.56732,306.59555,306.61386,305.66754,305.5035
2014-05-26,306.5718,306.63922,306.59726,306.60394,305.6648,305.5249,305.0489
2014-05-27,306.5747,306.6035,306.59253,305.655,305.48782,305.03952,304.97266
2014-05-28,306.6014,306.60388,305.62332,305.4685,305.04773,304.95706,304.83038
2014-05-29,306.6113,305.65027,305.5057,305.05096,304.98343,304.83362,304.8714
2014-05-30,305.61707,305.51996,305.06033,304.95456,304.8814,304.92014,304.78067
2014-06-02,305.47522,305.02347,305.00494,304.8922,304.8938,304.75012,304.7451
2014-06-03,305.04224,305.00854,304.83105,304.87173,304.78308,304.7133,304.12335
2014-06-04,304.96176,304.8509,304.9184,304.7486,304.70056,304.15253,304.0079
2014-06-05,304.91013,304.86984,304.7744,304.72214,304.10846,303.98856,304.00626
2014-06-06,304.87445,304.75476,304.67957,304.15292,304.0288,303.9903,303.9922
2014-06-08,304.8328,304.6778,304.13123,303.97733,304.00754,303.9902,303.9804
2014-06-09,304.79504,304.17563,304.0152,304.05408,303.98523,303.99008,304.007
2014-06-10,304.15085,304.0154,303.97955,304.0023,304.00296,303.99,303.99216
2014-06-11,304.1404,303.99866,304.01956,304.0149,303.98492,303.9899,303.97964
2014-06-12,303.93854,304.01028,304.0158,303.9905,304.00323,303.98984,304.00766
2014-06-13,304.0731,304.02106,303.97833,304.00143,303.9845,303.98972,303.99203
2014-06-15,304.01047,303.951,304.02045,303.975,304.00354,303.98965,303.979
2014-06-16,303.97678,304.02283,304.0164,304.05963,303.98425,303.9896,304.00824
2014-06-17,304.0086,303.97714,303.9608,303.97925,304.00385,303.98953,304.15305
2014-06-18,303.9769,303.97366,304.00687,303.9756,303.98398,304.15134,304.20074
2014-06-19,304.00995,303.96558,304.00427,304.0625,304.1705,304.1816,304.76846
2014-06-20,303.97604,303.97763,304.00528,304.2116,304.19006,304.7863,304.80103
2014-06-22,304.00858,304.0564,304.09042,304.22095,304.70184,304.79666,304.89523
2014-06-23,303.97504,304.12488,304.18555,304.7152,304.74908,304.93927,304.92728
2014-06-24,304.1661,304.25772,304.71298,304.7917,304.87357,304.94836,305.12775
2014-06-25,304.1971,304.6895,304.81705,304.945,305.01224,305.01123,305.0527
2014-06-26,304.7749,304.76245,304.89407,304.99527,305.0367,305.03546,305.2876
2014-06-27,304.75183,304.90872,304.9385,304.97485,305.02136,305.26068,305.40375
2014-06-29,304.8953,305.00638,304.98587,305.05603,305.316,305.33423,305.37518
2014-06-30,304.9967,305.0317,305.0477,305.2829,305.34894,305.35458,305.61902
2014-07-01,305.0274,305.07648,305.27762,305.33194,305.36032,305.5522,305.68903
2014-07-02,305.0842,305.26184,305.317,305.3939,305.5519,305.69727,305.93524
2014-07-03,305.304,305.34106,305.38052,305.55273,305.6785,305.92923,305.94125
2014-07-04,305.3625,305.36166,305.6066,305.73898,305.85788,305.9503,306.13885
2014-07-06,305.41797,305.47592,305.69586,305.89505,305.96243,306.14127,306.55508
2014-07-07,305.612,305.70087,305.87823,305.93658,306.15833,306.60873,306.65222
2014-07-08,305.7422,305.88284,305.96777,306.10248,306.58984,306.65143,306.74448
2014-07-09,305.8084,305.9842,306.18066,306.59732,306.7455,306.73532,306.9464
2014-07-10,306.01648,306.08286,306.65063,306.6926,306.80252,306.99973,307.34195
2014-07-11,306.16217,306.5995,306.7056,306.7856,307.02548,307.38303,307.51663
2014-07-13,306.54907,306.66202,306.74554,306.9943,307.35526,307.45444,307.89902
2014-07-14,306.62415,306.75903,306.9208,307.31375,307.52994,307.99197,308.82916
2014-07-15,306.78894,306.9075,307.39844,307.53076,307.93472,308.84998,309.25153
2014-07-16,306.96005,307.42853,307.52512,307.96893,308.84366,309.19177,309.25983
2014-07-17,307.40408,307.50534,307.95044,308.8556,309.24887,309.2499,309.30176
2014-07-18,307.54312,308.00934,308.8599,309.20544,309.26276,309.2589,309.2808
2014-07-20,307.94037,308.84982,309.22467,309.31323,309.26498,309.30902,309.26944
2014-07-21,308.82422,309.29025,309.27124,309.2525,309.27478,309.2784,309.26425
2014-07-22,309.2081,309.2692,309.3243,309.28357,309.2969,309.28748,309.2921
2014-07-23,309.25842,309.29135,309.22955,309.26016,309.3199,309.26144,309.28284
2014-07-24,309.25974,309.26883,309.2983,309.23645,309.26392,309.31088,309.35623
2014-07-25,309.25696,309.29163,309.30594,309.28668,309.29132,309.35947,309.4112
2014-07-27,309.2939,309.2686,309.29007,309.29874,309.2963,309.40942,309.43063
2014-07-28,309.25513,309.29193,309.26797,309.32565,309.4107,309.4328,309.388
2014-07-29,309.2562,309.26837,309.31464,309.3786,309.44946,309.45105,309.50027
2014-07-30,309.27744,309.34644,309.36566,309.40668,309.44357,309.49173,309.5546
2014-07-31,309.30902,309.3947,309.47922,309.49042,309.47244,309.561,309.6687
2014-08-01,309.39844,309.42877,309.44522,309.44922,309.49152,309.69034,309.89746
2014-08-03,309.40463,309.454,309.44598,309.54358,309.70264,309.9004,310.04474
2014-08-04,309.46317,309.49146,309.5088,309.64014,309.9093,309.98132,310.07373
2014-08-05,309.45966,309.491,309.6289,309.994,310.0291,310.00174,310.1672
2014-08-06,309.52878,309.61548,309.90704,310.056,310.05685,310.08908,310.22037
2014-08-07,309.6714,309.97974,310.08423,310.03323,310.12186,310.21533,310.2079
2014-08-08,309.9626,310.086,310.0479,310.0856,310.1722,310.1994,310.22318
2014-08-10,310.02875,310.05542,310.12708,310.16614,310.2167,310.21002,310.21286
2014-08-11,310.03577,310.17822,310.2147,310.22192,310.22748,310.22253,310.23224
2014-08-12,310.17734,310.1751,310.1851,310.2478,310.20297,310.2395,310.3235
2014-08-13,310.18762,310.23712,310.23065,310.2319,310.2121,310.27332,310.28714
2014-08-14,310.2114,310.21954,310.2053,310.2336,310.25235,310.2857,310.4145
2014-08-15,310.23846,310.23727,310.1815,310.31845,310.3096,310.32053,311.17453
2014-08-17,310.23434,310.21597,310.22275,310.30066,310.34256,311.14536,312.69757
2014-08-18,310.2266,310.25354,310.26312,310.4147,311.1128,312.74774,312.88943
2014-08-19,310.3141,310.26743,310.33795,311.20895,312.71722,312.8308,312.94214
2014-08-20,310.31808,310.3764,311.16672,312.68906,312.85382,312.96957,313.14136
2014-08-21,310.30453,311.14713,312.68408,312.86295,312.99915,313.24588,313.15018
2014-08-22,311.16107,312.75797,312.84402,313.0165,313.15482,313.1599,313.15875
2014-08-24,312.7543,312.85962,313.01666,313.1277,313.11887,313.1427,313.15997
2014-08-25,312.81213,313.0032,313.12427,313.1443,313.15915,313.1748,313.27466
2014-08-26,313.00885,313.11465,313.12454,313.12723,313.1742,313.2986,313.3288
2014-08-27,313.14703,313.15604,313.0936,313.18344,313.27594,313.18494,313.327
2014-08-28,313.12827,313.1703,313.15195,313.26422,313.3834,313.3519,313.38718
2014-08-29,313.14066,313.17105,313.21637,313.33383,313.28818,313.38507,313.38846
2014-08-31,313.13275,313.33374,313.30463,313.34424,313.3643,313.38315,313.39124
2014-09-01,313.30212,313.3174,313.34085,313.3927,313.4175,313.4109,313.40878
2014-09-02,313.34015,313.3206,313.3547,313.37506,313.38806,313.40103,313.5611
2014-09-03,313.33044,313.3843,313.40128,313.38437,313.42767,313.5103,313.62598
2014-09-04,313.41263,313.383,313.38226,313.4132,313.55957,313.5984,313.625
2014-09-05,313.41367,313.41855,313.4248,313.54633,313.57806,313.61444,313.74567
2014-09-07,313.42902,313.40582,313.53973,313.57446,313.6381,313.7499,313.77103
2014-09-08,313.40372,313.55765,313.60294,313.62708,313.74054,313.77032,313.85516
2014-09-09,313.5497,313.61075,313.63205,313.72968,313.82462,313.87558,313.8805
2014-09-10,313.5906,313.61444,313.74036,313.8017,313.79807,313.89435,313.8995
2014-09-11,313.61636,313.78055,313.81128,313.793,313.84854,313.94934,314.04468
2014-09-12,313.75662,313.78436,313.82507,313.79074,313.90665,314.0043,313.88306
2014-09-14,313.78387,313.8062,313.8095,313.92535,314.02087,313.9497,313.83585
2014-09-15,313.80548,313.76382,313.94733,313.99545,313.94717,313.81903,313.82364
2014-09-16,313.8378,313.8924,314.05725,313.88727,313.7894,313.78244,313.6962
2014-09-17,313.91302,314.02283,313.89642,313.8298,313.74625,313.725,313.78424
2014-09-18,314.0359,313.94052,313.8287,313.77472,313.7373,313.72333,313.7671
2014-09-19,313.91766,313.78845,313.82623,313.71588,313.71863,313.76044,313.62857
2014-09-21,313.82092,313.7951,313.7215,313.6991,313.77618,313.71225,313.6449
2014-09-22,313.73633,313.78506,313.73,313.7132,313.60672,313.59323,313.6167
2014-09-23,313.72888,313.71167,313.77106,313.59933,313.60794,313.62442,313.64072
2014-09-24,313.75644,313.7439,313.66055,313.6032,313.62497,313.61505,313.51065
2014-09-25,313.74908,313.6967,313.57053,313.6047,313.60757,313.531,313.407
2014-09-26,313.64008,313.60272,313.60077,313.61566,313.4715,313.3041,313.38068
2014-09-28,313.57648,313.6026,313.65823,313.51956,313.48383,313.36,313.3212
2014-09-29,313.63153,313.6025,313.54913,313.40717,313.4268,313.31882,313.29404
2014-09-30,313.59827,313.55157,313.43762,313.4211,313.25198,313.25522,313.14816
2014-10-01,313.54593,313.38745,313.36716,313.2921,313.2413,313.27454,313.0876
2014-10-02,313.40872,313.388,313.32806,313.27823,313.24258,313.16364,313.12332
2014-10-03,313.34167,313.30685,313.29282,313.10416,313.18802,313.10645,312.67053
2014-10-05,313.2518,313.31857,313.12628,313.19144,313.0625,312.65265,312.04382
2014-10-06,313.27905,313.2629,313.13715,313.08517,312.69043,312.01956,312.01715
2014-10-07,313.13318,313.15152,313.1166,312.67438,312.07596,312.03055,311.98712
2014-10-08,313.13812,313.13315,312.6763,312.01123,311.97745,312.0112,311.81174
2014-10-09,313.1162,312.71735,312.0428,312.0265,311.96085,311.87222,311.75302
2014-10-10,312.67798,311.9935,311.9813,311.98605,311.85144,311.75104,311.19836
2014-10-12,312.02103,312.0342,311.94006,311.8535,311.77322,311.17914,311.08813
2014-10-13,312.00598,312.00824,311.78485,311.77225,311.18567,311.0913,310.93152
2014-10-14,311.95062,311.84793,311.78824,311.23996,311.0256,310.9669,310.92212
2014-10-15,311.83948,311.76315,311.22318,311.0211,310.95947,310.99283,310.67587
2014-10-16,311.78864,311.22223,311.05493,310.95847,310.91263,310.6693,310.1736
2014-10-17,311.304,311.0199,310.9883,310.93137,310.65335,310.22495,309.9785
2014-10-19,310.9888,310.97186,310.92004,310.67078,310.21796,309.96466,309.77148
2014-10-20,310.94843,310.9621,310.67715,310.2034,309.9929,309.79242,309.69427
2014-10-21,310.96487,310.6677,310.2461,309.9396,309.8149,309.70297,309.47394
2014-10-22,310.69775,310.23868,309.97488,309.75595,309.6804,309.49884,308.91708
2014-10-23,310.22943,309.94556,309.7519,309.63483,309.5165,308.8659,308.75027
2014-10-24,309.97073,309.7594,309.6905,309.4734,308.91824,308.84412,308.87866
2014-10-26,309.82648,309.6934,309.52066,308.8849,308.81683,308.84393,308.61417
2014-10-27,309.69675,309.47977,308.8004,308.84528,308.85898,308.59482,308.3225
2014-10-28,309.4927,308.857,308.8202,308.77905,308.54486,308.3628,308.1824
2014-10-29,308.9116,308.79892,308.85828,308.62814,308.1939,308.19696,308.0822
2014-10-30,308.78864,308.80356,308.584,308.26047,308.21054,308.1713,308.07217
2014-10-31,308.82178,308.66574,308.2822,308.20288,308.23663,308.16144,308.13126
2014-11-02,308.6045,308.35812,308.12085,308.25623,308.23962,308.224,308.2437
2014-11-03,308.23477,308.30447,308.23807,308.20618,308.23865,308.2699,308.32977
2014-11-04,308.23294,308.30508,308.22836,308.28522,308.24146,308.17944,308.20776
2014-11-05,308.28162,308.1436,308.20874,308.15826,308.24048,308.1728,307.94806
2014-11-06,308.18686,308.14804,308.2271,308.15164,308.24313,307.97006,307.95093
2014-11-07,308.18027,308.22427,308.27914,308.21298,307.99796,307.9201,307.81274
2014-11-09,308.24152,308.02188,308.19324,307.96518,307.9048,307.87177,307.75067
2014-11-10,308.28665,308.30716,307.99988,307.8783,307.86984,307.80927,307.74356
2014-11-11,308.1975,308.02246,307.8683,307.82144,307.8357,307.68207,307.6108
2014-11-12,307.9446,307.91177,307.8347,307.881,307.6669,307.60452,307.56982
2014-11-13,307.86694,307.86447,307.79373,307.7312,307.65527,307.53955,307.4334
2014-11-14,307.88425,307.81863,307.7477,307.60492,307.53336,307.5056,307.3792
2014-11-16,307.79004,307.62738,307.62375,307.55487,307.4888,307.31387,306.79364
2014-11-17,307.68146,307.60272,307.45587,307.4051,307.3593,306.8206,306.89142
2014-11-18,307.63437,307.5775,307.38657,307.35126,306.84564,306.85486,306.82315
2014-11-19,307.56342,307.3646,307.26556,306.83496,306.8119,306.82672,306.8428
2014-11-20,307.48615,307.28778,306.79346,306.8599,306.83347,306.8547,306.83148
2014-11-21,307.35336,306.83655,306.8843,306.8181,306.86066,306.82434,306.7998
2014-11-23,306.9306,306.85602,306.80377,306.86517,306.81534,306.9024,306.98483
2014-11-24,306.76672,306.82803,306.7942,306.84818,306.8552,307.02243,306.86328
2014-11-25,306.87466,306.80893,306.86246,306.81967,307.0052,306.83517,306.84433
2014-11-26,306.87817,306.85925,306.83884,307.0227,306.8501,306.84836,306.79572
2014-11-27,306.83856,306.8356,307.01196,306.8587,306.80447,306.8601,306.85928
2014-11-28,306.83115,307.03067,306.8314,306.81897,306.8462,306.82333,306.96228
2014-11-30,307.0093,306.8041,306.84232,306.86374,306.87634,306.89685,306.9183
2014-12-01,306.84695,306.84586,306.84976,306.8593,306.89777,306.8576,306.83505
2014-12-02,306.86414,306.8034,306.8164,306.8736,306.84006,306.82565,306.81085
2014-12-03,306.82837,306.83365,306.91806,306.8388,306.82562,306.8172,306.79596
2014-12-04,306.81958,306.88974,306.84912,306.84958,306.81015,306.78165,306.68582
2014-12-05,306.85834,306.8855,306.876,306.81055,306.72202,306.71045,306.73523
2014-12-07,306.85382,306.80637,306.8434,306.79257,306.66147,306.6724,306.70056
2014-12-08,306.84183,306.7656,306.7706,306.6914,306.7219,306.70816,306.7267
2014-12-09,306.753,306.81216,306.7621,306.68463,306.69797,306.67154,306.75522
2014-12-10,306.73383,306.66895,306.68146,306.67572,306.73703,306.70758,306.7248
2014-12-11,306.75406,306.7272,306.727,306.71478,306.73914,306.67645,306.75354
2014-12-12,306.67822,306.7495,306.72705,306.681,306.67355,306.70816,306.7528
2014-12-14,306.73154,306.71826,306.73343,306.7621,306.71674,306.67343,306.71472
2014-12-15,306.68256,306.6868,306.67935,306.7154,306.7583,306.68973,306.73206
2014-12-16,306.7249,306.7163,306.72546,306.68182,306.68124,306.6928,306.7265
2014-12-17,306.72876,306.68588,306.7317,306.75793,306.73053,306.7074,306.6893
2014-12-18,306.71454,306.71545,306.70547,306.714,306.7412,306.69986,306.65933
2014-12-19,306.69464,306.68494,306.74393,306.6821,306.6863,306.7104,306.689
2014-12-21,306.70145,306.71463,306.716,306.75458,306.73224,306.79916,306.7238
2014-12-22,306.70715,306.68387,306.67148,306.7127,306.73947,306.71005,306.744
2014-12-23,306.68225,306.7138,306.7029,306.6822,306.67227,306.74454,306.77643
2014-12-24,306.71695,306.68304,306.7133,306.7521,306.77863,306.84113,306.8261
2014-12-25,306.69012,306.7129,306.69016,306.72015,306.8559,306.81433,306.92148
2014-12-26,306.72308,306.68204,306.79773,306.83737,306.86887,306.83902,306.98746
2014-12-28,306.6951,306.78418,306.79074,306.8563,306.87897,307.0162,307.66113
2014-12-29,306.72174,306.75732,306.8598,306.85635,307.0278,307.7293,308.14645
2014-12-30,306.8471,306.84537,306.84723,307.01202,307.7172,308.15308,308.51453
2014-12-31,306.86502,306.8871,307.01007,307.6868,308.1556,308.47934,308.6282
2015-01-01,306.9274,307.01562,307.69226,308.10092,308.4897,308.6242,311.83023
2015-01-02,306.99344,307.7079,308.12323,308.49612,308.64856,311.8518,313.42218
2015-01-04,307.7009,308.13098,308.49716,308.6571,311.8492,313.4803,314.05627
2015-01-05,308.10715,308.5212,308.7114,311.84708,313.4714,314.08676,314.62384
2015-01-06,308.48,308.6538,311.87918,313.4584,314.0937,314.63168,314.65616
2015-01-07,308.60934,311.8276,313.49258,314.1434,314.61172,314.6873,314.73428
2015-01-08,311.86282,313.4225,314.1088,314.62585,314.66183,314.76526,314.9698
2015-01-09,313.51273,314.08206,314.66025,314.68344,314.7531,315.00375,315.2354
2015-01-11,314.1224,314.6229,314.64392,314.73795,314.9915,315.25195,315.26175
2015-01-12,314.63922,314.6478,314.70145,314.96814,315.24844,315.24774,315.43152
2015-01-13,314.626,314.76587,315.0014,315.223,315.26614,315.4091,315.4816
2015-01-14,314.7594,314.99216,315.2443,315.24176,315.4594,315.49094,315.87814
2015-01-15,314.96323,315.24606,315.29596,315.40332,315.57257,315.81354,316.24783
2015-01-16,315.19116,315.29727,315.40225,315.4775,315.8706,316.2797,316.2967
2015-01-18,315.27112,315.45212,315.48834,315.8688,316.2123,316.26556,316.2704
2015-01-19,315.43793,315.5632,315.883,316.25443,316.3249,316.25815,316.28397
2015-01-20,315.5812,315.88577,316.2483,316.26923,316.19778,316.24393,316.2496
2015-01-21,315.8665,316.23853,316.31006,316.28214,316.29666,316.27127,316.2693
2015-01-22,316.2628,316.27512,316.1974,316.2889,316.27518,316.26508,316.2829
2015-01-23,316.277,316.26703,316.32425,316.30194,316.2086,316.25308,316.24622
2015-01-25,316.25925,316.26013,316.2256,316.27722,316.3294,316.2762,316.26523
2015-01-26,316.26816,316.2944,316.247,316.24237,316.1936,316.30878,316.27716
2015-01-27,316.24542,316.2824,316.31354,316.2527,316.29898,316.29932,316.24725
2015-01-28,316.306,316.23557,316.19287,316.27295,316.27606,316.2808,316.3037
2015-01-29,316.27747,316.27557,316.3285,316.2436,316.20572,316.26474,316.2757
2015-01-30,316.25827,316.2667,316.22336,316.25232,316.3333,316.2562,316.24408
2015-02-01,316.26785,316.25934,316.2462,316.26926,316.19022,316.24017,316.30093
2015-02-02,316.24353,316.29626,316.31647,316.28375,316.30084,316.27094,315.45587
2015-02-03,316.30814,316.28348,316.18906,316.29135,316.2768,315.4851,315.43005
2015-02-04,316.27777,316.23343,316.33197,316.30573,315.513,315.40924,315.30585
2015-02-05,316.2575,316.27603,316.2214,315.49777,315.39435,315.30853,315.3129
2015-02-06,316.26764,316.26666,315.5365,315.39526,315.2883,315.2929,315.31863
2015-02-08,316.2419,315.4868,315.4264,315.29007,315.25836,315.2859,313.49866
2015-02-09,315.55496,315.42502,315.2826,315.2604,315.27908,313.49655,311.8688
2015-02-10,315.35812,315.3158,315.2638,315.281,313.51318,311.82446,311.5164
2015-02-11,315.26257,315.22906,315.31952,313.56143,311.81198,311.5812,311.3773
2015-02-12,315.20993,315.27475,313.53442,311.8486,311.50256,311.31262,311.0311
2015-02-13,315.25226,313.64487,311.82013,311.52496,311.39023,311.03815,310.8818
2015-02-15,313.51965,311.85083,311.51813,311.32892,311.01175,310.8932,310.71518
2015-02-16,311.89206,311.5385,311.33966,311.10287,310.85724,310.75742,310.7439
2015-02-17,311.52838,311.3553,311.03452,310.82553,310.7447,310.72324,310.4295
2015-02-18,311.33252,311.10873,310.819,310.7317,310.67474,310.41852,309.81055
2015-02-19,310.98422,310.81046,310.7021,310.7333,310.42435,309.80887,309.32324
2015-02-20,310.89148,310.73553,310.68256,310.42224,309.7965,309.3492,309.0404
2015-02-22,310.70862,310.66104,310.388,309.80927,309.3131,308.9902,308.75946
2015-02-23,310.7191,310.404,309.8372,309.29486,309.01923,308.78235,308.50067
2015-02-24,310.35254,309.83813,309.2784,309.0185,308.7528,308.50964,307.5964
2015-02-25,309.82202,309.2897,308.97095,308.81662,308.4916,307.4319,307.35394
2015-02-26,309.34665,309.07214,308.78165,308.56372,307.4682,307.4376,307.3148
2015-02-27,309.05713,308.76422,308.54916,307.3865,307.2759,307.29382,306.91724
2015-03-01,308.77197,308.49344,307.47617,307.37848,307.29385,306.82587,306.8128
2015-03-02,308.47675,307.4353,307.38098,307.24127,306.8318,306.795,306.5618
2015-03-03,307.38947,307.3079,307.30798,306.81934,306.81116,306.58072,306.56
2015-03-04,307.33392,307.33255,306.8243,306.7551,306.61066,306.5483,306.17902
2015-03-05,307.30725,306.8689,306.82755,306.58426,306.50223,306.18402,306.17572
2015-03-06,306.91953,306.80136,306.55698,306.51202,306.21585,306.14743,306.11746
2015-03-08,306.83035,306.59567,306.49414,306.15527,306.161,306.11435,305.9008
2015-03-09,306.62357,306.42776,306.19534,306.1415,306.04733,305.81296,305.7918
2015-03-10,306.50485,306.20572,306.1848,306.08594,305.8377,305.73694,305.59045
2015-03-11,306.16797,306.18518,306.1048,305.8308,305.82913,305.6434,305.5587
2015-03-12,306.19006,306.15567,305.86462,305.81262,305.74786,305.66498,305.5139
2015-03-13,306.1042,305.8715,305.81357,305.6789,305.67154,305.4655,305.3907
2015-03-15,305.79517,305.811,305.6601,305.6279,305.5075,305.39905,305.36597
2015-03-16,305.78415,305.63974,305.558,305.49515,305.41626,305.35867,305.32324
2015-03-17,305.752,305.51675,305.46674,305.33273,305.38617,305.30286,305.3063
2015-03-18,305.58893,305.48322,305.3863,305.354,305.35306,305.31113,305.31055
2015-03-19,305.50336,305.42377,305.37567,305.304,305.32446,305.27777,305.26105
2015-03-20,305.38242,305.34714,305.37573,305.29935,305.27243,305.18634,305.179
2015-03-22,305.34845,305.33252,305.2807,305.27768,305.25372,305.1681,305.0604
2015-03-23,305.30362,305.36194,305.3371,305.17477,305.1906,305.01724,304.88135
2015-03-24,305.329,305.28192,305.19897,305.14716,304.99414,304.8938,304.70667
2015-03-25,305.26236,305.2424,305.14935,305.01285,304.8849,304.81787,304.46777
2015-03-26,305.2368,305.1309,304.9839,304.8581,304.74548,304.4994,304.07816
2015-03-27,305.16614,305.00555,304.88892,304.74792,304.5344,304.05322,303.91293
2015-03-29,304.98627,304.91174,304.8136,304.509,304.01755,303.93747,303.82648
2015-03-30,304.87308,304.75882,304.45786,303.9765,303.92923,303.8068,303.77625
2015-03-31,304.75156,304.49652,303.96866,303.94794,303.9005,303.73425,303.54703
2015-04-01,304.5422,304.03168,303.95322,303.8679,303.78094,303.55276,303.57874
2015-04-02,303.9981,303.94577,303.88898,303.77515,303.59998,303.49008,303.48267
2015-04-05,303.97415,303.86792,303.7945,303.52094,303.53995,303.47305,303.30164
2015-04-06,303.80374,303.81274,303.59622,303.52216,303.4891,303.25967,303.035
2015-04-07,303.83392,303.55948,303.51016,303.49243,303.2514,303.06036,303.02155
2015-04-08,303.59314,303.50977,303.46396,303.1648,303.1331,302.9484,303.0103
2015-04-09,303.49115,303.45752,303.23636,303.01886,303.11105,302.99063,302.9937
2015-04-10,303.49637,303.20056,303.12637,303.08002,303.01263,303.0357,301.14993
2015-04-12,303.19772,303.0247,302.99448,303.01117,303.00482,301.11462,301.11295
2015-04-13,303.0277,303.0445,303.01532,302.92102,301.1203,301.085,301.02502
2015-04-14,303.04138,303.01413,302.98666,301.11856,301.04764,301.0809,300.69714
2015-04-15,302.98132,303.03226,301.16553,301.061,301.05676,300.65952,300.1952
2015-04-16,302.9568,301.12628,301.0401,301.03787,300.67163,300.24536,299.8679
2015-04-17,301.18283,301.04117,301.11957,300.71353,300.18085,299.9026,299.90405
2015-04-19,301.05664,301.04095,300.63638,300.20264,299.89392,299.85468,299.8826
2015-04-20,301.07446,300.59903,300.215,299.89255,299.90823,299.9757,299.97653
2015-04-21,300.69308,300.24786,299.8265,299.83194,299.85828,299.94705,299.9992
2015-04-22,300.14713,299.9758,299.91852,299.8784,299.83386,299.81332,299.94775
2015-04-23,299.90112,299.93106,299.86203,299.956,299.8565,299.79803,299.86115
2015-04-24,299.95496,299.94388,299.82333,299.89215,299.85025,299.94247,299.8623
2015-04-26,299.87173,299.88412,299.92456,299.8455,299.87866,299.86365,299.85974
2015-04-27,299.83405,299.84082,299.93692,299.93713,299.85928,299.8612,299.86078
