,USDMXN,USDMXN,USDMXN,USDMXN,USDMXN,USDMXN,USDMXN
2013-02-26,12.695746,12.67435,12.686798,12.686961,12.708099,12.701453,12.687378
2013-02-27,12.672426,12.679089,12.697301,12.69965,12.673825,12.698508,12.707665
2013-02-28,12.687141,12.680637,12.682859,12.70184,12.688152,12.70528,12.701212
2013-03-01,12.696607,12.690927,12.7154665,12.697279,12.7073965,12.7178135,12.712073
2013-03-03,12.70851,12.690131,12.718795,12.694727,12.737138,12.708756,12.716558
2013-03-04,12.688283,12.706293,12.703373,12.705056,12.711488,12.713637,12.7227545
2013-03-05,12.701173,12.699778,12.713698,12.7217655,12.717812,12.7137985,12.715942
2013-03-06,12.704924,12.701365,12.709249,12.744834,12.714272,12.716306,12.723227
2013-03-07,12.708209,12.717725,12.713952,12.723217,12.717944,12.713438,12.737636
2013-03-08,12.722214,12.728898,12.69776,12.717657,12.714132,12.710064,12.707781
2013-03-10,12.745345,12.705446,12.713015,12.717687,12.710997,12.713073,12.706071
2013-03-11,12.718569,12.702712,12.725564,12.71131,12.709708,12.698408,12.702691
2013-03-12,12.722239,12.724117,12.710068,12.71765,12.702695,12.715139,12.700971
2013-03-13,12.71399,12.71602,12.712079,12.706862,12.692262,12.691387,12.701559
2013-03-14,12.704213,12.704478,12.70352,12.711068,12.709367,12.703464,12.696901
2013-03-15,12.708514,12.712279,12.698881,12.691183,12.698608,12.699186,12.697758
2013-03-17,12.697928,12.713242,12.700908,12.695519,12.697202,12.71329,12.708883
2013-03-18,12.698114,12.707096,12.703364,12.69949,12.709991,12.700849,12.694984
2013-03-19,12.713907,12.687084,12.698739,12.695288,12.695953,12.699938,12.702853
2013-03-20,12.697667,12.708609,12.700937,12.698413,12.702793,12.686443,12.674824
2013-03-21,12.70769,12.697528,12.703642,12.695506,12.708387,12.6812725,12.688646
2013-03-22,12.693228,12.703768,12.698264,12.699419,12.669503,12.702039,12.6817465
2013-03-24,12.70344,12.69248,12.6988945,12.690804,12.69276,12.662353,12.6638
2013-03-25,12.695315,12.690089,12.677696,12.674017,12.658742,12.678669,12.66476
2013-03-26,12.691235,12.694402,12.672085,12.680108,12.669873,12.660316,12.61867
2013-03-27,12.682768,12.662921,12.681478,12.668545,12.6585865,12.612171,12.566446
2013-03-28,12.6804085,12.697523,12.657008,12.667455,12.620409,12.572674,12.504808
2013-03-31,12.677532,12.655457,12.664303,12.635727,12.565758,12.51024,12.491837
2013-04-01,12.668623,12.670112,12.624177,12.580856,12.481118,12.495311,12.435002
2013-04-02,12.672925,12.63529,12.580723,12.510054,12.483256,12.467158,12.404457
2013-04-03,12.62687,12.575138,12.505128,12.458636,12.455645,12.456676,12.437038
2013-04-04,12.565618,12.501418,12.48864,12.442378,12.452013,12.442529,12.42754
2013-04-05,12.504521,12.487673,12.468596,12.460963,12.386104,12.404359,12.39645
2013-04-07,12.478114,12.467633,12.45757,12.383278,12.412878,12.432436,12.384953
2013-04-08,12.441466,12.436469,12.436677,12.425808,12.396087,12.389976,12.397325
2013-04-09,12.434218,12.413064,12.404911,12.416192,12.380141,12.394928,12.388303
2013-04-10,12.440015,12.445671,12.429377,12.402342,12.378996,12.359202,12.37596
2013-04-11,12.426143,12.406901,12.395027,12.362865,12.381983,12.373071,12.355957
2013-04-12,12.39874,12.400355,12.392706,12.348584,12.365827,12.360553,12.346312
2013-04-14,12.387901,12.370081,12.396284,12.349366,12.389321,12.355246,12.357117
2013-04-15,12.396041,12.360462,12.3594265,12.356383,12.358608,12.359489,12.327221
2013-04-16,12.35946,12.350638,12.353078,12.300015,12.337821,12.313706,12.308029
2013-04-17,12.35923,12.369797,12.367914,12.363487,12.335937,12.306879,12.328349
2013-04-18,12.362881,12.36426,12.345999,12.353822,12.329689,12.311133,12.309958
2013-04-19,12.329445,12.347652,12.322147,12.332275,12.307408,12.342171,12.307323
2013-04-21,12.358695,12.291064,12.37204,12.310573,12.330366,12.318377,12.29655
2013-04-22,12.313922,12.321048,12.321692,12.320941,12.307278,12.288378,12.296398
2013-04-23,12.351132,12.309067,12.316803,12.319188,12.302771,12.276518,12.283318
2013-04-24,12.329896,12.323502,12.311119,12.311272,12.290432,12.281979,12.25651
2013-04-25,12.301163,12.304415,12.2922325,12.285491,12.260492,12.247194,12.252814
2013-04-26,12.299596,12.3013935,12.28699,12.27238,12.268774,12.266016,12.251539
2013-04-28,12.294823,12.266618,12.273643,12.260587,12.240719,12.236716,12.261872
2013-04-29,12.2815485,12.2760105,12.271794,12.244633,12.249282,12.24591,12.232211
2013-04-30,12.282958,12.238016,12.258564,12.234157,12.239136,12.243608,12.218356
2013-05-01,12.2542715,12.24888,12.245184,12.226023,12.232494,12.207976,12.185994
2013-05-02,12.246861,12.237805,12.247392,12.226295,12.193864,12.204863,12.19824
2013-05-03,12.250383,12.245637,12.206538,12.191158,12.194825,12.190984,12.167506
2013-05-05,12.219933,12.225876,12.220141,12.19027,12.236737,12.212678,12.164881
2013-05-06,12.226746,12.208399,12.1864395,12.19331,12.15259,12.179502,12.146629
2013-05-07,12.18622,12.2197895,12.198336,12.191387,12.175552,12.165317,12.147686
2013-05-08,12.201518,12.182017,12.202783,12.154409,12.181877,12.169757,12.164871
2013-05-09,12.184646,12.177124,12.177782,12.179457,12.168346,12.163071,12.182043
2013-05-10,12.178032,12.181797,12.130961,12.154986,12.17479,12.182679,12.159087
2013-05-12,12.1773,12.161659,12.157503,12.175336,12.209748,12.140151,12.155758
2013-05-13,12.183148,12.176404,12.152871,12.162381,12.15269,12.193962,12.151862
2013-05-14,12.145929,12.197587,12.133562,12.162484,12.16975,12.142799,12.18557
2013-05-15,12.180128,12.179222,12.159533,12.17285,12.121125,12.162582,12.155773
2013-05-16,12.171646,12.14482,12.146322,12.172194,12.13172,12.14352,12.167524
2013-05-17,12.146911,12.156107,12.145682,12.139701,12.181943,12.155351,12.152441
2013-05-19,12.163156,12.1673765,12.170361,12.170192,12.163425,12.175325,12.1699505
2013-05-20,12.15951,12.177713,12.165151,12.149249,12.141606,12.166324,12.183383
2013-05-21,12.155375,12.156368,12.161156,12.156183,12.169323,12.184588,12.182841
2013-05-22,12.171166,12.161642,12.166754,12.185222,12.178454,12.1794,12.190597
2013-05-23,12.200047,12.176175,12.165138,12.197307,12.183874,12.203544,12.18708
2013-05-24,12.157948,12.17014,12.1671715,12.196194,12.201795,12.19215,12.230529
2013-05-26,12.160368,12.181346,12.179987,12.198525,12.207014,12.225357,12.211086
2013-05-27,12.180137,12.178032,12.18659,12.192208,12.212231,12.213918,12.229317
2013-05-28,12.199276,12.211479,12.209194,12.208858,12.2299595,12.232275,12.225674
2013-05-29,12.189678,12.205255,12.215849,12.206116,12.226988,12.235994,12.233107
2013-05-30,12.213812,12.222203,12.209351,12.208443,12.216903,12.218233,12.216389
2013-05-31,12.204632,12.229703,12.225181,12.242735,12.228414,12.214248,12.214464
2013-06-02,12.215475,12.225422,12.2317705,12.212074,12.227364,12.233295,12.241869
2013-06-03,12.213991,12.216348,12.22689,12.21874,12.216148,12.24758,12.301855
2013-06-04,12.232909,12.23318,12.223759,12.228103,12.235235,12.305417,12.316977
2013-06-05,12.237152,12.226987,12.231931,12.26042,12.2835245,12.347452,12.3246355
2013-06-06,12.216866,12.227943,12.238915,12.285012,12.3207,12.334748,12.333969
2013-06-07,12.212317,12.245838,12.316215,12.304059,12.327952,12.329043,12.36915
2013-06-09,12.249861,12.316655,12.31485,12.311553,12.335305,12.366548,12.459542
2013-06-10,12.321336,12.2718,12.327655,12.355655,12.384026,12.463966,12.45053
2013-06-11,12.3188,12.308089,12.32874,12.386607,12.450388,12.492705,12.464713
2013-06-12,12.339038,12.345986,12.367,12.42248,12.462823,12.496426,12.55913
2013-06-13,12.3500185,12.377665,12.466701,12.464042,12.456352,12.51623,12.551441
2013-06-14,12.373908,12.467272,12.458146,12.487228,12.512098,12.541069,12.634609
2013-06-16,12.458961,12.467052,12.503558,12.521244,12.534928,12.650148,12.672158
2013-06-17,12.479696,12.526254,12.525189,12.536668,12.6460705,12.672519,12.697549
2013-06-18,12.469882,12.521574,12.540064,12.652661,12.648944,12.694161,12.688171
2013-06-19,12.517586,12.537993,12.647944,12.673776,12.701031,12.704615,12.716349
2013-06-20,12.546429,12.630247,12.658768,12.7314005,12.735961,12.720739,12.75367
2013-06-21,12.668483,12.6615715,12.7188425,12.715937,12.718542,12.742529,12.783212
2013-06-23,12.656078,12.699441,12.74654,12.787408,12.757551,12.763551,12.773691
2013-06-24,12.692626,12.757431,12.75724,12.725846,12.74577,12.779982,12.779713
2013-06-25,12.706027,12.723406,12.786149,12.748962,12.765245,12.779809,12.800624
2013-06-26,12.77974,12.770176,12.790041,12.813465,12.76269,12.821702,12.813153
2013-06-27,12.730708,12.75589,12.751102,12.815769,12.771985,12.790436,12.824006
2013-06-28,12.7727995,12.777835,12.771306,12.819363,12.806975,12.812473,12.802397
2013-06-30,12.759694,12.783131,12.811306,12.803258,12.817564,12.827268,12.812523
2013-07-01,12.799515,12.778355,12.813681,12.834193,12.85078,12.852984,12.865991
2013-07-02,12.774809,12.798326,12.827928,12.844256,12.838681,12.850213,12.879453
2013-07-03,12.819367,12.829396,12.84587,12.835666,12.82639,12.871095,12.894467
2013-07-04,12.820896,12.821332,12.830807,12.854598,12.837217,12.886353,12.8915615
2013-07-05,12.842804,12.832886,12.860736,12.838962,12.920131,12.880596,12.887512
2013-07-07,12.830878,12.829314,12.855077,12.851822,12.885967,12.863683,12.894648
2013-07-08,12.815619,12.875276,12.874685,12.902743,12.890302,12.918145,12.914444
2013-07-09,12.887434,12.881217,12.888823,12.894615,12.895615,12.883893,12.883535
2013-07-10,12.89549,12.885541,12.89485,12.8880415,12.886463,12.910787,12.885115
2013-07-11,12.86456,12.900881,12.877668,12.884097,12.887408,12.910048,12.86189
2013-07-12,12.886787,12.89554,12.886778,12.912064,12.902313,12.900391,12.895329
2013-07-14,12.910887,12.891235,12.891573,12.899947,12.891655,12.892288,12.8963
2013-07-15,12.915684,12.906774,12.860465,12.889115,12.8795805,12.88608,12.895194
2013-07-16,12.922113,12.8815,12.898694,12.884622,12.891007,12.895383,12.896173
2013-07-17,12.8960705,12.875818,12.905584,12.895944,12.87743,12.9205675,12.895
2013-07-18,12.866487,12.885548,12.8765955,12.890055,12.884291,12.863696,12.896001
2013-07-19,12.901242,12.899071,12.897307,12.8831005,12.890642,12.883397,12.878656
2013-07-21,12.909096,12.888049,12.88802,12.889423,12.894062,12.878306,12.877449
2013-07-22,12.891352,12.899173,12.894876,12.872512,12.885491,12.894787,12.899961
2013-07-23,12.882624,12.88633,12.877632,12.848958,12.8652725,12.870717,12.875999
2013-07-24,12.908562,12.87585,12.8757305,12.888609,12.862919,12.8469515,12.856068
2013-07-25,12.853072,12.888273,12.843614,12.877053,12.861012,12.914537,12.870509
2013-07-26,12.907094,12.879334,12.904411,12.903724,12.883207,12.885405,12.877772
2013-07-28,12.893654,12.869701,12.904502,12.872719,12.904929,12.8667,12.811988
2013-07-29,12.8665285,12.882884,12.86166,12.845295,12.847356,12.8942995,12.811895
2013-07-30,12.889226,12.874017,12.887566,12.873121,12.830075,12.81165,12.8071995
2013-07-31,12.877787,12.885998,12.869427,12.855063,12.851508,12.803268,12.7966385
2013-08-01,12.883023,12.87575,12.840815,12.838186,12.81548,12.799544,12.778426
2013-08-02,12.854705,12.820186,12.851244,12.782681,12.808011,12.786446,12.75489
2013-08-04,12.845754,12.80731,12.789792,12.775745,12.765391,12.823077,12.738942
2013-08-05,12.819661,12.787573,12.795113,12.773242,12.765407,12.744596,12.745273
2013-08-06,12.794741,12.806686,12.786297,12.747219,12.751127,12.731521,12.722531
2013-08-07,12.766362,12.783697,12.776062,12.723098,12.738264,12.706919,12.681361
2013-08-08,12.791105,12.793625,12.732771,12.729326,12.739686,12.701578,12.704492
2013-08-09,12.774368,12.766895,12.719124,12.724557,12.6793,12.713059,12.70235
2013-08-11,12.731038,12.722606,12.713353,12.670638,12.698729,12.653892,12.680115
2013-08-12,12.752261,12.711053,12.714139,12.700324,12.679469,12.683515,12.705377
2013-08-13,12.731899,12.689064,12.6846895,12.693479,12.68426,12.687104,12.703027
2013-08-14,12.692672,12.691195,12.664017,12.691156,12.69052,12.698806,12.678764
2013-08-15,12.683026,12.713392,12.715564,12.70408,12.69789,12.689385,12.706299
2013-08-16,12.692957,12.688161,12.70418,12.702258,12.67894,12.70088,12.70373
2013-08-18,12.682708,12.690501,12.72521,12.699367,12.709772,12.693563,12.677381
2013-08-19,12.69327,12.714724,12.699476,12.710816,12.69864,12.670837,12.707262
2013-08-20,12.682377,12.687223,12.697985,12.692947,12.676456,12.718671,12.704464
2013-08-21,12.693598,12.689789,12.690578,12.684465,12.690583,12.6709175,12.675982
2013-08-22,12.682037,12.716104,12.6983595,12.689433,12.67482,12.673415,12.7082405
2013-08-23,12.69394,12.686267,12.69031,12.68191,12.705601,12.6995735,12.695225
2013-08-25,12.681701,12.596458,12.698642,12.714161,12.692327,12.718972,12.719285
2013-08-26,12.694294,12.682834,12.690029,12.76027,12.722086,12.72291,12.751229
2013-08-27,12.681354,12.684362,12.698936,12.689277,12.744631,12.765835,12.797598
2013-08-28,12.694654,12.700338,12.691983,12.711,12.743761,12.748038,12.810331
2013-08-29,12.681002,12.671587,12.737954,12.731133,12.762853,12.769895,12.784665
2013-08-30,12.644861,12.749876,12.747409,12.746517,12.771189,12.795077,12.781435
2013-09-01,12.729047,12.727322,12.777296,12.792398,12.773791,12.782256,12.804103
2013-09-02,12.721599,12.76578,12.771369,12.758211,12.849377,12.835087,12.880227
2013-09-03,12.78167,12.795826,12.782245,12.809174,12.746464,12.861627,12.920411
2013-09-04,12.790062,12.782651,12.850806,12.791557,12.867125,12.939817,13.035176
2013-09-05,12.81221,12.773429,12.824062,12.868682,12.952641,13.006182,12.974303
2013-09-06,12.801939,12.812263,12.839068,12.921942,12.977323,13.001254,13.035527
2013-09-08,12.826763,12.870456,12.920279,12.99567,12.980809,12.994958,13.051259
2013-09-09,12.873292,12.931427,12.9534,13.015357,13.0159645,13.059773,13.042932
2013-09-10,12.9266615,12.983871,13.01151,13.001971,13.054312,13.059174,13.050514
2013-09-11,12.991279,13.008987,13.035759,13.027829,13.0049715,13.057704,13.055999
2013-09-12,13.00543,12.990477,13.012771,13.106943,13.050179,13.068216,13.071925
2013-09-13,13.053489,13.066029,13.125422,13.047996,13.059161,13.030953,13.070373
2013-09-15,13.026718,13.018033,13.079643,13.033189,13.074543,13.048346,13.045239
2013-09-16,13.071315,13.074942,13.051086,13.081877,13.087384,13.115867,13.077922
2013-09-17,13.071241,12.988297,13.058906,13.052574,13.055214,13.064983,13.05699
2013-09-18,13.071166,13.025318,13.081255,13.097589,13.07589,13.078629,13.091132
2013-09-19,13.071089,13.096978,13.050417,13.054419,13.042686,13.064924,13.036858
2013-09-20,13.0710125,13.111329,13.040018,13.067286,13.033092,13.1000185,13.029435
2013-09-22,13.070928,13.1095295,13.066211,13.058013,13.061689,13.066171,13.038428
2013-09-23,13.070847,13.0192375,13.068937,13.066037,13.0564,13.038775,13.060876
2013-09-24,13.070765,13.076839,13.086874,13.019163,13.078695,13.074365,13.063064
2013-09-25,13.070678,13.016123,13.063294,13.109445,13.073436,13.080421,13.071051
2013-09-26,13.070586,13.081163,13.074034,13.0870495,13.092442,13.087053,13.088342
2013-09-27,13.070489,13.063602,13.04841,13.083332,13.08254,13.111216,13.106656
2013-09-29,13.070395,13.071438,13.093095,13.090794,13.138035,13.125096,13.130009
2013-09-30,13.042718,13.0884285,13.098619,13.103629,13.089801,13.119166,13.105548
2013-10-01,13.098465,13.102444,13.112514,13.110493,13.115633,13.097214,13.143484
2013-10-02,13.092876,13.101223,13.138369,13.097926,13.127175,13.14372,13.124058
2013-10-03,13.119593,13.131922,13.112836,13.121264,13.1269865,13.111119,13.134992
2013-10-04,13.127562,13.126563,13.111656,13.158278,13.149329,13.131072,13.1717615
2013-10-06,13.136853,13.118204,13.148254,13.113187,13.117726,13.123852,13.11729
2013-10-07,13.142104,13.102845,13.108023,13.14202,13.136123,13.12362,13.135917
2013-10-08,13.121238,13.152445,13.125596,13.123617,13.1318865,13.099237,13.120681
2013-10-09,13.098508,13.153173,13.123938,13.1118,13.114731,13.104087,13.11866
2013-10-10,13.121036,13.092147,13.131334,13.112412,13.122068,13.118606,13.086405
2013-10-11,13.16041,13.108371,13.152472,13.096871,13.102467,13.094588,13.083009
2013-10-13,13.124301,13.105582,13.116651,13.109022,13.093681,13.074893,13.07756
2013-10-14,13.156511,13.120587,13.10157,13.08424,13.091224,13.101928,13.07875
2013-10-15,13.11313,13.104657,13.089944,13.099007,13.064864,13.07051,13.05407
2013-10-16,13.111826,13.091917,13.088624,13.076386,13.058371,13.053217,13.060609
2013-10-17,13.098123,13.071923,13.079537,13.061945,13.03596,13.016806,13.010685
2013-10-18,13.108886,13.075873,13.051796,13.04906,13.051313,13.032378,12.9719715
2013-10-20,13.071542,13.070443,13.052531,13.0360985,13.01425,13.015135,12.970996
2013-10-21,13.051696,13.049139,13.027502,13.02203,13.001506,12.978059,12.991073
2013-10-22,13.049085,13.052492,13.013621,12.9929905,12.977808,13.007255,12.996271
2013-10-23,13.03784,13.016611,12.99717,13.020488,13.001472,12.961423,12.96342
2013-10-24,13.020594,12.996822,13.0180435,12.990936,12.94168,12.982524,12.95516
2013-10-25,12.972232,12.966467,13.001904,12.981925,12.956768,12.930459,12.958413
2013-10-27,12.980164,12.956768,12.95989,12.983013,12.958234,12.979142,12.986679
2013-10-28,12.959065,13.009111,12.956507,12.962063,12.98613,12.981889,12.96381
2013-10-29,12.980187,13.013561,12.984067,12.978967,13.002367,12.986976,13.003578
2013-10-30,12.96167,12.973903,12.954591,12.960842,12.983975,13.027651,13.007142
2013-10-31,12.96318,12.963482,12.971758,12.984601,12.983202,12.994868,13.020012
2013-11-01,13.005694,12.94603,13.0157175,12.996242,13.004308,13.001173,13.018212
2013-11-03,12.977718,12.951354,13.027002,13.002914,13.0047865,13.02453,13.046094
2013-11-04,12.964855,13.002938,12.981577,13.022191,13.033202,13.052993,13.047982
2013-11-05,13.033015,13.008748,13.030336,13.025767,13.039384,13.045384,13.027261
2013-11-06,12.985572,13.015722,13.006273,13.042376,13.035039,13.046502,13.018671
2013-11-07,13.008584,13.009584,13.006304,13.021339,13.021094,13.006004,13.026432
2013-11-08,13.014197,13.039776,13.046225,12.996428,13.038516,13.046108,13.053934
2013-11-10,13.020788,13.0291605,13.040853,13.0730295,13.036072,13.005957,13.025629
2013-11-11,13.034611,13.02201,13.057746,13.005247,13.021312,13.011534,13.041452
2013-11-12,13.0162115,13.044153,12.991082,13.019491,13.016371,13.014129,13.041464
2013-11-13,13.012668,13.02866,13.06118,13.030449,13.033817,13.009457,12.96758
2013-11-14,13.006016,13.041893,13.024532,13.026638,12.955151,12.980681,12.962359
2013-11-15,13.040019,13.0266075,13.014717,13.000224,13.026607,12.999277,12.997097
2013-11-17,13.038421,13.028218,13.01843,13.021564,12.979043,13.007376,12.9701
2013-11-18,13.023582,12.986842,13.0059185,12.953105,13.009767,12.979583,12.954033
2013-11-19,13.011711,12.991506,12.980461,12.9498625,12.984095,12.979876,12.96488
2013-11-20,13.01843,12.989234,12.970281,12.965545,13.015609,13.004479,13.012717
2013-11-21,12.996333,12.991075,12.982784,13.010374,13.002048,13.013144,13.007261
2013-11-22,12.989059,12.99838,12.999373,12.980788,12.998653,12.9668455,13.021334
2013-11-24,13.013578,12.992399,13.007499,12.966802,12.99373,12.996783,12.986032
2013-11-25,12.992519,13.015202,12.986064,12.953589,13.001413,13.005134,13.012433
2013-11-26,12.994672,12.991222,12.977257,13.001153,13.009566,13.023083,13.031946
2013-11-27,12.997386,12.966297,12.997571,13.017143,13.003187,13.037329,13.021453
2013-11-28,12.984557,12.978523,12.984681,13.00877,13.031803,13.036783,13.054918
2013-11-29,12.992114,13.001275,13.032369,13.018045,12.99242,13.050316,13.046398
2013-12-01,13.019746,13.006763,13.009237,13.0286455,13.004509,13.033276,13.059354
2013-12-02,13.025509,13.021072,13.006749,13.048915,13.041015,13.048394,13.063748
2013-12-03,12.992101,13.007725,13.034099,13.032989,13.019562,13.059091,13.042977
2013-12-04,13.025465,13.021351,13.022493,13.052434,13.043751,13.043748,13.061481
2013-12-05,12.995457,13.048235,13.056766,13.053987,13.0446205,13.047219,13.050943
2013-12-06,13.044258,13.04495,13.054675,13.051209,13.04616,13.04403,13.053498
2013-12-08,13.042281,13.06057,13.039972,13.062983,13.061905,13.026985,13.040449
2013-12-09,13.0693865,13.022241,13.036513,13.0266695,13.065588,13.066684,13.052836
2013-12-10,13.043858,13.071617,13.077375,13.057874,13.042759,13.030073,13.029659
2013-12-11,13.075399,13.019647,13.03729,13.024006,13.059373,13.04893,13.035742
2013-12-12,13.050019,13.034413,13.057761,13.07299,13.047359,13.020038,13.032292
2013-12-13,13.032972,13.059711,13.036899,12.957934,13.0229435,13.059621,13.008876
2013-12-15,13.042866,13.0715885,13.075339,13.039026,13.022846,12.997995,13.019462
2013-12-16,13.057192,13.061512,13.088161,12.993328,13.028028,13.00485,13.0079975
2013-12-17,13.062279,13.030536,13.059153,13.035028,13.026132,13.016607,12.97459
2013-12-18,13.038433,13.039754,12.99737,13.015265,13.045899,13.018811,13.0077
2013-12-19,13.036377,13.031677,13.005629,12.967597,13.058605,12.983178,13.0166645
2013-12-20,12.960782,13.025,13.01991,13.035636,12.999693,13.006038,12.991587
2013-12-22,13.006002,13.011163,13.004444,13.002939,13.00409,13.006177,12.99318
2013-12-23,13.018402,13.0063095,12.975855,13.009782,13.008093,12.994001,12.997207
2013-12-24,13.017451,13.007735,13.000682,12.996595,13.000489,12.997674,13.014734
2013-12-26,12.996455,12.992438,12.987308,13.002948,13.004204,12.9825,13.014174
2013-12-27,13.000069,12.990621,12.989378,13.010377,13.01056,12.969637,13.023278
2013-12-29,12.993855,13.003351,12.996733,13.006186,13.078696,13.033038,13.026884
2013-12-30,12.975529,13.000684,13.014946,13.01436,13.056829,13.036264,13.021614
2013-12-31,12.998376,13.01223,13.016643,13.007584,13.029637,13.025463,13.024543
2014-01-01,12.999394,13.030824,13.014339,13.0182,13.027578,13.029643,13.046562
2014-01-02,13.018181,13.017846,13.011232,13.028241,13.025899,13.032502,13.01884
2014-01-03,13.021545,13.013773,13.048224,13.02939,13.042044,13.044063,13.0476
2014-01-05,13.026137,13.037434,13.021507,13.02974,13.040292,13.040257,13.054927
2014-01-06,13.031863,13.018705,13.046783,13.065479,13.054403,13.056857,13.0431
2014-01-07,13.015836,13.037076,13.043608,13.054093,13.058183,13.069043,13.036673
2014-01-08,13.047501,13.04311,13.040394,13.05105,13.043534,13.04541,13.011872
2014-01-09,13.052574,13.050824,13.039155,13.066709,13.040455,13.061844,13.024867
2014-01-10,13.058734,13.039887,13.033487,13.044037,13.027477,12.997196,13.0494995
2014-01-12,13.064316,13.058375,13.029173,13.035022,13.008596,13.027891,13.036465
2014-01-13,13.099176,13.022087,13.031506,13.036546,13.0454035,13.038273,13.015324
2014-01-14,13.052236,13.042177,13.03807,13.021991,13.054123,13.024879,13.041939
2014-01-15,13.025839,13.041801,13.045015,13.02823,13.034525,12.994696,13.0477495
2014-01-16,13.039036,13.041858,13.037895,13.0755,13.039552,13.039259,13.030651
2014-01-17,13.042908,13.041917,13.045268,13.027788,13.050688,13.051181,13.062323
2014-01-19,13.044623,13.041978,13.03764,13.036782,13.045998,13.044687,13.051576
2014-01-20,13.043312,13.042044,13.056102,13.054611,13.070305,13.084971,13.055062
2014-01-21,13.041184,13.043875,13.055219,13.0277195,13.062394,13.070099,13.080089
2014-01-22,13.027741,13.060632,13.063975,13.071608,13.069564,13.057465,13.077646
2014-01-23,13.046317,13.069332,13.079084,13.060905,13.068486,13.088678,13.078233
2014-01-24,13.071074,13.064411,13.073162,13.103163,13.070263,13.054894,13.077593
2014-01-26,13.090867,13.079753,13.104363,13.090119,13.08813,13.0793915,13.092767
2014-01-27,13.061027,13.080298,13.117904,13.100836,13.104762,13.089973,13.064656
2014-01-28,13.064623,13.082897,13.063809,13.091621,13.107939,13.106142,13.121181
2014-01-29,13.093774,13.087398,13.099643,13.102365,13.103316,13.101589,13.131407
2014-01-30,13.08959,13.093491,13.112312,13.11007,13.122868,13.127719,13.121786
2014-01-31,13.089711,13.098517,13.110432,13.123421,13.146385,13.130309,13.171644
2014-02-02,13.111549,13.107969,13.118817,13.0895815,13.111198,13.160894,13.244666
2014-02-03,13.139822,13.105995,13.122705,13.13999,13.161535,13.212626,13.207105
2014-02-04,13.115593,13.142242,13.1585455,13.165986,13.246848,13.239534,13.258129
2014-02-05,13.132978,13.133311,13.167989,13.237761,13.230283,13.26137,13.259315
2014-02-06,13.136784,13.155933,13.244359,13.2310095,13.260333,13.250492,13.276057
2014-02-07,13.167347,13.180756,13.255919,13.248498,13.281458,13.264331,13.258653
2014-02-09,13.209665,13.244649,13.264116,13.238367,13.248855,13.25628,13.261673
2014-02-10,13.225887,13.243537,13.261092,13.288845,13.256172,13.284176,13.280508
2014-02-11,13.271871,13.264952,13.265248,13.262043,13.276512,13.261221,13.284075
2014-02-12,13.261497,13.288388,13.273546,13.283629,13.234759,13.2722435,13.260469
2014-02-13,13.245359,13.281478,13.289879,13.253281,13.244365,13.25797,13.286066
2014-02-14,13.269298,13.278438,13.262433,13.285354,13.249423,13.276464,13.286408
2014-02-16,13.28674,13.244519,13.2826185,13.277232,13.301519,13.25751,13.283189
2014-02-17,13.255323,13.287778,13.256729,13.28328,13.281521,13.27562,13.276109
2014-02-18,13.307883,13.276815,13.288588,13.281301,13.297244,13.274163,13.304811
2014-02-19,13.276171,13.278924,13.289822,13.319547,13.263974,13.311967,13.275999
2014-02-20,13.297351,13.280564,13.30196,13.260431,13.293573,13.277055,13.3055105
2014-02-21,13.309453,13.297157,13.27467,13.275629,13.287069,13.256403,13.279169
2014-02-23,13.305075,13.272551,13.30475,13.304297,13.288558,13.286055,13.271719
2014-02-24,13.303522,13.308345,13.286912,13.293823,13.3017235,13.279919,13.275239
2014-02-25,13.28236,13.271557,13.293077,13.280307,13.310979,13.282981,13.257306
2014-02-26,13.271209,13.308054,13.289914,13.320316,13.278299,13.30964,13.331537
2014-02-27,13.264893,13.302212,13.316695,13.278728,13.266803,13.290528,13.301908
2014-02-28,13.317793,13.278056,13.285835,13.333029,13.295483,13.308338,13.310109
2014-03-02,13.282107,13.287577,13.271876,13.302711,13.326174,13.270905,13.318813
2014-03-03,13.304247,13.307903,13.314397,13.291073,13.307381,13.28859,13.302211
2014-03-04,13.283386,13.287202,13.252577,13.294461,13.307555,13.30132,13.285499
2014-03-05,13.306423,13.290985,13.312336,13.304921,13.304925,13.297194,13.28879
2014-03-06,13.32897,13.295358,13.28553,13.284308,13.292882,13.266497,13.28693
2014-03-07,13.301135,13.307654,13.289168,13.300457,13.280886,13.283866,13.277073
2014-03-09,13.315742,13.263313,13.2801695,13.264867,13.269404,13.288021,13.287138
2014-03-10,13.282691,13.252041,13.287381,13.288434,13.27543,13.302026,13.265029
2014-03-11,13.300643,13.290229,13.282928,13.290667,13.271384,13.273435,13.272081
2014-03-12,13.270525,13.279718,13.283562,13.285986,13.277042,13.264271,13.277736
2014-03-13,13.301964,13.280642,13.273579,13.272807,13.2699795,13.243167,13.284481
2014-03-14,13.266614,13.27202,13.27755,13.264667,13.262739,13.280428,13.265557
2014-03-16,13.269148,13.273861,13.273694,13.231775,13.270031,13.272513,13.25796
2014-03-17,13.268022,13.263232,13.277794,13.238013,13.272313,13.249853,13.26286
2014-03-18,13.268236,13.262615,13.250873,13.243401,13.267708,13.239621,13.231591
2014-03-19,13.271036,13.256742,13.262665,13.264076,13.275277,13.254771,13.253037
