,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD
2015-02-20,1251.5526,1251.6093,1251.5317,1251.6395,1251.6014,1251.5968,1251.574
2015-02-22,1251.5364,1251.5544,1251.6012,1251.6042,1251.596,1251.5146,1251.4528
2015-02-23,1251.6182,1251.5598,1251.5681,1251.5305,1251.5461,1251.4982,1250.9318
2015-02-24,1251.6345,1251.6094,1251.5958,1251.566,1251.6016,1250.9281,1240.5131
2015-02-25,1251.5524,1251.5544,1251.5994,1251.6401,1250.9166,1240.5104,1237.3722
2015-02-26,1251.5361,1251.5598,1251.5605,1250.9109,1240.3107,1237.3378,1237.2006
2015-02-27,1251.6182,1251.6095,1250.9248,1240.2745,1237.4248,1237.1924,1232.2236
2015-03-01,1251.6348,1250.893,1240.7201,1237.2899,1237.2028,1232.0983,1231.0286
2015-03-02,1250.8776,1240.219,1237.397,1237.1978,1232.205,1231.1188,1228.5358
2015-03-03,1240.3765,1237.395,1237.232,1232.0737,1231.0973,1228.433,1227.7253
2015-03-04,1237.3472,1237.1884,1232.1614,1231.0083,1228.3931,1227.7954,1223.7305
2015-03-05,1237.2351,1232.1758,1231.0718,1228.4395,1227.8201,1223.7975,1218.7548
2015-03-06,1232.0991,1231.042,1228.3876,1227.7609,1223.8429,1218.7146,1214.351
2015-03-08,1231.1145,1228.4209,1227.8152,1223.8293,1218.6456,1214.2833,1211.8403
2015-03-09,1228.4934,1227.7655,1223.735,1218.7546,1214.3248,1211.8488,1211.6704
2015-03-10,1227.7954,1223.8369,1218.7311,1214.2991,1211.8646,1211.6708,1211.507
2015-03-11,1223.8728,1218.7052,1214.3303,1211.9034,1211.7029,1211.5547,1210.8809
2015-03-12,1218.7075,1214.3542,1211.883,1211.7014,1211.5916,1210.86,1209.0846
2015-03-13,1214.2877,1211.8762,1211.6987,1211.587,1210.8297,1209.1528,1206.8671
2015-03-15,1211.8289,1211.6589,1211.5608,1210.8462,1209.0652,1206.8499,1206.7109
2015-03-16,1211.6333,1211.5349,1210.8573,1209.1008,1206.8555,1206.7563,1206.0107
2015-03-17,1211.5134,1210.7983,1209.1567,1206.8761,1206.7466,1206.0732,1203.4338
2015-03-18,1210.8695,1209.0802,1206.9214,1206.725,1206.0273,1203.4592,1202.5004
2015-03-19,1209.1344,1206.9097,1206.7587,1206.0142,1203.3928,1202.6019,1200.8179
2015-03-20,1206.8481,1206.7222,1205.917,1203.4122,1202.6215,1200.9326,1200.8752
2015-03-22,1206.851,1206.0557,1203.4081,1202.6106,1200.9495,1200.8259,1200.829
2015-03-23,1206.0135,1203.4089,1202.5822,1201.062,1200.8624,1200.8162,1200.5612
2015-03-24,1203.4117,1202.601,1200.8663,1200.836,1200.8317,1200.6914,1200.0543
2015-03-25,1202.5145,1201.0775,1200.8074,1200.8567,1200.5939,1200.0685,1196.125
2015-03-26,1200.9304,1200.8027,1200.8333,1200.6244,1200.0985,1196.1605,1194.7246
2015-03-27,1200.7977,1200.8318,1200.5903,1200.0315,1196.1406,1194.7759,1194.7615
2015-03-29,1200.7085,1200.5822,1199.9912,1196.1602,1194.7568,1194.8254,1194.7542
2015-03-30,1200.5613,1200.0787,1196.1377,1194.7511,1194.8057,1194.7799,1194.7666
2015-03-31,1200.0642,1196.0961,1194.752,1194.7863,1194.8009,1194.7029,1194.7972
2015-04-01,1196.1644,1194.7887,1194.8146,1194.7697,1194.7559,1194.7253,1194.7909
2015-04-02,1194.797,1194.72,1194.7836,1194.8118,1194.806,1194.8318,1194.8435
2015-04-05,1194.8059,1194.7882,1194.7185,1194.7594,1194.801,1194.8724,1194.7793
2015-04-06,1194.7761,1194.8032,1194.7495,1194.7456,1194.755,1194.8179,1194.7737
2015-04-07,1194.7441,1194.7307,1194.816,1194.7451,1194.8062,1194.731,1194.8171
2015-04-08,1194.8052,1194.7162,1194.784,1194.7589,1194.8011,1194.7491,1194.7213
2015-04-09,1194.777,1194.7897,1194.7169,1194.8131,1194.7544,1194.8066,1193.1049
2015-04-10,1194.8029,1194.8044,1194.7493,1194.7673,1194.8065,1193.1014,1193.1844
2015-04-12,1194.7604,1194.7299,1194.8174,1194.7772,1193.0703,1193.1317,1193.2002
2015-04-13,1194.7615,1194.7146,1194.7848,1193.1138,1193.2064,1193.0793,1193.1208
2015-04-14,1194.7798,1194.7903,1193.1699,1193.1567,1193.0516,1193.1752,1193.1049
2015-04-15,1194.7843,1193.1965,1193.1843,1193.1721,1193.1709,1193.1296,1194.7892
2015-04-16,1193.1002,1193.2515,1193.1073,1193.0992,1193.145,1194.7596,1195.651
2015-04-17,1193.146,1193.207,1193.0916,1193.1233,1194.7389,1195.7063,1195.7412
2015-04-19,1193.1387,1193.0807,1193.1697,1194.7317,1195.7203,1195.7283,1195.6958
2015-04-20,1193.2421,1193.025,1194.7888,1195.7433,1195.7429,1195.718,1195.752
2015-04-21,1193.1836,1194.8219,1195.6965,1195.7545,1195.7877,1195.6791,1195.8102
2015-04-22,1194.7279,1195.731,1195.8253,1195.677,1195.7595,1195.7664,1195.7646
2015-04-23,1195.8016,1195.8444,1195.8821,1195.7433,1195.7897,1195.8073,1196.0242
2015-04-24,1195.7621,1195.8474,1195.8358,1195.755,1195.7316,1196.0299,1196.0836
2015-04-26,1195.7529,1195.7593,1195.7059,1195.727,1196.0426,1196.2017,1196.1301
2015-04-27,1195.7961,1195.644,1195.6487,1196.0925,1196.1124,1196.1743,1196.1113
2015-04-28,1195.6904,1195.6411,1196.0027,1196.0887,1196.0973,1196.1084,1196.1692
2015-04-29,1195.6876,1196.0477,1196.1001,1196.1724,1196.1735,1196.1462,1196.1167
2015-04-30,1196.0665,1196.1392,1196.1499,1196.1165,1196.1888,1196.1285,1196.1039
2015-05-01,1196.124,1196.1342,1196.1448,1196.1014,1196.1119,1196.1628,1196.1682
2015-05-03,1196.1581,1196.1722,1196.098,1196.1403,1196.0963,1196.1418,1196.138
2015-05-04,1196.1394,1196.113,1196.1504,1196.1337,1196.174,1196.0809,1196.1656
2015-05-05,1196.1235,1196.1125,1196.1453,1196.0779,1196.1897,1196.1246,1195.9705
2015-05-06,1196.1555,1196.1552,1196.0978,1196.1167,1196.1113,1196.0774,1195.7576
2015-05-07,1196.1354,1196.0985,1196.1509,1196.1199,1196.0422,1195.7694,1193.7855
2015-05-08,1196.1166,1196.1003,1196.1456,1196.0828,1195.7512,1193.8047,1195.7161
2015-05-10,1196.1995,1196.1461,1196.0249,1195.7019,1193.7594,1195.7112,1196.0305
2015-05-11,1196.1273,1196.0724,1195.8398,1193.8114,1195.7871,1196.1084,1197.787
2015-05-12,1196.013,1195.7104,1193.7877,1195.6769,1196.0327,1197.7521,1197.7887
2015-05-13,1195.7704,1193.7664,1195.694,1196.0933,1197.8209,1197.8651,1197.8354
2015-05-14,1193.7618,1195.7158,1196.0637,1197.7913,1197.7513,1197.7828,1197.7834
2015-05-15,1195.7542,1196.112,1197.7983,1197.7943,1197.7854,1197.7544,1197.7887
2015-05-17,1196.1085,1197.7936,1197.7915,1197.8251,1197.8569,1197.8412,1197.8363
2015-05-18,1197.7417,1197.8375,1197.8284,1197.7577,1197.8225,1197.7921,1198.2925
2015-05-19,1197.8065,1197.7413,1197.7673,1197.7516,1197.7506,1198.3079,1198.3265
2015-05-20,1197.815,1197.7803,1197.7659,1197.8398,1198.3218,1198.3508,1198.3529
2015-05-21,1197.7717,1197.7722,1197.8082,1198.3439,1198.3232,1198.3412,1197.7407
2015-05-22,1197.7745,1197.7859,1198.3226,1198.3195,1198.3586,1197.7817,1197.882
2015-05-24,1197.776,1198.4025,1198.3204,1198.3439,1197.8204,1197.7821,1193.7736
2015-05-25,1198.3075,1198.2723,1198.3191,1197.7928,1197.7482,1193.8667,1193.5359
2015-05-26,1198.3634,1198.2155,1197.8322,1197.8245,1193.7844,1193.5587,1192.5853
2015-05-27,1198.3169,1197.7979,1197.796,1193.7703,1193.5607,1192.5494,1191.7812
2015-05-28,1197.7549,1197.8088,1193.8427,1193.5814,1192.5662,1191.7524,1191.6735
2015-05-29,1197.8243,1193.8718,1193.5575,1192.5155,1191.8167,1191.6395,1191.3844
2015-05-31,1193.7631,1193.5249,1192.5184,1191.912,1191.6631,1191.3455,1191.2732
2015-06-01,1193.5481,1192.5868,1191.8218,1191.6907,1191.3519,1191.4082,1191.2681
2015-06-02,1192.544,1191.787,1191.666,1191.3771,1191.2554,1191.2903,1191.2681
2015-06-03,1191.7987,1191.6528,1191.3356,1191.3445,1191.2328,1191.2219,1191.2681
2015-06-04,1191.6396,1191.3982,1191.2622,1191.2777,1191.2842,1191.2466,1191.106
2015-06-05,1191.3318,1191.3495,1191.2871,1191.2876,1191.25,1191.1373,1190.4862
2015-06-07,1191.3694,1191.3099,1191.2622,1191.2401,1191.0314,1190.4905,1189.7098
2015-06-08,1191.2902,1191.2399,1191.2874,1191.1307,1190.5707,1189.6968,1189.7021
2015-06-09,1191.3044,1191.2252,1191.1376,1190.4836,1189.7195,1189.6733,1189.6326
2015-06-10,1191.2347,1191.071,1190.4763,1189.7507,1189.6868,1189.6378,1189.6577
2015-06-11,1191.1403,1190.5188,1189.6876,1189.684,1189.6615,1189.642,1189.6544
2015-06-12,1190.4371,1189.7041,1189.5532,1189.6788,1189.6638,1189.6947,1189.1407
2015-06-14,1189.7998,1189.6617,1189.685,1189.7238,1189.6613,1189.1262,1189.1398
2015-06-15,1189.6315,1189.6671,1189.647,1189.6241,1189.1345,1189.1099,1189.6683
2015-06-16,1189.6509,1189.5642,1189.6458,1189.1654,1189.1488,1189.5852,1189.813
2015-06-17,1189.6674,1189.6193,1189.1384,1189.0919,1189.6888,1189.8254,1189.7306
2015-06-18,1189.676,1189.211,1189.1466,1189.5713,1189.7909,1189.742,1189.7744
2015-06-19,1189.1506,1189.0774,1189.71,1189.7341,1189.7537,1189.7151,1189.6589
2015-06-21,1189.1769,1189.6226,1189.7369,1189.766,1189.7612,1189.6932,1189.588
2015-06-22,1189.632,1189.7118,1189.7454,1189.7606,1189.6764,1189.5801,1188.2661
2015-06-23,1189.7073,1189.7797,1189.7825,1189.6545,1189.5891,1188.3291,1187.9543
2015-06-24,1189.768,1189.7472,1189.6613,1189.5671,1188.2823,1187.8396,1187.459
2015-06-25,1189.7874,1189.6223,1189.5021,1188.3337,1187.9464,1187.4736,1185.761
2015-06-26,1189.6201,1189.5775,1188.3986,1187.914,1187.4863,1185.783,1183.6718
2015-06-28,1189.537,1188.3683,1187.9406,1187.5068,1185.787,1183.6266,1183.2847
2015-06-29,1188.3109,1187.9016,1187.5105,1185.7532,1183.5452,1183.2562,1182.5486
2015-06-30,1187.8875,1187.5115,1185.7397,1183.6115,1183.2941,1182.4805,1182.1394
2015-07-01,1187.4752,1185.783,1183.6407,1183.249,1182.5364,1182.1418,1182.0106
2015-07-02,1185.7737,1183.6245,1183.2905,1182.5071,1182.1508,1182.0377,1181.3408
2015-07-03,1183.6346,1183.2709,1182.4769,1182.1035,1181.9628,1181.4305,1180.9863
2015-07-05,1183.2499,1182.4922,1182.2179,1182.0654,1181.463,1180.9756,1180.4177
2015-07-06,1182.5209,1182.3064,1182.0426,1181.454,1180.9891,1180.2947,1179.1449
2015-07-07,1182.173,1182.084,1181.4531,1181.0356,1180.3715,1179.1954,1179.0852
2015-07-08,1182.0001,1181.338,1180.9655,1180.3624,1179.1693,1179.1497,1177.9207
2015-07-09,1181.4565,1180.9828,1180.3024,1179.1256,1179.1449,1177.9641,1175.6831
2015-07-10,1180.9875,1180.4149,1179.2062,1179.1116,1177.9952,1175.6163,1174.4023
2015-07-12,1180.3674,1179.1528,1179.1688,1177.9695,1175.752,1174.3761,1173.8843
2015-07-13,1179.2186,1179.1014,1177.9341,1175.6858,1174.4408,1173.9087,1173.7257
2015-07-14,1179.1536,1177.9841,1175.6088,1174.2366,1173.8381,1173.7532,1173.7499
2015-07-15,1177.9623,1175.6174,1174.291,1173.8032,1173.7578,1173.795,1173.7169
2015-07-16,1175.6627,1174.354,1173.7832,1173.7449,1173.7136,1173.7289,1173.7341
2015-07-17,1174.3828,1173.7703,1173.7351,1173.7026,1173.7452,1173.6696,1170.7781
2015-07-19,1173.8285,1173.7552,1173.6733,1173.6909,1173.7666,1170.782,1170.4502
2015-07-20,1173.6587,1173.798,1173.7323,1173.7393,1170.7003,1170.4663,1168.0819
2015-07-21,1173.7179,1173.7578,1173.7786,1170.7239,1170.4481,1168.1223,1167.7195
2015-07-22,1173.7006,1173.799,1170.7053,1170.3943,1168.0713,1167.6866,1165.1191
2015-07-23,1173.7919,1170.7452,1170.3721,1168.0826,1167.6844,1165.0844,1162.2
2015-07-24,1170.777,1170.4554,1168.0674,1167.829,1165.1046,1162.145,1161.7257
2015-07-26,1170.4197,1168.0873,1167.7095,1165.1642,1162.188,1161.7744,1161.61
2015-07-27,1168.077,1167.7152,1165.1022,1162.1399,1161.7185,1161.6178,1159.562
2015-07-28,1167.6963,1165.1877,1162.1946,1161.7244,1161.5853,1159.6201,1157.2219
2015-07-29,1165.0912,1162.1873,1161.7709,1161.6055,1159.5826,1157.0402,1156.7822
2015-07-30,1162.1953,1161.7577,1161.5963,1159.5714,1157.047,1156.7153,1155.2799
2015-07-31,1161.7455,1161.6421,1159.4941,1157.1488,1156.8137,1155.2712,1150.5826
2015-08-02,1161.605,1159.613,1157.131,1156.7185,1155.3455,1150.4578,1145.2415
2015-08-03,1159.5782,1157.0494,1156.7279,1155.2596,1150.5807,1145.2603,1139.1488
2015-08-04,1157.1152,1156.7216,1155.348,1150.6167,1145.3292,1139.1515,1124.8846
2015-08-05,1156.7645,1155.291,1150.535,1145.3125,1139.0991,1124.0168,1107.2217
2015-08-06,1155.216,1150.5994,1145.1665,1139.1565,1124.9701,1107.448,1107.454
2015-08-07,1150.6006,1145.3032,1139.1587,1123.9298,1107.2599,1107.5095,1107.562
2015-08-09,1145.1503,1139.2327,1123.8347,1107.518,1107.528,1107.5144,1107.5383
2015-08-10,1139.1378,1124.3533,1107.3268,1107.52,1107.5148,1107.5588,1107.4664
2015-08-11,1124.5544,1107.4099,1107.4244,1107.5364,1107.5093,1107.5093,1107.5966
2015-08-12,1107.2146,1107.5056,1107.4219,1107.5052,1107.4905,1107.5143,1107.4507
2015-08-13,1107.4484,1107.459,1107.5048,1107.5249,1107.5251,1107.5593,1107.5635
2015-08-14,1107.5566,1107.4792,1107.613,1107.4951,1107.5619,1107.5085,1107.5391
2015-08-16,1107.5327,1107.5691,1107.6158,1107.5162,1107.5054,1107.5135,1107.4641
2015-08-17,1107.4606,1107.5249,1107.5311,1107.4791,1107.534,1107.5597,1107.5994
2015-08-18,1107.5914,1107.52,1107.4202,1107.5236,1107.5178,1107.5082,1107.4486
2015-08-19,1107.4453,1107.461,1107.4167,1107.5353,1107.5592,1107.5133,1107.5648
2015-08-20,1107.5585,1107.4902,1107.5032,1107.5183,1107.4939,1107.5602,1107.5396
2015-08-21,1107.5338,1107.4991,1107.6166,1107.493,1107.5276,1107.5078,1107.4629
2015-08-23,1107.4585,1107.4951,1107.6196,1107.5371,1107.5144,1107.5131,1107.6013
2015-08-24,1107.5938,1107.5345,1107.532,1107.4885,1107.5085,1107.5609,1107.4463
2015-08-25,1107.4425,1107.5264,1107.417,1107.5022,1107.4886,1107.5078,1107.5656
2015-08-26,1107.5592,1107.521,1107.4142,1107.5767,1107.5255,1107.5131,1107.5393
2015-08-27,1107.534,1107.5173,1107.5029,1107.5549,1107.5638,1107.5612,1108.0863
2015-08-28,1107.4568,1107.5066,1107.6194,1107.523,1107.5043,1108.1025,1115.2543
2015-08-30,1107.5958,1107.4994,1107.6224,1107.535,1108.0684,1115.3643,1115.8854
2015-08-31,1107.441,1107.4944,1107.5322,1108.0149,1115.2687,1115.9387,1116.5317
2015-09-01,1107.5604,1107.5353,1108.0654,1115.3151,1115.9176,1116.5399,1117.6292
2015-09-02,1107.5345,1108.0828,1115.2456,1115.9062,1116.5582,1117.6616,1117.8833
2015-09-03,1108.1656,1115.2631,1115.9528,1116.4705,1117.6515,1117.811,1119.9819
2015-09-04,1115.311,1115.937,1116.5231,1117.6447,1117.8608,1119.9873,1119.9526
2015-09-06,1115.9281,1116.4893,1117.6118,1117.9169,1119.9637,1119.935,1119.9587
2015-09-07,1116.5554,1117.6027,1117.8723,1119.9907,1120.0367,1119.9888,1119.9044
2015-09-08,1117.5974,1117.8126,1119.978,1119.9174,1120.0024,1119.9834,1119.971
2015-09-09,1117.8529,1120.0212,1119.9712,1120.044,1119.9309,1119.9348,1119.9761
2015-09-10,1120.0282,1119.9727,1120.0828,1119.9524,1119.9655,1119.989,1119.9316
2015-09-11,1119.9763,1119.9418,1120.0223,1119.975,1120.0375,1119.9836,1120.0297
2015-09-13,1119.9993,1119.9929,1120.0156,1119.9629,1120.0029,1119.9346,1121.0443
2015-09-14,1119.9733,1119.9537,1120.0388,1120.0171,1119.9305,1120.9462,1122.1316
2015-09-15,1119.9847,1119.9636,1119.9636,1119.9913,1120.983,1122.2131,1122.2467
2015-09-16,1119.9662,1120.0292,1119.9552,1120.9492,1122.1633,1122.2568,1122.8976
2015-09-17,1119.9646,1119.9817,1120.9779,1122.1294,1122.1818,1122.8737,1123.1489
2015-09-18,1120.012,1120.9314,1122.1285,1122.2134,1122.8823,1123.1466,1125.7932
2015-09-20,1120.9274,1122.1133,1122.2218,1122.8663,1123.1602,1125.7982,1127.175
2015-09-21,1122.0752,1122.231,1122.8717,1123.1134,1125.7893,1127.2462,1127.292
2015-09-22,1122.2866,1122.902,1123.151,1125.8766,1127.0817,1127.3481,1127.513
2015-09-23,1122.89,1123.1909,1125.7599,1127.1654,1127.256,1127.5105,1128.7095
2015-09-24,1123.1385,1125.7653,1127.1489,1127.2692,1127.4803,1128.7274,1128.7351
2015-09-25,1125.7598,1127.292,1127.2249,1127.5487,1128.7609,1128.769,1128.8073
2015-09-27,1127.1782,1127.3474,1127.5184,1128.7109,1128.7063,1128.7201,1128.6763
2015-09-28,1127.2649,1127.4999,1128.7415,1128.7843,1128.7435,1128.7247,1127.9797
2015-09-29,1127.5421,1128.7842,1128.7506,1128.7993,1128.6821,1127.9633,1127.913
2015-09-30,1128.7168,1128.7306,1128.7156,1128.7257,1127.9338,1127.8529,1127.9447
2015-10-01,1128.7654,1128.7374,1128.773,1128.0348,1127.9508,1127.8503,1128.0131
2015-10-02,1128.7609,1128.7051,1128.0131,1127.9219,1127.9587,1127.936,1127.9806
2015-10-04,1128.7166,1127.9081,1127.9683,1127.9468,1127.9204,1128.0485,1127.9114
2015-10-05,1127.977,1127.9279,1127.9426,1128.022,1127.9681,1128.0509,1129.7207
2015-10-06,1127.9102,1127.9331,1127.9885,1127.8862,1127.9222,1129.777,1129.7693
2015-10-07,1127.9424,1127.8864,1127.951,1128.038,1129.7012,1129.8198,1129.7749
2015-10-08,1128.01,1127.9891,1128.0192,1129.7411,1129.8341,1129.7771,1129.6661
2015-10-09,1127.9778,1127.947,1129.7319,1129.8085,1129.6838,1129.679,1129.7249
2015-10-11,1127.9088,1129.7705,1129.7794,1129.8148,1129.7996,1129.7322,1129.7312
2015-10-12,1129.8171,1129.7466,1129.7744,1129.7291,1129.7744,1129.738,1134.6467
2015-10-13,1129.7053,1129.7522,1129.7273,1129.7067,1129.6978,1134.5842,1134.9788
2015-10-14,1129.6614,1129.7703,1129.7797,1129.7797,1134.6935,1134.9375,1135.2723
2015-10-15,1129.7155,1129.7773,1129.7744,1134.7314,1134.8757,1135.1841,1135.468
2015-10-16,1129.8029,1129.7467,1134.6974,1134.8627,1135.2032,1135.4863,1137.3839
2015-10-18,1129.7836,1134.583,1134.9917,1135.128,1135.5425,1137.4156,1137.6263
2015-10-19,1134.6339,1134.9922,1135.1648,1135.4843,1137.3812,1137.6144,1142.7867
2015-10-20,1134.9099,1135.0703,1135.5183,1137.3424,1137.549,1142.7611,1143.6626
2015-10-21,1135.0917,1135.4827,1137.3478,1137.6589,1142.7377,1143.6702,1144.996
2015-10-22,1135.5001,1137.4174,1137.6522,1142.8527,1143.6022,1145.015,1145.3108
2015-10-23,1137.3931,1137.6143,1142.7421,1143.6433,1144.9701,1145.3372,1146.055
2015-10-25,1137.6912,1142.7363,1143.6392,1145.002,1145.3611,1146.0094,1147.1133
2015-10-26,1142.7047,1143.6539,1145.0317,1145.3434,1146.0371,1147.1814,1147.1375
2015-10-27,1143.6543,1145.0052,1145.3611,1146.0339,1147.1393,1147.1633,1147.1515
2015-10-28,1144.9513,1145.4094,1146.0206,1147.0935,1147.0619,1147.1053,1147.1482
2015-10-29,1145.3816,1146.0215,1147.0658,1147.1586,1147.2004,1147.149,1147.1461
2015-10-30,1145.9946,1147.1146,1147.1316,1147.121,1147.0459,1147.1366,1147.1332
2015-11-01,1147.1238,1147.1202,1147.1372,1147.1385,1147.1647,1147.0828,1147.1133
2015-11-02,1147.1736,1147.1682,1147.0927,1147.1042,1147.1388,1147.1317,1147.1024
2015-11-03,1147.0911,1147.115,1147.1504,1147.1245,1147.0602,1147.215,1147.0966
2015-11-04,1147.1233,1147.1202,1147.1102,1147.185,1147.2014,1147.1897,1147.0935
2015-11-05,1147.1333,1147.1685,1147.1196,1147.1421,1147.0442,1147.0759,1147.1414
2015-11-06,1147.1492,1147.1149,1147.0645,1147.063,1147.1653,1147.0327,1147.1306
2015-11-08,1147.1149,1147.1201,1147.1313,1147.091,1147.139,1147.0912,1147.105
2015-11-09,1147.1261,1147.1687,1147.1365,1147.1586,1147.0596,1147.1826,1147.1731
2015-11-10,1147.201,1147.1149,1147.0912,1147.12,1147.2029,1147.1641,1147.1482
2015-11-11,1147.1785,1147.1201,1147.1903,1147.1377,1147.0435,1147.1039,1147.1464
2015-11-12,1147.09,1147.169,1147.1501,1147.1029,1147.166,1147.1488,1147.1329
2015-11-13,1147.0951,1147.1146,1147.1586,1147.114,1147.1393,1147.1361,1147.1014
2015-11-15,1147.1749,1147.1199,1147.145,1147.1417,1147.0588,1147.0807,1145.0592
2015-11-16,1147.0834,1147.169,1147.1128,1147.0929,1147.2034,1145.0483,1145.166
2015-11-17,1147.0878,1147.1145,1147.1199,1147.1327,1145.0674,1145.0828,1140.2314
2015-11-18,1147.1543,1147.1198,1147.1367,1145.044,1144.9877,1140.1932,1136.5721
2015-11-19,1147.1202,1147.1692,1144.9974,1144.9983,1140.1952,1136.6381,1125.9323
2015-11-20,1147.1337,1145.0717,1145.0465,1140.2129,1136.6733,1126.0626,1114.0925
2015-11-22,1145.045,1144.9911,1140.1194,1136.6371,1125.9204,1114.2902,1107.3416
2015-11-23,1145.1002,1140.1758,1136.5363,1126.0013,1114.0924,1107.2396,1098.6189
2015-11-24,1140.2235,1136.5973,1125.689,1114.1628,1107.3474,1098.404,1092.1373
2015-11-25,1136.6006,1125.9335,1114.3239,1107.2064,1098.474,1092.0669,1091.9952
2015-11-26,1126.1575,1113.9803,1107.3575,1098.3666,1092.1477,1092.0043,1091.2676
2015-11-27,1114.0903,1107.3066,1098.6892,1092.0494,1092.0226,1091.1954,1091.0083
2015-11-29,1107.3401,1098.6133,1092.2217,1092.0024,1091.2084,1091.0286,1088.2213
2015-11-30,1098.5343,1092.2355,1092.0646,1091.2047,1090.9528,1088.1615,1087.4098
2015-12-01,1092.1262,1091.9088,1091.312,1090.973,1088.2568,1087.397,1084.7461
2015-12-02,1091.8934,1091.2719,1090.9796,1088.1772,1087.3779,1084.8236,1084.1687
2015-12-03,1091.2664,1090.9432,1088.1702,1087.3699,1084.7777,1084.1758,1083.103
2015-12-04,1090.9906,1088.1815,1087.396,1084.794,1084.1987,1083.0669,1081.2756
2015-12-06,1088.051,1087.3202,1084.6554,1084.1504,1082.9934,1081.3071,1079.0979
2015-12-07,1087.3673,1084.7773,1084.158,1083.0797,1081.3346,1079.0929,1077.413
2015-12-08,1084.716,1084.161,1083.0298,1081.2872,1079.1018,1077.4077,1076.0265
2015-12-09,1084.0928,1083.1042,1081.329,1079.188,1077.3634,1075.9707,1075.325
2015-12-10,1083.0278,1081.205,1079.1234,1077.3883,1075.9456,1075.4083,1074.5
2015-12-11,1081.3339,1079.163,1077.2721,1075.9651,1075.4012,1074.5774,1074.1028
2015-12-13,1079.033,1077.3822,1076.0084,1075.3451,1074.4626,1074.1627,1073.9983
2015-12-14,1077.3395,1076.0134,1075.3763,1074.5496,1074.053,1073.9982,1073.129
2015-12-15,1076.0164,1075.256,1074.5825,1074.0765,1074.0731,1073.0914,1072.8722
2015-12-16,1075.3424,1074.5142,1074.15,1074.0392,1072.9929,1072.9059,1072.8818
2015-12-17,1074.481,1074.1,1074.0514,1073.1241,1072.887,1072.9005,1072.8998
2015-12-18,1074.0614,1074.0272,1073.0553,1072.9568,1072.7747,1072.9475,1072.2235
2015-12-20,1074.0299,1073.2391,1072.8911,1072.8379,1072.7722,1072.1714,1072.1871
2015-12-21,1073.2384,1072.8894,1072.8619,1072.8638,1072.1715,1072.2076,1072.1971
2015-12-22,1072.8872,1072.8969,1072.8927,1072.2129,1072.2367,1072.1907,1071.9147
2015-12-23,1072.8368,1072.849,1072.2158,1072.2362,1072.2056,1071.7815,1071.6847
2015-12-24,1072.8867,1072.1587,1072.2318,1072.1742,1071.8427,1071.635,1071.326
2015-12-27,1072.157,1072.2705,1072.1927,1071.8544,1071.6766,1071.3296,1071.2572
2015-12-28,1072.1967,1072.1881,1071.9264,1071.7544,1071.3218,1071.2688,1071.1261
2015-12-29,1072.2068,1071.829,1071.715,1071.3263,1071.249,1071.1272,1071.076
2015-12-30,1071.8042,1071.7195,1071.3185,1071.2354,1071.1257,1071.1342,1071.1003
2015-12-31,1071.6469,1071.342,1071.2758,1071.1128,1071.1207,1071.0762,1071.1703
2016-01-03,1071.2886,1071.2582,1071.153,1071.1187,1071.0742,1071.0945,1071.2468
2016-01-04,1071.1658,1071.1266,1071.1682,1071.0845,1071.126,1071.2324,1071.3228
2016-01-05,1071.1401,1071.0963,1071.0922,1071.0903,1071.298,1071.358,1071.338
2016-01-06,1071.1273,1071.1024,1071.0767,1071.3655,1071.3411,1071.4136,1071.656
2016-01-07,1071.0972,1071.05,1071.3723,1071.2877,1071.3081,1071.6879,1071.8167
2016-01-08,1071.1033,1071.3423,1071.3082,1071.272,1071.6764,1071.7535,1072.2474
2016-01-10,1071.3114,1071.2661,1071.303,1071.7112,1071.8519,1072.2003,1073.9259
2016-01-11,1071.2877,1071.2506,1071.7185,1071.7719,1072.1775,1074.0902,1074.1244
2016-01-12,1071.3114,1071.6903,1071.8898,1072.2112,1073.9633,1074.1632,1074.1241
2016-01-13,1071.7023,1071.7943,1072.2632,1073.9905,1074.0929,1074.272,1074.3854
2016-01-14,1071.826,1072.1893,1073.9464,1074.1613,1074.1426,1074.4263,1074.5778
2016-01-15,1072.1646,1073.9417,1074.1233,1074.1897,1074.3787,1074.4769,1074.4762
2016-01-17,1073.9775,1074.1086,1074.2347,1074.4032,1074.5336,1074.5619,1074.5178
2016-01-18,1074.0637,1074.1259,1074.4296,1074.5681,1074.5273,1074.5443,1075.4054
2016-01-19,1074.1404,1074.4009,1074.5383,1074.544,1074.5796,1075.4415,1075.4366
2016-01-20,1074.4012,1074.5819,1074.4613,1074.4703,1075.3933,1075.403,1075.6216
2016-01-21,1074.526,1074.6718,1074.5336,1075.4825,1075.4341,1075.59,1077.9365
2016-01-22,1074.5194,1074.6616,1075.4132,1075.4587,1075.7286,1077.8955,1083.7461
2016-01-24,1074.512,1075.4495,1075.3787,1075.6212,1077.948,1083.7101,1086.6516
2016-01-25,1075.508,1075.4355,1075.6053,1077.9344,1083.7802,1086.6395,1088.0515
2016-01-26,1075.4418,1075.5896,1077.9769,1083.7377,1086.7004,1087.9337,1088.6765
