,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP
2013-12-31,757.8332,754.96344,754.5723,752.6113,752.34595,752.1806,752.15784
2014-01-01,755.0402,754.6278,752.59393,752.3103,752.12964,752.16296,752.13116
2014-01-02,754.62225,752.5492,752.2966,752.133,752.1816,752.1364,751.9749
2014-01-03,752.5387,752.32245,752.18506,752.1404,752.1764,752.10004,751.58435
2014-01-05,752.37994,752.1621,752.17957,752.1686,752.0537,751.6149,751.13354
2014-01-06,752.1728,752.13385,752.233,752.0379,751.54974,751.27106,751.16833
2014-01-07,752.1839,752.2256,752.078,751.6228,751.1819,751.2644,751.1502
2014-01-08,752.1508,752.00946,751.5904,751.1608,751.2177,751.2238,751.20215
2014-01-09,752.03986,751.6266,751.1605,751.1531,751.19775,751.1452,751.1667
2014-01-10,751.6284,751.26025,751.15643,751.1531,751.2622,751.2757,751.5819
2014-01-12,751.2225,751.26776,751.1572,751.1531,751.1139,751.6676,752.0685
2014-01-13,751.2243,751.1912,751.1536,751.1531,751.6085,752.0621,752.1339
2014-01-14,751.30066,751.1372,751.15436,751.5989,751.9938,752.23096,752.28046
2014-01-15,751.1039,751.24066,751.6059,752.0171,752.20197,752.31635,752.5547
2014-01-16,751.2962,751.6121,751.98944,752.11536,752.3233,752.58435,752.6297
2014-01-17,751.60944,751.97876,752.1637,752.3396,752.5828,752.6987,752.6591
2014-01-19,752.0612,752.11523,752.3408,752.5982,752.58026,752.66656,752.70807
2014-01-20,752.1816,752.3452,752.54034,752.7033,752.6568,752.72845,752.64465
2014-01-21,752.2784,752.5822,752.6406,752.71906,752.7582,752.6882,752.76013
2014-01-22,752.5491,752.65137,752.70605,752.6414,752.7612,752.66223,752.6805
2014-01-23,752.6487,752.69916,752.66565,752.62555,752.6822,752.6603,752.72217
2014-01-24,752.6961,752.65814,752.69806,752.704,752.57745,752.62756,752.6711
2014-01-26,752.6966,752.66724,752.62964,752.71985,752.57416,752.68066,752.6172
2014-01-27,752.64795,752.67474,752.67725,752.6409,752.65576,752.69073,754.5699
2014-01-28,752.63586,752.637,752.7045,752.62506,752.7633,754.5665,755.5897
2014-01-29,752.67566,752.6502,752.6078,752.7046,754.49335,755.62006,755.8486
2014-01-30,752.6752,752.70105,752.7002,754.5626,755.5716,755.9175,756.00397
2014-01-31,752.6705,752.6578,754.54004,755.6088,755.8539,755.9682,756.0366
2014-02-02,752.6636,754.5638,755.6115,755.8537,755.95154,756.05896,756.1984
2014-02-03,754.53595,755.60223,755.8412,756.01904,756.026,756.18945,756.3654
2014-02-04,755.6111,755.8372,755.9986,756.0081,756.1762,756.41376,756.6057
2014-02-05,755.8932,755.9762,756.002,756.19354,756.3685,756.56055,756.9357
2014-02-06,756.01984,756.0695,756.18884,756.4464,756.6213,756.9212,757.58954
2014-02-07,756.04553,756.13904,756.33154,756.63135,756.82104,757.60236,758.7442
2014-02-09,756.18774,756.3134,756.6059,756.9569,757.61847,758.7657,758.98413
2014-02-10,756.4446,756.57935,756.91125,757.56573,758.7782,759.0635,759.55927
2014-02-11,756.5853,756.9066,757.6071,758.75073,759.01886,759.55707,761.131
2014-02-12,756.94336,757.59503,758.761,759.00366,759.57715,761.2024,761.4679
2014-02-13,757.66266,758.7854,758.9693,759.55255,761.1868,761.4119,761.54425
2014-02-14,758.7307,759.0104,759.5579,761.2452,761.49335,761.625,763.1215
2014-02-16,758.98553,759.5707,761.2366,761.46533,761.58246,763.0845,763.3484
2014-02-17,759.5524,761.2043,761.56195,761.5469,763.08246,763.36957,765.32904
2014-02-18,761.18243,761.45416,761.61707,763.0313,763.2454,765.3671,766.6096
2014-02-19,761.45135,761.5647,763.156,763.35736,765.3024,766.61914,768.4429
2014-02-20,761.5513,763.0514,763.4066,765.3624,766.5754,768.40027,771.01013
2014-02-21,763.14246,763.3626,765.3034,766.57477,768.45654,770.9166,771.0192
2014-02-23,763.4094,765.35547,766.51416,768.4159,771.00714,771.06866,771.2105
2014-02-24,765.32465,766.5344,768.39166,770.9713,771.05237,771.0898,771.34625
2014-02-25,766.59045,768.4046,771.00854,771.0043,771.16425,771.33044,772.37
2014-02-26,768.45654,771.00696,771.05035,771.0894,771.36334,772.3885,777.0882
2014-02-27,770.9733,771.04596,771.06366,771.3584,772.35535,777.1095,778.8891
2014-02-28,771.076,771.0748,771.31616,772.3457,777.2017,778.7795,779.1616
2014-03-02,771.0895,771.2192,772.38855,777.24384,778.8266,779.18634,781.92865
2014-03-03,771.3548,772.3585,777.10864,778.82355,779.1625,782.0084,786.0028
2014-03-04,772.3629,777.2675,778.9024,779.1795,781.9684,785.995,788.53534
2014-03-05,777.2073,778.8428,779.1521,781.89813,785.9977,788.5228,789.2867
2014-03-06,778.8075,779.12476,781.9765,785.97784,788.4246,789.1927,789.93005
2014-03-07,779.1507,781.9335,786.03955,788.50244,789.14404,789.8775,790.0549
2014-03-09,781.90643,786.0291,788.4928,789.20135,789.9512,790.0492,791.97504
2014-03-10,786.0149,788.5448,789.2317,789.98444,790.14233,791.99567,793.07794
2014-03-11,788.42993,789.1816,789.8958,790.1248,791.9822,793.0127,793.30743
2014-03-12,789.1365,789.9514,790.06744,791.9178,793.06213,793.36304,794.58
2014-03-13,789.88586,790.06995,791.94806,793.06036,793.46814,794.61115,797.88995
2014-03-14,790.02454,791.8841,793.00543,793.433,794.62213,797.84796,797.98926
2014-03-16,791.88367,793.0515,793.38324,794.6557,797.9618,798.0306,799.54144
2014-03-17,793.1504,793.3948,794.62494,797.78235,798.06915,799.5611,800.0025
2014-03-18,793.3715,794.6392,797.90674,798.06476,799.49115,799.9956,800.6722
2014-03-19,794.65094,797.95374,797.9976,799.4588,799.9489,800.663,800.63
2014-03-20,797.91675,798.00494,799.49133,799.9351,800.6754,800.6232,800.6389
2014-03-21,798.01434,799.476,800.0092,800.60266,800.63403,800.6371,800.6448
2014-03-23,799.51685,799.96533,800.60474,800.6644,800.68524,800.69055,800.6487
2014-03-24,799.98157,800.6492,800.58734,800.61304,800.6505,800.64496,800.66016
2014-03-25,800.6349,800.61096,800.68774,800.65704,800.63135,800.65497,800.668
2014-03-26,800.6631,800.6806,800.6348,800.6473,800.6853,800.66327,800.6732
2014-03-27,800.6407,800.6549,800.5826,800.63934,800.68097,800.6221,800.6293
2014-03-28,800.6631,800.6583,800.62195,800.67926,800.6344,800.6365,800.6387
2014-03-30,800.64044,800.6371,800.6908,800.6653,800.6485,800.6916,800.6449
2014-03-31,800.6633,800.6047,800.66754,800.61163,800.6728,800.64484,800.64905
2014-04-01,800.6403,800.667,800.6125,800.6573,800.6323,800.655,800.66077
2014-04-02,800.66345,800.64014,800.6476,800.6472,800.6855,800.6634,800.6684
2014-04-03,800.6402,800.65247,800.71045,800.639,800.6813,800.6216,799.96246
2014-04-04,800.66345,800.6186,800.6059,800.67993,800.63403,799.88043,799.4942
2014-04-06,800.63995,800.6441,800.60333,800.6655,799.9404,799.4667,798.00977
2014-04-07,800.6636,800.6596,800.5974,799.97906,799.4945,797.96906,798.01764
2014-04-08,800.63983,800.671,799.93243,799.4966,798.01135,798.0188,797.987
2014-04-09,800.6637,800.00323,799.519,797.9816,797.98035,798.0137,797.9722
2014-04-10,799.9744,799.5187,797.9437,798.0191,797.99005,797.91425,794.44
2014-04-11,799.482,797.98175,798.0876,798.04364,797.9341,794.31683,792.65717
2014-04-13,798.1461,798.01965,797.9831,797.94476,794.3407,792.6147,792.162
2014-04-14,797.94867,798.0445,797.9138,794.3422,792.6401,792.1629,789.7571
2014-04-15,797.9926,797.94525,794.3413,792.5767,792.13586,789.7342,786.8995
2014-04-16,797.96533,794.41187,792.6557,792.14984,789.8257,786.98724,785.9099
2014-04-17,794.3635,792.6347,792.2083,789.90295,787.00397,785.9155,785.6803
2014-04-20,792.64655,792.138,789.7882,787.0125,785.8318,785.74146,782.8595
2014-04-21,792.1298,789.7998,787.005,785.89154,785.68823,782.8616,782.3864
2014-04-22,789.7946,786.9684,785.865,785.6797,782.8274,782.4245,781.162
2014-04-23,787.0364,785.8282,785.6531,782.7912,782.3765,781.11975,780.83936
2014-04-24,785.8967,785.63885,782.93353,782.3771,781.10944,780.7745,779.7678
2014-04-25,785.66693,782.7469,782.3445,781.2299,780.80774,779.8304,779.77527
2014-04-27,782.79443,782.337,781.0978,780.7401,779.8394,779.8168,778.934
2014-04-28,782.31946,781.16437,780.9122,779.832,779.779,778.8946,777.7345
2014-04-29,781.1157,780.8485,779.80493,779.79443,778.9431,777.76697,776.2985
2014-04-30,780.8133,779.8043,779.78424,778.96075,777.791,776.1428,776.23486
2014-05-01,779.8289,779.77264,778.93555,777.7989,776.2555,776.27026,774.8258
2014-05-02,779.783,778.93024,777.7718,776.238,776.25586,774.86694,774.8198
2014-05-04,778.9732,777.68494,776.2495,776.2254,774.84326,774.7974,774.1356
2014-05-05,777.75757,776.336,776.25635,774.8073,774.74554,774.1445,773.6024
2014-05-06,776.1903,776.3106,774.8674,774.78064,774.1224,773.62006,772.1552
2014-05-07,776.1787,774.8498,774.80896,774.1003,773.64276,772.128,771.993
2014-05-08,774.86676,774.7935,774.1007,773.6989,772.07117,771.98376,771.86816
2014-05-09,774.77344,774.13116,773.65875,772.18097,772.006,771.88586,771.82117
2014-05-11,774.11035,773.6614,772.09076,771.9468,771.81323,771.859,771.9729
2014-05-12,773.655,772.0788,772.0457,771.9388,771.85956,771.9764,771.86005
2014-05-13,772.06757,771.95605,771.8819,771.80914,771.9976,771.8288,771.77563
2014-05-14,772.0127,771.7897,771.88165,771.9617,771.8541,771.8337,771.4803
2014-05-15,771.86945,771.89764,771.9373,771.88654,771.75775,771.4352,770.40906
2014-05-16,771.863,772.0102,771.88196,771.82806,771.4673,770.3964,769.30066
2014-05-18,772.0912,771.78894,771.7325,771.4753,770.4815,769.3043,769.08057
2014-05-19,771.8115,771.77423,771.46356,770.4293,769.30835,769.07526,768.26294
2014-05-20,771.8175,771.4026,770.4175,769.3484,769.122,768.24963,768.11475
2014-05-21,771.44196,770.4476,769.31274,769.1463,768.28937,768.11774,767.8678
2014-05-22,770.4404,769.2934,769.095,768.2831,768.1047,767.9147,767.7326
2014-05-23,769.29816,769.16034,768.28656,768.11255,767.90314,767.6859,767.45
2014-05-25,769.1239,768.3455,768.0451,767.88495,767.70764,767.47723,767.3218
2014-05-26,768.32214,768.14355,767.88306,767.7355,767.4588,767.3591,767.17004
2014-05-27,768.143,767.86334,767.73206,767.4994,767.3101,767.1673,767.0132
2014-05-28,767.8165,767.7109,767.51746,767.3182,767.1618,767.12866,766.9452
2014-05-29,767.69135,767.5201,767.3223,767.1194,767.05597,766.90283,766.8364
2014-05-30,767.4992,767.3447,767.1462,767.11066,766.9089,766.9476,766.83356
2014-06-02,767.28394,767.1675,767.1268,766.98444,766.931,766.89777,766.91797
2014-06-03,767.1623,767.1104,766.9794,766.9354,766.9087,766.9026,767.0288
2014-06-04,767.0858,766.90826,766.9053,766.9088,766.93115,766.94824,766.02454
2014-06-05,766.9413,766.9249,766.8901,766.89777,766.90845,765.97595,765.4714
2014-06-06,766.93604,766.93353,766.96545,766.9059,766.01404,765.4038,764.72925
2014-06-08,766.9826,766.9503,766.9807,765.95374,765.36975,764.6856,764.2401
2014-06-09,766.87994,766.9183,766.02026,765.3621,764.69257,764.27167,763.68225
2014-06-10,766.92163,765.9541,765.3709,764.63574,764.28925,763.6814,763.69415
2014-06-11,766.0409,765.4422,764.7359,764.2591,763.7297,763.6897,762.60736
2014-06-12,765.4663,764.63824,764.31946,763.6666,763.6528,762.6533,760.98114
2014-06-13,764.6346,764.2644,763.57385,763.70746,762.62177,760.9375,756.6978
2014-06-15,764.23645,763.5883,763.66144,762.6288,760.93695,756.80145,756.8433
2014-06-16,763.65265,763.6427,762.56586,760.95306,756.74274,756.8073,756.72504
2014-06-17,763.68024,762.6245,760.8767,756.7642,756.85187,756.76,756.7507
2014-06-18,762.5136,760.9495,756.8491,756.82367,756.80725,756.81274,756.82874
2014-06-19,760.93274,756.77606,756.7229,756.77136,756.77893,756.80756,756.6883
2014-06-20,756.8088,756.81775,756.66656,756.77655,756.7768,756.75964,756.84485
2014-06-22,756.7349,756.75793,756.7125,756.82434,756.74146,756.81305,756.72424
2014-06-23,756.769,756.7573,756.842,756.77106,756.79913,756.8078,756.75055
2014-06-24,756.84045,756.80066,756.8989,756.7764,756.8097,756.7594,756.8296
2014-06-25,756.8064,756.7433,756.85266,756.82446,756.76636,756.8134,756.687
2014-06-26,756.73456,756.7457,756.722,756.7709,756.83984,756.8079,756.8459
2014-06-27,756.769,756.79144,756.6647,756.7762,756.78613,756.7592,756.72375
2014-06-29,756.8413,756.78467,756.7115,756.8247,756.7616,756.8134,756.7503
2014-06-30,756.8066,756.779,756.8432,756.7707,756.7497,756.8079,756.8305
2014-07-01,756.73395,756.81885,756.90094,756.776,756.71954,756.7589,756.6864
2014-07-02,756.76874,756.7575,756.8538,756.8248,756.82117,756.8134,756.84686
2014-07-03,756.8417,756.757,756.7215,756.77045,756.78375,756.8079,756.7235
2014-07-04,756.80664,756.80096,756.6636,756.7759,756.85474,756.7587,756.7502
2014-07-06,756.7334,756.7428,756.71094,756.82495,756.7587,756.81354,762.3889
2014-07-07,756.7686,756.7451,756.844,756.7703,756.7809,762.26294,767.75793
2014-07-08,756.842,756.7917,756.9022,756.77563,762.3148,767.7351,767.8733
2014-07-09,756.80676,756.7846,756.8547,762.21735,767.8319,767.85767,767.84076
2014-07-10,756.7333,756.7791,762.2768,767.6863,767.91327,767.92676,767.8668
2014-07-11,756.7685,762.4163,767.78577,767.83905,767.86444,767.894,767.84015
2014-07-13,762.2349,767.7317,767.8684,767.8231,767.86127,767.82306,767.86694
2014-07-14,767.8224,767.8791,767.85034,767.9027,767.8515,767.8571,767.84
2014-07-15,767.84344,767.8549,767.84094,767.9187,767.8462,767.92865,767.86707
2014-07-16,767.89935,767.8793,767.858,767.83875,767.90717,767.8945,768.5509
2014-07-17,767.85175,767.8549,767.8251,767.8225,767.8633,768.5151,768.557
2014-07-18,767.8621,767.87933,767.8498,767.9031,768.5337,768.5107,768.5776
2014-07-20,767.8708,767.8549,767.90247,768.54736,768.5742,768.5512,768.5163
2014-07-21,767.8285,767.8795,768.55536,768.5348,768.5405,768.4908,768.4835
2014-07-22,767.8433,768.48517,768.5825,768.4798,768.5475,768.4907,768.5252
2014-07-23,768.5635,768.51404,768.5404,768.52924,768.4889,768.5845,768.5271
2014-07-24,768.48254,768.5412,768.57416,768.6141,768.508,768.61115,768.4866
2014-07-25,768.46643,768.48425,768.46045,768.58856,768.5134,768.5389,768.5998
2014-07-27,768.5475,768.5156,768.5402,768.4733,768.46533,768.4352,768.5509
2014-07-28,768.56354,768.54126,768.5156,768.4293,768.57166,768.4453,768.5574
2014-07-29,768.4823,768.5249,768.5849,768.48865,768.52856,768.5484,768.21655
2014-07-30,768.466,768.5565,768.5404,768.582,768.53723,768.1565,768.1496
2014-07-31,768.5476,768.484,768.5746,768.5625,768.18713,768.1829,768.0412
2014-08-01,768.5639,768.5219,768.4604,768.27075,768.22754,768.0557,768.0446
2014-08-03,768.48206,768.54156,768.29865,768.10693,768.0276,768.05365,768.0518
2014-08-04,768.46576,768.21716,768.0885,768.02686,768.0219,768.06445,768.113
2014-08-05,768.32294,768.13245,768.0554,768.0434,768.0174,768.0022,768.0142
2014-08-06,768.0467,768.0308,768.0446,768.052,768.05457,768.0467,768.0906
2014-08-07,768.02484,768.0645,768.04004,768.0682,768.0466,768.05695,768.01917
2014-08-08,768.0472,768.0024,768.03046,768.0367,768.04126,768.0022,768.0039
2014-08-10,768.02466,768.0902,768.02094,768.04376,768.038,768.0042,768.08325
2014-08-11,768.0474,768.05634,768.0171,768.05725,768.0279,768.0482,768.0062
2014-08-12,768.02454,768.04645,768.04956,768.0312,768.02106,768.04175,768.05225
2014-08-13,768.04767,768.02435,768.0421,767.99475,768.0164,768.0364,768.19965
2014-08-14,768.02454,768.0031,768.03864,768.0056,768.0553,768.07666,768.2282
2014-08-15,768.0478,768.0352,768.0241,768.02625,768.0468,768.242,768.2289
2014-08-17,768.0244,768.05536,768.0177,768.22144,768.2443,768.27924,768.22516
2014-08-18,768.0479,768.03845,768.1346,768.33997,768.3415,768.2144,768.2262
2014-08-19,768.0243,768.2187,768.3834,768.20996,768.2514,768.473,768.2229
2014-08-20,768.12177,768.2509,768.2324,768.14874,768.28546,768.1464,768.2238
2014-08-21,768.3242,768.3249,768.2048,768.2111,768.253,768.3146,768.56384
2014-08-22,768.28876,768.21747,768.25476,768.21136,768.1589,768.5214,770.17065
2014-08-24,768.1839,768.17535,768.2181,768.2921,768.5901,770.2283,770.8678
2014-08-25,768.25507,768.34906,768.1631,768.54285,770.19885,770.8075,771.4813
2014-08-26,768.3054,768.1874,768.5471,770.17957,770.8104,771.5354,771.69183
2014-08-27,768.2736,768.51245,770.1872,770.816,771.5054,771.6936,771.7716
2014-08-28,768.5039,770.21545,770.8559,771.5049,771.63196,771.7739,771.74365
2014-08-29,770.1853,770.83966,771.5844,771.67395,771.7319,771.7456,771.68353
2014-08-31,770.89923,771.4626,771.69476,771.77344,771.7515,771.68506,772.86304
2014-09-01,771.5098,771.69214,771.7268,771.78705,771.73175,772.90735,774.1422
2014-09-02,771.6533,771.7688,771.7311,771.7203,772.87506,774.1499,774.3171
2014-09-03,771.713,771.7644,771.7716,772.8593,774.16364,774.2712,774.98016
2014-09-04,771.72424,771.747,772.8333,774.24396,774.34,774.9489,775.11743
2014-09-05,771.7351,772.8461,774.1696,774.2577,774.9473,775.07745,775.08746
2014-09-07,772.81964,774.14343,774.2866,774.8817,775.0814,775.0819,775.06726
2014-09-08,774.06323,774.3077,774.9417,775.0654,775.0672,775.0428,775.0773
2014-09-09,774.25665,774.94904,775.0551,775.08435,775.05994,775.1298,775.0519
2014-09-10,774.9487,775.0855,775.0589,775.0616,775.04584,775.09467,775.1192
2014-09-11,775.0623,775.0939,775.1017,775.0889,775.073,775.102,775.0877
2014-09-12,775.0827,775.10944,775.05383,775.08167,775.1111,775.0898,775.0666
2014-09-14,775.0532,775.07935,775.05853,775.07837,775.09955,775.06067,775.07715
2014-09-15,775.0618,775.0859,775.1025,775.061,775.0777,775.06665,774.9172
2014-09-16,775.0788,775.0989,775.05347,775.05676,775.1093,774.9326,774.2729
2014-09-17,775.09344,775.074,775.0583,775.08966,774.94037,774.30853,774.17084
2014-09-18,775.10126,775.0391,775.10315,774.92206,774.2995,774.1421,773.8605
2014-09-19,775.1157,775.0495,774.94415,774.2934,774.16736,773.8499,772.8656
2014-09-21,775.08777,774.947,774.23,774.1588,773.81635,772.8419,771.72833
2014-09-22,774.9067,774.27014,774.1847,773.79694,772.8813,771.76807,771.50226
2014-09-23,774.2893,774.1735,773.8073,772.8677,771.8095,771.50726,770.84235
2014-09-24,774.1997,773.75653,772.8758,771.8277,771.48376,770.8464,770.18915
2014-09-25,773.8041,772.89215,771.81274,771.5059,770.8874,770.1657,770.1472
2014-09-26,772.82666,771.76483,771.4981,770.77966,770.1901,770.151,768.7736
2014-09-28,771.8074,771.493,770.77075,770.1384,770.14307,768.82965,764.64886
2014-09-29,771.4895,770.81793,770.15454,770.1374,768.86694,764.69855,761.27954
2014-09-30,770.8277,770.20764,770.16144,768.7798,764.5995,761.2936,759.8738
2014-10-01,770.1779,770.1226,768.83075,764.6309,761.351,759.8069,759.2705
2014-10-02,770.10345,768.7942,764.68097,761.2722,759.7991,759.18317,756.7057
2014-10-03,768.79047,764.6012,761.3597,759.8121,759.25214,756.80804,755.3808
2014-10-05,764.6162,761.205,759.7798,759.2347,756.6694,755.4094,755.31134
2014-10-06,761.33044,759.85974,759.24615,756.7123,755.3513,755.41626,755.3495
2014-10-07,759.8515,759.1936,756.7364,755.3624,755.424,755.3337,755.38776
2014-10-08,759.1936,756.80646,755.3729,755.3577,755.3738,755.3121,755.42206
2014-10-09,756.63226,755.37805,755.294,755.35046,755.3508,755.38324,755.3683
2014-10-10,755.33966,755.3861,755.31757,755.392,755.33954,755.3944,755.3489
2014-10-12,755.35046,755.32886,755.42566,755.3912,755.3104,755.36127,755.38794
2014-10-13,755.40485,755.3476,755.4671,755.3899,755.407,755.3768,755.3731
2014-10-14,755.40283,755.3532,755.411,755.3873,755.37115,755.34625,755.35333
2014-10-15,755.3588,755.30597,755.3225,755.38367,755.439,755.4126,755.3364
2014-10-16,755.3656,755.4108,755.34076,755.37787,755.39453,755.4187,755.40186
2014-10-17,755.3709,755.3683,755.39886,755.3689,755.3662,755.33203,755.3645
2014-10-19,755.3323,755.3771,755.3551,755.36444,755.36444,755.3097,755.382
2014-10-20,755.3918,755.4155,755.3673,755.39294,755.32916,755.3837,755.34784
2014-10-21,755.3923,755.38086,755.4209,755.3872,755.3864,755.3954,755.3686
2014-10-22,755.3492,755.3279,755.37225,755.3685,755.397,755.361,755.4292
2014-10-23,755.40607,755.35315,755.2888,755.36127,755.3539,755.3769,755.38586
2014-10-24,755.4038,755.3041,755.3137,755.39246,755.42706,755.34576,755.3063
2014-10-26,755.3582,755.4123,755.42706,755.38367,755.3736,755.4139,755.1787
2014-10-27,755.3649,755.36816,755.4703,755.36774,755.34906,755.20074,755.0979
2014-10-28,755.3704,755.3773,755.412,755.35657,755.1841,755.1084,755.17377
2014-10-29,755.33075,755.4168,755.3202,755.1353,755.2003,755.14307,755.18976
2014-10-30,755.392,755.3811,755.12335,755.1602,755.1194,755.20013,755.1065
2014-10-31,755.3924,755.1469,755.15015,755.1353,755.10315,755.12665,755.1874
2014-11-02,755.1728,755.1576,755.2306,755.1661,755.1843,755.2587,755.1396
2014-11-03,755.09247,755.1659,755.08594,755.14154,755.2006,755.16736,755.1228
2014-11-04,755.2366,755.1234,755.2468,755.1663,755.1192,755.21387,755.24164
2014-11-05,755.0761,755.1384,755.12305,755.15375,755.1029,755.1567,755.15955
2014-11-06,755.1996,755.1957,755.1499,755.1348,755.1846,755.0968,755.25116
2014-11-07,755.1728,755.1469,755.23096,755.1742,755.20087,755.14343,755.1497
2014-11-09,755.09204,755.1576,755.0854,755.1563,755.1189,755.06934,755.14594
2014-11-10,755.2375,755.16595,755.24744,755.1348,755.1026,755.18896,755.1378
2014-11-11,755.0758,755.12317,755.1229,755.1254,755.18463,755.15344,755.9506
2014-11-12,755.1999,755.1384,755.15,755.16595,755.20087,755.9368,757.931
2014-11-13,755.1729,755.19586,755.2313,755.1568,755.781,757.9713,758.1346
2014-11-14,755.0916,755.1472,755.0851,755.816,757.95483,758.13794,759.47894
2014-11-16,755.23773,755.1576,755.84576,757.89856,758.17,759.51245,759.53436
2014-11-17,755.0753,755.92944,757.9059,758.16736,759.5008,759.40137,759.64557
2014-11-18,755.82635,757.95764,758.15454,759.56226,759.5523,759.6851,759.6079
2014-11-19,757.8822,758.18066,759.55457,759.42,759.6283,759.6499,759.6697
2014-11-20,758.13245,759.5079,759.48456,759.5882,759.74664,759.6271,759.6713
2014-11-21,759.4904,759.5867,759.59906,759.6448,759.74945,759.6385,759.53577
2014-11-23,759.4475,759.6229,759.6725,759.64044,759.6578,759.6278,759.53094
2014-11-24,759.6338,759.6974,759.6672,759.67883,759.4594,759.38,758.93097
2014-11-25,759.6492,759.56915,759.61926,759.63855,759.48206,758.8965,757.9346
2014-11-26,759.61017,759.66235,759.49994,759.47015,758.961,757.9473,757.6012
2014-11-27,759.6709,759.585,759.43854,758.9284,757.9819,757.5896,757.658
2014-11-28,759.58496,759.45703,759.0234,757.9579,757.56415,757.6028,757.6176
2014-11-30,759.5052,758.8797,757.914,757.57745,757.6094,757.57385,757.5434
2014-12-01,758.944,757.9629,757.5785,757.68774,757.6,757.6379,757.5703
2014-12-02,757.92523,757.6312,757.60675,757.69055,757.5922,757.64374,757.6343
2014-12-03,757.6395,757.6462,757.6345,757.60474,757.63165,757.56,757.6599
2014-12-04,757.6539,757.5725,757.6438,757.49255,757.6179,757.53815,757.59753
2014-12-05,757.5836,757.55743,757.67914,757.48975,757.5652,757.61017,757.61865
2014-12-07,757.5693,757.6322,757.6012,757.5769,757.61017,757.6216,757.6148
2014-12-08,757.6412,757.64746,757.61285,757.69104,757.6003,757.5878,757.9719
2014-12-09,757.65607,757.5716,757.65625,757.69385,757.5921,757.9617,758.8654
2014-12-10,757.583,757.55615,757.61304,757.60516,757.9558,758.8872,759.49194
2014-12-11,757.5679,757.6328,757.51294,757.96606,758.96204,759.51605,759.6172
2014-12-12,757.6422,757.6483,757.8799,758.9077,759.4714,759.64624,762.8488
2014-12-14,757.6575,757.98224,758.9277,759.55035,759.6574,762.7789,763.41394
2014-12-15,757.9847,758.9525,759.49396,759.7014,762.8956,763.4901,763.517
2014-12-16,758.9355,759.5346,759.5982,762.8216,763.43304,763.4648,763.81067
2014-12-17,759.49274,759.6993,762.8031,763.49274,763.5553,763.8142,763.8164
2014-12-18,759.5894,762.80316,763.51434,763.51154,763.8091,763.81903,763.861
2014-12-19,762.79895,763.4518,763.5868,763.7953,763.8344,763.78253,763.8112
2014-12-21,763.46,763.5133,763.8468,763.8238,763.809,763.8391,763.81616
2014-12-22,763.5745,763.84735,763.8139,763.71716,763.8346,763.8395,763.9228
2014-12-23,763.808,763.7716,763.7834,763.90906,763.80884,763.8415,764.41345
2014-12-24,763.84674,763.75635,763.8224,763.7259,763.8847,764.5284,764.6442
2014-12-25,763.83325,763.83276,763.82837,763.86523,764.4224,764.63666,765.2492
2014-12-26,763.7811,763.8481,763.8819,764.3651,764.5612,765.24194,765.3153
2014-12-28,763.8256,763.8808,764.4338,764.6566,765.2098,765.32043,765.37085
2014-12-29,764.0028,764.3599,764.6399,765.22186,765.31116,765.3156,765.35504
2014-12-30,764.4094,764.67456,765.08124,765.31085,765.3189,765.3517,765.54865
2014-12-31,764.6619,765.1742,765.2465,765.321,765.4018,765.58514,765.59985
2015-01-01,765.2057,765.34564,765.32196,765.365,765.53345,765.5619,765.7789
2015-01-02,765.32623,765.33563,765.35394,765.58484,765.5713,765.7759,766.22797
2015-01-04,765.3614,765.3994,765.57886,765.5623,765.80756,766.24927,766.32574
2015-01-05,765.3534,765.5468,765.5859,765.81525,766.21967,766.3747,766.5922
2015-01-06,765.6045,765.594,765.7892,766.23865,766.36884,766.58093,766.5908
2015-01-07,765.60004,765.74365,766.2232,766.369,766.5703,766.6726,767.0878
2015-01-08,765.8299,766.2504,766.3665,766.58746,766.5647,767.1062,767.5481
2015-01-09,766.2709,766.39874,766.5293,766.5946,767.1242,767.5575,769.0126
2015-01-11,766.40155,766.5767,766.6284,767.10864,767.5267,769.03436,769.005
2015-01-12,766.547,766.58575,767.1847,767.56256,769.0089,769.0676,769.2881
2015-01-13,766.6052,767.11615,767.5289,769.04504,769.03326,769.26855,770.1237
2015-01-14,767.1027,767.507,768.92694,769.03503,769.3267,770.0935,775.2749
2015-01-15,767.524,768.99585,768.92365,769.2855,770.0643,775.2447,777.6449
2015-01-16,768.9708,769.0339,769.24384,770.081,775.25854,777.62274,777.64417
2015-01-18,768.98975,769.2297,770.03125,775.3002,777.57806,777.56494,777.56335
2015-01-19,769.26776,769.9996,775.28656,777.6356,777.62134,777.53925,777.5423
2015-01-20,770.1431,775.28754,777.6241,777.59216,777.6511,777.6262,777.6786
2015-01-21,775.2899,777.61005,777.60614,777.5884,777.5779,777.788,785.4269
2015-01-22,777.6,777.6098,777.5523,777.5862,777.7766,785.63074,799.7411
2015-01-23,777.6263,777.61884,777.5904,777.791,785.4998,799.7481,801.87573
2015-01-25,777.6023,777.61975,777.8466,785.4605,799.7302,801.8066,802.52985
2015-01-26,777.6265,777.82587,785.53174,799.81464,801.90063,802.43164,802.5293
2015-01-27,777.7859,785.61456,799.56256,801.84705,802.5046,802.552,807.59534
