,XAGUSD,XAGUSD,XAGUSD,XAGUSD,XAGUSD,XAGUSD,XAGUSD
2013-02-24,31.32988,31.301308,31.37503,31.367363,31.369438,31.330223,31.220993
2013-02-25,31.328453,31.324738,31.363228,31.339706,31.319817,31.220161,31.196724
2013-02-26,31.356903,31.373955,31.33374,31.347572,31.219803,31.20536,31.05651
2013-02-27,31.37078,31.350716,31.336266,31.251114,31.201118,31.044472,31.005264
2013-02-28,31.34375,31.300652,31.168793,31.190056,31.070854,31.019531,30.925636
2013-03-01,31.336922,31.200615,31.218666,31.09407,30.97477,30.912842,30.928398
2013-03-03,31.236153,31.203316,31.0438,30.954819,30.953072,30.949753,30.62732
2013-03-04,31.174042,31.0764,30.966011,30.921913,30.931808,30.599503,30.06411
2013-03-05,31.072983,30.909645,30.953323,30.924782,30.593826,30.027336,30.01007
2013-03-06,31.050003,30.99578,30.912117,30.592476,30.051727,30.018646,30.020302
2013-03-07,30.95501,30.90931,30.630798,30.079895,29.972878,29.993584,29.707184
2013-03-08,30.917702,30.63092,30.0756,30.017426,29.994621,29.773132,29.114647
2013-03-10,30.596664,30.01979,30.029457,30.01709,29.725975,29.077614,29.105965
2013-03-11,30.053612,30.017227,30.013153,29.710548,29.154068,29.108788,29.043907
2013-03-12,30.00418,29.993866,29.686172,29.17817,29.100212,29.057518,29.065727
2013-03-13,29.969208,29.710876,29.164688,29.096695,29.064407,29.006538,28.963127
2013-03-14,29.680916,29.089836,29.073227,29.079384,29.09719,28.986176,28.986298
2013-03-15,29.109497,29.08628,29.093132,29.01796,28.982262,28.958435,28.947792
2013-03-17,29.098145,28.971962,28.981102,28.986588,28.968842,28.934769,28.905884
2013-03-18,29.072495,29.031464,28.966072,28.968521,28.94014,28.920769,28.88823
2013-03-19,28.990547,29.00058,28.962479,28.937912,28.920303,28.844719,28.884766
2013-03-20,29.006668,28.978737,28.953224,28.938728,28.943604,28.899254,28.870499
2013-03-21,28.996971,28.924156,28.938637,28.877556,28.90908,28.868477,28.867363
2013-03-22,28.921173,28.916557,28.94886,28.916153,28.91285,28.86467,28.87233
2013-03-24,28.916054,28.941635,28.867249,28.88427,28.898598,28.876259,28.859879
2013-03-25,28.884003,28.877228,28.868034,28.884499,28.880829,28.869255,28.869751
2013-03-26,28.887558,28.860764,28.87278,28.858376,28.855232,28.842163,28.844078
2013-03-27,28.877457,28.911377,28.853386,28.871063,28.876602,28.858475,28.84652
2013-03-28,28.862114,28.84526,28.883034,28.847061,28.848297,28.846489,28.800858
2013-03-31,28.890503,28.8853,28.879715,28.875923,28.831108,28.809906,28.819069
2013-04-01,28.89373,28.86399,28.841133,28.846504,28.817238,28.799797,28.797142
2013-04-02,28.863441,28.85704,28.846352,28.831856,28.794472,28.788597,28.795204
2013-04-03,28.854088,28.842972,28.832237,28.823631,28.774918,28.798782,28.792496
2013-04-04,28.857597,28.8247,28.824959,28.79052,28.780785,28.798592,28.788094
2013-04-05,28.809235,28.806282,28.800186,28.787231,28.796707,28.791107,28.77707
2013-04-07,28.780975,28.79036,28.790367,28.811577,28.803467,28.772324,28.746552
2013-04-08,28.796982,28.811127,28.783913,28.798859,28.767517,28.756027,28.744888
2013-04-09,28.783562,28.803505,28.802872,28.771332,28.759422,28.746758,28.752235
2013-04-10,28.796982,28.791763,28.78006,28.766846,28.761742,28.731209,28.74488
2013-04-11,28.783295,28.779236,28.776115,28.761528,28.74646,28.75721,28.752373
2013-04-12,28.794899,28.767601,28.750946,28.74804,28.751472,28.749977,28.744621
2013-04-14,28.762543,28.733505,28.753075,28.750755,28.735931,28.749794,28.534515
2013-04-15,28.73545,28.764618,28.738754,28.742004,28.73722,28.539742,28.507164
2013-04-16,28.732605,28.747269,28.755081,28.746643,28.544868,28.536362,28.235397
2013-04-17,28.750534,28.726677,28.753784,28.540031,28.531288,28.235641,28.046288
2013-04-18,28.758186,28.736488,28.567307,28.500954,28.228928,28.060059,27.742615
2013-04-19,28.743515,28.535767,28.524284,28.225342,28.022026,27.692558,27.678658
2013-04-21,28.618431,28.525612,28.249443,28.045647,27.708168,27.677834,27.65287
2013-04-22,28.534294,28.247498,28.044395,27.70903,27.639786,27.6558,27.561707
2013-04-23,28.222664,28.055382,27.70797,27.669907,27.620026,27.579727,27.251137
2013-04-24,28.042564,27.68116,27.644226,27.615768,27.555893,27.28936,27.257431
2013-04-25,27.735786,27.679787,27.604729,27.561195,27.250992,27.198929,27.027565
2013-04-26,27.679253,27.622551,27.530144,27.274628,27.25856,27.036285,27.003914
2013-04-28,27.619156,27.538574,27.326714,27.259773,27.058578,27.009232,26.942657
2013-04-29,27.554886,27.26207,27.265793,27.048569,26.994232,26.942444,26.835297
2013-04-30,27.274994,27.250557,27.044579,26.981041,26.967636,26.855331,25.395348
2013-05-01,27.245926,27.034813,27.015999,26.955376,26.814545,25.428162,24.31366
2013-05-02,27.020493,26.986198,26.932686,26.874817,25.429878,24.325417,24.246368
2013-05-03,26.992096,26.924149,26.849564,25.395027,24.297012,24.247643,24.142075
2013-05-05,26.954674,26.853294,25.38781,24.293083,24.249413,24.14804,24.109543
2013-05-06,26.837685,25.37368,24.30317,24.261093,24.148338,24.09507,24.08155
2013-05-07,25.4011,24.33796,24.269173,24.174751,24.104065,24.114258,24.05304
2013-05-08,24.344437,24.251793,24.162712,24.116821,24.090752,24.069809,24.008713
2013-05-09,24.272438,24.157265,24.117683,24.100182,24.048683,24.018364,23.900558
2013-05-10,24.147919,24.138634,24.084518,24.054802,24.036118,23.911285,23.8665
2013-05-12,24.097076,24.121597,24.090797,24.005371,23.905266,23.81475,23.853096
2013-05-13,24.06617,24.039978,24.0262,23.89711,23.858856,23.875908,23.76184
2013-05-14,24.05149,24.021332,23.915184,23.888206,23.846077,23.797821,23.736092
2013-05-15,24.04261,23.96437,23.893723,23.88124,23.738708,23.734474,23.763908
2013-05-16,23.905174,23.867249,23.869339,23.78357,23.73146,23.72422,23.660858
2013-05-17,23.893852,23.857368,23.77246,23.799393,23.75785,23.707466,23.644875
2013-05-19,23.85437,23.792297,23.821075,23.732964,23.715736,23.667397,23.598831
2013-05-20,23.750725,23.765686,23.734093,23.702095,23.696587,23.58886,23.56858
2013-05-21,23.774803,23.716034,23.709137,23.68766,23.57882,23.493027,23.49659
2013-05-22,23.722672,23.690033,23.677574,23.62584,23.541313,23.47892,23.45517
2013-05-23,23.708908,23.67514,23.585045,23.490997,23.398972,23.446594,23.379303
2013-05-24,23.686531,23.583855,23.432648,23.454346,23.488297,23.403168,23.415977
2013-05-26,23.570717,23.426216,23.460358,23.476898,23.416946,23.413826,23.381912
2013-05-27,23.517387,23.463753,23.435051,23.428665,23.38739,23.391632,23.374367
2013-05-28,23.453613,23.419785,23.435349,23.39035,23.390396,23.413826,23.324142
2013-05-29,23.443275,23.430367,23.403183,23.405838,23.402664,23.346725,23.077477
2013-05-30,23.415588,23.392494,23.400673,23.402489,23.359924,23.10859,22.92421
2013-05-31,23.391357,23.399017,23.381256,23.35984,23.098099,22.952919,22.82579
2013-06-02,23.40387,23.387527,23.348404,23.115906,22.920494,22.82174,22.74794
2013-06-03,23.390907,23.341019,23.083649,22.936798,22.823303,22.781471,22.603699
2013-06-04,23.361023,23.084671,22.90815,22.82946,22.787071,22.602692,22.607597
2013-06-05,23.130943,22.925919,22.82225,22.768532,22.607758,22.622032,22.590858
2013-06-06,22.904564,22.817635,22.718369,22.640862,22.608856,22.581978,22.5411
2013-06-07,22.840294,22.783165,22.630028,22.610252,22.555992,22.561378,22.533173
2013-06-09,22.796799,22.629791,22.6399,22.558258,22.56968,22.523163,22.534813
2013-06-10,22.623878,22.61699,22.56884,22.569786,22.518776,22.492981,22.507927
2013-06-11,22.581131,22.589272,22.536201,22.531235,22.520554,22.498741,22.504578
2013-06-12,22.561867,22.545036,22.553764,22.509056,22.509392,22.470367,22.478523
2013-06-13,22.568344,22.515938,22.48693,22.496155,22.47261,22.463524,22.482506
2013-06-14,22.501839,22.49073,22.494637,22.491508,22.486565,22.473984,22.46891
2013-06-16,22.515648,22.504913,22.54203,22.460533,22.464394,22.438187,22.465683
2013-06-17,22.508972,22.45945,22.448685,22.45787,22.458649,22.475655,22.429451
2013-06-18,22.505905,22.492287,22.450111,22.448082,22.441353,22.42781,22.42588
2013-06-19,22.472458,22.442085,22.467812,22.455917,22.441742,22.357887,22.355896
2013-06-20,22.474258,22.439575,22.442535,22.443726,22.371605,22.38205,22.328285
2013-06-21,22.46846,22.453384,22.392365,22.408173,22.394043,22.290146,22.251312
2013-06-23,22.459717,22.445465,22.370842,22.369392,22.348724,22.26429,22.119553
2013-06-24,22.416962,22.383263,22.362549,22.343307,22.256538,22.17144,22.018944
2013-06-25,22.346573,22.36882,22.342789,22.250992,22.119034,22.033302,21.900429
2013-06-26,22.36811,22.348122,22.26136,22.134064,22.026535,21.903236,21.911774
2013-06-27,22.325584,22.26133,22.10891,22.031075,21.905449,21.918663,21.888557
2013-06-28,22.264458,22.124321,22.026337,21.888435,21.902885,21.885674,21.808617
2013-06-30,22.118675,22.008713,21.905144,21.900581,21.868568,21.816757,21.787094
2013-07-01,22.009613,21.893692,21.903885,21.881905,21.811523,21.782845,21.771957
2013-07-02,21.902985,21.902206,21.87526,21.800575,21.779694,21.75026,21.76696
2013-07-03,21.896027,21.859383,21.806335,21.776283,21.756714,21.729996,21.739662
2013-07-04,21.869423,21.796349,21.776062,21.75692,21.731178,21.72889,21.599808
2013-07-05,21.82949,21.795845,21.764374,21.725685,21.71849,21.618729,21.547577
2013-07-07,21.796173,21.745605,21.709915,21.720764,21.688042,21.548439,20.113945
2013-07-08,21.778732,21.72026,21.71846,21.64299,21.532394,20.054947,20.032982
2013-07-09,21.728287,21.71428,21.703987,21.55516,20.059158,20.021286,20.043404
2013-07-10,21.732727,21.623993,21.522316,20.074791,20.053116,20.046562,20.023476
2013-07-11,21.670456,21.515556,20.066742,20.04615,20.015747,20.032135,19.92965
2013-07-12,21.5047,20.076515,20.03608,20.071114,19.996796,19.920456,19.93364
2013-07-14,20.049225,20.0587,20.021538,20.017975,19.938217,19.897865,19.86734
2013-07-15,20.043427,20.036507,20.026634,19.900085,19.886742,19.900383,19.834953
2013-07-16,20.018356,20.01426,19.976044,19.911835,19.85302,19.824593,19.800323
2013-07-17,19.986404,19.983742,19.884018,19.89441,19.818413,19.801682,19.796234
2013-07-18,19.908943,19.915588,19.849419,19.821106,19.83651,19.790482,19.813187
2013-07-19,19.884743,19.896446,19.834396,19.826797,19.824188,19.78151,19.76934
2013-07-21,19.856812,19.831558,19.79641,19.814774,19.814491,19.846924,19.812286
2013-07-22,19.817749,19.832893,19.841736,19.810745,19.820045,19.833023,19.786125
2013-07-23,19.810585,19.787697,19.805336,19.837288,19.817024,19.773575,19.779427
2013-07-24,19.825058,19.794563,19.794197,19.781227,19.81215,19.823624,19.83651
2013-07-25,19.800598,19.842094,19.828018,19.77684,19.789536,19.828918,19.796288
2013-07-26,19.841217,19.802551,19.833466,19.81401,19.813927,19.72908,19.717964
2013-07-28,19.807114,19.772293,19.814964,19.842209,19.75866,19.765656,19.722435
2013-07-29,19.77375,19.791794,19.812752,19.800354,19.709106,19.743309,19.670547
2013-07-30,19.819542,19.843353,19.74247,19.70578,19.67131,19.669891,19.709
2013-07-31,19.824318,19.769478,19.80574,19.71917,19.698349,19.65815,19.707794
2013-08-01,19.785515,19.763672,19.678185,19.699272,19.69603,19.68853,19.67302
2013-08-02,19.729858,19.695808,19.693672,19.68927,19.673897,19.66713,19.660713
2013-08-04,19.725502,19.66964,19.677513,19.662888,19.66732,19.66404,19.739792
2013-08-05,19.69027,19.685547,19.695969,19.671394,19.689735,19.782112,19.716812
2013-08-06,19.717606,19.69703,19.663063,19.655388,19.732765,19.781387,19.775475
2013-08-07,19.69912,19.650948,19.698006,19.674675,19.720703,19.753853,19.80571
2013-08-08,19.695778,19.679626,19.74479,19.768494,19.793999,19.763527,19.821335
2013-08-09,19.679031,19.68856,19.763908,19.762856,19.766235,19.81353,19.859337
2013-08-11,19.723312,19.74997,19.772926,19.807701,19.816689,19.831375,19.858849
2013-08-12,19.7771,19.812645,19.812286,19.816109,19.840645,19.854195,19.8946
2013-08-13,19.74913,19.80449,19.788086,19.829071,19.887924,19.886925,19.878914
2013-08-14,19.781677,19.81762,19.830093,19.869972,19.849113,19.895973,19.880661
2013-08-15,19.830154,19.840576,19.860512,19.873627,19.89817,19.896126,19.921417
2013-08-16,19.805573,19.843666,19.88153,19.925453,19.884697,19.948517,19.973755
2013-08-18,19.864105,19.865341,19.897285,19.89051,19.924599,19.99157,20.029129
2013-08-19,19.89325,19.9094,19.929985,19.913261,19.993736,20.017159,20.025963
2013-08-20,19.883064,19.876068,19.914673,19.970024,20.009346,20.009407,20.04004
2013-08-21,19.89241,19.92041,19.99376,20.00518,20.043823,20.03682,20.138397
2013-08-22,19.948196,19.986824,19.988914,20.021904,20.081337,20.146988,20.18872
2013-08-23,19.96605,20.01577,20.021683,20.051697,20.118134,20.206726,20.25499
2013-08-25,20.021324,20.023903,20.0484,20.151093,20.203362,20.257248,20.300102
2013-08-26,20.046822,20.047493,20.142197,20.185303,20.25277,20.303017,20.360939
2013-08-27,20.081078,20.152855,20.192986,20.241272,20.304642,20.344025,20.950638
2013-08-28,20.140366,20.199707,20.259735,20.301407,20.330482,20.918312,21.18187
2013-08-29,20.179848,20.242699,20.293816,20.318893,20.918472,21.177277,21.44963
2013-08-30,20.243591,20.314957,20.312492,20.926407,21.164772,21.429718,21.67241
2013-09-01,20.298203,20.303467,20.925468,21.20546,21.439941,21.650276,22.418892
2013-09-02,20.37545,20.912064,21.17656,21.462296,21.700165,22.45655,22.884048
2013-09-03,20.93348,21.178696,21.444756,21.684097,22.427765,22.889618,22.95597
2013-09-04,21.194298,21.43251,21.673042,22.369514,22.863335,22.97992,23.055008
2013-09-05,21.43798,21.671585,22.411644,22.890862,22.99321,23.04863,23.067924
2013-09-06,21.704155,22.397308,22.900337,23.00402,23.047523,23.081657,23.084518
2013-09-08,22.433151,22.898117,22.964668,23.051407,23.060852,23.110268,23.105247
2013-09-09,22.902328,22.95803,23.050537,23.080902,23.122498,23.049698,23.072456
2013-09-10,22.98143,23.045258,23.079956,23.077652,23.08406,23.099693,23.08081
2013-09-11,23.043304,23.07344,23.059914,23.071686,23.114754,23.10614,23.081848
2013-09-12,23.10904,23.080238,23.126114,23.056564,23.089401,23.11966,23.053246
2013-09-13,23.075348,23.069061,23.122139,23.069191,23.095688,23.044785,23.084068
2013-09-15,23.090897,23.066666,23.039894,23.072624,23.096062,23.088165,23.098175
2013-09-16,23.053719,23.10028,23.059975,23.077095,23.07209,23.108582,23.09365
2013-09-17,23.082169,23.04943,23.079208,23.08368,23.073402,23.059944,23.064598
2013-09-18,23.056473,23.084183,23.058624,23.090263,23.07631,23.09742,23.101234
2013-09-19,23.062454,23.075478,23.078499,23.086906,23.089058,23.079933,23.078781
2013-09-20,23.067017,23.09182,23.059204,23.082962,23.067993,23.052513,23.098892
2013-09-22,23.089325,23.096283,23.077019,23.082985,23.072258,23.090065,23.054916
2013-09-23,23.061676,23.066406,23.057205,23.093102,23.078293,23.090652,23.07109
2013-09-24,23.079544,23.078918,23.078568,23.064194,23.088547,23.059814,23.097206
2013-09-25,23.077965,23.089233,23.057716,23.073997,23.048119,23.08265,23.039299
2013-09-26,23.051071,23.070892,23.078926,23.08316,23.043167,23.026894,23.057762
2013-09-27,23.105583,23.072548,23.06131,23.090508,23.05214,23.072403,23.056137
2013-09-29,23.07814,23.091652,23.086609,23.056374,23.073898,23.05819,23.037224
2013-09-30,23.056717,23.091125,23.101746,23.038986,23.050705,23.00344,22.42263
2013-10-01,23.104279,23.08744,23.05194,23.057701,23.022438,22.432083,22.332062
2013-10-02,23.054771,23.039284,23.060822,23.056969,22.415123,22.30822,22.203682
2013-10-03,23.01139,23.055038,23.02658,22.430435,22.326157,22.192963,22.216942
2013-10-04,23.02156,23.036247,22.431831,22.30339,22.189476,22.20288,22.081352
2013-10-06,23.0643,22.397926,22.32788,22.203568,22.21167,22.089508,22.028511
2013-10-07,22.417198,22.32103,22.229622,22.183624,22.096642,22.048943,21.995262
2013-10-08,22.335861,22.210526,22.193161,22.066505,22.059677,21.948341,21.919014
2013-10-09,22.179016,22.19696,22.091164,22.067284,21.999107,21.8975,21.801857
2013-10-10,22.191628,22.101738,22.079308,21.998497,21.903313,21.867584,21.757095
2013-10-11,22.089325,22.056564,21.965225,21.878334,21.81279,21.794083,21.807
2013-10-13,22.060135,21.988052,21.875511,21.845665,21.825584,21.78563,21.75064
2013-10-14,22.005882,21.86721,21.818275,21.795296,21.764542,21.757317,21.724907
2013-10-15,21.878532,21.818779,21.76358,21.778305,21.754478,21.759254,21.751503
2013-10-16,21.80677,21.886871,21.786064,21.744118,21.762924,21.746788,21.750877
2013-10-17,21.838547,21.769127,21.77073,21.769798,21.765572,21.770088,21.74147
2013-10-18,21.803123,21.76052,21.748116,21.74813,21.75209,21.781448,21.754135
2013-10-20,21.742004,21.776085,21.75103,21.74115,21.740913,21.746979,21.74884
2013-10-21,21.770683,21.738533,21.753593,21.794502,21.763077,21.744781,21.768578
2013-10-22,21.78656,21.768723,21.750229,21.764824,21.753136,21.758392,21.748154
2013-10-23,21.733612,21.741379,21.746475,21.775116,21.743683,21.758682,21.731522
2013-10-24,21.727608,21.735977,21.77037,21.734062,21.739021,21.773422,21.768692
2013-10-25,21.780266,21.756989,21.764343,21.772064,21.730682,21.725891,21.783073
2013-10-27,21.779877,21.763596,21.794258,21.739868,21.767685,21.74752,21.782883
2013-10-28,21.728012,21.73433,21.739632,21.777542,21.747871,21.751328,21.755196
2013-10-29,21.778336,21.762657,21.763176,21.771217,21.768005,21.768867,21.781288
2013-10-30,21.77819,21.754852,21.743874,21.75148,21.798454,21.761139,21.7827
2013-10-31,21.762535,21.750755,21.759354,21.750061,21.770851,21.758537,21.75013
2013-11-01,21.799133,21.762123,21.741356,21.781036,21.75756,21.775146,21.793037
2013-11-03,21.782356,21.731857,21.768517,21.760368,21.748528,21.780716,21.779236
2013-11-04,21.781326,21.73542,21.751442,21.803543,21.798088,21.773888,21.794296
2013-11-05,21.793152,21.763824,21.765251,21.756836,21.778915,21.774246,21.778137
2013-11-06,21.742508,21.774261,21.795555,21.78891,21.780472,21.774597,21.77758
2013-11-07,21.752823,21.79348,21.788498,21.78498,21.794052,21.78366,21.785133
2013-11-08,21.776215,21.766968,21.776901,21.750267,21.777725,21.800316,21.784943
2013-11-10,21.802872,21.771317,21.785751,21.788475,21.778503,21.795273,21.78469
2013-11-11,21.780746,21.80999,21.785751,21.777542,21.790993,21.76175,21.7845
2013-11-12,21.780739,21.76484,21.785744,21.767914,21.789963,21.773651,21.7845
2013-11-13,21.780968,21.780403,21.785744,21.778,21.789963,21.79927,21.7845
2013-11-14,21.778816,21.799011,21.785675,21.785088,21.790215,21.803452,21.712158
2013-11-15,21.78852,21.776459,21.785545,21.774872,21.790283,21.713287,21.712746
2013-11-17,21.782776,21.779755,21.785477,21.785278,21.740143,21.694931,21.678604
2013-11-18,21.793854,21.799698,21.785347,21.711952,21.735046,21.70385,21.639084
2013-11-19,21.773674,21.762115,21.713867,21.69532,21.69188,21.667213,21.668976
2013-11-20,21.77536,21.730118,21.709785,21.675415,21.665695,21.668182,21.65281
2013-11-21,21.718529,21.70288,21.694778,21.670906,21.631035,21.65184,21.661156
2013-11-22,21.684319,21.680305,21.597992,21.662231,21.650703,21.656685,21.644707
2013-11-24,21.673103,21.641861,21.671616,21.661224,21.647476,21.671608,21.654175
2013-11-25,21.647186,21.667213,21.629738,21.642548,21.658646,21.65483,21.515076
2013-11-26,21.649025,21.679329,21.615189,21.648094,21.63935,21.506088,21.3749
2013-11-27,21.626831,21.661804,21.696442,21.673203,21.518768,21.342026,21.307137
2013-11-28,21.675377,21.677338,21.594841,21.530006,21.386116,21.304848,20.942207
2013-11-29,21.655434,21.624817,21.523628,21.344452,21.306854,20.954773,20.78695
2013-12-01,21.659714,21.535332,21.361069,21.307343,20.916237,20.774239,20.731316
2013-12-02,21.503593,21.363617,21.327759,20.969254,20.783913,20.723503,20.716179
2013-12-03,21.356491,21.253212,20.942368,20.773819,20.730263,20.688782,20.67009
2013-12-04,21.339859,20.963715,20.754913,20.719688,20.669083,20.676834,20.49524
2013-12-05,20.966019,20.774979,20.707314,20.668846,20.695488,20.479523,20.364563
2013-12-06,20.77298,20.742157,20.68953,20.69426,20.492386,20.350601,20.297531
2013-12-08,20.692123,20.735466,20.682526,20.462769,20.344643,20.27079,20.190079
2013-12-09,20.680717,20.596703,20.4945,20.33091,20.246338,20.171165,20.135063
2013-12-10,20.669884,20.509712,20.3489,20.309998,20.161499,20.129128,19.963425
2013-12-11,20.506294,20.35228,20.277771,20.203735,20.117027,19.93068,19.941063
2013-12-12,20.361237,20.321693,20.184898,20.14318,20.016663,19.925735,19.948074
2013-12-13,20.322517,20.178398,20.152664,19.98481,19.964005,19.92221,19.939636
2013-12-15,20.18283,20.139465,19.94793,20.023094,19.945732,19.9449,19.92134
2013-12-16,20.100708,19.940285,19.944725,19.94873,19.918701,19.897102,19.85421
2013-12-17,20.0168,19.985847,19.92852,19.9682,19.918121,19.907478,19.856003
2013-12-18,19.969933,19.903198,19.952011,19.910278,19.88765,19.889404,19.833107
2013-12-19,19.913963,19.900124,19.907532,19.892319,19.862717,19.853966,19.801376
2013-12-20,19.861237,19.92466,19.89367,19.857819,19.807808,19.797707,19.818512
2013-12-22,19.909294,19.882935,19.860107,19.838074,19.799461,19.825775,19.79541
2013-12-23,19.892616,19.860733,19.851547,19.793472,19.772522,19.799004,19.786629
2013-12-24,19.864517,19.847733,19.811142,19.801659,19.779373,19.776268,19.770714
2013-12-26,19.843208,19.821846,19.7873,19.796211,19.799812,19.781616,19.746895
2013-12-27,19.81765,19.80915,19.812119,19.791237,19.779922,19.734703,19.75116
2013-12-29,19.802261,19.78444,19.807648,19.776718,19.739738,19.748314,19.761963
2013-12-30,19.788254,19.8087,19.7631,19.761879,19.751213,19.747833,19.759796
2013-12-31,19.795631,19.761948,19.751625,19.753029,19.749084,19.742912,19.77977
2014-01-01,19.75673,19.764534,19.754364,19.737625,19.770363,19.730568,19.754875
2014-01-02,19.744621,19.738136,19.771378,19.737846,19.762718,19.769737,19.778969
2014-01-03,19.759682,19.786537,19.751244,19.754738,19.761421,19.78254,19.713242
2014-01-05,19.741226,19.731308,19.753181,19.745384,19.78492,19.77819,19.677834
2014-01-06,19.742905,19.775558,19.772476,19.755379,19.719124,19.687447,19.705765
2014-01-07,19.760384,19.765762,19.80745,19.694244,19.686157,19.69725,19.695152
2014-01-08,19.740387,19.782516,19.699532,19.669922,19.694214,19.709053,19.687157
2014-01-09,19.772202,19.726349,19.708115,19.689331,19.696213,19.693962,19.710777
2014-01-10,19.70427,19.675888,19.700249,19.687378,19.701057,19.706863,19.76133
2014-01-12,19.679314,19.663635,19.678185,19.706032,19.68673,19.766571,19.773354
2014-01-13,19.694267,19.700256,19.711075,19.684792,19.75138,19.819168,19.829956
2014-01-14,19.707787,19.676048,19.701714,19.779938,19.79213,19.820534,19.853539
2014-01-15,19.678337,19.70993,19.751472,19.799164,19.84137,19.884583,19.868896
2014-01-16,19.691772,19.725105,19.796722,19.805305,19.862617,19.897827,19.939186
2014-01-17,19.783638,19.825356,19.834175,19.851479,19.893974,19.911324,19.88784
2014-01-19,19.795135,19.844467,19.873611,19.901794,19.911972,19.933449,19.920044
2014-01-20,19.81562,19.866615,19.910133,19.925354,19.920403,19.911324,19.92752
2014-01-21,19.867142,19.905594,19.922325,19.927406,19.925903,19.933449,19.942375
2014-01-22,19.92308,19.94249,19.910828,19.911018,19.911621,19.922432,19.955498
2014-01-23,19.945923,19.913475,19.922707,19.885406,19.931923,19.899261,19.942863
2014-01-24,19.905525,19.924591,19.910507,19.900032,19.935158,19.940529,19.918945
2014-01-26,19.89476,19.933937,19.91948,19.913307,19.932404,19.952332,19.936775
2014-01-27,19.912498,19.890472,19.949738,19.867676,19.92067,19.90992,19.8983
2014-01-28,19.924194,19.926971,19.907043,19.9282,19.93325,19.92772,19.936752
2014-01-29,19.905937,19.90123,19.93782,19.926117,19.895966,19.92649,19.902176
2014-01-30,19.92762,19.89756,19.908394,19.910057,19.90461,19.910728,19.921791
2014-01-31,19.923721,19.941254,19.889496,19.911346,19.92894,19.930046,19.914398
2014-02-02,19.91504,19.914284,19.935173,19.910767,19.909454,19.913254,19.907959
2014-02-03,19.939064,19.893265,19.90976,19.926407,19.9141,19.920769,19.911736
2014-02-04,19.904526,19.904884,19.891754,19.90886,19.93386,19.948807,19.939522
2014-02-05,19.915695,19.910416,19.936981,19.945694,19.913643,19.91317,19.91359
2014-02-06,19.922005,19.933212,19.935913,19.894905,19.949402,19.913391,19.946007
2014-02-07,19.914398,19.947464,19.933235,19.923363,19.919868,19.929573,19.931091
2014-02-09,19.919914,19.906197,19.923622,19.926834,19.932411,20.002625,19.970505
2014-02-10,19.94078,19.931946,19.933304,19.933899,20.011665,19.99083,19.97197
2014-02-11,19.92492,19.946121,19.945312,19.952614,19.979889,19.996307,19.968529
2014-02-12,19.94365,19.952194,19.967545,19.994072,19.993027,19.94812,19.984695
2014-02-13,19.947182,19.960533,19.982483,19.987411,19.972046,19.96981,19.978867
2014-02-14,19.963661,20.008064,19.959198,19.990265,19.979698,19.94844,20.003807
2014-02-16,19.979797,19.986374,19.96418,19.970825,19.987404,19.995949,20.002983
2014-02-17,19.97876,19.961731,19.962578,19.983025,19.978256,20.00319,20.063103
2014-02-18,20.00747,19.995972,19.9841,19.976982,20.015427,20.076233,20.11361
2014-02-19,19.977959,19.986374,19.998566,19.993004,20.083565,20.075203,20.114624
2014-02-20,19.993187,20.01004,20.004013,20.09282,20.096024,20.103592,20.088142
2014-02-21,20.012207,20.010902,20.088219,20.11895,20.128288,20.110382,20.108414
2014-02-23,20.021507,20.086182,20.131615,20.124939,20.091774,20.107529,20.13594
2014-02-24,20.11364,20.111862,20.115044,20.097519,20.092705,20.12764,20.135231
2014-02-25,20.08664,20.101273,20.102364,20.117928,20.119347,20.159988,20.168434
2014-02-26,20.07901,20.120789,20.105309,20.102547,20.143875,20.143837,20.144356
2014-02-27,20.086296,20.102608,20.119896,20.11251,20.153938,20.133263,20.159462
2014-02-28,20.102478,20.127777,20.153885,20.16642,20.126442,20.157898,20.23668
2014-03-02,20.129951,20.137566,20.16378,20.166481,20.159828,20.201485,20.354836
2014-03-03,20.137825,20.146744,20.169228,20.13456,20.206589,20.381119,21.066734
2014-03-04,20.14058,20.13649,20.142868,20.249908,20.371185,21.076088,21.069633
2014-03-05,20.146378,20.151443,20.200737,20.346779,21.099724,21.06871,21.092216
2014-03-06,20.139084,20.230026,20.331818,21.055786,21.07444,21.078339,21.06623
2014-03-07,20.24282,20.375504,21.096687,21.053574,21.063171,21.073494,21.142273
2014-03-09,20.360695,21.08889,21.073174,21.091476,21.057518,21.126244,21.170525
2014-03-10,21.073982,21.083565,21.070084,21.101463,21.168068,21.135086,21.205177
2014-03-11,21.069778,21.082771,21.128067,21.13604,21.142075,21.185814,21.221214
2014-03-12,21.05101,21.084038,21.117561,21.150932,21.202774,21.198067,21.236473
2014-03-13,21.068352,21.098297,21.166214,21.201523,21.210205,21.226036,21.204994
2014-03-14,21.14492,21.123978,21.21566,21.202446,21.21849,21.253342,21.245766
2014-03-16,21.136093,21.19403,21.217072,21.21936,21.238312,21.171173,21.234787
2014-03-17,21.197105,21.190536,21.226479,21.19522,21.220993,21.233818,21.204796
2014-03-18,21.220154,21.218575,21.229515,21.224258,21.206734,21.236176,21.242844
2014-03-19,21.250519,21.234177,21.228539,21.224503,21.205597,21.207077,21.197945
