,USDCAD,USDCAD,USDCAD,USDCAD,USDCAD,USDCAD,USDCAD
2012-11-18,0.99238443,0.99124366,0.9936179,0.99470025,0.9955164,0.9963518,0.996621
2012-11-19,0.9957383,0.99317753,0.9940728,0.99513006,0.9948932,0.99691856,0.99752855
2012-11-20,0.9964545,0.995306,0.9951947,0.9964501,0.9963939,0.99634755,0.99634093
2012-11-21,0.9947148,0.9956114,0.99697745,0.9964254,0.99549973,0.9966438,0.9970391
2012-11-22,0.9960583,0.99676144,0.99608463,0.99709016,0.9962748,0.9961498,0.9966934
2012-11-23,0.9957866,0.99797314,0.9965143,0.99531406,0.99639314,0.99698424,0.99664795
2012-11-25,0.9971878,0.99611074,0.99574196,0.99521196,0.9978007,0.99630475,0.99580455
2012-11-26,0.99816155,0.99732494,0.99591947,0.9965048,0.9983776,0.9963467,0.99802065
2012-11-27,0.99745154,0.99555343,0.99576217,0.9945907,0.99634266,0.99541855,0.99581075
2012-11-28,0.9957471,0.9978051,0.9968177,0.99680305,0.99495244,0.9951159,0.9980649
2012-11-29,0.9952346,0.9968881,0.9961609,0.99696326,0.9969865,0.997538,0.99700856
2012-11-30,0.99576616,0.99539346,0.99641347,0.9961032,0.9964857,0.99766135,0.9961701
2012-12-02,0.99740076,0.99662256,0.9956684,0.9972228,0.99627244,0.9945129,0.99500537
2012-12-03,0.99698436,0.99781126,0.9951538,0.99407935,0.9968003,0.99586844,0.9961324
2012-12-04,0.9972488,0.9978816,0.9985497,0.9963571,0.9968771,0.99732745,0.99714357
2012-12-05,0.9963104,0.99671686,0.99622715,0.9977087,0.9973596,0.9966527,0.99522984
2012-12-06,0.9962605,0.9952545,0.99694884,0.99588346,0.9961709,0.99564755,0.9947008
2012-12-07,0.995193,0.9970245,0.9970367,0.9947779,0.9944755,0.9973747,0.9970617
2012-12-09,0.99609077,0.99775946,0.99793386,0.99619985,0.9958588,0.99506843,0.9938439
2012-12-10,0.9974943,0.99718297,0.99542916,0.9966209,0.9955261,0.99794066,0.99240303
2012-12-11,0.99624866,0.9955059,0.99651396,0.9953654,0.99753225,0.99427825,0.99395466
2012-12-12,0.9968616,0.9953528,0.99639505,0.9945917,0.99481463,0.99459624,0.99145836
2012-12-13,0.99478644,0.99453783,0.9935608,0.9956541,0.994443,0.9933753,0.9924503
2012-12-14,0.99737716,0.9956262,0.9958642,0.99166715,0.9913892,0.99241525,0.99270487
2012-12-16,0.9953717,0.99628305,0.9921627,0.9953917,0.9918145,0.9939914,0.99192524
2012-12-17,0.99537075,0.99294466,0.99329895,0.9955952,0.99273634,0.99317384,0.9924355
2012-12-18,0.9942287,0.99201244,0.99383456,0.9937102,0.9936961,0.9919075,0.99239725
2012-12-19,0.9917048,0.9940187,0.99327624,0.9941757,0.9922979,0.9938769,0.9920995
2012-12-20,0.99745226,0.99441844,0.9953255,0.99406487,0.9944676,0.9947293,0.9931637
2012-12-21,0.9946159,0.994171,0.9929132,0.9933816,0.99255186,0.992115,0.99348485
2012-12-23,0.9922712,0.99165404,0.9930514,0.9922188,0.9940082,0.99354935,0.99156564
2012-12-24,0.993707,0.9938819,0.99366045,0.992671,0.9919958,0.9933287,0.99144787
2012-12-26,0.9931319,0.9930701,0.99260473,0.99086255,0.9931972,0.9929736,0.9923419
2012-12-27,0.9939079,0.99403584,0.99276346,0.9914724,0.99213123,0.99353766,0.9917071
2012-12-28,0.993895,0.9931207,0.9927439,0.9916441,0.9926945,0.99186456,0.99217856
2012-12-30,0.99314106,0.9922291,0.99304783,0.9937992,0.9926168,0.99218816,0.99209213
2012-12-31,0.9927043,0.99388266,0.99437344,0.9905289,0.9911437,0.99249923,0.99182034
2013-01-02,0.9929317,0.99238956,0.9918636,0.9920734,0.99224013,0.99231267,0.9919326
2013-01-03,0.9930998,0.99083364,0.99263585,0.992344,0.99231464,0.99150234,0.9903997
2013-01-04,0.9938528,0.9925716,0.99247324,0.99201524,0.9926418,0.9919082,0.9903325
2013-01-06,0.99178463,0.99252427,0.9931706,0.99090296,0.99065876,0.990229,0.9879041
2013-01-07,0.9914459,0.9923478,0.9919009,0.9908961,0.99018216,0.98848546,0.98694116
2013-01-08,0.9923045,0.9911699,0.9914402,0.99034953,0.9887953,0.9889947,0.9872345
2013-01-09,0.99141574,0.99078774,0.9903463,0.98866415,0.9884646,0.987785,0.98712754
2013-01-10,0.9919416,0.990672,0.98787445,0.99096775,0.98940694,0.98846614,0.9885756
2013-01-11,0.99085546,0.98948026,0.98847187,0.9897497,0.98915935,0.9915421,0.98645926
2013-01-13,0.98837966,0.9878835,0.98874,0.9875536,0.9860094,0.98764163,0.98385954
2013-01-14,0.98884404,0.9868597,0.9881026,0.9886227,0.9864817,0.98718095,0.98738253
2013-01-15,0.9873961,0.98746014,0.9860045,0.9850098,0.9897469,0.98498523,0.9863688
2013-01-16,0.98817754,0.9886241,0.9870341,0.98644674,0.988177,0.9874076,0.9862788
2013-01-17,0.98824954,0.98592925,0.98838437,0.98747134,0.9857161,0.9885794,0.98869765
2013-01-18,0.98573065,0.98806906,0.9865949,0.9869577,0.9868925,0.9868305,0.98653436
2013-01-20,0.98635715,0.98744726,0.98827136,0.9871911,0.9865958,0.9870323,0.9872452
2013-01-21,0.9885653,0.9867719,0.9867494,0.98785335,0.98744845,0.9881536,0.98744506
2013-01-22,0.9869336,0.98622686,0.98743033,0.98686767,0.98726666,0.98687196,0.98767376
2013-01-23,0.9866906,0.98641706,0.98747396,0.9869671,0.98690283,0.98719525,0.9879114
2013-01-24,0.98525095,0.98743343,0.98701406,0.98756766,0.98706806,0.98968726,0.98853135
2013-01-25,0.9863504,0.98718536,0.9880835,0.9871988,0.98844427,0.98840153,0.9906815
2013-01-27,0.9857038,0.9863937,0.9903736,0.98769724,0.9883814,0.98986703,0.9919003
2013-01-28,0.987904,0.98746204,0.98770803,0.988949,0.98993045,0.9910749,0.99244714
2013-01-29,0.9868374,0.98785603,0.988273,0.9897641,0.9922745,0.99205905,0.9909959
2013-01-30,0.9880908,0.9888207,0.9903361,0.99126875,0.99212503,0.9919548,0.99383557
2013-01-31,0.98885393,0.99093705,0.99214137,0.99230814,0.99146765,0.9932465,0.99251544
2013-02-01,0.990466,0.9915333,0.99247104,0.9915525,0.99214995,0.993183,0.9918604
2013-02-03,0.99113107,0.99140507,0.9919627,0.9918213,0.99353075,0.9921564,0.99417794
2013-02-04,0.9915799,0.9919685,0.99281335,0.9921211,0.9915286,0.9930006,0.9931568
2013-02-05,0.99112564,0.992876,0.99205995,0.9929286,0.9922304,0.99281144,0.9932783
2013-02-06,0.9928756,0.99408436,0.9931557,0.992937,0.99447083,0.99444914,0.99440515
2013-02-07,0.9921324,0.99374413,0.99257416,0.99365485,0.99468195,0.99462783,0.9950023
2013-02-08,0.9934622,0.99393034,0.99386954,0.9945805,0.993922,0.99564576,0.99477524
2013-02-10,0.9925376,0.9926721,0.9946381,0.993331,0.9946159,0.9965944,0.9966737
2013-02-11,0.9933665,0.9938916,0.99473846,0.99462223,0.9962191,0.9961295,0.99628913
2013-02-12,0.9951886,0.99474114,0.99493843,0.9960679,0.99765146,0.9960222,0.99795985
2013-02-13,0.99418813,0.9946573,0.9953152,0.9962168,0.99865294,0.99700725,0.99815917
2013-02-14,0.99498117,0.99629074,0.9963175,0.99754643,0.99703133,0.99775624,0.9994662
2013-02-15,0.99641514,0.9969245,0.9969475,0.99752986,0.9970286,0.9974953,0.99920046
2013-02-17,0.9959335,0.99661565,0.9985186,0.99711776,0.9981942,0.9980032,1.0004815
2013-02-18,0.99697185,0.99832094,0.9964911,0.99842155,0.9982703,1.0006613,1.0002578
2013-02-19,0.9953964,0.9981302,0.9987075,0.9994805,0.9989554,0.99999356,1.0007036
2013-02-20,0.9969193,0.9991528,0.99884164,0.9990984,1.0006464,1.0008806,1.0008442
2013-02-21,0.9974507,0.99760604,1.0000529,1.000658,1.0014026,1.001567,1.0040499
2013-02-22,0.9979441,0.99956524,1.0005447,1.0011421,1.0024321,1.0047805,1.0015699
2013-02-24,1.0001283,1.0004141,1.0003552,1.0024484,1.0022488,1.003069,1.0017155
2013-02-25,0.99994874,1.0012469,0.99949646,1.0026486,0.99975073,1.0030831,1.002903
2013-02-26,1.0012343,1.0016438,1.0020475,1.0023599,1.0051066,1.0045793,1.0037879
2013-02-27,1.0019268,1.0015079,1.002742,1.0025852,1.0041088,1.0026147,1.0039372
2013-02-28,1.0016818,1.0037543,1.0047023,1.0034198,1.0065386,1.001514,1.004113
2013-03-01,1.001948,1.0020248,1.0033301,1.0014918,1.0038165,1.0049546,1.0071
2013-03-03,1.0035,1.0056362,1.003974,1.0045288,1.0066203,1.0057831,1.0070262
2013-03-04,1.0019699,1.0059553,1.005114,1.0060787,1.0050766,1.006609,1.0077047
2013-03-05,1.0026373,1.0019858,1.0032029,1.0040607,1.0084215,1.0063314,1.0084217
2013-03-06,1.0032489,1.0057445,1.0058225,1.0062125,1.0066457,1.008845,1.008588
2013-03-07,1.0071585,1.0051082,1.0080197,1.0079753,1.0088519,1.0091805,1.0127081
2013-03-08,1.0063304,1.0078948,1.0072523,1.0083038,1.0085077,1.0106989,1.0150347
2013-03-10,1.0080789,1.0068772,1.0067112,1.009111,1.0115119,1.0152557,1.0187151
2013-03-11,1.0074791,1.0067414,1.0093977,1.0115335,1.0156335,1.0190284,1.0191464
2013-03-12,1.0103284,1.0077854,1.0118945,1.0144517,1.0178616,1.0197954,1.0207473
2013-03-13,1.0085106,1.0111613,1.0152808,1.0187845,1.0175602,1.0178216,1.0212427
2013-03-14,1.0126958,1.0153452,1.0172267,1.0213511,1.0226395,1.0211391,1.0240023
2013-03-15,1.017055,1.0184404,1.0186433,1.0224116,1.0220389,1.0195737,1.0239756
2013-03-17,1.0189183,1.0204097,1.0205474,1.0233217,1.0233068,1.0253513,1.0241029
2013-03-18,1.0188708,1.0218323,1.0226552,1.0242367,1.015981,1.0245502,1.0252028
2013-03-19,1.0220097,1.0217344,1.023016,1.0242896,1.023667,1.022563,1.0241075
2013-03-20,1.0243423,1.0253465,1.0225345,1.0228701,1.023051,1.0238898,1.0240302
2013-03-21,1.0238175,1.0235595,1.0257227,1.023067,1.0246938,1.0235298,1.0253773
2013-03-22,1.024057,1.0244486,1.0243411,1.0252758,1.0244361,1.0244426,1.0251648
2013-03-24,1.0243174,1.0228347,1.0241932,1.0234957,1.0235546,1.0234388,1.0242188
2013-03-25,1.0228279,1.0238755,1.0262498,1.0234381,1.0234525,1.0227339,1.0238832
2013-03-26,1.025255,1.0236957,1.023441,1.0229368,1.0241506,1.0240841,1.025087
2013-03-27,1.0240381,1.023174,1.0226262,1.0247232,1.0241001,1.0234735,1.0238538
2013-03-28,1.0226111,1.0238715,1.0253712,1.0248507,1.0241675,1.0245721,1.0248702
2013-03-31,1.0242797,1.0256171,1.0239674,1.0232921,1.0246955,1.0246909,1.0235555
2013-04-01,1.0236309,1.0242575,1.0241961,1.0256977,1.023477,1.024775,1.0238501
2013-04-02,1.0248412,1.0241568,1.0238739,1.0225872,1.0230236,1.0236207,1.0246172
2013-04-03,1.0230479,1.024305,1.022969,1.0225996,1.0232669,1.0233682,1.0235306
2013-04-04,1.0237384,1.0242486,1.0251172,1.024044,1.0248456,1.0239149,1.0232599
2013-04-05,1.0244063,1.0241693,1.022415,1.0235851,1.0232127,1.0234157,1.0235151
2013-04-07,1.0240619,1.0230492,1.0231915,1.0241852,1.0245209,1.0238936,1.0233198
2013-04-08,1.0232675,1.0240304,1.0239153,1.0235963,1.0236018,1.0238919,1.0223353
2013-04-09,1.0235894,1.0235392,1.0243446,1.0234059,1.0230634,1.0225801,1.0219885
2013-04-10,1.0235202,1.0236561,1.0230788,1.0239178,1.0239203,1.0213668,1.0219008
2013-04-11,1.0245014,1.0241445,1.0229733,1.0237186,1.022442,1.0213042,1.0217564
2013-04-12,1.0227988,1.0228927,1.0239031,1.0223033,1.0218283,1.0221541,1.0218225
2013-04-14,1.022906,1.0226128,1.0222557,1.022001,1.0207335,1.0209085,1.0208602
2013-04-15,1.0223101,1.0224254,1.0221422,1.0208764,1.0213809,1.0206836,1.0208083
2013-04-16,1.0222324,1.021041,1.0233765,1.0204494,1.0223632,1.0220512,1.0207791
2013-04-17,1.0215154,1.0207772,1.0210807,1.0225955,1.0218017,1.0218108,1.0220332
2013-04-18,1.0208001,1.0231895,1.0194187,1.0214031,1.023196,1.022935,1.0208136
2013-04-19,1.0214076,1.0230453,1.0211205,1.0206627,1.0213355,1.020904,1.0219827
2013-04-21,1.0213323,1.0214634,1.0212841,1.019815,1.0210438,1.020189,1.0217569
2013-04-22,1.021823,1.0215633,1.0209796,1.0241714,1.0221977,1.0226153,1.0217361
2013-04-23,1.021261,1.0228617,1.0216839,1.0233716,1.0217793,1.0212904,1.0211985
2013-04-24,1.0222371,1.0221833,1.0220367,1.0205063,1.0211872,1.0213134,1.0182939
2013-04-25,1.0224825,1.0219617,1.0211922,1.0216237,1.020134,1.0187253,1.0173894
2013-04-26,1.0219961,1.022043,1.0215294,1.0206271,1.0199325,1.017527,1.0194798
2013-04-28,1.0216633,1.0221896,1.021211,1.019989,1.0180286,1.0189384,1.0190519
2013-04-29,1.0193993,1.019967,1.0190414,1.0185173,1.0176582,1.018688,1.0165415
2013-04-30,1.0230666,1.0188936,1.0172713,1.0218014,1.01789,1.0184457,1.0170625
2013-05-01,1.0182918,1.0186355,1.0172693,1.0165554,1.0194749,1.0193309,1.0156035
2013-05-02,1.0178468,1.0153108,1.018267,1.0177195,1.0175898,1.0149393,1.0151317
2013-05-03,1.0170177,1.0164065,1.0182203,1.0178788,1.0176821,1.0167092,1.0156465
2013-05-05,1.0180902,1.0189285,1.0221329,1.0156072,1.0154963,1.0172485,1.0174016
2013-05-06,1.0161989,1.0146322,1.0191674,1.0172479,1.0149958,1.0157833,1.0148661
2013-05-07,1.014722,1.0179255,1.0149704,1.0148362,1.0147089,1.015883,1.0149168
2013-05-08,1.0178385,1.0152918,1.0168128,1.0180107,1.0148833,1.0153174,1.0161349
2013-05-09,1.0139964,1.0147827,1.0172294,1.0157416,1.0143147,1.014843,1.0130408
2013-05-10,1.0166351,1.0154196,1.015039,1.0141586,1.0140057,1.0142004,1.0140055
2013-05-12,1.0155783,1.0160031,1.0138983,1.0139877,1.0148883,1.0154752,1.0172176
2013-05-13,1.0163853,1.0158616,1.014655,1.0146444,1.0144753,1.0139699,1.0149989
2013-05-14,1.0145028,1.0144261,1.0147636,1.0139854,1.0162202,1.0145798,1.0157185
2013-05-15,1.0142889,1.0152516,1.0142984,1.0149322,1.017756,1.0165702,1.0158356
2013-05-16,1.0140941,1.0141425,1.0161278,1.0162599,1.0160086,1.0147865,1.0157452
2013-05-17,1.015079,1.0133345,1.0149938,1.0152279,1.0170839,1.0163442,1.0164917
2013-05-19,1.0155344,1.0149752,1.0149962,1.0159795,1.0152041,1.0163627,1.0166808
2013-05-20,1.0159043,1.0164442,1.0150291,1.0161488,1.0165174,1.0163267,1.0181458
2013-05-21,1.0157609,1.0141773,1.0159357,1.0161054,1.0179276,1.0182848,1.0198717
2013-05-22,1.016883,1.0153106,1.0180949,1.0167629,1.0179324,1.0199434,1.0210372
2013-05-23,1.0142567,1.0166521,1.0179659,1.0191638,1.0185992,1.0215524,1.0198905
2013-05-24,1.0153017,1.0173626,1.017885,1.0181639,1.020905,1.0217686,1.0216957
2013-05-26,1.0170856,1.0181803,1.0197215,1.0205637,1.0210431,1.0205557,1.0215838
2013-05-27,1.0181855,1.0178834,1.0206976,1.0204976,1.0205101,1.0204152,1.0209299
2013-05-28,1.0188584,1.0207514,1.0211526,1.0207392,1.0211549,1.0209846,1.0206583
2013-05-29,1.021317,1.0217004,1.020851,1.0209603,1.021234,1.0214335,1.0215235
2013-05-30,1.0210111,1.0214937,1.0211906,1.0202668,1.0204195,1.0202737,1.0210688
2013-05-31,1.0206933,1.0205374,1.0207667,1.0216613,1.0212882,1.020228,1.0197959
2013-06-02,1.0212755,1.020562,1.0212356,1.0211126,1.0211791,1.0220603,1.0207256
2013-06-03,1.0216244,1.0205094,1.0208539,1.0210545,1.0212407,1.022689,1.024463
2013-06-04,1.0201969,1.0207698,1.0212848,1.0214204,1.0207524,1.0233788,1.0236801
2013-06-05,1.0199128,1.020981,1.0208466,1.0206772,1.0240048,1.0230128,1.0248673
2013-06-06,1.0214612,1.0205123,1.0213703,1.0230643,1.0231798,1.0240237,1.0242403
2013-06-07,1.0218198,1.0212163,1.0252252,1.0226347,1.0233839,1.0241095,1.021389
2013-06-09,1.0202262,1.024446,1.0226581,1.023546,1.0239755,1.0241057,1.0231676
2013-06-10,1.023851,1.0233867,1.0232065,1.0233767,1.0223575,1.0219727,1.0237305
2013-06-11,1.0238824,1.0236838,1.0251381,1.0243741,1.0253024,1.0235405,1.0247514
2013-06-12,1.0226637,1.0239806,1.0216632,1.0229303,1.0246897,1.0238544,1.0226362
2013-06-13,1.0238543,1.0223047,1.025466,1.0224552,1.0232857,1.0217736,1.0208076
2013-06-14,1.0236415,1.0222722,1.0223409,1.0236628,1.0221609,1.022239,1.02248
2013-06-16,1.0227705,1.0236814,1.024136,1.0229023,1.02422,1.0208857,1.0250251
2013-06-17,1.0244008,1.0257041,1.0245616,1.0243559,1.02631,1.025722,1.0276877
2013-06-18,1.0241721,1.0229023,1.0239325,1.0220736,1.0253693,1.0264256,1.0263026
2013-06-19,1.0243897,1.0236026,1.0241165,1.0259322,1.0246862,1.0263026,1.0289013
2013-06-20,1.0232766,1.0233518,1.0260911,1.0276392,1.0266502,1.0295522,1.0312865
2013-06-21,1.0241928,1.0229656,1.0288272,1.0277014,1.0272025,1.0307446,1.0309292
2013-06-23,1.0273921,1.0263385,1.0267401,1.0291022,1.0301907,1.0312098,1.0324517
2013-06-24,1.0245156,1.0270108,1.0285535,1.0291414,1.0313432,1.0297065,1.0327492
2013-06-25,1.0278252,1.0289311,1.0293312,1.0277004,1.0326668,1.0314937,1.0321465
2013-06-26,1.0281506,1.0305829,1.0255758,1.0273266,1.0291362,1.032163,1.0329447
2013-06-27,1.0311065,1.03476,1.0308753,1.0308105,1.0331172,1.0343552,1.0345356
2013-06-28,1.0234709,1.0356988,1.0310116,1.0311408,1.0318742,1.0314778,1.033936
2013-06-30,1.033087,1.0282559,1.0275044,1.0328298,1.0314633,1.0353638,1.0335655
2013-07-01,1.0306377,1.0304883,1.0348914,1.0358895,1.0314827,1.0316722,1.0332727
2013-07-02,1.0335846,1.0341452,1.0348879,1.0332599,1.0343626,1.0342338,1.0349002
2013-07-03,1.0351055,1.036057,1.0328302,1.0336431,1.0343822,1.0354822,1.0358069
2013-07-04,1.0318699,1.0327299,1.0352559,1.0331969,1.035938,1.034894,1.0365268
2013-07-05,1.0347224,1.0325843,1.0350682,1.0346076,1.0358417,1.036361,1.0368361
2013-07-07,1.033624,1.0347754,1.034172,1.035862,1.0370053,1.0359848,1.0371279
2013-07-08,1.0339693,1.0341299,1.0355347,1.0350821,1.0354455,1.0364037,1.0359298
2013-07-09,1.0342698,1.0350047,1.0354887,1.0370728,1.0369707,1.0365262,1.038044
2013-07-10,1.0351614,1.0364101,1.035419,1.037099,1.0373987,1.0371933,1.0389888
2013-07-11,1.0370197,1.0358287,1.0361853,1.037101,1.0380019,1.0395148,1.0404963
2013-07-12,1.0361725,1.036678,1.0382229,1.0379459,1.0393032,1.0404985,1.0403931
2013-07-14,1.0364231,1.0360037,1.0371038,1.0388389,1.041057,1.0413697,1.0401403
2013-07-15,1.0381113,1.0378016,1.0396677,1.0419371,1.0406647,1.040143,1.0398521
2013-07-16,1.0395496,1.0390592,1.0397154,1.0396131,1.0417645,1.0392224,1.0402198
2013-07-17,1.0385289,1.0395558,1.0390159,1.040945,1.0424061,1.0403303,1.0401056
2013-07-18,1.039169,1.0401222,1.0392166,1.042067,1.0405672,1.0409329,1.0397156
2013-07-19,1.0421689,1.0403823,1.0400908,1.0416673,1.0411271,1.0405139,1.0396149
2013-07-21,1.0411828,1.0408236,1.0386239,1.0402913,1.0399151,1.041525,1.0403225
2013-07-22,1.0405586,1.0422492,1.0381609,1.0420314,1.0419458,1.0429244,1.0405294
2013-07-23,1.0395324,1.039576,1.0402116,1.0418996,1.0403423,1.0396742,1.0401695
2013-07-24,1.0400348,1.0408261,1.0393434,1.0393157,1.0396788,1.0415002,1.0407548
2013-07-25,1.0391083,1.0427719,1.0403534,1.0431337,1.0423434,1.0402622,1.0405163
2013-07-26,1.0416148,1.0414567,1.0399907,1.0405064,1.0398154,1.0393345,1.0408417
2013-07-28,1.0406196,1.0413,1.0400974,1.0428635,1.0390229,1.0387076,1.0405991
2013-07-29,1.0389931,1.0394785,1.0382336,1.0418518,1.0390548,1.0396096,1.0417591
2013-07-30,1.0407017,1.0394588,1.0401285,1.0391529,1.0417101,1.040895,1.0400943
2013-07-31,1.0396025,1.0410562,1.0394247,1.0415639,1.0420344,1.0402497,1.0382218
2013-08-01,1.0407828,1.0410848,1.0403941,1.0389769,1.0407907,1.0395651,1.0391409
2013-08-02,1.0401287,1.0420027,1.0415727,1.0423708,1.0373564,1.0385091,1.0405523
2013-08-04,1.0392612,1.0398092,1.0404403,1.0403731,1.0381452,1.0387816,1.0402004
2013-08-05,1.0395608,1.0403346,1.0377017,1.039649,1.0381322,1.0389001,1.0380299
2013-08-06,1.0391581,1.0410209,1.0369512,1.0394588,1.0376077,1.041032,1.0385163
2013-08-07,1.0387926,1.0400338,1.039334,1.0386553,1.0395452,1.0384088,1.0387295
2013-08-08,1.0398713,1.039094,1.0383083,1.0392684,1.0390937,1.0384235,1.035912
2013-08-09,1.0400908,1.0388696,1.0388153,1.0376098,1.0367715,1.037358,1.0385782
2013-08-11,1.0385876,1.0368739,1.0367175,1.0348359,1.0382068,1.0382614,1.0361677
2013-08-12,1.0381536,1.0391574,1.0354897,1.037151,1.0369011,1.0373948,1.0368736
2013-08-13,1.0376794,1.0366031,1.0385371,1.0382347,1.0366952,1.0378476,1.0366135
2013-08-14,1.0380578,1.0368981,1.0357178,1.0366454,1.0365591,1.0353074,1.0347383
2013-08-15,1.0397682,1.0376724,1.03582,1.0350605,1.0360565,1.0366682,1.0346175
2013-08-16,1.0338527,1.0382297,1.0361022,1.0353853,1.0350443,1.0353458,1.0355613
2013-08-18,1.0363747,1.0369974,1.035462,1.0351179,1.0350584,1.0353699,1.0358095
2013-08-19,1.0367686,1.0362337,1.0341794,1.0346252,1.0352056,1.034132,1.0345905
2013-08-20,1.035507,1.035532,1.0362813,1.0350876,1.0330309,1.0336498,1.035945
2013-08-21,1.0347521,1.0348498,1.0349416,1.0369079,1.0344013,1.0349718,1.0337234
2013-08-22,1.0360025,1.0376263,1.0356925,1.036334,1.0356978,1.0341407,1.034714
2013-08-23,1.0347848,1.0336403,1.0338354,1.0358803,1.0342889,1.0312182,1.0346832
2013-08-25,1.0342274,1.0347232,1.0348612,1.0342138,1.0329555,1.0353365,1.0348141
2013-08-26,1.0342684,1.0374615,1.0348816,1.0339261,1.031977,1.0343517,1.0342584
2013-08-27,1.0344688,1.0338888,1.0337185,1.0373043,1.0361161,1.0345993,1.0348843
2013-08-28,1.0360729,1.0368315,1.0342796,1.0353358,1.0358857,1.0359442,1.0343523
2013-08-29,1.0340366,1.0329896,1.0340568,1.0350956,1.0357552,1.0363668,1.035173
2013-08-30,1.033235,1.035347,1.0355465,1.0338564,1.0343359,1.0361853,1.036639
2013-09-01,1.0352744,1.0342236,1.0358272,1.0343764,1.0366821,1.0370148,1.0365177
2013-09-02,1.0348783,1.0351471,1.0349431,1.035984,1.0364974,1.03763,1.0372664
2013-09-03,1.0353745,1.0349338,1.0363171,1.0360143,1.0394518,1.0380824,1.0388114
2013-09-04,1.0340836,1.035849,1.0373082,1.037337,1.0390031,1.0376215,1.0380738
2013-09-05,1.0370358,1.0373021,1.0386189,1.0390544,1.0382808,1.0370519,1.0383506
2013-09-06,1.036149,1.0369408,1.0369873,1.0384197,1.0383981,1.0383495,1.0377829
2013-09-08,1.0387905,1.0396924,1.0387434,1.0397162,1.040608,1.038314,1.0385185
2013-09-09,1.0380844,1.0385247,1.0368345,1.0385653,1.0381227,1.0383369,1.037582
2013-09-10,1.0385532,1.0382192,1.0384817,1.0387893,1.0386993,1.041573,1.0382035
2013-09-11,1.0375133,1.0387595,1.0392871,1.0382729,1.0381535,1.0397371,1.0375125
2013-09-12,1.0403241,1.0365694,1.0375977,1.0387172,1.0386161,1.0372815,1.0373735
2013-09-13,1.039752,1.0383936,1.038681,1.0382458,1.0396138,1.0378184,1.0366633
2013-09-15,1.0386884,1.040901,1.0394636,1.037089,1.0375807,1.0377269,1.0359635
2013-09-16,1.0367801,1.0399466,1.0363886,1.0377228,1.0374737,1.0360463,1.0348045
2013-09-17,1.0396404,1.0397003,1.0376219,1.0368874,1.0365062,1.0351065,1.0358062
2013-09-18,1.0360715,1.0377384,1.0375258,1.03599,1.0364119,1.0349602,1.0369452
2013-09-19,1.0381746,1.0371449,1.0361856,1.0335995,1.035675,1.0356752,1.0375547
2013-09-20,1.0369732,1.0372155,1.0368178,1.0348885,1.0352905,1.0346062,1.0356481
2013-09-22,1.0362184,1.0357294,1.0360044,1.0359646,1.0356184,1.0358603,1.0357435
2013-09-23,1.0338889,1.0353637,1.0362308,1.0348202,1.0352367,1.0342071,1.0367891
2013-09-24,1.0345747,1.0354118,1.03666,1.0349741,1.0353913,1.0344136,1.0358983
2013-09-25,1.0349061,1.03433,1.033932,1.036123,1.0354075,1.035913,1.0357924
2013-09-26,1.0353425,1.0356154,1.035503,1.0348139,1.0354282,1.036276,1.0348601
2013-09-27,1.0355016,1.0354402,1.0354536,1.0348858,1.0341905,1.0345787,1.0352657
2013-09-29,1.0342244,1.0340331,1.0352347,1.0360409,1.0335531,1.0343108,1.032124
2013-09-30,1.0365721,1.0351421,1.0351948,1.0346429,1.0363438,1.0341474,1.0331627
2013-10-01,1.0353916,1.0344791,1.0349386,1.0364181,1.0320101,1.0349817,1.0326827
2013-10-02,1.0387447,1.0355446,1.0319147,1.0337952,1.0362377,1.0325098,1.0334033
2013-10-03,1.0363598,1.0352511,1.0351789,1.0334172,1.0342654,1.0328392,1.0317439
2013-10-04,1.0345519,1.0353425,1.0325887,1.0325532,1.032603,1.0326645,1.0330251
2013-10-06,1.0369256,1.033628,1.031385,1.0304526,1.0326997,1.0321817,1.0323968
2013-10-07,1.0324122,1.0332961,1.0331513,1.0326501,1.0329931,1.0331991,1.0319886
2013-10-08,1.0308506,1.0350354,1.0299792,1.0324636,1.0327363,1.0326451,1.0333033
2013-10-09,1.0353374,1.0321661,1.0322222,1.0333787,1.0325644,1.0332612,1.0324667
2013-10-10,1.0337024,1.0318192,1.0322905,1.0315533,1.0321873,1.0333703,1.0316553
2013-10-11,1.0325494,1.0327015,1.0312285,1.0328492,1.0326371,1.0323913,1.0329189
2013-10-13,1.0333898,1.032339,1.0329871,1.0327408,1.0323409,1.0327022,1.0328774
2013-10-14,1.0322475,1.0314173,1.0315747,1.0321461,1.0317603,1.0325029,1.0317595
2013-10-15,1.0324335,1.0320618,1.0324222,1.0332412,1.0321689,1.0335488,1.0323331
2013-10-16,1.0325038,1.0303831,1.0322108,1.0296179,1.0323255,1.030494,1.0314376
2013-10-17,1.0331221,1.0333465,1.0322018,1.0317209,1.0305212,1.0322889,1.0324501
2013-10-18,1.0319915,1.0327537,1.0307524,1.030807,1.0315974,1.0320694,1.0300136
2013-10-20,1.0313462,1.0337622,1.0309815,1.0310506,1.0302484,1.0310578,1.0313586
2013-10-21,1.0321705,1.0318648,1.0328743,1.0307267,1.0303476,1.0317404,1.0302951
2013-10-22,1.0308049,1.0326815,1.0319262,1.0315688,1.031173,1.0307403,1.0329561
