,AUDJPY,AUDJPY,AUDJPY,AUDJPY,AUDJPY,AUDJPY,AUDJPY
2017-08-24,87.71774,87.78155,87.793465,87.74731,87.603615,87.58005,87.31546
2017-08-25,87.742035,87.74957,87.70241,87.639565,87.517136,87.27075,87.29819
2017-08-27,87.71753,87.68195,87.64493,87.54164,87.289276,87.33356,87.253204
2017-08-28,87.742256,87.66936,87.5029,87.29768,87.26458,87.310104,87.25159
2017-08-29,87.63124,87.56566,87.29865,87.26023,87.33455,87.283485,87.27803
2017-08-30,87.57612,87.359924,87.3027,87.274925,87.273155,87.306725,87.23588
2017-08-31,87.30425,87.286354,87.3286,87.32041,87.26602,87.17766,87.14876
2017-09-01,87.29251,87.33509,87.22438,87.27226,87.201065,87.09592,87.10841
2017-09-03,87.28365,87.26206,87.21807,87.178474,87.15194,87.109985,87.07442
2017-09-04,87.323944,87.287994,87.18952,87.150116,87.08199,87.10711,87.12806
2017-09-05,87.31307,87.17359,87.1261,87.102745,87.12904,87.096504,87.06054
2017-09-06,87.24962,87.16581,87.110344,87.09278,87.094315,87.09887,87.0452
2017-09-07,87.132484,87.103745,87.1498,87.090775,87.08153,87.092926,87.10651
2017-09-08,87.17471,87.05917,86.938065,87.09085,87.10503,87.08652,87.08129
2017-09-10,87.1736,87.06941,87.07203,87.09093,87.05802,87.07976,87.08651
2017-09-11,87.08893,87.04023,87.155205,87.091034,87.067314,87.1067,87.0907
2017-09-12,87.09843,87.06499,87.08873,87.09112,87.079765,87.09841,87.096855
2017-09-13,87.095184,87.12388,87.09876,87.09121,87.07527,87.092964,87.07114
2017-09-14,87.09047,87.09713,87.08873,87.091286,87.09461,87.08657,87.10602
2017-09-15,87.08467,87.09299,87.09878,87.09137,87.08411,87.07985,87.08151
2017-09-17,87.08092,87.08952,87.08874,87.091446,87.100266,87.10683,87.097694
2017-09-18,87.07851,87.08381,87.09878,87.091515,87.09182,87.1543,87.12697
2017-09-19,87.10224,87.082016,87.088745,87.09159,87.09174,87.153435,87.184784
2017-09-20,87.0976,87.07776,87.09878,87.09124,87.12057,87.170784,87.15973
2017-09-21,87.09458,87.10416,87.10448,87.13964,87.2019,87.24388,87.29978
2017-09-22,87.09015,87.116356,87.13947,87.1864,87.20404,87.28404,87.316734
2017-09-24,87.10211,87.15467,87.15535,87.179344,87.23794,87.32358,87.37897
2017-09-25,87.15186,87.146416,87.232086,87.228004,87.338974,87.37148,87.4333
2017-09-26,87.17261,87.18978,87.213394,87.279335,87.36205,87.372154,87.53859
2017-09-27,87.20889,87.2698,87.32457,87.339745,87.43822,87.521965,87.61036
2017-09-28,87.264915,87.32222,87.38478,87.40453,87.55919,87.57091,88.09804
2017-09-29,87.317444,87.35036,87.38657,87.55673,87.593,88.18519,88.16994
2017-10-01,87.38131,87.3871,87.538704,87.58307,88.15636,88.14053,88.20105
2017-10-02,87.40847,87.49426,87.60419,88.09109,88.217125,88.23789,88.211494
2017-10-03,87.557755,87.549194,88.11235,88.239525,88.146416,88.22039,88.11198
2017-10-04,87.60731,88.1623,88.24221,88.20007,88.1738,88.1766,88.23825
2017-10-05,88.218094,88.171585,88.1407,88.20827,88.19767,88.223335,88.187675
2017-10-06,88.16496,88.13895,88.267685,88.21997,88.20127,88.265274,88.23171
2017-10-08,88.18375,88.1867,88.15952,88.203186,88.20961,88.22001,88.22505
2017-10-09,88.15876,88.25262,88.204315,88.17663,88.229706,88.21982,88.16724
2017-10-10,88.20343,88.154495,88.2307,88.20476,88.23577,88.22241,88.21543
2017-10-11,88.1762,88.19463,88.14332,88.21943,88.21154,88.20087,88.22135
2017-10-12,88.23018,88.233604,88.224045,88.15339,88.22885,88.1996,88.18848
2017-10-13,88.226845,88.23409,88.21669,88.24532,88.20485,88.21693,88.19486
2017-10-15,88.22454,88.21671,88.20948,88.23549,88.23301,88.1963,88.25617
2017-10-16,88.24343,88.26572,88.19917,88.20713,88.251816,88.23007,88.27518
2017-10-17,88.22351,88.17684,88.20294,88.233116,88.232025,88.24652,88.30628
2017-10-18,88.21207,88.261475,88.21701,88.25304,88.26191,88.30761,88.34168
2017-10-19,88.235016,88.221794,88.259445,88.26355,88.29314,88.31807,88.35227
2017-10-20,88.22407,88.22512,88.273285,88.275635,88.319435,88.37303,88.340775
2017-10-22,88.243546,88.25104,88.30825,88.341705,88.36545,88.392075,88.352646
2017-10-23,88.24948,88.30227,88.31814,88.34618,88.38637,88.306885,88.34039
2017-10-24,88.27265,88.33507,88.361145,88.36973,88.36913,88.37656,88.29818
2017-10-25,88.298935,88.4078,88.38853,88.33181,88.34714,88.29306,88.25844
2017-10-26,88.35646,88.33807,88.360886,88.346405,88.29344,88.28392,88.21794
2017-10-27,88.3562,88.302986,88.34886,88.271225,88.26327,88.24059,88.21342
2017-10-29,88.33438,88.319374,88.290535,88.262276,88.18176,88.220345,88.19687
2017-10-30,88.336586,88.303665,88.26179,88.18162,88.23963,88.221985,88.04337
2017-10-31,88.296234,88.24685,88.242165,88.19133,88.18897,88.08043,88.01572
2017-11-01,88.24797,88.17961,88.21088,88.13213,88.02933,88.00387,87.98773
2017-11-02,88.23011,88.202614,88.190575,88.077515,87.98393,88.00355,87.92148
2017-11-03,88.23315,88.18263,88.02049,88.08319,88.01503,87.96841,87.8968
2017-11-05,88.20082,88.02971,88.006805,87.99255,87.917,87.89897,87.82576
2017-11-06,88.07266,88.04938,88.017,87.96279,87.88293,87.84957,87.696884
2017-11-07,88.02758,87.985756,87.968025,87.86479,87.78141,87.783745,87.6417
2017-11-08,88.01248,87.96759,87.897514,87.83878,87.704544,87.67434,87.53358
2017-11-09,87.98066,87.89886,87.82871,87.69801,87.68785,87.50491,87.538765
