,CADCHF,CADCHF,CADCHF,CADCHF,CADCHF,CADCHF,CADCHF
2012-11-18,0.9459982,0.94355047,0.9439953,0.942737,0.94388103,0.9429586,0.94419026
2012-11-19,0.94469005,0.94423926,0.94414544,0.94376016,0.9431464,0.9426743,0.94385374
2012-11-20,0.94381034,0.9468006,0.9434806,0.94347847,0.94174886,0.9420668,0.9427394
2012-11-21,0.94399196,0.94194615,0.94348776,0.9429604,0.9448509,0.9430655,0.9405142
2012-11-22,0.94179404,0.9430385,0.94197315,0.94176954,0.9393779,0.9414774,0.93890977
2012-11-23,0.94259024,0.93911177,0.94256526,0.9394319,0.93982184,0.93887234,0.93920517
2012-11-25,0.9432121,0.9423661,0.9404247,0.9428148,0.9415204,0.94058985,0.94027877
2012-11-26,0.94008064,0.94073915,0.9389587,0.941276,0.9400211,0.93861073,0.9376733
2012-11-27,0.9418378,0.939613,0.9406929,0.9394151,0.94006383,0.9402924,0.9397217
2012-11-28,0.94016755,0.9401809,0.9390765,0.93881613,0.93837696,0.93797123,0.9386728
2012-11-29,0.9411162,0.9387203,0.9411223,0.93808967,0.9390357,0.93853074,0.9378752
2012-11-30,0.94044983,0.9388061,0.9389677,0.93945915,0.9381792,0.9388054,0.93857193
2012-12-02,0.9398497,0.93890613,0.93848675,0.9385613,0.9394584,0.937157,0.9382112
2012-12-03,0.9380967,0.9395238,0.9385399,0.93969,0.94059575,0.93753123,0.93888056
2012-12-04,0.94047344,0.9362289,0.9364684,0.9378272,0.93775654,0.9395352,0.93761474
2012-12-05,0.9399375,0.9392065,0.9391042,0.93972826,0.93838215,0.9401523,0.9432393
2012-12-06,0.9429601,0.94016767,0.94038,0.9435191,0.9378582,0.9424039,0.94143087
2012-12-07,0.93687934,0.93962574,0.9377729,0.93955505,0.9423951,0.94426703,0.9429786
2012-12-09,0.9425452,0.9412786,0.9389025,0.9406029,0.94322026,0.9419484,0.9421691
2012-12-10,0.9407891,0.93880576,0.9407435,0.93998414,0.9414334,0.94124854,0.9416862
2012-12-11,0.9401659,0.94189453,0.9400701,0.9442262,0.94211304,0.9416135,0.9434963
2012-12-12,0.94050205,0.9414922,0.94125473,0.94155586,0.94248855,0.9421009,0.94192964
2012-12-13,0.9407857,0.9421691,0.94193846,0.9422038,0.94283515,0.9427627,0.9398109
2012-12-14,0.94351125,0.9443091,0.94305897,0.9448358,0.94097126,0.9404315,0.9407576
2012-12-16,0.9438919,0.94394267,0.9408581,0.94453543,0.942695,0.94041985,0.9403576
2012-12-17,0.94212765,0.94190305,0.9415527,0.94098103,0.93871343,0.93909776,0.9388672
2012-12-18,0.94301796,0.94247484,0.94180524,0.93946946,0.94027364,0.93832946,0.93572474
2012-12-19,0.94228053,0.9404383,0.94024396,0.939227,0.9393109,0.93789315,0.93665683
2012-12-20,0.9409014,0.9398346,0.9383836,0.9364913,0.9358084,0.93759006,0.93697995
2012-12-21,0.9396621,0.9386327,0.9370637,0.9367168,0.9372145,0.9348125,0.9351244
2012-12-23,0.93895715,0.9369457,0.93662447,0.9379132,0.93598306,0.93533593,0.9343673
2012-12-24,0.937879,0.93625927,0.93717,0.9345751,0.93515897,0.93443775,0.9331374
2012-12-26,0.93667185,0.93641955,0.93552566,0.9353578,0.9354513,0.9362944,0.9344909
2012-12-27,0.9334186,0.9336089,0.93387455,0.93499076,0.9327524,0.9351711,0.9343096
2012-12-28,0.9362277,0.9364366,0.9358379,0.9349671,0.93668103,0.9351645,0.93389904
2012-12-30,0.9365506,0.93539935,0.93257725,0.934958,0.9328374,0.9341004,0.93296725
2012-12-31,0.93757206,0.9357873,0.93697804,0.93548054,0.9337748,0.9345499,0.93450344
2013-01-02,0.93129677,0.9332639,0.93365633,0.9310136,0.93269086,0.9331322,0.9346863
2013-01-03,0.933576,0.9323307,0.9309311,0.9322523,0.9297556,0.93181264,0.9325607
2013-01-04,0.9342074,0.9357892,0.93500996,0.93501264,0.9325952,0.9342038,0.9334167
2013-01-06,0.9322096,0.93341076,0.93248546,0.93370587,0.935104,0.93502647,0.93288696
2013-01-07,0.93481386,0.9339063,0.9343955,0.9330206,0.9345781,0.9339017,0.933651
2013-01-08,0.93537915,0.9350706,0.93621194,0.93612397,0.9322493,0.9336093,0.93422896
2013-01-09,0.9364455,0.93618715,0.9349344,0.9339977,0.93339825,0.93234223,0.9333845
2013-01-10,0.93428296,0.93249667,0.93316036,0.9325286,0.9326142,0.9320177,0.93283725
2013-01-11,0.9340369,0.9334581,0.93131196,0.93219507,0.9321299,0.93337977,0.93205035
2013-01-13,0.93320364,0.93266153,0.9331812,0.9317967,0.93364334,0.93261117,0.9333042
2013-01-14,0.93424714,0.93262714,0.93200964,0.9325355,0.932269,0.93201786,0.93387926
2013-01-15,0.9319696,0.9328315,0.9331118,0.93352276,0.93428516,0.93393975,0.93620265
2013-01-16,0.9320544,0.9325287,0.9326889,0.9337041,0.93532133,0.93467426,0.93524885
2013-01-17,0.93218595,0.9333085,0.9334725,0.9344891,0.9339929,0.9355022,0.9355453
2013-01-18,0.932337,0.933428,0.93392336,0.9333454,0.93501174,0.93544245,0.934463
2013-01-20,0.93373454,0.93392116,0.93528783,0.9360552,0.9356408,0.93330574,0.9331199
2013-01-21,0.93385375,0.93473375,0.9349294,0.9348899,0.93341947,0.9326319,0.9319913
2013-01-22,0.9347204,0.9352081,0.93476593,0.9330274,0.9331651,0.9318223,0.9314029
2013-01-23,0.93424076,0.93551457,0.9334244,0.9323683,0.9322916,0.9311082,0.9309978
2013-01-24,0.93383884,0.932541,0.9316532,0.9328263,0.9310733,0.9320345,0.92960036
2013-01-25,0.93499386,0.9335796,0.9322784,0.9324859,0.92847896,0.9310851,0.9310625
2013-01-27,0.9308871,0.9312209,0.9306898,0.93078476,0.93014634,0.92876416,0.92710996
2013-01-28,0.9331466,0.93230295,0.93103296,0.93026936,0.93236095,0.9280883,0.9288933
2013-01-29,0.93103313,0.9305014,0.92970085,0.9298481,0.92903113,0.92908293,0.92842877
2013-01-30,0.93039477,0.9299807,0.9278062,0.9266991,0.9275733,0.93007827,0.92719114
2013-01-31,0.92760795,0.9278424,0.9268977,0.9279705,0.92565334,0.92693985,0.92031366
2013-02-01,0.9296442,0.9255036,0.92509174,0.92469704,0.92818177,0.9241537,0.93005574
2013-02-03,0.9273262,0.9267064,0.9262358,0.926849,0.92658234,0.9267727,0.9306504
2013-02-04,0.9273,0.92787755,0.9256497,0.92783487,0.92502177,0.92770934,0.92650485
2013-02-05,0.9274782,0.92890483,0.9283538,0.92961323,0.9285157,0.92935044,0.927494
2013-02-06,0.9293102,0.92682964,0.9291272,0.92829216,0.92900157,0.92875826,0.9295513
2013-02-07,0.92772025,0.927029,0.9235244,0.92604697,0.92524785,0.9276226,0.92720515
2013-02-08,0.92828333,0.9290465,0.92836404,0.9273306,0.9272911,0.9279269,0.92966753
2013-02-10,0.92662776,0.9269629,0.9271703,0.9275833,0.9270629,0.9280794,0.9257879
2013-02-11,0.9261174,0.9288906,0.92754674,0.9270408,0.9270644,0.9275421,0.9208141
2013-02-12,0.9285663,0.9255719,0.9240442,0.9294724,0.9278161,0.92113584,0.91866374
2013-02-13,0.9256701,0.92838496,0.92875546,0.9284014,0.9220247,0.9197619,0.9196015
2013-02-14,0.9288335,0.92560583,0.92708707,0.92093635,0.9211935,0.9203738,0.91890633
2013-02-15,0.93003607,0.9247838,0.9203638,0.9185224,0.91967785,0.9197082,0.9188293
2013-02-17,0.92151934,0.9229488,0.9192496,0.9219781,0.9212895,0.92121273,0.9187839
2013-02-18,0.9237058,0.9226479,0.92048687,0.9194551,0.9201474,0.91756654,0.91762173
2013-02-19,0.9202049,0.92135715,0.9221883,0.91747683,0.9177135,0.919802,0.91533357
2013-02-20,0.9206748,0.91964626,0.9191363,0.9209194,0.918013,0.91841304,0.9149121
2013-02-21,0.9179323,0.9218962,0.91933626,0.9181855,0.9174185,0.91683555,0.915223
2013-02-22,0.9211589,0.91595083,0.91778713,0.9175035,0.91567373,0.91519564,0.9133723
2013-02-24,0.91930795,0.91780365,0.91830516,0.91542244,0.91593224,0.9157074,0.91408163
2013-02-25,0.91545,0.91589296,0.9161383,0.9157146,0.91508824,0.9167661,0.9127229
2013-02-26,0.9192921,0.91731274,0.9143577,0.91394305,0.91361904,0.9174521,0.91501987
2013-02-27,0.91518575,0.9162152,0.91489017,0.91568696,0.9134412,0.912979,0.9150957
2013-02-28,0.9153311,0.9157818,0.9163877,0.91573536,0.9164774,0.9142842,0.91555953
2013-03-01,0.9139383,0.91467893,0.9154489,0.9143399,0.9163574,0.91372454,0.9122672
2013-03-03,0.9130286,0.91325897,0.9128939,0.9159583,0.9132617,0.913301,0.9139616
2013-03-04,0.91253555,0.9151125,0.9152502,0.91395354,0.913329,0.91323346,0.9150317
2013-03-05,0.91378605,0.9139966,0.9147397,0.9137463,0.9128522,0.9128718,0.9134061
2013-03-06,0.9138609,0.9144082,0.91371185,0.91450834,0.91381586,0.9134548,0.9143663
2013-03-07,0.91481864,0.91391885,0.9143285,0.912704,0.91389406,0.9141809,0.9122855
2013-03-08,0.91542846,0.9147278,0.9142019,0.9149112,0.91297096,0.9144555,0.9157871
2013-03-10,0.9147514,0.91359806,0.9144715,0.9135213,0.9154411,0.9138042,0.9140996
2013-03-11,0.9142903,0.9127299,0.91458285,0.91271967,0.9137325,0.91353166,0.9141636
2013-03-12,0.9129542,0.91546416,0.91361004,0.9146126,0.91337276,0.9139374,0.9143672
2013-03-13,0.91478825,0.9144125,0.91206574,0.9160451,0.91520983,0.9145584,0.9173529
2013-03-14,0.9135111,0.91324323,0.9153056,0.91497767,0.9141953,0.91521937,0.9151366
2013-03-15,0.9139745,0.9140036,0.91355646,0.91494,0.9141067,0.91506463,0.9167924
2013-03-17,0.9150536,0.91251206,0.9153925,0.91564643,0.9166118,0.9163538,0.91793245
2013-03-18,0.9146552,0.91529584,0.9149519,0.9152809,0.91640294,0.91693014,0.91596895
2013-03-19,0.91425866,0.9149306,0.91564906,0.91514915,0.91805625,0.91678107,0.91640973
2013-03-20,0.9160909,0.91503733,0.9157043,0.9162202,0.9171003,0.91602695,0.91617024
2013-03-21,0.91460896,0.91591644,0.9161708,0.91614157,0.91596967,0.91651237,0.91730905
2013-03-22,0.9159165,0.9153389,0.9166968,0.91594744,0.91699946,0.9174901,0.9186227
2013-03-24,0.91660774,0.91751456,0.91636425,0.91710323,0.9198267,0.9191719,0.9203093
2013-03-25,0.9179926,0.9175916,0.91738,0.9190507,0.9182441,0.9190285,0.91905767
2013-03-26,0.9158554,0.91786015,0.9162899,0.9183496,0.9189374,0.91981363,0.92001826
2013-03-27,0.9163828,0.9177782,0.91914296,0.9181928,0.91976637,0.92082363,0.92158157
2013-03-28,0.9161628,0.9182156,0.9186627,0.9186031,0.9213589,0.921293,0.920973
2013-03-31,0.918209,0.91846484,0.9200801,0.9212245,0.92204237,0.92160356,0.92216283
2013-04-01,0.91819906,0.9185641,0.9200042,0.9208238,0.9219281,0.92093253,0.92277294
2013-04-02,0.91796046,0.9223926,0.9209174,0.92334366,0.9225447,0.92223215,0.92227095
2013-04-03,0.9198185,0.92105913,0.92190677,0.92047,0.9221148,0.92225707,0.9212924
2013-04-04,0.9214468,0.9223041,0.92202985,0.92170656,0.9238326,0.9221512,0.92154986
2013-04-05,0.922254,0.92291796,0.9228574,0.9219669,0.92059803,0.9224844,0.9233329
2013-04-07,0.9228381,0.9214115,0.92174655,0.9214436,0.92127526,0.92209697,0.92238015
2013-04-08,0.9224191,0.92134285,0.9228626,0.92335564,0.9229324,0.92307323,0.9220971
2013-04-09,0.9229807,0.9232532,0.92349625,0.9236868,0.92222023,0.92317027,0.92310584
2013-04-10,0.92164904,0.92168194,0.92169297,0.9221171,0.92263454,0.9221139,0.92271835
2013-04-11,0.9223088,0.92305017,0.9226257,0.9225582,0.9230563,0.92213786,0.92338544
2013-04-12,0.9221367,0.9222942,0.92281353,0.9227687,0.92342055,0.92219913,0.92114866
2013-04-14,0.92277354,0.92243594,0.9231355,0.9231372,0.9232192,0.92340636,0.9235011
2013-04-15,0.9230579,0.9218742,0.92213756,0.9232684,0.92190105,0.922398,0.9220496
2013-04-16,0.92416847,0.92244756,0.9225652,0.92309755,0.9230757,0.92206585,0.9213735
2013-04-17,0.922901,0.9216583,0.92178667,0.9214112,0.9224297,0.9229251,0.9213906
2013-04-18,0.9214839,0.92140955,0.9211569,0.9220545,0.9212388,0.92210275,0.9215394
2013-04-19,0.92223644,0.9221721,0.92135733,0.92233247,0.9222995,0.9203937,0.92329234
2013-04-21,0.9223405,0.92161185,0.9231905,0.9228827,0.9212856,0.9214192,0.9215188
2013-04-22,0.9221851,0.92167795,0.9226615,0.92184436,0.9221493,0.9220991,0.92051196
2013-04-23,0.92145675,0.92178726,0.92223495,0.9213972,0.9205235,0.92137504,0.9212673
2013-04-24,0.9214221,0.9207963,0.92080474,0.92023015,0.9214005,0.92121106,0.921325
2013-04-25,0.9219116,0.9230305,0.92272747,0.92169344,0.92159015,0.92316884,0.9224039
2013-04-26,0.9199953,0.92086285,0.92141795,0.9217215,0.9226463,0.92255545,0.92107725
2013-04-28,0.92005265,0.9212837,0.92059165,0.92125535,0.9216553,0.92214763,0.9208192
2013-04-29,0.92184436,0.922297,0.9213459,0.9226101,0.92048025,0.9216511,0.92118406
2013-04-30,0.92135936,0.9211439,0.9223974,0.9216716,0.92047113,0.92083144,0.92153436
2013-05-01,0.92166615,0.9220604,0.9222946,0.91982806,0.9227321,0.921414,0.9211904
2013-05-02,0.92209625,0.92188793,0.92134,0.922109,0.92366076,0.921798,0.9238381
2013-05-03,0.92136943,0.92220247,0.9222356,0.9223709,0.9221185,0.9238254,0.9237413
2013-05-05,0.92234904,0.922734,0.92147934,0.9234053,0.9232755,0.923983,0.92329645
2013-05-06,0.9219552,0.9214977,0.9210982,0.9209244,0.92288035,0.92306167,0.92408466
2013-05-07,0.92162526,0.92303646,0.9228858,0.9243856,0.92351484,0.92495775,0.9234416
2013-05-08,0.92243516,0.9239954,0.9226669,0.9238765,0.9232747,0.9232873,0.92439723
2013-05-09,0.92420864,0.92418647,0.9241125,0.92286074,0.9237015,0.92361134,0.9229612
2013-05-10,0.92487574,0.9244343,0.92278516,0.9240596,0.9242321,0.92511046,0.92326856
2013-05-12,0.9242365,0.92265517,0.9245522,0.92314816,0.9214734,0.9223416,0.9234285
2013-05-13,0.9255378,0.9235187,0.9243569,0.9234459,0.922717,0.92534363,0.9244143
2013-05-14,0.924146,0.9234287,0.92331433,0.9244549,0.9232876,0.92377055,0.9225038
2013-05-15,0.92394763,0.923392,0.92389524,0.9244169,0.92389196,0.9238528,0.92475796
2013-05-16,0.9212848,0.9238091,0.9214514,0.9248537,0.92373145,0.9239842,0.9251932
2013-05-17,0.92436343,0.92239904,0.9236823,0.92442447,0.92503214,0.9253465,0.9247327
2013-05-19,0.92336875,0.9244032,0.9241743,0.9261528,0.92516667,0.92467916,0.92468697
2013-05-20,0.9229845,0.9220737,0.9231076,0.9245109,0.9261352,0.92612725,0.9261323
2013-05-21,0.9244065,0.9253043,0.9251365,0.92667097,0.9259135,0.9266668,0.92848504
2013-05-22,0.9238064,0.9247332,0.92592794,0.9267931,0.9264219,0.9283384,0.9299638
2013-05-23,0.9244382,0.92497873,0.9257707,0.9259095,0.9294527,0.9297135,0.9323892
2013-05-24,0.9254738,0.9251214,0.9264353,0.92733264,0.93006253,0.9311259,0.9320405
2013-05-26,0.9253297,0.9270759,0.9271681,0.9292925,0.9311341,0.93105197,0.9299408
2013-05-27,0.92603445,0.92706984,0.93082803,0.93174946,0.930534,0.92785174,0.931582
2013-05-28,0.92831725,0.9298267,0.9291012,0.9303285,0.9294486,0.9319729,0.9312376
2013-05-29,0.92968154,0.93232834,0.93181884,0.9316892,0.93270767,0.93219113,0.9304695
2013-05-30,0.932041,0.9311486,0.93147093,0.93105274,0.9284253,0.9302418,0.93021274
2013-05-31,0.9314816,0.9327642,0.93064904,0.9313529,0.932956,0.9330343,0.9316828
2013-06-02,0.93078,0.9310411,0.93119925,0.93097395,0.93139523,0.9317072,0.9320477
2013-06-03,0.9325391,0.93135995,0.9314605,0.93097293,0.931473,0.9307992,0.9320318
2013-06-04,0.93130946,0.93098855,0.93097895,0.9316485,0.93314594,0.9306047,0.93027836
2013-06-05,0.93049824,0.93080217,0.93275595,0.93184745,0.9315775,0.93158245,0.9315947
2013-06-06,0.93103075,0.9319077,0.93258345,0.93208444,0.9304271,0.9320696,0.93186337
2013-06-07,0.93154067,0.9326466,0.93048704,0.9317708,0.9310733,0.93191326,0.93173325
2013-06-09,0.93039674,0.93073124,0.9316326,0.9321284,0.93042946,0.93163455,0.9314961
2013-06-10,0.9335254,0.9318764,0.93035513,0.9317688,0.9316819,0.931858,0.9327516
2013-06-11,0.9328559,0.9320047,0.9311081,0.9323064,0.9323189,0.93176687,0.9326563
2013-06-12,0.93106186,0.93069124,0.9316891,0.9311774,0.932652,0.9310859,0.9322734
2013-06-13,0.9310259,0.9314412,0.9315785,0.93275934,0.93156224,0.93163687,0.9309799
2013-06-14,0.9317664,0.93080884,0.9318888,0.93036085,0.93096,0.9303493,0.9310113
2013-06-16,0.9316112,0.9309649,0.9307632,0.930935,0.9314587,0.93027276,0.92546386
2013-06-17,0.93033236,0.9317547,0.9310789,0.9317013,0.92923194,0.9268273,0.92476326
2013-06-18,0.931272,0.93245673,0.9305683,0.9309159,0.92598,0.92515194,0.9214602
2013-06-19,0.93284863,0.93041414,0.9307103,0.9262531,0.9248399,0.9237046,0.9211093
2013-06-20,0.9304614,0.93117994,0.9246569,0.923049,0.92400086,0.92322206,0.91761774
2013-06-21,0.9321037,0.9258082,0.9248789,0.92325914,0.92009526,0.9172628,0.9181315
2013-06-23,0.92676055,0.92648554,0.92496914,0.9216555,0.9195206,0.92004937,0.9179067
2013-06-24,0.92421854,0.92212695,0.9210535,0.9187333,0.9168785,0.9183331,0.9133942
2013-06-25,0.92421126,0.92205036,0.91835093,0.9159655,0.9165101,0.91325015,0.91065466
2013-06-26,0.91926444,0.9189301,0.91551137,0.91662294,0.9113116,0.91167676,0.91121125
2013-06-27,0.92191523,0.9168084,0.91793466,0.9136294,0.9119697,0.9109233,0.91171175
2013-06-28,0.91852486,0.9154035,0.9112984,0.9114537,0.91076064,0.90738165,0.9087621
2013-06-30,0.9170016,0.91249466,0.90863436,0.9090052,0.9060426,0.905168,0.9070056
2013-07-01,0.91249996,0.9089888,0.9088927,0.9075338,0.9132763,0.90920025,0.9081585
2013-07-02,0.9088991,0.9096727,0.90921026,0.90675956,0.90797126,0.90693945,0.90440834
2013-07-03,0.91041476,0.90823376,0.9079627,0.90472233,0.90996784,0.90729463,0.9091708
2013-07-04,0.9073515,0.9055785,0.9080674,0.9065993,0.9069857,0.9081713,0.9076865
2013-07-05,0.90782034,0.9073929,0.90617067,0.9048955,0.90668154,0.9070242,0.9072571
2013-07-07,0.90674466,0.9074522,0.9082881,0.905373,0.90843314,0.90774447,0.9055068
2013-07-08,0.9080972,0.9080153,0.9067619,0.9079745,0.9064475,0.90885246,0.90672344
2013-07-09,0.9067058,0.90528643,0.90655255,0.90685606,0.90817225,0.9067292,0.90759355
2013-07-10,0.9091485,0.9072429,0.909359,0.9106454,0.9074787,0.90644896,0.9095147
2013-07-11,0.9073033,0.9062915,0.90885794,0.90603864,0.9078878,0.90591675,0.90678704
2013-07-12,0.9084532,0.9091033,0.90690565,0.90661204,0.90761364,0.90677947,0.9060019
2013-07-14,0.9052641,0.90542054,0.90758884,0.90505975,0.90622514,0.9077515,0.9032204
2013-07-15,0.9074883,0.9051912,0.90768284,0.9057118,0.9067299,0.9050943,0.9040714
2013-07-16,0.9082348,0.90659213,0.9082042,0.90654266,0.90726405,0.907401,0.90559083
2013-07-17,0.9079078,0.90740824,0.90743333,0.90610886,0.9074302,0.9078297,0.9075534
2013-07-18,0.90598774,0.9053836,0.9060308,0.90575004,0.90751153,0.9053974,0.9057749
2013-07-19,0.9062792,0.90660614,0.9071746,0.90790075,0.9058303,0.9061446,0.90657276
2013-07-21,0.90684956,0.90440094,0.90747035,0.9061669,0.9054798,0.90675634,0.9084938
2013-07-22,0.90703374,0.9075096,0.9069059,0.90668875,0.90650547,0.9065118,0.9036075
2013-07-23,0.90657663,0.9051261,0.9067488,0.90500486,0.9067819,0.9061057,0.90589046
2013-07-24,0.9068103,0.9064909,0.9054246,0.9070906,0.9050529,0.9056098,0.90500176
2013-07-25,0.9051103,0.90556085,0.90608424,0.9062691,0.9059754,0.9065994,0.9060529
2013-07-26,0.9048626,0.90633714,0.90662473,0.90701294,0.9057647,0.9035395,0.90529495
2013-07-28,0.9067866,0.90660834,0.9039156,0.9045047,0.9064504,0.90503675,0.9050126
2013-07-29,0.9061868,0.90624654,0.9060938,0.90479016,0.90437007,0.9064051,0.90407425
2013-07-30,0.9075473,0.9060169,0.9044549,0.90533924,0.9051453,0.90581155,0.904853
2013-07-31,0.90496546,0.9048072,0.9044388,0.9055916,0.90417796,0.9051891,0.904533
2013-08-01,0.9056745,0.9056498,0.90574604,0.9055085,0.9049996,0.90504557,0.90667075
2013-08-02,0.90562373,0.90476876,0.90520364,0.9054641,0.90296596,0.9059427,0.90527105
2013-08-04,0.9038515,0.90614104,0.9066872,0.9066039,0.90528107,0.90528804,0.90496695
2013-08-05,0.90597636,0.9050175,0.905214,0.90471596,0.9046632,0.90427846,0.9053534
2013-08-06,0.9060316,0.9043481,0.9037619,0.9040197,0.90619385,0.9056573,0.906328
2013-08-07,0.9058673,0.90251327,0.9049236,0.9042692,0.90554094,0.9049109,0.90525615
2013-08-08,0.9068624,0.9048571,0.90483296,0.9061968,0.9054394,0.905772,0.90492266
2013-08-09,0.9056645,0.90342,0.90527105,0.9045415,0.9048758,0.90475094,0.9035013
2013-08-11,0.90561765,0.9063302,0.9057712,0.9054921,0.9053164,0.9052994,0.9056031
2013-08-12,0.9043105,0.9067698,0.90654236,0.9058877,0.9060581,0.90536,0.9050769
2013-08-13,0.90545726,0.90598917,0.90488285,0.9063662,0.9073147,0.904405,0.9059967
2013-08-14,0.9058974,0.9057301,0.90787196,0.9055147,0.90354586,0.9047719,0.90482306
2013-08-15,0.90616727,0.9042493,0.90705705,0.905527,0.90389943,0.9033993,0.90219694
2013-08-16,0.9063035,0.90606195,0.90575814,0.9047691,0.90204525,0.90312403,0.90369624
2013-08-18,0.9039911,0.90475315,0.90351355,0.90402204,0.90364194,0.90331197,0.9035376
2013-08-19,0.9056353,0.90361845,0.90526015,0.90330416,0.9034137,0.9019248,0.90227246
2013-08-20,0.9041522,0.90182334,0.9036551,0.90230894,0.9026838,0.9023944,0.9009482
2013-08-21,0.904054,0.9017891,0.903515,0.90243995,0.90199757,0.9017659,0.90147096
2013-08-22,0.90240735,0.9037841,0.9030186,0.9017192,0.90185755,0.9003164,0.89967066
2013-08-23,0.9035719,0.9023608,0.9013821,0.90095395,0.9010282,0.89982575,0.8979357
2013-08-25,0.90292364,0.9011816,0.90079916,0.90026873,0.89771533,0.8972215,0.8961625
2013-08-26,0.90246314,0.9017173,0.90142274,0.9000382,0.89926267,0.89814043,0.8968928
2013-08-27,0.90104693,0.8996787,0.89876074,0.8987155,0.89865977,0.89754224,0.8972833
2013-08-28,0.90093416,0.89911145,0.89807755,0.89845175,0.89626414,0.8961079,0.8958397
2013-08-29,0.8989447,0.8975229,0.89624876,0.8971283,0.8950191,0.8952137,0.89440846
2013-08-30,0.8986659,0.89765906,0.89509517,0.8971226,0.8948887,0.8938108,0.8933686
2013-09-01,0.89598167,0.89623535,0.8957467,0.895753,0.8940086,0.8929733,0.89420384
2013-09-02,0.89585227,0.8965292,0.89470005,0.89495164,0.89392203,0.89398205,0.8938011
2013-09-03,0.8962195,0.8956371,0.89431906,0.89351916,0.8937367,0.8929056,0.89350903
2013-09-04,0.8951061,0.89431643,0.89303994,0.8939128,0.893357,0.89384514,0.8939139
2013-09-05,0.8942251,0.8945123,0.8938802,0.8933211,0.8947604,0.8938241,0.89497954
2013-09-06,0.89524555,0.89390105,0.89434034,0.89475316,0.8945255,0.8944508,0.89490294
2013-09-08,0.8940454,0.8940194,0.89365816,0.89366627,0.89361334,0.89363956,0.89385766
2013-09-09,0.8940477,0.89455825,0.89398175,0.8939869,0.8937157,0.89388627,0.89429593
2013-09-10,0.893477,0.8944776,0.89282334,0.89275444,0.8933418,0.89375895,0.8942796
2013-09-11,0.8946959,0.89353645,0.894682,0.893929,0.89535,0.89376616,0.89369094
2013-09-12,0.8934622,0.89390016,0.8947149,0.8939793,0.89481163,0.89551675,0.89485097
2013-09-13,0.89418036,0.89452744,0.89301896,0.8950837,0.8945538,0.8952584,0.8959918
2013-09-15,0.89438635,0.8933772,0.8940083,0.8956861,0.89784294,0.89555913,0.89583445
2013-09-16,0.8943902,0.8938942,0.8938265,0.8945448,0.89586306,0.8925025,0.8943033
2013-09-17,0.89315873,0.89239764,0.89234704,0.89454323,0.89518,0.8923055,0.8918404
2013-09-18,0.89345765,0.89365315,0.8940245,0.89580476,0.89543086,0.89383185,0.89421254
2013-09-19,0.8920795,0.8976184,0.89696735,0.8957358,0.8972492,0.8957949,0.89209235
2013-09-20,0.8962427,0.89604926,0.89462745,0.89554566,0.89474773,0.89164615,0.8900969
2013-09-22,0.8938737,0.89571697,0.89341384,0.89468694,0.89234704,0.88851774,0.88787574
2013-09-23,0.8953835,0.8933959,0.89375865,0.8907305,0.8899743,0.88749653,0.8870652
2013-09-24,0.8961644,0.8955154,0.8919179,0.88960266,0.888838,0.88638383,0.8866103
2013-09-25,0.89334583,0.8911786,0.8895815,0.8865471,0.8848837,0.8859449,0.8839555
2013-09-26,0.8917655,0.88904727,0.88918614,0.8867364,0.8858348,0.8864741,0.8845185
2013-09-27,0.88957953,0.8884392,0.8883914,0.88605297,0.8848684,0.8837238,0.8842051
2013-09-29,0.88660073,0.8851499,0.88442975,0.88537943,0.8822527,0.8828132,0.88480407
2013-09-30,0.8854352,0.8896909,0.8856851,0.8840596,0.8850036,0.8830131,0.8843819
2013-10-01,0.8855787,0.88480437,0.88548344,0.88575965,0.884343,0.8851327,0.8851696
2013-10-02,0.8861863,0.88430834,0.8862259,0.88535637,0.8856568,0.88484186,0.8852621
2013-10-03,0.88465875,0.8852287,0.8839037,0.88344085,0.88560456,0.8846428,0.8848541
2013-10-04,0.8842561,0.88361996,0.8853363,0.88517493,0.88501877,0.8837431,0.8856062
2013-10-06,0.8840782,0.8849472,0.8846693,0.8855631,0.8859061,0.8832248,0.8847752
2013-10-07,0.88438845,0.88595456,0.88373125,0.8849201,0.88284814,0.88532734,0.8862205
2013-10-08,0.88395506,0.8844174,0.8840542,0.8840567,0.88465714,0.88476145,0.88495654
2013-10-09,0.88488823,0.8855145,0.8847005,0.8856294,0.8843345,0.88305765,0.884824
2013-10-10,0.88493705,0.8848768,0.88604695,0.88499737,0.88465244,0.88449925,0.8838953
2013-10-11,0.8848867,0.88442874,0.8848195,0.8844306,0.88485116,0.88341194,0.8830069
2013-10-13,0.8856809,0.885369,0.8843943,0.8854505,0.8843933,0.88273984,0.88282686
2013-10-14,0.8855065,0.88502395,0.8858775,0.88416773,0.8822334,0.88425016,0.8810454
2013-10-15,0.88498056,0.88437355,0.8840888,0.88327444,0.88194674,0.8810615,0.8812429
2013-10-16,0.88507986,0.8827265,0.8824018,0.8822298,0.8821443,0.88213795,0.87755716
2013-10-17,0.8837107,0.8831481,0.8828659,0.8804501,0.8808019,0.88054764,0.87823695
2013-10-18,0.883957,0.8824574,0.8824607,0.8822302,0.8792587,0.8768834,0.88033974
2013-10-20,0.8809153,0.88183177,0.88186526,0.8826564,0.88087636,0.8764841,0.87764734
