,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP,UKXGBP
2013-12-16,6655.648,6646.779,6646.9873,6641.696,6631.18,6601.9277,6574.5796
2013-12-17,6646.643,6646.9834,6641.816,6631.4453,6601.7275,6574.503,6552.1494
2013-12-18,6647.0024,6641.682,6630.98,6601.866,6574.234,6552.152,6558.407
2013-12-19,6641.751,6631.501,6601.7275,6574.292,6552.0503,6558.453,6558.593
2013-12-20,6631.0044,6602.081,6574.3706,6552.0615,6558.3745,6558.568,6550.4316
2013-12-22,6601.7974,6574.6094,6552.266,6558.399,6558.508,6550.6587,6548.295
2013-12-23,6574.4688,6552.2285,6558.5693,6558.5337,6550.768,6548.286,6540.2397
2013-12-24,6552.174,6558.535,6558.549,6550.78,6548.335,6540.385,6540.4873
2013-12-26,6558.4614,6558.5684,6550.756,6548.2876,6540.1245,6540.4536,6548.5874
2013-12-27,6558.5303,6550.4863,6548.3296,6540.2524,6540.4653,6548.6387,6540.363
2013-12-29,6550.661,6548.344,6540.1445,6540.4307,6548.562,6540.4204,6540.385
2013-12-30,6548.2866,6540.1777,6540.4707,6548.694,6540.3843,6540.47,6540.5234
2013-12-31,6540.378,6540.44,6548.559,6540.572,6540.4326,6540.479,6540.203
2014-01-01,6540.4517,6548.6655,6540.3965,6540.456,6540.4556,6540.1934,6540.209
2014-01-02,6548.653,6540.5347,6540.462,6540.4497,6540.1924,6540.173,6540.454
2014-01-03,6540.38,6540.4336,6540.4463,6540.1885,6540.1943,6540.4844,6540.4785
2014-01-05,6540.4287,6540.46,6540.2046,6540.18,6540.453,6540.4507,6540.4473
2014-01-06,6540.4214,6540.248,6540.2036,6540.4487,6540.4604,6540.4536,6540.45
2014-01-07,6540.1665,6540.2,6540.447,6540.4355,6540.4717,6540.4316,6540.2363
2014-01-08,6540.2095,6540.47,6540.4546,6540.4365,6540.451,6540.229,6540.202
2014-01-09,6540.4624,6540.456,6540.4355,6540.464,6540.207,6540.215,6540.4727
2014-01-10,6540.448,6540.409,6540.435,6540.233,6540.2188,6540.4883,6540.424
2014-01-12,6540.4624,6540.4946,6540.187,6540.2437,6540.4927,6540.4624,6548.1733
2014-01-13,6540.448,6540.2095,6540.19,6540.4634,6540.483,6548.335,6558.75
2014-01-14,6540.208,6540.2026,6540.444,6540.4277,6548.4097,6558.3022,6558.577
2014-01-15,6540.224,6540.478,6540.456,6548.383,6558.074,6558.551,6567.8354
2014-01-16,6540.48,6540.444,6548.2246,6558.3584,6558.4746,6568.039,6577.7095
2014-01-17,6540.49,6548.3506,6558.6973,6558.5493,6567.8105,6578.394,6606.451
2014-01-19,6548.37,6558.268,6558.5312,6567.918,6577.744,6607.045,6633.5156
2014-01-20,6558.399,6558.5635,6567.6826,6578.1377,6606.6226,6634.1763,6658.0703
2014-01-21,6558.5854,6567.8975,6577.434,6606.802,6633.78,6658.522,6665.217
2014-01-22,6568.007,6577.946,6606.3213,6633.9414,6658.2188,6665.0527,6665.059
2014-01-23,6578.2783,6606.672,6633.4844,6658.2915,6665.239,6665.0454,6665.026
2014-01-24,6607.045,6633.782,6658.1064,6665.174,6665.067,6665.023,6665.052
2014-01-26,6634.2544,6658.255,6665.266,6665.0386,6665.027,6665.035,6665.0435
2014-01-27,6658.4717,6665.1143,6665.038,6665.0356,6665.0137,6665.032,6665.0444
2014-01-28,6665.035,6665.0273,6665.03,6665.019,6665.051,6665.0244,6665.0537
2014-01-29,6665.037,6665.0234,6665.0474,6665.0347,6665.0493,6665.0693,6665.023
2014-01-30,6665.03,6665.0527,6665.0513,6665.0737,6665.045,6665.0674,6665.0396
2014-01-31,6665.029,6665.079,6665.04,6665.0645,6665.046,6665.0415,6665.0415
2014-02-02,6665.035,6665.0815,6665.043,6665.0454,6665.029,6665.0396,6665.033
2014-02-03,6665.0522,6665.0215,6665.041,6665.0317,6665.0557,6665.025,6665.051
2014-02-04,6665.0513,6665.024,6665.0454,6665.045,6665.0396,6665.0527,6655.7207
2014-02-05,6665.032,6665.0215,6665.041,6665.044,6665.012,6655.729,6645.2397
2014-02-06,6665.053,6665.043,6664.9976,6665.044,6655.9062,6645.1797,6633.047
2014-02-07,6665.05,6665.0576,6665.0522,6655.717,6645.3716,6632.916,6622.394
2014-02-09,6665.0576,6665.0273,6655.776,6645.144,6633.119,6622.1997,6611.5864
2014-02-10,6665.038,6655.938,6645.279,6632.8506,6622.416,6611.334,6605.895
2014-02-11,6655.9546,6645.394,6633.0723,6622.115,6611.562,6605.8726,6603.1807
2014-02-12,6645.353,6632.8726,6622.4033,6611.2275,6605.926,6603.179,6605.832
2014-02-13,6633.0244,6622.1855,6611.5845,6605.9473,6603.169,6605.8267,6605.8213
2014-02-14,6622.2607,6611.346,6605.8853,6603.252,6605.899,6605.865,6605.871
2014-02-16,6611.3506,6605.9014,6603.229,6605.813,6605.87,6605.831,6605.882
2014-02-17,6605.8555,6603.235,6605.8813,6605.872,6605.8296,6605.882,6605.8296
2014-02-18,6603.225,6605.8223,6605.84,6605.8296,6605.8604,6605.8926,6603.2134
2014-02-19,6605.8384,6605.8374,6605.83,6605.82,6605.871,6603.2173,6605.8413
2014-02-20,6605.85,6605.8555,6605.8813,6605.846,6603.241,6605.863,6605.8203
2014-02-21,6605.841,6605.8613,6605.8916,6603.215,6605.9023,6605.8506,6605.895
2014-02-23,6605.8164,6605.859,6603.2153,6605.8438,6605.8047,6605.841,6605.8394
2014-02-24,6605.8594,6603.2583,6605.864,6605.8438,6605.8076,6605.8643,6605.86
2014-02-25,6603.212,6605.809,6605.851,6605.8438,6605.8604,6605.842,6603.2544
2014-02-26,6605.793,6605.8896,6605.842,6605.8438,6605.8154,6603.2407,6605.7974
2014-02-27,6605.8525,6605.873,6605.8647,6605.8438,6603.249,6605.867,6605.8394
2014-02-28,6605.846,6605.819,6605.84,6603.2764,6605.9233,6605.8247,6605.8447
2014-03-02,6605.8647,6605.9165,6603.236,6605.875,6605.926,6605.8267,6605.8203
2014-03-03,6605.8315,6603.2124,6605.8667,6605.876,6605.8623,6605.8276,6605.8486
2014-03-04,6603.2124,6605.8296,6605.823,6605.8433,6605.7803,6605.7783,6603.2124
2014-03-05,6605.823,6605.836,6605.9,6605.8696,6605.7773,6603.21,6605.8843
2014-03-06,6605.818,6605.8594,6605.8813,6605.8633,6603.2197,6605.89,6617.169
2014-03-07,6605.876,6605.8477,6605.8394,6603.2666,6605.8174,6617.1997,6622.598
2014-03-09,6605.8696,6605.84,6603.228,6605.839,6617.473,6622.525,6622.7036
2014-03-10,6605.8306,6603.25,6605.852,6617.086,6622.5684,6622.631,6622.595
2014-03-11,6603.2324,6605.8843,6617.2075,6622.606,6622.67,6622.595,6622.679
2014-03-12,6605.8613,6616.9077,6622.6836,6622.669,6622.656,6622.7236,6622.6616
2014-03-13,6617.576,6622.6216,6622.66,6622.68,6622.6284,6622.6836,6622.606
2014-03-14,6622.6753,6622.651,6622.6685,6622.6245,6622.6436,6622.678,6622.7056
2014-03-16,6622.6646,6622.673,6622.657,6622.614,6622.657,6622.662,6622.5938
2014-03-17,6622.6353,6622.6636,6622.6055,6622.67,6622.6294,6622.6484,6622.679
2014-03-18,6622.625,6622.649,6622.6055,6622.68,6622.6436,6622.6567,6622.6616
2014-03-19,6622.641,6622.675,6622.6523,6622.623,6622.649,6622.6597,6622.604
2014-03-20,6622.646,6622.633,6622.691,6622.612,6622.6436,6622.6665,6622.707
2014-03-21,6622.6475,6622.6646,6622.6636,6622.67,6622.6704,6622.6587,6622.5933
2014-03-23,6622.667,6622.5996,6622.66,6622.68,6622.625,6622.639,6622.141
2014-03-24,6622.644,6622.6245,6622.6636,6622.6226,6622.649,6622.1533,6622.098
2014-03-25,6622.6484,6622.6753,6622.6294,6622.612,6622.183,6622.138,6610.4536
2014-03-26,6622.6655,6622.6514,6622.6743,6622.1226,6622.135,6610.178,6597.24
2014-03-27,6622.624,6622.5996,6622.0825,6622.133,6610.0903,6596.9995,6581.7324
2014-03-28,6622.6484,6622.082,6622.1616,6610.3535,6596.909,6581.6987,6581.4785
2014-03-30,6622.0566,6622.1396,6610.2695,6597.14,6581.743,6581.5264,6581.4756
2014-03-31,6622.0547,6610.5864,6597.173,6581.633,6581.5312,6581.47,6581.5073
2014-04-01,6610.5547,6597.4272,6581.779,6581.484,6581.4873,6581.5703,6579.533
2014-04-02,6597.3433,6581.686,6581.532,6581.514,6581.538,6579.514,6579.5547
2014-04-03,6581.701,6581.5083,6581.535,6581.5347,6579.5996,6579.532,6575.698
2014-04-04,6581.5273,6581.523,6581.511,6579.5884,6579.512,6575.742,6575.6514
2014-04-06,6581.4717,6581.53,6579.489,6579.5366,6575.652,6575.6357,6575.7173
2014-04-07,6581.5713,6579.546,6579.544,6575.7363,6575.6436,6575.7217,6574.372
2014-04-08,6579.5146,6579.4946,6575.677,6575.6836,6575.686,6574.381,6568.6987
2014-04-09,6579.552,6575.7446,6575.713,6575.6694,6574.3604,6568.7456,6568.711
2014-04-10,6575.6074,6575.6606,6575.663,6574.342,6568.6665,6568.659,6560.6787
2014-04-11,6575.626,6575.6597,6574.3325,6568.748,6568.7017,6560.501,6553.8296
2014-04-13,6575.7124,6574.3193,6568.775,6568.7036,6560.6875,6553.7207,6553.754
2014-04-14,6574.3677,6568.7036,6568.691,6560.5566,6553.8325,6553.765,6551.1587
2014-04-15,6568.718,6568.6523,6560.6074,6553.7354,6553.757,6551.203,6539.8423
2014-04-16,6568.683,6560.659,6553.689,6553.8105,6551.161,6539.701,6549.7144
2014-04-17,6560.6665,6553.618,6553.804,6551.2144,6539.8364,6549.5376,6551.1807
2014-04-20,6553.6646,6553.7217,6551.1816,6539.5273,6549.714,6551.2056,6551.211
2014-04-21,6553.761,6551.109,6539.1694,6549.4004,6551.183,6551.1987,6551.1743
2014-04-22,6551.1606,6539.5415,6549.0234,6551.1543,6551.1826,6551.2095,6539.3438
2014-04-23,6539.6924,6549.469,6551.219,6551.1777,6551.2197,6539.2817,6549.363
2014-04-24,6549.561,6551.2056,6551.1294,6551.1963,6539.4243,6549.2095,6553.81
2014-04-25,6551.1514,6551.2437,6551.19,6539.0693,6549.3804,6553.78,6553.7915
2014-04-27,6551.1807,6551.144,6539.073,6549.0576,6553.802,6553.7764,6553.753
2014-04-28,6551.186,6539.4233,6549.0454,6553.733,6553.781,6553.7837,6553.7676
2014-04-29,6539.592,6549.482,6553.81,6553.739,6553.783,6553.771,6553.8135
2014-04-30,6549.5747,6553.799,6553.7886,6553.8105,6553.7803,6553.8135,6553.798
2014-05-01,6553.8257,6553.747,6553.7905,6553.7744,6553.784,6553.743,6556.341
2014-05-02,6553.792,6553.8506,6553.797,6553.736,6553.776,6556.355,6568.2217
2014-05-04,6553.74,6553.736,6553.767,6553.8027,6556.255,6567.8525,6574.4023
2014-05-05,6553.7646,6553.8237,6553.771,6556.3374,6568.4316,6574.3237,6581.57
2014-05-06,6553.8174,6553.8047,6556.3267,6567.8364,6574.4326,6581.4316,6581.5664
2014-05-07,6553.792,6556.3364,6567.7554,6574.3613,6581.3193,6581.563,6585.4727
2014-05-08,6556.3237,6568.0273,6574.4585,6581.4814,6581.5317,6585.4834,6586.5815
2014-05-09,6568.083,6574.435,6581.5957,6581.5757,6585.4434,6586.5537,6598.5366
2014-05-11,6574.3447,6581.462,6581.535,6585.479,6586.6055,6598.3965,6608.428
2014-05-12,6581.6055,6581.5425,6585.4785,6586.6133,6598.1987,6608.429,6619.358
2014-05-13,6581.5156,6585.484,6586.557,6598.252,6608.466,6618.8774,6620.871
2014-05-14,6585.478,6586.582,6598.456,6608.4014,6619.8584,6620.824,6632.6514
2014-05-15,6586.6133,6598.3877,6608.4175,6619.5674,6620.8765,6631.977,6637.7773
2014-05-16,6598.2734,6608.423,6619.708,6620.8247,6632.003,6637.8594,6640.306
2014-05-18,6608.436,6619.52,6620.844,6632.055,6637.707,6640.3257,6652.0786
2014-05-19,6619.2827,6620.8438,6632.1665,6637.748,6640.3584,6651.48,6660.4663
2014-05-20,6620.9053,6632.09,6637.7744,6640.341,6651.52,6660.4966,6660.555
2014-05-21,6632.478,6637.7046,6640.3237,6651.2295,6660.531,6660.549,6660.585
2014-05-22,6637.7983,6640.3184,6652.044,6660.4927,6660.5483,6660.5654,6671.8228
2014-05-23,6640.34,6651.727,6660.457,6660.5503,6660.5483,6671.346,6702.6206
2014-05-25,6651.88,6660.649,6660.529,6660.577,6671.335,6701.909,6733.3115
2014-05-26,6660.462,6660.574,6660.5654,6671.37,6701.8096,6732.79,6759.7188
2014-05-27,6660.5444,6660.573,6671.614,6701.8545,6732.6274,6759.487,6762.9917
2014-05-28,6660.56,6671.326,6702.2236,6732.681,6759.287,6762.99,6770.2734
2014-05-29,6671.6406,6701.9414,6732.962,6759.344,6762.983,6770.1963,6784.732
2014-05-30,6702.455,6732.8506,6759.5747,6762.9746,6770.1685,6784.702,6789.825
2014-06-02,6733.324,6759.3984,6762.978,6770.4404,6784.625,6789.7617,6794.0986
2014-06-03,6759.6763,6762.9653,6770.488,6784.7017,6789.7627,6793.9517,6793.9956
2014-06-04,6763.04,6770.278,6784.8296,6789.7236,6794.0703,6794.0083,6794.3364
2014-06-05,6770.006,6784.5767,6789.7397,6794.1143,6794.0117,6794.3096,6797.053
2014-06-06,6784.661,6789.749,6793.9995,6793.991,6794.349,6797.013,6805.236
2014-06-08,6789.7725,6794.036,6793.9937,6794.327,6797.0747,6805.1904,6808.3125
2014-06-09,6794.0186,6793.989,6794.343,6797.0337,6804.861,6808.32,6808.3184
2014-06-10,6793.9736,6794.3623,6797.036,6804.8706,6808.3027,6808.3213,6808.3027
2014-06-11,6794.33,6797.1064,6804.948,6808.346,6808.334,6808.3066,6808.334
2014-06-12,6797.1074,6805.036,6808.2866,6808.296,6808.3423,6808.3203,6808.3325
2014-06-13,6804.879,6808.32,6808.3506,6808.333,6808.3022,6808.3228,6808.335
2014-06-15,6808.32,6808.3193,6808.32,6808.3364,6808.293,6808.326,6811.7617
2014-06-16,6808.306,6808.3306,6808.3228,6808.32,6808.3354,6811.8,6811.756
2014-06-17,6808.3438,6808.318,6808.283,6808.327,6811.8276,6811.78,6811.76
2014-06-18,6808.2847,6808.342,6808.345,6811.774,6811.783,6811.7383,6811.756
2014-06-19,6808.3057,6808.3438,6811.7812,6811.7646,6811.7617,6811.758,6811.7734
2014-06-20,6808.3354,6811.7554,6811.7646,6811.779,6811.7705,6811.8003,6808.335
2014-06-22,6811.801,6811.817,6811.785,6811.7646,6811.745,6808.2935,6806.107
2014-06-23,6811.7524,6811.783,6811.7812,6811.78,6808.3516,6806.1484,6796.663
2014-06-24,6811.7866,6811.717,6811.7646,6808.334,6806.198,6796.614,6794.024
2014-06-25,6811.7266,6811.7573,6808.26,6806.158,6796.687,6794.0063,6789.7017
2014-06-26,6811.7534,6808.3213,6806.1416,6796.6606,6794.014,6789.753,6789.783
2014-06-27,6808.3164,6806.1816,6796.5957,6793.946,6789.794,6789.8223,6789.6294
2014-06-29,6806.135,6796.581,6793.9526,6789.8364,6789.8535,6789.6807,6789.684
2014-06-30,6796.6304,6794.011,6789.7744,6789.8164,6789.641,6789.659,6789.6025
2014-07-01,6794.046,6789.691,6789.802,6789.59,6789.642,6789.613,6786.648
2014-07-02,6789.6904,6789.8125,6789.606,6789.665,6789.642,6786.7036,6786.6367
2014-07-03,6789.838,6789.656,6789.636,6789.6255,6786.648,6786.6455,6786.6377
2014-07-04,6789.6514,6789.6514,6789.6475,6786.607,6786.649,6786.5674,6786.649
2014-07-06,6789.6855,6789.6855,6786.618,6786.6577,6786.6367,6786.5654,6779.945
2014-07-07,6789.6855,6786.649,6786.6094,6786.6357,6786.6357,6779.7812,6771.4336
2014-07-08,6786.642,6786.607,6786.662,6786.639,6779.924,6771.454,6764.8
2014-07-09,6786.637,6786.666,6786.6587,6779.8486,6771.4834,6764.8975,6762.9487
2014-07-10,6786.564,6786.5957,6779.7793,6771.121,6764.829,6762.8613,6758.404
2014-07-11,6786.604,6779.82,6771.397,6764.8447,6762.9097,6758.3706,6747.222
2014-07-13,6779.861,6771.2373,6764.962,6762.8877,6758.551,6747.543,6739.3135
2014-07-14,6771.372,6764.9224,6762.907,6758.4517,6747.0166,6739.305,6729.169
2014-07-15,6764.829,6762.8604,6758.545,6747.1064,6739.244,6729.1416,6719.067
2014-07-16,6762.8887,6758.3384,6746.9297,6739.3784,6729.1494,6718.9683,6718.944
2014-07-17,6758.4004,6747.4473,6739.3076,6729.006,6718.9683,6718.84,6718.885
2014-07-18,6747.4844,6739.2344,6729.2783,6718.81,6718.85,6718.899,6718.806
2014-07-20,6739.2603,6729.0186,6719.071,6718.883,6718.8823,6718.874,6718.804
2014-07-21,6728.799,6719.0127,6718.885,6718.8887,6718.8467,6718.8784,6718.8643
2014-07-22,6718.935,6718.8247,6718.822,6718.911,6718.85,6718.8696,6708.07
2014-07-23,6718.8916,6718.8984,6718.844,6718.8584,6718.8823,6708.012,6717.4497
2014-07-24,6718.8887,6718.8516,6718.892,6718.909,6707.869,6717.401,6718.897
2014-07-25,6718.8564,6718.87,6718.869,6707.563,6717.199,6718.8867,6718.86
2014-07-27,6718.892,6718.8936,6707.5815,6716.9272,6718.8325,6718.8423,6707.536
2014-07-28,6718.889,6707.8613,6716.942,6718.837,6718.8584,6707.8193,6704.333
2014-07-29,6707.637,6717.259,6718.811,6718.873,6708.0054,6704.342,6696.754
2014-07-30,6717.0347,6718.8735,6718.92,6707.7383,6704.3623,6696.8394,6696.6855
2014-07-31,6718.858,6718.869,6707.4507,6704.4053,6696.7,6696.6807,6696.2676
2014-08-01,6718.848,6707.3687,6704.367,6696.5933,6696.6777,6696.324,6693.2266
2014-08-03,6707.785,6704.264,6696.752,6696.6865,6696.2866,6693.2026,6691.6675
2014-08-04,6704.3906,6696.6816,6696.6743,6696.2876,6693.1475,6691.766,6691.6934
2014-08-05,6696.615,6696.678,6696.339,6693.1333,6691.701,6691.603,6683.3833
2014-08-06,6696.5986,6696.3076,6693.172,6691.6797,6691.637,6683.3916,6683.173
2014-08-07,6696.301,6693.2056,6691.6772,6691.64,6683.3765,6683.1445,6682.498
2014-08-08,6693.222,6691.6914,6691.6255,6683.2505,6683.1567,6682.5093,6682.446
2014-08-10,6691.727,6691.6304,6683.285,6683.1772,6682.515,6682.482,6671.843
2014-08-11,6691.653,6683.32,6683.207,6682.53,6682.4424,6671.532,6668.651
2014-08-12,6683.316,6683.1313,6682.54,6682.455,6671.7744,6668.6665,6666.199
2014-08-13,6683.189,6682.509,6682.4946,6671.389,6668.672,6666.2124,6668.6436
2014-08-14,6682.521,6682.4717,6671.4995,6668.6436,6666.2266,6668.647,6668.6426
2014-08-15,6682.4653,6671.5703,6668.6675,6666.2393,6668.664,6668.629,6668.6763
2014-08-17,6671.574,6668.611,6666.2686,6668.604,6668.63,6668.657,6679.764
2014-08-18,6668.67,6666.1924,6668.657,6668.6685,6668.668,6679.845,6682.488
2014-08-19,6666.304,6668.682,6668.678,6668.6714,6679.6953,6682.5024,6682.4976
2014-08-20,6668.7227,6668.6313,6668.6655,6679.77,6682.5337,6682.4717,6682.507
2014-08-21,6668.6646,6668.7314,6679.819,6682.4673,6682.5225,6682.5093,6682.484
2014-08-22,6668.682,6679.897,6682.62,6682.5156,6682.4805,6682.505,6683.15
2014-08-24,6679.973,6682.495,6682.4688,6682.498,6682.5166,6683.1694,6683.153
2014-08-25,6682.476,6682.5005,6682.52,6682.516,6683.171,6683.169,6683.1787
2014-08-26,6682.4985,6682.4663,6682.508,6683.193,6683.247,6683.2017,6683.16
2014-08-27,6682.512,6682.517,6683.1675,6683.213,6683.2495,6683.184,6694.005
2014-08-28,6682.509,6683.1533,6683.181,6683.1973,6683.1895,6694.162,6700.3774
2014-08-29,6683.2,6683.188,6683.151,6683.1733,6693.429,6700.26,6700.311
2014-08-31,6683.211,6683.185,6683.237,6694.148,6700.2817,6700.2715,6700.2964
2014-09-01,6683.1587,6683.153,6693.4966,6700.2856,6700.3086,6700.2812,6700.3237
2014-09-02,6683.1475,6694.091,6700.2905,6700.3047,6700.3184,6700.2817,6696.227
2014-09-03,6694.191,6700.3037,6700.3096,6700.3257,6700.297,6696.335,6700.277
2014-09-04,6700.3213,6700.3296,6700.3506,6700.3306,6696.31,6700.25,6700.3193
2014-09-05,6700.311,6700.2935,6700.334,6696.2637,6700.3247,6700.3564,6700.328
2014-09-07,6700.271,6700.2974,6696.2573,6700.408,6700.3403,6700.2715,6700.267
2014-09-08,6700.302,6696.243,6700.3257,6700.332,6700.2856,6700.2896,6711.711
2014-09-09,6696.2554,6700.411,6700.276,6700.304,6700.275,6712.0967,6724.175
2014-09-10,6700.283,6700.3213,6700.2993,6700.2783,6711.6865,6724.8984,6739.063
2014-09-11,6700.3213,6700.296,6700.3477,6711.683,6724.3247,6739.555,6760.164
2014-09-12,6700.297,6700.3105,6711.304,6724.4185,6739.398,6760.625,6766.7773
2014-09-14,6700.3213,6711.4624,6723.7104,6739.602,6760.4375,6766.757,6767.125
2014-09-15,6711.6274,6724.1514,6739.1113,6760.7666,6766.6846,6767.0977,6777.1914
2014-09-16,6724.3506,6739.279,6760.036,6766.757,6767.13,6777.219,6788.5854
2014-09-17,6739.514,6760.3794,6766.7,6767.071,6777.0146,6788.665,6788.3447
2014-09-18,6760.655,6766.7876,6767.0757,6777.206,6788.488,6788.3047,6788.382
2014-09-19,6766.78,6767.0547,6777.196,6788.6597,6788.348,6788.353,6788.352
2014-09-21,6767.1035,6777.3506,6788.467,6788.319,6788.321,6788.33,6788.266
2014-09-22,6777.415,6788.755,6788.2817,6788.314,6788.336,6788.2817,6788.228
2014-09-23,6788.782,6788.379,6788.2827,6788.3086,6788.294,6788.3047,6788.2593
2014-09-24,6788.3403,6788.349,6788.3066,6788.3354,6788.295,6788.3535,6788.3477
2014-09-25,6788.319,6788.262,6788.3027,6788.294,6788.3354,6788.3296,6788.386
2014-09-26,6788.324,6788.224,6788.342,6788.295,6788.3076,6788.28,6788.355
2014-09-28,6788.2676,6788.254,6788.327,6788.292,6788.252,6788.3027,6788.265
2014-09-29,6788.31,6788.343,6788.323,6788.2964,6788.2935,6788.3535,6788.226
2014-09-30,6788.3154,6788.383,6788.3594,6788.3374,6788.311,6788.329,6788.2583
2014-10-01,6788.3403,6788.351,6788.344,6788.316,6788.3174,6788.279,6788.35
2014-10-02,6788.2812,6788.2603,6788.3164,6788.288,6788.3135,6788.3027,6788.39
2014-10-03,6788.3125,6788.221,6788.2485,6788.287,6788.287,6788.355,6776.6123
2014-10-05,6788.297,6788.253,6788.287,6788.3223,6788.3223,6776.4956,6749.077
2014-10-06,6788.278,6788.3447,6788.289,6788.326,6776.786,6748.989,6720.8335
2014-10-07,6788.3174,6788.386,6788.2417,6776.7305,6749.121,6720.5405,6682.4746
2014-10-08,6788.3438,6788.3525,6776.8096,6748.968,6720.778,6681.998,6652.7056
2014-10-09,6788.3413,6776.5054,6749.2295,6720.556,6682.34,6652.5225,6638.293
2014-10-10,6776.656,6749.037,6720.951,6682.062,6652.6514,6638.138,6621.418
2014-10-12,6749.2075,6720.6187,6682.563,6652.4873,6638.2593,6621.1953,6604.373
2014-10-13,6720.8037,6682.097,6652.7773,6638.0854,6621.359,6604.3228,6592.821
2014-10-14,6682.298,6652.511,6638.204,6621.172,6604.2905,6592.7534,6576.632
2014-10-15,6652.5767,6638.0996,6621.3276,6604.319,6592.7236,6576.4844,6559.4175
2014-10-16,6638.173,6621.1772,6604.2886,6592.76,6576.518,6559.1953,6536.4053
2014-10-17,6621.257,6604.3213,6592.738,6576.504,6559.286,6536.0967,6519.3774
2014-10-19,6604.288,6592.76,6576.553,6559.2295,6536.252,6519.1436,6495.9507
2014-10-20,6592.747,6576.501,6559.344,6536.1494,6519.337,6495.6313,6475.562
2014-10-21,6576.517,6559.222,6536.3364,6519.204,6495.873,6475.5044,6462.897
2014-10-22,6559.265,6536.14,6519.3135,6495.705,6475.56,6462.8,6453.4824
2014-10-23,6536.2095,6519.192,6495.8896,6475.48,6462.895,6453.4707,6440.787
2014-10-24,6519.2827,6495.691,6475.6025,6462.7983,6453.473,6440.7197,6423.2783
2014-10-26,6495.802,6475.4644,6462.9546,6453.4727,6440.762,6423.136,6415.244
2014-10-27,6475.478,6462.7803,6453.5376,6440.732,6423.231,6415.1904,6410.607
2014-10-28,6462.8105,6453.454,6440.8403,6423.1704,6415.1875,6410.532,6397.6504
2014-10-29,6453.506,6440.713,6423.3276,6415.231,6410.5454,6397.5234,6391.729
2014-10-30,6440.7856,6423.1504,6415.2915,6410.58,6397.578,6391.586,6386.799
2014-10-31,6423.242,6415.2114,6410.654,6397.583,6391.6504,6386.6353,6381.7085
2014-11-02,6415.192,6410.559,6397.694,6391.649,6386.717,6381.525,6380.711
2014-11-03,6410.547,6397.5615,6391.771,6386.703,6381.62,6380.688,6380.707
2014-11-04,6397.5723,6391.627,6386.84,6381.598,6380.7407,6380.702,6375.588
2014-11-05,6391.6426,6386.68,6381.749,6380.717,6380.714,6375.664,6379.966
2014-11-06,6386.7036,6381.575,6380.707,6380.716,6375.4873,6380.059,6380.701
2014-11-07,6381.605,6380.7075,6380.7197,6375.6006,6379.87,6380.6606,6380.7173
2014-11-09,6380.7134,6380.692,6375.6313,6379.9907,6380.6953,6380.7056,6380.7134
2014-11-10,6380.7017,6375.7246,6380.0073,6380.7393,6380.693,6380.7114,6380.707
2014-11-11,6375.76,6380.117,6380.7266,6380.74,6380.7085,6380.7065,6374.6255
2014-11-12,6380.1475,6380.7153,6380.7246,6380.7095,6380.7114,6374.717,6379.8345
2014-11-13,6380.7173,6380.699,6380.7124,6380.666,6374.6914,6379.9463,6380.72
2014-11-14,6380.706,6380.718,6380.7295,6374.6353,6379.9053,6380.6865,6380.7163
2014-11-16,6380.707,6380.716,6374.6724,6379.8633,6380.7227,6380.694,6380.704
2014-11-17,6380.6987,6374.6,6379.8794,6380.705,6380.712,6380.723,6380.6914
2014-11-18,6374.8193,6379.826,6380.702,6380.7153,6380.6797,6380.708,6380.682
2014-11-19,6380.045,6380.7197,6380.6885,6380.7056,6380.739,6380.6772,6387.9272
2014-11-20,6380.746,6380.717,6380.695,6380.716,6380.672,6388.085,6409.3813
2014-11-21,6380.7104,6380.718,6380.718,6380.7056,6388.015,6409.6055,6431.1416
2014-11-23,6380.6606,6380.701,6380.6875,6387.9917,6409.4863,6431.253,6450.03
2014-11-24,6380.66,6380.692,6387.9697,6409.527,6431.256,6450.216,6471.2705
2014-11-25,6380.6978,6387.949,6409.4185,6431.185,6450.1523,6471.3784,6488.0693
2014-11-26,6388.199,6409.4814,6431.17,6450.1562,6471.4,6488.1055,6502.4272
2014-11-27,6409.7275,6431.135,6450.057,6471.327,6488.0596,6502.5103,6519.084
2014-11-28,6431.379,6450.1045,6471.295,6488.0615,6502.4194,6519.2383,6531.767
2014-11-30,6450.3457,6471.42,6488.0913,6502.4746,6519.096,6531.813,6548.146
2014-12-01,6471.512,6488.1245,6502.4487,6519.2056,6531.7896,6548.257,6572.57
2014-12-02,6488.2407,6502.515,6519.103,6531.783,6548.18,6572.761,6588.3677
2014-12-03,6502.497,6519.229,6531.784,6548.229,6572.619,6588.525,6599.2935
2014-12-04,6519.23,6531.796,6548.16,6572.7383,6588.427,6599.42,6604.7715
2014-12-05,6531.816,6548.225,6572.581,6588.5044,6599.3564,6604.9194,6608.0273
2014-12-07,6548.27,6572.7144,6588.3794,6599.4033,6604.838,6607.978,6608.0034
2014-12-08,6572.665,6588.468,6599.3037,6604.9062,6608.002,6607.9937,6607.9927
2014-12-09,6588.522,6599.357,6604.7817,6608.003,6608.013,6608.005,6608.0073
2014-12-10,6599.354,6604.851,6608.037,6607.996,6608.006,6608.002,6608.0176
