,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF,XAUCHF
2013-11-06,1194.3983,1194.3829,1194.3491,1194.3928,1193.2131,1192.2885,1191.165
2013-11-07,1194.3257,1194.338,1194.4224,1193.2214,1192.2103,1191.1902,1190.1443
2013-11-08,1194.3607,1194.4384,1193.2383,1192.2838,1191.1844,1190.082,1190.095
2013-11-10,1194.434,1193.2288,1192.2556,1191.1532,1190.1411,1190.1125,1190.0096
2013-11-11,1193.1647,1192.2408,1191.1965,1190.0808,1190.0918,1190.0957,1190.0352
2013-11-12,1192.2546,1191.1538,1190.0978,1190.1475,1190.0072,1190.0424,1190.1506
2013-11-13,1191.145,1190.0564,1190.0574,1190.0984,1190.0327,1190.0709,1190.1941
2013-11-14,1190.1755,1190.1042,1190.1019,1190.1256,1190.1482,1190.1074,1188.689
2013-11-15,1190.0889,1190.1042,1190.0623,1190.0651,1190.192,1188.7317,1188.3104
2013-11-17,1190.1272,1190.0538,1190.1438,1190.0377,1188.6884,1188.2406,1187.8622
2013-11-18,1190.0642,1190.092,1190.0673,1188.7245,1188.3105,1187.9108,1187.8466
2013-11-19,1190.0631,1190.0907,1188.692,1188.2622,1187.8629,1187.8838,1187.8774
2013-11-20,1190.107,1188.6088,1188.2424,1187.8679,1187.8474,1187.8817,1187.9198
2013-11-21,1188.6512,1188.2697,1187.8915,1187.9413,1187.878,1187.8451,1187.9071
2013-11-22,1188.2981,1187.8167,1187.8652,1187.9062,1187.9204,1187.9038,1187.8823
2013-11-24,1187.9021,1187.8516,1187.8534,1187.8334,1187.9076,1187.9146,1187.9169
2013-11-25,1187.9574,1187.925,1187.8229,1187.8683,1187.8832,1187.8704,1187.907
2013-11-26,1187.889,1187.89,1187.9255,1187.9415,1187.9175,1187.9452,1186.1694
2013-11-27,1187.8834,1187.8163,1187.888,1187.9062,1187.9075,1186.2189,1180.3862
2013-11-28,1187.9287,1187.8516,1187.9596,1187.833,1186.1707,1180.3115,1178.698
2013-11-29,1187.8278,1187.9254,1187.9131,1186.1631,1180.3901,1178.7317,1178.6067
2013-12-01,1187.8677,1187.89,1186.2133,1180.3928,1178.6586,1178.5183,1177.9219
2013-12-02,1187.859,1186.1665,1180.407,1178.7623,1178.5747,1177.8949,1170.8088
2013-12-03,1186.2218,1180.4226,1178.7412,1178.6111,1177.9705,1170.79,1169.6794
2013-12-04,1180.3528,1178.74,1178.5253,1177.9741,1170.7313,1169.7017,1166.9218
2013-12-05,1178.6807,1178.5367,1177.9236,1170.7046,1169.7106,1167.0153,1161.6592
2013-12-06,1178.4885,1177.9242,1170.7706,1169.6941,1167.1083,1161.6074,1150.5221
2013-12-08,1177.9299,1170.9327,1169.681,1167.0986,1161.6912,1150.8604,1139.3596
2013-12-09,1170.814,1169.6704,1167.0109,1161.6819,1150.7941,1139.4646,1132.1146
2013-12-10,1169.6572,1167.0099,1161.5787,1150.7103,1139.4501,1132.1412,1132.062
2013-12-11,1167.0906,1161.686,1150.6407,1139.4287,1132.3203,1131.972,1130.854
2013-12-12,1161.6865,1150.6638,1139.3146,1132.1444,1131.954,1130.8407,1129.1588
2013-12-13,1150.6521,1139.2804,1132.1505,1132.0172,1130.8164,1129.2113,1129.0216
2013-12-15,1139.2366,1132.3289,1132.0284,1130.7776,1129.1763,1129.0042,1127.7185
2013-12-16,1132.2646,1132.0662,1130.8143,1129.1467,1129.0468,1127.6869,1126.495
2013-12-17,1132.0519,1130.7312,1129.1725,1129.0282,1127.6346,1126.5085,1125.481
2013-12-18,1130.7634,1129.2056,1128.9846,1127.6526,1126.5773,1125.4619,1117.3855
2013-12-19,1129.1655,1128.9839,1127.6991,1126.4996,1125.4807,1117.462,1114.5173
2013-12-20,1128.9722,1127.6133,1126.4723,1125.4281,1117.1798,1114.6139,1113.7626
2013-12-22,1127.6597,1126.561,1125.3906,1117.4335,1114.602,1113.8127,1111.4766
2013-12-23,1126.476,1125.4647,1117.469,1114.567,1113.5977,1111.4489,1106.0889
2013-12-24,1125.4504,1117.4238,1114.6537,1113.741,1111.4956,1106.1205,1105.2672
2013-12-26,1117.1461,1114.6179,1113.7384,1111.5281,1106.0723,1105.2986,1100.4436
2013-12-27,1114.6388,1113.7163,1111.5192,1106.1735,1105.2174,1100.4508,1100.1073
2013-12-29,1113.7,1111.492,1106.1884,1105.2933,1100.4108,1100.1086,1100.1337
2013-12-30,1111.5165,1106.1719,1105.2676,1100.4021,1100.0956,1100.1427,1100.1073
2013-12-31,1106.1702,1105.295,1100.5234,1100.1171,1100.1744,1100.1576,1100.134
2014-01-01,1105.3179,1100.5245,1100.0809,1100.1454,1100.1904,1100.1576,1100.1072
2014-01-02,1100.4331,1100.1128,1100.1316,1100.1216,1100.1118,1100.1576,1100.134
2014-01-03,1100.1335,1100.1224,1100.1255,1100.1558,1100.096,1100.0975,1100.107
2014-01-05,1100.1884,1100.1255,1100.0778,1100.1451,1100.1752,1100.1392,1100.1342
2014-01-06,1100.1357,1100.0734,1100.1311,1100.1257,1100.1909,1100.1292,1100.107
2014-01-07,1100.0885,1100.1309,1100.1257,1100.1093,1100.1111,1100.061,1100.1343
2014-01-08,1100.1255,1100.0802,1100.0774,1100.1008,1100.0951,1100.1428,1100.107
2014-01-09,1100.1136,1100.0994,1100.1311,1100.0853,1100.1752,1100.143,1100.1344
2014-01-10,1100.1057,1100.1033,1100.1257,1100.1161,1100.1914,1100.1304,1100.107
2014-01-12,1100.1002,1100.0619,1100.0774,1100.1584,1100.1106,1100.1305,1100.1345
2014-01-13,1100.1462,1100.1624,1100.1313,1100.1458,1100.0946,1100.1296,1100.107
2014-01-14,1100.1365,1100.0731,1100.1262,1100.1211,1100.1757,1100.183,1100.1345
2014-01-15,1100.1299,1100.0797,1100.0774,1100.1555,1100.1918,1100.0906,1100.107
2014-01-16,1100.1256,1100.1497,1100.1318,1100.1456,1100.1106,1100.1398,1100.2317
2014-01-17,1100.1124,1100.1041,1100.1262,1100.1267,1100.0944,1100.1932,1113.01
2014-01-19,1100.0536,1100.1111,1100.0771,1100.1097,1100.3096,1113.023,1113.3018
2014-01-20,1100.0997,1100.1626,1100.1318,1100.1458,1112.8223,1113.1929,1113.3188
2014-01-21,1100.1453,1100.1257,1100.1727,1112.8723,1113.2677,1113.2811,1115.5819
2014-01-22,1100.1365,1100.3031,1112.9988,1113.3193,1113.3351,1115.6058,1115.6659
2014-01-23,1100.3116,1112.8396,1113.3694,1113.2916,1115.5898,1115.7136,1119.2703
2014-01-24,1112.9861,1113.2693,1113.2938,1115.5702,1115.6624,1119.3572,1121.2644
2014-01-26,1113.3282,1113.3148,1115.6508,1115.7068,1119.2427,1121.2922,1121.558
2014-01-27,1113.3076,1115.5664,1115.7123,1119.2683,1121.293,1121.5347,1122.2689
2014-01-28,1115.5565,1115.6294,1119.3345,1121.2346,1121.638,1122.1897,1124.6492
2014-01-29,1115.703,1119.422,1121.3063,1121.5906,1122.2501,1124.6104,1124.7408
2014-01-30,1119.3679,1121.274,1121.5492,1122.2522,1124.6514,1124.7838,1124.8635
2014-01-31,1121.1738,1121.5599,1122.2268,1124.6316,1124.7596,1124.8461,1124.9645
2014-02-02,1121.4543,1122.2471,1124.655,1124.6825,1124.844,1124.9529,1125.5104
2014-02-03,1122.1276,1124.6876,1124.741,1124.8441,1124.949,1125.4456,1126.6295
2014-02-04,1124.6334,1124.7799,1124.8147,1124.9843,1125.5487,1126.66,1126.8553
2014-02-05,1124.7408,1124.9464,1124.9247,1125.4276,1126.5833,1126.8765,1127.1904
2014-02-06,1124.8489,1124.9377,1125.4186,1126.7009,1126.8566,1127.1444,1128.1968
2014-02-07,1124.9425,1125.4585,1126.616,1126.8209,1127.1309,1128.2374,1128.3547
2014-02-09,1125.4347,1126.6886,1126.8289,1127.1093,1128.22,1128.352,1130.2817
2014-02-10,1126.6329,1126.8157,1127.1626,1128.3147,1128.4539,1130.2551,1130.6932
2014-02-11,1126.8069,1127.1075,1128.1952,1128.3662,1130.1953,1130.6273,1130.6337
2014-02-12,1127.1637,1128.263,1128.3302,1130.2849,1130.6058,1130.6813,1131.7037
2014-02-13,1128.2472,1128.364,1130.2854,1130.6555,1130.6069,1131.7332,1131.7164
2014-02-14,1128.4069,1130.2092,1130.636,1130.588,1131.6688,1131.719,1131.818
2014-02-16,1130.2687,1130.608,1130.7013,1131.7229,1131.8394,1131.8143,1133.2891
2014-02-17,1130.6224,1130.6475,1131.6254,1131.7373,1131.794,1133.2795,1134.0768
2014-02-18,1130.7158,1131.706,1131.7272,1131.822,1133.3143,1133.9755,1134.4398
2014-02-19,1131.709,1131.7406,1131.8114,1133.2803,1134.0767,1134.5204,1136.13
2014-02-20,1131.7338,1131.859,1133.3046,1134.0244,1134.5048,1136.0817,1136.7507
2014-02-21,1131.8248,1133.2881,1134.0231,1134.4769,1136.1127,1136.6486,1138.0382
2014-02-23,1133.2416,1134.0465,1134.5565,1136.0586,1136.7023,1138.041,1139.3782
2014-02-24,1134.0474,1134.5322,1136.1509,1136.7164,1138.0947,1139.4087,1142.1646
2014-02-25,1134.4675,1136.0702,1136.688,1138.0371,1139.4075,1142.097,1143.7524
2014-02-26,1136.1838,1136.7134,1138.0918,1139.444,1142.1722,1143.7773,1143.7886
2014-02-27,1136.6707,1138.1517,1139.428,1142.1865,1143.773,1143.6652,1153.2473
2014-02-28,1138.0864,1139.409,1142.1572,1143.6924,1143.7222,1153.275,1159.2346
2014-03-02,1139.4233,1142.099,1143.7507,1143.6929,1153.0021,1159.253,1160.8035
2014-03-03,1142.1558,1143.7147,1143.7836,1153.2518,1159.2362,1160.7269,1168.7218
2014-03-04,1143.753,1143.7526,1153.2339,1159.3005,1160.6891,1168.6018,1170.7418
2014-03-05,1143.79,1153.1885,1159.2516,1160.7107,1168.5608,1170.7356,1171.7362
2014-03-06,1153.0983,1159.3197,1160.849,1168.7852,1170.7853,1171.6156,1171.8168
2014-03-07,1159.2582,1160.7335,1168.7561,1170.7815,1171.6404,1171.8666,1172.171
2014-03-09,1160.7275,1168.4894,1170.734,1171.6166,1171.8933,1172.1757,1173.02
2014-03-10,1168.6345,1170.7684,1171.64,1171.9354,1172.2819,1173.0557,1173.1078
2014-03-11,1170.7397,1171.6012,1171.8665,1172.185,1172.9792,1173.1982,1174.2742
2014-03-12,1171.6422,1171.8536,1172.2104,1172.9958,1173.1472,1174.3574,1174.5681
2014-03-13,1171.8813,1172.195,1172.9694,1173.2092,1174.3185,1174.586,1179.2281
2014-03-14,1172.1841,1173.036,1173.1536,1174.305,1174.491,1179.2421,1179.2566
2014-03-16,1173.0574,1173.1393,1174.2831,1174.5718,1179.2484,1179.2749,1179.2327
2014-03-17,1173.1426,1174.3392,1174.5842,1179.2206,1179.2555,1179.2185,1179.2985
2014-03-18,1174.3573,1174.5885,1179.3042,1179.2399,1179.2346,1179.2239,1179.2576
2014-03-19,1174.5417,1179.1771,1179.2361,1179.2144,1179.2455,1179.2546,1179.2688
2014-03-20,1179.2822,1179.2292,1179.1975,1179.2401,1179.193,1179.239,1179.2368
2014-03-21,1179.2451,1179.2339,1179.2537,1179.2144,1179.2184,1179.2178,1179.2035
2014-03-23,1179.1493,1179.2358,1179.2267,1179.2404,1179.2908,1179.2488,1179.1775
2014-03-24,1179.2009,1179.2377,1179.244,1179.2144,1179.1665,1179.2758,1179.2362
2014-03-25,1179.207,1179.2455,1179.2506,1179.2405,1179.2567,1179.2246,1179.252
2014-03-26,1179.1398,1179.2086,1179.2216,1179.2141,1179.2341,1179.3026,1178.7975
2014-03-27,1179.2045,1179.1985,1179.2361,1179.2405,1179.2452,1178.815,1175.277
2014-03-28,1179.2117,1179.2631,1179.199,1179.214,1178.7703,1175.3176,1175.2823
2014-03-30,1179.2402,1179.2153,1179.2686,1178.7457,1175.2524,1175.316,1175.3541
2014-03-31,1179.2686,1179.2184,1178.77,1175.3845,1175.1976,1175.316,1175.3209
2014-04-01,1179.2777,1178.7865,1175.24,1175.3162,1175.2439,1175.316,1175.2744
2014-04-02,1178.7513,1175.2218,1175.3424,1175.306,1175.3744,1175.316,1175.3334
2014-04-03,1175.3862,1175.3132,1175.2849,1175.3052,1175.4314,1175.316,1174.3778
2014-04-04,1175.2292,1175.4307,1175.3251,1175.3364,1175.3849,1174.3417,1174.2258
2014-04-06,1175.3503,1175.4332,1175.3208,1175.3239,1174.3618,1174.2264,1173.6727
2014-04-07,1175.324,1175.3424,1175.315,1174.3589,1174.2737,1173.6927,1171.8021
2014-04-08,1175.2444,1175.224,1174.3138,1174.2094,1173.6381,1171.8881,1171.87
2014-04-09,1175.3878,1174.4066,1174.2546,1173.6824,1171.87,1171.8503,1164.9392
2014-04-10,1174.2908,1174.2378,1173.6332,1171.9062,1171.9454,1165.0558,1163.2329
2014-04-11,1174.3164,1173.6909,1171.8829,1171.8868,1164.8446,1163.2887,1162.1543
2014-04-13,1173.6534,1171.899,1171.8911,1164.9683,1163.1637,1162.1586,1161.5793
2014-04-14,1171.882,1171.8873,1164.9122,1163.204,1162.2086,1161.6399,1158.5491
2014-04-15,1171.8936,1164.9836,1163.1807,1162.1432,1161.642,1158.4589,1158.0723
2014-04-16,1165.0073,1163.21,1162.1986,1161.6587,1158.5182,1158.0,1157.5983
2014-04-17,1163.2598,1162.2552,1161.6862,1158.557,1158.0034,1157.5886,1157.2035
2014-04-20,1162.1797,1161.6514,1158.4943,1157.8917,1157.5819,1157.2365,1156.146
2014-04-21,1161.6362,1158.4017,1158.0078,1157.5989,1157.1813,1156.1235,1154.7107
2014-04-22,1158.4719,1157.9639,1157.5002,1157.1919,1156.1581,1154.6118,1154.5569
2014-04-23,1158.0704,1157.5726,1157.1362,1156.1807,1154.6453,1154.5293,1154.2693
2014-04-24,1157.6049,1157.2268,1156.1237,1154.6509,1154.5889,1154.3552,1149.7223
2014-04-25,1157.1769,1156.1283,1154.7117,1154.4485,1154.2661,1149.7717,1149.6288
2014-04-27,1156.1439,1154.6368,1154.5573,1154.2948,1149.8029,1149.5975,1148.4021
2014-04-28,1154.6809,1154.5635,1154.3433,1149.7219,1149.6211,1148.3512,1147.7643
2014-04-29,1154.5422,1154.3679,1149.7224,1149.562,1148.4349,1147.8647,1147.5233
2014-04-30,1154.3038,1149.7186,1149.6292,1148.385,1147.811,1147.4642,1147.5109
2014-05-01,1149.7208,1149.5916,1148.4026,1147.8065,1147.5085,1147.5161,1145.74
2014-05-02,1149.5901,1148.4336,1147.7649,1147.5399,1147.52,1145.7803,1144.6293
2014-05-04,1148.382,1147.814,1147.5237,1147.5654,1145.7472,1144.6539,1144.2526
2014-05-05,1147.7344,1147.5067,1147.5112,1145.7832,1144.6123,1144.4271,1143.8408
2014-05-06,1147.5211,1147.5763,1145.7408,1144.7164,1144.3242,1143.8462,1143.3433
2014-05-07,1147.5254,1145.783,1144.6304,1144.3169,1143.9147,1143.3168,1143.3959
2014-05-08,1145.7714,1144.7206,1144.254,1143.8947,1143.3253,1143.3505,1143.349
2014-05-09,1144.6365,1144.3457,1143.8412,1143.3584,1143.3771,1143.421,1143.8035
2014-05-11,1144.3037,1143.8501,1143.3448,1143.3815,1143.3721,1143.8766,1144.3279
2014-05-12,1143.9454,1143.339,1143.3977,1143.3582,1143.8652,1144.4429,1144.6382
2014-05-13,1143.3976,1143.3237,1143.3507,1143.8698,1144.2869,1144.6276,1145.7865
2014-05-14,1143.3303,1143.4008,1143.8049,1144.3483,1144.6853,1145.6846,1145.7887
2014-05-15,1143.364,1143.8722,1144.3551,1144.6364,1145.7946,1145.7229,1145.7471
2014-05-16,1143.8514,1144.3623,1144.639,1145.7623,1145.6539,1145.7076,1145.7081
2014-05-18,1144.2863,1144.5742,1145.7352,1145.7645,1145.8098,1145.7466,1145.7224
2014-05-19,1144.6558,1145.7007,1145.7375,1145.7701,1145.6897,1145.7397,1145.7222
2014-05-20,1145.7562,1145.7805,1145.7517,1145.7649,1145.7157,1145.7753,1145.73
2014-05-21,1145.7518,1145.7963,1145.7201,1145.7157,1145.7948,1145.7697,1145.7219
2014-05-22,1145.7579,1145.7172,1145.7314,1145.7585,1145.6527,1145.7615,1144.3108
2014-05-23,1145.7515,1145.7013,1145.738,1145.6958,1145.8113,1144.357,1143.8685
2014-05-25,1145.7435,1145.781,1145.7413,1145.7563,1144.3282,1143.8676,1143.3931
2014-05-26,1145.7332,1145.797,1145.7428,1144.247,1143.8918,1143.374,1143.2029
2014-05-27,1145.781,1145.7169,1144.2987,1143.8905,1143.4381,1143.2172,1142.3394
2014-05-28,1145.7141,1144.3572,1143.945,1143.3513,1143.2196,1142.2999,1142.2865
2014-05-29,1144.2446,1143.8451,1143.334,1143.1682,1142.284,1142.3356,1142.3542
2014-05-30,1143.8365,1143.3951,1143.1515,1142.2871,1142.3438,1142.3301,1142.3451
2014-06-02,1143.3518,1143.1637,1142.2996,1142.2714,1142.3303,1142.3218,1142.2933
2014-06-03,1143.2087,1142.2937,1142.4105,1142.3513,1142.3093,1142.366,1142.3027
2014-06-04,1142.2994,1142.279,1142.3503,1142.3673,1142.2938,1142.2968,1141.6283
2014-06-05,1142.354,1142.3115,1142.3438,1142.2871,1142.3331,1141.7136,1141.3174
2014-06-06,1142.3048,1142.294,1142.3668,1142.2709,1141.6841,1141.3174,1140.4961
2014-06-08,1142.2206,1142.3236,1142.2921,1141.7854,1141.3119,1140.4153,1140.0175
2014-06-09,1142.2455,1142.3036,1141.6918,1141.3689,1140.4148,1139.992,1140.4214
2014-06-10,1142.3604,1141.6891,1141.3281,1140.4373,1139.9331,1140.4272,1141.3196
2014-06-11,1141.6716,1141.2837,1140.429,1139.9524,1140.415,1141.3999,1143.9034
2014-06-12,1141.3282,1140.3804,1139.9917,1140.4152,1141.3079,1143.8027,1141.347
2014-06-13,1140.4005,1140.0161,1140.3926,1141.3411,1143.823,1141.3163,1141.3021
2014-06-15,1139.9532,1140.3568,1141.2983,1143.8538,1141.353,1141.3137,1141.3165
2014-06-16,1140.3896,1141.3448,1143.8997,1141.289,1141.3264,1141.346,1142.0171
2014-06-17,1141.3274,1143.8759,1141.3225,1141.33,1141.2979,1141.9231,1144.638
2014-06-18,1143.8776,1141.3342,1141.3845,1141.3148,1141.9712,1144.6755,1146.3796
2014-06-19,1141.3594,1141.357,1141.3411,1141.9763,1144.6461,1146.3853,1148.8474
2014-06-20,1141.3416,1141.3884,1141.9816,1144.6815,1146.4271,1148.8297,1149.9196
2014-06-22,1141.3776,1141.9421,1144.7308,1146.4391,1148.8076,1149.916,1151.4843
2014-06-23,1141.9324,1144.6869,1146.4479,1148.795,1149.9272,1151.4823,1151.4944
2014-06-24,1144.6814,1146.3933,1148.8793,1149.8779,1151.4779,1151.535,1151.5126
2014-06-25,1146.4506,1148.8414,1149.903,1151.5065,1151.5197,1151.4756,1151.4775
2014-06-26,1148.8838,1149.9525,1151.4879,1151.4524,1151.4584,1151.5284,1151.4335
2014-06-27,1149.9181,1151.5166,1151.472,1151.4576,1151.4581,1151.4646,1151.486
2014-06-29,1151.4484,1151.445,1151.514,1151.5065,1151.5022,1151.5082,1151.4438
2014-06-30,1151.5271,1151.48,1151.4811,1151.4523,1151.4434,1151.5045,1151.4662
2014-07-01,1151.3826,1151.5535,1151.509,1151.4575,1151.4456,1151.5029,1151.485
2014-07-02,1151.5433,1151.5182,1151.4814,1151.5066,1151.492,1151.547,1151.4946
2014-07-03,1151.4199,1151.4445,1151.5151,1151.4521,1151.4849,1151.4948,1151.5127
2014-07-04,1151.4467,1151.4797,1151.4495,1151.4575,1151.4796,1151.4847,1151.4768
2014-07-06,1151.5276,1151.5536,1151.4823,1151.507,1151.521,1151.4814,1160.4117
2014-07-07,1151.382,1151.5182,1151.4698,1151.4519,1151.459,1160.4606,1171.3718
2014-07-08,1151.544,1151.4445,1151.5145,1151.4574,1160.4778,1171.3304,1172.5641
2014-07-09,1151.4194,1151.48,1151.4452,1160.3318,1171.4257,1172.4984,1172.5295
2014-07-10,1151.4465,1151.554,1160.4584,1171.6683,1172.5741,1172.5168,1172.4567
2014-07-11,1151.5278,1160.3853,1171.6932,1172.466,1172.4622,1172.5247,1172.4917
2014-07-13,1160.6086,1171.4149,1172.502,1172.5275,1172.5066,1172.541,1174.4053
2014-07-14,1171.5924,1172.559,1172.5114,1172.5276,1172.4972,1174.4423,1174.7987
2014-07-15,1172.5016,1172.5242,1172.5513,1172.4828,1174.3944,1174.7661,1175.0536
2014-07-16,1172.5049,1172.4512,1172.5139,1174.4087,1174.6992,1175.0767,1175.2324
2014-07-17,1172.4658,1172.4861,1174.4081,1174.7433,1175.1045,1175.3949,1175.5851
2014-07-18,1172.5293,1174.3754,1174.7496,1175.1044,1175.432,1175.4297,1176.1119
2014-07-20,1174.3556,1174.777,1175.0817,1175.4547,1175.5409,1176.2443,1176.1763
2014-07-21,1174.7494,1175.0935,1175.2385,1175.4353,1176.1804,1176.2415,1176.2294
2014-07-22,1175.1143,1175.4683,1175.4786,1176.168,1176.1736,1176.1321,1176.3269
2014-07-23,1175.453,1175.4929,1176.1359,1176.1886,1176.1759,1176.2151,1176.4034
2014-07-24,1175.4685,1176.1595,1176.2434,1176.1912,1176.2925,1176.4674,1176.5702
2014-07-25,1176.3129,1176.2429,1176.1687,1176.2748,1176.4578,1176.5938,1176.6857
2014-07-27,1175.977,1176.2175,1176.328,1176.4827,1176.5774,1176.7336,1176.6935
2014-07-28,1175.9608,1176.2721,1176.4543,1176.6279,1176.7295,1176.7338,1176.7402
2014-07-29,1176.2773,1176.461,1176.5765,1176.7041,1176.7084,1176.7338,1176.6937
2014-07-30,1176.4683,1176.5088,1176.695,1176.7535,1176.6989,1176.734,1176.7247
2014-07-31,1176.6216,1176.7401,1176.7166,1176.6573,1176.6028,1176.734,1176.5219
2014-08-01,1176.7208,1176.7,1176.7426,1176.6506,1176.7129,1176.5684,1176.4993
2014-08-03,1176.6891,1176.7406,1176.6895,1176.7128,1176.5105,1176.5153,1176.7041
2014-08-04,1176.6921,1176.7025,1176.6167,1176.5115,1176.5508,1176.7528,1177.1705
2014-08-05,1176.7439,1176.7413,1176.5131,1176.5311,1176.7053,1177.1967,1177.7236
2014-08-06,1176.6841,1176.523,1176.5453,1176.7261,1177.1547,1177.6703,1177.6819
2014-08-07,1176.5148,1176.5242,1176.7334,1177.2101,1177.7085,1177.7289,1177.7406
2014-08-08,1176.5391,1176.7396,1177.187,1177.642,1177.6387,1177.6879,1178.0369
2014-08-10,1176.742,1177.15,1177.4476,1177.7478,1177.701,1178.0142,1177.9968
2014-08-11,1177.1372,1177.3976,1177.7065,1177.6997,1178.0024,1177.9319,1178.9148
2014-08-12,1177.4894,1177.7445,1177.6661,1178.0024,1177.9991,1178.7987,1178.0481
2014-08-13,1177.6586,1177.7003,1178.0103,1177.9664,1178.8665,1177.9894,1177.6493
2014-08-14,1177.7004,1178.0005,1177.9602,1178.7234,1178.0118,1177.729,1177.9932
2014-08-15,1178.0398,1177.9476,1178.8157,1178.0066,1177.7247,1177.9934,1178.1792
2014-08-17,1177.9532,1178.7576,1177.9989,1177.9286,1178.0205,1178.2572,1178.0394
2014-08-18,1178.8793,1178.0182,1177.9365,1177.9819,1178.2026,1178.0204,1177.7319
2014-08-19,1178.0487,1177.6945,1177.9597,1178.2228,1177.993,1177.7375,1177.6476
2014-08-20,1177.6628,1178.0035,1178.2153,1178.0388,1177.7186,1177.6112,1176.7373
2014-08-21,1177.9816,1178.2078,1177.9907,1177.7103,1177.7065,1176.7203,1176.7252
2014-08-22,1178.2151,1178.0073,1177.8651,1177.698,1176.7101,1176.7302,1176.7346
2014-08-24,1178.0072,1177.7408,1177.6951,1176.7262,1176.7437,1176.7625,1177.6943
2014-08-25,1177.7062,1177.7222,1176.7433,1176.7494,1176.7238,1177.6947,1177.7153
2014-08-26,1177.6334,1176.739,1176.7191,1176.7361,1177.6381,1177.713,1177.9767
2014-08-27,1176.7279,1176.7655,1176.7695,1177.6748,1177.7463,1177.9617,1178.2595
2014-08-28,1176.7338,1176.7058,1177.6224,1177.6677,1177.9974,1178.1622,1177.9805
2014-08-29,1176.7649,1177.6696,1177.7767,1177.9944,1178.1993,1178.0186,1177.8557
2014-08-31,1177.7446,1177.7668,1177.991,1178.2249,1177.9949,1177.8036,1177.6854
2014-09-01,1177.7142,1177.9852,1178.2289,1178.0485,1177.748,1177.674,1178.167
2014-09-02,1178.0072,1178.2373,1178.0553,1177.6797,1177.717,1178.2454,1178.291
2014-09-03,1178.2031,1178.0137,1177.7335,1177.7041,1178.2117,1178.286,1178.221
2014-09-04,1178.0215,1177.725,1177.7037,1178.1942,1178.2222,1178.2582,1177.6641
2014-09-05,1177.7537,1177.7488,1178.2122,1178.212,1178.1842,1177.707,1176.7394
2014-09-07,1177.6971,1178.1807,1178.2545,1178.2366,1177.616,1176.7336,1176.6869
2014-09-08,1178.2229,1178.2106,1178.1862,1177.698,1176.6885,1176.7009,1176.6499
2014-09-09,1178.3118,1178.1422,1177.7041,1176.6918,1176.7164,1176.6886,1176.6919
2014-09-10,1178.1631,1177.744,1176.7458,1176.6427,1176.72,1176.6865,1176.6877
2014-09-11,1177.6958,1176.7396,1176.6785,1176.6094,1176.6476,1176.6776,1176.6489
2014-09-12,1176.72,1176.7101,1176.708,1176.708,1176.6592,1176.7045,1176.6924
2014-09-14,1176.7078,1176.7023,1176.6589,1176.7067,1176.703,1176.6545,1176.4504
2014-09-15,1176.6614,1176.6669,1176.6575,1176.6128,1176.6787,1176.462,1175.1285
2014-09-16,1176.6517,1176.7096,1176.692,1176.675,1176.457,1175.161,1174.3302
2014-09-17,1176.6582,1176.6685,1176.6841,1176.4493,1175.1361,1174.3494,1173.7126
2014-09-18,1176.6965,1176.6382,1176.4637,1175.1115,1174.3119,1173.763,1172.2637
2014-09-19,1176.6578,1176.4275,1175.1594,1174.292,1173.772,1172.2794,1170.8066
2014-09-21,1176.4557,1175.1025,1174.3011,1173.7223,1172.2405,1170.7388,1170.3069
2014-09-22,1175.0449,1174.4115,1173.745,1172.3323,1170.8204,1170.2947,1169.2675
2014-09-23,1174.3312,1173.7365,1172.26,1170.7424,1170.3214,1169.2388,1167.7786
2014-09-24,1173.7482,1172.2877,1170.7874,1170.3003,1169.2358,1167.7759,1167.2275
2014-09-25,1172.2953,1170.764,1170.2997,1169.2457,1167.7523,1167.2252,1166.2266
2014-09-26,1170.7598,1170.3213,1169.2688,1167.7737,1167.2207,1166.2408,1164.7352
2014-09-28,1170.3479,1169.3073,1167.8231,1167.2404,1166.2078,1164.7611,1161.9197
2014-09-29,1169.2903,1167.6938,1167.2554,1166.3103,1164.7229,1161.8398,1159.4814
2014-09-30,1167.7694,1167.1921,1166.3104,1164.7733,1161.8824,1159.5355,1159.1124
2014-10-01,1167.2032,1166.2969,1164.7898,1161.9008,1159.5394,1159.1265,1158.793
2014-10-02,1166.2871,1164.7133,1161.9264,1159.558,1159.0908,1158.8726,1158.7775
2014-10-03,1164.7644,1161.843,1159.6125,1159.1028,1158.8301,1158.8881,1158.8531
2014-10-05,1161.9684,1159.5345,1159.1115,1158.8494,1158.7817,1158.8138,1158.8685
2014-10-06,1159.5596,1159.1625,1158.8562,1158.8058,1158.8295,1158.7985,1158.792
2014-10-07,1159.114,1158.7977,1158.8313,1158.8544,1158.8221,1158.8738,1158.7765
2014-10-08,1158.875,1158.802,1158.7568,1158.8494,1158.8164,1158.8893,1158.8539
2014-10-09,1158.8687,1158.847,1158.8915,1158.8049,1158.8585,1158.813,1158.8693
2014-10-10,1158.8907,1158.7968,1158.741,1158.8549,1158.8456,1158.7976,1158.7913
2014-10-12,1158.8214,1158.8015,1158.8569,1158.8501,1158.7931,1158.8745,1158.7755
2014-10-13,1158.8131,1158.8475,1158.8318,1158.8043,1158.8397,1158.8904,1158.8542
