,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK,EURCZK
2014-03-19,27.36953,27.37069,27.365227,27.359123,27.366417,27.370232,27.37239
2014-03-20,27.371346,27.367867,27.37175,27.372154,27.359566,27.363258,27.367859
2014-03-21,27.370956,27.36699,27.364128,27.369423,27.368454,27.363655,27.373405
2014-03-23,27.36586,27.363083,27.36509,27.380264,27.367943,27.37056,27.373337
2014-03-24,27.371605,27.362343,27.372383,27.370102,27.361809,27.362617,27.36119
2014-03-25,27.37098,27.368729,27.36406,27.370407,27.368912,27.363579,27.363136
2014-03-26,27.365044,27.3684,27.36464,27.368507,27.368324,27.3712,27.369606
2014-03-27,27.37162,27.362267,27.339584,27.365799,27.36129,27.362617,27.38343
2014-03-28,27.345276,27.36924,27.357315,27.371376,27.369415,27.363579,27.392647
2014-03-30,27.364449,27.36866,27.372017,27.373116,27.368523,27.380745,27.394684
2014-03-31,27.402214,27.361755,27.370987,27.416588,27.373215,27.41426,27.370308
2014-04-01,27.364784,27.369507,27.363815,27.363945,27.369331,27.372406,27.36972
2014-04-02,27.359055,27.368858,27.363205,27.371223,27.375275,27.38012,27.377045
2014-04-03,27.36406,27.419312,27.375954,27.379974,27.361855,27.38063,27.379349
2014-04-04,27.379807,27.36316,27.376045,27.374435,27.373512,27.411469,27.405396
2014-04-06,27.373291,27.371147,27.367393,27.375343,27.4179,27.3965,27.41069
2014-04-07,27.362198,27.379509,27.382301,27.402527,27.404129,27.399887,27.401817
2014-04-08,27.37252,27.370232,27.404495,27.40432,27.399033,27.433716,27.413376
2014-04-09,27.38536,27.403954,27.401794,27.400566,27.448662,27.42125,27.418587
2014-04-10,27.399048,27.410355,27.425034,27.381721,27.408081,27.414452,27.421455
2014-04-11,27.3955,27.39933,27.40561,27.41729,27.404991,27.420761,27.419968
2014-04-13,27.404167,27.388123,27.433273,27.444,27.423996,27.420982,27.42186
2014-04-14,27.409973,27.402435,27.429474,27.411667,27.410439,27.428314,27.429558
2014-04-15,27.391052,27.407791,27.429382,27.42923,27.426231,27.429,27.421478
2014-04-16,27.426407,27.45163,27.420288,27.432083,27.430923,27.431862,27.443039
2014-04-17,27.400566,27.412148,27.422989,27.432373,27.426308,27.432076,27.431679
2014-04-20,27.416367,27.42772,27.445969,27.426842,27.432785,27.43132,27.435638
2014-04-21,27.416702,27.42952,27.42295,27.437637,27.43637,27.438202,27.428017
2014-04-22,27.437912,27.430511,27.435776,27.438797,27.436043,27.416733,27.450897
2014-04-23,27.437332,27.433144,27.441467,27.418259,27.428696,27.433784,27.476273
2014-04-24,27.430931,27.440254,27.435982,27.442787,27.44661,27.444878,27.447441
2014-04-25,27.438461,27.439697,27.441032,27.4421,27.450348,27.451157,27.439865
2014-04-27,27.43451,27.442581,27.441032,27.448227,27.47126,27.441055,27.450676
2014-04-28,27.444786,27.448326,27.44999,27.433823,27.439636,27.444107,27.447044
2014-04-29,27.433807,27.440529,27.43856,27.446045,27.438164,27.433205,27.436302
2014-04-30,27.464134,27.437706,27.435905,27.450432,27.441185,27.449799,27.447083
2014-05-01,27.434578,27.445763,27.450317,27.443718,27.448242,27.438187,27.442917
2014-05-02,27.450851,27.453598,27.451378,27.438965,27.44458,27.437286,27.44271
2014-05-04,27.431854,27.438156,27.447617,27.428955,27.444092,27.443848,27.446686
2014-05-05,27.44706,27.451027,27.44796,27.446144,27.44326,27.441528,27.43998
2014-05-06,27.447441,27.429184,27.441338,27.431923,27.437393,27.447586,27.441574
2014-05-07,27.451912,27.44577,27.44619,27.44741,27.446426,27.44719,27.432793
2014-05-08,27.43512,27.44577,27.452026,27.456017,27.443558,27.431664,27.452019
2014-05-09,27.444489,27.445839,27.445847,27.444397,27.444962,27.370964,27.441315
2014-05-11,27.438293,27.445839,27.446037,27.465088,27.431679,27.440392,27.439438
2014-05-12,27.432991,27.445839,27.446037,27.444351,27.441101,27.438393,27.432724
2014-05-13,27.445732,27.445839,27.446228,27.44719,27.455864,27.444183,27.447075
2014-05-14,27.447998,27.44603,27.446297,27.438744,27.449326,27.441338,27.451897
2014-05-15,27.442276,27.44603,27.446365,27.44291,27.435318,27.448418,27.44168
2014-05-16,27.445702,27.44603,27.446365,27.448914,27.442825,27.440285,27.437973
2014-05-18,27.433372,27.44603,27.385727,27.437622,27.437798,27.449013,27.45198
2014-05-19,27.451584,27.42234,27.446663,27.452774,27.449501,27.445824,27.443825
2014-05-20,27.446121,27.439323,27.4431,27.44622,27.45047,27.446129,27.454521
2014-05-21,27.440025,27.441513,27.44561,27.447823,27.445572,27.441628,27.448456
2014-05-22,27.447617,27.45008,27.444817,27.438965,27.447044,27.443245,27.441772
2014-05-23,27.445015,27.438934,27.451332,27.447998,27.442673,27.441475,27.432617
2014-05-25,27.442421,27.45411,27.437653,27.448067,27.443672,27.446594,27.443344
2014-05-26,27.439209,27.434822,27.452759,27.44667,27.446396,27.444008,27.466492
2014-05-27,27.442192,27.445534,27.443542,27.446304,27.445503,27.44867,27.447945
2014-05-28,27.438347,27.44368,27.44548,27.436905,27.445786,27.44381,27.445198
2014-05-29,27.445671,27.445312,27.444717,27.445122,27.451881,27.449593,27.444366
2014-05-30,27.44828,27.44062,27.44458,27.44339,27.450745,27.447998,27.44413
2014-06-02,27.45108,27.447868,27.445595,27.449783,27.450874,27.456299,27.44278
2014-06-03,27.449684,27.445457,27.445595,27.448166,27.436165,27.443916,27.448303
2014-06-04,27.44384,27.447296,27.445595,27.44358,27.443321,27.450066,27.452133
2014-06-05,27.440102,27.448166,27.445595,27.449112,27.44349,27.442352,27.450806
2014-06-06,27.448486,27.45221,27.445595,27.451286,27.440308,27.453308,27.443222
2014-06-08,27.44326,27.44342,27.447395,27.445793,27.455078,27.442749,27.448563
2014-06-09,27.443428,27.453468,27.440903,27.437744,27.44085,27.433167,27.44455
2014-06-10,27.454712,27.44889,27.44027,27.449509,27.442383,27.441742,27.447273
2014-06-11,27.444984,27.447746,27.465866,27.45597,27.450111,27.445175,27.445122
2014-06-12,27.438965,27.44355,27.444725,27.456604,27.440262,27.452919,27.441505
2014-06-13,27.447548,27.449715,27.444038,27.448364,27.447342,27.44381,27.448578
2014-06-15,27.454361,27.455818,27.444855,27.446426,27.439667,27.436073,27.450981
2014-06-16,27.44983,27.43898,27.442902,27.443878,27.45121,27.44944,27.457413
2014-06-17,27.444527,27.451195,27.434853,27.454826,27.446075,27.453712,27.453537
2014-06-18,27.453514,27.433655,27.441917,27.433037,27.45868,27.435509,27.457176
2014-06-19,27.424736,27.430534,27.444382,27.454826,27.455833,27.458038,27.435753
2014-06-20,27.443878,27.448883,27.447922,27.455025,27.446426,27.440323,27.460701
2014-06-22,27.455742,27.449554,27.441864,27.44223,27.454292,27.438965,27.433838
2014-06-23,27.4515,27.445602,27.426918,27.461533,27.456657,27.459305,27.466888
2014-06-24,27.449615,27.443016,27.453133,27.44783,27.456184,27.45211,27.459663
2014-06-25,27.436264,27.450462,27.43621,27.44355,27.45887,27.452362,27.451553
2014-06-26,27.453056,27.454063,27.452713,27.45337,27.443787,27.448746,27.44703
2014-06-27,27.456612,27.454079,27.436134,27.448875,27.454483,27.45137,27.446266
2014-06-29,27.44291,27.461838,27.450912,27.450874,27.443375,27.458084,27.449883
2014-06-30,27.451675,27.45314,27.450272,27.444885,27.454987,27.446587,27.436386
2014-07-01,27.428802,27.446236,27.448227,27.447838,27.447525,27.443115,27.453453
2014-07-02,27.451042,27.453636,27.435097,27.442398,27.455559,27.442307,27.446732
2014-07-03,27.44896,27.454048,27.442902,27.427322,27.42968,27.454071,27.430038
2014-07-04,27.458107,27.45485,27.462616,27.454384,27.44976,27.451714,27.429192
2014-07-06,27.443077,27.431847,27.451439,27.452194,27.45317,27.450676,27.449036
2014-07-07,27.446121,27.4524,27.449303,27.43927,27.44461,27.434448,27.453918
2014-07-08,27.431717,27.445808,27.431839,27.452316,27.451004,27.452095,27.434914
2014-07-09,27.45008,27.438515,27.45137,27.458244,27.435295,27.427643,27.435646
2014-07-10,27.456528,27.454567,27.453812,27.43013,27.447517,27.452354,27.436768
2014-07-11,27.432396,27.440117,27.43554,27.458282,27.423912,27.426994,27.43296
2014-07-13,27.45427,27.4581,27.44812,27.432365,27.464096,27.44545,27.459435
2014-07-14,27.451569,27.447746,27.4516,27.42688,27.426468,27.438995,27.424194
2014-07-15,27.430649,27.450974,27.446182,27.439903,27.437614,27.426865,27.446312
2014-07-16,27.439697,27.43341,27.445808,27.443672,27.4104,27.411346,27.43917
2014-07-17,27.423897,27.453667,27.46634,27.497383,27.423393,27.434135,27.430092
2014-07-18,27.462563,27.440315,27.435585,27.41407,27.438911,27.473305,27.420532
2014-07-20,27.442886,27.438713,27.42199,27.41388,27.436111,27.439919,27.4571
2014-07-21,27.447464,27.43399,27.417282,27.416046,27.43457,27.428566,27.436844
2014-07-22,27.458626,27.430298,27.45633,27.440033,27.445671,27.441132,27.445328
2014-07-23,27.442535,27.424805,27.482407,27.444992,27.426132,27.447174,27.44606
2014-07-24,27.46045,27.467224,27.442276,27.442154,27.441933,27.430092,27.449547
2014-07-25,27.43435,27.400963,27.439255,27.437256,27.442657,27.455055,27.447868
2014-07-27,27.443878,27.438683,27.44519,27.444374,27.446815,27.442238,27.447624
2014-07-28,27.428505,27.44059,27.445679,27.435768,27.453438,27.440964,27.445793
2014-07-29,27.44648,27.44484,27.4486,27.446297,27.433258,27.44577,27.434631
2014-07-30,27.448997,27.447586,27.44577,27.446678,27.45745,27.449554,27.445602
2014-07-31,27.458946,27.446564,27.448929,27.430405,27.449638,27.442352,27.444946
2014-08-01,27.44954,27.452263,27.437103,27.446022,27.450005,27.443459,27.44255
2014-08-03,27.444443,27.440048,27.450523,27.434113,27.444275,27.446037,27.45005
2014-08-04,27.434685,27.445938,27.44381,27.453209,27.448654,27.450981,27.452637
2014-08-05,27.44719,27.443268,27.44667,27.442703,27.450912,27.453743,27.454964
2014-08-06,27.449692,27.446716,27.444244,27.4477,27.45472,27.453781,27.459587
2014-08-07,27.439697,27.45095,27.44802,27.453499,27.453506,27.459885,27.467125
2014-08-08,27.443253,27.450432,27.457169,27.45214,27.459412,27.466133,27.468575
2014-08-10,27.450745,27.4525,27.455368,27.45848,27.460266,27.472893,27.464943
2014-08-11,27.452171,27.455475,27.463722,27.475136,27.467644,27.472961,27.47306
2014-08-12,27.452644,27.46418,27.4627,27.471275,27.47026,27.474655,27.475319
2014-08-13,27.46064,27.473282,27.473763,27.475136,27.475998,27.480011,27.482544
2014-08-14,27.459442,27.46605,27.469727,27.473755,27.476875,27.48249,27.491837
2014-08-15,27.468895,27.468407,27.473557,27.47477,27.482101,27.491997,27.522484
2014-08-17,27.464096,27.477913,27.475662,27.47802,27.492119,27.522179,27.613152
2014-08-18,27.477318,27.470634,27.48082,27.48684,27.529549,27.612099,27.654373
2014-08-19,27.475227,27.481323,27.486374,27.519615,27.612595,27.65075,27.659645
2014-08-20,27.480331,27.48996,27.521866,27.612633,27.644981,27.659668,27.659859
2014-08-21,27.490807,27.51738,27.61264,27.653076,27.656616,27.666313,27.719734
2014-08-22,27.521385,27.612602,27.649467,27.65657,27.664467,27.72371,27.725037
2014-08-24,27.611992,27.649643,27.656906,27.66565,27.724258,27.72377,27.777367
2014-08-25,27.652237,27.656364,27.668846,27.724548,27.7202,27.774323,27.781013
2014-08-26,27.656937,27.665886,27.72686,27.721764,27.781403,27.780624,27.77398
2014-08-27,27.66114,27.725166,27.72834,27.775192,27.780548,27.784927,27.776085
2014-08-28,27.718346,27.7248,27.78189,27.782227,27.77922,27.768837,27.772919
2014-08-29,27.724075,27.775635,27.780159,27.776169,27.78263,27.757683,27.770752
2014-08-31,27.777405,27.772255,27.775383,27.779015,27.781807,27.779327,27.777832
2014-09-01,27.771072,27.7874,27.779968,27.775192,27.775505,27.779251,27.787445
2014-09-02,27.782745,27.768227,27.779633,27.781578,27.78331,27.774483,27.777542
2014-09-03,27.781647,27.778725,27.779633,27.783112,27.777328,27.76928,27.772644
2014-09-04,27.784035,27.775993,27.779503,27.77816,27.776222,27.779968,27.782364
2014-09-05,27.78209,27.777534,27.779503,27.782936,27.783455,27.775452,27.781105
2014-09-07,27.7762,27.775078,27.779503,27.784348,27.7733,27.778992,27.779572
2014-09-08,27.774055,27.772903,27.779503,27.782806,27.781609,27.779938,27.770096
2014-09-09,27.78341,27.775528,27.779503,27.775566,27.777885,27.777634,27.759254
2014-09-10,27.781525,27.780464,27.779503,27.783722,27.782295,27.77481,27.764854
2014-09-11,27.774551,27.779854,27.779503,27.776962,27.76236,27.76725,27.787933
2014-09-12,27.773148,27.768974,27.779373,27.77993,27.779366,27.791,27.773178
2014-09-14,27.761688,27.766975,27.779373,27.776253,27.779968,27.773506,27.763016
2014-09-15,27.776306,27.781296,27.779373,27.779999,27.758896,27.777603,27.754066
2014-09-16,27.784714,27.787369,27.779373,27.776253,27.767082,27.756874,27.7388
2014-09-17,27.771698,27.764977,27.779373,27.760101,27.755684,27.73481,27.723228
2014-09-18,27.790588,27.781555,27.770866,27.75457,27.74559,27.732391,27.71556
2014-09-19,27.7725,27.774597,27.743736,27.724403,27.725677,27.716003,27.691513
2014-09-21,27.784538,27.741539,27.727829,27.714478,27.72219,27.691566,27.667404
2014-09-22,27.735313,27.741142,27.736595,27.720512,27.687729,27.68547,27.666489
2014-09-23,27.740318,27.725609,27.713837,27.715897,27.669434,27.667046,27.63958
2014-09-24,27.72113,27.70282,27.699852,27.678062,27.670296,27.654137,27.605743
2014-09-25,27.722427,27.685516,27.669418,27.664444,27.666588,27.626007,27.62233
2014-09-26,27.688148,27.667725,27.681252,27.649612,27.623169,27.608925,27.603912
2014-09-28,27.68608,27.67205,27.66957,27.623848,27.6148,27.610611,27.583275
2014-09-29,27.66468,27.659409,27.62352,27.610367,27.599121,27.604988,27.594643
2014-09-30,27.65403,27.621948,27.632057,27.613953,27.602257,27.59372,27.590889
2014-10-01,27.630333,27.624596,27.605667,27.594269,27.583755,27.582146,27.562363
2014-10-02,27.63678,27.5999,27.602585,27.59819,27.58667,27.575836,27.560974
2014-10-03,27.626022,27.582443,27.594872,27.571701,27.566925,27.56585,27.551338
2014-10-05,27.589325,27.573868,27.588943,27.571579,27.547592,27.558922,27.549675
2014-10-06,27.578484,27.597328,27.565483,27.555298,27.554352,27.5438,27.550842
2014-10-07,27.590103,27.576607,27.546204,27.53701,27.536545,27.537376,27.542427
2014-10-08,27.56958,27.56173,27.553947,27.54538,27.53878,27.55075,27.544304
2014-10-09,27.55346,27.537277,27.560524,27.545853,27.549599,27.552353,27.538734
2014-10-10,27.551613,27.571098,27.524284,27.539062,27.512703,27.517395,27.54383
2014-10-12,27.517296,27.531853,27.537544,27.530655,27.519821,27.555565,27.527657
2014-10-13,27.54583,27.533966,27.518234,27.535576,27.54116,27.521233,27.51503
2014-10-14,27.544395,27.534645,27.53659,27.542625,27.52079,27.550827,27.53135
2014-10-15,27.52668,27.544655,27.542313,27.525993,27.53167,27.515373,27.519821
2014-10-16,27.542656,27.53865,27.5456,27.53859,27.522865,27.52214,27.540916
2014-10-17,27.530884,27.530418,27.536194,27.535484,27.528671,27.5298,27.512558
2014-10-19,27.533676,27.54367,27.533272,27.519226,27.5308,27.517883,27.542854
2014-10-20,27.510551,27.502014,27.52063,27.520271,27.51912,27.520851,27.525665
2014-10-21,27.53556,27.505096,27.52732,27.53212,27.528923,27.5206,27.52343
2014-10-22,27.512894,27.526947,27.520996,27.515266,27.516396,27.512032,27.528046
2014-10-23,27.530212,27.525208,27.524223,27.528267,27.514206,27.53933,27.52649
2014-10-24,27.525421,27.526703,27.533257,27.529976,27.530533,27.507408,27.526619
2014-10-26,27.523643,27.524117,27.521523,27.523819,27.527496,27.536743,27.526619
2014-10-27,27.522438,27.523628,27.52816,27.52478,27.522202,27.527061,27.526619
2014-10-28,27.528763,27.524208,27.533363,27.515991,27.522202,27.52758,27.526619
2014-10-29,27.520096,27.542625,27.522583,27.524849,27.522202,27.52758,27.526619
2014-10-30,27.543175,27.513893,27.530495,27.529099,27.522202,27.52758,27.526161
2014-10-31,27.528412,27.519638,27.533012,27.52665,27.523987,27.526222,27.526184
2014-11-02,27.522438,27.502731,27.517113,27.537262,27.530174,27.53402,27.552734
2014-11-03,27.52958,27.525955,27.527306,27.517838,27.527786,27.526672,27.542274
2014-11-04,27.529839,27.533913,27.516449,27.552147,27.53315,27.545738,27.556396
2014-11-05,27.529709,27.524178,27.52916,27.531776,27.548286,27.573586,27.575478
2014-11-06,27.516968,27.532364,27.524506,27.541481,27.549904,27.547966,27.591232
2014-11-07,27.52958,27.536728,27.545563,27.551674,27.547394,27.587334,27.598976
2014-11-09,27.534607,27.54631,27.562904,27.55101,27.582024,27.588425,27.612534
2014-11-10,27.546036,27.57721,27.558044,27.5877,27.587097,27.605064,27.628197
2014-11-11,27.550346,27.546097,27.586418,27.591805,27.61277,27.617477,27.632545
2014-11-12,27.543243,27.582207,27.591103,27.612007,27.613922,27.622108,27.64096
2014-11-13,27.58268,27.602943,27.606796,27.620338,27.627975,27.633026,27.62223
2014-11-14,27.58702,27.5988,27.608871,27.63095,27.628487,27.655869,27.66735
2014-11-16,27.61493,27.610847,27.62062,27.639214,27.653336,27.667984,27.647423
2014-11-17,27.613861,27.624008,27.635796,27.64756,27.62297,27.66771,27.669151
2014-11-18,27.624985,27.626472,27.65747,27.655746,27.640465,27.658852,27.662231
2014-11-19,27.64138,27.647064,27.658379,27.630707,27.6857,27.661179,27.635056
2014-11-20,27.666351,27.638657,27.661667,27.652748,27.657745,27.647034,27.669899
2014-11-21,27.660416,27.638672,27.663368,27.675888,27.64293,27.665558,27.664597
2014-11-23,27.661514,27.675667,27.6865,27.65358,27.651878,27.651741,27.689491
2014-11-24,27.6315,27.682503,27.68554,27.66259,27.661865,27.643394,27.666267
2014-11-25,27.657433,27.66977,27.656075,27.684654,27.641762,27.646729,27.66504
2014-11-26,27.653381,27.660614,27.688828,27.656097,27.678162,27.654984,27.65377
2014-11-27,27.665848,27.65129,27.64235,27.653297,27.647964,27.674103,27.649696
2014-11-28,27.655006,27.664154,27.660011,27.666214,27.669327,27.663734,27.664429
2014-11-30,27.697472,27.661118,27.664146,27.669823,27.648277,27.669754,27.662468
2014-12-01,27.657722,27.686554,27.646294,27.665314,27.669197,27.666023,27.667221
2014-12-02,27.655373,27.670624,27.656807,27.656433,27.678032,27.629562,27.652039
2014-12-03,27.66925,27.65229,27.662354,27.657234,27.65673,27.653236,27.653236
2014-12-04,27.632866,27.68679,27.656227,27.668846,27.642494,27.638367,27.637161
2014-12-05,27.676529,27.679672,27.668198,27.634125,27.637047,27.62954,27.620895
2014-12-07,27.662926,27.64746,27.636024,27.651413,27.630081,27.62954,27.617935
2014-12-08,27.656548,27.657608,27.644691,27.626503,27.626625,27.620384,27.627335
2014-12-09,27.64981,27.649101,27.659111,27.623413,27.615532,27.592499,27.579689
2014-12-10,27.629906,27.652428,27.632256,27.612122,27.6251,27.61367,27.642975
2014-12-11,27.639328,27.621437,27.624146,27.603668,27.626259,27.634247,27.611351
2014-12-12,27.657082,27.628716,27.630974,27.628601,27.615898,27.612144,27.62326
2014-12-14,27.622543,27.621094,27.647385,27.628021,27.606506,27.599571,27.59906
2014-12-15,27.683846,27.579346,27.621902,27.604622,27.607178,27.614113,27.606857
2014-12-16,27.611992,27.634148,27.621132,27.61599,27.59568,27.604797,27.58361
2014-12-17,27.604721,27.598778,27.613594,27.639633,27.584435,27.616455,27.607147
2014-12-18,27.618698,27.607933,27.610222,27.633804,27.613419,27.593956,27.589203
2014-12-19,27.616417,27.61364,27.622864,27.599182,27.566414,27.596718,27.601616
2014-12-21,27.596619,27.61103,27.607903,27.594116,27.597488,27.591377,27.593704
2014-12-22,27.592728,27.59996,27.605812,27.60292,27.603882,27.596733,27.606697
2014-12-23,27.604393,27.610413,27.583054,27.598007,27.612526,27.596352,27.605797
2014-12-24,27.611755,27.592255,27.597595,27.605728,27.602913,27.615807,27.593285
2014-12-25,27.593025,27.628586,27.627853,27.605728,27.602676,27.59282,27.595634
2014-12-26,27.596916,27.617424,27.614357,27.605858,27.603012,27.599945,27.59613
2014-12-28,27.631432,27.61538,27.598557,27.605988,27.599434,27.595558,27.599106
2014-12-29,27.633743,27.615128,27.600662,27.606117,27.6148,27.610023,27.615067
2014-12-30,27.611855,27.615143,27.590385,27.606247,27.613495,27.591957,27.6138
2014-12-31,27.594551,27.595917,27.60411,27.606247,27.580856,27.592987,27.603424
2015-01-01,27.599213,27.593979,27.606583,27.606438,27.608498,27.600998,27.6007
2015-01-02,27.598099,27.599052,27.603394,27.606445,27.595772,27.5951,27.609344
2015-01-04,27.62857,27.59414,27.60492,27.606445,27.614098,27.589043,27.61438
2015-01-05,27.602234,27.593643,27.60408,27.597534,27.602707,27.601318,27.598991
2015-01-06,27.594109,27.594269,27.597267,27.597801,27.606903,27.615005,27.606667
2015-01-07,27.61142,27.605492,27.607536,27.604027,27.604752,27.640984,27.624641
2015-01-08,27.612999,27.603912,27.595596,27.620163,27.614273,27.635315,27.64038
2015-01-09,27.603996,27.61766,27.60997,27.602226,27.611061,27.631325,27.648499
2015-01-11,27.615166,27.6139,27.60653,27.624191,27.642502,27.646843,27.663849
2015-01-12,27.609703,27.614464,27.611832,27.63739,27.651237,27.660393,27.67028
2015-01-13,27.633766,27.61457,27.642563,27.647087,27.665886,27.677612,27.68386
2015-01-14,27.610207,27.639977,27.657722,27.659058,27.67266,27.68119,27.687576
2015-01-15,27.640884,27.65078,27.664963,27.664268,27.680298,27.68415,27.677643
2015-01-16,27.644241,27.662941,27.676079,27.677422,27.690002,27.703148,27.695152
2015-01-18,27.666023,27.672112,27.691315,27.68515,27.684067,27.694801,27.703728
2015-01-19,27.672737,27.682121,27.68718,27.699776,27.697037,27.704758,27.707825
2015-01-20,27.683304,27.693146,27.681358,27.719994,27.697075,27.720161,27.697624
2015-01-21,27.690758,27.69159,27.689087,27.696892,27.724243,27.72329,27.71891
2015-01-22,27.707397,27.710342,27.701935,27.734833,27.734505,27.72705,27.736717
2015-01-23,27.694992,27.705612,27.7043,27.684837,27.714165,27.732307,27.735695
2015-01-25,27.701393,27.707916,27.74347,27.71624,27.722633,27.735298,27.743645
2015-01-26,27.708305,27.700684,27.717003,27.71357,27.728294,27.751457,27.752708
2015-01-27,27.704895,27.702614,27.72197,27.721947,27.737938,27.756485,27.784126
2015-01-28,27.72509,27.726227,27.727043,27.730812,27.768257,27.762718,27.774948
2015-01-29,27.715454,27.741035,27.737587,27.745598,27.77372,27.767036,27.76796
2015-01-30,27.728294,27.73188,27.751762,27.764915,27.76307,27.743591,27.756996
2015-02-01,27.735435,27.74868,27.774582,27.758179,27.766441,27.756691,27.770508
2015-02-02,27.747139,27.77269,27.763672,27.771164,27.771156,27.752563,27.746506
2015-02-03,27.762177,27.755981,27.77407,27.764229,27.76625,27.774498,27.755684
2015-02-04,27.769981,27.774582,27.76249,27.774727,27.771156,27.771408,27.776932
2015-02-05,27.772102,27.766449,27.770515,27.754807,27.766182,27.777542,27.763664
2015-02-06,27.761444,27.769707,27.74282,27.742432,27.771355,27.7631,27.773643
2015-02-08,27.77127,27.770264,27.756584,27.774345,27.76593,27.759544,27.773315
2015-02-09,27.767456,27.748596,27.75692,27.759819,27.771614,27.741722,27.746971
2015-02-10,27.77185,27.7844,27.758202,27.765991,27.7658,27.755524,27.784592
2015-02-11,27.767265,27.750465,27.778877,27.745644,27.771873,27.75705,27.77803
2015-02-12,27.772041,27.777512,27.741371,27.78627,27.7658,27.780022,27.765526
2015-02-13,27.767014,27.772057,27.754166,27.772545,27.772377,27.768898,27.739777
2015-02-15,27.772232,27.774567,27.774704,27.775253,27.765732,27.768509,27.758919
2015-02-16,27.766815,27.751953,27.765038,27.743553,27.772446,27.755249,27.739502
2015-02-17,27.77224,27.779205,27.761086,27.777618,27.738754,27.74685,27.744568
2015-02-18,27.766426,27.76841,27.780037,27.752296,27.765503,27.74945,27.729279
2015-02-19,27.77237,27.765488,27.758514,27.748322,27.74379,27.726822,27.733551
2015-02-20,27.768433,27.754898,27.754723,27.74736,27.72094,27.736488,27.707153
2015-02-22,27.768387,27.75164,27.739243,27.728134,27.723152,27.711693,27.683876
2015-02-23,27.742287,27.744347,27.732819,27.716766,27.719719,27.703796,27.694359
2015-02-24,27.730179,27.72847,27.72718,27.730705,27.70691,27.700996,27.698158
2015-02-25,27.733025,27.715416,27.719826,27.705017,27.686928,27.692566,27.668129
2015-02-26,27.722153,27.715324,27.702248,27.702522,27.694786,27.628815,27.66069
2015-02-27,27.713585,27.685356,27.685051,27.680275,27.674774,27.662323,27.63926
2015-03-01,27.694733,27.679909,27.692345,27.637077,27.6772,27.634918,27.655579
2015-03-02,27.694,27.68702,27.646072,27.64949,27.634605,27.651497,27.625053
2015-03-03,27.675484,27.701408,27.671242,27.60633,27.621277,27.577438,27.617805
2015-03-04,27.64975,27.66307,27.619492,27.640907,27.64354,27.593697,27.574936
2015-03-05,27.679169,27.657867,27.641762,27.567688,27.62416,27.62738,27.579865
2015-03-06,27.617836,27.618805,27.623543,27.619278,27.610924,27.60196,27.521797
2015-03-08,27.583107,27.623344,27.605225,27.594864,27.578125,27.493324,27.45362
2015-03-09,27.625938,27.615395,27.606735,27.571976,27.49511,27.588158,27.492294
2015-03-10,27.599243,27.609802,27.593002,27.504951,27.481758,27.487793,27.478264
2015-03-11,27.614082,27.60817,27.511002,27.529121,27.444946,27.488388,27.460258
2015-03-12,27.570961,27.487251,27.508156,27.486465,27.476303,27.453377,27.466911
2015-03-13,27.4991,27.501564,27.487106,27.485428,27.488182,27.479294,27.46737
2015-03-15,27.48439,27.491356,27.495903,27.464287,27.459427,27.45388,27.459091
2015-03-16,27.497276,27.457268,27.47107,27.465263,27.458069,27.491379,27.435493
2015-03-17,27.484863,27.486832,27.465584,27.455696,27.447937,27.448204,27.442802
2015-03-18,27.471313,27.465553,27.456528,27.461296,27.463165,27.464172,27.444672
2015-03-19,27.468819,27.433357,27.479439,27.466507,27.455498,27.431686,27.446785
2015-03-20,27.462479,27.458649,27.473381,27.441544,27.43634,27.41745,27.397606
2015-03-22,27.469116,27.412384,27.445213,27.437775,27.43042,27.425697,27.421669
2015-03-23,27.450363,27.43319,27.438461,27.44069,27.42456,27.42472,27.42852
2015-03-24,27.445305,27.461403,27.421623,27.416573,27.432167,27.404144,27.420975
2015-03-25,27.439255,27.42968,27.423714,27.430862,27.419037,27.433746,27.435158
2015-03-26,27.432022,27.427193,27.421211,27.43023,27.438309,27.426537,27.439049
2015-03-27,27.425262,27.416855,27.436241,27.431412,27.407677,27.425568,27.410873
2015-03-29,27.426025,27.432945,27.426468,27.423737,27.428665,27.425568,27.43576
2015-03-30,27.427452,27.42463,27.40725,27.423065,27.434654,27.425377,27.423698
2015-03-31,27.427452,27.456627,27.417824,27.427963,27.419296,27.438705,27.436653
2015-04-01,27.427452,27.419128,27.422455,27.422539,27.429039,27.424149,27.41005
2015-04-02,27.427383,27.431984,27.421722,27.437607,27.434258,27.422974,27.417168
2015-04-05,27.427383,27.436432,27.441841,27.416656,27.432823,27.401184,27.413467
2015-04-06,27.427383,27.430008,27.427109,27.424202,27.41819,27.407028,27.38527
2015-04-07,27.41893,27.43563,27.430206,27.411522,27.416924,27.430893,27.38488
2015-04-08,27.44616,27.422607,27.421082,27.409615,27.393936,27.383705,27.360863
2015-04-09,27.429787,27.421997,27.410461,27.386246,27.415451,27.370659,27.343498
2015-04-10,27.422768,27.401505,27.42376,27.414536,27.428024,27.385635,27.358238
2015-04-12,27.40731,27.354828,27.354965,27.400208,27.367058,27.367638,27.366661
2015-04-13,27.35022,27.409233,27.376862,27.354744,27.384155,27.394554,27.38459
