,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY,JPXJPY
2012-01-08,5696.6997,5696.1226,5695.295,5693.278,5694.3984,5693.1553,5692.819
2012-01-09,5714.721,5714.1953,5713.4126,5711.442,5712.5996,5711.3984,5711.0977
2012-01-10,5732.8115,5732.33,5731.5947,5729.661,5730.8613,5729.6953,5729.427
2012-01-11,5750.9395,5750.5054,5749.807,5747.915,5749.1504,5748.017,5747.7803
2012-01-12,5769.1133,5768.7163,5768.0596,5766.2036,5767.471,5766.369,5766.161
2012-01-13,5787.324,5786.9688,5786.3477,5784.524,5785.823,5784.751,5784.57
2012-01-15,5805.5767,5805.257,5804.6685,5802.876,5804.2046,5803.159,5803.0044
2012-01-16,5823.865,5823.5776,5823.021,5821.258,5822.6133,5821.5938,5821.4604
2012-01-17,5842.184,5841.928,5841.3994,5839.6646,5841.0454,5840.048,5839.9365
2012-01-18,5860.538,5860.311,5859.8105,5858.1006,5859.504,5858.528,5858.4424
2012-01-19,5878.9194,5878.72,5878.244,5876.5566,5877.9814,5877.0317,5876.9614
2012-01-20,5897.328,5897.154,5896.701,5895.034,5896.486,5895.551,5895.4966
2012-01-22,5915.7627,5915.6104,5915.1787,5913.5386,5915.005,5914.086,5914.054
2012-01-23,5934.2188,5934.0884,5933.683,5932.058,5933.54,5932.6436,5932.618
2012-01-24,5952.6963,5952.593,5952.202,5950.593,5952.0977,5951.207,5951.208
2012-01-25,5971.2007,5971.1113,5970.7373,5969.151,5970.661,5969.7974,5969.8003
2012-01-26,5989.7197,5989.647,5989.295,5987.7144,5989.2515,5988.3896,5988.415
2012-01-27,6008.255,6008.2046,6007.859,6006.3047,6007.8438,6007.004,6007.036
2012-01-29,6026.8125,6026.768,6026.449,6024.897,6026.458,6025.625,6025.663
2012-01-30,6045.376,6045.3584,6045.041,6043.511,6045.079,6044.2515,6044.3125
2012-01-31,6063.9663,6063.9507,6063.656,6062.1323,6063.7056,6062.902,6062.962
2012-02-01,6082.5586,6082.565,6082.2764,6080.7593,6082.3555,6081.551,6081.614
2012-02-02,6101.173,6101.1855,6100.9033,6099.4087,6101.005,6100.203,6100.292
2012-02-03,6119.794,6119.8125,6119.553,6118.0586,6119.657,6118.8804,6118.9697
2012-02-05,6138.421,6138.4624,6138.2026,6136.7095,6138.335,6137.559,6137.6484
2012-02-06,6157.0703,6157.112,6156.8545,6155.388,6157.013,6156.238,6156.3267
2012-02-07,6175.72,6175.7637,6175.532,6174.0664,6175.692,6174.9155,6175.033
2012-02-08,6194.3716,6194.442,6194.211,6192.745,6194.37,6193.622,6193.74
2012-02-09,6213.0503,6213.12,6212.889,6211.423,6213.076,6212.3296,6213.3438
2012-02-10,6231.728,6231.7983,6231.568,6230.1294,6231.7837,6231.933,6233.0024
2012-02-12,6250.4067,6250.477,6250.274,6248.8364,6251.387,6251.592,6252.595
2012-02-13,6269.085,6269.183,6268.981,6268.4404,6271.046,6271.184,6272.126
2012-02-14,6287.791,6287.89,6288.585,6288.099,6290.638,6290.715,6291.599
2012-02-15,6306.498,6307.494,6308.243,6307.6914,6310.169,6310.1885,6311.02
2012-02-16,6326.102,6327.153,6327.836,6327.2227,6329.6426,6329.609,6330.3945
2012-02-17,6345.7607,6346.745,6347.366,6346.696,6349.063,6348.983,6349.7207
2012-02-19,6365.353,6366.276,6366.84,6366.116,6368.437,6368.309,6369.01
2012-02-20,6384.8843,6385.749,6386.2607,6385.4907,6387.7637,6387.5986,6388.258
2012-02-21,6404.3574,6405.17,6405.635,6404.817,6407.0527,6406.8467,6407.47
2012-02-22,6423.778,6424.544,6424.961,6424.1055,6426.301,6426.059,6426.652
2012-02-23,6443.1523,6443.87,6444.2505,6443.354,6445.5137,6445.2407,6445.803
2012-02-24,6462.4785,6463.1597,6463.4985,6462.567,6464.695,6464.392,6464.927
2012-02-26,6481.7676,6482.4077,6482.711,6481.7476,6483.846,6483.516,6484.026
2012-02-27,6501.02,6501.6187,6501.9014,6500.899,6502.981,6502.6113,6503.1055
2012-02-28,6520.2275,6520.812,6521.0396,6520.0356,6522.067,6521.691,6522.161
2012-02-29,6539.4214,6539.9507,6540.177,6539.1206,6541.146,6540.7466,6541.183
2012-03-01,6558.5596,6559.0874,6559.2617,6558.2007,6560.202,6559.7686,6560.2056
2012-03-02,6577.697,6578.1724,6578.342,6577.257,6579.224,6578.791,6579.2085
2012-03-04,6596.7817,6597.252,6597.398,6596.279,6598.246,6597.794,6598.1733
2012-03-05,6615.861,6616.3086,6616.42,6615.3013,6617.2495,6616.7593,6617.1377
2012-03-06,6634.9175,6635.3306,6635.442,6634.3037,6636.2144,6635.7236,6636.103
2012-03-07,6653.9395,6654.3525,6654.4453,6653.269,6655.179,6654.6885,6655.051
2012-03-08,6672.961,6673.3555,6673.4097,6672.2334,6674.144,6673.6367,6673.959
2012-03-09,6691.965,6692.321,6692.3745,6691.1987,6693.0923,6692.544,6692.866
2012-03-11,6710.9297,6711.285,6711.3394,6710.1465,6712.0,6711.452,6711.7734
2012-03-12,6729.8945,6730.25,6730.288,6729.054,6730.9077,6730.36,6730.681
2012-03-13,6748.859,6749.198,6749.1953,6747.962,6749.815,6749.267,6749.589
2012-03-14,6767.8076,6768.106,6768.1025,6766.869,6768.722,6768.1743,6768.4717
2012-03-15,6786.7153,6787.013,6787.01,6785.7773,6787.6294,6787.057,6787.3213
2012-03-16,6805.6226,6805.921,6805.918,6804.6846,6806.512,6805.9067,6806.1714
2012-03-18,6824.53,6824.8286,6824.8257,6823.567,6825.363,6824.757,6825.0215
2012-03-19,6843.4375,6843.7363,6843.708,6842.4165,6844.213,6843.6074,6843.872
2012-03-20,6862.345,6862.6187,6862.5576,6861.267,6863.063,6862.458,6862.722
2012-03-21,6881.2275,6881.4683,6881.408,6880.1177,6881.913,6881.308,6881.5723
2012-03-22,6900.0776,6900.319,6900.259,6898.968,6900.7637,6900.1577,6900.4224
2012-03-23,6918.928,6919.169,6919.1084,6917.818,6919.6133,6919.008,6919.273
2012-03-25,6937.7783,6938.019,6937.9585,6936.6675,6938.464,6937.8584,6938.1226
2012-03-26,6956.628,6956.869,6956.8086,6955.518,6957.3135,6956.709,6956.973
2012-03-27,6975.4785,6975.719,6975.659,6974.3687,6976.164,6975.558,6975.7812
2012-03-28,6994.3286,6994.57,6994.51,6993.2183,6995.0146,6994.3667,6994.574
2012-03-29,7013.179,7013.4204,7013.359,7012.0684,7013.8223,7013.159,7013.367
2012-03-30,7032.0293,7032.27,7032.2095,7030.877,7032.615,7031.9526,7032.159
2012-04-01,7050.879,7051.12,7051.018,7049.6694,7051.4077,7050.745,7050.953
2012-04-02,7069.7295,7069.928,7069.8105,7068.463,7070.2007,7069.5386,7069.745
2012-04-03,7088.5376,7088.7207,7088.604,7087.2554,7088.9937,7088.331,7088.538
2012-04-04,7107.33,7107.514,7107.3965,7106.049,7107.7866,7107.1245,7107.331
2012-04-05,7126.123,7126.3066,7126.1895,7124.8413,7126.5796,7125.917,7126.124
2012-04-08,7144.916,7145.0996,7144.9824,7143.6343,7145.372,7144.7095,7144.917
2012-04-09,7163.7085,7163.8926,7163.775,7162.4272,7164.165,7163.503,7163.71
2012-04-10,7182.502,7182.685,7182.5684,7181.2197,7182.958,7182.2954,7182.503
2012-04-11,7201.2944,7201.4785,7201.361,7200.013,7201.751,7201.089,7201.296
2012-04-12,7220.088,7220.271,7220.154,7218.8057,7220.544,7219.8813,7220.089
2012-04-13,7238.8804,7239.064,7238.947,7237.5986,7239.337,7238.674,7238.882
2012-04-15,7257.673,7257.857,7257.7393,7256.3916,7258.13,7257.4673,7257.674
2012-04-16,7276.4663,7276.6494,7276.5327,7275.184,7276.9224,7276.26,7276.468
2012-04-17,7295.259,7295.443,7295.325,7293.9775,7295.7153,7295.053,7295.26
2012-04-18,7314.0522,7314.2354,7314.1187,7312.77,7314.5083,7313.8457,7314.0527
2012-04-19,7332.8447,7333.029,7332.911,7331.563,7333.3013,7332.6387,7332.8457
2012-04-20,7351.6377,7351.8213,7351.704,7350.356,7352.094,7351.4316,7351.6387
2012-04-22,7370.4307,7370.6143,7370.497,7369.1484,7370.8867,7370.224,7370.4316
2012-04-23,7389.223,7389.407,7389.2896,7387.942,7389.6797,7389.0176,7389.2246
2012-04-24,7408.0166,7408.1997,7408.083,7406.7344,7408.4727,7407.81,7408.0176
2012-04-25,7426.809,7426.993,7426.8755,7425.528,7427.2656,7426.6035,7426.8105
2012-04-26,7445.602,7445.7856,7445.6685,7444.3203,7446.0586,7445.396,7445.6035
2012-04-27,7464.395,7464.5786,7464.4614,7463.1133,7464.8516,7464.1885,7464.3965
2012-04-29,7483.1875,7483.3716,7483.254,7481.9062,7483.644,7482.982,7483.1885
2012-04-30,7501.981,7502.164,7502.0474,7500.6987,7502.437,7501.7744,7501.9814
2012-05-01,7520.7734,7520.9575,7520.84,7519.492,7521.23,7520.568,7520.7744
2012-05-02,7539.567,7539.75,7539.633,7538.2847,7540.023,7539.3604,7539.5674
2012-05-03,7558.3594,7558.5435,7558.426,7557.0776,7558.816,7558.153,7558.3604
2012-05-04,7577.1523,7577.336,7577.2183,7575.8706,7577.609,7576.9463,7577.1533
2012-05-06,7595.9453,7596.129,7596.0117,7594.663,7596.4014,7595.739,7595.9463
2012-05-07,7614.738,7614.922,7614.804,7613.4565,7615.1943,7614.532,7614.7393
2012-05-08,7633.5312,7633.7144,7633.5977,7632.249,7633.9873,7633.3247,7633.532
2012-05-09,7652.3237,7652.508,7652.39,7651.0425,7652.7803,7652.118,7652.325
2012-05-10,7671.1167,7671.3003,7671.183,7669.835,7671.573,7670.9106,7671.118
2012-05-11,7689.9097,7690.0933,7689.976,7688.628,7690.3657,7689.703,7689.911
2012-05-13,7708.702,7708.886,7708.7686,7707.421,7709.1587,7708.4966,7708.703
2012-05-14,7727.4956,7727.6787,7727.562,7726.2134,7727.9517,7727.289,7727.496
2012-05-15,7746.288,7746.472,7746.3545,7745.007,7746.7446,7746.0825,7746.289
2012-05-16,7765.0815,7765.2646,7765.1475,7763.7993,7765.5376,7764.875,7765.082
2012-05-17,7783.874,7784.0576,7783.9404,7782.5923,7784.3306,7783.6675,7783.875
2012-05-18,7802.6665,7802.8506,7802.733,7801.3853,7803.1235,7802.461,7802.668
2012-05-20,7821.46,7821.6436,7821.5264,7820.1777,7821.916,7821.2534,7821.461
2012-05-21,7840.2524,7840.4365,7840.319,7838.971,7840.709,7840.047,7840.254
2012-05-22,7859.046,7859.229,7859.1123,7857.7637,7859.502,7858.8394,7859.047
2012-05-23,7877.8384,7878.0225,7877.905,7876.5566,7878.295,7877.6323,7877.84
2012-05-24,7896.6313,7896.815,7896.6978,7895.3496,7897.088,7896.4253,7896.633
2012-05-25,7915.4243,7915.608,7915.4907,7914.142,7915.8804,7915.218,7915.426
2012-05-27,7934.217,7934.401,7934.283,7932.9355,7934.6733,7934.011,7934.218
2012-05-28,7953.0103,7953.1934,7953.0767,7951.728,7953.4663,7952.8037,7953.0107
2012-05-29,7971.8027,7971.987,7971.869,7970.5215,7972.2593,7971.597,7971.8037
2012-05-30,7990.5957,7990.7793,7990.662,7989.314,7991.0522,7990.3896,7990.5967
2012-05-31,8009.3887,8009.5723,8009.455,8008.107,8009.845,8009.182,8009.3896
2012-06-01,8028.181,8028.365,8028.2476,8026.9,8028.6377,8027.9756,8028.1826
2012-06-03,8046.9746,8047.1577,8047.041,8045.6924,8047.4307,8046.768,8046.9756
2012-06-04,8065.767,8065.951,8065.8335,8064.486,8066.2236,8065.5615,8065.7686
2012-06-05,8084.5605,8084.7437,8084.6265,8083.2783,8085.0166,8084.354,8084.5615
2012-06-06,8103.353,8103.537,8103.4194,8102.0713,8103.8096,8103.1465,8103.3545
2012-06-07,8122.146,8122.3296,8122.212,8120.8643,8122.6025,8121.94,8122.1465
2012-06-08,8140.939,8141.1226,8141.0054,8139.6567,8141.395,8140.7324,8140.9404
2012-06-10,8159.7314,8159.9155,8159.798,8158.45,8160.188,8159.526,8159.7324
2012-06-11,8178.525,8178.708,8178.5913,8177.2427,8178.981,8178.3184,8178.5254
2012-06-12,8197.317,8197.502,8197.384,8196.036,8197.774,8197.111,8197.318
2012-06-13,8216.11,8216.294,8216.177,8214.828,8216.567,8215.904,8216.111
2012-06-14,8234.903,8235.087,8234.97,8233.621,8235.359,8234.696,8234.904
2012-06-15,8253.695,8253.878,8253.761,8252.414,8254.147,8253.49,8253.695
2012-06-17,8271.603,8271.786,8271.669,8270.387,8272.046,8271.409,8271.604
2012-06-18,8289.462,8289.6455,8289.528,8288.241,8289.906,8289.268,8289.463
2012-06-19,8307.383,8307.565,8307.448,8306.157,8307.826,8307.1875,8307.383
2012-06-20,8324.761,8324.944,8324.827,8323.599,8325.193,8324.579,8324.762
2012-06-21,8341.814,8341.998,8341.88,8340.667,8342.233,8341.637,8341.815
2012-06-22,8358.059,8358.242,8358.124,8356.946,8358.466,8357.886,8358.06
2012-06-24,8374.386,8374.568,8374.451,8373.266,8374.795,8374.211,8374.386
2012-06-25,8390.8545,8391.039,8390.921,8389.724,8391.268,8390.679,8390.855
2012-06-26,8407.464,8407.647,8407.529,8406.325,8407.879,8407.286,8407.465
2012-06-27,8423.655,8423.825,8423.707,8422.579,8424.045,8423.477,8423.656
2012-06-28,8439.251,8439.407,8439.304,8438.2295,8439.615,8439.083,8439.252
2012-06-29,8454.202,8454.359,8454.255,8453.174,8454.57,8454.033,8454.203
2012-07-01,8469.347,8469.506,8469.399,8468.305,8469.72,8469.176,8469.348
2012-07-02,8484.683,8484.842,8484.735,8483.628,8485.059,8484.51,8484.683
2012-07-03,8499.973,8500.136,8500.029,8498.975,8500.341,8499.814,8499.974
2012-07-04,8514.567,8514.73,8514.624,8513.563,8514.938,8514.408,8514.568
2012-07-05,8528.884,8529.02,8528.942,8528.006,8529.201,8528.75,8528.884
2012-07-06,8541.124,8541.243,8541.183,8540.325,8541.41,8541.007,8541.124
2012-07-08,8552.613,8552.721,8552.658,8551.894,8552.856,8552.501,8553.558
2012-07-09,8562.219,8562.328,8562.266,8561.556,8562.449,8563.217,8565.4375
2012-07-10,8571.952,8572.054,8571.996,8571.302,8573.224,8575.0625,8578.229
2012-07-11,8580.16,8580.837,8580.786,8581.298,8584.242,8587.03,8591.002
2012-07-12,8588.02,8588.722,8589.873,8591.51,8595.169,8598.843,8603.639
2012-07-13,8594.926,8596.715,8599.071,8601.929,8606.893,8611.801,8617.786
2012-07-15,8602.84,8606.059,8609.815,8613.99,8620.273,8626.382,8633.1045
2012-07-16,8612.491,8617.149,8622.287,8627.739,8634.708,8641.407,8648.865
2012-07-17,8623.9375,8629.833,8635.703,8641.856,8649.967,8656.93,8663.763
2012-07-18,8636.207,8642.985,8650.165,8657.54,8665.579,8671.34,8676.619
2012-07-19,8649.751,8657.902,8666.323,8672.44,8678.543,8682.74,8686.711
2012-07-20,8665.129,8673.261,8679.61,8684.05,8688.811,8692.692,8696.512
2012-07-22,8679.211,8685.209,8690.245,8694.449,8698.779,8701.995,8705.176
2012-07-23,8690.402,8696.113,8700.428,8703.881,8707.781,8710.895,8714.002
2012-07-24,8701.004,8705.746,8709.825,8713.17,8716.709,8719.196,8721.692
2012-07-25,8710.841,8715.389,8718.739,8721.394,8724.526,8726.687,8728.6
2012-07-26,8719.941,8723.667,8726.654,8728.703,8731.116,8732.929,8734.7705
2012-07-27,8727.91,8730.774,8733.232,8735.19,8737.4795,8738.812,8740.108
2012-07-29,8734.758,8737.48,8739.3,8740.647,8742.345,8743.565,8743.165
2012-07-30,8740.62,8742.594,8744.295,8745.604,8747.292,8746.747,8744.373
2012-07-31,8745.844,8747.791,8749.464,8750.731,8750.605,8748.01,8743.599
2012-08-01,8751.246,8753.167,8754.813,8754.167,8751.928,8747.202,8742.313
2012-08-02,8756.835,8758.7295,8758.41,8755.545,8751.092,8744.175,8743.141
2012-08-03,8762.613,8762.46,8759.829,8754.678,8747.932,8743.424,8744.603
2012-08-05,8764.996,8763.778,8758.921,8751.404,8746.462,8744.507,8745.782
2012-08-06,8764.051,8762.523,8755.511,8749.877,8747.399,8745.73,8747.002
2012-08-07,8762.418,8758.98,8753.917,8750.847,8748.674,8746.997,8748.265
2012-08-08,8758.73,8757.32,8754.925,8752.167,8749.996,8748.314,8749.582
2012-08-09,8757.004,8758.368,8756.302,8753.541,8751.37,8749.6875,8750.951
2012-08-10,8758.092,8759.799,8757.733,8754.969,8752.8,8751.108,8752.368
2012-08-12,8759.58,8761.289,8759.22,8756.446,8754.28,8752.583,8753.838
2012-08-13,8761.127,8762.833,8760.761,8757.9795,8755.815,8754.111,8755.363
2012-08-14,8762.731,8763.744,8762.356,8759.569,8757.407,8755.695,8756.943
2012-08-15,8763.763,8763.748,8763.797,8761.219,8759.058,8757.341,8758.584
2012-08-16,8763.75,8763.752,8763.741,8762.929,8760.7705,8759.044,8760.283
2012-08-17,8763.75,8763.746,8763.741,8763.742,8762.549,8760.813,8762.049
2012-08-19,8763.746,8763.747,8763.748,8763.748,8763.759,8762.651,8763.812
2012-08-20,8763.75,8763.752,8763.743,8763.745,8763.751,8763.737,8765.041
2012-08-21,8763.75,8763.746,8763.748,8763.748,8763.747,8765.034,8766.918
2012-08-22,8763.744,8763.746,8763.748,8763.748,8765.044,8766.988,8768.961
2012-08-23,8763.75,8763.752,8763.737,8765.022,8767.092,8769.117,8774.8
2012-08-24,8763.75,8763.746,8765.056,8767.155,8769.302,8775.187,8783.67
2012-08-26,8763.744,8765.08,8767.234,8769.449,8775.625,8784.167,8794.339
2012-08-27,8765.082,8767.3,8769.622,8775.994,8784.718,8795.244,8809.729
2012-08-28,8767.349,8769.788,8776.442,8785.215,8796.24,8811.208,8828.801
2012-08-29,8769.93,8776.875,8785.778,8797.135,8812.817,8830.53,8844.929
2012-08-30,8777.292,8786.357,8798.179,8814.259,8832.397,8847.174,8861.156
2012-08-31,8786.913,8799.225,8815.962,8834.054,8849.612,8863.922,8874.769
2012-09-02,8800.26,8817.642,8836.055,8851.78,8866.913,8876.37,8877.27
2012-09-03,8819.321,8837.984,8854.39,8869.195,8877.463,8877.283,8877.286
2012-09-04,8839.901,8856.897,8871.657,8877.433,8877.297,8877.293,8877.284
2012-09-05,8859.426,8873.831,8877.225,8877.29,8877.273,8877.289,8877.286
2012-09-06,8875.632,8877.279,8877.281,8877.292,8877.293,8877.276,8877.288
2012-09-07,8877.288,8877.282,8877.289,8877.286,8877.288,8877.283,8879.88
2012-09-09,8877.273,8877.284,8877.289,8877.287,8877.276,8880.044,8888.089
2012-09-10,8877.288,8877.293,8877.281,8877.292,8880.125,8888.391,8897.122
2012-09-11,8877.275,8877.282,8877.291,8880.079,8888.673,8897.546,8908.191
2012-09-12,8877.271,8877.283,8880.28,8888.773,8898.087,8908.814,8923.472
2012-09-13,8877.288,8880.431,8889.086,8898.417,8909.485,8924.595,8941.372
2012-09-14,8880.507,8889.296,8899.009,8909.977,8925.809,8942.286,8951.258
2012-09-16,8889.502,8899.498,8910.698,8926.78,8943.181,8951.572,8959.901
2012-09-17,8900.016,8911.283,8928.078,8943.989,8951.838,8960.184,8969.618
2012-09-18,8911.886,8929.219,8944.894,8952.126,8960.395,8970.156,8986.294
2012-09-19,8930.391,8945.759,8952.512,8960.664,8970.673,8987.362,9000.143
2012-09-20,8946.716,8952.801,8960.962,8971.223,8988.454,9001.147,9008.721
2012-09-21,8952.93,8961.22,8971.871,8989.508,9002.186,9009.201,9012.503
2012-09-23,8961.414,8972.476,8990.768,9003.202,9009.78,9013.083,9016.392
2012-09-24,8973.036,8991.952,9004.377,9010.257,9013.786,9017.095,9013.332
2012-09-25,8993.056,9005.4375,9010.787,9014.375,9017.928,9013.935,9003.777
2012-09-26,9006.545,9011.256,9015.041,9018.637,9014.664,9003.87,8991.994
2012-09-27,9011.858,9015.647,9019.449,9015.282,9003.951,8991.743,8983.797
2012-09-28,9016.386,9020.191,9015.979,9004.058,8991.485,8983.517,8977.386
2012-09-30,9021.074,9016.618,9004.167,8991.289,8983.297,8977.163,8964.689
2012-10-01,9017.386,9004.234,8991.083,8983.219,8976.999,8964.104,8947.798
2012-10-02,9004.428,8990.795,8983.025,8976.894,8963.546,8947.115,8932.782
2012-10-03,8990.624,8982.697,8976.645,8963.1,8946.33,8932.317,8919.655
2012-10-04,8982.627,8976.401,8962.433,8945.724,8932.026,8918.843,8897.1875
2012-10-05,8976.3,8961.79,8944.832,8931.742,8918.168,8895.81,8872.916
2012-10-07,8961.284,8944.122,8931.417,8917.551,8894.517,8872.706,8869.537
2012-10-08,8943.44,8931.05,8916.816,8893.369,8872.603,8869.542,8864.906
2012-10-09,8930.75,8916.042,8891.99,8872.679,8869.467,8864.862,8851.386
2012-10-10,8915.349,8890.587,8872.808,8869.398,8864.9795,8850.99,8848.366
2012-10-11,8889.286,8872.9375,8869.365,8865.153,8850.734,8848.376,8848.343
2012-10-12,8873.305,8869.279,8864.925,8850.564,8848.361,8848.393,8849.66
2012-10-14,8869.2295,8864.622,8849.944,8848.373,8848.354,8849.652,8854.556
2012-10-15,8864.393,8849.26,8848.378,8848.342,8849.629,8854.65,8866.611
2012-10-16,8848.773,8848.368,8848.355,8849.623,8855.077,8866.8545,8869.486
2012-10-17,8848.366,8848.356,8849.655,8854.98,8867.116,8869.508,8874.883
2012-10-18,8848.371,8849.621,8855.23,8867.288,8869.512,8874.993,8882.411
2012-10-19,8849.664,8855.256,8867.536,8869.447,8875.288,8882.449,8888.245
2012-10-21,8855.42,8867.69,8869.455,8875.293,8882.472,8888.161,8894.847
2012-10-22,8867.991,8869.491,8875.396,8882.434,8888.437,8894.919,8901.667
2012-10-23,8869.456,8875.572,8882.426,8888.353,8895.366,8901.897,8908.033
2012-10-24,8875.695,8882.401,8888.424,8895.421,8902.518,8907.859,8907.765
2012-10-25,8882.318,8888.541,8895.67,8902.716,8907.637,8907.792,8907.821
2012-10-26,8889.174,8895.964,8903.15,8907.675,8907.806,8907.792,8907.754
2012-10-28,8896.761,8903.623,8907.859,8907.817,8907.792,8907.8125,8907.809
2012-10-29,8904.588,8907.728,8907.788,8907.797,8907.782,8907.794,8907.797
2012-10-30,8907.838,8907.807,8907.774,8907.795,8907.798,8907.824,8907.761
2012-10-31,8907.799,8907.801,8907.772,8907.78,8907.789,8907.788,8907.829
2012-11-01,8907.821,8907.791,8907.8125,8907.791,8907.775,8907.782,8907.75
2012-11-02,8907.769,8907.793,8907.825,8907.821,8907.8,8907.798,8899.488
2012-11-04,8907.799,8907.79,8907.786,8907.801,8907.82,8899.287,8894.354
2012-11-05,8907.797,8907.807,8907.78,8907.795,8899.068,8894.323,8885.431
2012-11-06,8907.809,8907.789,8907.794,8899.042,8894.289,8885.501,8882.398
2012-11-07,8907.801,8907.809,8898.769,8894.328,8885.242,8882.364,8882.381
2012-11-08,8907.769,8898.791,8894.318,8884.721,8882.374,8882.378,8882.404
2012-11-09,8898.568,8894.353,8885.262,8882.397,8882.39,8882.364,8882.365
2012-11-11,8894.273,8884.748,8882.364,8882.372,8882.376,8882.378,8882.367
2012-11-12,8884.823,8882.339,8882.409,8882.401,8882.367,8882.364,8892.61
2012-11-13,8882.365,8882.369,8882.388,8882.391,8882.372,8892.791,8906.239
2012-11-14,8882.377,8882.39,8882.342,8882.369,8892.934,8906.615,8909.702
2012-11-15,8882.369,8882.381,8882.362,8893.07,8906.72,8909.803,8920.257
2012-11-16,8882.375,8882.363,8893.492,8907.03,8909.691,8920.561,8932.879
2012-11-18,8882.334,8893.363,8907.079,8909.704,8920.581,8932.99,8935.024
2012-11-19,8893.544,8907.147,8909.755,8920.755,8932.883,8935.007,8939.102
2012-11-20,8907.526,8909.672,8921.087,8933.198,8935.005,8939.191,8944.871
2012-11-21,8909.68,8921.327,8933.178,8935.046,8939.086,8944.838,8955.388
2012-11-22,8921.603,8933.216,8935.038,8939.0625,8944.832,8955.246,8963.169
2012-11-23,8933.207,8935.016,8939.082,8944.784,8955.303,8963.251,8974.159
2012-11-25,8934.97,8939.136,8944.824,8955.182,8963.168,8974.192,8985.441
2012-11-26,8939.095,8944.809,8955.184,8963.406,8974.021,8985.743,8997.6875
2012-11-27,8944.841,8954.952,8963.277,8974.059,8985.258,8997.819,8999.22
2012-11-28,8954.954,8963.291,8973.912,8985.699,8997.699,8999.265,9011.834
2012-11-29,8963.173,8974.0205,8985.496,8997.633,8999.264,9011.804,9011.469
2012-11-30,8973.742,8985.703,8997.614,8999.292,9011.736,9011.499,9023.772
2012-12-02,8985.948,8997.826,8999.249,9011.814,9011.492,9024.3125,9042.603
2012-12-03,8997.767,8999.296,9011.843,9011.508,9024.259,9043.067,9046.013
2012-12-04,8999.23,9011.987,9011.435,9024.502,9043.036,9046.08,9059.178
2012-12-05,9012.049,9011.436,9024.711,9043.497,9046.093,9059.179,9096.019
2012-12-06,9011.423,9025.048,9043.459,9046.146,9059.162,9096.611,9147.313
2012-12-07,9024.635,9043.69,9046.098,9059.013,9096.617,9148.411,9180.703
2012-12-09,9043.66,9046.066,9059.488,9096.793,9148.437,9181.201,9204.625
2012-12-10,9046.122,9059.506,9097.494,9148.885,9181.018,9205.381,9242.243
2012-12-11,9059.495,9097.862,9149.771,9181.403,9205.21,9243.338,9287.489
2012-12-12,9097.901,9150.431,9181.533,9205.719,9243.205,9288.858,9324.098
2012-12-13,9150.51,9181.696,9206.008,9243.857,9288.751,9325.134,9359.568
2012-12-14,9181.572,9206.35,9244.375,9289.4795,9325.038,9360.858,9396.655
2012-12-16,9206.276,9244.953,9290.13,9325.499,9360.773,9397.718,9416.709
2012-12-17,9244.943,9290.839,9326.031,9361.373,9397.641,9417.322,9433.431
2012-12-18,9290.877,9326.642,9362.038,9398.027,9417.363,9433.851,9448.628
2012-12-19,9326.705,9362.791,9398.475,9417.594,9433.887,9448.92,9453.837
2012-12-20,9362.872,9399.115,9417.7705,9434.088,9448.833,9453.8545,9466.895
2012-12-21,9399.093,9418.141,9434.363,9449.009,9453.769,9467.05,9489.325
2012-12-23,9418.131,9434.586,9449.072,9453.833,9466.965,9489.701,9503.379
2012-12-24,9434.59,9449.119,9453.727,9467.106,9489.619,9503.517,9514.416
2012-12-26,9449.134,9453.695,9467.081,9489.878,9503.439,9514.539,9527.016
2012-12-27,9453.715,9467.139,9489.981,9503.519,9514.462,9527.149,9539.815
2012-12-28,9467.167,9490.17,9503.568,9514.477,9527.076,9539.937,9549.596
2012-12-30,9490.22,9503.702,9514.586,9527.15,9539.865,9549.653,9562.556
2012-12-31,9503.644,9514.653,9527.215,9540.002,9549.584,9562.626,9577.278
2013-01-02,9514.611,9527.235,9539.998,9549.636,9562.677,9577.471,9601.986
2013-01-03,9527.324,9540.065,9549.666,9562.674,9577.542,9602.396,9634.971
2013-01-04,9540.073,9549.786,9562.772,9577.602,9602.468,9635.628,9673.33
2013-01-06,9549.787,9562.84,9577.772,9602.646,9635.693,9674.201,9709.355
2013-01-07,9562.856,9577.902,9602.932,9636.0,9674.264,9710.206,9743.658
2013-01-08,9577.936,9603.1875,9636.413,9674.676,9710.27,9744.42,9772.881
2013-01-09,9603.247,9636.802,9675.198,9710.756,9744.479,9773.763,9806.145
2013-01-10,9636.891,9675.705,9711.272,9744.86,9773.82,9807.163,9842.014
2013-01-11,9675.816,9711.781,9745.205,9774.27,9807.22,9843.1455,9876.236
2013-01-13,9711.823,9745.625,9774.702,9807.733,9843.2,9877.28,9907.544
2013-01-14,9745.707,9775.208,9808.259,9843.769,9877.337,9908.525,9940.078
2013-01-15,9775.31,9808.845,9844.368,9877.887,9908.58,9941.176,9974.061
2013-01-16,9808.969,9845.023,9878.488,9909.123,9941.231,9975.255,10007.095
2013-01-17,9845.165,9879.137,9909.728,9941.819,9975.312,10008.178,10036.577
