,USDCHF,USDCHF,USDCHF,USDCHF,USDCHF,USDCHF,USDCHF
2012-11-14,0.9353407,0.9346996,0.9356379,0.9352525,0.93592507,0.93567795,0.9357646
2012-11-15,0.934946,0.93395287,0.9349045,0.9352142,0.9349649,0.93569577,0.93606126
2012-11-16,0.93458223,0.93367255,0.93509126,0.9355649,0.93592334,0.9365274,0.93611753
2012-11-18,0.9347571,0.9356942,0.9359613,0.9351531,0.9368443,0.9362205,0.93676275
2012-11-19,0.93509156,0.93587184,0.9354575,0.93607175,0.93626964,0.93641835,0.93630683
2012-11-20,0.9352518,0.93563503,0.93632895,0.93638563,0.93618715,0.936011,0.9357303
2012-11-21,0.93602335,0.9370397,0.9368642,0.9359218,0.9356501,0.9351794,0.93531924
2012-11-22,0.9362484,0.9366369,0.93608075,0.93711615,0.935415,0.9357602,0.9355503
2012-11-23,0.9371544,0.9354078,0.9362455,0.93587965,0.9352662,0.9362358,0.9359385
2012-11-25,0.9355617,0.9349064,0.93579423,0.93604726,0.93483156,0.935912,0.93636966
2012-11-26,0.9355703,0.93600523,0.9360844,0.9348329,0.9355508,0.9356775,0.93579113
2012-11-27,0.9353456,0.93602425,0.93619984,0.93554896,0.93641967,0.9356671,0.9352962
2012-11-28,0.93574846,0.935409,0.93577456,0.93608624,0.93668336,0.93588096,0.93549186
2012-11-29,0.9355484,0.93520296,0.9353504,0.93562156,0.93694156,0.93611574,0.9363741
2012-11-30,0.93590885,0.9360958,0.9362729,0.9349905,0.9360714,0.9353707,0.93559206
2012-12-02,0.9356582,0.9358867,0.9357426,0.9357888,0.93562764,0.93704146,0.93550795
2012-12-03,0.93612945,0.9353712,0.9360615,0.93659157,0.93552583,0.9356318,0.9345816
2012-12-04,0.93580675,0.93515694,0.93618596,0.9360713,0.93459934,0.9364119,0.93652606
2012-12-05,0.93546623,0.9358911,0.9364156,0.93621093,0.9374728,0.936543,0.9359277
2012-12-06,0.93582,0.9374072,0.9357261,0.9351052,0.9358373,0.9362169,0.93447685
2012-12-07,0.9354474,0.9366694,0.93642545,0.9356064,0.93645334,0.9362848,0.9362213
2012-12-09,0.9358068,0.9353429,0.9358484,0.9366557,0.9354544,0.93627375,0.9348172
2012-12-10,0.93668556,0.93513846,0.93534607,0.93489724,0.9354186,0.93624365,0.93446845
2012-12-11,0.93574756,0.93539834,0.9362461,0.93426126,0.93545914,0.93536216,0.93432206
2012-12-12,0.9362615,0.93612987,0.9356437,0.93488127,0.9354221,0.93414164,0.93435013
2012-12-13,0.93442905,0.9341568,0.9354225,0.93672204,0.9346213,0.933355,0.9328682
2012-12-14,0.9367365,0.93519926,0.93579024,0.9346417,0.93458605,0.93284255,0.93190217
2012-12-16,0.9356174,0.9359991,0.93321383,0.93406045,0.93205804,0.9300854,0.9307849
2012-12-17,0.93477666,0.9341911,0.93277943,0.93274766,0.93207467,0.93160164,0.93068635
2012-12-18,0.93540144,0.93375593,0.93263376,0.93171424,0.9304767,0.9298164,0.92983955
2012-12-19,0.93424636,0.93167526,0.9317047,0.93042064,0.93068594,0.9298548,0.9291418
2012-12-20,0.9310187,0.9316733,0.9306307,0.93103087,0.9297726,0.92872417,0.9275562
2012-12-21,0.93182945,0.93082684,0.92965317,0.92863536,0.9284829,0.9296412,0.92693335
2012-12-23,0.9315296,0.93086153,0.9294581,0.93008894,0.9275113,0.92842156,0.9282866
2012-12-24,0.9301812,0.92918086,0.9285418,0.928586,0.9279477,0.9288353,0.9273556
2012-12-26,0.929609,0.9282739,0.9295629,0.9280757,0.92815995,0.92749095,0.9259392
2012-12-27,0.9290778,0.9301702,0.9280253,0.928835,0.92915076,0.92575425,0.92658013
2012-12-28,0.930409,0.9282044,0.92762345,0.9267461,0.9269966,0.9262253,0.9252412
2012-12-30,0.92785,0.92535055,0.92654896,0.9277277,0.92683715,0.92561734,0.92598873
2012-12-31,0.92934656,0.9266792,0.92682093,0.92644155,0.92625415,0.9264896,0.92635304
2013-01-02,0.92638195,0.9263356,0.9257016,0.9265262,0.9259124,0.92537934,0.92642057
2013-01-03,0.92676073,0.92587495,0.92631406,0.9252666,0.9256935,0.92455006,0.9238055
2013-01-04,0.9258708,0.9251329,0.92700845,0.9249833,0.9243326,0.92486864,0.9251393
2013-01-06,0.9254106,0.92513233,0.9269444,0.9252122,0.92480415,0.925652,0.9239761
2013-01-07,0.9259132,0.9256049,0.9255389,0.92245036,0.9247386,0.9239115,0.92330664
2013-01-08,0.92590404,0.9253418,0.9254301,0.92455757,0.92359143,0.9234447,0.92280215
2013-01-09,0.9251185,0.9244827,0.923788,0.92418766,0.92241585,0.9221449,0.92145824
2013-01-10,0.92525554,0.9249227,0.9228268,0.9241707,0.9215987,0.9217163,0.9211856
2013-01-11,0.92403585,0.92413247,0.92449135,0.9233201,0.92086667,0.9213239,0.9214786
2013-01-13,0.9252298,0.924038,0.92223805,0.92168224,0.9209363,0.920753,0.92143047
2013-01-14,0.923024,0.9231865,0.9204165,0.92151666,0.9216684,0.9209181,0.92033505
2013-01-15,0.9219223,0.92087007,0.9196557,0.9207498,0.92083484,0.9212593,0.9209109
2013-01-16,0.9222577,0.9209584,0.9202297,0.9214457,0.9209118,0.9207486,0.9206898
2013-01-17,0.9209456,0.9204,0.92200184,0.9214532,0.9217158,0.9208946,0.92122954
2013-01-18,0.9212722,0.9212536,0.9228409,0.9206991,0.920801,0.9211971,0.92180496
2013-01-20,0.9210946,0.9213909,0.9222066,0.9215655,0.92088604,0.92146826,0.921533
2013-01-21,0.9219522,0.92064846,0.92025256,0.9217983,0.9217672,0.9216192,0.921306
2013-01-22,0.9215411,0.9209611,0.9193297,0.92106307,0.9207662,0.92190933,0.92113477
2013-01-23,0.92028785,0.9211377,0.92002904,0.9211656,0.92085934,0.9213748,0.92083585
2013-01-24,0.9224821,0.9220669,0.92217755,0.9213006,0.9218206,0.9205942,0.92139715
2013-01-25,0.9208487,0.9214858,0.92318976,0.9215705,0.9207298,0.9231718,0.92248744
2013-01-27,0.9212552,0.9217444,0.92242104,0.921049,0.92031926,0.9226842,0.9231576
2013-01-28,0.92103595,0.9220117,0.9195899,0.9230821,0.92251545,0.9223219,0.9231681
2013-01-29,0.9220952,0.9212149,0.9211862,0.9218917,0.9222695,0.9224971,0.922465
2013-01-30,0.92158765,0.9225372,0.92334634,0.9230475,0.92052627,0.92199045,0.92178196
2013-01-31,0.9221345,0.9235485,0.9212513,0.9225963,0.92090523,0.9216765,0.92167413
2013-02-01,0.9235361,0.9225497,0.91994834,0.92232054,0.9224574,0.9218785,0.92184526
2013-02-03,0.92197436,0.9235846,0.92008966,0.9214597,0.9229685,0.9216556,0.9235866
2013-02-04,0.9225693,0.9225646,0.92188317,0.922323,0.92254364,0.9235056,0.9225835
2013-02-05,0.92296845,0.9236209,0.9232886,0.92293704,0.923219,0.92190987,0.9201678
2013-02-06,0.92145145,0.92258143,0.9231239,0.9214795,0.92279625,0.9216834,0.9246186
2013-02-07,0.92217237,0.9236571,0.9226167,0.9223781,0.92242754,0.9236004,0.92354304
2013-02-08,0.9237275,0.9228565,0.92270774,0.9230135,0.92300695,0.92195076,0.9229823
2013-02-10,0.9220254,0.92285347,0.9230592,0.9215105,0.9225369,0.92171884,0.92190385
2013-02-11,0.922368,0.9228496,0.9225784,0.922438,0.9232844,0.92369515,0.92202204
2013-02-12,0.92284817,0.92284566,0.9229179,0.9230923,0.9228186,0.9225962,0.9224548
2013-02-13,0.9233593,0.9228418,0.9222894,0.9215492,0.92332464,0.92120844,0.921984
2013-02-14,0.92169464,0.92283785,0.92272204,0.9227354,0.9227414,0.92227286,0.92238873
2013-02-15,0.92375684,0.92283386,0.92192584,0.92257357,0.92148364,0.9231108,0.9225601
2013-02-17,0.9223825,0.9224921,0.92229426,0.9219462,0.9222815,0.92258376,0.9216439
2013-02-18,0.9228722,0.9219597,0.9216075,0.922405,0.92124116,0.92275715,0.9223992
2013-02-19,0.92199415,0.9215023,0.92070204,0.92126536,0.9222946,0.92226315,0.9233642
2013-02-20,0.92212427,0.92290145,0.92214435,0.92284214,0.9231841,0.92280406,0.9235336
2013-02-21,0.92188054,0.921963,0.92243356,0.92189926,0.92432976,0.92352676,0.92416745
2013-02-22,0.92212653,0.9221487,0.92170966,0.9233912,0.9229692,0.9235483,0.92416465
2013-02-24,0.92237073,0.9220744,0.9228097,0.92423147,0.9231264,0.9242505,0.9244808
2013-02-25,0.9223993,0.92303276,0.9236367,0.9232953,0.92320216,0.9245556,0.92314243
2013-02-26,0.923382,0.9235517,0.9237024,0.9243566,0.9242364,0.9236691,0.92353016
2013-02-27,0.9235243,0.92389256,0.92375124,0.92477596,0.92439103,0.9245467,0.92414814
2013-02-28,0.92430097,0.9233447,0.92378485,0.92367715,0.9244941,0.9233701,0.9250333
2013-03-01,0.92360455,0.9233963,0.92506695,0.92325485,0.9237229,0.9234545,0.92373055
2013-03-03,0.9243125,0.922666,0.9241755,0.9233228,0.92297614,0.9233654,0.9243474
2013-03-04,0.9235966,0.9240218,0.92304814,0.9243256,0.92309827,0.9242971,0.9241209
2013-03-05,0.92432314,0.9245514,0.92370665,0.9230213,0.9231781,0.9241323,0.9230107
2013-03-06,0.92358935,0.9234963,0.92333645,0.923228,0.92424506,0.92372614,0.92446595
2013-03-07,0.9243329,0.9244867,0.9247495,0.9242915,0.9244031,0.9240572,0.9232548
2013-03-08,0.9235825,0.9232953,0.92357796,0.923742,0.9245074,0.923539,0.9245837
2013-03-10,0.9243421,0.92449623,0.9223887,0.9232094,0.9237157,0.9241622,0.9294791
2013-03-11,0.92357624,0.9232845,0.9229561,0.92324406,0.9260365,0.9300079,0.9308935
2013-03-12,0.92435056,0.9245063,0.92420614,0.92496747,0.92858255,0.93083704,0.9313379
2013-03-13,0.9235705,0.92327464,0.9237917,0.9296465,0.9275437,0.93111396,0.93184155
2013-03-14,0.9243577,0.92423195,0.9266351,0.93117154,0.9301541,0.9332722,0.93100196
2013-03-15,0.9246558,0.9282919,0.92935604,0.9304772,0.93066484,0.93246704,0.9309276
2013-03-17,0.925037,0.9297412,0.93085593,0.9317347,0.93039197,0.93099976,0.9326008
2013-03-18,0.9295133,0.9294806,0.93036073,0.9295948,0.93208253,0.93299663,0.9410361
2013-03-19,0.9291739,0.93020344,0.9310538,0.93278897,0.9331005,0.94054955,0.94053835
2013-03-20,0.93117046,0.9320816,0.93167657,0.9332292,0.93946415,0.94083464,0.9408791
2013-03-21,0.9305572,0.93200266,0.9344595,0.94070536,0.9409032,0.9410067,0.94029933
2013-03-22,0.9316709,0.9331713,0.9406188,0.94054985,0.94164765,0.9412358,0.9402629
2013-03-24,0.9338118,0.9407573,0.94097495,0.941337,0.94163334,0.9418161,0.9416296
2013-03-25,0.9405445,0.94076073,0.94079816,0.94224346,0.94273704,0.9413653,0.943773
2013-03-26,0.94079,0.94104564,0.94096565,0.9425925,0.94234926,0.9425429,0.9442276
2013-03-27,0.94186574,0.9414554,0.94152105,0.94258523,0.94326335,0.94368327,0.9441074
2013-03-28,0.9415485,0.94275534,0.9431824,0.94320625,0.94452524,0.9442465,0.94294643
2013-03-31,0.94181144,0.9426546,0.9436757,0.94410306,0.9434427,0.9446682,0.94566983
2013-04-01,0.94413364,0.9429498,0.9435343,0.94429123,0.9433929,0.9452018,0.94367296
2013-04-02,0.9426138,0.9441178,0.9441824,0.9453424,0.94370294,0.94516367,0.944909
2013-04-03,0.943598,0.94337654,0.9444484,0.94380563,0.94554436,0.94453603,0.9441675
2013-04-04,0.9450307,0.9455698,0.9449143,0.9446705,0.94385576,0.9445645,0.9451077
2013-04-05,0.94451267,0.9444855,0.9454567,0.9455473,0.9456245,0.9445953,0.944942
2013-04-07,0.9450085,0.94364053,0.94424546,0.9450269,0.9440051,0.94520503,0.9448014
2013-04-08,0.94425976,0.9450168,0.9447137,0.94568545,0.9452168,0.94516844,0.94411933
2013-04-09,0.94476914,0.9440767,0.94404495,0.94508374,0.94382465,0.9445543,0.94446677
2013-04-10,0.9446556,0.9447601,0.94512546,0.94488156,0.94419426,0.944582,0.9440806
2013-04-11,0.94449264,0.9446582,0.94447345,0.94413966,0.944751,0.9446117,0.9443986
2013-04-12,0.9446242,0.94512266,0.9449435,0.94441664,0.9448276,0.9452113,0.94487435
2013-04-14,0.9446378,0.94454074,0.9448213,0.9442273,0.94584763,0.9451758,0.9445517
2013-04-15,0.944687,0.9444596,0.94472,0.94453394,0.9442971,0.94457066,0.94486004
2013-04-16,0.9441696,0.94495887,0.94596416,0.94540435,0.94413674,0.9438701,0.94428676
2013-04-17,0.9448069,0.94445753,0.94480926,0.9451062,0.9447391,0.9437688,0.943369
2013-04-18,0.9451719,0.9440869,0.9447179,0.94437695,0.9442445,0.9441612,0.9437997
2013-04-19,0.94493943,0.9448704,0.9447458,0.9439781,0.94394964,0.9430014,0.9432752
2013-04-21,0.945034,0.9443058,0.9440818,0.9436567,0.9434155,0.9427848,0.9434145
2013-04-22,0.94424504,0.94428104,0.9438495,0.943554,0.9437299,0.9437892,0.9428649
2013-04-23,0.9442929,0.9434854,0.94225425,0.94342405,0.9429545,0.9431926,0.9425011
2013-04-24,0.9441555,0.94373214,0.94314855,0.9438415,0.94228226,0.9424479,0.94199425
2013-04-25,0.9438616,0.943211,0.94395405,0.942482,0.94232935,0.9420076,0.9403565
2013-04-26,0.94312364,0.94407594,0.9428993,0.94289935,0.94184667,0.9417553,0.9396536
2013-04-28,0.9437362,0.9430438,0.9432844,0.94214785,0.940589,0.9403555,0.93813366
2013-04-29,0.9429454,0.9417665,0.9416559,0.9404239,0.9400279,0.93790805,0.9351988
2013-04-30,0.94165015,0.9423397,0.9401926,0.9402007,0.9385952,0.937065,0.9346482
2013-05-01,0.943182,0.94169486,0.94044685,0.9390763,0.9370401,0.937197,0.93551505
2013-05-02,0.94075006,0.9386689,0.93854815,0.93704194,0.93406427,0.93512833,0.9354347
2013-05-03,0.93995696,0.9387062,0.93631214,0.9343516,0.9350772,0.9343713,0.9345988
2013-05-05,0.9390419,0.93649054,0.93433046,0.9361422,0.93484586,0.9378415,0.93554914
2013-05-06,0.93732,0.9351,0.9351279,0.9354223,0.9354457,0.9333565,0.93546087
2013-05-07,0.93492883,0.93486595,0.934321,0.9344255,0.9344869,0.93574935,0.93454677
2013-05-08,0.93533576,0.93713355,0.93364894,0.9349339,0.9349841,0.93480027,0.9355848
2013-05-09,0.9342873,0.9361292,0.9346641,0.93548054,0.9346904,0.93475866,0.93548816
2013-05-10,0.9359864,0.93498147,0.93590665,0.93353546,0.9353472,0.93532383,0.93449306
2013-05-12,0.93709844,0.93689483,0.9370288,0.9355052,0.93485624,0.9366006,0.93562233
2013-05-13,0.93414944,0.9356618,0.93477887,0.93485653,0.93504477,0.9343004,0.9355169
2013-05-14,0.93523616,0.934123,0.9352855,0.9350458,0.9353848,0.9361694,0.9344383
2013-05-15,0.93482155,0.93701595,0.9352759,0.93538666,0.9347035,0.93577015,0.936373
2013-05-16,0.93499327,0.93693465,0.9354144,0.93470347,0.93495655,0.9354904,0.93757635
2013-05-17,0.93466485,0.93480265,0.93551916,0.9349575,0.9356792,0.93761635,0.93967116
2013-05-19,0.934845,0.934863,0.9345695,0.9356825,0.9373113,0.93810236,0.9395725
2013-05-20,0.93567926,0.935986,0.9358401,0.9373461,0.9393273,0.93929607,0.9398793
2013-05-21,0.937501,0.9359967,0.9363586,0.93933964,0.93938506,0.94257534,0.9425652
2013-05-22,0.9363282,0.93737596,0.9378637,0.9393975,0.9425987,0.94334954,0.94402313
2013-05-23,0.9373089,0.93897104,0.93993706,0.9406637,0.94241184,0.942345,0.9428907
2013-05-24,0.93816227,0.9393099,0.94121766,0.94250333,0.9437928,0.94323224,0.94414794
2013-05-26,0.940428,0.9394397,0.9434833,0.940021,0.94369346,0.94530594,0.9469835
2013-05-27,0.94205207,0.94190687,0.9411401,0.9431961,0.94482607,0.9465546,0.95506155
2013-05-28,0.9418896,0.9414223,0.9417196,0.9451379,0.9464633,0.9553513,0.9552227
2013-05-29,0.9414056,0.9416953,0.9462241,0.9459213,0.95381933,0.9552304,0.95603585
2013-05-30,0.94451994,0.94463694,0.9457375,0.9552178,0.95738274,0.954232,0.9558793
2013-05-31,0.9446681,0.94619006,0.955416,0.95463544,0.9541766,0.95399433,0.9551507
2013-06-02,0.9476261,0.9547882,0.9563131,0.9564031,0.9540417,0.9571194,0.95649433
2013-06-03,0.9547885,0.9548826,0.9534893,0.95568657,0.9573454,0.9557786,0.95502347
2013-06-04,0.9561357,0.9562356,0.9552867,0.9543081,0.9544739,0.9562537,0.9551632
2013-06-05,0.95664024,0.9559433,0.9561415,0.9561025,0.9543273,0.9565793,0.95528936
2013-06-06,0.9545435,0.9556284,0.95597523,0.95585084,0.9573576,0.9563337,0.9537617
2013-06-07,0.9563823,0.9554454,0.95545197,0.9547211,0.95468926,0.95533395,0.9554927
2013-06-09,0.95492625,0.95675343,0.95613045,0.9543729,0.95453894,0.9548696,0.95561606
2013-06-10,0.9552963,0.954896,0.95522434,0.95523816,0.95739365,0.954493,0.9546993
2013-06-11,0.9561927,0.956331,0.95530283,0.95454127,0.956323,0.9540652,0.95649683
2013-06-12,0.9549152,0.95602083,0.95599335,0.95497423,0.95587164,0.95514613,0.95534486
2013-06-13,0.95644134,0.9556883,0.95585823,0.95570105,0.9554475,0.95631826,0.9549046
2013-06-14,0.9557265,0.95549685,0.95604545,0.95660734,0.9562826,0.9566445,0.9548481
2013-06-16,0.9552042,0.9568737,0.9551787,0.95564014,0.9560228,0.9564095,0.95510566
2013-06-17,0.9562275,0.95492464,0.9553879,0.95501983,0.9554859,0.955443,0.9559764
2013-06-18,0.95485586,0.95481265,0.9562691,0.956326,0.9563864,0.9549911,0.9558657
2013-06-19,0.95529187,0.9567841,0.9538106,0.95567596,0.9551449,0.95554715,0.9511382
2013-06-20,0.954949,0.95639944,0.95566314,0.9554364,0.9554875,0.9519437,0.94847035
2013-06-21,0.9574659,0.956808,0.95557284,0.9555064,0.95153475,0.94863564,0.94394964
2013-06-23,0.9564324,0.95601654,0.9549648,0.9509972,0.9487036,0.94523364,0.94410145
2013-06-24,0.9561316,0.95060724,0.9514952,0.94898593,0.94447976,0.94432783,0.94449484
2013-06-25,0.9539993,0.95180607,0.9485972,0.94413054,0.9449728,0.9438137,0.94350404
2013-06-26,0.9514225,0.94793314,0.94376254,0.9429369,0.94265944,0.94326913,0.9420983
2013-06-27,0.9486469,0.9444982,0.9420464,0.94476503,0.93995816,0.94217634,0.9406213
2013-06-28,0.94601136,0.94397604,0.9451983,0.9420698,0.9438783,0.94103056,0.943288
2013-06-30,0.9426134,0.9419682,0.9424196,0.94199365,0.9445761,0.9441947,0.943924
2013-07-01,0.943096,0.9425619,0.9413964,0.94372374,0.9443767,0.9419764,0.9438092
2013-07-02,0.9435104,0.9444146,0.94428223,0.9435497,0.94424146,0.9422692,0.9420533
2013-07-03,0.94467527,0.9421369,0.9433686,0.9429559,0.9433221,0.9440076,0.9440373
2013-07-04,0.9430843,0.9456148,0.94316953,0.9442903,0.94150937,0.9437816,0.9425838
2013-07-05,0.9435279,0.9414993,0.9422546,0.9435087,0.9444086,0.9422843,0.94367886
2013-07-07,0.9412675,0.9440962,0.9417607,0.94295245,0.94469744,0.9425289,0.9437402
2013-07-08,0.9416155,0.94212306,0.94395375,0.94435996,0.94409865,0.9442045,0.943551
2013-07-09,0.9418047,0.94444716,0.94458556,0.94353944,0.94358635,0.9429226,0.9435428
2013-07-10,0.9435279,0.945066,0.94062287,0.94047207,0.94324934,0.9445258,0.94454974
2013-07-11,0.94413203,0.9426737,0.94326687,0.94582045,0.94469494,0.94175875,0.94218516
2013-07-12,0.94464856,0.94212914,0.94390255,0.94583815,0.9441528,0.9426493,0.94116837
2013-07-14,0.9427752,0.94312686,0.9436448,0.94350946,0.94256973,0.9420848,0.9411166
2013-07-15,0.9447618,0.9453781,0.94365627,0.9427042,0.9409499,0.93998194,0.9419657
2013-07-16,0.9445796,0.94293064,0.9434004,0.94074774,0.94178915,0.9425767,0.9408349
2013-07-17,0.9432174,0.94226086,0.9423133,0.94106483,0.94092745,0.9413171,0.94119394
2013-07-18,0.9426362,0.94118315,0.9398627,0.9423224,0.9419688,0.94178355,0.9417073
2013-07-19,0.9424052,0.94017196,0.9422776,0.941405,0.9408887,0.941299,0.9419507
2013-07-21,0.9406977,0.9417132,0.9429556,0.94183147,0.94194996,0.9417985,0.94114494
2013-07-22,0.94167507,0.94130826,0.94104004,0.9410285,0.94085234,0.94128454,0.9415093
2013-07-23,0.94174355,0.94172525,0.94143677,0.9417593,0.94192934,0.9418142,0.9408008
2013-07-24,0.9416846,0.94129556,0.94294256,0.9426638,0.9416554,0.94127,0.94204193
2013-07-25,0.9417281,0.9417386,0.94064707,0.94092137,0.94165725,0.94183004,0.94131815
2013-07-26,0.9416667,0.9412829,0.9429299,0.94141966,0.9416613,0.9412546,0.94281393
2013-07-28,0.94171065,0.9417526,0.94230956,0.94272953,0.9416648,0.94184536,0.94065374
2013-07-29,0.94164765,0.9412701,0.9423762,0.9412866,0.94166833,0.94123906,0.9423222
2013-07-30,0.9416917,0.941767,0.9423696,0.9408349,0.94167197,0.941861,0.9427379
2013-07-31,0.9416268,0.94125634,0.9430383,0.94167686,0.9416755,0.9412229,0.94077444
2013-08-01,0.9413858,0.9417806,0.9427302,0.94230545,0.9416791,0.9418763,0.9427762
2013-08-02,0.9413802,0.94124216,0.9414614,0.9418685,0.9416827,0.94120693,0.9422935
2013-08-04,0.9413763,0.94179463,0.9421894,0.9414728,0.94168633,0.94189185,0.94219285
2013-08-05,0.9413724,0.9412276,0.94209415,0.9408981,0.94169,0.9411916,0.93987226
2013-08-06,0.9413685,0.94180846,0.94287294,0.94163364,0.9416939,0.9410271,0.9380135
2013-08-07,0.9413646,0.9412132,0.9424725,0.9411057,0.9405135,0.939425,0.9375886
2013-08-08,0.9413606,0.94182265,0.94141334,0.9411028,0.9399608,0.93699545,0.9368617
2013-08-09,0.94135696,0.94119966,0.93964505,0.9394266,0.93899614,0.93763304,0.9367145
2013-08-11,0.9413535,0.9409439,0.9397229,0.939503,0.9367502,0.9364929,0.93564683
2013-08-12,0.94156367,0.9398762,0.9375869,0.9364174,0.93526244,0.93600863,0.931734
2013-08-13,0.9393316,0.93909156,0.9359445,0.93515146,0.93443245,0.9338737,0.93284863
2013-08-14,0.9365265,0.9374574,0.9356373,0.9337015,0.93564457,0.9330508,0.93244857
2013-08-15,0.93796885,0.93396944,0.93430763,0.9344205,0.93219167,0.9326583,0.93232065
2013-08-16,0.9363797,0.93421173,0.9337273,0.93391794,0.93452257,0.9309181,0.9310199
2013-08-18,0.93493205,0.9348337,0.93304795,0.9339272,0.9310892,0.9305324,0.92951894
2013-08-19,0.936258,0.9335919,0.9350765,0.93215173,0.930559,0.92943615,0.9299766
2013-08-20,0.9333041,0.9334554,0.9316326,0.93137956,0.9310874,0.929868,0.9294603
2013-08-21,0.93510574,0.9321194,0.93118834,0.93074787,0.929766,0.92956066,0.9282545
2013-08-22,0.9314161,0.9310007,0.92969877,0.9302651,0.9289319,0.9294177,0.9282192
2013-08-23,0.93097675,0.9301194,0.92982197,0.9290317,0.92808026,0.9292376,0.9272804
2013-08-25,0.9296771,0.92968965,0.9299221,0.9282411,0.9294878,0.9268985,0.9280482
2013-08-26,0.93000424,0.928346,0.92864347,0.9288589,0.9267802,0.92696315,0.927474
2013-08-27,0.92947555,0.9281066,0.92803544,0.9279712,0.9286453,0.92718786,0.9281429
2013-08-28,0.92813426,0.9283582,0.9273153,0.9276317,0.9279876,0.92732066,0.9273334
2013-08-29,0.9281285,0.92619336,0.9283698,0.92854285,0.9271492,0.92825556,0.9281442
2013-08-30,0.9275058,0.92686313,0.9287425,0.9288121,0.9264823,0.92857116,0.9273009
2013-09-01,0.9276965,0.9270692,0.9279953,0.9269705,0.92715806,0.9287915,0.928143
2013-09-02,0.9284107,0.9280581,0.9285919,0.92848694,0.9272381,0.92764884,0.9272674
2013-09-03,0.9281973,0.92786974,0.9277212,0.92766434,0.926472,0.9271416,0.92814076
2013-09-04,0.9280507,0.9265213,0.9266015,0.92826056,0.9276783,0.9274098,0.92968
2013-09-05,0.9277246,0.92754376,0.9279484,0.9274675,0.9259083,0.92821276,0.93039036
2013-09-06,0.927435,0.9269235,0.92899287,0.9277199,0.9282124,0.9289088,0.9305549
2013-09-08,0.9272362,0.9278429,0.9284658,0.9285832,0.929101,0.92888427,0.9281795
2013-09-09,0.9287766,0.9281432,0.928826,0.92895794,0.9284631,0.9292191,0.9292015
2013-09-10,0.9258801,0.9281264,0.9285043,0.9285495,0.93017083,0.92895424,0.92925596
2013-09-11,0.9277546,0.9294813,0.9288085,0.92924464,0.92918473,0.9286424,0.9299779
2013-09-12,0.9291975,0.92805,0.92968076,0.9290691,0.92888176,0.92799824,0.927073
2013-09-13,0.9274642,0.9288888,0.92842084,0.9284906,0.9273251,0.92847985,0.9258608
2013-09-15,0.92907166,0.9295059,0.928553,0.9277664,0.9274108,0.92687845,0.92770267
2013-09-16,0.9284832,0.9280728,0.9259245,0.9281857,0.9269039,0.9287937,0.9261606
2013-09-17,0.9284191,0.9280988,0.9279109,0.9265588,0.92623425,0.925604,0.9271533
2013-09-18,0.92879,0.9268186,0.9250328,0.9260799,0.9268893,0.92676616,0.9276889
2013-09-19,0.9272491,0.9271935,0.9268856,0.92667973,0.9262195,0.9256633,0.9251392
2013-09-20,0.9281902,0.92694074,0.92635715,0.92642975,0.92855716,0.92643493,0.9268957
2013-09-22,0.92779917,0.9245517,0.9279502,0.9267582,0.9263005,0.9253039,0.92486805
2013-09-23,0.9255723,0.9262367,0.92742574,0.927551,0.9254527,0.92475194,0.92499745
2013-09-24,0.92786694,0.9278095,0.9273612,0.9261073,0.92449415,0.9250012,0.9252229
2013-09-25,0.9258982,0.9283644,0.9269479,0.9254076,0.9254285,0.92459375,0.9247447
2013-09-26,0.92573637,0.9288896,0.92562085,0.92575026,0.9249101,0.92357093,0.9230582
2013-09-27,0.9286609,0.9265356,0.9249695,0.9240798,0.92434376,0.9236728,0.9236297
2013-09-29,0.92594004,0.92470694,0.92393494,0.9255814,0.92318153,0.9238715,0.9238938
2013-09-30,0.92621547,0.9247628,0.9241127,0.9233984,0.9230676,0.9240289,0.9222971
2013-10-01,0.9236145,0.924425,0.9238062,0.923091,0.92282563,0.922665,0.9215182
2013-10-02,0.9245635,0.92320335,0.9229356,0.92335963,0.9223777,0.92101854,0.9206237
2013-10-03,0.9226292,0.92348415,0.9229759,0.9232268,0.9214431,0.9207958,0.9198178
2013-10-04,0.92302036,0.92327666,0.92285943,0.922239,0.9207035,0.919743,0.92032063
2013-10-06,0.9232996,0.9222038,0.9208425,0.9212374,0.9204619,0.9199898,0.91379654
2013-10-07,0.92321336,0.9213412,0.92155427,0.92048454,0.91971797,0.91672665,0.914912
2013-10-08,0.92106766,0.9207836,0.9196985,0.91988486,0.921812,0.9110791,0.9126188
2013-10-09,0.92055154,0.91975695,0.9203038,0.9129367,0.9121614,0.91312945,0.91103715
2013-10-10,0.921011,0.9206909,0.9169848,0.91637576,0.91895914,0.91195273,0.9100669
2013-10-11,0.91951364,0.9184368,0.912011,0.9097567,0.91167367,0.9100019,0.91101396
2013-10-13,0.911991,0.9124867,0.9108024,0.91053045,0.9113544,0.91102374,0.90994245
2013-10-14,0.9136569,0.90896434,0.90968186,0.91022706,0.91103405,0.91268146,0.90939087
2013-10-15,0.9116012,0.9114477,0.91024387,0.9100259,0.9088665,0.9096913,0.9101592
2013-10-16,0.9105005,0.9106797,0.91005075,0.9105461,0.91149145,0.9101625,0.9098651
2013-10-17,0.91012967,0.9100694,0.9089766,0.9123322,0.9098702,0.91028917,0.9103371
