,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD,NZDUSD
2013-10-22,0.828932,0.8280083,0.82901865,0.82946986,0.82999915,0.83170485,0.8295456
2013-10-23,0.82914877,0.829938,0.82991195,0.8302991,0.82935953,0.8307265,0.831144
2013-10-24,0.8294741,0.829798,0.8305389,0.8306455,0.8308029,0.8304697,0.8295135
2013-10-25,0.8293418,0.83021176,0.8299116,0.83124155,0.8300304,0.83092505,0.8300405
2013-10-27,0.8301699,0.82984704,0.8303342,0.83135384,0.82999045,0.8303859,0.82922006
2013-10-28,0.830702,0.8312546,0.8304744,0.8302805,0.8308203,0.83045,0.8309044
2013-10-29,0.8300687,0.8297235,0.83196515,0.8306409,0.8301676,0.83087105,0.8281156
2013-10-30,0.82889974,0.8291666,0.8295262,0.82975304,0.83083636,0.8302969,0.8298774
2013-10-31,0.8309146,0.83145124,0.8322428,0.8307632,0.8301379,0.82896036,0.82920396
2013-11-01,0.82957464,0.82984257,0.82935816,0.8279065,0.83099437,0.83058894,0.8306193
2013-11-03,0.831209,0.8291726,0.8303231,0.82874674,0.8306039,0.8297283,0.8299928
2013-11-04,0.8299516,0.8293805,0.83064145,0.82934475,0.8296112,0.8303496,0.8311116
2013-11-05,0.8322816,0.8294782,0.82948834,0.830369,0.82954377,0.83090746,0.83002007
2013-11-06,0.828771,0.8306424,0.82902706,0.82956064,0.8300732,0.82834995,0.8309948
2013-11-07,0.82980907,0.8281698,0.830407,0.83012366,0.83103615,0.83009434,0.83005625
2013-11-08,0.8304052,0.829738,0.82973415,0.82963395,0.82973516,0.82940435,0.8305706
2013-11-10,0.8299153,0.8297497,0.8315051,0.83039933,0.83046126,0.82987344,0.82982594
2013-11-11,0.83066934,0.8297712,0.8293691,0.83050156,0.82982576,0.83031976,0.8303867
2013-11-12,0.82944965,0.8303203,0.829749,0.8302372,0.82968384,0.8304183,0.83056104
2013-11-13,0.83043796,0.82989025,0.83078456,0.831103,0.83157414,0.8305851,0.83027846
2013-11-14,0.83034515,0.83069205,0.8303522,0.83028555,0.8301533,0.830209,0.83069146
2013-11-15,0.83056414,0.83019274,0.8308258,0.8302687,0.8299352,0.8312416,0.8306644
2013-11-17,0.82962257,0.8306948,0.82988983,0.8300554,0.83043516,0.830571,0.8312541
2013-11-18,0.8294825,0.83021414,0.8308297,0.8302767,0.8306637,0.83097875,0.83088565
2013-11-19,0.8299695,0.8302889,0.8306361,0.83041555,0.8307095,0.8308153,0.83021194
2013-11-20,0.83015615,0.8308275,0.8302983,0.831054,0.8309154,0.82974976,0.8297524
2013-11-21,0.8312177,0.831018,0.8303659,0.83058006,0.8299212,0.8302855,0.82957965
2013-11-22,0.830372,0.830824,0.8315148,0.82994246,0.83001924,0.8296708,0.8304035
2013-11-24,0.8301919,0.83029425,0.83025664,0.8292041,0.82890654,0.828066,0.82806355
2013-11-25,0.83066416,0.8295584,0.82931954,0.8302064,0.8286107,0.82915664,0.8285303
2013-11-26,0.8315127,0.8294949,0.8288987,0.8283368,0.82857776,0.82801455,0.8279158
2013-11-27,0.82984096,0.83009666,0.82901114,0.8280447,0.8279877,0.82680076,0.82776296
2013-11-28,0.82972175,0.8294953,0.8296603,0.8279652,0.8270872,0.8267743,0.82715666
2013-11-29,0.83009434,0.829883,0.8283262,0.8277118,0.8272013,0.8266931,0.826324
2013-12-01,0.8284138,0.82897526,0.8278684,0.8273739,0.8271415,0.82713556,0.82510394
2013-12-02,0.8285916,0.8279222,0.8266683,0.82680523,0.8273178,0.82563335,0.82579577
2013-12-03,0.8274784,0.82634187,0.8263484,0.8263207,0.8265422,0.82496977,0.8259004
2013-12-04,0.82731473,0.82617515,0.82707477,0.8260289,0.8243301,0.8255371,0.82620215
2013-12-05,0.82598656,0.8266292,0.82590944,0.825701,0.82542783,0.8252876,0.8252707
2013-12-06,0.8257748,0.82619876,0.82638663,0.8251143,0.82560235,0.8248445,0.82576513
2013-12-08,0.8252662,0.8267914,0.82537776,0.82618487,0.8256809,0.8254645,0.8263058
2013-12-09,0.8252861,0.82656974,0.82502306,0.8262255,0.825874,0.8254588,0.8255099
2013-12-10,0.8263755,0.8255171,0.8256783,0.82563007,0.8260559,0.82546073,0.8250159
2013-12-11,0.8247859,0.8250331,0.82666725,0.82638067,0.82595205,0.82513887,0.8242856
2013-12-12,0.8263835,0.82589275,0.8259905,0.8255696,0.82586867,0.8258332,0.8256898
2013-12-13,0.8237436,0.8256343,0.82463694,0.8256572,0.82537985,0.8235986,0.8259156
2013-12-15,0.82576585,0.82515275,0.8249718,0.82582265,0.8261359,0.82563543,0.82431614
2013-12-16,0.8249656,0.82542855,0.82480156,0.8252432,0.82493526,0.82550275,0.82370424
2013-12-17,0.82558644,0.82612467,0.82627106,0.82441366,0.8250158,0.8238935,0.82416886
2013-12-18,0.82476276,0.82518184,0.8250894,0.82498103,0.8245811,0.8224467,0.8225485
2013-12-19,0.82515115,0.8247278,0.8249735,0.8231377,0.82430387,0.8227797,0.8226041
2013-12-20,0.8248084,0.824735,0.82501394,0.82265013,0.82258075,0.8216473,0.82146543
2013-12-22,0.82482934,0.8236164,0.82255125,0.8224884,0.8225428,0.8220932,0.82138854
2013-12-23,0.8230396,0.82223874,0.8220047,0.82227725,0.8217396,0.82109267,0.82092756
2013-12-24,0.822542,0.82164985,0.8223381,0.82174695,0.82150173,0.8211908,0.82093406
2013-12-26,0.8218985,0.82213414,0.8233384,0.8215764,0.8206056,0.8195084,0.82011324
2013-12-27,0.8217931,0.82226115,0.8208969,0.8203969,0.82036096,0.8199789,0.82096577
2013-12-29,0.82276905,0.82116896,0.82177365,0.82060844,0.8200891,0.82173747,0.821299
2013-12-30,0.82158786,0.8206819,0.82079667,0.82099503,0.8218163,0.8214532,0.81956744
2013-12-31,0.82088083,0.8201567,0.81995726,0.82127595,0.8205237,0.82059944,0.82015127
2014-01-01,0.8207245,0.82013166,0.8199129,0.82071495,0.82072645,0.82133913,0.82063246
2014-01-02,0.8205721,0.82060826,0.82097626,0.8202024,0.82054967,0.8204044,0.8228945
2014-01-03,0.8201291,0.8203013,0.8204398,0.8215911,0.82009447,0.820284,0.821028
2014-01-05,0.820312,0.8209264,0.81970894,0.8209062,0.8211262,0.8205616,0.8225796
2014-01-06,0.820043,0.82008463,0.8210464,0.8211099,0.82098925,0.82178676,0.8219119
2014-01-07,0.82102525,0.8218225,0.8210054,0.8217791,0.8226418,0.8217908,0.8221256
2014-01-08,0.82038504,0.82006866,0.8213879,0.82177687,0.82074416,0.82264596,0.8225476
2014-01-09,0.8215085,0.8213639,0.8209525,0.8217923,0.82215893,0.82319623,0.8244371
2014-01-10,0.8209731,0.8217295,0.8226983,0.8227325,0.82353586,0.82479596,0.8251337
2014-01-12,0.8213626,0.82236713,0.8237707,0.8244515,0.8243982,0.82657623,0.82529825
2014-01-13,0.8222059,0.8226846,0.8245647,0.8234257,0.82503366,0.8258091,0.82624274
2014-01-14,0.82246184,0.8230467,0.82465154,0.82415175,0.82670885,0.82332706,0.8237218
2014-01-15,0.82385314,0.8240403,0.8255867,0.8263881,0.825316,0.82519823,0.8259578
2014-01-16,0.8242184,0.8240609,0.82574046,0.82598525,0.82608,0.82594055,0.8265065
2014-01-17,0.8249528,0.8259701,0.82514817,0.8248199,0.8273507,0.8254091,0.8263384
2014-01-19,0.82529134,0.826551,0.8252833,0.8251126,0.8259541,0.8249037,0.82460624
2014-01-20,0.8250967,0.8260404,0.8246769,0.8259489,0.82637364,0.82531667,0.8257925
2014-01-21,0.826207,0.8273194,0.8261668,0.82560486,0.8247244,0.82613844,0.8249883
2014-01-22,0.8262799,0.82567936,0.82622117,0.8267425,0.8261107,0.8269647,0.82629055
2014-01-23,0.8258753,0.8256783,0.825286,0.8255375,0.82584006,0.8257617,0.82683927
2014-01-24,0.8266408,0.8248932,0.8260116,0.82504857,0.82570714,0.82630146,0.82600963
2014-01-26,0.8255865,0.8265286,0.8258125,0.8244797,0.82555634,0.82565415,0.8241245
2014-01-27,0.8257241,0.8255592,0.8254724,0.825959,0.8242661,0.8254434,0.8252783
2014-01-28,0.82587814,0.82539016,0.8260335,0.8248774,0.8245585,0.8246266,0.8245378
2014-01-29,0.8252469,0.82597256,0.82601124,0.8258757,0.82420975,0.8254078,0.8252268
2014-01-30,0.82613254,0.82660884,0.82552487,0.8253335,0.8247528,0.8244851,0.8241433
2014-01-31,0.82494426,0.824714,0.8246713,0.8245865,0.82590914,0.8252151,0.8244795
2014-02-02,0.8247384,0.82594925,0.82537556,0.8246911,0.8244577,0.82485527,0.8252589
2014-02-03,0.82454455,0.82529306,0.82454085,0.82566726,0.8251505,0.8255066,0.82413256
2014-02-04,0.8249123,0.82500875,0.82522845,0.82495475,0.8245856,0.82567024,0.8268151
2014-02-05,0.82563937,0.82547456,0.8245399,0.82424307,0.8252945,0.82662207,0.82595986
2014-02-06,0.8247194,0.8247385,0.82431996,0.82468265,0.82547957,0.82638,0.8253019
2014-02-07,0.82538426,0.8239599,0.8245813,0.8268495,0.8269698,0.8263045,0.8254933
2014-02-09,0.8243388,0.8254004,0.8257789,0.8263436,0.82530546,0.8271194,0.8243394
2014-02-10,0.8245582,0.82538545,0.82550323,0.8261597,0.8261504,0.82693434,0.82850075
2014-02-11,0.8248239,0.82538545,0.8264666,0.825943,0.8274371,0.82618684,0.8270637
2014-02-12,0.8258646,0.8238882,0.8272483,0.82725847,0.8258197,0.82718873,0.82564795
2014-02-13,0.8263822,0.8277167,0.8268734,0.82732964,0.8282038,0.8271168,0.8274504
2014-02-14,0.8264053,0.82672065,0.82868004,0.82713693,0.82779676,0.8267387,0.82743317
2014-02-16,0.8266535,0.82745314,0.8268411,0.8269943,0.8278559,0.8275566,0.82715064
2014-02-17,0.8263348,0.8273309,0.8272964,0.826846,0.82777554,0.8273373,0.8280346
2014-02-18,0.82729256,0.8273527,0.82746416,0.82756054,0.8273963,0.82986945,0.82763624
2014-02-19,0.82895595,0.8269872,0.82824284,0.82766324,0.8287005,0.827602,0.8280431
2014-02-20,0.8273017,0.8272255,0.827159,0.827893,0.82836103,0.8279252,0.8279709
2014-02-21,0.82861984,0.8277419,0.8286783,0.82909274,0.82801265,0.8283493,0.82796204
2014-02-23,0.8276693,0.8278611,0.8272529,0.82728726,0.828024,0.8278114,0.82796955
2014-02-24,0.8283769,0.8295861,0.8289375,0.82966125,0.82797813,0.82787305,0.828117
2014-02-25,0.82846063,0.8280044,0.8282121,0.82927495,0.8279298,0.8282522,0.8285874
2014-02-26,0.8280924,0.8274886,0.8276942,0.82809955,0.8283206,0.82841116,0.82854533
2014-02-27,0.827869,0.827896,0.8281752,0.8285955,0.8303559,0.82894444,0.8295092
2014-02-28,0.8280697,0.8279812,0.8281018,0.82817703,0.83010566,0.82975024,0.8299135
2014-03-02,0.8277987,0.82822305,0.82972705,0.8282419,0.8295005,0.8292773,0.8288333
2014-03-03,0.8280329,0.829353,0.8289187,0.8291578,0.8296202,0.8289588,0.8301571
2014-03-04,0.82874554,0.8296006,0.82841015,0.8304997,0.8297361,0.8293996,0.83091116
2014-03-05,0.8283637,0.82929325,0.8292587,0.8286753,0.83005804,0.8296763,0.83165365
2014-03-06,0.8292543,0.82921475,0.829922,0.83030933,0.83095247,0.830356,0.83186066
2014-03-07,0.8293256,0.8301892,0.82985103,0.8316752,0.8306794,0.8313927,0.83205706
2014-03-09,0.83026266,0.8295559,0.8314646,0.83125925,0.8329701,0.8319789,0.83277184
2014-03-10,0.83029795,0.8296033,0.83179176,0.8318964,0.8331301,0.8326362,0.8329058
2014-03-11,0.83010095,0.83055633,0.8313823,0.8322074,0.83383995,0.8323551,0.8345744
2014-03-12,0.83146304,0.83134335,0.83191705,0.83219475,0.8330554,0.833492,0.8347555
2014-03-13,0.83021873,0.83194464,0.83305895,0.8335298,0.83399355,0.83585334,0.8366088
2014-03-14,0.83095753,0.8329693,0.833053,0.8343615,0.8347239,0.83513325,0.8347984
2014-03-16,0.83248043,0.83282137,0.83368117,0.83547187,0.8358266,0.8347353,0.8372909
2014-03-17,0.8327858,0.83332735,0.8348005,0.83702403,0.83947134,0.8362834,0.8357257
2014-03-18,0.83472323,0.8353828,0.8366833,0.8365051,0.8375986,0.8372798,0.8379486
2014-03-19,0.83460623,0.83563364,0.83731127,0.8355971,0.8379304,0.8373849,0.8385356
2014-03-20,0.834806,0.8358694,0.83640987,0.83708525,0.8379281,0.8396377,0.8395329
2014-03-21,0.8368294,0.8377955,0.83784515,0.83723533,0.8386572,0.8402583,0.8410722
2014-03-23,0.83577853,0.8369284,0.83754754,0.83987045,0.8398469,0.8412685,0.8447024
2014-03-24,0.8388891,0.83756953,0.8389331,0.84009784,0.84128034,0.84501064,0.84694874
2014-03-25,0.8370956,0.83873117,0.8399001,0.8411532,0.8460716,0.8470561,0.84676754
2014-03-26,0.8383909,0.83918816,0.84109807,0.84570235,0.8478899,0.8473018,0.84706855
2014-03-27,0.8402367,0.8408007,0.84641296,0.846311,0.84648526,0.84689784,0.84640485
2014-03-28,0.8409569,0.8449831,0.84624386,0.8462215,0.84748685,0.8475758,0.8484105
2014-03-30,0.8467073,0.84620535,0.8482462,0.8471559,0.8477564,0.84828454,0.85286015
2014-03-31,0.8473388,0.8481635,0.84664786,0.8477015,0.84899956,0.8532455,0.8527799
2014-04-01,0.84682757,0.8477429,0.84832805,0.8488832,0.852943,0.8506762,0.8541382
2014-04-02,0.8472571,0.8490171,0.8492775,0.8518481,0.8511965,0.85567164,0.8538206
2014-04-03,0.8485051,0.84878916,0.850481,0.85329527,0.85359144,0.8525724,0.8547582
2014-04-04,0.850942,0.84883296,0.8530031,0.8519403,0.8524914,0.8536651,0.8549418
2014-04-06,0.852072,0.85301197,0.85513216,0.8539527,0.8538338,0.8537469,0.85425305
2014-04-07,0.8523748,0.8512761,0.853084,0.8549723,0.85456586,0.85471165,0.8552023
2014-04-08,0.85181296,0.8543895,0.85400534,0.8538167,0.8548028,0.8548426,0.8548143
2014-04-09,0.8531563,0.85418165,0.8546255,0.85441625,0.85558283,0.85565525,0.8560153
2014-04-10,0.85223746,0.8542089,0.8541167,0.8560282,0.855417,0.8555874,0.85730726
2014-04-11,0.855086,0.85494345,0.8551385,0.855368,0.85618925,0.8575741,0.8566265
2014-04-13,0.8544028,0.8559536,0.8544735,0.85698825,0.8565368,0.8574684,0.85822576
2014-04-14,0.8557509,0.85598624,0.8577018,0.8563973,0.8566093,0.8577615,0.8591219
2014-04-15,0.8557696,0.8556138,0.85697395,0.85756195,0.8581201,0.85939443,0.85863304
2014-04-16,0.85585374,0.8560775,0.85699064,0.8582602,0.85821116,0.8581156,0.8576315
2014-04-17,0.85658675,0.8568456,0.85827476,0.8580376,0.8580818,0.85740423,0.8593741
2014-04-20,0.8563623,0.8578758,0.858337,0.8584928,0.8596838,0.8592526,0.8597462
2014-04-21,0.8584707,0.85838217,0.85829574,0.8595722,0.85968083,0.8599763,0.8591912
2014-04-22,0.85814315,0.85791093,0.8592829,0.859639,0.86023307,0.8581886,0.8597093
2014-04-23,0.8581021,0.8593705,0.8594786,0.8591993,0.8595514,0.8572857,0.85907114
2014-04-24,0.8591041,0.85996515,0.8588794,0.8606816,0.85924613,0.86009103,0.859546
2014-04-25,0.8579884,0.85922724,0.85974795,0.8588081,0.8587242,0.8591021,0.8598346
2014-04-27,0.86006933,0.8579169,0.85836405,0.8599094,0.8602131,0.8592634,0.85947055
2014-04-28,0.8564553,0.85828805,0.85990983,0.8602201,0.85949534,0.85971427,0.8591033
2014-04-29,0.85828525,0.85813,0.8591461,0.85952556,0.8589261,0.8600488,0.8603115
2014-04-30,0.8593751,0.85837615,0.8598117,0.8591204,0.85993934,0.8605138,0.86096424
2014-05-01,0.85954744,0.86072725,0.85887563,0.8595315,0.86069536,0.8595806,0.8599821
2014-05-02,0.8598062,0.8596953,0.8596047,0.8601745,0.8593695,0.86039853,0.8623437
2014-05-04,0.85933834,0.8599553,0.85962385,0.86127627,0.86075,0.8609894,0.86259234
2014-05-05,0.8597577,0.8600163,0.86034226,0.86072904,0.86105645,0.8624244,0.8621107
2014-05-06,0.86005396,0.86084807,0.8599479,0.86081547,0.8623305,0.86285675,0.862499
2014-05-07,0.8592988,0.8614788,0.8606347,0.86230886,0.8625881,0.8621543,0.8615881
2014-05-08,0.86037856,0.8612401,0.8627625,0.8623612,0.86234397,0.86335284,0.86099577
2014-05-09,0.8609855,0.8621252,0.8630144,0.8627246,0.86135495,0.8622299,0.86135507
2014-05-11,0.8620298,0.8633439,0.86314964,0.86326724,0.8622771,0.86110497,0.8633093
2014-05-12,0.863121,0.86246926,0.86087173,0.8631593,0.86399364,0.86291873,0.861287
2014-05-13,0.8593812,0.8623596,0.86320573,0.86317426,0.8611859,0.8612508,0.862505
2014-05-14,0.8624066,0.8606072,0.86059725,0.86193395,0.86311483,0.86284447,0.86360335
2014-05-15,0.86245555,0.86245316,0.86123794,0.8614247,0.8627842,0.8626705,0.86404634
2014-05-16,0.8624253,0.8615227,0.8634129,0.8631676,0.86324596,0.8622913,0.8637551
2014-05-18,0.8623658,0.86280274,0.8624024,0.8628393,0.86182636,0.8626329,0.86340356
2014-05-19,0.86312366,0.8628814,0.8633163,0.8620061,0.86141026,0.8625654,0.8628071
2014-05-20,0.86560327,0.8621522,0.86325854,0.8637387,0.86301655,0.8633806,0.86153466
2014-05-21,0.8631452,0.86383927,0.8626472,0.86323166,0.86184853,0.8622881,0.861281
2014-05-22,0.86283493,0.8622206,0.8615961,0.86243063,0.86164284,0.8622029,0.86127096
2014-05-23,0.86337703,0.86290616,0.86079776,0.861935,0.86072767,0.8611937,0.8594972
2014-05-25,0.861997,0.8632168,0.8623493,0.862592,0.86173266,0.85955733,0.8588469
2014-05-26,0.86277056,0.86212325,0.8607994,0.8611657,0.8598402,0.859261,0.8592013
2014-05-27,0.8633289,0.8618855,0.8607404,0.85966843,0.8594989,0.8587722,0.8581659
2014-05-28,0.8619733,0.8614355,0.8608412,0.8595515,0.85887325,0.8586728,0.8582658
2014-05-29,0.86103517,0.8593601,0.8594881,0.85944915,0.85946286,0.8592606,0.8588714
2014-05-30,0.85985506,0.85943264,0.8590935,0.8575907,0.85874563,0.85823476,0.8586362
2014-06-02,0.859606,0.8587671,0.85848004,0.8589588,0.85835284,0.85872245,0.8572671
2014-06-03,0.859829,0.858982,0.85843813,0.8591185,0.85858876,0.8584435,0.8559744
2014-06-04,0.8589129,0.858438,0.85890526,0.85809237,0.8585006,0.8578054,0.85710317
2014-06-05,0.85850835,0.85846233,0.8588654,0.85769993,0.8575614,0.85617524,0.8561594
2014-06-06,0.8587294,0.858784,0.8571852,0.85747635,0.8576105,0.85703725,0.8578733
2014-06-08,0.8584567,0.85789794,0.85845536,0.85690385,0.85547584,0.8569834,0.85932076
2014-06-09,0.85704243,0.8593115,0.85830015,0.8569234,0.8570084,0.85734785,0.8571543
2014-06-10,0.85760444,0.8578724,0.85648906,0.85819423,0.8577159,0.85688615,0.8571611
2014-06-11,0.85725844,0.85684013,0.856562,0.85807765,0.85774255,0.85759354,0.8587748
2014-06-12,0.85721666,0.8581917,0.8577706,0.85831684,0.85770375,0.8575905,0.8578275
2014-06-13,0.85698855,0.85831034,0.8572797,0.85782355,0.8577322,0.8575787,0.8590587
2014-06-15,0.8578275,0.8578075,0.85841805,0.85766065,0.8576898,0.8575696,0.8580609
2014-06-16,0.8573105,0.85810643,0.8568206,0.8579913,0.8577173,0.8575538,0.8572784
2014-06-17,0.8575551,0.8580291,0.8581517,0.8576386,0.8576731,0.8575454,0.8568778
2014-06-18,0.85752904,0.8570809,0.8566671,0.8579851,0.8574941,0.85752994,0.8572158
2014-06-19,0.8583973,0.85763544,0.85720074,0.8576163,0.8574906,0.857529,0.86028844
2014-06-20,0.8586402,0.8594659,0.8587346,0.8579933,0.8574843,0.85752094,0.8579982
2014-06-22,0.85864556,0.85799164,0.8571446,0.8575803,0.8599417,0.85749984,0.85678774
2014-06-23,0.8576043,0.858366,0.85800236,0.8579816,0.8588195,0.8574912,0.8598293
2014-06-24,0.8577281,0.85997,0.85730255,0.8575482,0.85753065,0.8574745,0.85873157
2014-06-25,0.858737,0.8583663,0.8581038,0.8579748,0.8586812,0.86039704,0.85744566
2014-06-26,0.85763454,0.8575741,0.85724163,0.85750806,0.8575301,0.8590262,0.8603166
2014-06-27,0.8610181,0.85771424,0.85806495,0.8570476,0.8574997,0.85749733,0.8575351
2014-06-29,0.8576017,0.8585056,0.8571903,0.8587903,0.8574274,0.8587975,0.8665503
2014-06-30,0.8601443,0.8572161,0.8580561,0.8577063,0.8587747,0.8647166,0.866583
2014-07-01,0.85989124,0.85669446,0.8571427,0.85853726,0.8655225,0.8663757,0.866142
2014-07-02,0.8580768,0.8598527,0.8580132,0.8648682,0.8634136,0.8652859,0.86690456
2014-07-03,0.85756737,0.85760194,0.86540174,0.86463857,0.8674811,0.86562,0.86782503
2014-07-04,0.85804844,0.8642769,0.8625648,0.8659001,0.8673976,0.86720234,0.86735463
2014-07-06,0.86681056,0.8656204,0.86446714,0.8683517,0.86656505,0.8676471,0.86897665
2014-07-07,0.86573505,0.8657023,0.8657977,0.86761516,0.8687372,0.86967176,0.8688498
2014-07-08,0.86806005,0.8680332,0.8672074,0.8667111,0.8695395,0.87084687,0.87086976
2014-07-09,0.86699575,0.8686477,0.8678203,0.8691838,0.8696692,0.8713718,0.87108177
2014-07-10,0.8676699,0.86937386,0.8694501,0.87015927,0.87021184,0.87135834,0.87272835
2014-07-11,0.86887246,0.8697473,0.87022364,0.8707431,0.87189597,0.87378365,0.8710513
2014-07-13,0.86929667,0.8704038,0.8706519,0.8713423,0.8716561,0.8717663,0.8722999
2014-07-14,0.87059367,0.8713519,0.8722293,0.87221754,0.872992,0.87154853,0.87200284
2014-07-15,0.8707397,0.87154305,0.8709171,0.8713242,0.8717333,0.8713014,0.87242216
2014-07-16,0.87085485,0.87263244,0.8727391,0.87265444,0.871432,0.8716739,0.8711419
2014-07-17,0.8724884,0.8711016,0.87121403,0.8723114,0.8726111,0.8720948,0.8719597
2014-07-18,0.87202865,0.87246776,0.87234616,0.87270993,0.870641,0.87219423,0.87155396
2014-07-20,0.87105304,0.87174445,0.8711762,0.87122303,0.87153125,0.8721459,0.872339
2014-07-21,0.8716432,0.8723389,0.87230676,0.87224233,0.8723421,0.8726594,0.8722273
2014-07-22,0.87121207,0.87238777,0.8711322,0.87089574,0.87185436,0.8715758,0.8719737
2014-07-23,0.8721574,0.8713868,0.8722584,0.871628,0.87163794,0.8729832,0.87169945
2014-07-24,0.87164116,0.8725904,0.87111104,0.8725555,0.8719446,0.87129307,0.87220633
2014-07-25,0.8724679,0.87153834,0.87223095,0.8711464,0.8713211,0.8718117,0.8719529
2014-07-27,0.87117124,0.87195,0.8710816,0.8711756,0.8708368,0.8709397,0.87165904
2014-07-28,0.8715503,0.871685,0.8722968,0.8711183,0.87165856,0.8729469,0.87197274
2014-07-29,0.87181884,0.87217593,0.8710714,0.87173545,0.871653,0.8717915,0.87230664
2014-07-30,0.87195504,0.8719337,0.8722037,0.87219,0.8724847,0.8725502,0.87095225
2014-07-31,0.8721332,0.8716481,0.87106586,0.8724121,0.8725794,0.8725182,0.86998475
2014-08-01,0.8715423,0.8721655,0.8715441,0.87181187,0.87118465,0.87041086,0.870875
2014-08-03,0.87162715,0.87120295,0.871,0.87286,0.8719655,0.8705685,0.87063694
2014-08-04,0.8727812,0.87159216,0.8708366,0.87042433,0.8695258,0.86920375,0.8690665
2014-08-05,0.8718327,0.8720621,0.8698012,0.8703879,0.86927253,0.8681234,0.8694409
2014-08-06,0.8703055,0.8698553,0.8711934,0.87028444,0.8698919,0.8680776,0.8680786
2014-08-07,0.8699314,0.870638,0.8692371,0.8685947,0.8690265,0.8666742,0.8671223
2014-08-08,0.87117827,0.8683416,0.8685181,0.8678384,0.86669236,0.8662747,0.8659164
2014-08-10,0.8695794,0.86885935,0.86890346,0.86801237,0.86615056,0.86634105,0.85830814
2014-08-11,0.8693544,0.8685436,0.8680347,0.86642265,0.8658279,0.8587282,0.8536977
2014-08-12,0.86902696,0.86735404,0.86566913,0.86582506,0.8596542,0.85562015,0.8553495
2014-08-13,0.8681317,0.86733586,0.8667999,0.85834473,0.85506046,0.8548598,0.85216784
2014-08-14,0.86695606,0.86594504,0.8581159,0.85606337,0.8555161,0.85457647,0.8520117
2014-08-15,0.8671091,0.85802835,0.8539316,0.8547657,0.8535562,0.85166603,0.8522171
2014-08-17,0.85919887,0.8551168,0.85339993,0.8532604,0.85323334,0.8514277,0.85115796
2014-08-18,0.8551377,0.85438544,0.8541016,0.8507308,0.8508301,0.84962857,0.8495398
2014-08-19,0.85412,0.8522361,0.8528438,0.85183567,0.8512785,0.8517077,0.84986204
2014-08-20,0.8537675,0.85435605,0.8513166,0.8494529,0.8486346,0.84989226,0.8496256
2014-08-21,0.85238624,0.8517718,0.8511588,0.8499773,0.85045254,0.84904826,0.8486511
2014-08-22,0.84968966,0.8502471,0.8483335,0.849081,0.8489161,0.8485367,0.8484064
2014-08-24,0.85020894,0.85158217,0.85204273,0.85006195,0.8489764,0.8489211,0.8468622
2014-08-25,0.8487332,0.8478719,0.8506182,0.84800524,0.8484294,0.8491129,0.8471178
2014-08-26,0.8508526,0.84857243,0.8491555,0.8490905,0.8483443,0.8486211,0.8474215
2014-08-27,0.8494037,0.84965575,0.8481871,0.8475668,0.8479083,0.84675735,0.84599257
2014-08-28,0.84893847,0.8508074,0.847833,0.8486863,0.84674007,0.8462801,0.84676903
2014-08-29,0.84894985,0.8474439,0.8477999,0.84701085,0.8468745,0.84545755,0.846308
2014-08-31,0.8487013,0.84853846,0.846422,0.8471305,0.8474024,0.8461136,0.84535503
2014-09-01,0.8478113,0.8470886,0.8481517,0.84680897,0.8463657,0.844935,0.84504634
2014-09-02,0.8467745,0.8461461,0.8463521,0.8457286,0.84548444,0.84603655,0.8446241
2014-09-03,0.8473506,0.84665924,0.8454849,0.84664154,0.845587,0.84528923,0.84306043
2014-09-04,0.8473732,0.8456383,0.84664184,0.8436653,0.84495103,0.8437334,0.84240466
2014-09-05,0.8452887,0.84556186,0.84405625,0.8447123,0.8433322,0.8425446,0.8409881
2014-09-07,0.8462818,0.8451184,0.84523225,0.84228593,0.842316,0.84127015,0.8394488
2014-09-08,0.84601814,0.8450426,0.84376854,0.8415224,0.840434,0.83837545,0.838532
2014-09-09,0.84490246,0.84331334,0.843412,0.840906,0.83907413,0.8389306,0.8385326
2014-09-10,0.84313506,0.8425443,0.8405951,0.8384291,0.83796954,0.83800703,0.8372195
2014-09-11,0.842724,0.8411281,0.8391087,0.83814317,0.837856,0.8374335,0.8371563
2014-09-12,0.8409264,0.8392331,0.8383496,0.8381446,0.8376772,0.8373471,0.8363776
2014-09-14,0.8388512,0.8385069,0.837581,0.837164,0.83651024,0.83627397,0.83562887
2014-09-15,0.83878,0.83851403,0.8380807,0.83724123,0.83803385,0.8369225,0.83511156
2014-09-16,0.8374405,0.83757263,0.83679307,0.83599615,0.8366498,0.8352334,0.83544093
2014-09-17,0.83851135,0.83730465,0.8372435,0.8359724,0.8353502,0.8342268,0.83240116
2014-09-18,0.8373452,0.83724487,0.8362191,0.83588326,0.83435583,0.83375365,0.8345279
2014-09-19,0.8376878,0.8366031,0.83479935,0.8340854,0.8334307,0.8337598,0.83242303
2014-09-21,0.83572716,0.83537,0.8337562,0.8335703,0.8332773,0.83199495,0.8307281
2014-09-22,0.83613306,0.8349783,0.83301026,0.83259845,0.83217216,0.83092463,0.8312799
2014-09-23,0.83498406,0.8338959,0.83289295,0.832692,0.8325439,0.8312405,0.83163387
2014-09-24,0.8323693,0.83361256,0.832533,0.83037275,0.8315597,0.8305296,0.829052
