,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY,SGDJPY
2014-03-26,80.66101,80.67238,80.65764,80.63286,80.7137,80.67937,80.74945
2014-03-27,80.66756,80.6919,80.63711,80.69775,80.65272,80.76927,80.785385
2014-03-28,80.70528,80.657974,80.66413,80.69548,80.75173,80.7836,80.74491
2014-03-30,80.7086,80.67369,80.693405,80.73655,80.73793,80.76535,80.74879
2014-03-31,80.69011,80.67036,80.75942,80.73619,80.780174,80.695404,80.7413
2014-04-01,80.668976,80.78092,80.75196,80.75919,80.75613,80.75715,80.76504
2014-04-02,80.74202,80.78008,80.74788,80.7567,80.808784,80.78659,80.820694
2014-04-03,80.7577,80.74491,80.777405,80.7511,80.79391,80.793564,80.77463
2014-04-04,80.75122,80.73099,80.74032,80.81556,80.80216,80.82952,80.77317
2014-04-06,80.77455,80.79434,80.79592,80.79683,80.78754,80.80694,80.80573
2014-04-07,80.80699,80.79425,80.83755,80.80297,80.799614,80.81669,81.05584
2014-04-08,80.72612,80.79417,80.78505,80.805504,80.78472,81.02766,81.13458
2014-04-09,80.81673,80.79407,80.79949,80.814384,81.01478,81.20731,81.21863
2014-04-10,80.7962,80.79399,80.81906,81.00926,81.24724,81.21335,81.201996
2014-04-11,80.80237,80.7939,81.00991,81.20819,81.22486,81.245804,81.276405
2014-04-13,80.776985,81.0143,81.19065,81.24457,81.23935,81.285164,81.309555
2014-04-14,81.04552,81.161545,81.245514,81.23474,81.24168,81.24776,81.30261
2014-04-15,81.17087,81.27417,81.23544,81.26846,81.29232,81.27362,81.29364
2014-04-16,81.24031,81.24405,81.290726,81.27709,81.31404,81.298874,81.33194
2014-04-17,81.24816,81.257706,81.29375,81.32044,81.29674,81.32348,81.32867
2014-04-20,81.249954,81.30369,81.28729,81.28666,81.32401,81.347275,81.29621
2014-04-21,81.29585,81.30839,81.33873,81.3113,81.32833,81.31009,81.332855
2014-04-22,81.272484,81.28667,81.30715,81.30109,81.2881,81.32944,81.32936
2014-04-23,81.31409,81.33021,81.31839,81.276,81.2934,81.3183,81.354546
2014-04-24,81.322105,81.32024,81.28212,81.277084,81.386505,81.34359,81.44537
2014-04-25,81.306366,81.31175,81.29605,81.318985,81.322914,81.36626,81.48002
2014-04-27,81.32246,81.33105,81.35816,81.40112,81.405304,81.50748,81.40782
2014-04-28,81.306015,81.320305,81.392136,81.456985,81.40351,81.43917,81.48711
2014-04-29,81.32284,81.35303,81.41358,81.462715,81.49303,81.455025,81.561584
2014-04-30,81.33008,81.41397,81.508766,81.50098,81.455315,81.567245,81.55637
2014-05-01,81.323586,81.46673,81.449005,81.50481,81.52164,81.54998,81.552864
2014-05-02,81.39772,81.39141,81.495926,81.56525,81.569595,81.56458,81.54997
2014-05-04,81.45011,81.52174,81.56206,81.556244,81.56216,81.54957,81.573456
2014-05-05,81.44363,81.50684,81.55818,81.562164,81.57718,81.564995,81.56853
2014-05-06,81.527565,81.57628,81.5696,81.54263,81.54364,81.54919,81.56516
2014-05-07,81.582855,81.5471,81.58015,81.57428,81.56238,81.56538,81.57145
2014-05-08,81.57466,81.549866,81.58546,81.56441,81.57106,81.5906,81.5905
2014-05-09,81.60073,81.57794,81.56334,81.52103,81.58052,81.5695,81.57305
2014-05-11,81.54931,81.54613,81.5707,81.56479,81.59347,81.56811,81.534966
2014-05-12,81.58858,81.56314,81.58201,81.58199,81.58353,81.564835,81.562126
2014-05-13,81.570175,81.56521,81.58446,81.53834,81.53704,81.52865,81.61931
2014-05-14,81.572044,81.62889,81.551544,81.55005,81.54869,81.50265,81.51701
2014-05-15,81.63972,81.55297,81.542076,81.58313,81.48535,81.46827,81.477066
2014-05-16,81.55548,81.52635,81.53609,81.47521,81.546036,81.52933,81.491234
2014-05-18,81.54429,81.54014,81.51517,81.52083,81.51949,81.51033,81.5505
2014-05-19,81.57177,81.48231,81.54522,81.5223,81.48589,81.47548,81.474
2014-05-20,81.54148,81.49823,81.547806,81.477585,81.48686,81.45658,81.4771
2014-05-21,81.52154,81.529785,81.530815,81.47289,81.43681,81.45701,81.48081
2014-05-22,81.50336,81.47371,81.471275,81.48296,81.46591,81.45953,81.4677
2014-05-23,81.46493,81.44519,81.497055,81.45253,81.45454,81.5011,81.460304
2014-05-25,81.45981,81.455154,81.44794,81.46989,81.481285,81.46473,81.4651
2014-05-26,81.46814,81.48635,81.446175,81.473,81.49254,81.48185,81.47447
2014-05-27,81.47262,81.49282,81.4181,81.46518,81.481384,81.471016,81.479416
2014-05-28,81.48853,81.462425,81.49046,81.535225,81.46183,81.43976,81.46853
2014-05-29,81.4586,81.44825,81.4508,81.48497,81.46258,81.46166,81.46311
2014-05-30,81.44887,81.46972,81.48229,81.42922,81.47397,81.46751,81.45154
2014-06-02,81.44554,81.496544,81.44729,81.47619,81.46774,81.46784,81.44688
2014-06-03,81.44822,81.481186,81.460365,81.46848,81.4495,81.45901,81.456985
2014-06-04,81.44957,81.452644,81.4584,81.4579,81.450745,81.471825,81.39943
2014-06-05,81.46459,81.42626,81.44692,81.46591,81.465546,81.487946,81.474106
2014-06-06,81.463196,81.43623,81.46111,81.446,81.46726,81.4622,81.4691
2014-06-08,81.448586,81.45874,81.48705,81.485954,81.4622,81.50089,81.50756
2014-06-09,81.46523,81.49378,81.46956,81.47383,81.50241,81.49151,81.49884
2014-06-10,81.47598,81.46284,81.4956,81.478615,81.4675,81.48217,81.485504
2014-06-11,81.52686,81.45063,81.49123,81.46263,81.474236,81.50539,81.44451
2014-06-12,81.50782,81.4645,81.483536,81.54417,81.47835,81.47602,81.48666
2014-06-13,81.49963,81.513245,81.499855,81.48678,81.46027,81.4331,81.46481
2014-06-15,81.50791,81.5192,81.433914,81.51656,81.48105,81.45184,81.4733
2014-06-16,81.50766,81.534805,81.48446,81.46462,81.47749,81.45184,81.49301
2014-06-17,81.454796,81.43924,81.44999,81.447105,81.47465,81.482834,81.5004
2014-06-18,81.48319,81.47021,81.462814,81.46813,81.48187,81.488,81.5036
2014-06-19,81.4553,81.48166,81.47045,81.5061,81.4629,81.50647,81.489975
2014-06-20,81.476425,81.47004,81.4905,81.50027,81.498764,81.47392,81.451805
2014-06-22,81.47825,81.43821,81.48713,81.49292,81.492775,81.457115,81.47914
2014-06-23,81.4696,81.46019,81.49394,81.505714,81.46604,81.45522,81.44805
2014-06-24,81.48601,81.510506,81.49974,81.45669,81.46392,81.463615,81.45784
2014-06-25,81.47721,81.5034,81.46329,81.475525,81.429344,81.42721,81.467674
2014-06-26,81.50879,81.44689,81.488525,81.45263,81.42998,81.48182,81.44407
2014-06-27,81.45022,81.466576,81.441284,81.44379,81.44663,81.46337,81.45533
2014-06-29,81.46365,81.42961,81.440575,81.44899,81.46316,81.44829,81.47282
2014-06-30,81.46002,81.440346,81.43719,81.461525,81.42864,81.48131,81.527145
2014-07-01,81.43759,81.4653,81.449356,81.476776,81.472466,81.522385,81.530815
2014-07-02,81.46309,81.46767,81.49685,81.46151,81.491264,81.52717,81.53795
2014-07-03,81.461624,81.47891,81.47133,81.51753,81.511635,81.556046,81.56352
2014-07-04,81.43118,81.50967,81.52759,81.54263,81.52821,81.57281,81.580475
2014-07-06,81.50324,81.514786,81.52484,81.54216,81.57283,81.58977,81.58491
2014-07-07,81.50776,81.541,81.5569,81.53696,81.527214,81.550156,81.60768
2014-07-08,81.53912,81.54255,81.49899,81.57956,81.59739,81.55857,81.61672
2014-07-09,81.54622,81.57137,81.5903,81.58219,81.56098,81.61117,81.56361
2014-07-10,81.549866,81.55997,81.5714,81.62226,81.59262,81.58629,81.59204
2014-07-11,81.55731,81.577835,81.50106,81.58083,81.58379,81.58191,81.60489
2014-07-13,81.557205,81.54499,81.598595,81.59092,81.58576,81.594246,81.62463
2014-07-14,81.63104,81.55602,81.59815,81.60519,81.60306,81.60747,81.58205
2014-07-15,81.57876,81.62273,81.57512,81.575775,81.592384,81.58888,81.60473
2014-07-16,81.58046,81.5936,81.579025,81.606544,81.59231,81.59816,81.59802
2014-07-17,81.59798,81.572685,81.61458,81.59509,81.61529,81.60866,81.60564
2014-07-18,81.59671,81.59706,81.60432,81.608696,81.59693,81.59781,81.60241
2014-07-20,81.59517,81.59276,81.57387,81.59031,81.59259,81.58593,81.58344
2014-07-21,81.594406,81.61697,81.605835,81.58953,81.60592,81.57506,81.60457
2014-07-22,81.660484,81.59259,81.59613,81.61264,81.59447,81.60348,81.61048
2014-07-23,81.59806,81.602905,81.58573,81.594925,81.60066,81.596985,81.630005
2014-07-24,81.59109,81.589676,81.59632,81.61188,81.60166,81.63314,81.66929
2014-07-25,81.62572,81.605446,81.60055,81.60672,81.6223,81.63301,81.683914
2014-07-27,81.60217,81.596664,81.59664,81.628525,81.63901,81.688,81.69576
2014-07-28,81.59671,81.59317,81.62779,81.63734,81.68486,81.70044,81.69978
2014-07-29,81.60149,81.63153,81.6307,81.68155,81.68819,81.697075,81.72153
2014-07-30,81.61688,81.65095,81.674225,81.67822,81.7025,81.77178,81.74745
2014-07-31,81.63717,81.6857,81.690315,81.71051,81.72302,81.730385,81.79262
2014-08-01,81.68738,81.6992,81.69699,81.73017,81.73641,81.811226,81.80018
2014-08-03,81.68973,81.707634,81.7399,81.72605,81.78318,81.78908,81.77991
2014-08-04,81.72895,81.719604,81.746216,81.780624,81.78148,81.777374,81.82346
2014-08-05,81.730286,81.75483,81.743355,81.8167,81.7913,81.80978,81.81605
2014-08-06,81.72857,81.799416,81.77803,81.82251,81.803925,81.82782,81.807945
2014-08-07,81.799255,81.786736,81.7955,81.79898,81.816574,81.76227,81.79713
2014-08-08,81.77103,81.77731,81.79776,81.78655,81.79997,81.80676,81.83514
2014-08-10,81.79351,81.7859,81.83261,81.792244,81.76876,81.78727,81.79585
2014-08-11,81.79689,81.8241,81.79701,81.78431,81.84986,81.81723,81.8365
2014-08-12,81.834366,81.77826,81.82191,81.829094,81.77895,81.83203,81.81878
2014-08-13,81.794014,81.80448,81.74131,81.789085,81.81002,81.8432,81.82915
2014-08-14,81.8083,81.813034,81.827515,81.83829,81.83978,81.83338,81.89497
2014-08-15,81.80626,81.810616,81.8335,81.80968,81.83762,81.86694,81.93521
2014-08-17,81.81136,81.82848,81.81609,81.855736,81.87776,81.92879,81.96401
2014-08-18,81.8841,81.82923,81.8355,81.87167,81.94465,81.94904,81.97631
2014-08-19,81.84453,81.826904,81.87614,81.93359,81.97088,81.99009,81.9744
2014-08-20,81.824974,81.89025,81.931816,81.95912,81.96924,82.01147,82.015144
2014-08-21,81.893196,81.94266,81.969666,81.97053,81.97731,82.01079,82.025406
2014-08-22,81.948944,81.95375,81.97144,81.984726,82.04071,81.995674,82.09869
2014-08-24,81.9444,81.968925,82.00638,82.00758,82.02615,82.12085,82.16475
2014-08-25,81.99674,81.971466,81.99073,82.02837,82.11526,82.180466,82.1956
2014-08-26,81.98151,82.00164,82.06124,82.12115,82.170265,82.18471,82.24744
2014-08-27,82.0084,82.03345,82.11385,82.17422,82.193375,82.261635,82.283615
2014-08-28,82.01704,82.1054,82.146416,82.19035,82.24932,82.23279,82.3313
2014-08-29,82.12232,82.186935,82.21307,82.25241,82.265755,82.27222,82.30768
2014-08-31,82.169044,82.2214,82.27124,82.303734,82.26024,82.31201,82.328
2014-09-01,82.18912,82.27182,82.3028,82.27225,82.31256,82.31592,82.36453
2014-09-02,82.270294,82.27782,82.279724,82.303825,82.311104,82.36335,82.42539
2014-09-03,82.2514,82.27924,82.29675,82.31528,82.328735,82.41404,82.42877
2014-09-04,82.2901,82.29613,82.32228,82.34445,82.394005,82.42881,82.47838
2014-09-05,82.30365,82.3307,82.356735,82.39051,82.42226,82.4598,82.776505
2014-09-07,82.31328,82.345856,82.41167,82.40915,82.45538,82.780235,83.031395
2014-09-08,82.34422,82.36974,82.47268,82.49598,82.76801,83.05646,83.055435
2014-09-09,82.3929,82.4538,82.46364,82.759224,83.03146,83.05655,83.12903
2014-09-10,82.442116,82.4527,82.77241,82.98392,83.06717,83.14222,83.15676
2014-09-11,82.4788,82.81553,83.038246,83.06916,83.13033,83.15843,83.222206
2014-09-12,82.78771,83.03678,83.060005,83.10418,83.16862,83.20598,83.23777
2014-09-14,83.04362,83.06489,83.165436,83.19465,83.2055,83.260956,83.26609
2014-09-15,83.071045,83.14082,83.16575,83.22023,83.25336,83.29646,83.31545
2014-09-16,83.12255,83.155045,83.23642,83.21748,83.27613,83.270615,83.348076
2014-09-17,83.13317,83.22616,83.21754,83.32093,83.28424,83.3904,83.407616
2014-09-18,83.17619,83.220665,83.23129,83.3103,83.350655,83.45613,83.71769
2014-09-19,83.22421,83.264145,83.31563,83.36075,83.40433,83.7596,83.81595
2014-09-21,83.28424,83.312004,83.400116,83.43247,83.75729,83.7907,83.77878
2014-09-22,83.305046,83.37769,83.44982,83.76319,83.793175,83.84082,83.82138
2014-09-23,83.39826,83.42669,83.7628,83.8152,83.827194,83.82122,83.84974
2014-09-24,83.47024,83.75802,83.82051,83.82735,83.8341,83.84414,83.9843
2014-09-25,83.75834,83.79677,83.792175,83.79082,83.82711,84.002686,84.17168
2014-09-26,83.78102,83.83359,83.81998,83.82684,84.0095,84.19853,84.3707
2014-09-28,83.82355,83.808586,83.852295,84.02808,84.173836,84.419,84.641075
2014-09-29,83.82083,83.82124,84.020775,84.14995,84.37636,84.64428,84.74255
2014-09-30,83.84078,83.98614,84.14143,84.39816,84.67725,84.80256,84.798325
2014-10-01,84.005035,84.129524,84.37977,84.639725,84.75612,84.79533,84.90191
2014-10-02,84.17019,84.39565,84.64649,84.77209,84.8001,84.90158,84.901985
2014-10-03,84.39343,84.70256,84.732445,84.80403,84.8889,84.912445,84.90207
2014-10-05,84.65752,84.75384,84.801704,84.87281,84.8671,84.86676,84.902176
2014-10-06,84.75461,84.77738,84.885445,84.89908,84.93211,84.9267,84.902275
2014-10-07,84.82996,84.898994,84.884834,84.87542,84.87233,84.89135,84.90237
2014-10-08,84.88083,84.880424,84.89862,84.884926,84.90564,84.89828,84.902466
2014-10-09,84.910645,84.89211,84.910835,84.91115,84.88137,84.90322,84.90256
2014-10-10,84.908,84.91245,84.921974,84.8844,84.912125,84.8805,84.90265
2014-10-12,84.90669,84.890884,84.90194,84.891365,84.88993,84.89339,84.90273
2014-10-13,84.8699,84.91832,84.88328,84.89105,84.88195,84.87118,84.90283
2014-10-14,84.89811,84.861916,84.89651,84.890656,84.88194,84.8751,84.90291
2014-10-15,84.89403,84.884544,84.90799,84.8889,84.90113,84.88965,84.903
2014-10-16,84.92506,84.91,84.887405,84.88349,84.88065,84.91688,84.9031
2014-10-17,84.889984,84.906364,84.86863,84.91916,84.90674,84.9538,84.90316
2014-10-19,84.88663,84.93397,84.88262,84.918526,84.894806,84.89753,84.90323
2014-10-20,84.88118,84.90015,84.8952,84.88925,84.88134,84.9003,84.903305
2014-10-21,84.91104,84.89343,84.90633,84.88101,84.890305,84.89993,84.91147
2014-10-22,84.908295,84.91832,84.88415,84.909424,84.88863,84.92536,84.88543
2014-10-23,84.90693,84.94046,84.89882,84.911995,84.86603,84.844574,84.88408
2014-10-24,84.869415,84.900024,84.912056,84.89334,84.876854,84.90484,84.881226
2014-10-26,84.89816,84.89458,84.8895,84.88062,84.886055,84.899536,84.88337
2014-10-27,84.89397,84.86468,84.87106,84.87338,84.86531,84.847145,84.89892
2014-10-28,84.89937,84.88454,84.91403,84.88233,84.877,84.9001,84.885544
2014-10-29,84.886566,84.914635,84.8874,84.859245,84.86075,84.87251,84.88064
2014-10-30,84.87507,84.89165,84.90618,84.893974,84.89552,84.875374,84.89455
2014-10-31,84.85858,84.87362,84.850395,84.86472,84.96883,84.884125,84.862656
2014-11-02,84.87964,84.906364,84.89484,84.88834,84.89743,84.90168,84.89355
2014-11-03,84.89922,84.87696,84.86315,84.919044,84.87481,84.8724,84.8617
2014-11-04,84.88561,84.92443,84.93625,84.883385,84.90904,84.88338,84.89253
2014-11-05,84.87349,84.89564,84.86637,84.886635,84.88102,84.88452,84.86076
2014-11-06,84.85619,84.884544,84.869156,84.91118,84.88997,84.88271,84.89152
2014-11-07,84.87821,84.9191,84.85941,84.877975,84.919815,84.883835,84.859825
2014-11-09,84.898605,84.86772,84.8669,84.883286,84.889534,84.88201,84.890495
2014-11-10,84.88434,84.88556,84.87929,84.86369,84.87189,84.883125,84.85886
2014-11-11,84.87173,84.91896,84.88982,84.88415,84.878654,84.88126,84.889496
2014-11-12,84.85379,84.85625,84.86618,84.88055,84.87877,84.88238,84.85792
2014-11-13,84.87656,84.894264,84.87946,84.88364,84.873,84.88047,84.8885
2014-11-14,84.883514,84.893936,84.89068,84.86345,84.87189,84.881615,85.0954
2014-11-16,84.88388,84.8487,84.8655,84.892044,84.89581,85.08075,85.43654
2014-11-17,84.88362,84.91294,84.948105,84.86251,85.077866,85.377144,86.9444
2014-11-18,84.876015,84.90588,85.09186,85.08299,85.41511,86.941154,87.626564
2014-11-19,84.90405,84.845474,85.09126,85.41535,86.94749,87.591484,88.028275
2014-11-20,84.87243,85.06931,85.35037,86.88702,87.57612,88.03167,88.075325
2014-11-21,85.032135,85.36826,86.95978,87.51974,88.063705,88.064156,88.51244
2014-11-23,85.36981,86.96148,87.60358,87.89407,88.016335,88.57922,88.720665
2014-11-24,86.997574,87.57093,88.04205,88.087776,88.561966,88.6978,88.74474
2014-11-25,87.62643,88.03143,88.09106,88.540215,88.69008,88.73135,88.79417
2014-11-26,88.03743,88.08539,88.57969,88.69993,88.78142,88.76466,88.88482
2014-11-27,88.059975,88.5299,88.69685,88.761894,88.821655,88.87362,89.43772
2014-11-28,88.592354,88.69522,88.753006,88.74827,88.84829,89.447205,89.47339
2014-11-30,88.666824,88.70543,88.7535,88.840294,89.40609,89.48032,89.59306
2014-12-01,88.7566,88.82721,88.86228,89.40183,89.468346,89.57595,89.60056
2014-12-02,88.77626,88.89045,89.43214,89.51243,89.58559,89.63959,89.670944
2014-12-03,88.865524,89.451454,89.50014,89.585556,89.62719,89.680725,89.64242
2014-12-04,89.40571,89.53399,89.547966,89.635155,89.60832,89.64899,89.99865
2014-12-05,89.51917,89.56122,89.626724,89.67947,89.71148,89.99696,90.29225
2014-12-07,89.5654,89.63497,89.683075,89.6906,89.9822,90.28409,90.368546
2014-12-08,89.577965,89.61601,89.68936,90.013535,90.34409,90.374535,90.40734
2014-12-09,89.66107,89.678604,90.02566,90.28862,90.37599,90.370415,90.39109
2014-12-10,89.648605,89.98375,90.23702,90.36176,90.40849,90.42716,90.4077
2014-12-11,89.99489,90.32678,90.352554,90.40504,90.37869,90.411224,90.39074
2014-12-12,90.297935,90.39038,90.40972,90.38802,90.387344,90.36897,90.40805
2014-12-14,90.33599,90.37169,90.370995,90.40468,90.44378,90.42527,90.46452
2014-12-15,90.386215,90.429924,90.40974,90.3877,90.425156,90.444695,90.46413
2014-12-16,90.42258,90.36444,90.42466,90.40503,90.4686,90.506874,90.53679
2014-12-17,90.41914,90.40339,90.398476,90.44443,90.53777,90.47812,90.60441
2014-12-18,90.38504,90.36905,90.43609,90.50097,90.603546,90.55569,90.6241
2014-12-19,90.4235,90.46441,90.53347,90.45653,90.56108,90.64947,90.6263
2014-12-21,90.45506,90.47849,90.52214,90.53079,90.619835,90.63675,90.64504
2014-12-22,90.46212,90.57919,90.52785,90.60893,90.646095,90.679016,90.65099
2014-12-23,90.60147,90.54995,90.60572,90.66202,90.70603,90.64898,90.77213
2014-12-24,90.58613,90.61398,90.61468,90.62382,90.73152,90.69967,90.747734
2014-12-25,90.61451,90.59498,90.66215,90.74974,90.73302,90.758965,90.744
2014-12-26,90.653496,90.66118,90.73427,90.65038,90.71251,90.717804,90.69227
2014-12-28,90.64764,90.698326,90.758286,90.74419,90.74799,90.75734,90.74356
2014-12-29,90.702484,90.7181,90.7234,90.690445,90.71367,90.719124,90.73863
2014-12-30,90.75438,90.71573,90.7451,90.768394,90.747025,90.723145,90.72711
2014-12-31,90.72053,90.72382,90.69977,90.73952,90.745964,90.70538,90.714836
2015-01-01,90.81117,90.78768,90.74826,90.726585,90.69259,90.71318,90.68744
2015-01-02,90.71035,90.71791,90.68102,90.71385,90.69056,90.68923,90.63687
2015-01-04,90.70575,90.71098,90.74635,90.70543,90.70671,90.64286,90.651474
2015-01-05,90.707375,90.740814,90.718376,90.71666,90.656975,90.718155,90.718254
2015-01-06,90.73942,90.72646,90.66645,90.64845,90.71329,90.67959,90.6255
2015-01-07,90.72298,90.69599,90.641655,90.61324,90.64063,90.59816,90.5798
2015-01-08,90.684425,90.683136,90.69707,90.61311,90.61355,90.5492,90.491516
2015-01-09,90.672226,90.65963,90.702866,90.57262,90.51781,90.48711,90.437515
2015-01-11,90.64611,90.6383,90.614174,90.54453,90.49881,90.42574,90.421715
2015-01-12,90.67197,90.63685,90.56091,90.500565,90.45618,90.43634,90.4169
2015-01-13,90.52966,90.57367,90.52,90.463356,90.429565,90.41034,90.4229
2015-01-14,90.57306,90.5069,90.47803,90.43593,90.43834,90.38515,90.37935
2015-01-15,90.50788,90.44934,90.4207,90.40755,90.42398,90.39491,90.29692
2015-01-16,90.462944,90.384384,90.3875,90.39149,90.382675,90.27257,90.21266
2015-01-18,90.40976,90.41018,90.395836,90.364845,90.29728,90.20843,90.05652
2015-01-19,90.3889,90.36485,90.3654,90.30652,90.218704,90.03886,90.03001
2015-01-20,90.38705,90.38108,90.29802,90.22738,90.05945,90.04357,89.704765
2015-01-21,90.36889,90.26625,90.22225,90.09224,90.03907,89.71596,89.56949
2015-01-22,90.351906,90.22827,90.08356,89.98781,89.70025,89.59776,89.48254
2015-01-23,90.210785,90.055786,90.07817,89.74231,89.58057,89.4734,89.15499
2015-01-25,90.12142,90.020195,89.778946,89.58046,89.48758,89.12396,89.1215
2015-01-26,90.07883,89.75451,89.56606,89.471176,89.14527,89.130936,89.00326
2015-01-27,89.70332,89.59725,89.50018,89.14457,89.08982,89.081665,88.79675
2015-01-28,89.57591,89.49681,89.1186,89.14264,89.009636,88.824196,88.73313
2015-01-29,89.48128,89.13504,89.06462,89.052795,88.80995,88.731255,88.52207
2015-01-30,89.175186,89.12932,89.05465,88.80646,88.71509,88.56111,88.452286
2015-02-01,89.1529,89.05939,88.80997,88.73789,88.62147,88.4825,88.36505
2015-02-02,89.08442,88.80371,88.770035,88.555016,88.45552,88.413704,88.39137
2015-02-03,88.862144,88.74949,88.56426,88.47767,88.40469,88.355194,88.30604
2015-02-04,88.7343,88.529396,88.451256,88.374756,88.41716,88.246765,88.155716
2015-02-05,88.506195,88.47703,88.40743,88.36462,88.237946,88.21886,88.20234
2015-02-06,88.49552,88.45921,88.392586,88.25281,88.21606,88.18308,88.16954
2015-02-08,88.40062,88.341324,88.2429,88.2163,88.18416,88.20661,88.00128
2015-02-09,88.38887,88.23354,88.225975,88.15798,88.19423,88.006584,87.99115
2015-02-10,88.23737,88.1904,88.20676,88.18085,88.023544,87.94977,87.95679
2015-02-11,88.21873,88.12229,88.168236,87.976074,87.93434,87.93366,87.868324
2015-02-12,88.16337,88.13102,88.0257,87.94037,87.96956,87.89626,87.830696
2015-02-13,88.221825,87.999794,87.90887,87.890656,87.88241,87.822685,87.833496
2015-02-15,88.00733,87.914764,87.89793,87.90669,87.86657,87.84572,87.81989
2015-02-16,88.00726,87.92441,87.88601,87.84067,87.82834,87.76947,87.74281
2015-02-17,87.89542,87.862206,87.87908,87.80749,87.813705,87.73933,87.70178
2015-02-18,87.892746,87.84261,87.80612,87.77145,87.75989,87.71894,87.636955
2015-02-19,87.815994,87.83275,87.8134,87.78143,87.724915,87.75821,87.64333
2015-02-20,87.80403,87.81089,87.748985,87.73519,87.66376,87.63535,87.6208
2015-02-22,87.77361,87.75972,87.71936,87.6313,87.611015,87.6352,87.6545
2015-02-23,87.79625,87.76576,87.72588,87.61125,87.638275,87.63529,87.6072
2015-02-24,87.717285,87.64221,87.6357,87.65771,87.61618,87.63541,87.641556
2015-02-25,87.663246,87.64486,87.61344,87.611275,87.69339,87.6355,87.6224
2015-02-26,87.65275,87.62037,87.609276,87.65356,87.6047,87.6356,87.6343
2015-02-27,87.66412,87.65308,87.668816,87.61041,87.60783,87.63569,87.6041
2015-03-01,87.61897,87.60701,87.66936,87.658646,87.66239,87.59361,87.59575
2015-03-02,87.60752,87.64057,87.62103,87.58411,87.598526,87.64411,87.52043
2015-03-03,87.61981,87.621765,87.62357,87.605705,87.62621,87.60154,87.589966
2015-03-04,87.6899,87.6508,87.628265,87.609146,87.60642,87.608955,87.60233
2015-03-05,87.613976,87.595276,87.54201,87.651764,87.59679,87.63715,87.59787
2015-03-06,87.60759,87.59592,87.60694,87.578896,87.59741,87.59796,87.54334
2015-03-08,87.57694,87.614845,87.59264,87.59078,87.580025,87.58778,87.569916
2015-03-09,87.61075,87.60342,87.60223,87.59716,87.57423,87.58748,87.58982
2015-03-10,87.578156,87.59599,87.5672,87.542946,87.606346,87.577614,87.59207
2015-03-11,87.57932,87.58338,87.56998,87.59061,87.61364,87.61151,87.596634
2015-03-12,87.60595,87.56799,87.59884,87.58086,87.57864,87.62804,87.599846
2015-03-13,87.557816,87.59917,87.602196,87.584305,87.57095,87.577934,87.585495
2015-03-15,87.60662,87.61347,87.58586,87.59141,87.60806,87.61157,87.57115
2015-03-16,87.61298,87.57628,87.594025,87.5978,87.61623,87.610794,87.61083
2015-03-17,87.582466,87.592094,87.58389,87.60136,87.57686,87.58818,87.54393
2015-03-18,87.57569,87.586426,87.592865,87.60819,87.56824,87.53924,87.54593
2015-03-19,87.60824,87.57122,87.582275,87.5956,87.59467,87.55493,87.54941
2015-03-20,87.61545,87.60251,87.59199,87.57251,87.5653,87.54275,87.53448
2015-03-22,87.58085,87.60506,87.57407,87.58198,87.57329,87.54524,87.5442
2015-03-23,87.57321,87.56222,87.67438,87.55742,87.55244,87.517265,87.52812
2015-03-24,87.56772,87.59685,87.56915,87.52943,87.50168,87.527626,87.53918
2015-03-25,87.57832,87.52579,87.524734,87.55814,87.51763,87.51885,87.49624
2015-03-26,87.577515,87.54315,87.5405,87.509674,87.516075,87.498344,87.526436
2015-03-27,87.55235,87.56094,87.54687,87.51092,87.48727,87.49171,87.50848
2015-03-29,87.53366,87.548676,87.50716,87.50304,87.49615,87.51282,87.51767
2015-03-30,87.54005,87.53529,87.51191,87.53128,87.49844,87.50132,87.508156
2015-03-31,87.5032,87.50727,87.5045,87.49727,87.50514,87.522156,87.504425
2015-04-01,87.49174,87.48905,87.51215,87.483864,87.52675,87.52491,87.55149
2015-04-02,87.50535,87.50174,87.50425,87.50328,87.51982,87.54157,87.52868
2015-04-05,87.52518,87.53124,87.51243,87.533646,87.54752,87.554344,87.54113
2015-04-06,87.50627,87.48691,87.517494,87.54214,87.54162,87.53531,87.55438
2015-04-07,87.50275,87.526535,87.53303,87.55123,87.535675,87.56627,87.57065
2015-04-08,87.53001,87.52112,87.54142,87.54122,87.54878,87.52754,87.54466
2015-04-09,87.55165,87.56096,87.54974,87.551544,87.57594,87.56246,87.536255
2015-04-10,87.55018,87.56809,87.53665,87.540886,87.58114,87.539185,87.55155
2015-04-12,87.550255,87.55581,87.525276,87.551895,87.570305,87.53927,87.56385
2015-04-13,87.55034,87.54123,87.54283,87.54053,87.54074,87.53896,87.53895
2015-04-14,87.5504,87.52803,87.56169,87.55221,87.5478,87.580284,87.560005
2015-04-15,87.550476,87.53194,87.56451,87.54014,87.56341,87.593735,87.53449
2015-04-16,87.550575,87.55588,87.54401,87.55259,87.5723,87.56486,87.75543
2015-04-17,87.55065,87.562004,87.53219,87.539795,87.54529,87.717575,87.73809
2015-04-19,87.55075,87.54437,87.55789,87.55298,87.74061,87.73794,87.74686
2015-04-20,87.55084,87.548,87.55422,87.74869,87.756996,87.75708,87.78567
