,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR
2012-11-25,1337.3152,1337.3263,1337.3197,1337.3876,1337.3085,1334.5131,1334.8661
2012-11-26,1337.4379,1337.4149,1337.4795,1337.3082,1334.5873,1334.6478,1334.6847
2012-11-27,1337.2383,1337.3883,1337.4209,1334.5615,1334.697,1334.6686,1334.4492
2012-11-28,1337.1814,1337.2777,1334.6399,1334.6221,1334.6864,1334.6698,1334.4442
2012-11-29,1337.4259,1334.5852,1334.7188,1334.7062,1334.5895,1334.607,1334.6263
2012-11-30,1334.612,1334.5164,1334.5812,1334.6809,1334.6971,1334.6317,1334.862
2012-12-02,1334.6089,1334.6724,1334.6549,1334.6324,1334.6865,1334.7548,1334.8672
2012-12-03,1334.6948,1334.6296,1334.6177,1334.7017,1334.5894,1334.6768,1334.6844
2012-12-04,1334.7162,1334.575,1334.6016,1334.6814,1334.6973,1334.7079,1334.448
2012-12-05,1334.5839,1334.604,1334.6577,1334.6415,1334.6865,1334.6292,1334.4427
2012-12-06,1334.6814,1334.7571,1334.6218,1334.6084,1334.5892,1334.6421,1334.626
2012-12-07,1334.6752,1334.7129,1334.6082,1334.5918,1334.6974,1334.5709,1334.8632
2012-12-09,1334.6716,1334.648,1334.6687,1334.56,1334.6868,1334.5829,1334.8679
2012-12-10,1334.5543,1334.6401,1334.6384,1334.6218,1334.5891,1334.599,1334.6844
2012-12-11,1334.6516,1334.6768,1334.7137,1334.7068,1334.6975,1334.5114,1334.4467
2012-12-12,1334.6421,1334.6079,1334.572,1334.6807,1334.6868,1334.6481,1334.4415
2012-12-13,1334.6342,1334.6506,1334.6418,1334.6327,1334.5891,1334.6691,1334.6252
2012-12-14,1334.6183,1334.5872,1334.7197,1334.7015,1334.6978,1334.6705,1334.8633
2012-12-16,1334.7158,1334.6337,1334.5806,1334.6814,1334.6869,1334.6078,1328.6406
2012-12-17,1334.6736,1334.7603,1334.6554,1334.6423,1334.589,1328.7704,1324.776
2012-12-18,1334.6505,1334.6748,1334.6228,1334.6096,1328.7456,1324.8734,1323.5691
2012-12-19,1334.5392,1334.5171,1334.7207,1328.6694,1324.89,1323.3441,1321.4426
2012-12-20,1334.6089,1334.577,1328.79,1324.9745,1323.334,1321.4619,1319.3575
2012-12-21,1334.5809,1328.5477,1324.7113,1323.494,1321.4801,1319.3143,1315.988
2012-12-23,1328.6665,1324.9541,1323.532,1321.3383,1319.2904,1316.1587,1315.3969
2012-12-24,1324.8856,1323.5665,1321.3857,1319.2158,1316.076,1315.4354,1314.771
2012-12-26,1323.5405,1321.2938,1319.1842,1316.0223,1315.3921,1314.6411,1311.1951
2012-12-27,1321.534,1319.2625,1316.1075,1315.3895,1314.846,1311.0813,1303.688
2012-12-28,1319.2733,1316.1211,1315.4681,1314.8748,1311.1909,1303.789,1298.9404
2012-12-30,1316.1534,1315.258,1314.7759,1311.0979,1303.6578,1299.0686,1297.2808
2012-12-31,1315.2317,1314.8085,1311.1508,1303.7432,1298.9984,1297.3744,1296.9209
2013-01-02,1314.9178,1311.2526,1303.5293,1299.201,1297.3529,1296.9596,1293.5067
2013-01-03,1311.206,1303.7249,1298.9741,1297.3303,1296.8953,1293.7139,1287.8458
2013-01-04,1303.7981,1298.9518,1297.3579,1297.0105,1293.595,1287.676,1286.5488
2013-01-06,1299.0135,1297.3594,1296.9941,1293.5311,1287.5245,1286.4431,1276.9307
2013-01-07,1297.3367,1297.0243,1293.6156,1287.4718,1286.5356,1276.889,1276.5579
2013-01-08,1296.881,1293.4996,1287.6466,1286.4662,1276.8118,1276.5525,1275.8279
2013-01-09,1293.6332,1287.5063,1286.4529,1276.9375,1276.6122,1275.7683,1270.3362
2013-01-10,1287.761,1286.3715,1276.9825,1276.4537,1275.7377,1270.3619,1269.6931
2013-01-11,1286.5609,1277.0172,1276.5258,1275.7655,1270.3531,1269.7382,1266.047
2013-01-13,1276.9744,1276.5536,1275.6593,1270.3552,1269.7716,1266.1022,1264.3722
2013-01-14,1276.6085,1275.7216,1270.4181,1269.7935,1266.1982,1264.2874,1264.5281
2013-01-15,1275.7374,1270.6168,1269.7831,1266.2416,1264.429,1264.4016,1264.3834
2013-01-16,1270.4575,1269.7859,1266.1233,1264.4927,1264.4567,1264.3857,1264.3528
2013-01-17,1269.8927,1266.3201,1264.4467,1264.4044,1264.4736,1264.3757,1264.5122
2013-01-18,1266.143,1264.2898,1264.4106,1264.4175,1264.4828,1264.4647,1264.357
2013-01-20,1264.3677,1264.3551,1264.3927,1264.4283,1264.4875,1264.4456,1263.6199
2013-01-21,1264.5077,1264.4927,1264.359,1264.3514,1264.4131,1263.7168,1262.5836
2013-01-22,1264.4417,1264.4269,1264.4248,1264.4703,1263.7074,1262.5948,1261.8895
2013-01-23,1264.3981,1264.2881,1264.4103,1263.7034,1262.6571,1261.8574,1261.6207
2013-01-24,1264.4197,1264.3546,1263.6827,1262.6039,1261.8138,1261.9127,1261.3267
2013-01-25,1264.3651,1263.5615,1262.6339,1261.9302,1261.7273,1261.2118,1260.765
2013-01-27,1263.84,1262.576,1261.8333,1261.6913,1261.2712,1260.6761,1260.3373
2013-01-28,1262.5165,1261.7837,1261.7189,1261.3663,1260.7306,1260.6555,1258.0498
2013-01-29,1261.7579,1261.766,1261.342,1260.6708,1260.4524,1258.0787,1256.6307
2013-01-30,1261.7472,1261.144,1260.5564,1260.4434,1258.169,1256.721,1256.6495
2013-01-31,1261.2823,1260.731,1260.5508,1258.0846,1256.7051,1256.6088,1256.7311
2013-02-01,1260.6143,1260.5411,1258.0203,1256.7185,1256.6298,1256.6726,1254.7162
2013-02-03,1260.2747,1258.0225,1256.6154,1256.8363,1256.7283,1254.7982,1254.7858
2013-02-04,1257.9895,1256.5514,1256.7312,1256.7236,1254.7659,1254.8042,1254.8167
2013-02-05,1256.6438,1256.4531,1256.6652,1254.944,1254.7399,1254.5256,1254.6261
2013-02-06,1256.6608,1256.5314,1254.8544,1254.6252,1254.6356,1254.6575,1252.8148
2013-02-07,1256.6625,1254.6864,1254.7811,1254.7249,1254.6324,1252.6993,1252.1091
2013-02-08,1254.8661,1254.713,1254.667,1254.6343,1252.7642,1252.1045,1247.8079
2013-02-10,1254.8973,1254.6257,1254.7338,1252.7899,1252.19,1247.5477,1246.784
2013-02-11,1254.679,1254.7262,1252.7385,1252.0928,1247.6786,1246.7477,1246.6625
2013-02-12,1254.6877,1252.6573,1252.1366,1247.6676,1246.9255,1246.7759,1243.6907
2013-02-13,1252.718,1252.0884,1247.7185,1246.7408,1246.7119,1243.8127,1243.6809
2013-02-14,1252.113,1247.6482,1246.9283,1246.7727,1243.8612,1243.6112,1238.1936
2013-02-15,1247.7142,1246.7521,1246.7505,1243.779,1243.6549,1238.1732,1238.0237
2013-02-17,1246.78,1246.6729,1243.9247,1243.6016,1238.1575,1237.9719,1235.229
2013-02-18,1246.7114,1243.8479,1243.449,1238.2703,1238.0731,1235.257,1234.9109
2013-02-19,1243.9296,1243.5944,1238.2162,1237.8724,1235.24,1235.159,1234.402
2013-02-20,1243.5924,1238.1578,1237.9476,1235.3813,1235.152,1234.4589,1234.2753
2013-02-21,1238.0812,1237.9241,1235.1699,1235.2323,1234.5498,1234.1666,1233.0885
2013-02-22,1237.9248,1235.1201,1235.2148,1234.5983,1234.2839,1233.0587,1232.6289
2013-02-24,1235.1815,1235.115,1234.5098,1234.1407,1233.1187,1232.7881,1231.7035
2013-02-25,1235.1005,1234.4878,1234.2709,1233.121,1232.6787,1231.8496,1228.1906
2013-02-26,1234.4666,1234.141,1233.2073,1232.6588,1231.8605,1228.1946,1227.672
2013-02-27,1234.2372,1233.2162,1232.6361,1231.8429,1228.252,1227.569,1227.189
2013-02-28,1233.166,1232.7079,1231.7443,1228.2028,1227.6681,1227.3347,1227.0913
2013-03-01,1232.6974,1231.8112,1228.2759,1227.6859,1227.2057,1227.085,1223.7081
2013-03-03,1231.728,1228.1654,1227.7324,1227.2454,1227.1234,1223.84,1222.7108
2013-03-04,1228.2081,1227.7241,1227.3285,1227.2603,1223.7826,1222.7855,1222.3365
2013-03-05,1227.627,1227.2452,1227.1354,1223.7692,1222.6661,1222.3612,1221.382
2013-03-06,1227.3727,1227.0729,1223.7003,1222.7325,1222.459,1221.302,1214.8877
2013-03-07,1227.1624,1223.8027,1222.7954,1222.342,1221.3196,1214.7743,1214.9373
2013-03-08,1223.7754,1222.7637,1222.2363,1221.3179,1214.8514,1214.9248,1214.8896
2013-03-10,1222.7327,1222.2892,1221.3975,1214.8915,1214.9241,1214.8959,1214.9376
2013-03-11,1222.4374,1221.2943,1215.0205,1214.9977,1214.9083,1214.8807,1214.8893
2013-03-12,1221.2765,1214.9799,1214.8744,1215.0378,1214.8373,1214.8518,1214.9379
2013-03-13,1215.0157,1214.8887,1214.9355,1214.9045,1214.9017,1214.9071,1214.8887
2013-03-14,1214.8652,1214.9657,1214.9116,1214.8834,1214.8888,1214.9841,1214.938
2013-03-15,1214.9728,1214.966,1214.8999,1214.9457,1215.001,1214.9612,1214.8882
2013-03-17,1214.9174,1214.9662,1214.8622,1214.9167,1214.9641,1214.917,1214.938
2013-03-18,1214.9396,1214.9667,1214.9314,1214.9741,1214.9536,1214.9803,1214.8877
2013-03-19,1214.8617,1214.8877,1215.0028,1214.8484,1215.046,1214.9612,1214.9384
2013-03-20,1214.9839,1214.888,1214.8912,1214.8367,1214.8412,1214.9249,1214.8876
2013-03-21,1214.9215,1214.8875,1214.948,1215.0022,1214.9247,1214.8939,1214.9387
2013-03-22,1214.8568,1214.9047,1214.9158,1215.045,1214.908,1214.8783,1214.8872
2013-03-24,1214.8674,1214.8917,1214.998,1214.9037,1214.8326,1214.8479,1214.9388
2013-03-25,1214.9067,1214.8867,1214.8699,1214.881,1214.9008,1214.9069,1214.887
2013-03-26,1214.936,1214.9688,1214.9359,1214.9471,1214.8868,1214.9882,1220.2556
2013-03-27,1214.8617,1214.9747,1214.9102,1214.9161,1215.005,1220.2477,1220.4081
2013-03-28,1214.9775,1214.8865,1214.8983,1214.9756,1220.3284,1220.421,1220.3254
2013-03-31,1214.9181,1214.8865,1214.8585,1220.3091,1220.4818,1220.3761,1220.4504
2013-04-01,1214.9414,1214.9047,1220.3427,1220.3749,1220.3534,1220.4216,1220.3862
2013-04-02,1214.8578,1220.1606,1220.4363,1220.3414,1220.4222,1220.3757,1220.4115
2013-04-03,1220.3718,1220.2843,1220.3844,1220.4066,1220.3873,1220.4219,1220.4233
2013-04-04,1220.343,1220.4221,1220.4352,1220.3923,1220.372,1220.3757,1220.4622
2013-04-05,1220.3678,1220.4064,1220.3842,1220.3652,1220.4254,1220.4224,1220.3901
2013-04-07,1220.4707,1220.4043,1220.4354,1220.4185,1220.3914,1220.3757,1220.2539
2013-04-08,1220.3799,1220.4016,1220.3839,1220.4917,1220.3782,1220.1431,1216.9822
2013-04-09,1220.3977,1220.3983,1220.4355,1220.4697,1220.1378,1216.865,1216.9086
2013-04-10,1220.4965,1220.393,1220.3837,1220.3429,1216.8442,1216.9666,1216.9214
2013-04-11,1220.3995,1220.3835,1220.3243,1216.9812,1216.8584,1216.9564,1216.8538
2013-04-12,1220.4142,1220.2706,1216.9772,1216.9403,1216.7253,1216.8629,1216.8647
2013-04-14,1220.2485,1216.7744,1216.8896,1216.9215,1216.8539,1216.9669,1216.8801
2013-04-15,1216.9863,1216.9135,1216.8997,1217.0171,1216.8683,1216.9565,1216.7952
2013-04-16,1216.9481,1217.1099,1216.993,1216.9014,1216.9236,1216.8622,1216.9263
2013-04-17,1216.87,1217.0947,1216.889,1216.8857,1216.9789,1216.9669,1216.9459
2013-04-18,1216.9147,1216.9055,1216.8993,1216.868,1216.9972,1216.9565,1216.9474
2013-04-19,1216.7684,1216.8445,1216.9937,1216.9559,1217.0673,1216.8617,1216.8859
2013-04-21,1216.9877,1216.9727,1216.8887,1216.9432,1216.912,1216.9674,1214.7938
2013-04-22,1216.9496,1216.9835,1216.899,1216.8423,1216.9352,1214.8623,1210.1385
2013-04-23,1217.0236,1216.8125,1216.9941,1216.9135,1214.8163,1210.0244,1209.7318
2013-04-24,1216.7451,1216.7671,1216.8884,1214.8546,1209.975,1209.5402,1204.5704
2013-04-25,1217.0286,1216.9113,1214.8928,1210.0942,1209.6794,1204.7028,1204.1504
2013-04-26,1216.9412,1214.7673,1210.0544,1209.6035,1204.588,1204.0741,1200.771
2013-04-28,1214.7976,1209.9788,1209.6967,1204.7406,1204.1134,1200.7726,1191.0795
2013-04-29,1210.0286,1209.6593,1204.5243,1204.0139,1200.6027,1190.9803,1170.097
2013-04-30,1209.6816,1204.6656,1204.1276,1200.6592,1191.0826,1170.4828,1138.5635
2013-05-01,1204.6868,1203.9418,1200.741,1190.9971,1170.9174,1136.4327,1124.0234
2013-05-02,1204.1118,1200.8267,1191.1469,1170.8329,1137.4908,1124.343,1123.8253
2013-05-03,1200.6707,1190.915,1170.8872,1136.7029,1124.2288,1123.8718,1123.5515
2013-05-05,1191.0049,1170.6077,1137.3884,1124.0665,1124.1376,1123.4182,1122.9384
2013-05-06,1170.5853,1137.1072,1124.2241,1124.057,1123.3741,1123.0836,1122.5824
2013-05-07,1137.4268,1124.1676,1123.9117,1123.3545,1123.0016,1122.6493,1122.1514
2013-05-08,1124.2252,1124.0558,1123.3625,1123.0651,1122.5795,1122.1617,1120.7208
2013-05-09,1123.912,1123.3721,1123.0024,1122.5016,1122.1566,1120.817,1118.5977
2013-05-10,1123.362,1123.1052,1122.5555,1122.155,1120.6813,1118.6425,1118.4182
2013-05-12,1123.0017,1122.5056,1122.206,1120.6388,1118.4586,1118.3478,1116.6595
2013-05-13,1122.6177,1122.233,1120.7262,1118.4497,1118.3193,1116.7565,1114.4684
2013-05-14,1122.2351,1120.6791,1118.5352,1118.3348,1116.7819,1114.3103,1111.3241
2013-05-15,1120.7225,1118.5365,1118.409,1116.8586,1114.3085,1111.1359,1109.6816
2013-05-16,1118.4474,1118.4323,1116.7766,1114.27,1111.2786,1109.5664,1107.0225
2013-05-17,1118.3359,1116.6722,1114.337,1111.3674,1109.7118,1106.8615,1106.8488
2013-05-19,1116.8579,1114.3347,1111.5107,1109.5198,1107.1605,1106.8564,1104.4404
2013-05-20,1114.5433,1111.162,1109.512,1107.0673,1106.7584,1104.5359,1103.5054
2013-05-21,1111.3044,1109.6338,1106.9014,1106.8076,1104.4536,1103.5089,1097.3649
2013-05-22,1109.6456,1107.062,1106.7871,1104.4684,1103.5442,1097.4359,1091.8347
2013-05-23,1106.9706,1106.8314,1104.4965,1103.5311,1097.5353,1092.1053,1092.0319
2013-05-24,1106.8534,1104.4933,1103.5114,1097.4601,1091.9657,1091.8828,1091.9781
2013-05-26,1104.3936,1103.638,1097.4174,1091.9366,1091.9536,1091.9287,1091.9172
2013-05-27,1103.5803,1097.4772,1091.9202,1092.028,1091.9675,1092.0714,1092.0267
2013-05-28,1097.448,1091.9907,1091.9814,1092.0175,1091.9742,1091.8138,1091.968
2013-05-29,1091.7712,1091.9135,1091.9498,1091.979,1091.9839,1092.102,1091.9979
2013-05-30,1091.8556,1092.0103,1092.0118,1091.9502,1092.0221,1091.8793,1089.6311
2013-05-31,1092.0898,1092.001,1091.974,1092.023,1091.9524,1089.4979,1089.4861
2013-06-02,1092.1945,1091.9122,1091.8619,1091.9088,1089.7605,1089.5831,1083.62
2013-06-03,1092.1107,1092.0114,1091.9414,1089.5865,1089.468,1083.5737,1080.373
2013-06-04,1091.8702,1092.0016,1089.6173,1089.5865,1083.3912,1080.3881,1077.2336
2013-06-05,1091.764,1089.5728,1089.5106,1083.501,1080.3031,1077.4661,1076.5967
2013-06-06,1089.544,1089.78,1083.3749,1080.6024,1077.2238,1076.5833,1075.0514
2013-06-07,1089.5148,1083.5768,1080.3395,1077.3214,1076.5208,1075.185,1074.5146
2013-06-09,1083.4756,1080.3507,1077.244,1076.6315,1075.0851,1074.4879,1074.2689
2013-06-10,1080.2283,1077.2025,1076.6187,1075.0067,1074.6257,1074.4333,1073.819
2013-06-11,1077.3257,1076.655,1075.1173,1074.4644,1074.4528,1073.9258,1073.482
2013-06-12,1076.5015,1075.0563,1074.535,1074.4026,1073.8262,1073.5039,1073.0743
2013-06-13,1075.0437,1074.4979,1074.4486,1073.9509,1073.4711,1073.0815,1071.7653
2013-06-14,1074.5258,1074.4053,1073.8556,1073.3584,1072.9904,1071.6638,1071.6449
2013-06-16,1074.4938,1073.9615,1073.4973,1073.0399,1071.7776,1071.5956,1071.1447
2013-06-17,1073.842,1073.573,1073.0354,1071.7771,1071.6196,1071.1394,1069.3813
2013-06-18,1073.3542,1073.22,1071.9769,1071.6512,1071.2535,1069.4598,1067.9567
2013-06-19,1073.0785,1071.7607,1071.5886,1071.1799,1069.4883,1068.1107,1067.3102
2013-06-20,1071.8441,1071.621,1071.0208,1069.4586,1067.8743,1067.1941,1066.8191
2013-06-21,1071.6495,1071.125,1069.4862,1068.0948,1067.3356,1066.7235,1064.2305
2013-06-23,1071.1382,1069.4645,1068.0085,1067.2549,1066.7605,1064.3195,1056.2292
2013-06-24,1069.5325,1068.0709,1067.318,1066.7139,1064.4282,1056.2615,1049.4536
2013-06-25,1068.0856,1067.1971,1066.8312,1064.2579,1056.3059,1049.4567,1048.4219
2013-06-26,1067.266,1066.769,1064.3519,1056.2775,1049.3799,1048.3826,1045.4888
2013-06-27,1066.8427,1064.3982,1056.1658,1049.5773,1048.3204,1045.5609,1041.8711
2013-06-28,1064.3893,1056.1617,1049.6707,1048.3188,1045.3795,1041.8441,1039.1046
2013-06-30,1056.4572,1049.6019,1048.3483,1045.4502,1041.7467,1039.275,1038.6246
2013-07-01,1049.4615,1048.2052,1045.5757,1041.886,1039.1764,1038.7537,1037.6709
2013-07-02,1048.2062,1045.4902,1041.8522,1039.1001,1038.6863,1037.8473,1037.0068
2013-07-03,1045.5172,1041.8241,1039.1383,1038.8265,1037.7672,1037.192,1035.6913
2013-07-04,1041.8341,1039.1797,1038.6766,1037.8827,1037.3164,1035.8047,1024.6807
2013-07-05,1039.1047,1038.7137,1037.8203,1037.2178,1035.7009,1024.4763,1019.9592
2013-07-07,1038.7129,1037.8341,1037.0482,1035.8027,1024.64,1019.83075,988.80585
2013-07-08,1037.873,1037.1897,1035.743,1024.8496,1019.9913,989.0044,982.6831
2013-07-09,1037.2126,1035.6317,1024.7208,1019.97504,988.4133,982.7431,982.75574
2013-07-10,1035.6803,1024.4779,1020.0397,988.55994,982.7427,982.65265,982.67834
2013-07-11,1024.8795,1019.8317,988.3611,982.694,982.612,982.6719,982.11395
2013-07-12,1019.9948,989.00183,982.6772,982.7797,982.67773,982.0469,981.8527
2013-07-14,988.7775,982.7398,982.72253,982.7696,982.1016,982.0562,981.6885
2013-07-15,982.6844,982.7816,982.67145,982.02136,981.9519,981.6313,981.7057
2013-07-16,982.6968,982.724,982.05023,981.96625,981.69666,981.7372,981.6681
2013-07-17,982.7079,982.0998,982.0379,981.677,981.5576,981.64685,981.6576
2013-07-18,982.12885,981.90576,981.53015,981.6555,981.7567,981.6666,981.76526
2013-07-19,982.0231,981.6657,981.67126,981.63837,981.6658,981.6832,981.82007
2013-07-21,981.6683,981.6817,981.68756,981.7066,981.69904,981.60223,981.715
2013-07-22,981.58997,981.6017,981.749,981.6808,981.64746,981.63055,981.60376
2013-07-23,981.6139,981.62946,981.7059,981.7449,981.53357,981.7394,981.6041
2013-07-24,981.6593,981.73694,981.7263,981.74084,981.736,981.6471,981.59814
2013-07-25,981.59454,981.6458,981.8032,981.7066,981.566,981.6673,981.6893
2013-07-26,981.6141,981.6658,981.632,981.754,981.8081,981.6837,981.7076
2013-07-28,981.6513,981.6823,981.5516,981.6152,981.5784,981.60095,981.6686
2013-07-29,981.6827,981.6005,981.6467,981.6841,981.64716,981.6301,981.69354
2013-07-30,981.6993,981.6292,981.6577,981.7069,981.6968,981.74066,981.90375
2013-07-31,981.7301,981.73865,981.43896,981.639,981.8124,981.8053,981.82416
2013-08-01,981.6704,981.64545,981.5573,981.71063,981.7601,981.69904,981.8694
2013-08-02,981.5887,981.6662,981.67126,981.7731,981.81335,981.70966,981.7696
2013-08-04,981.6135,981.6829,981.80347,981.75696,981.7598,981.8058,981.70654
2013-08-05,981.6604,981.90204,981.7505,981.8381,981.8134,981.69904,981.8091
2013-08-06,981.7446,981.5886,981.8036,981.7373,981.7598,981.7098,981.93713
2013-08-07,981.717,981.82947,981.75037,981.8336,981.8135,981.92163,982.76074
2013-08-08,981.6898,981.77704,981.80383,981.809,981.9377,982.68005,983.43787
2013-08-09,981.775,981.61926,981.75037,981.9965,982.71216,983.54645,983.73486
2013-08-11,981.74115,981.90326,981.96716,982.65515,983.5242,983.7412,984.7776
2013-08-12,981.8279,981.97644,982.84985,983.465,983.5942,984.7732,987.6524
2013-08-13,981.8686,982.6846,983.4376,983.7932,984.7299,987.66595,989.6903
2013-08-14,982.64087,983.42395,983.81793,984.6753,987.6383,989.6874,993.6879
2013-08-15,983.43414,983.7018,984.74396,987.6239,989.7373,993.667,996.4278
2013-08-16,983.7082,984.7438,987.6349,989.7046,993.8279,996.31915,997.48395
2013-08-18,984.81354,987.7062,989.5697,993.73895,996.31836,997.5037,998.5035
2013-08-19,987.5383,989.63495,993.70703,996.3395,997.3938,998.58044,999.37836
2013-08-20,989.62537,993.72363,996.3958,997.54456,998.7138,999.1608,999.5233
2013-08-21,993.75586,996.4417,997.53674,998.4957,999.2205,999.4564,1000.2125
2013-08-22,996.37933,997.455,998.6419,999.504,999.52344,1000.2479,1000.3123
2013-08-23,997.4665,998.5112,999.36127,999.4848,1000.1378,1000.4209,1001.47925
2013-08-25,998.45636,999.4509,999.48755,1000.18604,1000.31274,1001.6197,1001.94025
2013-08-26,999.3969,999.57477,1000.2036,1000.30884,1001.6823,1001.8612,1002.14233
2013-08-27,999.4806,1000.2591,1000.3479,1001.7029,1001.98474,1002.1689,1003.24316
2013-08-28,1000.3534,1000.23816,1001.6131,1001.8409,1002.16895,1003.18195,1006.48126
2013-08-29,1000.30457,1001.52435,1001.90247,1002.0472,1003.1244,1006.4252,1006.35706
2013-08-30,1001.5691,1001.9407,1002.0471,1003.2566,1006.3843,1006.3466,1006.401
2013-09-01,1002.04346,1002.0981,1003.2724,1006.45123,1006.34515,1006.39075,1013.44543
2013-09-02,1002.08746,1003.1298,1006.39435,1006.43134,1006.43207,1013.28784,1020.8213
2013-09-03,1003.21106,1006.3805,1006.32874,1006.3951,1013.56274,1020.6771,1020.7995
2013-09-04,1006.3718,1006.39886,1006.3388,1013.4555,1020.55273,1020.9474,1024.7153
2013-09-05,1006.3814,1006.37555,1013.45526,1020.58307,1020.7679,1024.6615,1026.581
2013-09-06,1006.39154,1013.41,1020.54144,1020.7377,1024.5546,1026.8304,1026.753
2013-09-08,1013.50696,1020.64526,1020.7161,1024.7072,1026.6638,1026.7672,1026.7476
2013-09-09,1020.6198,1020.76434,1024.4891,1026.7937,1026.7565,1026.8539,1026.8145
2013-09-10,1020.74243,1024.569,1026.8093,1026.8392,1026.744,1026.7853,1026.799
2013-09-11,1024.5426,1026.7866,1026.7596,1026.7598,1026.7058,1026.9148,1026.7927
2013-09-12,1026.76,1026.8663,1026.7501,1026.7954,1026.8197,1026.8234,1026.7642
2013-09-13,1026.8992,1026.6871,1026.834,1026.9318,1026.8807,1026.8038,1026.756
2013-09-15,1026.6611,1026.7599,1026.8159,1026.7728,1026.8032,1026.9159,1026.7477
2013-09-16,1026.8351,1026.7446,1026.8042,1026.923,1026.7997,1026.9164,1026.8152
2013-09-17,1026.7924,1026.7697,1026.7961,1026.8363,1026.7844,1026.8025,1026.8054
2013-09-18,1026.8143,1026.8301,1026.7732,1026.8179,1026.7828,1026.7926,1026.7994
2013-09-19,1026.7107,1026.8184,1026.758,1026.7878,1026.7847,1026.7875,1026.793
2013-09-20,1026.7605,1026.9224,1026.748,1026.7302,1026.7998,1026.7847,1026.7623
2013-09-22,1026.9039,1026.7955,1026.8347,1026.9257,1026.8766,1026.6821,1026.7488
2013-09-23,1026.7931,1026.7853,1026.8159,1026.7958,1026.8073,1026.8608,1026.8285
2013-09-24,1026.7604,1026.8702,1026.8037,1026.7878,1026.8215,1026.7666,1026.8037
2013-09-25,1026.8334,1026.6809,1026.7959,1026.67,1026.7021,1026.758,1025.8717
2013-09-26,1026.793,1026.7572,1026.772,1026.8446,1026.741,1025.891,1020.83386
2013-09-27,1026.8153,1026.7415,1026.7566,1026.7501,1025.8888,1020.8377,1020.75824
2013-09-29,1026.8203,1026.7671,1026.7467,1025.8442,1020.7966,1020.77075,1008.65845
2013-09-30,1026.8978,1026.8304,1025.7715,1020.67847,1020.7804,1008.76917,1003.8482
2013-10-01,1026.7045,1025.8024,1020.999,1020.7548,1008.9261,1003.80023,996.31177
2013-10-02,1025.838,1020.77026,1020.79083,1008.882,1003.82,996.08594,994.65466
2013-10-03,1020.83105,1020.6995,1008.68756,1003.6927,996.2623,994.6495,992.78906
2013-10-04,1020.8438,1008.74445,1003.6633,996.4416,994.8327,992.764,990.00366
2013-10-06,1008.99384,1003.72205,996.38556,994.7917,992.9577,990.0058,987.0537
2013-10-07,1003.67615,996.3378,994.9078,992.9872,990.0621,986.9936,986.4064
2013-10-08,996.3107,994.7413,992.8508,989.9592,986.9684,986.28516,985.37964
2013-10-09,994.9087,992.9322,990.0396,986.9018,986.3641,985.75635,985.3126
2013-10-10,992.8507,989.9548,986.9617,986.5124,985.29425,985.42035,983.8087
2013-10-11,990.0227,986.95337,986.2501,985.821,985.1927,983.8008,983.4855
2013-10-13,987.0296,986.4045,985.2387,985.51355,983.9452,983.4526,981.334
2013-10-14,986.3918,985.8327,985.39215,983.91174,983.59784,981.2487,980.5854
2013-10-15,985.3434,985.37866,983.97595,983.4999,981.3031,980.5626,979.16064
2013-10-16,985.35864,983.9982,983.6046,981.26013,980.6366,979.1189,977.993
2013-10-17,983.9621,983.4918,981.27185,980.5697,979.15106,977.90155,973.6579
2013-10-18,983.503,981.33527,980.6359,979.20764,977.9427,973.7894,971.9229
2013-10-20,981.408,980.69995,979.14636,977.8188,973.6815,971.7829,971.79065
2013-10-21,980.5112,979.2098,977.7256,973.7272,971.9663,971.75165,971.85406
2013-10-22,979.1699,978.0099,973.8742,971.86505,971.87683,971.8999,971.98846
2013-10-23,977.99725,973.7487,971.84766,971.82227,971.72156,971.9298,971.92377
2013-10-24,973.725,971.9054,971.8697,971.8717,971.7674,971.7799,971.78766
2013-10-25,971.812,971.86206,971.915,971.82416,971.9792,971.74945,971.85266
2013-10-27,971.9094,971.9067,971.8473,971.8943,972.0607,971.90137,971.9901
2013-10-28,971.8997,971.86176,971.79596,971.84827,971.95087,971.9321,971.92444
2013-10-29,971.81006,971.90686,971.8935,971.8177,971.7781,971.7793,971.7859
2013-10-30,971.91003,971.8614,971.8661,971.8723,971.8143,971.7484,971.85205
2013-10-31,971.9,971.90704,971.8346,971.934,971.92834,971.903,971.9917
2013-11-01,971.80865,971.86096,971.88635,971.8169,971.8423,971.9339,971.92487
2013-11-03,971.91046,971.90735,971.88165,971.8838,971.8666,971.77856,971.7844
2013-11-04,971.9004,971.8608,971.7428,971.85925,971.9719,971.747,969.59576
2013-11-05,971.8079,971.9075,971.8341,971.8175,971.87665,969.4883,968.2601
2013-11-06,971.9112,971.8607,971.8872,971.90063,969.62494,968.212,968.00586
2013-11-07,971.901,971.9078,971.79395,969.5317,968.1246,967.9506,967.90076
2013-11-08,971.80756,971.8606,969.5738,968.2096,968.042,967.8249,967.8922
2013-11-10,971.9118,969.65,968.14954,967.9389,967.8873,967.8837,967.8105
2013-11-11,969.60895,968.1311,967.99036,967.88513,967.9101,967.83014,967.9017
