,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR,XAUEUR
2014-12-11,950.581,950.51886,950.4707,950.57965,954.5281,954.6423,955.0753
2014-12-12,950.64355,950.5296,950.54846,954.6435,954.68506,955.02527,958.57996
2014-12-14,950.50775,950.6266,954.5071,954.7094,955.10046,958.6328,959.4049
2014-12-15,950.49554,954.7101,954.6836,955.1438,958.564,959.3915,962.5274
2014-12-16,954.5222,954.77405,954.96716,958.61536,959.3122,962.45264,962.7288
2014-12-17,954.61005,955.0719,958.6101,959.3076,962.40753,962.8218,962.9842
2014-12-18,955.1055,958.8673,959.3169,962.51556,962.77155,963.12396,964.10724
2014-12-19,958.5033,959.3674,962.4561,962.65826,963.09717,964.11273,965.22754
2014-12-21,959.36743,962.48444,962.6981,962.9473,964.13947,965.13074,965.8354
2014-12-22,962.52704,962.63153,963.144,964.27216,965.2244,965.80554,966.5111
2014-12-23,962.67865,962.9566,964.1451,965.16125,965.8301,966.3957,967.4357
2014-12-24,963.0311,964.25226,965.2638,965.6021,966.52545,967.4745,968.98236
2014-12-25,964.11084,965.1879,965.7218,966.4553,967.33057,968.92523,969.5312
2014-12-26,965.3439,965.74066,966.4268,967.5476,968.98047,969.5687,969.75854
2014-12-28,965.92664,966.49426,967.36554,968.9645,969.4414,969.70764,970.15186
2014-12-29,966.43164,967.463,968.9928,969.5191,969.8126,969.89935,971.3854
2014-12-30,967.4512,969.0523,969.403,969.9597,970.0919,971.52344,974.32434
2014-12-31,968.8967,969.4067,969.7331,970.1396,971.4828,974.16675,975.2722
2015-01-01,969.4759,969.7792,969.9312,971.5509,974.2645,975.25305,975.305
2015-01-02,969.68134,969.97974,971.60065,974.19,975.3287,975.4184,976.0161
2015-01-04,969.86383,971.59045,974.1616,975.22186,975.4571,976.09705,976.34607
2015-01-05,971.4529,974.1261,975.2346,975.4086,976.04895,976.26733,978.02277
2015-01-06,974.14435,975.3166,975.42975,976.0685,976.4386,978.0985,978.1724
2015-01-07,975.3021,975.38464,975.9986,976.22107,978.0111,978.1147,978.53986
2015-01-08,975.5083,976.15674,976.2622,978.08136,978.10034,978.27515,978.579
2015-01-09,975.9843,976.20074,977.9132,978.21155,978.4682,978.4722,980.62744
2015-01-11,976.15686,977.94543,978.0762,978.5078,978.59375,980.6023,982.5885
2015-01-12,978.0434,978.13983,978.428,978.4948,980.6469,982.5386,982.6686
2015-01-13,978.1714,978.5009,978.62103,980.7391,982.4496,982.6274,983.44336
2015-01-14,978.4499,978.3812,980.79364,982.264,982.6499,983.4219,983.8546
2015-01-15,978.5224,980.6278,982.61334,982.63025,983.3382,983.7562,983.8217
2015-01-16,980.49316,982.4748,982.59973,983.57697,983.73773,983.8939,983.73706
2015-01-18,982.4717,982.5985,983.5643,983.8547,983.9051,983.79816,983.81024
2015-01-19,982.66925,983.6168,983.7614,983.8543,983.79364,983.85,983.8095
2015-01-20,983.5587,983.68066,983.8475,983.76685,983.947,983.94525,995.06287
2015-01-21,983.76276,983.83344,983.8306,983.9157,983.90216,995.24646,1004.37256
2015-01-22,983.7871,983.80145,983.8968,983.8871,995.26483,1004.5016,1018.7163
2015-01-23,983.8653,983.78156,983.9186,995.0219,1004.5324,1018.9312,1023.9515
2015-01-25,983.81104,983.82855,995.1789,1004.33716,1019.0678,1024.1188,1025.2439
2015-01-26,983.81006,995.0954,1004.1359,1019.1403,1024.2126,1025.3033,1027.7039
2015-01-27,995.335,1004.19745,1018.8931,1024.0975,1025.319,1027.9604,1033.3873
2015-01-28,1004.34314,1018.66156,1024.0988,1025.32,1027.9474,1033.4899,1038.4238
2015-01-29,1018.9586,1024.1014,1025.3453,1027.7002,1033.3344,1038.5049,1045.3783
2015-01-30,1024.0674,1025.3026,1027.9318,1033.2937,1038.4635,1045.4227,1047.3245
2015-02-01,1025.4215,1027.801,1033.3954,1038.4817,1045.3918,1047.325,1073.7852
2015-02-02,1028.0265,1033.2041,1038.615,1045.3466,1047.2498,1073.8693,1093.3542
2015-02-03,1033.4431,1038.5054,1045.4099,1047.3995,1073.7225,1093.2625,1093.6473
2015-02-04,1038.615,1045.4302,1047.3828,1074.129,1093.0845,1093.6663,1095.029
2015-02-05,1045.3619,1047.2802,1074.0938,1093.247,1093.6989,1095.0587,1095.0347
2015-02-06,1047.2722,1073.8848,1093.4668,1093.6757,1094.906,1094.9747,1094.8699
2015-02-08,1074.0718,1093.3633,1093.7378,1094.8401,1094.8597,1094.7336,1094.6531
2015-02-09,1093.17,1093.7899,1094.8146,1094.7085,1094.8263,1094.6265,1094.6473
2015-02-10,1093.6406,1094.8455,1094.8251,1094.7715,1094.8091,1094.713,1094.8158
2015-02-11,1094.7611,1094.7539,1094.9148,1094.9042,1094.7765,1094.9589,1095.0361
2015-02-12,1094.8173,1094.8469,1094.8146,1094.8406,1094.8401,1095.0673,1095.0415
2015-02-13,1094.7001,1094.8641,1094.8245,1094.7062,1094.8258,1094.9792,1094.8706
2015-02-15,1094.8895,1094.7748,1094.9158,1094.7708,1094.7988,1094.7302,1094.6471
2015-02-16,1094.743,1094.8761,1094.8138,1094.9071,1094.8513,1094.6202,1094.6411
2015-02-17,1094.8812,1094.8103,1094.8237,1094.842,1094.9242,1094.709,1094.8152
2015-02-18,1094.9108,1094.8207,1094.9165,1094.7045,1094.9022,1094.9613,1095.0422
2015-02-19,1094.7573,1094.7482,1094.8131,1094.7703,1094.8607,1095.0719,1095.0476
2015-02-20,1094.9069,1094.7695,1094.8231,1094.9089,1094.8257,1094.9818,1094.8718
2015-02-22,1094.8179,1094.8103,1094.9169,1094.8425,1094.8074,1094.7267,1094.6432
2015-02-23,1094.7869,1094.8452,1094.8125,1094.7028,1094.7733,1094.6145,1094.6378
2015-02-24,1095.0093,1094.8632,1094.8226,1094.7698,1094.8402,1094.7054,1094.8157
2015-02-25,1094.8561,1094.8967,1094.9172,1094.9105,1094.8256,1094.9625,1093.3046
2015-02-26,1095.0292,1094.8313,1094.8118,1094.8433,1094.7972,1093.3971,1092.2913
2015-02-27,1094.8381,1094.8462,1094.8223,1094.702,1093.2834,1092.3687,1090.8284
2015-03-01,1094.8308,1094.8737,1094.9177,1093.3036,1092.3312,1090.7415,1088.1979
2015-03-02,1094.8154,1094.8201,1093.3949,1092.4354,1090.7495,1088.2069,1085.6143
2015-03-03,1094.6888,1093.2001,1092.349,1090.7478,1088.2646,1085.5607,1083.7556
2015-03-04,1093.4575,1092.392,1090.7173,1088.2368,1085.5363,1083.7432,1083.5325
2015-03-05,1092.2937,1090.5175,1088.1715,1085.7657,1083.7484,1083.5421,1082.6981
2015-03-06,1090.7308,1088.1635,1085.6753,1083.6962,1083.4025,1082.7684,1082.7797
2015-03-08,1088.2234,1085.6411,1083.8074,1083.5463,1082.6812,1082.762,1082.7507
2015-03-09,1085.7672,1083.7177,1083.4705,1082.7369,1082.8113,1082.7583,1082.6411
2015-03-10,1083.6295,1083.4087,1082.6339,1082.7212,1082.7462,1082.7325,1082.7344
2015-03-11,1083.3534,1082.6744,1082.7144,1082.6448,1082.6871,1082.693,1082.7141
2015-03-12,1082.7201,1082.714,1082.9114,1082.7137,1082.7283,1082.6716,1082.6971
2015-03-13,1082.6188,1082.7004,1082.8049,1082.6996,1082.767,1082.66,1082.3247
2015-03-15,1082.7966,1082.7384,1082.793,1082.8181,1082.5983,1082.251,1082.373
2015-03-16,1082.7029,1082.8341,1082.9307,1082.7792,1082.3948,1082.169,1082.2438
2015-03-17,1082.695,1082.6207,1082.7981,1082.4684,1082.2587,1082.2799,1082.3135
2015-03-18,1082.6903,1082.6853,1082.5574,1082.3892,1082.3352,1082.2577,1082.3589
2015-03-19,1082.7844,1082.2976,1082.2869,1082.1731,1082.2188,1082.2761,1082.2394
2015-03-20,1082.2883,1082.5553,1082.1615,1082.3187,1082.2457,1082.2567,1082.3041
2015-03-22,1082.303,1082.2594,1082.4615,1082.4203,1082.2845,1082.1735,1082.347
2015-03-23,1082.3274,1082.2931,1082.35,1082.3557,1082.3162,1082.4008,1082.8312
2015-03-24,1082.2198,1082.2948,1082.383,1082.1659,1082.2648,1082.6924,1083.4541
2015-03-25,1082.2214,1082.1415,1082.2076,1082.2963,1082.6705,1083.4648,1083.746
2015-03-26,1082.3134,1082.5074,1082.2063,1082.7415,1083.4872,1083.8849,1086.6023
2015-03-27,1082.2897,1082.2736,1082.8077,1083.4292,1083.6356,1086.5894,1088.2129
2015-03-29,1082.3549,1082.7402,1083.4584,1083.7758,1086.5905,1088.292,1088.4536
2015-03-30,1082.7374,1083.4675,1083.7931,1086.5511,1088.1648,1088.4834,1088.7612
2015-03-31,1083.4762,1083.7954,1086.6285,1088.1583,1088.7302,1088.7429,1089.6978
2015-04-01,1083.7794,1086.7301,1088.3387,1088.417,1088.7668,1089.8595,1090.6354
2015-04-02,1086.4951,1088.1794,1088.4951,1088.8801,1089.8684,1090.5957,1090.7377
2015-04-05,1088.0673,1088.4323,1088.7588,1089.8136,1090.6807,1090.8065,1092.2085
2015-04-06,1088.4523,1088.6461,1089.8036,1090.6157,1090.696,1092.0619,1094.5068
2015-04-07,1088.8257,1089.8136,1090.5697,1090.7283,1092.0004,1094.6494,1094.7201
2015-04-08,1089.8895,1090.5878,1090.9119,1092.0472,1094.5962,1094.7357,1095.0425
2015-04-09,1090.6135,1090.8033,1092.2463,1094.5469,1094.7032,1095.0005,1095.1775
2015-04-10,1090.8024,1092.0951,1094.4924,1094.7148,1095.0135,1095.2307,1095.3079
2015-04-12,1092.0974,1094.4949,1094.8043,1095.0201,1095.2893,1095.4266,1095.804
2015-04-13,1094.4863,1094.7765,1095.011,1095.2378,1095.3727,1095.78,1099.4296
2015-04-14,1094.8625,1095.064,1095.2123,1095.4167,1095.7119,1099.7161,1101.1753
2015-04-15,1095.0287,1095.2203,1095.3193,1095.7983,1099.5239,1101.2336,1101.2725
2015-04-16,1095.0846,1095.3799,1095.8058,1099.5581,1101.1475,1101.4395,1101.5789
2015-04-17,1095.3937,1095.9347,1099.5032,1101.2117,1101.412,1101.4594,1103.8514
2015-04-19,1095.845,1099.6089,1101.1959,1101.4386,1101.4569,1103.8064,1105.506
2015-04-20,1099.7136,1101.2122,1101.2169,1101.6116,1103.8547,1105.4849,1105.5322
2015-04-21,1101.3379,1101.4639,1101.6306,1103.8998,1105.4524,1105.6111,1105.66
2015-04-22,1101.4128,1101.3777,1103.7627,1105.5022,1105.513,1105.4363,1105.5815
2015-04-23,1101.418,1103.8647,1105.5604,1105.694,1105.3959,1105.5121,1105.5162
2015-04-24,1103.8314,1105.5713,1105.5038,1105.7002,1105.4724,1105.3865,1105.4637
2015-04-26,1105.5336,1105.5614,1105.5361,1105.5503,1105.5217,1105.4818,1105.4854
2015-04-27,1105.4863,1105.6749,1105.4921,1105.3517,1105.525,1105.5334,1105.5131
2015-04-28,1105.533,1105.5659,1105.6134,1105.3457,1105.5873,1105.5552,1105.4532
2015-04-29,1105.4855,1105.554,1105.5792,1105.5013,1105.4855,1105.5394,1105.5626
2015-04-30,1105.5332,1105.505,1105.5645,1105.7065,1105.4666,1105.6115,1105.5001
2015-05-01,1105.4851,1105.4559,1105.52,1105.712,1105.5444,1105.4324,1105.523
2015-05-03,1105.5337,1105.4396,1105.5819,1105.552,1105.4121,1105.5155,1105.5627
2015-05-04,1105.4847,1105.3765,1105.4807,1105.3408,1105.5165,1105.5138,1105.4839
2015-05-05,1105.5338,1105.5155,1105.4624,1105.3353,1105.4906,1105.5138,1105.5128
2015-05-06,1105.4843,1105.4948,1105.5396,1105.5,1105.4736,1105.5135,1105.4498
2015-05-07,1105.534,1105.4158,1105.4078,1105.716,1105.5526,1105.3827,1105.5648
2015-05-08,1105.4838,1105.4941,1105.5042,1105.7216,1105.531,1105.3776,1105.499
2015-05-10,1105.5342,1105.6768,1105.548,1105.5535,1105.5167,1105.376,1105.5234
2015-05-11,1105.4835,1105.5786,1105.5695,1105.3335,1105.4894,1105.4834,1103.4329
2015-05-12,1105.5344,1105.5676,1105.6256,1105.3275,1105.4718,1103.379,1098.31
2015-05-13,1105.4832,1105.6974,1105.4388,1105.4982,1103.3982,1098.5562,1092.7872
2015-05-14,1105.5345,1105.5734,1105.5082,1103.3591,1098.3318,1092.7534,1090.678
2015-05-15,1105.4829,1105.5593,1103.4332,1098.3849,1092.7406,1090.6906,1088.5679
2015-05-17,1105.5348,1103.4065,1098.4895,1092.9448,1090.6501,1088.5408,1086.9476
2015-05-18,1103.4275,1098.3397,1092.7639,1090.9023,1088.5167,1086.824,1086.8646
2015-05-19,1098.475,1092.858,1090.6104,1088.5248,1086.8655,1086.8488,1086.8824
2015-05-20,1092.7902,1090.7671,1088.5579,1086.94,1086.9235,1086.8956,1086.8971
2015-05-21,1090.7064,1088.5408,1086.8877,1086.8116,1086.894,1086.8286,1086.8232
2015-05-22,1088.5967,1087.0125,1086.9359,1087.0319,1086.9679,1086.8488,1086.945
2015-05-24,1087.007,1086.8691,1086.798,1086.871,1086.8303,1086.8871,1086.788
2015-05-25,1086.9569,1086.8469,1086.9739,1086.8157,1086.8981,1086.8286,1085.6526
2015-05-26,1086.8026,1086.9128,1086.9076,1086.9854,1086.7576,1085.6333,1085.5051
2015-05-27,1087.0809,1086.8818,1086.7981,1086.9825,1085.5707,1085.5221,1085.7721
2015-05-28,1086.771,1086.9421,1086.9922,1085.6107,1085.7194,1085.6426,1085.0544
2015-05-29,1087.0096,1086.8204,1085.5703,1085.6036,1085.451,1084.9789,1084.1655
2015-05-31,1086.4337,1085.5951,1085.6279,1085.5989,1084.9286,1084.2332,1079.6018
2015-06-01,1085.4231,1085.6451,1085.5986,1084.9584,1084.0995,1079.5919,1075.0063
2015-06-02,1085.7181,1085.5945,1085.0444,1084.2616,1079.2456,1075.0807,1070.4196
2015-06-03,1085.4902,1084.9802,1084.3203,1079.4963,1074.9591,1070.315,1069.7633
2015-06-04,1084.9102,1084.4392,1079.463,1074.9923,1070.184,1069.7351,1069.7677
2015-06-05,1084.2708,1079.6658,1075.0796,1070.4447,1069.8607,1069.8315,1068.6112
2015-06-07,1079.4543,1075.0376,1070.4415,1069.9366,1069.7651,1068.5051,1066.8726
2015-06-08,1075.0542,1070.2941,1069.8992,1069.6879,1068.5801,1066.8433,1066.7584
2015-06-09,1070.3582,1069.9526,1069.6536,1068.5283,1066.7921,1066.7489,1066.7003
2015-06-10,1069.7887,1069.826,1068.6117,1066.8174,1066.7961,1066.7578,1066.7902
2015-06-11,1069.7454,1068.5743,1066.7236,1066.6923,1066.8894,1066.8442,1066.7241
2015-06-12,1068.6458,1066.8715,1066.7423,1066.7517,1066.7129,1066.7482,1063.9706
2015-06-14,1066.8052,1066.7872,1066.7758,1066.8796,1066.7822,1063.9794,1064.0297
2015-06-15,1066.7714,1066.6405,1066.8048,1066.8184,1063.9375,1064.0162,1063.9965
2015-06-16,1066.7549,1066.6838,1066.8198,1063.9285,1063.9596,1063.9531,1063.9696
2015-06-17,1066.7233,1066.8851,1063.9734,1063.9731,1064.0613,1063.9916,1062.6683
2015-06-18,1066.7843,1064.0988,1064.0095,1064.0062,1063.9711,1062.726,1060.4965
2015-06-19,1064.0626,1064.0586,1063.9467,1064.0234,1062.8668,1060.5056,1059.4532
2015-06-21,1063.998,1063.9783,1063.985,1062.9103,1060.3584,1059.5317,1059.4559
2015-06-22,1063.8655,1063.9744,1062.9355,1060.5082,1059.4818,1059.462,1056.2888
2015-06-23,1063.9291,1062.6655,1060.5271,1059.6133,1059.4757,1056.3314,1056.3806
2015-06-24,1062.8483,1060.4098,1059.5325,1059.46,1056.3606,1056.2362,1056.3683
2015-06-25,1060.4432,1059.5507,1059.4331,1056.4191,1056.066,1056.2764,1054.4614
2015-06-26,1059.5259,1059.5051,1056.3369,1056.2787,1056.4945,1054.2452,1054.1971
2015-06-28,1059.4569,1056.3113,1056.5492,1056.5363,1054.2864,1054.333,1054.31
2015-06-29,1056.3304,1056.3099,1056.5547,1054.3829,1054.2611,1054.2715,1053.7123
2015-06-30,1056.2341,1056.3872,1054.4991,1054.4897,1054.2174,1053.7852,1053.6321
2015-07-01,1056.2749,1054.2961,1054.3789,1054.2742,1053.805,1053.8145,1054.0751
2015-07-02,1054.623,1054.2689,1054.307,1053.7771,1053.7776,1053.7764,1053.9777
2015-07-03,1054.5265,1054.1605,1053.801,1053.78,1053.9481,1053.81,1052.664
2015-07-05,1054.1501,1053.8104,1053.7333,1053.8567,1053.735,1052.6552,1052.063
2015-07-06,1053.9708,1053.825,1053.8599,1053.8457,1052.617,1052.3567,1051.7479
2015-07-07,1053.7306,1053.8354,1053.8385,1052.7683,1052.3429,1051.7396,1051.6761
2015-07-08,1054.0004,1053.8418,1052.6697,1052.163,1051.9142,1051.229,1051.1951
2015-07-09,1053.7911,1052.6711,1052.0945,1051.7269,1051.3036,1051.4229,1051.2341
2015-07-10,1052.6466,1052.3191,1051.6783,1051.6775,1051.3182,1051.257,1050.788
2015-07-12,1052.2196,1051.7378,1051.4148,1051.1343,1051.0686,1051.0166,1050.8903
2015-07-13,1051.8173,1051.1431,1051.1056,1050.9967,1050.815,1050.9568,1050.913
2015-07-14,1051.3298,1051.0521,1051.1082,1050.8649,1050.8251,1050.779,1050.7955
2015-07-15,1051.1199,1050.998,1050.8497,1050.8647,1050.8649,1050.6976,1050.3682
2015-07-16,1051.0568,1050.8666,1050.8969,1050.8541,1050.9059,1050.4758,1050.4752
2015-07-17,1050.8372,1050.8594,1050.8678,1050.8654,1050.4418,1050.4528,1050.4258
2015-07-19,1050.7594,1050.9209,1050.7814,1050.362,1050.4607,1050.4983,1050.4595
2015-07-20,1050.8535,1050.7826,1050.4576,1050.4111,1050.4086,1050.3973,1050.4879
2015-07-21,1050.8616,1050.4232,1050.4824,1050.5176,1050.4474,1050.3867,1049.7314
2015-07-22,1050.513,1050.4578,1050.4203,1050.467,1050.4719,1049.7374,1049.524
2015-07-23,1050.4343,1050.4064,1050.456,1050.3566,1049.865,1049.6335,1049.1417
2015-07-24,1050.3878,1050.4216,1050.4806,1049.7933,1049.5231,1049.0405,1048.7676
2015-07-26,1050.4657,1050.451,1050.0195,1049.6066,1049.0078,1048.6265,1048.8357
2015-07-27,1050.3574,1049.6648,1049.6293,1049.0848,1048.7924,1048.6686,1048.6526
2015-07-28,1049.6672,1049.663,1049.0068,1048.733,1048.6615,1048.6339,1047.9288
2015-07-29,1049.6309,1049.157,1048.7975,1048.5487,1048.6052,1048.1731,1047.7136
2015-07-30,1049.0447,1048.617,1048.7355,1048.5702,1048.0502,1047.9264,1047.2338
2015-07-31,1048.6173,1048.7346,1048.5354,1048.0173,1047.9307,1047.2915,1047.163
2015-08-02,1048.8679,1048.5211,1047.944,1047.9337,1047.3264,1047.0309,1044.0559
2015-08-03,1048.5692,1047.9142,1047.9343,1047.2457,1047.0815,1044.1461,1042.369
2015-08-04,1047.9248,1047.82,1047.2125,1047.0564,1044.057,1042.3064,1035.3912
2015-08-05,1047.8804,1047.2343,1047.1284,1044.1431,1042.2793,1035.3702,1021.4452
2015-08-06,1047.181,1047.1261,1044.1239,1042.2794,1035.3307,1021.6914,1012.2426
2015-08-07,1047.0497,1044.0714,1042.2725,1035.2821,1021.6955,1012.33356,1004.80493
2015-08-09,1044.1658,1042.2404,1035.3663,1021.7693,1012.56287,1004.7858,1004.27893
2015-08-10,1042.3354,1035.3667,1021.86426,1012.3313,1004.75415,1004.3157,1002.7099
2015-08-11,1035.2216,1021.4968,1012.54785,1004.7165,1004.43976,1002.7695,1002.7062
2015-08-12,1021.765,1012.42065,1004.7357,1004.2158,1002.79504,1002.74164,1002.8013
2015-08-13,1012.46173,1004.6729,1004.3214,1002.75977,1002.73126,1002.7275,1002.8046
2015-08-14,1004.66864,1004.1916,1002.6973,1002.8915,1002.8013,1002.7005,1002.7061
2015-08-16,1004.2123,1002.87054,1002.682,1002.65466,1002.7823,1002.7513,1002.7093
2015-08-17,1002.7509,1002.8148,1002.8264,1002.9208,1002.76935,1002.7253,1002.7889
2015-08-18,1002.73846,1002.69336,1002.86316,1002.71436,1002.7454,1002.8246,1002.77686
2015-08-19,1002.84094,1002.7514,1002.7346,1002.75934,1002.729,1002.82874,1001.86334
2015-08-20,1002.80786,1002.87555,1002.7132,1002.8974,1002.80237,1001.882,1001.6524
2015-08-21,1002.7982,1002.81635,1002.85767,1002.6475,1001.8623,1001.5648,1001.3701
2015-08-23,1002.8846,1002.68994,1002.89056,1001.9661,1001.7248,1001.3486,1001.19574
2015-08-24,1002.6935,1002.75037,1001.9221,1001.73517,1001.53845,1001.19556,1001.2083
2015-08-25,1002.77167,1001.81415,1001.6106,1001.3008,1001.09235,1001.26447,1001.2162
2015-08-26,1001.82886,1001.64716,1001.3201,1001.2577,1001.20447,1001.3107,1001.2468
2015-08-27,1001.7882,1001.3265,1001.106,1001.3044,1001.237,1001.20764,1001.24316
2015-08-28,1001.3434,1001.30414,1001.15497,1001.25684,1001.26,1001.2727,1001.3288
2015-08-30,1001.30237,1001.4117,1001.2059,1001.30475,1001.26324,1001.317,1001.3182
2015-08-31,1001.27344,1001.04175,1001.3472,1001.2566,1001.33215,1001.357,1001.73944
2015-09-01,1001.3309,1001.27826,1001.22266,1001.30524,1001.3202,1001.79675,1001.8323
2015-09-02,1001.29407,1001.1818,1001.10614,1001.30505,1001.71497,1002.0377,1002.9508
2015-09-03,1001.3528,1001.115,1001.4497,1001.81354,1001.994,1002.7241,1002.9675
2015-09-04,1001.2375,1001.28357,1001.75464,1001.90063,1002.6687,1002.9628,1002.9674
2015-09-06,1001.37573,1001.71124,1001.8441,1002.75757,1002.93256,1003.0631,1002.9673
2015-09-07,1001.8089,1001.9315,1002.7473,1003.00757,1003.03644,1002.9911,1002.96716
2015-09-08,1001.9877,1002.82605,1002.96344,1002.9955,1002.903,1002.856,1002.96704
2015-09-09,1002.7803,1002.95056,1003.0397,1003.09814,1002.87634,1002.90436,1002.9669
2015-09-10,1002.8957,1003.0537,1002.8851,1002.973,1003.0095,1003.021,1002.9669
2015-09-11,1002.98694,1003.0814,1002.95636,1002.9634,1003.03705,1002.9537,1002.9668
2015-09-13,1002.9781,1002.9483,1003.0904,1003.0473,1002.90094,1002.9857,1002.9667
2015-09-14,1002.89374,1002.9208,1003.0428,1002.86084,1002.873,1002.9241,1002.9667
2015-09-15,1002.9881,1003.05676,1002.9268,1002.9367,1003.0125,1002.9613,1004.35645
2015-09-16,1002.97864,1003.0854,1002.9937,1002.9209,1003.04144,1004.2941,1004.493
2015-09-17,1002.8917,1002.9461,1002.9622,1002.94617,1004.38135,1004.41895,1004.7389
2015-09-18,1002.98883,1002.91766,1003.02313,1004.14246,1004.4621,1004.7954,1004.9965
2015-09-20,1002.9794,1003.05927,1004.25726,1004.4031,1004.75684,1004.9288,1006.0885
2015-09-21,1002.8907,1004.39923,1004.5922,1004.8147,1005.04395,1006.1574,1006.60114
2015-09-22,1004.3534,1004.6756,1004.7377,1004.92896,1006.0776,1006.5357,1006.6039
2015-09-23,1004.49255,1004.8066,1004.8535,1006.22876,1006.4758,1006.77277,1008.17255
2015-09-24,1004.7426,1004.7739,1005.9164,1006.4022,1006.5856,1008.3358,1006.8655
2015-09-25,1004.77563,1005.97534,1006.3698,1006.6195,1008.2574,1006.6361,1006.5178
2015-09-27,1006.1716,1006.51697,1006.5415,1008.09973,1006.6583,1006.41766,1006.0691
2015-09-28,1006.524,1006.4883,1008.3499,1006.59344,1006.2926,1006.172,1004.49176
2015-09-29,1006.7388,1008.20123,1006.6715,1006.45667,1006.0343,1004.5196,1004.46906
2015-09-30,1008.28735,1006.6433,1006.383,1006.06775,1004.45044,1004.5196,1004.5234
2015-10-01,1006.6653,1006.4471,1006.0828,1004.5578,1004.526,1004.5196,1006.1214
2015-10-02,1006.4542,1006.1834,1004.583,1004.5134,1004.52295,1006.06433,1006.3138
2015-10-04,1006.0508,1004.553,1004.49097,1004.5588,1005.9961,1006.53436,1006.5961
2015-10-05,1004.52795,1004.5822,1004.5611,1006.07153,1006.4167,1006.4725,1008.28925
2015-10-06,1004.5497,1004.6,1006.10846,1006.39075,1006.6252,1008.3326,1009.5878
2015-10-07,1004.64343,1006.211,1006.50635,1006.6383,1008.3488,1009.70465,1009.7374
2015-10-08,1006.2771,1006.46826,1006.5451,1008.2456,1009.7129,1009.46313,1009.77625
2015-10-09,1006.525,1006.5906,1008.1622,1009.67596,1009.6157,1009.6541,1009.6565
2015-10-11,1006.5894,1008.158,1009.633,1009.6858,1009.6626,1009.7153,1009.6406
2015-10-12,1008.1111,1009.6711,1009.60474,1009.7736,1009.7975,1009.77954,1009.7289
2015-10-13,1009.7732,1009.5666,1009.7468,1009.6755,1009.5654,1009.70306,1011.3919
2015-10-14,1009.67896,1009.64514,1009.7757,1009.68506,1009.73505,1011.3148,1012.1033
2015-10-15,1009.6885,1009.7822,1009.6314,1009.7745,1011.35706,1012.1233,1012.3528
2015-10-16,1009.7768,1009.736,1009.6019,1011.2686,1012.17053,1012.3321,1012.7022
2015-10-18,1009.67773,1009.6647,1011.26483,1012.2129,1012.508,1012.6209,1013.0849
2015-10-19,1009.68756,1011.2884,1012.00507,1012.28766,1012.70374,1013.1639,1013.2147
2015-10-20,1011.40234,1012.0715,1012.3601,1012.7583,1013.1342,1013.40393,1017.08264
2015-10-21,1012.07556,1012.2419,1012.69495,1013.1582,1013.2213,1017.10474,1017.4436
2015-10-22,1012.239,1012.7462,1013.0886,1013.1648,1017.116,1017.401,1017.4305
2015-10-23,1012.6885,1013.1244,1013.17596,1017.07416,1017.42883,1017.49805,1019.75336
2015-10-25,1013.15497,1013.1772,1017.03455,1017.29694,1017.4124,1019.75464,1021.0949
2015-10-26,1013.2186,1017.0592,1017.50616,1017.40704,1019.81757,1020.9379,1021.63135
2015-10-27,1017.0924,1017.292,1017.4743,1019.81586,1021.0165,1021.60864,1022.462
2015-10-28,1017.1836,1017.4593,1019.8876,1021.1768,1021.69714,1022.5112,1023.713
2015-10-29,1017.4333,1019.7909,1021.1303,1021.59076,1022.6767,1023.69763,1025.2517
2015-10-30,1019.81537,1021.05756,1021.44226,1022.6137,1023.63916,1025.1929,1025.2318
2015-11-01,1021.02747,1021.62665,1022.6216,1023.7038,1025.1918,1025.2993,1025.2184
2015-11-02,1021.642,1022.62976,1023.5676,1025.3215,1025.3226,1025.3026,1025.295
2015-11-03,1022.4307,1023.6613,1025.1781,1025.2577,1025.2594,1025.2283,1023.74164
2015-11-04,1023.56433,1025.2157,1025.3098,1025.2117,1025.1257,1023.7036,1022.86865
2015-11-05,1025.1774,1025.289,1025.2618,1025.3434,1023.70233,1022.8056,1022.8602
2015-11-06,1025.3359,1025.2692,1025.2689,1023.6832,1022.75604,1022.62494,1022.6939
2015-11-08,1025.3649,1025.2563,1023.6532,1022.62933,1022.76636,1022.6469,1022.57025
2015-11-09,1025.223,1023.5916,1022.8126,1022.67645,1022.7717,1022.8104,1022.7728
2015-11-10,1023.74335,1022.86896,1022.646,1022.7086,1022.69165,1022.78674,1022.7798
2015-11-11,1022.74835,1022.70044,1022.6876,1022.7102,1022.6175,1022.6157,1022.6339
2015-11-12,1022.6162,1022.62286,1022.6672,1022.7143,1022.6451,1022.6369,1022.5888
2015-11-13,1022.66565,1022.7736,1022.7677,1022.72144,1022.6596,1022.79376,1022.71136
2015-11-15,1022.8526,1022.7679,1022.719,1022.6481,1022.6676,1022.77094,1022.73096
2015-11-16,1022.84454,1022.7663,1022.57935,1022.68604,1022.6718,1022.606,1022.7026
2015-11-17,1022.6843,1022.5567,1022.8194,1022.60803,1022.6997,1022.6264,1022.67426
2015-11-18,1022.5651,1022.654,1022.6447,1022.6244,1022.638,1022.77856,1022.6461
