,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD
2012-11-28,1404.1913,1402.0422,1401.6719,1401.5272,1401.6075,1401.6948,1401.5946
2012-11-29,1401.681,1401.365,1401.2559,1401.2836,1401.3159,1401.3276,1401.2943
2012-11-30,1401.5067,1401.4806,1401.4744,1401.5968,1401.5477,1401.4608,1401.4645
2012-12-02,1401.7468,1401.6527,1401.6844,1401.6171,1401.7882,1401.7616,1401.7225
2012-12-03,1401.374,1401.2963,1401.5073,1401.4625,1401.506,1401.4673,1401.4441
2012-12-04,1401.4667,1401.3666,1401.3992,1401.4879,1401.5254,1401.5396,1401.47
2012-12-05,1401.5961,1401.5559,1401.3868,1401.473,1401.446,1401.6012,1401.5211
2012-12-06,1401.4818,1401.4578,1401.5504,1401.4327,1401.5186,1401.4692,1405.3455
2012-12-07,1401.5472,1401.4794,1401.5276,1401.398,1401.4828,1405.3499,1405.6703
2012-12-09,1401.5288,1401.3712,1401.391,1401.6365,1405.5012,1405.6727,1405.7535
2012-12-10,1401.4047,1401.5798,1401.5024,1405.3882,1405.7427,1405.7645,1405.6747
2012-12-11,1401.7217,1401.7755,1405.6404,1405.8289,1405.9078,1405.9329,1405.8856
2012-12-12,1401.4486,1405.2278,1405.6627,1405.6426,1405.6593,1405.5581,1405.8234
2012-12-13,1405.4231,1405.8524,1405.7919,1405.6865,1405.7473,1405.8098,1405.7378
2012-12-14,1405.6349,1405.6538,1405.6228,1405.6088,1405.6133,1405.6812,1405.7157
2012-12-16,1405.6545,1405.5338,1405.6989,1405.7593,1405.6224,1405.6274,1406.1139
2012-12-17,1405.7891,1405.646,1405.6069,1405.5477,1405.6895,1406.0931,1408.6873
2012-12-18,1405.7806,1405.6927,1405.6971,1405.6843,1405.9963,1408.8562,1409.2667
2012-12-19,1405.7018,1405.8615,1405.7906,1406.2228,1408.7561,1409.4346,1412.6323
2012-12-20,1405.7444,1405.8348,1406.1707,1408.7363,1409.3715,1412.5568,1413.4567
2012-12-21,1405.6434,1405.9995,1408.6592,1409.2634,1412.549,1413.4646,1413.5906
2012-12-23,1406.079,1408.7709,1409.3304,1412.6057,1413.5538,1413.5385,1413.4967
2012-12-24,1408.7013,1409.276,1412.6102,1413.6135,1413.6332,1413.5912,1413.5804
2012-12-26,1409.2471,1412.5835,1413.5426,1413.5851,1413.4985,1413.5958,1413.5662
2012-12-27,1412.6516,1413.6155,1413.6238,1413.5695,1413.5013,1413.617,1413.633
2012-12-28,1413.57,1413.5049,1413.5245,1413.6199,1413.561,1413.5692,1414.1112
2012-12-30,1413.5698,1413.5864,1413.5146,1413.6182,1413.5867,1414.1327,1415.7808
2012-12-31,1413.5812,1413.5879,1413.5981,1413.6442,1414.0898,1415.8032,1415.9904
2013-01-02,1413.5624,1413.6155,1413.6069,1414.0919,1415.8376,1416.0642,1416.1088
2013-01-03,1413.6277,1413.637,1414.1396,1415.8206,1416.0564,1416.1061,1417.2983
2013-01-04,1413.671,1414.1354,1415.8589,1416.0875,1416.0303,1417.2758,1418.6218
2013-01-06,1414.1041,1415.93,1416.0693,1416.1029,1417.226,1418.5442,1420.2054
2013-01-07,1415.848,1416.0315,1416.1805,1417.3339,1418.5664,1420.2042,1420.2322
2013-01-08,1416.0618,1416.1257,1417.3289,1418.5609,1420.1725,1420.2705,1420.5546
2013-01-09,1416.0964,1417.2986,1418.6188,1420.1715,1420.178,1420.5538,1423.4402
2013-01-10,1417.4065,1418.5237,1420.1567,1420.2568,1420.559,1423.4546,1423.8031
2013-01-11,1418.5378,1420.1213,1420.2219,1420.5348,1423.4615,1423.8213,1424.658
2013-01-13,1420.1904,1420.2003,1420.5519,1423.5039,1423.7871,1424.6003,1425.8765
2013-01-14,1420.297,1420.5634,1423.4567,1423.7971,1424.5767,1425.9591,1431.3113
2013-01-15,1420.5713,1423.3843,1423.8302,1424.5947,1425.9204,1431.4583,1435.3075
2013-01-16,1423.4358,1423.822,1424.6025,1425.9185,1431.3257,1435.286,1440.4398
2013-01-17,1423.8395,1424.6321,1425.9446,1431.367,1435.3708,1440.5526,1441.913
2013-01-18,1424.5198,1425.9955,1431.324,1435.3142,1440.4935,1441.8678,1448.4263
2013-01-20,1425.9746,1431.3247,1435.3016,1440.4507,1441.8678,1448.508,1451.9177
2013-01-21,1431.4586,1435.3235,1440.4863,1441.9408,1448.4629,1451.9667,1454.569
2013-01-22,1435.2134,1440.6006,1441.8676,1448.309,1451.9991,1454.6249,1455.2264
2013-01-23,1440.5004,1441.8829,1448.462,1451.9702,1454.6437,1455.1274,1455.1328
2013-01-24,1441.8971,1448.3545,1452.0164,1454.6454,1455.1228,1455.2493,1456.0142
2013-01-25,1448.5029,1452.0315,1454.6824,1455.1719,1455.1736,1456.1324,1457.917
2013-01-27,1452.0024,1454.6455,1455.1831,1455.2347,1456.1155,1457.75,1462.143
2013-01-28,1454.6583,1455.1558,1455.1666,1456.0948,1457.759,1462.2495,1462.6825
2013-01-29,1455.0654,1455.1763,1456.0673,1457.918,1462.1439,1462.5608,1463.9441
2013-01-30,1455.2178,1456.0637,1457.8708,1462.193,1462.7932,1463.9668,1465.5304
2013-01-31,1456.0293,1457.8109,1462.1511,1462.669,1464.0233,1465.5953,1465.6646
2013-02-01,1457.799,1462.181,1462.6783,1463.9794,1465.5231,1465.6558,1468.7761
2013-02-03,1462.13,1462.6901,1464.0282,1465.5796,1465.6736,1468.7947,1471.804
2013-02-04,1462.783,1464.0374,1465.5343,1465.6201,1468.7666,1471.8823,1475.6857
2013-02-05,1463.9762,1465.475,1465.6646,1468.7839,1471.8094,1475.7026,1479.9054
2013-02-06,1465.5273,1465.6492,1468.7178,1471.8013,1475.6573,1479.9532,1480.6499
2013-02-07,1465.7104,1468.7167,1471.8597,1475.6671,1479.9652,1480.5531,1481.9829
2013-02-08,1468.8136,1471.8401,1475.6575,1479.9867,1480.6066,1481.969,1486.7063
2013-02-10,1471.7828,1475.7324,1480.0265,1480.6428,1481.9817,1486.6874,1489.0402
2013-02-11,1475.6473,1479.9226,1480.5924,1481.9755,1486.6904,1489.0349,1494.3726
2013-02-12,1479.976,1480.6271,1481.9196,1486.6619,1489.1658,1494.3916,1495.3031
2013-02-13,1480.6025,1481.9564,1486.6677,1489.0632,1494.4426,1495.2448,1496.1802
2013-02-14,1481.9469,1486.6766,1489.0669,1494.5299,1495.2323,1496.1593,1496.3527
2013-02-15,1486.6652,1488.9736,1494.3345,1495.2251,1496.1973,1496.3207,1498.3694
2013-02-17,1489.024,1494.4137,1495.1898,1496.1989,1496.358,1498.3954,1498.5035
2013-02-18,1494.4299,1495.1962,1496.1696,1496.2823,1498.405,1498.4182,1500.8363
2013-02-19,1495.1735,1496.1482,1496.3462,1498.4784,1498.4714,1500.7872,1502.4132
2013-02-20,1496.1855,1496.3556,1498.3743,1498.4293,1500.8577,1502.383,1502.5852
2013-02-21,1496.3059,1498.249,1498.4137,1500.712,1502.3888,1502.5619,1502.5519
2013-02-22,1498.3478,1498.4408,1500.865,1502.3591,1502.5664,1502.6017,1502.9073
2013-02-24,1498.5347,1500.7766,1502.3423,1502.5625,1502.5795,1502.9177,1503.8765
2013-02-25,1500.7172,1502.3948,1502.5758,1502.5546,1502.9429,1503.8701,1504.5275
2013-02-26,1502.3844,1502.6571,1502.5852,1502.8834,1503.8702,1504.5465,1505.6427
2013-02-27,1502.586,1502.6136,1502.8864,1503.8038,1504.5496,1505.6147,1506.8458
2013-02-28,1502.5815,1502.9156,1503.9143,1504.5681,1505.6096,1506.9818,1507.087
2013-03-01,1502.9307,1503.8926,1504.5397,1505.6589,1506.9281,1506.9913,1507.7219
2013-03-03,1503.9015,1504.5427,1505.6488,1506.9373,1507.0496,1507.7329,1508.9375
2013-03-04,1504.5426,1505.6973,1506.8965,1507.0037,1507.7246,1508.9341,1511.3015
2013-03-05,1505.6536,1506.8217,1506.9208,1507.7208,1508.9297,1511.217,1512.3867
2013-03-06,1506.937,1506.9441,1507.7574,1508.9043,1511.3021,1512.4126,1513.0929
2013-03-07,1506.9958,1507.7332,1508.955,1511.35,1512.4254,1513.1272,1513.5262
2013-03-08,1507.783,1508.9149,1511.3069,1512.401,1513.092,1513.6024,1513.5857
2013-03-10,1508.9052,1511.303,1512.3949,1513.1111,1513.5918,1513.5928,1513.8169
2013-03-11,1511.2754,1512.4568,1513.0317,1513.5482,1513.579,1513.8569,1515.7078
2013-03-12,1512.4116,1513.1481,1513.5199,1513.6238,1513.8419,1515.7324,1515.8672
2013-03-13,1513.0396,1513.5184,1513.609,1513.7773,1515.7052,1515.9352,1516.2231
2013-03-14,1513.5667,1513.6182,1513.8063,1515.795,1515.907,1516.2905,1516.6895
2013-03-15,1513.6194,1513.7683,1515.7133,1515.806,1516.3162,1516.769,1516.8585
2013-03-17,1513.8278,1515.6392,1515.8087,1516.2439,1516.7736,1516.8885,1517.234
2013-03-18,1515.7454,1515.8425,1516.2582,1516.6866,1516.9006,1517.2645,1517.4071
2013-03-19,1515.7844,1516.2585,1516.7859,1516.885,1517.2258,1517.4124,1520.5979
2013-03-20,1516.2844,1516.7892,1516.8451,1517.1963,1517.3417,1520.5481,1522.5548
2013-03-21,1516.7565,1516.8823,1517.209,1517.3644,1520.6067,1522.5975,1534.9427
2013-03-22,1516.947,1517.2654,1517.3431,1520.6031,1522.5803,1535.0122,1536.2482
2013-03-24,1517.157,1517.4222,1520.5508,1522.5515,1535.0942,1536.2837,1540.8373
2013-03-25,1517.4261,1520.609,1522.5845,1534.9479,1536.3019,1540.7924,1542.0074
2013-03-26,1520.568,1522.5177,1534.9817,1536.3353,1540.7843,1542.0238,1542.7871
2013-03-27,1522.5385,1534.8103,1536.3857,1540.8163,1541.9468,1542.725,1542.7931
2013-03-28,1534.6202,1536.3254,1540.7946,1541.9375,1542.7584,1542.8904,1544.0315
2013-03-31,1536.3577,1540.8148,1541.9686,1542.7166,1542.7648,1544.0862,1544.3984
2013-04-01,1540.826,1542.0325,1542.7323,1542.81,1544.0647,1544.3707,1544.4374
2013-04-02,1541.9879,1542.7472,1542.8323,1544.0677,1544.3868,1544.4261,1546.6195
2013-04-03,1542.7286,1542.8052,1544.0076,1544.3289,1544.388,1546.5992,1547.1202
2013-04-04,1542.8127,1544.1007,1544.3977,1544.4558,1546.5608,1547.0967,1548.2878
2013-04-05,1544.0729,1544.3998,1544.4292,1546.6176,1547.1527,1548.2712,1548.7288
2013-04-07,1544.3691,1544.3915,1546.623,1547.1187,1548.2941,1548.7352,1550.7537
2013-04-08,1544.4626,1546.5922,1547.1437,1548.2494,1548.8113,1550.8223,1551.3875
2013-04-09,1546.6224,1547.1326,1548.2872,1548.7941,1550.8372,1551.4197,1551.5087
2013-04-10,1547.1241,1548.2806,1548.8108,1550.6754,1551.3568,1551.4609,1552.3329
2013-04-11,1548.2257,1548.7574,1550.7765,1551.3948,1551.5431,1552.3408,1552.6862
2013-04-12,1548.7716,1550.7561,1551.3422,1551.4805,1552.3127,1552.6788,1552.6865
2013-04-14,1550.7721,1551.3651,1551.4908,1552.3262,1552.7426,1552.7291,1552.7416
2013-04-15,1551.3538,1551.4497,1552.3158,1552.7275,1552.694,1552.7242,1552.7092
2013-04-16,1551.4725,1552.2964,1552.7837,1552.7094,1552.731,1552.6791,1552.7205
2013-04-17,1552.3428,1552.7205,1552.6984,1552.7202,1552.7217,1552.7972,1552.7717
2013-04-18,1552.7562,1552.6758,1552.761,1552.6694,1552.739,1552.7755,1553.0483
2013-04-19,1552.7084,1552.6953,1552.6272,1552.7255,1552.7673,1553.0693,1553.6481
2013-04-21,1552.7156,1552.7056,1552.7766,1552.7644,1553.0979,1553.6998,1553.9404
2013-04-22,1552.7214,1552.7183,1552.7611,1553.0588,1553.7102,1553.9623,1556.1355
2013-04-23,1552.7336,1552.748,1553.0564,1553.712,1553.8564,1556.166,1556.2001
2013-04-24,1552.751,1553.0461,1553.6768,1553.9977,1556.1511,1556.0936,1556.027
2013-04-25,1553.1182,1553.7876,1553.9303,1556.1467,1556.103,1556.0791,1556.331
2013-04-26,1553.6716,1553.9572,1556.2113,1556.0809,1556.1078,1556.3518,1557.3732
2013-04-28,1553.9078,1556.1112,1556.0986,1556.2063,1556.3849,1557.3384,1557.7134
2013-04-29,1556.1975,1556.1412,1556.1276,1556.3921,1557.2944,1557.7373,1559.0785
2013-04-30,1556.139,1556.1246,1556.3441,1557.2697,1557.7847,1559.1051,1561.2621
2013-05-01,1556.129,1556.2822,1557.302,1557.7694,1559.1399,1561.2252,1561.7499
2013-05-02,1556.3734,1557.4385,1557.683,1559.0533,1561.2201,1561.6346,1562.7659
2013-05-03,1557.3717,1557.8125,1559.0747,1561.2361,1561.749,1562.8071,1563.8881
2013-05-05,1557.7491,1559.0742,1561.2294,1561.7148,1562.7161,1563.8398,1564.8815
2013-05-06,1559.0057,1561.2352,1561.7286,1562.7451,1563.8853,1564.9008,1575.2788
2013-05-07,1561.2635,1561.7163,1562.822,1563.8534,1564.8759,1575.1909,1575.2144
2013-05-08,1561.6921,1562.7758,1563.9202,1564.9152,1575.1882,1575.2523,1575.6798
2013-05-09,1562.769,1563.882,1564.8295,1575.0952,1575.2845,1575.7317,1577.4424
2013-05-10,1563.9323,1564.8937,1575.2609,1575.206,1575.7294,1577.4307,1579.4281
2013-05-12,1564.8136,1575.1957,1575.3097,1575.6797,1577.356,1579.4371,1580.2435
2013-05-13,1575.2598,1575.2504,1575.7233,1577.418,1579.4702,1580.1509,1582.1445
2013-05-14,1575.275,1575.7767,1577.3851,1579.4639,1580.157,1582.2345,1584.5879
2013-05-15,1575.7109,1577.4031,1579.437,1580.16,1582.2855,1584.6132,1585.6519
2013-05-16,1577.4419,1579.5017,1580.1691,1582.2762,1584.6625,1585.6548,1586.0897
2013-05-17,1579.4749,1580.1837,1582.2925,1584.6599,1585.7115,1586.1042,1586.949
2013-05-19,1580.1772,1582.2645,1584.5917,1585.6643,1586.1141,1586.9873,1588.5427
2013-05-20,1582.2681,1584.6565,1585.642,1586.1827,1586.9805,1588.6019,1602.7549
2013-05-21,1584.5935,1585.6649,1586.1312,1586.9501,1588.6433,1603.0262,1609.39
2013-05-22,1585.6453,1586.0701,1586.9263,1588.6216,1603.122,1609.4786,1611.0544
2013-05-23,1586.0674,1586.9805,1588.5927,1602.9442,1609.5242,1611.1459,1616.9087
2013-05-24,1586.8344,1588.5067,1603.0065,1609.3145,1611.137,1616.812,1623.6143
2013-05-26,1588.5815,1603.0884,1609.45,1611.0859,1616.7992,1623.6349,1623.8773
2013-05-27,1602.9432,1609.5605,1611.1106,1616.7125,1623.6461,1623.8613,1626.0646
2013-05-28,1609.3477,1611.0837,1616.7867,1623.5671,1623.868,1626.1097,1626.8474
2013-05-29,1611.0742,1616.8313,1623.6102,1623.8584,1626.0597,1626.8771,1627.8136
2013-05-30,1616.744,1623.6232,1623.9169,1626.1208,1626.8564,1627.8026,1631.2893
2013-05-31,1623.4788,1623.8628,1626.146,1626.8533,1627.8364,1631.2065,1631.2439
2013-06-02,1623.8517,1626.1147,1626.9062,1627.8094,1631.206,1631.2598,1631.2511
2013-06-03,1626.1207,1626.8578,1627.8253,1631.2467,1631.3083,1631.289,1631.29
2013-06-04,1626.8546,1627.8972,1631.234,1631.2533,1631.2656,1631.295,1631.4469
2013-06-05,1627.8208,1631.2368,1631.2407,1631.2594,1631.2229,1631.426,1634.1624
2013-06-06,1631.2527,1631.2692,1631.2883,1631.2179,1631.4056,1634.17,1634.2094
2013-06-07,1631.2478,1631.2427,1631.2352,1631.4017,1634.2313,1634.2267,1634.2039
2013-06-09,1631.2042,1631.2693,1631.5309,1634.1516,1634.1904,1634.2214,1634.1558
2013-06-10,1631.23,1631.4341,1634.1954,1634.1925,1634.2052,1634.1733,1634.2091
2013-06-11,1631.4608,1634.2405,1634.191,1634.1843,1634.1975,1634.2268,1634.204
2013-06-12,1634.1046,1634.1466,1634.1589,1634.1449,1634.2047,1634.2214,1637.899
2013-06-13,1634.1554,1634.1897,1634.1849,1634.1788,1634.205,1637.9218,1638.2335
2013-06-14,1634.1676,1634.174,1634.1987,1634.2594,1637.9447,1638.271,1638.749
2013-06-16,1634.187,1634.247,1634.1646,1637.9153,1638.2202,1638.7507,1638.6771
2013-06-17,1634.2029,1634.1194,1637.9305,1638.2759,1638.6926,1638.679,1638.7299
2013-06-18,1634.1537,1637.8977,1638.3032,1638.7051,1638.74,1638.713,1638.754
2013-06-19,1637.9781,1638.2325,1638.6646,1638.7833,1638.7295,1638.7853,1638.7661
2013-06-20,1638.2882,1638.8441,1638.7474,1638.6426,1638.7211,1638.7506,1638.7955
2013-06-21,1638.7145,1638.755,1638.7748,1638.7997,1638.763,1638.6782,1638.6945
2013-06-23,1638.7684,1638.6389,1638.6877,1638.6787,1638.7476,1638.713,1638.385
2013-06-24,1638.763,1638.6364,1638.7378,1638.7051,1638.6891,1638.2412,1634.1667
2013-06-25,1638.715,1638.726,1638.6625,1638.7844,1638.2831,1634.1921,1632.4882
2013-06-26,1638.7683,1638.8429,1638.748,1638.2334,1634.264,1632.5759,1631.5111
2013-06-27,1638.7627,1638.8456,1638.259,1634.2059,1632.505,1631.4937,1631.4456
2013-06-28,1638.7144,1638.2881,1634.216,1632.5474,1631.4783,1631.4288,1631.121
2013-06-30,1638.2379,1634.2814,1632.5096,1631.484,1631.443,1631.2799,1628.8555
2013-07-01,1634.1654,1632.5128,1631.4562,1631.4695,1631.2057,1628.7623,1628.7484
2013-07-02,1632.5243,1631.4839,1631.4136,1631.364,1628.7567,1628.7075,1628.7411
2013-07-03,1631.5029,1631.5067,1631.2421,1628.8181,1628.7565,1628.7338,1628.8147
2013-07-04,1631.4314,1631.3088,1628.8043,1628.7808,1628.813,1628.812,1628.7545
2013-07-05,1631.2843,1628.8007,1628.7717,1628.7754,1628.7367,1628.7441,1628.7471
2013-07-07,1628.8756,1628.7393,1628.7885,1628.7749,1628.7844,1628.6814,1628.8164
2013-07-08,1628.7906,1628.788,1628.7603,1628.7782,1628.8135,1628.8098,1628.758
2013-07-09,1628.7906,1628.7264,1628.7795,1628.7773,1628.7834,1628.7532,1628.7515
2013-07-10,1628.7906,1628.7451,1628.7983,1628.7803,1628.75,1628.7844,1628.8174
2013-07-11,1628.7906,1628.7196,1628.7755,1628.7795,1628.8145,1628.7872,1628.762
2013-07-12,1628.7908,1628.7642,1628.7909,1628.7822,1628.8048,1628.7545,1628.7838
2013-07-14,1628.7908,1628.7764,1628.7473,1628.7808,1628.754,1628.8005,1628.7981
2013-07-15,1628.791,1628.729,1628.8007,1628.7836,1628.8123,1628.8053,1630.072
2013-07-16,1628.7911,1628.7955,1628.7307,1628.7826,1628.7786,1630.0272,1631.515
2013-07-17,1628.7913,1628.8228,1628.7501,1628.8329,1630.0538,1631.5488,1631.5096
2013-07-18,1628.7914,1628.7314,1628.7987,1630.031,1631.4707,1631.527,1631.4752
2013-07-19,1628.7915,1628.808,1630.0167,1631.4701,1631.4707,1631.433,1632.489
2013-07-21,1628.8005,1629.9852,1631.4705,1631.4906,1631.473,1632.5101,1634.4598
2013-07-22,1629.9786,1631.4706,1631.4744,1631.4716,1632.5573,1634.5662,1638.759
2013-07-23,1631.4155,1631.501,1631.4841,1632.4915,1634.5236,1638.7954,1642.0684
2013-07-24,1631.4993,1631.5005,1632.4551,1634.5413,1638.7634,1642.0573,1644.033
2013-07-25,1631.5388,1632.5371,1634.5762,1638.7733,1642.0592,1644.0082,1646.4321
2013-07-26,1632.5637,1634.5361,1638.7224,1642.0295,1644.0187,1646.5028,1648.8972
2013-07-28,1634.4941,1638.7837,1642.0752,1644.0793,1646.4027,1648.915,1663.328
2013-07-29,1638.7422,1642.084,1644.0881,1646.3704,1648.8721,1663.493,1669.2444
2013-07-30,1642.0907,1644.0748,1646.3201,1648.9513,1663.381,1669.2751,1672.0347
2013-07-31,1643.9714,1646.3512,1648.8998,1662.3302,1669.3114,1672.0144,1673.6626
2013-08-01,1646.4341,1648.9615,1663.3125,1669.2308,1672.1022,1673.6288,1673.6814
2013-08-02,1648.9305,1662.8854,1669.2217,1672.1064,1673.6052,1673.6279,1675.2698
2013-08-04,1664.7234,1669.1483,1672.0688,1673.65,1673.6437,1675.2574,1679.6448
2013-08-05,1669.2175,1672.0193,1673.6888,1673.6553,1675.2761,1679.6971,1680.2423
2013-08-06,1672.0306,1673.6072,1673.741,1675.2567,1679.6995,1680.3247,1680.6177
2013-08-07,1673.657,1673.7866,1675.3728,1679.6951,1680.3325,1680.6941,1680.9425
2013-08-08,1673.7222,1675.2872,1679.7584,1680.2384,1680.6472,1680.977,1682.2662
2013-08-09,1675.293,1679.7589,1680.2906,1680.605,1680.9674,1682.258,1683.5256
2013-08-11,1679.723,1680.3173,1680.6602,1680.9646,1682.2136,1683.4901,1683.4736
2013-08-12,1680.3372,1680.6493,1680.9961,1682.2224,1683.4968,1683.4861,1683.4963
2013-08-13,1680.5999,1680.927,1682.2245,1683.4462,1683.5009,1683.4792,1683.5304
2013-08-14,1680.9823,1682.2773,1683.5652,1683.4929,1683.5327,1683.56,1683.5142
2013-08-15,1682.1913,1683.491,1683.4353,1683.5133,1683.4813,1683.4889,1683.4922
2013-08-16,1683.4811,1683.4515,1683.5804,1683.4886,1683.4722,1683.5135,1683.4795
2013-08-18,1683.556,1683.49,1683.4685,1683.5323,1683.512,1683.4576,1683.5153
2013-08-19,1683.4221,1683.58,1683.4928,1683.4965,1683.4445,1683.5367,1683.4878
2013-08-20,1683.5721,1683.5314,1683.5675,1683.5613,1683.494,1683.488,1683.523
2013-08-21,1683.4567,1683.5258,1683.4327,1683.4703,1683.4851,1683.4904,1683.4586
2013-08-22,1683.4816,1683.5906,1683.583,1683.482,1683.4757,1683.511,1683.4823
2013-08-23,1683.5581,1683.5286,1683.4666,1683.5359,1683.5164,1683.5199,1683.5258
2013-08-25,1683.4203,1683.5209,1683.492,1683.5067,1683.5052,1683.4861,1683.4987
2013-08-26,1683.5743,1683.493,1683.5685,1683.4912,1683.4973,1683.5178,1683.529
2013-08-27,1683.4559,1683.4658,1683.4304,1683.5237,1683.4835,1683.4883,1683.4719
2013-08-28,1683.4816,1683.4567,1683.5846,1683.5032,1683.4705,1683.4849,1682.2391
2013-08-29,1683.5596,1683.4226,1683.4656,1683.4442,1683.5126,1682.2574,1680.5432
2013-08-30,1683.419,1683.4984,1683.4915,1683.4865,1682.2609,1680.5522,1680.2842
2013-09-01,1683.5757,1683.4877,1683.5695,1682.2523,1680.6848,1680.273,1664.7916
2013-09-02,1683.455,1683.4445,1682.259,1680.622,1680.3229,1664.862,1661.4553
2013-09-03,1683.4812,1682.266,1680.6337,1680.3463,1664.9183,1661.5089,1660.3727
2013-09-04,1682.2551,1680.6127,1680.3146,1664.889,1661.5309,1660.3645,1660.398
2013-09-05,1680.563,1680.3077,1664.8578,1661.5123,1660.4363,1660.369,1660.4073
2013-09-06,1680.3121,1664.8984,1661.5472,1660.4401,1660.417,1660.4164,1660.4248
2013-09-08,1664.8494,1661.5336,1660.4172,1660.359,1660.4092,1660.3616,1660.3894
2013-09-09,1661.4902,1660.4346,1660.3754,1660.3427,1660.4559,1660.366,1660.3967
2013-09-10,1660.393,1660.4419,1660.3591,1660.4216,1660.3802,1660.4142,1660.4108
2013-09-11,1660.3682,1660.3206,1660.4384,1660.4375,1660.3925,1660.3605,1660.3832
2013-09-12,1660.4396,1660.4131,1660.4543,1660.3575,1660.4594,1660.3658,1660.3451
2013-09-13,1660.3481,1660.39,1660.3743,1660.3416,1660.3706,1660.4147,1660.3574
2013-09-15,1660.3827,1660.4,1660.3582,1660.4215,1660.4072,1660.3605,1660.3793
2013-09-16,1660.4398,1660.3456,1660.4384,1660.4374,1660.459,1660.3661,1660.3973
2013-09-17,1660.3665,1660.3732,1660.4543,1660.3569,1660.3828,1660.4153,1660.4058
2013-09-18,1660.4968,1660.4489,1660.3738,1660.3407,1660.3706,1660.3608,1660.4219
2013-09-19,1660.4059,1660.3909,1660.3578,1660.4216,1660.4052,1660.3661,1660.4255
2013-09-20,1660.4521,1660.4016,1660.4388,1660.4379,1660.3894,1660.4154,1660.3757
2013-09-22,1660.3958,1660.3466,1660.4551,1660.3568,1660.4209,1660.3608,1660.3794
2013-09-23,1660.3369,1660.3734,1660.3739,1660.3405,1660.3516,1660.3661,1660.4253
2013-09-24,1660.3848,1660.4486,1660.3582,1660.4226,1660.3467,1660.416,1661.427
2013-09-25,1660.3627,1660.3197,1660.4403,1660.4393,1660.4373,1661.4938,1662.9365
2013-09-26,1660.4425,1660.3732,1660.458,1660.3589,1661.528,1663.0363,1673.4905
2013-09-27,1660.4379,1660.403,1660.3766,1661.5286,1662.9227,1673.4526,1675.3878
2013-09-29,1660.4315,1660.4149,1661.5369,1662.8848,1673.5674,1675.2732,1675.3151
2013-09-30,1660.4553,1661.4705,1662.8496,1673.231,1675.4069,1675.3989,1676.5006
2013-10-01,1661.4608,1662.9337,1673.2562,1675.4427,1675.3889,1676.532,1676.4948
2013-10-02,1662.9058,1673.2441,1675.393,1675.3602,1676.4884,1676.4843,1676.6085
2013-10-03,1673.2968,1675.3992,1675.4009,1676.4955,1676.4623,1676.4756,1676.547
2013-10-04,1675.3268,1675.3912,1676.4865,1676.4512,1676.5314,1676.4758,1676.5398
2013-10-06,1675.3715,1676.456,1676.526,1676.4983,1676.4996,1676.4756,1676.5621
2013-10-07,1676.5048,1676.5377,1676.4391,1676.5101,1676.5288,1676.515,1679.0442
2013-10-08,1676.4655,1676.554,1676.5659,1676.5698,1676.4905,1679.0052,1680.3192
2013-10-09,1676.4963,1676.4725,1676.4833,1676.4885,1679.0021,1680.2085,1683.4406
2013-10-10,1676.4663,1676.4562,1676.4374,1679.0675,1680.2726,1683.4469,1683.6873
2013-10-11,1676.506,1676.5377,1679.0104,1680.2627,1683.4521,1683.7131,1685.0233
2013-10-13,1676.5317,1679.0787,1680.166,1683.5326,1683.705,1685.07,1685.2078
2013-10-14,1678.9779,1680.2494,1683.4929,1683.7588,1685.1311,1685.127,1685.4818
2013-10-15,1680.2295,1683.462,1683.744,1685.12,1685.191,1685.5166,1686.3079
2013-10-16,1683.4333,1683.7749,1685.1566,1685.1104,1685.5085,1686.2805,1689.2137
2013-10-17,1683.7657,1685.0981,1685.1765,1685.5137,1686.3606,1689.2758,1689.593
2013-10-18,1685.1482,1685.1105,1685.5345,1686.206,1689.3339,1689.6016,1690.4056
2013-10-20,1685.1284,1685.5314,1686.1509,1689.3265,1689.4962,1690.423,1693.5249
2013-10-21,1685.479,1686.2231,1689.2811,1689.5787,1690.3922,1693.4612,1694.5214
2013-10-22,1686.254,1689.291,1689.5807,1690.3976,1693.4983,1694.5203,1697.9664
2013-10-23,1689.2845,1689.5396,1690.438,1693.4812,1694.4841,1697.9093,1697.9164
2013-10-24,1689.5569,1690.3522,1693.3771,1694.4806,1697.9583,1697.9589,1697.935
2013-10-25,1690.4437,1693.4402,1694.5343,1697.9143,1697.9323,1697.959,1697.885
2013-10-27,1693.4932,1694.4902,1697.9156,1697.9032,1697.9177,1697.9578,1697.9595
2013-10-28,1694.4773,1697.9398,1698.0253,1697.8993,1697.9592,1697.9167,1697.9225
2013-10-29,1697.9407,1697.8876,1698.0278,1697.9419,1697.8987,1697.925,1697.8986
2013-10-30,1697.9346,1697.939,1697.9409,1697.9362,1697.931,1697.9248,1697.9645
2013-10-31,1697.8756,1697.934,1697.8278,1697.9291,1697.9146,1697.9156,1700.8667
2013-11-01,1697.9579,1697.8873,1697.8251,1697.9791,1697.9557,1700.84,1707.7152
2013-11-03,1697.991,1697.9395,1697.9128,1697.9194,1700.8406,1707.9604,1718.2834
2013-11-04,1697.9142,1697.9342,1698.0284,1700.8818,1707.8943,1718.1377,1734.1783
