,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD,SPXUSD
2014-10-12,1990.2485,1989.666,1982.0391,1980.6616,1979.3499,1977.8862,1973.0532
2014-10-13,1989.5929,1981.8058,1980.6896,1979.3865,1977.9045,1973.0344,1973.0024
2014-10-14,1982.0255,1980.6456,1979.3628,1977.7804,1973.1091,1973.0333,1969.1786
2014-10-15,1980.6302,1979.3363,1977.9657,1973.0709,1972.9415,1969.0748,1967.07
2014-10-16,1979.2994,1977.8785,1973.0867,1973.0061,1969.1685,1967.0103,1965.2999
2014-10-17,1977.9364,1973.0116,1973.0203,1969.1465,1967.0479,1965.2947,1963.9182
2014-10-19,1973.0894,1972.9906,1969.1921,1967.0118,1965.2365,1963.9578,1961.9658
2014-10-20,1972.9996,1969.2566,1967.0049,1965.2218,1963.9519,1962.0209,1952.9
2014-10-21,1969.1874,1967.0558,1965.228,1963.9626,1962.0177,1952.9673,1952.9094
2014-10-22,1967.0181,1965.2933,1963.9456,1961.9503,1952.8228,1952.9688,1952.9144
2014-10-23,1965.2213,1964.0017,1961.8887,1952.8196,1952.9902,1952.9363,1952.9601
2014-10-24,1963.9629,1961.9818,1952.8772,1952.9312,1952.8773,1952.8682,1952.9092
2014-10-26,1962.0239,1952.8871,1952.9567,1952.9591,1952.902,1952.9006,1952.9144
2014-10-27,1952.9935,1952.9203,1952.9337,1952.9332,1952.9773,1952.9696,1952.9608
2014-10-28,1952.8997,1952.9121,1952.9567,1952.9591,1952.8423,1952.9368,1952.9089
2014-10-29,1952.9564,1952.9854,1952.9333,1952.9326,1952.9937,1952.8672,1952.9141
2014-10-30,1952.9583,1952.946,1952.9567,1952.9591,1952.8765,1952.9004,1952.9613
2014-10-31,1952.9159,1952.9773,1952.9331,1952.9324,1952.9019,1952.9703,1952.9088
2014-11-02,1952.9323,1952.8695,1952.9567,1952.9591,1952.9789,1952.9368,1952.9141
2014-11-03,1952.9308,1952.9088,1952.9329,1952.9324,1952.84,1952.8661,1952.9615
2014-11-04,1952.9355,1952.8862,1952.9567,1952.9591,1952.995,1952.8999,1952.9086
2014-11-05,1952.8984,1952.9365,1952.9326,1952.9321,1952.8754,1952.9712,1952.9138
2014-11-06,1952.958,1952.9679,1952.9567,1952.9591,1952.9015,1952.937,1952.9622
2014-11-07,1952.913,1952.918,1952.9326,1952.9321,1952.9801,1952.8656,1952.9086
2014-11-09,1952.8906,1952.9562,1952.9568,1952.9592,1952.8384,1952.9001,1955.9637
2014-11-10,1952.9459,1952.9498,1952.9326,1952.9321,1952.9962,1955.9524,1960.1707
2014-11-11,1952.917,1952.9402,1952.957,1952.9592,1955.985,1960.1606,1961.916
2014-11-12,1952.9355,1952.9406,1952.9326,1955.9471,1960.1727,1961.9154,1961.971
2014-11-13,1952.9895,1952.9409,1955.9996,1960.2255,1961.9938,1961.9297,1968.2521
2014-11-14,1952.9371,1955.9873,1960.1091,1961.9462,1961.9379,1968.2935,1975.929
2014-11-16,1955.9456,1960.2013,1961.9813,1961.9419,1968.2032,1975.8379,1978.4534
2014-11-17,1960.199,1961.945,1961.9877,1968.2279,1975.8112,1978.4938,1994.7428
2014-11-18,1961.9348,1962.0175,1968.38,1975.8966,1978.3049,1994.407,2007.9297
2014-11-19,1961.9962,1968.3411,1975.8123,1978.441,1994.9623,2007.9135,2010.1824
2014-11-20,1968.4218,1975.9869,1978.4207,1994.8762,2007.8044,2010.3127,2010.7323
2014-11-21,1975.7787,1978.3696,1994.4341,2007.8126,2010.2292,2010.6749,2014.6201
2014-11-23,1978.4834,1994.9913,2008.1198,2010.2432,2010.6866,2014.6047,2020.0701
2014-11-24,1994.6685,2008.0262,2010.2732,2010.7593,2014.583,2019.9766,2026.8298
2014-11-25,2007.9233,2010.262,2010.7662,2014.562,2020.0701,2026.8668,2028.1516
2014-11-26,2010.2947,2010.7444,2014.6078,2019.9072,2026.8517,2028.1445,2030.1266
2014-11-27,2010.7709,2014.5685,2019.9081,2026.8846,2028.1553,2030.1389,2030.2745
2014-11-28,2014.6783,2019.9043,2026.8341,2028.2238,2030.102,2030.2445,2032.7242
2014-11-30,2019.9829,2026.7565,2028.2299,2030.1511,2030.2451,2032.6575,2034.149
2014-12-01,2026.8214,2028.1841,2030.1295,2030.2261,2032.6823,2034.1466,2035.1005
2014-12-02,2028.2039,2030.1091,2030.2418,2032.7262,2034.2587,2035.1311,2035.734
2014-12-03,2030.1608,2030.246,2032.6836,2034.209,2035.105,2035.7627,2037.0094
2014-12-04,2030.2593,2032.6981,2034.2146,2035.0724,2035.7743,2036.962,2044.2258
2014-12-05,2032.6251,2034.1426,2035.1233,2035.8593,2037.0253,2044.0138,2044.1902
2014-12-07,2034.3088,2035.1631,2035.7662,2037.017,2044.088,2044.1849,2044.1134
2014-12-08,2035.0414,2035.7172,2036.9229,2044.2,2044.1731,2044.1849,2044.2524
2014-12-09,2035.7671,2037.0272,2044.1102,2044.1252,2044.1609,2044.0876,2044.0977
2014-12-10,2036.9607,2044.0027,2044.1738,2044.1588,2044.1525,2044.1394,2044.2168
2014-12-11,2044.1589,2044.1606,2044.2102,2044.23,2044.189,2044.1445,2044.1908
2014-12-12,2044.1643,2044.1296,2044.1777,2044.1959,2044.179,2044.0759,2044.1124
2014-12-14,2044.182,2044.1322,2044.2284,2044.1245,2044.172,2044.1415,2044.2535
2014-12-15,2044.1538,2044.1696,2044.155,2044.1586,2044.1572,2044.1494,2045.2028
2014-12-16,2044.1727,2044.1318,2044.1433,2044.2302,2044.1968,2045.1693,2045.3877
2014-12-17,2044.1887,2044.2428,2044.2253,2044.1959,2045.2373,2045.3802,2050.8396
2014-12-18,2044.158,2044.1603,2044.1614,2045.2043,2045.4362,2050.934,2054.8108
2014-12-19,2044.1769,2044.1327,2045.1488,2045.4128,2050.7732,2054.8782,2058.9146
2014-12-21,2044.1385,2045.1545,2045.3601,2050.796,2054.7722,2058.8972,2059.1487
2014-12-22,2045.226,2045.4253,2050.856,2054.7607,2058.891,2059.1023,2061.9976
2014-12-23,2045.484,2050.775,2054.8374,2058.8672,2059.146,2061.923,2062.1777
2014-12-24,2050.8623,2054.8936,2058.8352,2059.1177,2061.8665,2062.1516,2065.7224
2014-12-25,2054.8428,2058.8696,2059.1182,2061.9065,2062.0806,2065.6963,2066.0767
2014-12-26,2058.8323,2059.0847,2061.922,2062.1194,2065.8086,2066.017,2066.4993
2014-12-28,2059.097,2061.9985,2062.1646,2065.8042,2066.0447,2066.611,2066.5562
2014-12-29,2061.857,2062.099,2065.818,2066.086,2066.5913,2066.5247,2066.4558
2014-12-30,2062.1663,2065.7366,2066.098,2066.5032,2066.543,2066.4111,2066.5088
2014-12-31,2065.7097,2066.0872,2066.4712,2066.512,2066.5012,2066.4082,2066.5154
2015-01-01,2066.0596,2066.3894,2066.504,2066.52,2066.511,2066.4963,2066.5312
2015-01-02,2066.4844,2066.6372,2066.4988,2066.4836,2066.518,2066.6113,2066.0972
2015-01-04,2066.5225,2066.583,2066.5576,2066.545,2066.482,2066.0618,2060.042
2015-01-05,2066.512,2066.3582,2066.5386,2066.5461,2066.053,2060.0645,2059.0989
2015-01-06,2066.5144,2066.503,2066.5322,2066.0352,2059.9873,2059.1536,2058.904
2015-01-07,2066.5571,2066.6594,2066.0847,2059.9731,2059.073,2058.8562,2055.192
2015-01-08,2066.4985,2066.0674,2059.962,2059.101,2058.9001,2055.232,2055.1995
2015-01-09,2066.135,2059.9138,2059.1233,2058.9026,2055.2104,2055.2266,2050.8176
2015-01-11,2060.041,2059.1462,2058.9062,2055.1672,2055.2827,2050.763,2046.7233
2015-01-12,2059.0894,2058.8752,2055.2378,2055.2903,2050.8452,2046.7192,2044.2185
2015-01-13,2058.9753,2055.324,2055.2983,2050.8008,2046.7516,2044.2452,2042.7329
2015-01-14,2055.2332,2055.2542,2050.82,2046.677,2044.2516,2042.7258,2042.2639
2015-01-15,2055.2068,2050.8447,2046.8055,2044.199,2042.7432,2042.2328,2041.7498
2015-01-16,2050.8267,2046.7987,2044.2291,2042.638,2042.2234,2041.7374,2036.4445
2015-01-18,2046.7491,2044.2479,2042.6852,2042.2094,2041.7512,2036.4603,2036.3695
2015-01-19,2044.2814,2042.7214,2042.2192,2041.7896,2036.3069,2036.4219,2041.106
2015-01-20,2042.7588,2042.2366,2041.8871,2036.4592,2036.4109,2041.0981,2041.0496
2015-01-21,2042.2267,2041.7921,2036.4973,2036.3967,2041.0371,2041.065,2041.7498
2015-01-22,2041.7687,2036.4424,2036.4674,2041.1183,2041.1165,2041.7863,2041.7523
2015-01-23,2036.3356,2036.369,2041.1227,2041.0354,2041.72,2041.7788,2041.7467
2015-01-25,2036.4205,2041.129,2041.0609,2041.7614,2041.7516,2041.7104,2041.737
2015-01-26,2041.0203,2041.11,2041.8528,2041.7626,2041.7924,2041.7997,2040.9916
2015-01-27,2041.0437,2041.8055,2041.8423,2041.7748,2041.7461,2041.1079,2036.2556
2015-01-28,2041.8483,2041.7852,2041.742,2041.8081,2041.0751,2036.2515,2034.6274
2015-01-29,2041.6917,2041.7802,2041.7086,2041.0657,2036.31,2034.6823,2031.3951
2015-01-30,2041.8126,2041.8292,2041.0575,2036.3701,2034.5942,2031.5139,2031.4502
2015-02-01,2041.7861,2041.0217,2036.2255,2034.5836,2031.3851,2031.5177,2031.3994
2015-02-02,2040.9813,2036.3384,2034.6442,2031.4221,2031.3921,2031.4268,2031.4479
2015-02-03,2036.2574,2034.6802,2031.3824,2031.3885,2031.342,2031.3083,2031.3809
2015-02-04,2034.619,2031.356,2031.3414,2031.3942,2031.4042,2031.3055,2031.4176
2015-02-05,2031.4022,2031.3981,2031.4639,2031.339,2031.4286,2031.3972,2031.3984
2015-02-06,2031.4645,2031.4115,2031.4338,2031.4082,2031.3658,2031.5165,2031.4102
2015-02-08,2031.4215,2031.4307,2031.4227,2031.4135,2031.3854,2031.5193,2031.463
2015-02-09,2031.3413,2031.4615,2031.4393,2031.367,2031.3917,2031.4265,2031.3524
2015-02-10,2031.3698,2031.408,2031.4261,2031.4668,2031.4146,2031.3068,2031.4485
2015-02-11,2031.4387,2031.4193,2031.4391,2031.4277,2031.4287,2031.3042,2031.3906
2015-02-12,2031.3997,2031.3844,2031.3766,2031.3871,2031.3417,2031.3972,2034.6362
2015-02-13,2031.4172,2031.4487,2031.396,2031.4355,2031.457,2034.7118,2035.138
2015-02-15,2031.3806,2031.4103,2031.3629,2031.4153,2034.6497,2035.1506,2036.2722
2015-02-16,2031.3909,2031.425,2031.3962,2034.6454,2035.1907,2036.267,2036.2549
2015-02-17,2031.4232,2031.4504,2034.718,2035.1337,2036.2386,2036.1864,2036.2893
2015-02-18,2031.3379,2034.6469,2035.1763,2036.212,2036.2627,2036.3306,2041.1105
2015-02-19,2034.6963,2035.1522,2036.2623,2036.2618,2036.2789,2041.087,2042.6256
2015-02-20,2035.1808,2036.2089,2036.2794,2036.346,2041.0875,2042.6279,2044.2068
2015-02-22,2036.3,2036.2329,2036.2437,2041.0433,2042.71,2044.1515,2044.2772
2015-02-23,2036.3374,2036.2694,2041.1254,2042.6224,2044.1029,2044.2758,2045.036
2015-02-24,2036.2434,2041.1809,2042.7986,2044.098,2044.2959,2045.0784,2052.5796
2015-02-25,2041.1149,2042.689,2044.1536,2044.3148,2045.0585,2052.5332,2054.2605
2015-02-26,2042.6642,2044.03,2044.262,2045.1604,2052.4448,2054.331,2057.881
2015-02-27,2044.0884,2044.3317,2045.1252,2052.6533,2054.3135,2057.8542,2061.962
2015-03-01,2044.3152,2045.1611,2052.512,2054.3354,2057.8164,2061.9329,2076.1704
2015-03-02,2045.0929,2052.5923,2054.3452,2057.8506,2061.941,2076.018,2086.53
2015-03-03,2052.525,2054.2969,2057.8633,2062.0784,2076.3054,2086.6394,2086.8809
2015-03-04,2054.2983,2057.8528,2061.99,2076.399,2086.7034,2086.7878,2086.893
2015-03-05,2057.8618,2062.1091,2076.0417,2086.6047,2086.8452,2086.9106,2086.9028
2015-03-06,2061.9988,2076.3162,2086.6897,2086.8872,2086.8894,2086.8838,2086.9106
2015-03-08,2076.1062,2086.6938,2086.8777,2086.8816,2086.8384,2086.8032,2086.9377
2015-03-09,2086.6008,2086.8682,2086.8782,2086.8323,2086.9277,2086.948,2086.8962
2015-03-10,2086.7834,2086.8992,2086.8655,2086.887,2086.8796,2086.7869,2086.8625
2015-03-11,2086.9434,2086.874,2086.8572,2086.8816,2086.9014,2086.9106,2086.8967
2015-03-12,2086.8203,2086.8984,2086.8848,2086.832,2086.9268,2086.8838,2086.876
2015-03-13,2086.8472,2086.8845,2086.9128,2086.887,2086.888,2086.8027,2086.8132
2015-03-15,2086.9275,2086.8738,2086.8838,2086.8816,2086.8784,2086.9485,2087.7732
2015-03-16,2086.7825,2086.8625,2086.8652,2086.832,2086.875,2087.7908,2088.3264
2015-03-17,2086.9438,2086.8984,2086.8906,2086.887,2087.7766,2088.2583,2090.3423
2015-03-18,2086.8198,2086.8967,2086.9165,2087.8535,2088.2498,2090.338,2091.2732
2015-03-19,2086.847,2086.89,2087.8496,2088.291,2090.4167,2091.2136,2093.3218
2015-03-20,2086.928,2087.7944,2088.2322,2090.3325,2091.282,2093.3665,2093.333
2015-03-22,2087.8242,2088.2412,2090.3508,2091.25,2093.2427,2093.2869,2093.3933
2015-03-23,2088.2913,2090.4133,2091.2664,2093.4236,2093.321,2093.4287,2093.356
2015-03-24,2090.2146,2091.28,2093.348,2093.3586,2093.3054,2093.2708,2093.3723
2015-03-25,2091.289,2093.3892,2093.3152,2093.3345,2093.384,2093.392,2093.335
2015-03-26,2093.4243,2093.3184,2093.3218,2093.3684,2093.4,2093.3657,2093.308
2015-03-27,2093.359,2093.4011,2093.2656,2093.3574,2093.321,2093.2861,2093.3215
2015-03-29,2093.3345,2093.3584,2093.3342,2093.338,2093.3052,2093.4297,2086.928
2015-03-30,2093.3684,2093.318,2093.341,2093.321,2093.3848,2086.8447,2081.9397
2015-03-31,2093.358,2093.307,2093.2954,2093.312,2086.834,2081.8687,2073.6697
2015-04-01,2093.3384,2093.3179,2093.394,2086.9004,2081.8157,2073.4175,2073.6213
2015-04-02,2093.3215,2093.3079,2086.855,2081.8079,2073.6206,2073.566,2072.6836
2015-04-05,2093.3125,2086.8513,2081.8545,2073.6262,2073.597,2072.724,2072.7275
2015-04-06,2086.9072,2081.877,2073.626,2073.5796,2072.754,2072.7515,2072.8044
2015-04-07,2081.9204,2073.531,2073.5974,2072.752,2072.7214,2072.789,2072.7773
2015-04-08,2073.6357,2073.62,2072.7373,2072.672,2072.7466,2072.7776,2072.7117
2015-04-09,2073.5586,2072.7258,2072.7856,2072.7021,2072.761,2072.7554,2072.7498
2015-04-10,2072.7605,2072.7498,2072.7366,2072.7703,2072.724,2072.7366,2072.7322
2015-04-12,2072.6895,2072.7256,2072.7468,2072.7322,2072.744,2072.7268,2072.766
2015-04-13,2072.7239,2072.7498,2072.788,2072.7495,2072.7993,2072.7085,2072.745
2015-04-14,2072.7961,2072.7256,2072.7507,2072.7146,2072.7554,2072.7424,2072.6843
2015-04-15,2072.7612,2072.75,2072.7573,2072.736,2072.6763,2072.735,2072.7268
2015-04-16,2072.6887,2072.7256,2072.6953,2072.7976,2072.7058,2072.7214,2073.5376
2015-04-17,2072.7234,2072.75,2072.7175,2072.753,2072.774,2073.6257,2073.9128
2015-04-19,2072.7961,2072.7253,2072.7234,2072.7214,2073.5825,2073.9475,2076.5366
2015-04-20,2072.7612,2072.75,2072.6714,2073.584,2073.832,2076.6592,2081.2734
2015-04-21,2072.688,2072.7253,2073.4988,2073.833,2076.5847,2081.3435,2081.8857
2015-04-22,2072.7231,2073.585,2073.9524,2076.4949,2081.2808,2081.8853,2083.8093
2015-04-23,2073.5586,2073.9639,2076.5518,2081.333,2081.8552,2083.7659,2087.042
2015-04-24,2074.0007,2076.5442,2081.2617,2081.8184,2083.8357,2087.1074,2089.4385
2015-04-26,2076.44,2081.3267,2081.8477,2083.7625,2087.0361,2089.3218,2089.711
2015-04-27,2081.3547,2081.9182,2083.8306,2087.0024,2089.474,2089.692,2090.064
2015-04-28,2081.9011,2083.7556,2087.082,2089.3923,2089.6853,2090.108,2090.125
2015-04-29,2083.7927,2087.0383,2089.3386,2089.648,2090.174,2090.092,2090.1252
2015-04-30,2087.0562,2089.3948,2089.686,2090.078,2090.1243,2090.0803,2090.0823
2015-05-01,2089.4287,2089.7068,2090.1338,2090.1184,2090.1504,2090.1023,2089.6907
2015-05-03,2089.7068,2090.131,2090.1226,2090.0515,2090.089,2089.7378,2089.3865
2015-05-04,2090.124,2090.0576,2090.103,2090.1035,2089.632,2089.4285,2089.6907
2015-05-05,2090.1243,2090.1301,2090.086,2089.6772,2089.397,2089.7375,2090.0642
2015-05-06,2090.1223,2090.1199,2089.7083,2089.396,2089.698,2090.1116,2091.0183
2015-05-07,2090.0784,2089.6396,2089.3828,2089.6868,2090.107,2090.939,2092.1272
2015-05-08,2089.7307,2089.4153,2089.7146,2090.0757,2090.974,2092.1467,2092.213
2015-05-10,2089.4478,2089.6794,2090.0984,2090.9583,2092.0896,2092.2563,2093.492
2015-05-11,2089.748,2090.062,2090.9143,2092.136,2092.223,2093.4988,2095.226
2015-05-12,2090.1218,2090.9746,2092.0688,2092.1104,2093.562,2095.2273,2095.9143
2015-05-13,2090.963,2092.0986,2092.2249,2093.4375,2095.2334,2095.968,2097.4995
2015-05-14,2092.0723,2092.3232,2093.465,2095.161,2095.9216,2097.5142,2097.582
2015-05-15,2092.1926,2093.5374,2095.2417,2096.0002,2097.4695,2097.5125,2098.0195
2015-05-17,2093.4956,2095.306,2095.9521,2097.4402,2097.6414,2098.0957,2098.5874
2015-05-18,2095.1594,2095.909,2097.4844,2097.578,2098.0386,2098.6177,2098.79
2015-05-19,2095.905,2097.4634,2097.6194,2098.0308,2098.4614,2098.7322,2100.1973
2015-05-20,2097.4575,2097.5989,2098.0781,2098.6096,2098.7585,2100.2493,2101.5286
2015-05-21,2097.6584,2098.0781,2098.6006,2098.7422,2100.2336,2101.4976,2102.7842
2015-05-22,2097.9487,2098.6262,2098.7046,2100.197,2101.527,2102.6716,2104.0728
2015-05-24,2098.593,2098.7737,2100.27,2101.563,2102.699,2103.9297,2105.0588
2015-05-25,2098.6975,2100.2302,2101.4585,2102.6826,2104.1147,2104.978,2107.2603
2015-05-26,2100.2285,2101.487,2102.7974,2104.0176,2105.0403,2107.2659,2107.9487
2015-05-27,2101.514,2102.7344,2103.9993,2105.0286,2107.3464,2107.932,2107.9697
2015-05-28,2102.7676,2104.005,2105.041,2107.2705,2107.8088,2108.1047,2108.058
2015-05-29,2103.973,2105.0264,2107.3027,2107.9353,2108.0857,2108.0552,2108.4724
2015-05-31,2104.9663,2107.302,2107.9204,2108.1072,2108.074,2108.4766,2108.4648
2015-06-01,2107.3262,2107.9011,2108.1145,2108.0513,2108.4954,2108.4055,2108.503
2015-06-02,2107.8704,2108.0845,2108.0388,2108.5095,2108.4312,2108.4395,2108.1714
2015-06-03,2108.0684,2108.014,2108.5518,2108.4111,2108.4622,2108.0776,2107.9058
2015-06-04,2108.0757,2108.454,2108.4226,2108.4492,2108.0815,2107.8604,2107.3271
2015-06-05,2108.4604,2108.4954,2108.4905,2108.0417,2107.9153,2107.3457,2107.3428
2015-06-07,2108.4846,2108.4805,2108.0376,2107.88,2107.3342,2107.338,2107.516
2015-06-08,2108.4604,2108.1301,2107.9392,2107.3145,2107.282,2107.518,2107.492
2015-06-09,2108.095,2107.9434,2107.336,2107.3147,2107.5374,2107.4917,2107.4856
2015-06-10,2107.9055,2107.322,2107.3,2107.5034,2107.5142,2107.5342,2107.574
2015-06-11,2107.2454,2107.349,2107.4421,2107.5361,2107.5486,2107.5146,2107.5996
2015-06-12,2107.311,2107.5962,2107.5728,2107.5142,2107.5388,2107.5188,2107.4912
2015-06-14,2107.456,2107.5286,2107.6301,2107.5774,2107.52,2107.4805,2108.0146
2015-06-15,2107.5356,2107.5188,2107.5835,2107.499,2107.503,2107.8071,2108.1191
2015-06-16,2107.5518,2107.5469,2107.4517,2107.5332,2107.9233,2108.0693,2108.1353
2015-06-17,2107.4717,2107.4707,2107.3938,2107.9438,2108.0835,2108.0376,2108.055
2015-06-18,2107.4556,2107.5586,2107.8994,2108.0886,2108.0686,2108.0593,2109.713
2015-06-19,2107.5361,2107.9062,2108.1304,2108.071,2108.1006,2109.5857,2109.716
2015-06-21,2107.8677,2108.0044,2108.057,2108.1147,2109.7993,2109.5833,2109.683
2015-06-22,2108.0994,2108.1355,2108.048,2109.733,2109.6958,2109.6743,2109.6921
2015-06-23,2108.0393,2108.1934,2109.673,2109.6648,2109.6492,2109.7927,2109.2427
2015-06-24,2108.098,2109.7207,2109.6587,2109.6675,2109.639,2109.2632,2107.9011
2015-06-25,2109.7039,2109.6677,2109.7383,2109.7036,2109.2273,2107.9348,2107.5933
2015-06-26,2109.7666,2109.7356,2109.7542,2109.2249,2107.8875,2107.5142,2106.8699
2015-06-28,2109.7202,2109.7112,2109.207,2107.8818,2107.533,2106.8884,2106.8374
2015-06-29,2109.6917,2109.278,2107.9058,2107.4949,2106.8726,2106.789,2102.2131
2015-06-30,2109.1719,2107.8792,2107.4355,2106.8845,2106.8691,2102.2566,2101.9148
2015-07-01,2107.907,2107.5073,2106.9062,2106.8188,2102.281,2101.8914,2099.2854
2015-07-02,2107.5696,2107.0103,2106.796,2102.315,2101.954,2099.352,2098.4558
2015-07-03,2106.857,2106.7566,2102.2456,2101.8828,2099.317,2098.573,2094.714
2015-07-05,2106.8015,2102.2366,2101.925,2099.351,2098.5618,2094.6892,2094.6555
2015-07-06,2102.2224,2101.8887,2099.3364,2098.509,2094.7185,2094.6594,2094.1428
2015-07-07,2101.925,2099.3748,2098.4253,2094.6836,2094.6387,2094.146,2089.546
2015-07-08,2099.3262,2098.6199,2094.6475,2094.6138,2094.2014,2089.4763,2086.128
2015-07-09,2098.604,2094.674,2094.6975,2094.2385,2089.5164,2086.176,2086.105
2015-07-10,2094.6516,2094.6648,2094.1003,2089.5154,2086.0808,2086.06,2086.033
2015-07-12,2094.6355,2094.1548,2089.598,2086.1226,2086.0955,2086.046,2086.1636
2015-07-13,2094.2407,2089.4656,2085.999,2086.0762,2086.0642,2086.1182,2086.0176
2015-07-14,2089.569,2086.0845,2086.068,2086.0867,2086.079,2086.1328,2086.1304
2015-07-15,2086.104,2086.0938,2086.0444,2086.0413,2086.0498,2086.059,2086.1052
2015-07-16,2086.1467,2086.0618,2086.0977,2086.0745,2086.113,2086.044,2094.1865
2015-07-17,2086.0667,2086.076,2086.1228,2086.0688,2086.119,2094.0403,2094.708
2015-07-19,2086.0283,2086.0476,2086.0854,2086.0586,2094.1555,2094.745,2097.783
2015-07-20,2086.073,2086.111,2086.1162,2094.028,2094.6565,2097.7878,2094.1558
2015-07-21,2086.0786,2086.116,2094.099,2094.6907,2097.7742,2094.1362,2090.363
2015-07-22,2085.9753,2094.1768,2094.6858,2097.8918,2094.1575,2090.479,2090.3728
2015-07-23,2093.9844,2094.772,2097.765,2094.1543,2090.3877,2090.4458,2090.4285
2015-07-24,2094.7588,2097.8433,2094.1733,2090.391,2090.4446,2090.3232,2093.9363
2015-07-26,2097.77,2094.218,2090.422,2090.289,2090.403,2094.01,2093.9414
2015-07-27,2094.129,2090.4163,2090.3633,2090.346,2094.0205,2093.8984,2093.9014
2015-07-28,2090.3047,2090.407,2090.3674,2093.8813,2093.9695,2093.923,2093.916
2015-07-29,2090.403,2090.4602,2093.9453,2093.9194,2093.932,2093.9993,2092.2498
2015-07-30,2090.4106,2093.8892,2093.828,2093.888,2093.893,2092.229,2090.4165
2015-07-31,2093.9465,2093.9297,2093.9124,2093.878,2092.2485,2090.4053,2090.369
2015-08-02,2093.9197,2093.9275,2093.8684,2092.3447,2090.389,2090.3623,2088.183
2015-08-03,2093.9456,2093.9194,2092.2039,2090.4617,2090.4026,2088.2231,2085.589
2015-08-04,2093.9194,2092.3047,2090.39,2090.371,2088.1455,2085.572,2083.2688
2015-08-05,2092.3115,2090.3743,2090.4272,2088.231,2085.5635,2083.2383,2085.5364
2015-08-06,2090.3562,2090.3655,2088.1868,2085.6548,2083.2344,2085.569,2085.6
2015-08-07,2090.3396,2088.1895,2085.5793,2083.221,2085.6252,2085.5413,2085.5913
2015-08-09,2088.1562,2085.509,2083.2725,2085.54,2085.5393,2085.5679,2085.5378
2015-08-10,2085.573,2083.2344,2085.5403,2085.598,2085.5251,2085.541,2085.5823
2015-08-11,2083.2598,2085.5745,2085.569,2085.5981,2085.528,2085.568,2088.2153
2015-08-12,2085.519,2085.523,2085.5554,2085.5078,2085.4985,2088.1746,2089.092
2015-08-13,2085.5786,2085.576,2085.61,2085.4822,2088.199,2089.0798,2089.6252
2015-08-14,2085.5928,2085.571,2085.5388,2088.2095,2089.0469,2089.6462,2089.697
2015-08-16,2085.5151,2085.523,2088.2578,2089.0676,2089.6143,2089.6846,2089.6619
2015-08-17,2085.5625,2088.2075,2089.128,2089.6506,2089.6938,2089.644,2089.5889
2015-08-18,2088.1553,2089.129,2089.661,2089.6562,2089.7102,2089.653,2089.6238
2015-08-19,2089.0623,2089.6729,2089.6611,2089.6604,2089.6304,2089.659,2089.6973
2015-08-20,2089.6936,2089.6646,2089.6611,2089.6619,2089.6145,2089.662,2089.6619
2015-08-21,2089.6523,2089.7107,2089.601,2089.6738,2089.6948,2089.6733,2089.1003
2015-08-23,2089.627,2089.6528,2089.638,2089.6924,2089.711,2089.0986,2088.325
2015-08-24,2089.6685,2089.653,2089.669,2089.7017,2089.0825,2088.1016,2085.5312
2015-08-25,2089.6694,2089.693,2089.638,2088.9534,2088.2585,2085.5479,2084.5366
2015-08-26,2089.6697,2089.6265,2089.0396,2088.1365,2085.542,2084.4558,2081.9917
2015-08-27,2089.629,2089.0886,2088.2507,2085.594,2084.512,2082.052,2081.0188
2015-08-28,2089.0916,2088.2122,2085.541,2084.5264,2082.0215,2080.991,2080.5542
2015-08-30,2088.294,2085.5708,2084.587,2082.1323,2081.0825,2080.5298,2077.8455
2015-08-31,2085.6182,2084.516,2082.1409,2081.0425,2080.612,2077.813,2077.7476
2015-09-01,2084.5273,2082.0366,2081.058,2080.522,2077.8127,2077.6553,2075.28
2015-09-02,2081.9438,2081.0562,2080.5398,2077.9104,2077.721,2075.2559,2072.8496
2015-09-03,2081.014,2080.56,2077.8445,2077.7554,2075.2905,2072.8352,2072.8486
2015-09-04,2080.5623,2077.863,2077.7197,2075.2559,2072.834,2072.8452,2068.2888
2015-09-06,2077.855,2077.7578,2075.1904,2072.8716,2072.8418,2068.2605,2052.5483
2015-09-07,2077.7988,2075.2664,2072.836,2072.8005,2068.2578,2052.205,2029.9294
2015-09-08,2075.2734,2072.8032,2072.8457,2068.3691,2052.5344,2029.8962,1997.4259
2015-09-09,2072.8184,2072.811,2068.2915,2052.337,2029.9978,1997.1898,1967.6384
2015-09-10,2072.8271,2068.2854,2052.331,2029.9419,1997.5892,1967.6149,1967.4578
2015-09-11,2068.2622,2052.0452,2029.7291,1997.6938,1967.8693,1967.5511,1967.4962
2015-09-13,2052.2744,2029.8761,1997.2446,1968.0879,1967.5609,1967.4741,1967.4884
2015-09-14,2030.0923,1997.3335,1967.8263,1967.5084,1967.4364,1967.5176,1967.4456
2015-09-15,1997.5343,1967.5565,1967.4692,1967.4918,1967.5338,1967.4851,1967.3873
2015-09-16,1967.7075,1967.4574,1967.4678,1967.4792,1967.5125,1967.437,1965.5167
2015-09-17,1967.5032,1967.4238,1967.4866,1967.5088,1967.3986,1965.5723,1965.1709
2015-09-18,1967.5164,1967.4956,1967.497,1967.4222,1965.59,1965.1572,1964.5938
